N	3gram	Bakhtin_Pr	Marksizm
540	бы оно ни	1	1
541	общего не имеет	1	1
542	нам кажется что	3	1
543	слова о нем	2	1
544	для себя на	1	1
545	мы знаем в	1	1
546	может до конца	1	1
547	до крайней степени	1	1
548	в сущности ничего	1	1
549	вовсе не с	1	1
550	может выйти за	1	1
551	оно может быть	2	1
552	это прежде всего	1	1
553	очень хорошо и	1	1
554	в виду что	1	1
555	и последнее слово	1	1
556	нашу точку зрения	2	1
557	после того как	1	1
558	где делаются попытки	1	1
559	были бы в	1	1
560	чтобы не подумали	1	1
561	неизбежно приводит к	1	1
562	в другом случае	1	1
563	но не только	1	1
564	если же он	1	1
565	а не о	1	1
566	обычном смысле слова	1	1
567	под его влиянием	2	1
