N	2gram	Vinokur_St	Tvorches
121	но у	1	6
122	хотя бы	8	6
123	одна из	1	6
124	его в	4	6
125	так что	8	6
126	а потому	2	6
127	героя в	1	6
128	и далее	1	6
129	если бы	11	6
130	и все	3	6
131	в книге	1	6
132	все эти	7	6
133	ли не	2	6
134	xx века	1	6
135	место в	2	6
136	и другие	3	5
137	из всех	1	5
138	в пользу	5	5
139	что человек	1	5
140	у пушкина	17	5
141	в них	2	5
142	что этот	3	5
143	с другой	11	5
144	больше не	1	5
145	по отношению	3	5
146	отметить что	4	5
147	как правило	2	5
148	в своем	8	5
149	в одной	3	5
150	во всей	1	5
151	из них	11	5
152	что они	9	5
153	что у	8	5
154	на него	3	5
155	в ее	6	5
156	что и	8	5
157	не было	7	5
158	что не	3	5
159	в таком	4	5
160	я не	13	5
161	и это	4	5
162	и у	2	5
163	а с	6	5
164	что это	5	5
165	т п	11	5
166	в наше	1	5
167	если не	4	5
168	между тем	7	5
169	с большой	1	5
170	в первой	12	5
171	дело не	4	5
172	значит что	3	5
173	показывает что	1	5
174	наше время	1	5
175	не так	2	5
176	на деле	1	5
177	романа и	1	5
178	с этим	6	5
179	в россии	7	5
180	не имеют	2	5
181	в истории	5	5
182	начиная с	2	5
183	до конца	4	5
184	в образе	3	5
185	том же	3	5
186	но если	5	5
187	тот же	2	5
188	ничего не	6	5
189	из этой	2	5
190	мы не	3	5
191	как у	1	5
192	бы не	2	5
193	в виде	3	5
194	но с	7	5
195	но эта	1	5
196	в ту	1	5
197	и по	6	5
198	и других	1	5
199	что я	3	5
200	как он	3	5
201	отношению к	3	5
202	с этой	5	4
203	говорит о	5	4
204	него в	1	4
205	с собой	1	4
206	тем что	6	4
207	роль в	1	4
208	так в	1	4
209	но эти	2	4
210	только на	1	4
211	говорить о	3	4
212	и когда	1	4
213	говорит что	4	4
214	превращается в	2	4
215	не вполне	1	4
216	самого начала	3	4
217	что все	3	4
218	точки зрения	16	4
219	это прежде	2	4
220	крайней мере	2	4
221	к нему	2	4
222	и потому	3	4
223	с точки	10	4
224	марта года	1	4
225	великий писатель	1	4
226	письма к	2	4
227	первая часть	1	4
228	не знает	2	4
229	что его	1	4
230	времени как	1	4
231	который в	1	4
232	же как	5	4
233	сих пор	12	4
234	в такой	2	4
235	не был	1	4
236	в каждом	3	4
237	тут же	1	4
238	не означает	1	4
239	вся история	1	4
240	в роман	1	4
241	не мог	3	4
242	как это	6	4
243	но только	2	4
244	и я	5	4
245	на стороне	1	4
246	этот вопрос	6	4
247	ту же	1	4
248	как известно	2	4
249	но без	1	4
250	себя в	1	4
251	однако в	1	4
252	могут быть	5	4
253	и есть	1	4
254	до сих	13	4
255	известно что	2	4
256	в действии	1	4
257	утверждает что	1	4
258	с ними	1	4
259	героев и	1	4
260	у читателя	1	4
261	в которых	5	4
262	по крайней	2	4
263	перед нами	1	4
264	это и	5	4
265	его и	1	4
266	в основе	4	4
267	и более	4	4
268	времени и	4	4
269	при помощи	4	4
270	в отличие	1	4
271	той же	5	4
272	того что	14	4
273	чуть ли	2	4
274	связан с	3	4
275	это был	3	4
276	и тут	1	4
277	отказаться от	2	4
278	дело в	9	4
279	было в	2	4
280	г к	1	4
281	особенно в	2	4
282	на свете	1	4
283	с самого	4	4
284	отличие от	1	4
285	но он	5	4
286	в частности	6	4
287	в эпилоге	1	4
288	еще в	3	4
289	далеко не	1	4
290	в плане	1	4
291	считает что	1	4
292	такой же	6	4
293	что на	3	4
294	и к	5	3
295	от него	1	3
296	в настоящем	1	3
297	кроме того	3	3
298	в виду	6	3
299	другой стороны	9	3
300	но что	2	3
301	по себе	3	3
302	связь с	1	3
303	в первом	2	3
304	мысль о	2	3
305	давно уже	3	3
306	отличается от	2	3
307	так например	12	3
308	м т	1	3
309	к тому	9	3
310	на все	2	3
311	во всяком	8	3
312	можно сказать	2	3
313	больше чем	3	3
314	в свете	1	3
315	д в	1	3
316	вот почему	1	3
317	особое место	1	3
318	из письма	1	3
319	точно так	2	3
320	как она	1	3
321	в одном	7	3
322	с другим	1	3
323	сказать что	9	3
324	в черновой	1	3
325	едва ли	1	3
326	не то	1	3
327	то в	3	3
328	на протяжении	1	3
329	время в	1	3
330	несмотря на	4	3
331	то у	1	3
332	к которому	4	3
333	иными словами	1	3
334	г а	1	3
335	тому же	2	3
336	писатель в	1	3
337	как по	1	3
338	для того	15	3
339	на себя	3	3
340	действительности и	1	3
341	со всеми	2	3
342	опираясь на	1	3
343	на этом	1	3
344	говорил о	1	3
345	всяком случае	8	3
346	эти слова	1	3
347	совсем не	3	3
348	идей и	1	3
349	и тем	3	3
350	но зато	1	3
351	должны быть	4	3
352	и что	8	3
353	даже не	5	3
354	что для	4	3
355	и др	1	3
356	писателя в	2	3
357	там где	6	3
358	гораздо более	5	3
359	в один	1	3
360	пришел к	1	3
361	в статье	9	3
362	вплоть до	6	3
363	во второй	10	3
364	если в	2	3
365	был бы	1	3
366	для себя	3	3
367	я бы	2	3
368	года он	1	3
369	критики и	2	3
370	заключается в	5	3
371	сей день	1	3
372	в процессе	3	3
373	евгения онегина	6	3
374	не считать	1	3
375	вряд ли	8	3
376	может не	2	3
377	никто не	4	3
378	да и	4	3
379	о котором	2	3
380	со стороны	7	3
381	в стихах	2	3
382	ни на	3	3
383	не является	5	3
384	во мне	1	3
385	трагедии в	3	3
386	и тогда	2	3
387	в которую	2	3
388	в письмах	2	3
389	и до	2	3
390	сами по	2	3
391	нет и	1	3
392	как мы	1	3
393	характера и	1	3
394	на этот	5	3
395	только с	4	3
396	не выдерживает	1	3
397	как к	3	3
398	но на	2	3
399	что оно	4	3
400	нет ни	3	3
401	свидетельствует о	2	3
402	действительности в	1	3
403	и вот	1	3
404	он и	1	3
405	что с	4	3
406	ее в	2	3
407	на самом	8	3
408	у нас	12	3
409	мы находим	4	3
410	не существует	4	3
411	или в	1	3
412	за свою	3	3
413	этого вопроса	3	3
414	но уже	1	3
415	для которого	1	3
416	не все	3	3
417	этого он	1	3
418	тут и	1	3
419	он чувствует	1	3
420	не по	5	3
421	нельзя не	3	3
422	в ней	9	3
423	просто не	1	3
424	по этому	5	3
425	из этих	7	3
426	а по	1	3
427	и их	3	3
428	не с	1	3
429	в начале	5	3
430	в другом	5	3
431	лишь в	3	3
432	отношение к	3	3
433	к ней	1	3
434	бы он	1	3
435	во многих	3	3
436	жизни и	6	3
437	а н	1	3
438	в области	16	3
439	и только	3	3
440	это в	4	3
441	заявил что	1	3
442	а я	1	3
443	более того	1	3
444	является в	1	2
445	все что	1	2
446	еще раз	1	2
447	на эти	7	2
448	же и	4	2
449	и лишь	2	2
450	которая в	1	2
451	и имеет	1	2
452	с самим	1	2
453	в биографии	2	2
454	и рядом	1	2
455	время не	1	2
456	в результате	5	2
457	ясно что	10	2
458	в материал	1	2
459	вот что	3	2
460	жизнь в	1	2
461	из нее	3	2
462	но вполне	1	2
463	его произведений	1	2
464	в построении	1	2
465	меня в	2	2
466	с тем	3	2
467	я от	1	2
468	одном из	4	2
469	их в	2	2
470	и очень	5	2
471	одновременно и	1	2
472	в одно	1	2
473	борис годунов	26	2
474	его личной	1	2
475	когда в	1	2
476	связано с	1	2
477	а что	1	2
478	г в	10	2
479	сам же	1	2
480	в первую	2	2
481	в данном	16	2
482	из других	1	2
483	не могли	1	2
484	то это	3	2
485	или вернее	1	2
486	следовало бы	2	2
487	которой он	1	2
488	он был	5	2
489	но кто	1	2
490	входит в	1	2
491	но даже	1	2
492	это его	1	2
493	же у	1	2
494	к своей	1	2
495	этой сцены	1	2
496	а между	2	2
497	самого себя	1	2
498	я буду	1	2
499	он писал	3	2
500	в глаза	1	2
501	но этот	1	2
502	как на	10	2
503	настоящее время	2	2
504	содержит в	1	2
505	по поводу	13	2
506	в движении	1	2
507	о чем	4	2
508	точка зрения	1	2
509	не просто	2	2
510	того же	4	2
511	все попытки	1	2
512	во всех	8	2
513	не зная	2	2
514	заботиться о	1	2
515	здесь нет	1	2
516	и среди	1	2
517	но тот	1	2
518	там нет	1	2
519	с одной	3	2
520	на том	1	2
521	внимание на	5	2
522	с народом	1	2
523	как раз	10	2
524	тем не	4	2
525	которого он	1	2
526	это объясняется	2	2
527	чем у	2	2
528	в качестве	7	2
529	это очень	5	2
530	бориса годунова	70	2
531	и притом	1	2
532	связи с	3	2
533	ли и	3	2
534	мировой литературы	1	2
535	причем в	2	2
536	xviii века	1	2
537	тому что	8	2
538	но ведь	8	2
539	между прочим	10	2
540	между собой	1	2
541	в свой	2	2
542	в двух	4	2
543	лошади в	1	2
544	в эту	3	2
545	что как	3	2
546	и м	1	2
547	в борисе	19	2
548	но как	1	2
549	права на	1	2
550	эти примеры	1	2
551	для ее	1	2
552	города в	1	2
553	не дает	2	2
554	во что	1	2
555	действующих лиц	1	2
556	кажется что	5	2
557	не будет	1	2
558	для этой	1	2
559	и та	1	2
560	и является	1	2
561	в тех	5	2
562	себя на	1	2
563	в современной	1	2
564	из нас	1	2
565	по своей	2	2
566	это действительно	1	2
567	он еще	1	2
568	было бы	21	2
569	я в	1	2
570	что во	3	2
571	сам в	3	2
572	не значит	3	2
573	зато в	2	2
574	пушкина и	20	2
575	из этого	1	2
576	бы ни	3	2
577	которые были	1	2
578	с каким	1	2
579	а как	5	2
580	а главное	1	2
581	его времени	2	2
582	нет не	1	2
583	эту тему	4	2
584	говорит об	4	2
585	против этого	1	2
586	первую очередь	2	2
587	очень важно	1	2
588	и против	1	2
589	и здесь	2	2
590	никого не	1	2
591	такова же	1	2
592	до уровня	1	2
593	и вследствие	1	2
594	в литературной	1	2
595	с такой	1	2
596	на первом	1	2
597	у другого	1	2
598	большую роль	1	2
599	была бы	10	2
600	представляют собой	1	2
601	человек с	1	2
602	в сущности	2	2
603	не смеет	1	2
604	о которой	3	2
605	для них	2	2
606	в отношении	11	2
607	ни в	5	2
608	и делает	1	2
609	целом ряде	1	2
610	и страх	1	2
611	в выражении	1	2
612	второй части	2	2
613	и герои	1	2
614	не могут	2	2
615	борисе годунове	21	2
616	за что	4	2
617	должен был	5	2
618	ли с	1	2
619	в целях	1	2
620	произведения в	2	2
621	столь же	5	2
622	еще с	1	2
623	как о	2	2
624	к его	2	2
625	известном смысле	1	2
626	это время	3	2
627	справедливо указывает	2	2
628	не знать	1	2
629	не имеет	5	2
630	в известном	3	2
631	отказался от	1	2
632	ни к	1	2
633	в прозе	1	2
634	я должен	1	2
635	где нет	2	2
636	не дают	1	2
637	его женитьбы	1	2
638	с трагедией	1	2
639	наконец в	2	2
640	того чтобы	15	2
641	у меня	3	2
642	а может	1	2
643	не должны	1	2
644	и уже	3	2
645	под сомнение	1	2
646	и теперь	2	2
647	интерес и	1	2
648	то все	1	2
649	сомнений что	1	2
650	у шекспира	3	2
651	отношении к	3	2
652	не потому	3	2
653	числе и	2	2
654	а во	3	2
655	им в	2	2
656	что же	6	2
657	основан на	1	2
658	он в	1	2
659	выше уже	1	2
660	мог бы	1	2
661	их с	1	2
662	в глазах	1	2
663	говорил что	1	2
664	и стиля	2	2
665	всякий раз	2	2
666	точку зрения	3	2
667	д и	2	2
668	меня не	2	2
669	высшей степени	1	2
670	ответ на	4	2
671	что ему	2	2
672	в прямом	2	2
673	значение в	1	2
674	этом сам	1	2
675	этой области	5	2
676	данном случае	7	2
677	нас не	3	2
678	том числе	3	2
679	где он	2	2
680	биографии и	2	2
681	с просьбой	1	2
682	о нем	1	2
683	во время	5	2
684	и всегда	2	2
685	с их	2	2
686	некоторые из	1	2
687	слова не	1	2
688	по словам	7	2
689	в таких	1	2
690	образом в	1	2
691	в эпоху	3	2
692	всю жизнь	1	2
693	очень много	1	2
694	в ряде	1	2
695	представляет собою	3	2
696	не похож	1	2
697	совершенно точно	1	2
698	при таком	2	2
699	стремление к	3	2
700	сразу же	1	2
701	и без	4	2
702	должен быть	3	2
703	мечты в	1	2
704	и вообще	5	2
705	к одному	1	2
706	без всякой	3	2
707	нуждается в	2	2
708	свою эпоху	1	2
709	ведь это	1	2
710	за то	5	2
711	а к	2	2
712	объективного характера	1	2
713	каких бы	2	2
714	же это	3	2
715	ли в	3	2
716	в руки	1	2
717	не могу	2	2
718	она не	3	2
719	но при	1	2
720	характера в	1	2
721	от всех	1	2
722	существуют в	1	2
723	уже после	3	2
724	всех этих	2	2
725	отказ от	1	2
726	отношений между	3	2
727	суд народа	1	2
728	всегда было	1	2
729	и и	2	2
730	только то	1	2
731	в литературном	3	2
732	и о	4	2
733	в высшей	1	2
734	это еще	1	2
735	трагедии у	2	2
736	же в	1	2
737	включает в	1	2
738	эти два	1	2
739	конце концов	2	2
740	б м	1	2
741	событий и	1	2
742	отношениями между	1	2
743	но для	3	2
744	он с	1	2
745	не к	2	2
746	что было	3	1
747	они являются	1	1
748	русской критике	1	1
749	должна была	6	1
750	который заявил	1	1
751	это утверждение	1	1
752	быть иначе	2	1
753	это тот	1	1
754	бы несколько	1	1
755	отвечает на	1	1
756	определенную цель	1	1
757	этого в	1	1
758	провалы и	1	1
759	как произведение	2	1
760	а когда	1	1
761	чего не	1	1
762	которые не	3	1
763	к этой	1	1
764	написана с	1	1
765	героини и	1	1
766	в главной	1	1
767	этот туман	2	1
768	зрения их	2	1
769	важно для	1	1
770	сверх того	1	1
771	в применении	3	1
772	и плоть	1	1
773	с величайшим	2	1
774	литературы а	1	1
775	или нет	1	1
776	ноты в	1	1
777	литература и	1	1
778	она стала	1	1
779	нечего сказать	1	1
780	недостаточно и	1	1
781	ли доказывать	1	1
782	воплощенной в	1	1
783	не полностью	1	1
784	не являются	3	1
785	не хочет	2	1
786	несколько в	1	1
787	одно из	3	1
788	какое место	1	1
789	от этих	1	1
790	годунова но	1	1
791	на темы	1	1
792	которую он	3	1
793	а там	1	1
794	их не	1	1
795	нет более	1	1
796	на которых	1	1
797	с требованиями	1	1
798	но все	9	1
799	критика в	1	1
800	можно говорить	1	1
801	значения в	1	1
802	о мире	2	1
803	мне кажется	7	1
804	на реальные	1	1
805	для осуществления	1	1
806	эта книга	2	1
807	забывали что	1	1
808	эти подробности	1	1
809	жизни своей	1	1
810	большей частью	1	1
811	форму и	1	1
812	французской революции	1	1
813	на существование	1	1
814	прогулки с	1	1
815	почти ничего	1	1
816	уже на	1	1
817	по мысли	1	1
818	говорят о	1	1
819	что критика	1	1
820	русского читателя	1	1
821	старика но	1	1
822	его личности	1	1
823	мира это	1	1
824	считать что	1	1
825	в наиболее	1	1
826	с ума	1	1
827	я могу	1	1
828	проблемы а	1	1
829	похож на	1	1
830	екатерины и	1	1
831	что по	1	1
832	автора к	1	1
833	у которого	1	1
834	но очень	1	1
835	в изобилии	1	1
836	он является	1	1
837	на точку	2	1
838	речь идет	6	1
839	всего прочего	1	1
840	что оба	2	1
841	он по	2	1
842	этой стороны	1	1
843	в горле	1	1
844	свою собственную	3	1
845	не его	1	1
846	весной года	1	1
847	ты сам	1	1
848	в письме	5	1
849	и стал	1	1
850	произведений с	1	1
851	смысл этого	2	1
852	относиться к	1	1
853	было написано	1	1
854	и смерти	1	1
855	время с	1	1
856	при создании	1	1
857	новую жизнь	1	1
858	аполлона григорьева	1	1
859	с остальным	1	1
860	он пытался	1	1
861	как справедливо	1	1
862	на человека	1	1
863	этот прием	1	1
864	более широком	1	1
865	всего и	1	1
866	можно считать	2	1
867	и такие	2	1
868	вопрос о	9	1
869	знал что	1	1
870	критики в	2	1
871	свои личные	1	1
872	применении к	3	1
873	над временем	1	1
874	борису годунову	5	1
875	имеет право	2	1
876	сам не	1	1
877	даже и	2	1
878	в келье	3	1
879	не должен	2	1
880	одной стороны	2	1
881	все свои	1	1
882	л и	1	1
883	пушкина этот	1	1
884	не имею	1	1
885	почти за	1	1
886	которых я	1	1
887	роскоши и	1	1
888	и другой	1	1
889	уже о	6	1
890	вопроса об	1	1
891	смотрю на	1	1
892	пусть в	1	1
893	в руках	2	1
894	одним только	1	1
895	и литературная	2	1
896	но они	3	1
897	дает никакого	1	1
898	видеть что	1	1
899	связь между	1	1
900	предисловии к	2	1
901	был напечатан	1	1
902	и другом	1	1
903	нужно быть	1	1
904	его основное	1	1
905	начале xix	1	1
906	народа над	1	1
907	в журнале	1	1
908	и те	4	1
909	сил в	1	1
910	можно ли	5	1
911	литературного критика	1	1
912	себе в	2	1
913	до того	4	1
914	кроме всего	1	1
915	художественного произведения	1	1
916	всего что	2	1
917	всегда и	1	1
918	его собственной	3	1
919	ночи на	1	1
920	в черновике	1	1
921	в прошлом	1	1
922	п о	2	1
923	художественного изображения	1	1
924	приходит на	1	1
925	к ним	1	1
926	оказывается не	1	1
927	я с	3	1
928	в голове	1	1
929	него не	1	1
930	для всей	1	1
931	она ни	1	1
932	годунове и	1	1
933	мы говорим	1	1
934	том чтобы	1	1
935	о тех	1	1
936	а только	1	1
937	в основу	5	1
938	построении образов	1	1
939	быть в	2	1
940	к фразе	1	1
941	в нашем	1	1
942	у себя	1	1
943	с этими	1	1
944	как я	1	1
945	от современного	1	1
946	нигде не	2	1
947	из романа	2	1
948	чем пушкин	2	1
949	есть только	2	1
950	исходит из	1	1
951	не писать	1	1
952	писателя действительно	1	1
953	и всякого	1	1
954	издателем и	1	1
955	от них	1	1
956	для всего	1	1
957	трагедии и	1	1
958	собственный путь	1	1
959	и чувства	1	1
960	нет никаких	2	1
961	рассказывать в	1	1
962	к этим	1	1
963	из чтения	1	1
964	о связи	1	1
965	вот как	1	1
966	курсив мой	1	1
967	писал в	2	1
968	имел в	1	1
969	чтобы читатель	1	1
970	он считал	1	1
971	свое собственное	1	1
972	с поэтической	1	1
973	разве это	1	1
974	к брату	1	1
975	бы то	2	1
976	он имел	1	1
977	для начала	1	1
978	только не	2	1
979	которой обычно	1	1
980	все его	1	1
981	прямым следствием	1	1
982	по возвращении	1	1
983	ясного и	1	1
984	хотелось бы	2	1
985	от его	2	1
986	народ не	1	1
987	последнее утверждение	1	1
988	стихах о	1	1
989	и всей	2	1
990	рафаэля и	1	1
991	вообще а	1	1
992	которой является	3	1
993	и вместе	1	1
994	такого рода	2	1
995	это письмо	2	1
996	в поисках	1	1
997	объясняется тем	1	1
998	проявляется в	1	1
999	ни было	1	1
1000	традиция в	1	1
1001	обвинение в	2	1
1002	него самого	2	1
1003	т е	21	1
1004	эти детали	1	1
1005	это человек	4	1
1006	легенду о	1	1
1007	похоже на	3	1
1008	что такое	2	1
1009	и за	3	1
1010	из пушкинских	3	1
1011	и снова	1	1
1012	или иную	1	1
1013	писал м	1	1
1014	сколько бы	1	1
1015	бы что	3	1
1016	как можно	2	1
1017	оказывается для	1	1
1018	ли можно	2	1
1019	видит в	1	1
1020	чем в	3	1
1021	мы на	1	1
1022	ней же	1	1
1023	сказать чего	1	1
1024	о возможности	1	1
1025	они любят	1	1
1026	любопытен пример	1	1
1027	в несколько	1	1
1028	и некоторые	1	1
1029	женщина и	1	1
1030	как результат	1	1
1031	о золотом	1	1
1032	и говорит	1	1
1033	сказал что	1	1
1034	всех его	1	1
1035	будто бы	4	1
1036	что за	1	1
1037	всем что	1	1
1038	о смерти	1	1
1039	и всю	1	1
1040	летом года	1	1
1041	в среде	1	1
1042	определенной исторической	1	1
1043	молиться за	1	1
1044	ссылки на	1	1
1045	указал что	1	1
1046	как говорит	3	1
1047	лишь на	1	1
1048	между ними	1	1
1049	время как	2	1
1050	роман на	2	1
1051	к пушкину	5	1
1052	эта традиция	1	1
1053	всеми его	1	1
1054	и перед	2	1
1055	четыре раза	1	1
1056	характерная черта	1	1
1057	я скажу	1	1
1058	сделать его	1	1
1059	русские критики	1	1
1060	если я	1	1
1061	уже давно	1	1
1062	письме к	7	1
1063	о которых	3	1
1064	больше всего	2	1
1065	не вправе	1	1
1066	большим трудом	1	1
1067	как частного	1	1
1068	в последнем	1	1
1069	же касается	3	1
1070	в первые	1	1
1071	к вопросу	1	1
1072	единственный способ	1	1
1073	себе и	1	1
1074	что слово	1	1
1075	полагает что	1	1
1076	известным и	1	1
1077	это тоже	1	1
1078	жизни то	1	1
1079	что их	1	1
1080	драматических сцен	1	1
1081	могло бы	3	1
1082	в других	2	1
1083	вопроса о	3	1
1084	за годы	1	1
1085	той или	1	1
1086	исторической эпохи	1	1
1087	воплощением которой	1	1
1088	на которую	1	1
1089	были в	1	1
1090	так я	1	1
1091	т vi	3	1
1092	мы можем	1	1
1093	от себя	1	1
1094	его появления	1	1
1095	того в	1	1
1096	в москву	1	1
1097	сцену в	1	1
1098	за основу	2	1
1099	из последних	1	1
1100	положено в	1	1
1101	вообще в	1	1
1102	не выше	1	1
1103	понимание этого	1	1
1104	ответ пушкина	1	1
1105	ведь в	1	1
1106	молодой человек	2	1
1107	или во	1	1
1108	случаев в	1	1
1109	с х	1	1
1110	чтобы он	1	1
1111	такую большую	1	1
1112	с традициями	1	1
1113	именно потому	1	1
1114	был так	1	1
1115	о необходимости	1	1
1116	на другой	1	1
1117	доказывать что	2	1
1118	лишь что	1	1
1119	за пушкиным	1	1
1120	в работе	1	1
1121	то ни	2	1
1122	многих случаях	2	1
1123	с какой	1	1
1124	оснований для	1	1
1125	объясняется и	1	1
1126	на правах	1	1
1127	следует своему	1	1
1128	и правильное	1	1
1129	или же	3	1
1130	в случае	2	1
1131	в ответ	1	1
1132	в развитии	2	1
1133	на чем	2	1
1134	был склонен	1	1
1135	в городе	1	1
1136	своего времени	4	1
1137	некоторое представление	1	1
1138	от которых	1	1
1139	что эта	5	1
1140	нужно сказать	6	1
1141	хотя в	2	1
1142	один раз	1	1
1143	можно было	14	1
1144	в форме	2	1
1145	потребность в	1	1
1146	его работе	1	1
1147	дело обстояло	1	1
1148	а нас	1	1
1149	той эпохи	4	1
1150	русского самодержавия	1	1
1151	была не	2	1
1152	стиля и	1	1
1153	иногда такие	1	1
1154	от своего	2	1
1155	ни о	1	1
1156	также и	10	1
1157	что бы	1	1
1158	над ним	1	1
1159	литературы и	3	1
1160	должны были	1	1
1161	с удовольствием	1	1
1162	или иное	3	1
1163	времени но	2	1
1164	в иных	2	1
1165	произведение не	1	1
1166	она была	2	1
1167	читать и	1	1
1168	их и	2	1
1169	характера его	1	1
1170	не раз	2	1
1171	из писем	3	1
1172	в школе	1	1
1173	а тем	1	1
1174	занимает в	3	1
1175	на некоторые	1	1
1176	совершенно новый	1	1
1177	и стремление	1	1
1178	что создание	1	1
1179	почему же	1	1
1180	возможно что	4	1
1181	это вовсе	2	1
1182	общего с	3	1
1183	этом месте	2	1
1184	и никогда	1	1
1185	два года	2	1
1186	бы его	1	1
1187	найти в	1	1
1188	времени между	1	1
1189	при первой	1	1
1190	но нет	2	1
1191	это делает	1	1
1192	эпохи в	3	1
1193	основу сюжета	1	1
1194	так уж	1	1
1195	что только	2	1
1196	городе который	1	1
1197	легенды о	1	1
1198	и xix	1	1
1199	план а	1	1
1200	за год	1	1
1201	приходил к	1	1
1202	к сюжету	1	1
1203	не отметить	1	1
1204	следует лишь	1	1
1205	на подобные	1	1
1206	этом у	1	1
1207	отсылая читателя	1	1
1208	с с	1	1
1209	это имеет	1	1
1210	является его	1	1
1211	речи о	1	1
1212	или иного	4	1
1213	и унижения	1	1
1214	его смерти	1	1
1215	точно передает	1	1
1216	чтобы не	1	1
1217	уходит в	1	1
1218	в какой-то	1	1
1219	каждого из	3	1
1220	чем обычно	1	1
1221	до его	2	1
1222	трагедия его	1	1
1223	раньше чем	4	1
1224	что до	3	1
1225	он говорил	1	1
1226	с неба	1	1
1227	действительно все	1	1
1228	можно только	1	1
1229	в особенности	1	1
1230	к сожалению	4	1
1231	к борису	5	1
1232	которыми как	1	1
1233	при жизни	2	1
1234	однако и	2	1
1235	основе этой	1	1
1236	вариантов и	1	1
1237	то время	2	1
1238	и возможно	1	1
1239	том смысле	4	1
1240	я уже	3	1
1241	же факт	1	1
1242	на той	1	1
1243	и этот	1	1
1244	этих принципов	1	1
1245	смотреть на	2	1
1246	котором не	1	1
1247	это выражение	1	1
1248	с и	1	1
1249	которой не	1	1
1250	можно назвать	3	1
1251	повестях и	1	1
1252	я никогда	1	1
1253	форме в	1	1
1254	опираться на	1	1
1255	что называют	1	1
1256	скажу что	1	1
1257	дела в	1	1
1258	романа в	1	1
1259	бы говорить	1	1
1260	и из	1	1
1261	никак не	1	1
1262	по адресу	3	1
1263	он на	1	1
1264	нашего времени	1	1
1265	поэтому в	4	1
1266	времени см	1	1
1267	разного рода	2	1
1268	в живых	1	1
1269	к выводу	1	1
1270	трагедии борис	1	1
1271	чем для	1	1
1272	будет иметь	1	1
1273	и вполне	4	1
1274	том и	1	1
1275	он лишь	1	1
1276	за это	1	1
1277	не на	3	1
1278	я считаю	5	1
1279	кости и	1	1
1280	во дворце	1	1
1281	за царя	1	1
1282	оно не	3	1
1283	беседует с	1	1
1284	текста и	1	1
1285	с некоторыми	1	1
1286	превращая его	1	1
1287	и внутренне	1	1
1288	с ней	1	1
1289	в наших	2	1
1290	в моем	1	1
1291	это положение	2	1
1292	этап в	1	1
1293	о своей	2	1
1294	зная о	1	1
1295	но вот	1	1
1296	эстетики и	1	1
1297	обращается к	1	1
1298	и действительно	1	1
1299	времени не	5	1
1300	к будущему	1	1
1301	присутствует в	3	1
1302	который сам	1	1
1303	к самым	1	1
1304	очень важный	1	1
1305	как не	1	1
1306	к нам	1	1
1307	в праве	1	1
1308	ошибках и	1	1
1309	и так	3	1
1310	и лишена	1	1
1311	и просто	1	1
1312	связанные с	3	1
1313	отнесены к	1	1
