N	2gram	Propp_Isto	Narrotol
116	в ней	3	7
117	одного из	2	7
118	в целом	4	7
119	все что	4	6
120	например в	3	6
121	между двумя	6	6
122	сказать что	5	6
123	на него	4	6
124	имеем дело	1	6
125	о ней	2	6
126	что у	4	6
127	с одной	2	6
128	что и	17	6
129	могло бы	2	6
130	героя и	1	6
131	на другой	3	6
132	не могла	3	6
133	в современной	2	6
134	однако в	1	6
135	таким образом	15	6
136	представляют собой	5	6
137	никак не	1	6
138	к его	1	6
139	то и	7	6
140	из этих	5	6
141	здесь не	6	6
142	ответ на	1	6
143	они не	4	6
144	уже говорилось	1	6
145	о нем	2	6
146	как у	2	6
147	слова в	1	6
148	одной стороны	2	6
149	на то	4	6
150	вплоть до	2	6
151	в центре	1	5
152	человеческой жизни	1	5
153	только что	3	5
154	исходя из	2	5
155	дело с	2	5
156	не столько	1	5
157	в своих	1	5
158	и даже	4	5
159	и сам	1	5
160	именно в	1	5
161	а именно	8	5
162	свою очередь	1	5
163	в другом	11	5
164	не всегда	7	5
165	о них	1	5
166	в одном	9	5
167	он сам	2	5
168	себя в	2	5
169	из них	7	5
170	к нему	12	5
171	от его	1	5
172	не было	2	5
173	или не	3	5
174	но для	2	5
175	я не	3	5
176	между собой	2	5
177	в русской	5	5
178	по поводу	1	5
179	и от	3	5
180	с ее	2	5
181	и здесь	8	5
182	что это	4	5
183	подобно тому	3	5
184	если не	2	5
185	их в	6	5
186	и у	6	5
187	с ними	5	5
188	да и	2	5
189	было бы	5	5
190	и уже	2	5
191	для нее	2	5
192	за пределами	1	5
193	и то	4	5
194	мы не	3	5
195	на самом	2	5
196	тем более	1	5
197	тому как	3	5
198	в начале	2	5
199	в пределах	5	5
200	не случайно	2	5
201	и о	2	5
202	говорилось выше	4	5
203	как будто	2	5
204	даже в	4	4
205	персонажа и	1	4
206	в виду	2	4
207	по себе	3	4
208	в них	6	4
209	и с	10	4
210	все его	1	4
211	ведет к	2	4
212	не вполне	7	4
213	роль в	2	4
214	он является	3	4
215	не существует	1	4
216	которой он	3	4
217	хотя бы	3	4
218	только на	2	4
219	но они	2	4
220	который в	1	4
221	к этому	10	4
222	начало и	1	4
223	что они	14	4
224	жизни так	2	4
225	на том	3	4
226	несмотря на	1	4
227	к жизни	2	4
228	не говорит	2	4
229	тому что	1	4
230	в себя	3	4
231	пребывания в	7	4
232	не будет	1	4
233	из нас	1	4
234	по своей	1	4
235	дома с	1	4
236	и по	6	4
237	и ее	3	4
238	на ее	1	4
239	это уже	3	4
240	не на	2	4
241	со всеми	1	4
242	о своей	1	4
243	вместе с	12	4
244	не имеет	3	4
245	которая не	1	4
246	могла бы	1	4
247	не могло	1	4
248	в обоих	1	4
249	начиная с	1	4
250	что я	2	4
251	всяком случае	2	4
252	друг друга	6	4
253	ему в	2	4
254	зависит от	1	4
255	во всяком	2	4
256	для нас	6	4
257	а на	5	4
258	а то	2	4
259	и как	6	4
260	или даже	1	4
261	так в	8	4
262	по своему	1	4
263	это было	1	4
264	не все	7	4
265	в области	1	4
266	человека в	2	4
267	она не	4	4
268	эти два	3	4
269	мы узнаем	1	4
270	быть и	3	4
271	не с	2	4
272	как он	1	4
273	к ней	4	4
274	как мы	11	4
275	что на	6	4
276	не к	1	4
277	что было	3	3
278	с этой	3	3
279	говорит о	1	3
280	по мере	2	3
281	в этих	18	3
282	каждый из	1	3
283	и дело	1	3
284	восходит к	1	3
285	входит в	1	3
286	не должен	1	3
287	времени в	1	3
288	к своей	4	3
289	говорить о	1	3
290	точно так	8	3
291	так же	16	3
292	к ним	1	3
293	наряду с	4	3
294	в зависимости	1	3
295	все время	2	3
296	что она	8	3
297	что именно	1	3
298	к ее	1	3
299	не происходит	2	3
300	только не	2	3
301	об одном	1	3
302	или нескольких	1	3
303	она в	1	3
304	но еще	1	3
305	с точки	1	3
306	и сама	1	3
307	одно из	2	3
308	в следующем	1	3
309	связи с	9	3
310	но он	8	3
311	не знает	2	3
312	в которой	1	3
313	к чему	2	3
314	что не	3	3
315	в связи	5	3
316	между ними	1	3
317	же как	8	3
318	и это	5	3
319	героя из	2	3
320	сих пор	7	3
321	должен был	5	3
322	о себе	3	3
323	но как	2	3
324	более дробные	1	3
325	с матерью	2	3
326	и что	6	3
327	можно было	3	3
328	иметь в	1	3
329	не просто	4	3
330	о его	2	3
331	бы быть	1	3
332	а как	2	3
333	здесь мы	6	3
334	во время	8	3
335	в него	3	3
336	лицо и	2	3
337	до сих	7	3
338	он уже	2	3
339	то они	1	3
340	обращается к	1	3
341	и т	33	3
342	приводит к	1	3
343	бы не	1	3
344	зависимости от	1	3
345	в следующей	1	3
346	всей своей	1	3
347	своей жизни	1	3
348	и другая	1	3
349	что мы	5	3
350	как на	1	3
351	в роли	1	3
352	подобного рода	1	3
353	случае с	1	3
354	той же	3	3
355	одной из	1	3
356	по ходу	2	3
357	на этот	1	3
358	своей матери	2	3
359	мать и	2	3
360	но это	5	3
361	как к	2	3
362	и вот	3	3
363	которых он	1	3
364	он и	4	3
365	же не	2	3
366	этом в	1	3
367	все равно	3	3
368	в виде	2	3
369	этого не	1	3
370	как она	2	3
371	все эти	8	3
372	на фоне	1	3
373	со своей	2	3
374	именно эта	1	3
375	должен быть	1	3
376	особенно в	2	3
377	и потому	2	3
378	только к	1	3
379	а к	1	3
380	а его	1	3
381	его не	3	3
382	дело не	3	3
383	связано с	4	3
384	во второй	2	3
385	не следует	2	3
386	же самое	1	3
387	каждого из	1	3
388	со своими	2	3
389	и самого	1	3
390	и только	6	3
391	ли в	1	3
392	если она	1	3
393	героя но	1	3
394	является в	2	2
395	случае в	2	2
396	отсылают к	1	2
397	мы и	1	2
398	в момент	1	2
399	которая в	2	2
400	еще более	3	2
401	хочет ее	1	2
402	те же	2	2
403	которое может	1	2
404	нас в	1	2
405	случае он	1	2
406	с появлением	8	2
407	другой стороны	10	2
408	как если	1	2
409	с собой	4	2
410	как образ	1	2
411	но все	5	2
412	жизнь в	1	2
413	в некотором	3	2
414	целый ряд	3	2
415	где они	2	2
416	перекликается с	1	2
417	тем что	8	2
418	дело здесь	1	2
419	и делает	1	2
420	одновременно и	1	2
421	в это	1	2
422	и стал	1	2
423	как только	2	2
424	казалось бы	2	2
425	и наиболее	1	2
426	представления о	2	2
427	в этот	6	2
428	с помощью	1	2
429	когда она	1	2
430	чего не	1	2
431	героини и	1	2
432	превращается в	10	2
433	можно ли	3	2
434	видно что	5	2
435	центре внимания	1	2
436	его собственной	1	2
437	с другим	1	2
438	вовсе не	3	2
439	именно так	3	2
440	быть в	1	2
441	к которому	6	2
442	он живет	3	2
443	тут же	4	2
444	детей в	3	2
445	в системе	1	2
446	бы в	1	2
447	они могут	2	2
448	солнцем и	1	2
449	принадлежит к	4	2
450	и столь	1	2
451	что иное	6	2
452	к одному	1	2
453	похожи на	1	2
454	не слишком	1	2
455	по мнению	1	2
456	искать в	1	2
457	и через	1	2
458	столько же	1	2
459	а за	1	2
460	героя с	3	2
461	будто бы	1	2
462	одним из	4	2
463	человек и	1	2
464	как говорит	1	2
465	ясно что	2	2
466	думать о	1	2
467	также в	2	2
468	не есть	3	2
469	себе и	2	2
470	например как	1	2
471	в других	6	2
472	во всех	1	2
473	выступает в	1	2
474	мы можем	10	2
475	том свете	2	2
476	бы она	2	2
477	сами по	1	2
478	здесь она	1	2
479	за столом	1	2
480	человека как	1	2
481	так что	8	2
482	на свой	1	2
483	оно и	1	2
484	в городе	1	2
485	если же	2	2
486	хотя в	1	2
487	и является	1	2
488	все те	2	2
489	им самим	1	2
490	даже не	2	2
491	также не	1	2
492	в нее	2	2
493	она была	2	2
494	того кто	1	2
495	его как	1	2
496	с кем-нибудь	1	2
497	внимание и	1	2
498	могут быть	9	2
499	и есть	3	2
500	мы будем	1	2
501	ней в	2	2
502	шире чем	1	2
503	это он	1	2
504	и ничего	1	2
505	в особенности	3	2
506	она сама	1	2
507	они и	3	2
508	живет в	8	2
509	должна быть	2	2
510	говорит а	1	2
511	героя когда	1	2
512	это весьма	2	2
513	одному из	2	2
514	вот как	2	2
515	из которых	1	2
516	для них	3	2
517	что после	2	2
518	и вновь	2	2
519	от своего	3	2
520	на столе	2	2
521	встречаются и	1	2
522	как о	1	2
523	солнца и	3	2
524	в которых	7	2
525	никто не	2	2
526	есть на	1	2
527	том смысле	1	2
528	в каком	1	2
529	оно составляет	1	2
530	к другому	1	2
531	не входит	1	2
532	это и	4	2
533	его и	6	2
534	не объясняет	1	2
535	более чем	1	2
536	это за	1	2
537	в течение	6	2
538	с нами	1	2
539	это то	1	2
540	в город	1	2
541	это все	1	2
542	у меня	5	2
543	после смерти	2	2
544	себя не	1	2
545	вступает в	4	2
546	в мир	1	2
547	свое существование	1	2
548	что же	2	2
549	к двум	1	2
550	она может	2	2
551	и во	1	2
552	с нею	1	2
553	может оказаться	1	2
554	к миру	1	2
555	говорится в	1	2
556	это сделать	1	2
557	только с	2	2
558	из него	3	2
559	именно к	1	2
560	или просто	2	2
561	в более	1	2
562	после этого	2	2
563	ни с	1	2
564	только по	1	2
565	это был	1	2
566	матерью а	1	2
567	не для	1	2
568	мире в	2	2
569	все это	4	2
570	узнаем что	1	2
571	со своим	1	2
572	таком случае	1	2
573	однако не	2	2
574	но с	1	2
575	это всегда	1	2
576	и более	3	2
577	или иначе	1	2
578	на нее	4	2
579	это еще	2	2
580	памяти при	1	2
581	указывает на	6	2
582	в ряде	1	2
583	как можно	1	2
584	к своему	3	2
585	но уже	1	2
586	говорит об	1	2
587	этих двух	2	2
588	он говорит	1	2
589	и долго	1	2
590	обстоит дело	1	2
591	когда он	2	2
592	а по	1	2
593	у героя	1	2
594	говоря о	1	2
595	на это	4	2
596	могло быть	3	2
597	отношение к	4	2
598	состоят в	2	2
599	не можем	2	2
600	ее из	1	2
601	никому не	2	2
602	это в	2	2
603	на своих	1	2
604	таким же	5	2
605	и наконец	1	2
606	иное как	6	2
607	к такого	1	1
608	во всем	3	1
609	тот ни	1	1
610	в подземелье	1	1
611	уже дает	1	1
612	сам герой	1	1
613	этого персонажа	2	1
614	с героем	1	1
615	к вечеру	1	1
616	принимает на	1	1
617	народов и	1	1
618	которые не	1	1
619	к этой	2	1
620	пределах этой	1	1
621	как вдруг	1	1
622	иного мира	1	1
623	случае мы	4	1
624	мне то	1	1
625	души человеческой	1	1
626	ситуации с	1	1
627	и откуда	1	1
628	из всех	1	1
629	эта новая	1	1
630	существование с	1	1
631	в разных	1	1
632	женщин и	2	1
633	связи в	3	1
634	этот момент	1	1
635	тем как	1	1
636	и наличие	2	1
637	это обычно	1	1
638	у его	2	1
639	в дом	13	1
640	привести к	1	1
641	не как	1	1
642	которые по	1	1
643	в извлечении	1	1
644	входит и	1	1
645	что человек	1	1
646	представлений о	1	1
647	его от	3	1
648	этого момента	1	1
649	с тайной	1	1
650	то не	2	1
651	ее то	1	1
652	для всех	1	1
653	его тело	2	1
654	связь с	12	1
655	этим объясняется	4	1
656	он имеет	1	1
657	на которых	2	1
658	с отцом	1	1
659	именно он	1	1
660	идти в	1	1
661	ни одна	1	1
662	и этот	2	1
663	все-таки что	1	1
664	лет в	4	1
665	небо и	1	1
666	волшебный помощник	2	1
667	но по	4	1
668	связана с	4	1
669	и полагает	1	1
670	или на	1	1
671	является тот	1	1
672	возвращение героя	1	1
673	лег в	2	1
674	представление о	3	1
675	см в	4	1
676	детей и	3	1
677	это невозможно	1	1
678	меня в	1	1
679	в корне	1	1
680	его на	6	1
681	мотивов в	1	1
682	смерть как	1	1
683	он стоит	2	1
684	так на	2	1
685	ну уж	1	1
686	два способа	1	1
687	сад и	1	1
688	приходит в	3	1
689	обоих случаях	1	1
690	на эту	1	1
691	например что	1	1
692	это отдельные	1	1
693	лица в	1	1
694	жили в	2	1
695	отличается от	1	1
696	веков и	1	1
697	из героев	1	1
698	группу персонажей	1	1
699	этой стороны	2	1
700	так например	3	1
701	с мужем	1	1
702	людей с	1	1
703	не имели	1	1
704	относиться к	1	1
705	не удается	1	1
706	на материале	1	1
707	впрочем для	1	1
708	поле в	1	1
709	с этим	13	1
710	если я	3	1
711	его мать	1	1
712	это от	1	1
713	действия и	1	1
714	здесь достаточно	1	1
715	отца в	1	1
716	во все	4	1
717	чуда или	1	1
718	однажды ночью	1	1
719	на этой	2	1
720	к одной	1	1
721	которые мы	1	1
722	не могли	1	1
723	что этот	4	1
724	следовало бы	1	1
725	вопрос о	4	1
726	герой сказки	1	1
727	нельзя было	2	1
728	чем за	1	1
729	он был	1	1
730	мы увидим	6	1
731	отсюда и	1	1
732	вполне уместно	1	1
733	но эти	1	1
734	этому миру	1	1
735	являются не	1	1
736	из земли	4	1
737	это очевидно	1	1
738	во многих	2	1
739	что вся	1	1
740	этой связи	2	1
741	а когда	2	1
742	или чаще	1	1
743	картину в	1	1
744	в различных	1	1
745	для данного	1	1
746	также на	1	1
747	и была	1	1
748	на ногах	1	1
749	есть некоторая	1	1
750	в сторону	3	1
751	и те	1	1
752	что еще	2	1
753	не что	6	1
754	что ее	3	1
755	здесь имеет	1	1
756	самого начала	1	1
757	в глаза	2	1
758	всего что	1	1
759	другом отношении	1	1
760	обращение с	1	1
761	целого но	1	1
762	по которой	2	1
763	ее как	1	1
764	а сам	2	1
765	не совсем	5	1
766	следующим образом	3	1
767	это так	1	1
768	как я	1	1
769	в одной	4	1
770	совершенно прав	1	1
771	из трех	3	1
772	головой и	1	1
773	вернуться к	1	1
774	именно с	1	1
775	на три	2	1
776	друг с	2	1
777	она уже	2	1
778	а мы	3	1
779	не будут	1	1
780	нет никаких	2	1
781	и старухой	1	1
782	покоя и	1	1
783	не самому	2	1
784	дома не	3	1
785	на свет	1	1
786	смысле как	1	1
787	не то	2	1
788	перед нею	1	1
789	лет то	1	1
790	героя не	2	1
791	есть выражение	1	1
792	и согласие	1	1
793	иного порядка	1	1
794	о наличии	1	1
795	она и	1	1
796	возвращение к	1	1
797	хотелось бы	2	1
798	сказать и	1	1
799	и всей	2	1
800	жить в	3	1
801	деревья и	1	1
802	указать на	4	1
803	стороны и	3	1
804	не принадлежит	1	1
805	собой в	1	1
806	такая же	1	1
807	в состоянии	2	1
808	мы знаем	11	1
809	помощник или	1	1
810	внимания то	1	1
811	если у	1	1
812	второй раз	2	1
813	откуда они	1	1
814	два явления	1	1
815	что при	3	1
816	заглянуть во	1	1
817	объединены в	2	1
818	состоящий в	1	1
819	и попадет	1	1
820	братьев и	1	1
821	xix века	1	1
822	с другими	1	1
823	не от	1	1
824	у мужа	1	1
825	последний случай	1	1
826	наше внимание	1	1
827	по содержанию	1	1
828	не годится	4	1
829	что между	1	1
830	в середине	1	1
831	а таким	1	1
832	его в	7	1
833	не была	1	1
834	говорит он	1	1
835	ни в	2	1
836	как же	1	1
837	своей службы	1	1
838	говорит в	1	1
839	исходит от	1	1
840	пока только	2	1
841	и говорит	10	1
842	что за	3	1
843	служба в	1	1
844	тех же	2	1
845	из братьев	4	1
846	собой и	1	1
847	который по	1	1
848	мы это	2	1
849	здесь же	1	1
850	если под	1	1
851	с одним	2	1
852	большею частью	1	1
853	дома в	8	1
854	встречается в	2	1
855	время как	2	1
856	и она	5	1
857	на земле	2	1
858	большинстве случаев	3	1
859	стола и	1	1
860	герой в	6	1
861	из четырех	1	1
862	уже давно	2	1
863	века в	1	1
864	воздействия на	1	1
865	смотри же	1	1
866	что только	1	1
867	был не	1	1
868	человеческое сознание	1	1
869	что происходит	1	1
870	определенной категории	1	1
871	по характеру	1	1
872	я все	1	1
873	полагает что	1	1
874	а герой	2	1
875	они становятся	1	1
876	с радостью	1	1
877	объяснения в	1	1
878	он обладает	1	1
879	она или	2	1
880	встреча с	1	1
881	это вполне	1	1
882	него а	2	1
883	для его	1	1
884	и быть	1	1
885	и цель	1	1
886	как следует	2	1
887	не означает	1	1
888	на этом	5	1
889	становится и	1	1
890	в исторической	3	1
891	говорилось о	1	1
892	ли это	2	1
893	две стороны	1	1
894	мы уже	9	1
895	которой и	1	1
896	он ничего	2	1
897	сына в	4	1
898	случаев в	2	1
899	сразу а	1	1
900	называет его	1	1
901	там он	1	1
902	и животным	2	1
903	на котором	2	1
904	матери героя	1	1
905	связь и	2	1
906	может соответствовать	1	1
907	с какой	1	1
908	эти слова	1	1
909	не один	2	1
910	возводится к	1	1
911	или же	2	1
912	на самый	1	1
913	три группы	1	1
914	через смерть	1	1
915	это по	1	1
916	никого не	3	1
917	что соответствует	1	1
918	что эта	2	1
919	здесь однако	1	1
920	и та	1	1
921	в тех	3	1
922	начинается с	3	1
923	и тот	3	1
924	тем и	1	1
925	и знает	1	1
926	выражается в	2	1
927	несколько иначе	1	1
928	этот вопрос	3	1
929	над ним	1	1
930	как один	1	1
931	но тут	1	1
932	должны были	4	1
933	нас теперь	1	1
934	или иное	1	1
935	в которое	1	1
936	не слышим	1	1
937	себя за	1	1
938	из нее	1	1
939	другое противоположное	1	1
940	целом и	1	1
941	в этнографии	1	1
942	это вовсе	1	1
943	на который	1	1
944	всегда имеет	1	1
945	слово со	1	1
946	или о	1	1
947	бы его	1	1
948	данное положение	1	1
949	и каждый	1	1
950	рассматривается как	1	1
951	печке и	1	1
952	это делает	2	1
953	приводят к	2	1
954	после третьего	1	1
955	он даже	1	1
956	каждый год	1	1
957	здесь также	1	1
958	быть рассмотрена	1	1
959	всю жизнь	2	1
960	не сразу	2	1
961	легко возразить	1	1
962	время пребывания	1	1
963	из этого	1	1
964	речи и	1	1
965	его к	5	1
966	там где	8	1
967	вот он	1	1
968	обычно бывает	1	1
969	случае это	1	1
970	ни другой	1	1
971	так или	1	1
972	он его	1	1
973	означает что	1	1
974	в один	1	1
975	возвращения героя	2	1
976	в одну	3	1
977	не приводя	1	1
978	если это	4	1
979	мы видели	18	1
980	а более	1	1
981	видим и	1	1
982	нечто иное	1	1
983	как отец	1	1
984	при жизни	1	1
985	теперь я	1	1
986	за ее	1	1
987	бывает и	1	1
988	то время	2	1
989	образом и	2	1
990	этому времени	1	1
991	явно не	1	1
992	за ним	4	1
993	всегда имеется	1	1
994	ходит по	1	1
995	голову от	1	1
996	следует ли	1	1
997	бы составить	2	1
998	которых мы	1	1
999	был бы	1	1
1000	с такой	1	1
1001	и должно	1	1
1002	но такая	1	1
1003	была бы	1	1
1004	говорит и	2	1
1005	уже знаем	3	1
1006	человек с	1	1
1007	содержит в	2	1
1008	с тем	3	1
1009	от социального	1	1
1010	он на	2	1
1011	в другой	6	1
1012	ее героем	1	1
1013	не исчерпывается	1	1
1014	из того	2	1
1015	ни тот	1	1
1016	когда его	2	1
1017	мы пока	2	1
1018	нет никакого	1	1
1019	за это	2	1
1020	его предложение	1	1
1021	однако подобные	1	1
1022	в приведенном	1	1
1023	этой точки	1	1
1024	с этого	1	1
1025	однако что	4	1
1026	в большинстве	2	1
1027	в саду	2	1
1028	но никогда	1	1
1029	к которым	3	1
1030	это сообщение	1	1
1031	и они	4	1
1032	как не	2	1
1033	и так	3	1
1034	по разным	1	1
1035	себя и	1	1
1036	он ее	1	1
1037	смерть в	1	1
1038	связаны между	1	1
1039	частности из	1	1
1040	сравнению с	2	1
1041	друг от	1	1
1042	что вообще	1	1
1043	жизни является	1	1
1044	все они	1	1
1045	только одно	1	1
1046	бросается в	1	1
1047	им из	1	1
1048	совершенно не	2	1
1049	чем же	1	1
1050	здесь может	2	1
1051	в главе	2	1
1052	в греческой	1	1
1053	их друг	1	1
1054	после возвращения	2	1
1055	важный для	1	1
1056	и видит	1	1
1057	если он	2	1
1058	совпадает с	1	1
1059	задний план	1	1
1060	относится к	3	1
1061	в умении	1	1
1062	не раз	2	1
1063	не должно	1	1
1064	на основе	1	1
1065	по сравнению	2	1
1066	это только	2	1
1067	в отдельности	3	1
1068	каждый в	1	1
1069	из его	2	1
1070	он относится	1	1
1071	с которой	1	1
1072	именно на	2	1
1073	его нельзя	1	1
1074	с родителями	1	1
1075	своей работе	1	1
1076	он как	1	1
1077	от других	1	1
1078	для такой	1	1
1079	прийти в	1	1
1080	возвращается домой	3	1
1081	и до	1	1
1082	и целый	1	1
1083	птиц в	1	1
1084	сообщает на	1	1
1085	их между	1	1
1086	еще один	1	1
1087	и наоборот	2	1
1088	служит не	1	1
1089	на более	1	1
1090	может послужить	1	1
1091	но мы	1	1
1092	что здесь	8	1
1093	заметить что	2	1
1094	нет и	1	1
1095	обязанностей в	1	1
1096	событий в	1	1
1097	называет себя	1	1
1098	не случаен	1	1
1099	представлениями о	1	1
1100	в состояние	1	1
1101	при котором	2	1
1102	не за	1	1
1103	игра в	1	1
1104	и бессмысленное	1	1
1105	в образе	2	1
1106	нам и	1	1
1107	то она	2	1
1108	и воскресение	1	1
1109	этого слова	3	1
1110	они еще	1	1
1111	говоря не	1	1
1112	здесь и	2	1
1113	т д	30	1
1114	не видит	2	1
1115	главным образом	3	1
1116	у них	1	1
1117	брата в	1	1
1118	и знаков	1	1
1119	посредника между	1	1
1120	каждый вечер	1	1
1121	не из	1	1
1122	в особом	3	1
1123	мы еще	3	1
1124	домой после	1	1
1125	два а	1	1
1126	тот же	2	1
1127	другого и	1	1
1128	толстой в	1	1
1129	с того	5	1
1130	в другое	1	1
1131	деревни а	1	1
1132	смерти как	1	1
1133	что есть	1	1
1134	к началу	1	1
1135	что автор	1	1
1136	ночью и	1	1
1137	вместе со	1	1
1138	тогда в	1	1
1139	смерть и	2	1
1140	находятся в	1	1
1141	но на	1	1
1142	только одного	1	1
1143	на языке	1	1
1144	с пребыванием	2	1
1145	живущих в	2	1
1146	со мной	1	1
1147	новые формы	1	1
1148	из дома	3	1
1149	ничем не	2	1
1150	так как	13	1
1151	мог быть	1	1
1152	многих других	2	1
1153	все так	1	1
1154	и было	2	1
1155	этот процесс	1	1
1156	жениха и	1	1
1157	того как	3	1
1158	перестает быть	1	1
1159	том числе	1	1
1160	уже в	1	1
1161	ни единой	1	1
1162	ли ты	1	1
1163	предположение что	3	1
1164	иных форм	2	1
1165	должно происходить	1	1
1166	для всего	1	1
1167	на кладбище	2	1
1168	из особенностей	1	1
1169	я теперь	2	1
1170	в жизнь	1	1
1171	от времени	1	1
1172	ее в	3	1
1173	где он	2	1
1174	видеть в	3	1
1175	выше не	1	1
1176	возможность такого	1	1
1177	что каждый	1	1
1178	с социальным	1	1
1179	в использовании	1	1
1180	им нельзя	1	1
1181	видим не	1	1
1182	в церковь	1	1
1183	сказать не	1	1
1184	под дождем	1	1
1185	на небо	6	1
1186	что ни	3	1
1187	от друга	1	1
1188	в стране	2	1
1189	указывает и	1	1
1190	и где	1	1
1191	здесь все	2	1
1192	он видел	1	1
1193	как нечто	3	1
1194	голову в	1	1
1195	не объяснено	1	1
1196	очень много	3	1
1197	более что	1	1
1198	случае не	1	1
1199	сложные и	1	1
1200	себя от	1	1
1201	случаях когда	2	1
1202	по смыслу	1	1
1203	говорят о	2	1
1204	богу не	1	1
1205	является не	1	1
1206	при таком	1	1
1207	любопытно что	1	1
1208	есть только	4	1
1209	однако это	4	1
1210	это происходит	2	1
1211	совершенно новых	1	1
1212	и я	1	1
1213	в такой	1	1
1214	из дому	4	1
1215	не создает	1	1
1216	в новом	1	1
1217	чаще в	1	1
1218	нисколько не	1	1
1219	на его	5	1
1220	для героя	1	1
1221	с другом	2	1
1222	вследствие чего	2	1
1223	то можно	1	1
1224	то хотя	1	1
1225	а он	6	1
1226	ему как	3	1
1227	ничего нельзя	1	1
1228	а так	1	1
1229	действующие лица	2	1
1230	разнообразных формах	1	1
1231	бы это	1	1
1232	связаны с	1	1
1233	ему не	1	1
1234	следующей главе	1	1
1235	жизнь и	1	1
1236	вопрос не	2	1
1237	а те	1	1
1238	и тех	1	1
1239	предположить что	11	1
1240	обычно в	1	1
1241	тут и	1	1
1242	с самого	1	1
1243	его иногда	1	1
1244	и героев	1	1
1245	старуха мать	1	1
1246	в самых	3	1
1247	другими словами	2	1
1248	ни один	2	1
1249	материал для	1	1
1250	а из	1	1
1251	здесь можно	10	1
1252	уже только	2	1
1253	все тех	1	1
1254	которого создается	1	1
1255	дочь и	1	1
1256	вопрос как	1	1
1257	в лесу	39	1
1258	мы должны	9	1
1259	на другое	1	1
1260	в мертвых	1	1
1261	исследования в	1	1
1262	характерно для	2	1
1263	эта сторона	2	1
1264	но она	2	1
1265	и их	4	1
1266	и засыпает	1	1
1267	даже из	1	1
1268	не стоял	1	1
1269	что данный	1	1
1270	оказывается что	2	1
1271	кто не	1	1
1272	только у	1	1
1273	у кого	1	1
1274	в нашей	1	1
1275	уже видели	4	1
1276	только то	1	1
1277	время они	2	1
1278	этих случаях	14	1
1279	которые оказываются	1	1
1280	на двенадцати	1	1
1281	дело обстоит	1	1
1282	еще на	2	1
1283	и деревья	1	1
1284	в книге	1	1
1285	него и	2	1
1286	возвращения в	1	1
1287	облекается в	1	1
1288	в плане	1	1
1289	не верит	1	1
1290	в могилу	4	1
1291	жены и	1	1
1292	же можно	2	1
1293	в голову	1	1
1294	он приносит	1	1
1295	героя она	1	1
1296	происходит в	4	1
1297	все еще	7	1
1298	чтобы встать	1	1
1299	из другой	1	1
1300	этой ситуации	1	1
1301	вот этот	1	1
1302	человек не	1	1
1303	здесь круг	1	1
1304	по комнатам	2	1
1305	к обряду	2	1
1306	для этого	1	1
1307	а я	3	1
1308	и совершенно	1	1
1309	в лице	2	1
1310	передачи но	1	1
1311	по саду	1	1
1312	есть не	2	1
1313	говорит не	2	1
