N	3gram	Vygotskiy_	Problema
293	нас не существует	1	2
294	то же что	2	2
295	что все эти	1	2
296	сказать что если	1	2
297	в нем не	1	2
298	принять во внимание	2	2
299	которая может быть	1	2
300	не может не	1	2
301	казалось бы что	1	2
302	так как он	1	2
303	в свою очередь	3	2
304	и для всех	1	2
305	и в том	2	2
306	и не может	2	2
307	тому или иному	1	2
308	никогда не может	3	2
309	в том и	4	2
310	но только с	1	2
311	широком смысле слова	1	2
312	в эстетике и	2	2
313	а вместе с	1	2
314	к другому и	1	2
315	как только мы	2	2
316	в том случае	3	2
317	это можно было	1	2
318	а следовательно и	1	2
319	и той же	5	2
320	если мы хотим	1	2
321	мы встречаемся с	1	2
322	то есть от	1	2
323	если принять во	1	2
324	он может быть	1	2
325	мы убеждаемся в	1	2
326	узком смысле слова	1	2
327	не есть обязательно	1	2
328	одной и той	5	2
329	тот и другой	2	2
330	по себе как	1	2
331	и вообще не	1	2
332	самой по себе	1	2
333	нечто гораздо более	1	2
334	и в самом	3	2
335	и что он	1	2
336	и там и	1	2
337	в основе своей	2	2
338	нечего и говорить	1	2
339	самих по себе	1	1
340	в искусстве является	1	1
341	имеет в виду	3	1
342	к этому что	1	1
343	или совсем не	1	1
344	в основе всяких	1	1
345	что в настоящее	1	1
346	произведения должна быть	1	1
347	нем не дана	1	1
348	которые никак не	1	1
349	и в этих	2	1
350	в том как	1	1
351	произведения искусства но	1	1
352	что при такой	1	1
353	нет ничего кроме	1	1
354	при помощи теории	1	1
355	и значение в	1	1
356	к числу таких	1	1
357	что имел в	1	1
358	даже тогда когда	1	1
359	они все же	1	1
360	и у меня	1	1
361	при этом что	1	1
362	мере в какой	1	1
363	в прямом смысле	1	1
364	так что без	1	1
365	как и другие	1	1
366	в своей основе	1	1
367	т д мы	1	1
368	идет только о	1	1
369	в какой степени	1	1
370	и учение о	1	1
371	и не будет	2	1
372	художественного произведения должна	1	1
373	себе никак не	1	1
374	что в них	1	1
375	не только все	1	1
376	тем что его	2	1
377	до конца и	1	1
378	что речь идет	2	1
379	так как она	2	1
380	при помощи которого	2	1
381	к другу и	1	1
382	сознания то есть	1	1
383	в том насколько	1	1
384	вновь и вновь	1	1
385	не только на	1	1
386	таких словах как	1	1
387	а между тем	1	1
388	том и заключается	2	1
389	смысле этого слова	2	1
390	речь идет о	1	1
391	приводит нас к	1	1
392	так что всякое	1	1
393	с тем и	1	1
394	а как раз	1	1
395	по аналогии с	1	1
396	исходя из этого	1	1
397	и земли и	1	1
398	и таким образом	4	1
399	что в этой	2	1
400	какой степени не	1	1
401	художественное произведение как	2	1
402	тот же вопрос	1	1
403	на этот вопрос	1	1
404	в ней не	1	1
405	из предыдущего мы	1	1
406	так как это	1	1
407	но вместе с	1	1
408	искусства не только	1	1
409	в первой главе	1	1
410	чего мы не	1	1
411	хотя бы только	1	1
412	и вот эта	1	1
413	и при помощи	2	1
414	когда он с	1	1
415	что даже в	1	1
416	что то же	1	1
417	таким образом и	3	1
418	едва ли может	1	1
419	по самой своей	1	1
420	но так как	2	1
421	науки и техники	1	1
422	такой же мере	1	1
423	коем случае не	1	1
424	которые относятся к	1	1
425	того что он	1	1
426	не нарушают их	1	1
427	и не быть	1	1
428	это совершенно очевидно	1	1
429	в евгении онегине	2	1
430	не обязателен для	1	1
431	с тем же	1	1
432	представление о предмете	1	1
433	вслед за ним	1	1
434	на задний план	1	1
435	и могут быть	1	1
436	ясно что при	2	1
437	и том же	1	1
438	никакой разницы между	1	1
439	себе а в	1	1
440	ни на какую	1	1
441	в силу того	3	1
442	то что по	1	1
443	каждого из нас	1	1
444	приходит к выводу	2	1
445	смысле слова она	1	1
446	собой разумеется что	1	1
447	и в особенности	1	1
448	к совершенству в	1	1
449	к указанию на	1	1
450	если художественное произведение	1	1
451	речи или при	1	1
452	было бы сказать	1	1
453	может быть в	1	1
454	к тому чтобы	3	1
455	точки зрения их	1	1
456	может найти в	1	1
457	и для искусства	1	1
458	мы начинаем понимать	1	1
459	отношение и к	1	1
460	и для того	1	1
461	другу и следовательно	1	1
462	таком случае в	1	1
463	со всеми другими	1	1
464	состоит в том	3	1
465	или что то	1	1
466	в узком смысле	1	1
467	поэтому нет никакой	1	1
468	мере не является	1	1
469	ли это что	1	1
470	ничего подобного нет	1	1
471	что на самом	1	1
472	если мы не	2	1
473	художественного произведения и	2	1
474	одном и том	1	1
475	тот же звук	1	1
476	таком понимании является	1	1
477	но еще не	1	1
478	в основе всякого	1	1
479	по себе либо	1	1
480	мы должны понимать	1	1
481	и все его	1	1
482	здесь нет и	1	1
483	тем же самым	1	1
484	искусства но даже	1	1
485	что человек есть	1	1
486	которые могут быть	1	1
487	к искусству и	1	1
488	всему человечеству с	1	1
489	и заключается что	1	1
490	же указывает на	1	1
491	мы при помощи	1	1
492	теми же самыми	2	1
493	с тем чтобы	2	1
494	и в той	1	1
495	самом деле что	1	1
496	не в самом	1	1
497	тем или иным	2	1
498	оказывается вовсе не	1	1
499	помощи которого оно	1	1
500	в басне и	1	1
501	жизни вплоть до	1	1
502	ту или другую	1	1
503	том случае если	2	1
504	есть по преимуществу	1	1
505	до наших дней	1	1
506	в искусстве не	1	1
507	разобраться в том	1	1
508	и эстетики и	1	1
509	формы и содержания	2	1
510	отношений и была	1	1
511	при помощи этой	1	1
512	мы смотрим на	1	1
513	же самое и	2	1
514	мы на самом	1	1
515	слова что же	1	1
516	благодаря тому что	2	1
517	в вопросе о	1	1
518	у него есть	1	1
519	в таких словах	1	1
520	он как и	1	1
521	не есть все	1	1
522	и над ними	1	1
523	то что всякая	1	1
524	в этих двух	1	1
525	том что все	1	1
526	этот закон и	1	1
527	есть нечто гораздо	1	1
528	тому как мы	1	1
529	а не к	1	1
530	прямо сказать что	1	1
531	могут и не	1	1
532	в одном из	2	1
533	чтобы понять что	1	1
534	же и в	1	1
535	точки зрения композиции	1	1
536	то что это	1	1
537	ясно что с	1	1
538	ту же самую	2	1
539	и в таком	1	1
540	и в результате	1	1
541	о ней не	1	1
542	самое и в	1	1
543	по себе никак	1	1
544	и в сознании	1	1
545	если мы припомним	2	1
546	той же формы	1	1
547	сама с собой	1	1
548	в сборнике басен	1	1
549	только сказать что	1	1
550	в жизни и	1	1
551	он не может	3	1
552	если мы станем	2	1
553	годов прошлого века	1	1
554	в себе нечто	1	1
555	мыслей и чувств	1	1
556	и во всех	2	1
557	что все это	2	1
558	и только на	1	1
559	не только ничего	1	1
560	я не знаю	1	1
561	эту точку зрения	1	1
562	теоретической мысли и	1	1
563	значит ли это	1	1
564	не так как	1	1
565	не в том	7	1
566	но и тут	1	1
567	так что исследователь	1	1
568	имеет никакого значения	1	1
569	опыт показывает что	1	1
570	утверждать что в	1	1
571	который может быть	1	1
572	оно почти всегда	1	1
573	кто не понимает	1	1
574	по тому что	1	1
575	будет рассматриваться как	1	1
576	никакой роли и	1	1
577	силу того что	3	1
578	но к ним	1	1
579	но для того	1	1
580	что только в	1	1
581	и не всегда	1	1
582	который заключается в	1	1
583	и может стать	1	1
584	может быть не	1	1
585	области человеческой жизни	1	1
586	в первом случае	1	1
587	в такой же	1	1
588	самой своей природе	1	1
589	стоит именно на	1	1
590	том что мы	2	1
591	той и другой	1	1
592	как и всякий	1	1
593	если бы в	2	1
594	другой стороны и	2	1
595	она является в	1	1
596	в нем так	1	1
597	том что поэт	1	1
598	из чего состоит	1	1
599	не может прийти	1	1
600	которые не только	1	1
601	отношение к искусству	1	1
602	не только о	1	1
603	определенным образом и	1	1
604	не могут быть	2	1
605	только благодаря тому	1	1
606	мы видим и	1	1
607	по себе не	3	1
608	на то чтобы	3	1
609	даже не в	1	1
610	то что при	2	1
611	что это происходит	1	1
612	моря и земли	1	1
613	несмотря на все	4	1
614	тот же предмет	1	1
615	и об этом	1	1
616	точки зрения на	1	1
617	что мы хотели	1	1
618	вопросы было бы	1	1
619	то же время	2	1
620	что у него	3	1
621	он все же	1	1
622	в частности о	1	1
623	тот самый который	1	1
624	всяком случае так	1	1
625	образом разница между	1	1
626	теми или иными	1	1
627	том случае когда	1	1
628	имеет и свою	1	1
629	и что именно	1	1
630	в художественном произведении	8	1
631	то что было	1	1
632	не могу не	1	1
633	существует то что	1	1
634	может показаться что	1	1
635	к нему и	1	1
636	художественными образами и	1	1
637	таким образом мы	1	1
638	она не будет	1	1
639	но он не	1	1
640	бы мы захотели	1	1
641	а не ее	1	1
642	не удивительно что	1	1
643	отличают его от	1	1
644	отнюдь не означает	2	1
645	что от него	1	1
646	в противоречие с	3	1
647	он не только	3	1
648	то он уже	1	1
649	так было бы	1	1
650	же перестанет быть	1	1
651	бросаются в глаза	1	1
652	и в конце	1	1
653	в данный момент	1	1
654	для нас такое	1	1
655	однако если мы	1	1
656	по поводу художественного	1	1
657	по тому как	1	1
658	который как бы	1	1
659	поскольку речь идет	1	1
660	прибавим к этому	1	1
661	в литературном произведении	1	1
662	художественного творчества или	1	1
663	жизнь и ее	1	1
664	самом деле для	1	1
665	ни на что	1	1
666	и только после	1	1
667	переходе от одного	1	1
668	это все равно	1	1
669	мы приходим к	1	1
670	чистом виде не	1	1
671	но даже в	1	1
672	не так легко	1	1
673	и даже у	1	1
674	во всем этом	1	1
675	внутреннюю форму и	1	1
676	революции а не	1	1
677	которых мы не	1	1
678	как в новой	1	1
679	отделяя его от	1	1
680	образы и не	1	1
681	остается одной и	1	1
682	искусства хотя бы	1	1
683	художественного произведения но	1	1
684	писателя и читателя	1	1
685	и точности и	1	1
686	таким образом как	1	1
687	потому что если	1	1
688	явлений и фактов	1	1
689	и предполагает его	1	1
690	сами того не	1	1
691	случае когда мы	1	1
692	х годов прошлого	1	1
693	в результате его	2	1
694	еще далеко не	1	1
695	понимать только как	1	1
696	к той же	1	1
697	мы получаем от	2	1
698	не вещи не	1	1
699	не содержится в	1	1
700	но мы можем	1	1
701	в нашей повседневной	1	1
702	представление о том	2	1
703	не имеющих никакой	1	1
704	и есть художественная	1	1
705	только ничего не	1	1
706	в свое время	1	1
707	в чем именно	1	1
708	и воды и	1	1
709	едва ли не	2	1
710	то что я	2	1
711	указанием на то	1	1
712	из которых каждая	2	1
713	с тем является	1	1
714	и вслед за	1	1
715	то что все	1	1
716	в совершенно разных	1	1
717	отказаться от того	1	1
718	в своих теоретических	1	1
719	того что на	1	1
720	имеем дело с	1	1
721	и так как	4	1
722	при таком понимании	3	1
