N	3gram	Losev_Prob	Komedia
148	себе отчет в	1	1
149	самого начала не	1	1
150	несмотря на то	1	1
151	имеется в виду	1	1
152	можно сказать что	4	1
153	в борьбе с	1	1
154	тем же названием	1	1
155	имеем дело с	1	1
156	чтобы в этой	1	1
157	должно было бы	1	1
158	а то что	1	1
159	от этого брака	1	1
160	в коем случае	3	1
161	далеко не всегда	3	1
162	потому что она	1	1
163	что никогда не	1	1
164	принимает участие в	1	1
165	того или иного	2	1
166	в отместку за	1	1
167	как мы уже	1	1
168	только тем что	1	1
169	но и он	1	1
170	друг на друга	1	1
171	может быть только	6	1
172	по своему содержанию	1	1
173	сам по себе	3	1
174	сын от этого	1	1
175	на всю ее	1	1
176	и в конце	1	1
177	в себе самом	1	1
178	ничего общего с	2	1
179	он нисколько не	1	1
180	таким образом если	1	1
181	ни в коем	3	1
182	бросается в глаза	2	1
183	по аналогии с	1	1
184	все что угодно	1	1
185	себя самого во	1	1
186	в ее спальне	1	1
187	и прежде всего	2	1
188	в данном случае	5	1
189	и никогда не	2	1
190	приходит в голову	1	1
191	в этих условиях	1	1
192	не приходит в	1	1
193	отсюда видно что	1	1
194	и нуждается в	1	1
195	не имеет ничего	2	1
196	только в виде	2	1
197	все еще остается	1	1
198	что это не	1	1
199	об этом свидетельствует	1	1
200	в греции как	1	1
201	в наше время	1	1
202	по этому поводу	4	1
203	это вовсе не	1	1
204	в г а	1	1
205	же образом как	1	1
206	и в его	1	1
207	в союзе с	1	1
208	отдельных писателей и	1	1
209	только в связи	1	1
210	не о чем	1	1
211	к ней и	1	1
212	имея в виду	1	1
213	в начале нашего	1	1
214	и в этом	1	1
215	мы имеем дело	1	1
216	который в своем	3	1
217	он вместе с	1	1
218	тому что в	1	1
219	стороны он изображен	1	1
220	о котором он	1	1
221	в которой все	1	1
222	вслед за ним	1	1
223	все же в	1	1
224	на задний план	1	1
225	той или иной	4	1
226	не в его	1	1
227	насколько можно судить	1	1
228	быть даже и	1	1
229	мы находим в	3	1
230	и во всяком	1	1
231	то что и	2	1
232	должен был бы	1	1
233	он должен быть	1	1
234	а вместе с	1	1
235	что хотел сказать	1	1
236	чем свет стоит	1	1
237	отношению к людям	1	1
238	и платон в	2	1
239	начале нашего века	1	1
240	в том чтобы	2	1
241	iv вв до	1	1
242	нового времени мы	1	1
243	по крайней мере	8	1
244	время как в	1	1
245	положительное отношение к	1	1
246	при его жизни	1	1
247	однако едва ли	1	1
248	дошедшего до нас	1	1
249	вместе со своим	1	1
250	при виде того	1	1
251	потому что он	2	1
252	это ясно из	1	1
253	такого же рода	2	1
254	а заодно и	1	1
255	это не так	1	1
256	другой стороны он	1	1
257	ясно что это	1	1
258	то что в	2	1
259	cgf i р	1	1
260	к этому что	1	1
261	по заслугам на	1	1
262	наконец едва ли	1	1
263	к выводу что	1	1
264	можно только удивляться	1	1
265	греческой и римской	1	1
266	но никак не	1	1
267	он говорит о	1	1
268	связи с этим	1	1
269	дело доходит до	1	1
270	в настоящее время	7	1
271	едва ли кто-нибудь	2	1
272	которая была названа	1	1
273	во времени и	1	1
274	и для нас	1	1
275	в поздней античности	1	1
276	ii в н	2	1
277	говорит о своей	1	1
278	на чем свет	1	1
279	и до сих	1	1
280	не говорил о	1	1
281	почти во всех	1	1
282	не что иное	3	1
283	и в частности	4	1
284	даже если она	1	1
285	об этом можно	1	1
286	же мере в	1	1
287	одной стороны он	1	1
288	мы находим у	1	1
289	нового времени в	1	1
290	иначе не только	1	1
291	и ничего не	1	1
292	том в чем	1	1
293	по содержанию и	1	1
294	и в своей	1	1
295	и о том	2	1
296	у кого не	1	1
297	что и здесь	1	1
298	мы можем найти	1	1
299	к себе на	1	1
300	еще в одном	1	1
301	не менее в	2	1
302	в отношении других	1	1
303	как раз в	1	1
304	он не мог	1	1
305	хотя бы в	1	1
306	до нас не	1	1
307	на следующий год	1	1
308	к ним как	1	1
309	искал утешения в	2	1
310	что иное как	3	1
311	не обходится без	1	1
312	и вслед за	1	1
313	в нем и	2	1
314	в предисловии к	2	1
315	нет ни одного	1	1
316	вопрос о том	1	1
317	вслед за ними	1	1
318	в следующем виде	1	1
319	сама по себе	2	1
320	потому что они	2	1
