N	3gram	Tiupa_Anal	Psycholo
320	в другом я	1	1
321	как мы постараемся	1	1
322	по своей сущности	1	1
323	в виду не	1	1
324	ни в коем	2	1
325	но и не	5	1
326	точки зрения которая	1	1
327	это всегда только	1	1
328	читатель тому или	1	1
329	и к тому	2	1
330	приводит нас к	1	1
331	во всех своих	1	1
332	быть понято как	1	1
333	таком случае в	1	1
334	со всех сторон	1	1
335	в которую я	1	1
336	или иначе говоря	1	1
337	в какой это	1	1
338	если исходить из	1	1
339	включает в себя	1	1
340	что касается искусства	1	1
341	которые могут быть	1	1
342	вне всякого сомнения	1	1
343	в этом месте	1	1
344	в первую очередь	1	1
345	которая в противоположность	1	1
346	выше следует что	1	1
347	в широком смысле	2	1
348	самом деле как	1	1
349	она может быть	1	1
350	далеко за пределы	1	1
351	при этом сами	1	1
352	в этом все	1	1
353	от себя и	2	1
354	и все их	1	1
355	коем случае не	2	1
356	также и в	1	1
357	из виду что	1	1
358	ответ на вопрос	1	1
359	в самом начале	3	1
360	на этом фоне	1	1
361	произведение искусства представляет	1	1
362	как позднейшую рационализацию	1	1
363	и даже не	1	1
364	или читатель тому	1	1
365	и на все	1	1
366	отнюдь не является	1	1
367	ни с какой	1	1
368	и он же	1	1
369	в драме но	1	1
370	по этой причине	2	1
371	этом как позднейшую	1	1
372	ли он в	1	1
373	литературного произведения как	5	1
374	с равным правом	1	1
375	в том же	1	1
376	в том числе	3	1
377	которое дает художник	1	1
378	сказать и о	1	1
379	от начала к	1	1
380	и вследствие этого	1	1
381	на вопрос о	1	1
382	и наоборот в	1	1
383	о мире и	1	1
384	до некоторой степени	1	1
385	точки зрения может	1	1
386	что один из	1	1
387	автора и не	1	1
388	а не все	1	1
389	в глубине души	1	1
390	на точку зрения	1	1
391	поэтического творчества и	1	1
392	как он полагает	1	1
393	или иному произведению	1	1
394	том что именно	1	1
395	ее никто не	1	1
396	ни о чем	1	1
397	я от него	1	1
398	и действия все	1	1
399	там и здесь	1	1
400	скрытыми от сознания	1	1
401	дело только с	1	1
402	состоит именно в	1	1
403	по природе своей	3	1
404	рассматривать при этом	1	1
405	с ним и	1	1
406	самая существенная сторона	1	1
407	это означает что	2	1
408	в воображении читателя	1	1
409	или иных элементов	1	1
410	а не в	3	1
411	мы видим как	1	1
412	без другого не	1	1
413	в качестве специфического	1	1
414	такой же точно	1	1
415	в третий раз	1	1
416	не более чем	4	1
417	и состоит что	1	1
418	касается искусства то	1	1
419	или хотя бы	1	1
420	быть не может	3	1
421	есть особый способ	1	1
422	и эти два	1	1
423	по своему содержанию	1	1
424	должна была бы	1	1
425	будто бы не	1	1
426	до известной степени	1	1
427	искусство в том	1	1
428	существенная сторона искусства	1	1
429	из того же	1	1
430	но прежде всего	1	1
431	всю полноту его	1	1
432	к тому или	1	1
433	не удивительно что	2	1
434	ведет к тому	1	1
435	в предыдущих главах	1	1
436	а вместе с	1	1
437	его создания и	2	1
438	обратим внимание на	1	1
439	речь идет об	1	1
440	в сущности это	1	1
441	языка то есть	1	1
442	сознательно или бессознательно	1	1
443	в сущности сводится	1	1
444	в свое время	3	1
445	что же касается	1	1
446	лишь материал для	1	1
447	самом деле не	1	1
448	какой бы то	2	1
449	и не в	4	1
450	таком случае это	1	1
451	того что мы	1	1
452	то есть вне	1	1
453	процессы пользования им	1	1
454	той же мере	1	1
455	ни на что	1	1
456	сторона искусства в	1	1
457	о самом убийстве	1	1
458	в этом понимании	1	1
459	и как будто	1	1
460	может быть сведено	3	1
461	что в произведении	1	1
462	следует рассматривать при	1	1
463	в противном случае	1	1
464	и разумное толкование	1	1
465	смысла и в	1	1
466	в известном смысле	2	1
467	далеко не все	1	1
468	в этой жизни	1	1
469	при этом мы	1	1
470	на что не	1	1
471	в душевной жизни	1	1
472	во внешнем мире	2	1
473	тогда когда оно	1	1
474	не сводится к	2	1
475	что и процессы	1	1
476	хотел сказать своим	1	1
477	толкование которое дает	1	1
478	эстетический объект не	1	1
479	дает художник или	1	1
480	на первый взгляд	1	1
481	всякое понимание есть	1	1
482	иначе говоря не	1	1
483	это отнюдь не	1	1
484	над ним и	1	1
485	во второй раз	1	1
486	тому как мы	1	1
487	начала к концу	1	1
488	разумное толкование которое	1	1
489	и там и	1	1
490	читателя в этом	1	1
491	сказать своим произведением	1	1
