N	2gram	Vygotskiy_	EvropaiC
257	если же	3	3
258	с этой	5	3
259	может служить	8	3
260	лучше и	1	3
261	это не	7	3
262	в тех	5	3
263	тем самым	4	3
264	и до	4	3
265	с в	1	3
266	конечно не	6	3
267	уже и	1	3
268	не вполне	1	3
269	в совершенно	3	3
270	от того	1	3
271	при помощи	7	3
272	к которой	1	3
273	каждый из	3	3
274	а в	9	3
275	как известно	2	3
276	было бы	22	3
277	как мы	12	3
278	указывают на	2	3
279	сейчас же	9	3
280	самой сущности	1	3
281	что только	3	3
282	этой истории	2	3
283	мы будем	4	3
284	своему развитию	1	3
285	нечего и	1	3
286	но не	3	3
287	таким же	1	3
288	бы в	3	3
289	не надо	2	3
290	одного и	2	3
291	тот же	5	3
292	и наконец	2	3
293	не то	7	3
294	одной и	4	2
295	все в	1	2
296	с которыми	2	2
297	представить себе	2	2
298	что за	4	2
299	надо понимать	1	2
300	что они	9	2
301	только не	3	2
302	заметим что	1	2
303	образом и	3	2
304	тем меньше	1	2
305	в гораздо	1	2
306	что у	7	2
307	что эти	5	2
308	смотреть на	1	2
309	то есть	30	2
310	то в	1	2
311	мы все	6	2
312	он считает	2	2
313	для него	4	2
314	следует что	2	2
315	и общей	1	2
316	тем как	1	2
317	те же	2	2
318	которые по	1	2
319	а затем	1	2
320	то и	3	2
321	к таким	1	2
322	но как	3	2
323	и из	1	2
324	случай с	1	2
325	своих собственных	1	2
326	элементы из	1	2
327	сообразно с	1	2
328	не от	2	2
329	в виду	6	2
330	сводится к	1	2
331	этими двумя	2	2
332	тем чтобы	1	2
333	том и	3	2
334	страсть к	3	2
335	которые будут	1	2
336	совершенно ясно	19	2
337	всех прочих	2	2
338	но с	2	2
339	в своих	6	2
340	не было	4	2
341	не потому	1	2
342	всякое новое	1	2
343	все то	15	2
344	и некоторые	1	2
345	и сам	1	2
346	из нее	3	2
347	все дело	2	2
348	и где	2	2
349	на нее	1	2
350	и там	2	2
351	то с	1	2
352	том виде	2	2
353	вовсе не	11	2
354	что такой	2	2
355	такой же	2	2
356	но для	1	2
357	в один	4	2
358	при том	2	2
359	жизни и	6	2
360	и будет	1	2
361	то время	4	2
362	если он	5	2
363	между этими	1	2
364	тому что	10	2
365	виде как	1	2
366	понятным что	1	2
367	имеет место	2	2
368	я не	9	2
369	между ними	1	2
370	всех тех	1	2
371	как не	3	2
372	их в	4	2
373	есть в	3	2
374	между прочим	1	2
375	и так	4	2
376	при таком	4	2
377	в которых	9	2
378	никто не	1	2
379	есть только	3	2
380	можно ли	1	2
381	они не	2	2
382	себя и	1	2
383	не имеет	8	2
384	высшей степени	1	2
385	со своей	3	2
386	зависимости от	1	2
387	в себя	1	2
388	ни для	1	2
389	что оба	2	2
390	более как	1	2
391	на каждом	1	2
392	должен быть	4	2
393	в эту	2	2
394	по его	3	2
395	к той	1	2
396	в них	4	2
397	этих двух	1	2
398	во всяком	6	2
399	ко всему	1	2
400	тем сильнее	2	2
401	а к	2	2
402	в основе	5	2
403	и более	4	2
404	в котором	7	2
405	вытекают из	1	2
406	до тех	2	2
407	и только	8	2
408	на этом	6	2
409	к своим	2	2
410	совершенно иной	1	2
411	что несмотря	1	2
412	доказать что	2	2
413	она не	10	2
414	другими словами	1	2
415	всяком случае	6	2
416	к нему	2	2
417	в свою	6	2
418	одной стороны	6	2
419	также и	1	2
420	в другом	6	2
421	и поэтому	3	2
422	не более	3	2
423	и уже	5	2
424	только один	2	2
425	к тем	3	2
426	говорить о	3	2
427	всех других	1	2
428	в противоречие	3	2
429	что многие	1	2
430	которую он	2	2
431	так чтобы	1	2
432	из двух	4	2
433	конечно в	3	2
434	из него	4	2
435	заключает в	1	2
436	однако мы	3	2
437	не следует	3	2
438	только то	3	2
439	и те	2	2
440	этот вопрос	5	2
441	от своей	1	2
442	из одного	3	2
443	свою очередь	3	2
444	что же	3	2
445	к ним	3	2
446	что под	4	2
447	это конечно	3	2
448	к двум	1	2
449	тех пор	2	2
450	общего с	2	2
451	он все	4	2
452	той же	6	2
453	части в	1	2
454	всех остальных	2	2
455	том чтобы	2	2
456	в высшей	1	2
457	на него	3	2
458	в глазах	1	2
459	на первый	1	2
460	только при	1	2
461	по этому	1	2
462	понять что	1	2
463	во всей	3	2
464	показывают что	2	2
465	что она	34	2
466	в частности	3	2
467	одна из	6	2
468	на истинную	1	2
469	и дальше	3	2
470	этого слова	5	2
471	в сущности	16	2
472	но если	6	2
473	и его	8	2
474	что до	2	2
475	мы видели	7	2
476	от себя	1	2
477	по происхождению	1	2
478	отнюдь не	2	2
479	в отдельных	1	2
480	не будут	1	2
481	независимо от	2	2
482	истинную сущность	2	2
483	для этой	1	2
484	с ее	5	2
485	тем же	1	2
486	но так	2	2
487	которой мы	4	2
488	в самой	9	2
489	и особенно	1	2
490	точку зрения	1	2
491	если это	1	2
492	и ее	4	2
493	что на	4	2
494	которые вытекают	1	2
495	к психологии	2	2
496	друг друга	1	2
497	гораздо более	2	2
498	из этой	2	2
499	он должен	2	2
500	на время	2	1
501	с к	1	1
502	существование и	1	1
503	как все	4	1
504	этого всего	1	1
505	всего в	1	1
506	были бы	5	1
507	же часто	1	1
508	само собой	3	1
509	находим в	1	1
510	что прежде	2	1
511	всех отношениях	1	1
512	двух детей	1	1
513	к действительности	3	1
514	и другие	3	1
515	теперь я	1	1
516	на деле	4	1
517	которую они	2	1
518	или просто	1	1
519	в другой	1	1
520	видели что	2	1
521	которого она	1	1
522	свою цель	1	1
523	отдельных частей	2	1
524	чтобы это	1	1
525	для всех	2	1
526	мы видим	15	1
527	в более	1	1
528	один из	7	1
529	вступить в	2	1
530	то обстоятельство	1	1
531	это делает	2	1
532	и ничем	1	1
533	отдельных единиц	1	1
534	за ним	1	1
535	этим двум	1	1
536	ему что	1	1
537	она и	2	1
538	самые отдаленные	1	1
539	же и	1	1
540	создания и	2	1
541	борьба невозможна	1	1
542	уже говорили	4	1
543	пришли к	1	1
544	составные части	1	1
545	слабо что	1	1
546	на тех	1	1
547	что слова	1	1
548	если в	2	1
549	то я	1	1
550	сделать и	1	1
551	что борьба	1	1
552	свидетельствует о	1	1
553	ее на	2	1
554	рассказ о	2	1
555	те которые	1	1
556	чем сильнее	4	1
557	того как	4	1
558	от этой	2	1
559	основной цели	1	1
560	нас не	1	1
561	зависит от	2	1
562	последнего что	1	1
563	с и	6	1
564	объективными и	1	1
565	за исключением	1	1
566	была всегда	1	1
567	на гибель	2	1
568	уже в	1	1
569	мы не	7	1
570	наших глазах	2	1
571	чем объясняется	1	1
572	но еще	1	1
573	с детства	2	1
574	некоторой степени	1	1
575	ним и	1	1
576	правильнее было	1	1
577	с такой	7	1
578	время в	5	1
579	нам удалось	2	1
580	случае мы	1	1
581	вывод что	1	1
582	у другого	1	1
583	отдельных элементов	1	1
584	именно как	3	1
585	еще более	2	1
586	была бы	5	1
587	тогда и	1	1
588	приводятся в	1	1
589	а у	2	1
590	то для	1	1
591	указание на	1	1
592	естественно что	1	1
593	приложении к	1	1
594	бы на	2	1
595	в своей	6	1
596	смысл и	8	1
597	до некоторой	1	1
598	он и	1	1
599	или нет	1	1
600	кроме того	2	1
601	вникнуть в	1	1
602	конца не	1	1
603	строго говоря	1	1
604	ее совершенно	1	1
605	в корне	1	1
606	одно это	1	1
607	в ее	9	1
608	никак не	12	1
609	будет ли	1	1
610	мысли и	2	1
611	каждом шагу	1	1
612	что так	2	1
613	по мнению	2	1
614	следить за	1	1
615	от начала	2	1
616	сам автор	5	1
617	тут не	1	1
618	что такое	2	1
619	ее в	7	1
620	не исчерпывается	1	1
621	и тут	2	1
622	и нужно	1	1
623	в область	1	1
624	может показаться	1	1
625	с величайшими	1	1
626	в качестве	2	1
627	именно те	1	1
628	намека на	1	1
629	впечатление совершенно	1	1
630	в тот	1	1
631	течение своей	1	1
632	нашу мысль	2	1
633	только все	1	1
634	и кажется	2	1
635	с каждым	2	1
636	надеяться на	1	1
637	а есть	1	1
638	из своих	1	1
639	что каждый	1	1
640	и другими	2	1
641	прямая линия	2	1
642	с другими	1	1
643	это слово	1	1
644	однако он	2	1
645	от этих	1	1
646	нами в	3	1
647	самое что	2	1
648	деле если	2	1
649	смысле этого	5	1
650	о ее	5	1
651	противоречие с	4	1
652	некоторые из	1	1
653	котором они	1	1
654	под этими	1	1
655	бы при	1	1
656	основана на	1	1
657	в отношении	1	1
658	же эти	1	1
659	непосредственное впечатление	1	1
660	когда же	1	1
661	с другим	2	1
662	же самые	1	1
663	как с	2	1
664	тем больше	2	1
665	однако не	3	1
666	над этими	1	1
667	а на	2	1
668	свои мысли	1	1
669	в самые	1	1
670	количество возможных	1	1
671	поэтому и	1	1
672	же являются	1	1
673	в зависимости	1	1
674	что составляет	1	1
675	как же	2	1
676	и притом	1	1
677	борьбу с	4	1
678	без всяких	3	1
679	которые все	1	1
680	этой точки	2	1
681	мы поймем	1	1
682	том именно	1	1
683	отказаться от	2	1
684	здесь мы	6	1
685	ни одна	1	1
686	в первом	3	1
687	у всех	4	1
688	исходит от	1	1
689	ее от	1	1
690	когда оно	1	1
691	с такими	2	1
692	ее с	5	1
693	с ней	1	1
694	этих частей	1	1
695	в моем	1	1
696	и всякое	1	1
697	но совершенно	4	1
698	говорят на	1	1
699	который как	2	1
700	будто бы	3	1
701	каждой новой	2	1
702	дело в	1	1
703	мысль о	1	1
704	когда дело	1	1
705	весь свой	1	1
706	о своей	1	1
707	он эту	2	1
708	на себя	1	1
709	а всегда	1	1
710	и эта	3	1
711	тем что	7	1
712	за тем	1	1
713	и заключает	1	1
714	и другое	6	1
715	из всего	3	1
716	когда все	1	1
717	и всю	2	1
718	чтобы заставить	1	1
719	принадлежат к	1	1
720	том или	1	1
721	смотря по	1	1
722	например в	5	1
723	отношения к	3	1
724	с на	1	1
725	тогда надо	1	1
726	мы получаем	1	1
727	и другим	1	1
728	случае не	1	1
729	и выводов	1	1
730	так это	1	1
731	и наивно	1	1
732	принципиальной разницы	1	1
733	этом последнем	1	1
734	что правила	1	1
735	и вредные	1	1
736	долгое время	1	1
737	и как	10	1
738	обстоятельство что	1	1
739	как о	1	1
740	но он	5	1
741	к его	2	1
742	время как	6	1
743	на стороне	1	1
744	виде в	1	1
745	себя как	3	1
746	а именно	1	1
747	а другая	2	1
748	серьезный и	1	1
749	его мнению	2	1
750	здесь дело	3	1
751	долго и	1	1
752	бы нам	2	1
753	становится понятным	1	1
754	и просто	1	1
755	на эту	2	1
756	жизни ее	2	1
757	но когда	2	1
758	уже одно	1	1
759	как в	8	1
760	и надо	1	1
761	жизни в	1	1
762	дело идет	2	1
763	так в	1	1
764	что ни	3	1
765	образом для	1	1
766	чтобы после	1	1
767	нет вовсе	1	1
768	к концу	4	1
769	и впоследствии	1	1
770	к своему	2	1
771	мир который	1	1
772	от этого	4	1
773	мы только	1	1
774	только для	3	1
775	или ином	1	1
776	если я	1	1
777	необходимо сделать	1	1
778	и я	3	1
779	бы не	5	1
780	да и	1	1
781	же после	3	1
782	на самой	2	1
783	так точно	3	1
784	мы находим	1	1
785	собою в	1	1
786	именно эта	1	1
787	у таких	1	1
788	благодаря тому	2	1
789	и следовательно	2	1
790	они стараются	1	1
791	именно поэтому	1	1
792	из самих	1	1
793	ниже по	1	1
794	это было	4	1
795	в различной	2	1
796	роль в	2	1
797	со стороны	4	1
798	вывода из	1	1
799	на его	2	1
800	себе и	1	1
801	знает что	1	1
802	то непосредственное	1	1
803	на их	3	1
804	всей своей	1	1
805	свет на	1	1
806	но мы	4	1
807	и пытаются	1	1
808	обобщение относительно	1	1
809	что следовательно	1	1
810	художественное произведение	2	1
811	это имеет	2	1
812	смысл этого	3	1
813	сделать из	1	1
814	и таким	1	1
815	должен в	1	1
816	в других	1	1
817	уже не	2	1
818	не трудно	1	1
819	людей с	1	1
820	тогда не	1	1
821	относиться к	1	1
822	свой смысл	2	1
823	все их	2	1
824	перед нами	12	1
825	из области	4	1
826	и другого	1	1
827	бы это	5	1
828	отдельными частями	1	1
829	так если	1	1
830	с удивлением	1	1
831	с простым	1	1
832	другом случае	1	1
833	на всю	2	1
834	определяет собой	2	1
835	первый взгляд	1	1
836	его к	2	1
837	силу общих	1	1
838	мы попытаемся	2	1
839	нет ничего	1	1
840	те элементы	1	1
841	истинный смысл	5	1
842	тем в	3	1
843	это и	4	1
844	совершенно одинаковой	1	1
845	еще и	2	1
846	необходимое условие	1	1
847	ни на	1	1
848	же все	1	1
849	образом все	1	1
850	всем этом	1	1
851	все остальное	1	1
852	стремлении к	1	1
853	не является	2	1
854	и эти	2	1
855	выходит что	2	1
856	что от	1	1
857	только к	1	1
858	за то	1	1
859	за шагом	3	1
860	указывали на	1	1
861	мысль на	1	1
862	бы к	1	1
863	больше чем	5	1
864	же я	1	1
865	вытекает из	2	1
866	имеет другой	1	1
867	с самого	10	1
868	образом мы	4	1
869	после этого	5	1
870	а если	1	1
871	этот запас	1	1
872	то это	5	1
873	ее он	1	1
874	совершенно в	3	1
875	можно считать	1	1
876	бы с	1	1
877	которая вытекает	1	1
878	что этот	5	1
879	и всеми	1	1
880	и которую	1	1
881	видим что	8	1
882	она должна	3	1
883	которую мы	5	1
884	общее правило	1	1
885	считаясь с	1	1
886	ясно показывает	1	1
887	играет роль	1	1
888	мы воспринимаем	2	1
889	ли это	3	1
890	ставит себя	1	1
891	можем не	2	1
892	что каждое	1	1
893	этого сделать	1	1
894	и главное	1	1
895	ли в	1	1
896	соединяются в	2	1
897	и даже	4	1
898	в лучшем	2	1
899	и ко	1	1
900	дело только	1	1
901	всю свою	2	1
902	силы и	3	1
903	и заключается	1	1
904	случаев в	1	1
905	в уме	1	1
906	для ее	1	1
907	стоит в	2	1
908	все остальные	1	1
909	на той	2	1
910	и между	4	1
911	он принадлежит	1	1
912	не могу	3	1
913	но при	2	1
914	и каждое	1	1
915	эти слова	5	1
916	и вот	6	1
917	дело когда	1	1
918	шаг за	3	1
919	почти исключительно	1	1
920	от самого	1	1
921	еще дальше	1	1
922	заключается во	1	1
923	нет но	1	1
924	выше в	1	1
925	а от	1	1
926	это все	2	1
927	этим он	1	1
928	совсем не	3	1
929	или не	3	1
930	вместо того	3	1
931	нельзя не	2	1
932	и другой	1	1
933	на два	1	1
934	вызывает в	1	1
935	части и	2	1
936	является именно	1	1
937	возможности его	1	1
938	из его	1	1
939	одному пути	1	1
940	язык и	1	1
941	что сказанное	1	1
942	в этот	1	1
943	просто не	1	1
944	на которых	4	1
945	кажется что	2	1
946	явствует что	1	1
947	от всех	1	1
948	с которой	1	1
949	развития и	2	1
950	должна была	1	1
951	если так	2	1
952	народа и	1	1
953	когда она	4	1
954	а за	1	1
955	обозначим их	1	1
956	увидим что	11	1
957	только на	3	1
958	жизни если	1	1
959	вступает в	1	1
960	ее они	1	1
961	одно и	4	1
962	наконец как	1	1
963	и та	3	1
964	в приложении	1	1
965	все те	5	1
966	точно так	3	1
967	такого что	1	1
968	он признает	1	1
969	на пути	1	1
970	не могла	2	1
971	это была	1	1
972	что впечатление	2	1
973	других людей	1	1
974	на основании	2	1
975	каждый раз	2	1
976	прибавим еще	1	1
977	к делу	1	1
978	и другом	2	1
979	тем и	2	1
980	говоря о	1	1
981	в нашей	2	1
982	согласно с	2	1
983	нас с	1	1
984	для своей	2	1
985	этой стороны	1	1
986	основании этих	1	1
987	учит нас	1	1
988	и затем	3	1
989	а только	1	1
990	что ее	3	1
991	решение вопроса	2	1
992	это необходимо	1	1
993	можно найти	2	1
994	идет об	1	1
995	можно было	7	1
996	что когда	2	1
997	на практике	1	1
998	слово надо	1	1
999	говорили что	1	1
1000	самого начала	10	1
1001	этому поводу	1	1
1002	и часто	2	1
1003	и всех	1	1
1004	вопрос можно	1	1
1005	не считаясь	2	1
1006	известно в	1	1
1007	все та	1	1
1008	будет уже	1	1
1009	же самое	14	1
1010	если их	1	1
1011	которых они	1	1
1012	состоит в	4	1
1013	становится как	1	1
1014	и той	4	1
1015	не по	3	1
1016	на одну	2	1
1017	большей частью	4	1
1018	и еще	2	1
1019	пока еще	1	1
1020	быть не	2	1
1021	других видов	1	1
1022	похожа на	1	1
1023	борьба все	2	1
1024	и глубоко	1	1
1025	покоится на	1	1
1026	он в	3	1
1027	к ней	3	1
1028	на наших	2	1
1029	без всякого	1	1
1030	заметить что	2	1
1031	нашему восприятию	1	1
1032	и практическая	1	1
1033	дать картину	1	1
1034	ней и	2	1
1035	ее не	3	1
1036	из русской	1	1
1037	впечатление которое	2	1
1038	однако в	1	1
1039	главным образом	6	1
1040	оба они	1	1
1041	конечно только	2	1
1042	по которым	2	1
1043	нет и	1	1
1044	и благодаря	1	1
1045	наряду с	4	1
1046	тех случаях	1	1
1047	на второй	1	1
1048	является конечно	1	1
1049	всегда в	1	1
1050	бы он	1	1
1051	самой природе	1	1
1052	а сам	1	1
1053	благодаря этому	2	1
1054	всяких прикрас	2	1
1055	этом и	1	1
1056	всех сторон	1	1
1057	сложнее и	1	1
1058	находимся в	1	1
1059	всегда основана	1	1
1060	но именно	1	1
1061	до конца	5	1
1062	к которому	3	1
1063	во времена	1	1
1064	зрения на	1	1
1065	уже знаем	2	1
1066	него все	1	1
1067	эту мысль	2	1
1068	параллельно с	3	1
1069	не знаем	2	1
1070	станет для	1	1
1071	и вдруг	2	1
1072	причем эти	1	1
1073	ряде случаев	1	1
1074	он может	2	1
1075	уже указали	2	1
1076	что без	1	1
1077	чаще всего	1	1
1078	вся картина	1	1
1079	надо сказать	4	1
1080	что именно	3	1
1081	элементы которые	1	1
1082	только после	4	1
1083	из самых	1	1
1084	догадаться что	1	1
1085	именно с	1	1
1086	этому надо	1	1
1087	с его	2	1
1088	сказать что	14	1
1089	в создании	1	1
1090	бы ни	1	1
1091	будем признать	1	1
1092	а какого-нибудь	1	1
1093	очень редко	1	1
1094	в данный	1	1
1095	время вызывает	1	1
1096	у этих	3	1
1097	только эти	1	1
1098	непременно будет	1	1
1099	все более	4	1
1100	все другие	2	1
1101	а как	1	1
1102	это просто	1	1
1103	русском языке	1	1
1104	душевной жизни	1	1
1105	представьте себе	1	1
1106	время мы	1	1
1107	нет что	1	1
1108	надо было	3	1
1109	именно этот	1	1
1110	к этим	2	1
1111	самые различные	1	1
1112	делу и	1	1
1113	иначе как	3	1
1114	не мог	4	1
1115	которые часто	1	1
1116	лучшем случае	2	1
1117	к совершенно	2	1
1118	мысли которые	1	1
1119	а не	11	1
1120	если она	2	1
1121	и оно	1	1
1122	узнать ее	1	1
1123	же он	1	1
1124	истинная природа	1	1
1125	самую суть	1	1
1126	имеет свою	1	1
1127	этому вопросу	1	1
1128	смысл что	1	1
1129	каждого из	4	1
1130	сделать это	1	1
1131	мы возьмем	1	1
1132	кажется нам	1	1
1133	здесь не	3	1
1134	применительно к	2	1
1135	целого ряда	1	1
1136	и тем	4	1
1137	ничего не	4	1
1138	есть не	2	1
1139	от наших	1	1
1140	раньше чем	1	1
1141	в руках	1	1
1142	есть как	2	1
1143	которые они	1	1
1144	иное как	1	1
1145	сделанных им	1	1
1146	друг другу	2	1
1147	вся эта	1	1
1148	не к	5	1
1149	главным предметом	1	1
1150	себе больше	1	1
1151	к каким	2	1
1152	суть дела	1	1
