N	2gram	Potebnia_M	VerxiiNi
118	в народных	1	3
119	на нее	2	3
120	с самого	5	3
121	в таком	7	3
122	случае не	1	3
123	в связи	2	3
124	и как	11	3
125	же как	1	3
126	если в	3	3
127	не менее	10	3
128	из которого	3	3
129	и таким	1	3
130	в других	6	3
131	а так	4	3
132	и нет	1	3
133	что эти	1	3
134	можно сказать	1	3
135	друг за	1	3
136	но с	3	3
137	каждая из	1	3
138	хотя бы	4	3
139	так что	23	3
140	когда он	1	3
141	точно так	18	3
142	в одном	13	3
143	не вполне	1	3
144	к ним	3	3
145	и о	3	3
146	отношению к	13	3
147	в своем	3	3
148	уже не	4	3
149	с течением	1	3
150	к этому	3	3
151	от связи	1	3
152	того что	15	3
153	убеждение что	3	2
154	бы то	2	2
155	все что	5	2
156	взгляд на	2	2
157	для всех	6	2
158	этой задачи	1	2
159	один из	2	2
160	и здесь	1	2
161	ему в	1	2
162	и на	8	2
163	связанных с	1	2
164	смотреть на	1	2
165	на небе	1	2
166	по тому	1	2
167	только что	4	2
168	к одной	3	2
169	и заставляет	1	2
170	уже в	5	2
171	тогда когда	15	2
172	или по	2	2
173	мы имеем	1	2
174	не с	2	2
175	ни было	4	2
176	человека над	1	2
177	этом отношении	1	2
178	с тех	1	2
179	только не	2	2
180	те же	4	2
181	не как	4	2
182	не исчерпывается	2	2
183	от людей	1	2
184	прежде всего	8	2
185	из своих	2	2
186	одно из	5	2
187	его от	2	2
188	этими двумя	1	2
189	исторического развития	1	2
190	не могут	10	2
191	когда же	2	2
192	со всеми	1	2
193	в них	7	2
194	связь с	2	2
195	похож на	1	2
196	так называемую	1	2
197	из него	3	2
198	первое время	2	2
199	не было	7	2
200	не потому	2	2
201	этой точки	2	2
202	отличаются от	1	2
203	не в	23	2
204	образом если	1	2
205	в виду	2	2
206	одним из	2	2
207	мысль о	8	2
208	том виде	1	2
209	душа его	1	2
210	именно в	2	2
211	и действительно	1	2
212	и связанные	1	2
213	в процессе	1	2
214	между этими	2	2
215	можно назвать	1	2
216	большею частью	1	2
217	для каждого	1	2
218	виде в	1	2
219	живых существ	2	2
220	к другу	1	2
221	в одно	5	2
222	основано на	1	2
223	но когда	1	2
224	нужно чтобы	1	2
225	при таком	5	2
226	приводит к	1	2
227	на все	5	2
228	только для	7	2
229	отличается от	1	2
230	по своим	1	2
231	должно было	1	2
232	о котором	4	2
233	сравнению с	1	2
234	ничего общего	3	2
235	в эту	2	2
236	так например	5	2
237	тем с	1	2
238	еще не	9	2
239	во всех	12	2
240	перестает быть	3	2
241	начиная с	2	2
242	ко всему	1	2
243	мы можем	10	2
244	уже давно	1	2
245	что мы	11	2
246	силы и	1	2
247	если не	5	2
248	этого последнего	2	2
249	но при	3	2
250	еще только	2	2
251	его не	3	2
252	наконец в	1	2
253	на друга	2	2
254	по сравнению	1	2
255	то ни	3	2
256	между тем	7	2
257	в свою	8	2
258	не всегда	2	2
259	из себя	6	2
260	есть как	2	2
261	не могло	3	2
262	всех других	1	2
263	заключает в	6	2
264	тем и	1	2
265	вслед за	2	2
266	и это	3	2
267	ее с	2	2
268	в начале	2	2
269	превращается в	2	2
270	конечно не	1	2
271	по своей	2	2
272	же время	4	2
273	но вместе	4	2
274	самого начала	5	2
275	признать что	1	2
276	еще на	1	2
277	состоит в	1	2
278	друг на	2	2
279	нами и	1	2
280	человек должен	1	2
281	он в	1	2
282	тех пор	2	2
283	общего с	3	2
284	сказать что	5	2
285	которые в	1	2
286	не могла	2	2
287	и другой	1	2
288	них не	3	2
289	в образе	1	2
290	к которому	5	2
291	в глазах	4	2
292	относится к	5	2
293	не должны	1	2
294	жизни и	3	2
295	но если	4	2
296	в разных	2	2
297	и проч	11	2
298	что именно	2	2
299	на то	5	2
300	из этого	2	2
301	с его	3	2
302	в создании	6	2
303	от них	2	2
304	без помощи	1	2
305	отвлеченные понятия	1	2
306	и все	6	2
307	для этого	2	2
308	в самой	5	2
309	тот же	5	2
310	мы видели	5	2
311	не к	1	2
312	и сами	3	2
313	души и	9	1
314	в той	1	1
315	индивидуальности и	1	1
316	все в	2	1
317	и образ	2	1
318	в старину	1	1
319	представить себе	3	1
320	самостоятельного значения	1	1
321	в отвлеченные	1	1
322	то в	6	1
323	против этого	1	1
324	природы и	1	1
325	что один	1	1
326	не так	6	1
327	человек может	2	1
328	к общему	4	1
329	только человек	1	1
330	связи и	1	1
331	а потому	14	1
332	во втором	6	1
333	случае мы	1	1
334	видели что	2	1
335	а другие	1	1
336	к лицу	1	1
337	мы видим	5	1
338	души на	4	1
339	в душе	28	1
340	что с	3	1
341	и этот	1	1
342	которым он	1	1
343	потому только	2	1
344	не всякому	2	1
345	та же	1	1
346	нужные для	2	1
347	этого в	2	1
348	тоже не	1	1
349	свою очередь	8	1
350	друг к	1	1
351	к их	2	1
352	только те	1	1
353	лицу с	1	1
354	по форме	2	1
355	указывает на	2	1
356	нельзя сказать	2	1
357	они не	5	1
358	и музыка	1	1
359	в вопросах	1	1
360	что такое	3	1
361	ни с	2	1
362	эти движения	1	1
363	известно что	3	1
364	есть образ	1	1
365	как средство	2	1
366	не нужен	2	1
367	первом случае	1	1
368	должно быть	9	1
369	того как	12	1
370	время и	2	1
371	зависит от	6	1
372	как к	1	1
373	или нескольких	1	1
374	его с	3	1
375	от нее	6	1
376	при нормальном	2	1
377	почти совсем	2	1
378	следует сказать	2	1
379	притом не	5	1
380	воплощение своей	1	1
381	для себя	4	1
382	при таких	3	1
383	это не	10	1
384	мы знаем	2	1
385	именно к	1	1
386	только от	2	1
387	дело с	2	1
388	но такая	2	1
389	мост через	1	1
390	за выполнение	1	1
391	прийти к	1	1
392	не для	2	1
393	а и	5	1
394	дошел до	2	1
395	ничего кроме	2	1
396	жизнь народа	2	1
397	нельзя в	3	1
398	различны и	1	1
399	значение которое	1	1
400	чем когда	1	1
401	с внутренней	1	1
402	с ним	7	1
403	особенности этого	1	1
404	это уже	1	1
405	в сущности	2	1
406	в ее	2	1
407	вспомнить что	1	1
408	иное значение	1	1
409	в славянских	2	1
410	каждом шагу	1	1
411	что так	2	1
412	становятся все	1	1
413	но тем	6	1
414	человек есть	2	1
415	такое же	3	1
416	одном и	3	1
417	живущие в	1	1
418	этот мир	2	1
419	это изменение	1	1
420	от этой	1	1
421	этих слов	1	1
422	что человек	6	1
423	и выйти	1	1
424	и за	1	1
425	части одной	1	1
426	внешней природы	1	1
427	мира то	1	1
428	происходит с	2	1
429	невозможно и	2	1
430	своим личным	1	1
431	к сознанию	3	1
432	у нас	3	1
433	то совсем	1	1
434	на которой	1	1
435	которых ни	1	1
436	развития не	1	1
437	лицом к	1	1
438	ни в	2	1
439	и делает	1	1
440	же что	2	1
441	это слово	1	1
442	вообще можно	1	1
443	себе не	3	1
444	о происхождении	8	1
445	на высших	1	1
446	этим именем	1	1
447	то не	5	1
448	другой стороны	7	1
449	эти явления	3	1
450	возникают при	1	1
451	но одно	1	1
452	смысле этого	3	1
453	говорить что	1	1
454	как нечто	1	1
455	как живопись	1	1
456	с их	1	1
457	духовную жизнь	1	1
458	по мере	10	1
459	сходство между	2	1
460	весь мир	1	1
461	таком случае	4	1
462	все прочие	1	1
463	нельзя считать	1	1
464	у него	3	1
465	же эти	1	1
466	в их	3	1
467	в данном	1	1
468	лежит в	1	1
469	такая душа	1	1
470	власти над	1	1
471	его в	3	1
472	совершенно ясно	1	1
473	тем какое	1	1
474	есть продукт	1	1
475	касается до	3	1
476	чем в	2	1
477	их не	2	1
478	в своих	4	1
479	существования и	1	1
480	чтобы в	1	1
481	как эти	2	1
482	предполагается что	1	1
483	сами по	8	1
484	языка это	1	1
485	силы природы	1	1
486	в разные	2	1
487	не более	4	1
488	самом деле	2	1
489	от тех	1	1
490	в первом	5	1
491	а во-вторых	1	1
492	они относятся	1	1
493	что к	2	1
494	имеет для	2	1
495	всегда в	1	1
496	сходство в	1	1
497	прежде чем	4	1
498	их и	2	1
499	этом не	2	1
500	что его	2	1
501	общего правила	1	1
502	по одному	1	1
503	не иметь	1	1
504	во внимание	4	1
505	это состояние	1	1
506	заключается в	3	1
507	но эта	1	1
508	высших степенях	1	1
509	оно есть	1	1
510	которое в	1	1
511	может только	1	1
512	духом он	1	1
513	напрасно было	2	1
514	которые как	1	1
515	славянских и	1	1
516	человека для	1	1
517	своей души	1	1
518	они могли	2	1
519	в языках	4	1
520	мы и	1	1
521	иначе как	2	1
522	мы разумеем	1	1
523	тем что	15	1
524	свойствам их	1	1
525	за тем	2	1
526	тела и	2	1
527	другой всякое	1	1
528	и чувств	2	1
529	сознаем что	1	1
530	не обнаруживает	1	1
531	и том	3	1
532	смотрел на	1	1
533	то вновь	2	1
534	значения и	1	1
535	и скорее	1	1
536	что вполне	2	1
537	если он	1	1
538	в жизни	5	1
539	сказать чтобы	1	1
540	отношения к	2	1
541	видно из	3	1
542	есть что	3	1
543	и другим	1	1
544	их при	1	1
545	давно уже	2	1
546	в одних	2	1
547	которое тоже	1	1
548	существует и	1	1
549	одном из	3	1
550	как и	16	1
551	всех тех	1	1
552	как не	4	1
553	от слова	4	1
554	с ними	2	1
555	многих других	2	1
556	к нам	3	1
557	время как	2	1
558	помнить что	6	1
559	их в	2	1
560	вряд ли	2	1
561	притом в	1	1
562	сказать нельзя	1	1
563	если нам	1	1
564	земного шара	1	1
565	а именно	1	1
566	на земле	1	1
567	похожим на	1	1
568	не есть	13	1
569	только то	3	1
570	в своей	3	1
571	мысли о	6	1
572	в слове	21	1
573	между человеком	3	1
574	и так	1	1
575	состоит из	1	1
576	выйти из	2	1
577	на этом	3	1
578	как в	18	1
579	души в	2	1
580	стремление к	3	1
581	его все	1	1
582	никто не	3	1
583	эта сила	1	1
584	следовательно и	2	1
585	есть единственное	1	1
586	так сказать	5	1
587	как с	1	1
588	можем знать	1	1
589	на одном	1	1
590	от этого	2	1
591	из низших	1	1
592	и могут	1	1
593	это убеждение	1	1
594	призыва к	1	1
595	в такой	2	1
596	его уже	1	1
597	ничего в	1	1
598	или что	3	1
599	духовной и	1	1
600	один и	1	1
601	после того	3	1
602	ее частей	1	1
603	их отношение	1	1
604	о которых	5	1
605	том как	6	1
606	и следовательно	4	1
607	не воплощается	1	1
608	различие между	2	1
609	в себя	2	1
610	это было	3	1
611	вследствие этого	1	1
612	роль в	1	1
613	он вполне	1	1
614	на его	1	1
615	язык к	1	1
616	людьми и	2	1
617	к мысли	3	1
618	в сторону	1	1
619	более как	3	1
620	друга что	1	1
621	в каждой	1	1
622	всей своей	1	1
623	из одного	3	1
624	в чем	6	1
625	в каком	7	1
626	всех их	1	1
627	человеком и	4	1
628	из коих	4	1
629	жизни то	1	1
630	на себе	3	1
631	перейти к	3	1
632	как только	1	1
633	представляется в	1	1
634	могло бы	4	1
635	же есть	2	1
636	в одной	2	1
637	и отдельные	2	1
638	тем более	2	1
639	всех народов	1	1
640	миром но	1	1
641	что они	6	1
642	бы в	6	1
643	мере в	1	1
644	а вместе	7	1
645	с первого	1	1
646	на них	1	1
647	людей в	1	1
648	с этим	11	1
649	все они	3	1
650	нет ничего	2	1
651	и того	6	1
652	и отсюда	1	1
653	не имеющие	1	1
654	душа в	1	1
655	еще и	1	1
656	могли бы	4	1
657	не встречает	1	1
658	сам он	1	1
659	с психологической	1	1
660	с образом	1	1
661	ни на	1	1
662	совершенно не	1	1
663	не имея	2	1
664	все более	3	1
665	божества а	1	1
666	человека в	3	1
667	между нами	1	1
668	там где	8	1
669	а отчасти	1	1
670	на человека	1	1
671	находит свое	1	1
672	не существует	2	1
673	что от	1	1
674	к этой	3	1
675	и других	6	1
676	жизни а	1	1
677	что душа	1	1
678	и более	3	1
679	для создания	2	1
680	период развития	1	1
681	не могли	2	1
682	да и	1	1
683	бы с	2	1
684	же от	1	1
685	отличие от	1	1
686	его может	1	1
687	на задний	1	1
688	а просто	1	1
689	по-видимому и	1	1
690	эти последние	3	1
691	выше что	2	1
692	было в	1	1
693	что происходит	1	1
694	каждом из	1	1
695	основанная на	1	1
696	психологической точки	1	1
697	роли в	1	1
698	проч которые	1	1
699	мы уже	1	1
700	духовной жизни	2	1
701	это как	1	1
702	когда душа	3	1
703	в наше	1	1
704	совпадает с	1	1
705	эти слова	1	1
706	с нами	2	1
707	мира должна	1	1
708	все усилия	1	1
709	входит в	1	1
710	и животным	2	1
711	по возможности	1	1
712	с новыми	1	1
713	случае эта	1	1
714	но даже	2	1
715	не должно	2	1
716	мы не	17	1
717	явления природы	1	1
718	совсем не	1	1
719	из животного	1	1
720	не по	4	1
721	человек всегда	1	1
722	явления и	1	1
723	не связанных	1	1
724	в ней	9	1
725	языку и	2	1
726	но это	7	1
727	объясняется и	1	1
728	чем именно	1	1
729	о сознательном	1	1
730	развития души	1	1
731	в этот	1	1
732	но совершенно	2	1
733	хотя это	1	1
734	душе человека	1	1
735	двух или	1	1
736	только тогда	7	1
737	невозможно но	1	1
738	только как	5	1
739	что касается	2	1
740	своему значению	1	1
741	и образуют	1	1
742	необходимо было	2	1
743	и весь	3	1
744	психологии но	1	1
745	нужно было	3	1
746	что уже	1	1
747	эта мысль	3	1
748	воплощается в	1	1
749	только на	4	1
750	и их	6	1
751	не были	2	1
752	дает им	1	1
753	и духовные	1	1
754	к одному	3	1
755	его образом	1	1
756	как она	3	1
757	и об	1	1
758	чтобы она	1	1
759	к области	1	1
760	связь между	2	1
761	начинается с	1	1
762	образованном обществе	1	1
763	нет никакой	1	1
764	а между	5	1
765	факт что	1	1
766	по отношению	15	1
767	уже как	1	1
768	слова с	2	1
769	не следует	6	1
770	спрашивать не	1	1
771	и до	1	1
772	большинство их	1	1
773	более и	2	1
774	на стороне	1	1
775	по приемам	1	1
776	от своего	2	1
777	этот вопрос	2	1
778	друга и	2	1
779	на каждом	1	1
780	между отдельными	1	1
781	его богом	1	1
782	отдать себе	1	1
783	что когда	1	1
784	при помощи	2	1
785	существовать и	1	1
786	тогда как	10	1
787	из общего	1	1
788	так когда	1	1
789	в известных	1	1
790	себе в	2	1
791	природы но	3	1
792	и всякая	1	1
793	должны были	2	1
794	любви к	1	1
795	человека тоже	1	1
796	как существо	1	1
797	так называемых	1	1
798	одни из	1	1
799	ему возможность	1	1
800	не представляет	1	1
801	когда мы	4	1
802	ли этот	1	1
803	его нельзя	1	1
804	которого в	1	1
805	не совпадает	1	1
806	образом уже	1	1
807	указания на	5	1
808	всего этого	1	1
809	бы по	1	1
810	такой как	1	1
811	соприкасается с	1	1
812	сила и	1	1
813	на это	2	1
814	этому учению	1	1
815	в нашей	2	1
816	было бы	21	1
817	ибо он	1	1
818	имеем в	1	1
819	некоторое время	1	1
820	без участия	2	1
821	задний план	1	1
822	в следующий	1	1
823	чем с	1	1
824	что здесь	1	1
825	душа уже	1	1
826	в отличие	1	1
827	без всякого	1	1
828	заметить что	7	1
829	человеком при	1	1
830	не совсем	3	1
831	человеческой жизни	1	1
832	одного из	3	1
833	по всей	2	1
834	с развитием	1	1
835	однако в	4	1
836	то по	1	1
837	оно имеет	2	1
838	тем же	4	1
839	связь ее	1	1
840	в высших	1	1
841	затем в	1	1
842	этих последних	5	1
843	по себе	24	1
844	народом в	1	1
845	могут быть	17	1
846	всей вероятности	2	1
847	не можем	5	1
848	о его	2	1
849	человека и	2	1
850	не устраняя	1	1
851	душа только	1	1
852	по языку	1	1
853	формы в	1	1
854	их с	1	1
855	в общих	1	1
856	которое мы	5	1
857	законы не	1	1
858	дни и	2	1
859	языка как	6	1
860	в нашем	2	1
861	с этими	1	1
862	та часть	1	1
863	может показаться	1	1
864	примыкают к	1	1
865	по вкусу	1	1
866	не знаем	2	1
867	и есть	4	1
868	место в	3	1
869	во всей	1	1
870	с духом	4	1
871	в понятие	1	1
872	том же	3	1
873	нам все	1	1
874	в сознании	8	1
875	же в	7	1
876	что она	3	1
877	он может	2	1
878	бытия и	3	1
879	и должно	2	1
880	такой же	4	1
881	языка с	6	1
882	бы быть	7	1
883	в уме	1	1
884	и прежде	1	1
885	каком он	1	1
886	язык в	8	1
887	человека когда	1	1
888	если они	1	1
889	этого слова	5	1
890	течение жизни	1	1
891	в свой	1	1
892	и волю	2	1
893	и его	7	1
894	его к	3	1
895	известной степени	1	1
896	на душу	4	1
897	а как	3	1
898	черный цвет	1	1
899	что даже	2	1
900	а следовательно	1	1
901	с представлением	1	1
902	даже в	1	1
903	только с	1	1
904	быть в	1	1
905	теперь уже	2	1
906	бы опять	1	1
907	может и	1	1
908	радости и	1	1
909	к этим	2	1
910	друг друга	6	1
911	общих чертах	1	1
912	видели выше	1	1
913	с ее	2	1
914	всех этих	2	1
915	к ее	2	1
916	таким же	3	1
917	не представляется	2	1
918	и тот	1	1
919	других языках	1	1
920	чтобы не	3	1
921	но для	1	1
922	и совершенно	2	1
923	должны быть	11	1
924	в связь	1	1
925	понятия и	3	1
926	пришлось бы	1	1
927	себя в	1	1
928	на словах	1	1
929	при всяком	1	1
930	и ее	1	1
931	здесь не	2	1
932	одного и	6	1
933	человека то	1	1
934	думать что	6	1
935	менее продолжает	1	1
936	всякий кто	1	1
937	ничего не	2	1
938	есть не	7	1
939	лишь по	2	1
940	человеческого ума	2	1
941	могли быть	1	1
942	то время	3	1
943	предметы природы	1	1
944	и во	6	1
945	он должен	2	1
946	той же	3	1
947	он существует	1	1
948	судя по	5	1
