N	3gram	Tiupa_Hudo	Problemy
120	заключает в себе	1	1
121	кто бы они	1	1
122	отношение между ними	1	1
123	к своему герою	1	1
124	для себя и	1	1
125	но в таком	1	1
126	всех без исключения	3	1
127	на чужое сознание	1	1
128	и здесь остается	1	1
129	как более или	1	1
130	не совпадает с	1	1
131	бы ни был	1	1
132	в таком случае	2	1
133	принадлежащих к различным	1	1
134	одного и того	3	1
135	и пусть пусть	1	1
136	так или иначе	4	1
137	высказывания и в	1	1
138	всей своей полноте	1	1
139	точки зрения автора	1	1
140	то что может	1	1
141	с ним как	1	1
142	иметь в виду	1	1
143	самим собою в	1	1
144	и для него	1	1
145	в его сознании	1	1
146	том числе и	2	1
147	точно так же	1	1
148	в полной мере	1	1
149	в этом мире	2	1
150	собственного сознания а	1	1
151	тех или иных	2	1
152	и в форме	2	1
153	к другому что	1	1
154	своими корнями в	1	1
155	во всей своей	1	1
156	здесь как бы	1	1
157	а в том	1	1
158	сознания при этом	1	1
159	отношению к герою	2	1
160	и в пределах	1	1
161	и того же	3	1
162	в своей жизни	1	1
163	в связи с	3	1
164	чужой речи и	1	1
165	каждая из этих	1	1
166	себе в этом	1	1
167	его можно лишь	1	1
168	перед нами не	1	1
169	а не только	1	1
170	в равной степени	2	1
171	на первый взгляд	1	1
172	он и сам	1	1
173	художественного творчества он	1	1
174	но и внутренне	1	1
175	одно из условий	1	1
176	быть не может	1	1
177	может и не	1	1
178	в художественном произведении	1	1
179	в другом и	1	1
180	но в отличие	1	1
181	отношение к своему	1	1
182	того или иного	4	1
183	но он не	2	1
184	в известном смысле	2	1
185	отношению к автору	1	1
186	бы развернуть в	1	1
187	как бы вбирает	1	1
188	с которыми он	1	1
189	обратим внимание на	1	1
190	и для других	1	1
191	заключается в том	1	1
192	не было и	1	1
193	так и не	4	1
194	прямого авторского слова	1	1
195	и на его	1	1
196	том или ином	1	1
197	таком случае это	1	1
198	не только к	1	1
199	ивана карамазова в	1	1
200	перед тем как	1	1
201	человека с его	1	1
202	к одному из	1	1
203	он мог бы	1	1
204	сознания а в	1	1
205	что он должен	1	1
206	при этом не	1	1
207	отношении к нему	1	1
208	к самому герою	1	1
209	речи может быть	1	1
210	то что они	1	1
211	несмотря на свою	1	1
212	в противном случае	2	1
213	в ее составе	1	1
214	к нему как	1	1
215	и в частности	1	1
216	незаметно для читателя	1	1
217	и для автора	1	1
218	однако в отличие	1	1
219	чего нет в	1	1
220	имеем в виду	3	1
221	продолжением и развитием	2	1
222	авторской позиции и	1	1
223	но вы как	1	1
224	мы имеем в	3	1
225	при условии что	1	1
226	с ними и	2	1
227	своей индивидуальности и	1	1
228	помимо его воли	1	1
229	речи и соответственно	1	1
230	не в самом	2	1
231	тем или иным	2	1
232	жизни а не	1	1
233	не могут быть	1	1
234	внутренней речи как	1	1
235	та или иная	1	1
236	бы они ни	1	1
237	это возможно в	1	1
238	с одной стороны	3	1
239	точки зрения и	1	1
240	является одним из	1	1
241	говорит что он	1	1
242	нормативного сознания и	1	1
243	это и есть	1	1
244	отношения к миру	1	1
245	в виду что	1	1
246	видения мира и	1	1
247	не во внешних	1	1
248	документ но и	1	1
