N	2gram	Vygotskiy_	DiskursI
635	отнести к	1	2
636	тех же	2	2
637	не имеют	1	2
638	в круг	1	2
639	в роли	1	2
640	мы его	2	2
641	на основе	2	2
642	и теперь	2	2
643	со всей	1	2
644	совпадают с	3	2
645	отношении к	3	2
646	и ему	1	2
647	к одному	5	2
648	смысл в	1	2
649	вслед за	10	2
650	целый ряд	12	2
651	он есть	1	2
652	и той	5	2
653	мышления но	1	2
654	событий в	1	2
655	одного сознания	1	2
656	не знаем	2	2
657	всякий раз	10	2
658	на этот	2	2
659	этого слова	5	2
660	есть к	2	2
661	в и	1	2
662	в особом	1	2
663	в самой	2	2
664	только о	3	2
665	которому он	1	2
666	в любви	1	2
667	ответ на	2	2
668	значение в	2	2
669	в переживании	1	2
670	выходит за	2	2
671	на дорогу	1	2
672	для художественного	2	2
673	может не	1	2
674	в первый	3	2
675	все это	11	2
676	он как	1	2
677	что с	5	2
678	с достаточной	3	2
679	или словами	1	2
680	в широком	1	2
681	же не	1	2
682	как нечто	3	2
683	отказаться от	4	2
684	наших дней	1	2
685	как таковая	1	2
686	за этим	1	2
687	по существу	6	2
688	понимать как	1	2
689	можно предположить	1	2
690	является не	1	2
691	так в	1	2
692	к своему	2	2
693	в воображении	1	2
694	это было	1	2
695	вовсе не	7	2
696	и вообще	3	2
697	и другого	4	2
698	связаны с	1	2
699	с самого	1	2
700	переходе от	2	2
701	случае если	2	2
702	его не	3	2
703	мы должны	4	2
704	теория не	1	2
705	не знаю	1	2
706	и их	4	2
707	в науке	2	2
708	на базисе	1	2
709	к области	3	2
710	заключает в	3	2
711	только то	3	2
712	с понятием	2	2
713	х годов	5	2
714	происходит от	1	2
715	всей его	1	2
716	по той	1	2
717	в книге	2	2
718	и вне	1	2
719	такой же	9	2
720	на то	17	2
721	включает в	1	2
722	и только	5	2
723	определить как	1	2
724	же это	1	2
725	человек не	1	2
726	которая и	1	2
727	от субъекта	1	2
728	к работе	2	2
729	уже было	1	2
730	за счет	1	2
731	это отнюдь	1	2
732	есть не	6	2
733	в готовом	1	2
734	мы обратимся	1	1
735	самых сложных	1	1
736	новое и	1	1
737	и другие	5	1
738	лиц с	1	1
739	сколько и	1	1
740	туман и	1	1
741	этом очень	1	1
742	к сожалению	1	1
743	можно сопоставить	1	1
744	и повседневное	1	1
745	для нее	1	1
746	что если	7	1
747	и называет	1	1
748	мы и	1	1
749	здесь же	1	1
750	автором и	1	1
751	что всякая	2	1
752	же и	2	1
753	когда она	6	1
754	момента на	1	1
755	творчества в	2	1
756	к этой	2	1
757	в тумане	1	1
758	случае мы	1	1
759	в применении	2	1
760	столетия и	1	1
761	чувства как	1	1
762	действительности с	1	1
763	тому что	7	1
764	людей но	1	1
765	даже в	2	1
766	его за	1	1
767	представляет собою	1	1
768	в разных	1	1
769	тем как	2	1
770	и был	1	1
771	в большей	1	1
772	как говорит	5	1
773	к помощи	2	1
774	для восприятия	1	1
775	пророк пушкина	1	1
776	что человек	1	1
777	на нас	2	1
778	или иному	1	1
779	совершенно недостаточно	1	1
780	социальной жизни	1	1
781	или он	1	1
782	его от	2	1
783	противоречие с	4	1
784	путем в	1	1
785	литературы для	1	1
786	где образ	1	1
787	к рассмотрению	1	1
788	как она	4	1
789	с утверждения	1	1
790	читателя и	2	1
791	стоит в	1	1
792	в художественную	1	1
793	случае в	3	1
794	вынужден обращаться	1	1
795	на которых	1	1
796	от одного	1	1
797	оно приобретает	1	1
798	из нее	1	1
799	и там	2	1
800	результате этого	1	1
801	в снах	1	1
802	и полное	1	1
803	форму и	4	1
804	сущности не	1	1
805	к более	2	1
806	психики и	1	1
807	читатель получает	1	1
808	исходить из	1	1
809	том или	1	1
810	и другим	1	1
811	и должен	1	1
812	с тем	11	1
813	стороны в	1	1
814	целое и	1	1
815	практического опыта	1	1
816	в быт	1	1
817	я сказал	2	1
818	каждом литературном	1	1
819	настаивает на	1	1
820	с еще	1	1
821	конфликт между	1	1
822	при таком	5	1
823	или ином	1	1
824	себе более	1	1
825	как более	1	1
826	он описывает	1	1
827	что лирика	1	1
828	другое дело	1	1
829	своего исследования	2	1
830	произведении и	2	1
831	которое не	1	1
832	введение в	1	1
833	целым рядом	2	1
834	в это	1	1
835	мир и	1	1
836	искусстве не	1	1
837	из героев	1	1
838	всего выступают	1	1
839	своего существования	1	1
840	есть некий	1	1
841	при помощи	27	1
842	в прозу	1	1
843	в самый	1	1
844	искусств в	1	1
845	и здравого	1	1
846	во-первых в	1	1
847	и нет	2	1
848	на материале	1	1
849	на все	6	1
850	других исследователей	1	1
851	художественного восприятия	2	1
852	к теории	1	1
853	тем в	1	1
854	различные эпохи	1	1
855	только благодаря	1	1
856	в такой	2	1
857	которые не	3	1
858	мысли что	1	1
859	восприятия и	1	1
860	во все	2	1
861	не существует	4	1
862	в формуле	2	1
863	она же	1	1
864	с конца	2	1
865	то это	3	1
866	по тем	1	1
867	принципиальное различие	1	1
868	не согласиться	1	1
869	применении к	2	1
870	которой он	2	1
871	человека не	3	1
872	духовной жизни	1	1
873	что всякое	7	1
874	не между	1	1
875	сводятся к	2	1
876	имеет в	3	1
877	значения слова	1	1
878	но даже	4	1
879	понятия в	1	1
880	развития с	1	1
881	написать роман	1	1
882	оказывается и	1	1
883	но эти	1	1
884	искусства и	24	1
885	что стихотворение	1	1
886	из их	2	1
887	что вся	2	1
888	с самой	1	1
889	должна была	3	1
890	с теорией	3	1
891	в изучении	2	1
892	вор а	1	1
893	и трагедии	1	1
894	быть обнаружены	1	1
895	доведена до	1	1
896	не об	1	1
897	соглашаясь с	1	1
898	приходит к	5	1
899	прибегая к	1	1
900	и желания	1	1
901	и была	2	1
902	только своим	1	1
903	для своей	1	1
904	затруднений при	1	1
905	этого переживания	1	1
906	его по	1	1
907	в смысле	3	1
908	и те	5	1
909	не что	2	1
910	так же	29	1
911	скорее это	1	1
912	отметить что	2	1
913	природы но	1	1
914	что те	3	1
915	за тридевять	1	1
916	в глаза	2	1
917	всего что	1	1
918	его собственной	1	1
919	основываясь на	1	1
920	на пересечении	1	1
921	эти эстетические	1	1
922	с различных	1	1
923	звук в	1	1
924	и еще	1	1
925	как искусство	1	1
926	в а	1	1
927	не дай	1	1
928	и гамлет	1	1
929	если это	2	1
930	ней и	1	1
931	задач в	1	1
932	наряду с	3	1
933	ключ к	1	1
934	в мировом	1	1
935	и оценки	1	1
936	именно так	1	1
937	следующим образом	1	1
938	такая же	1	1
939	быть в	2	1
940	находится в	1	1
941	художественного творчества	6	1
942	есть по	3	1
943	так не	1	1
944	теории и	1	1
945	каждое из	2	1
946	повести в	1	1
947	на высказывание	1	1
948	согласиться с	2	1
949	к расширению	1	1
950	стихотворную форму	1	1
951	связи в	1	1
952	в сфере	1	1
953	от себя	4	1
954	чувства в	1	1
955	даже у	1	1
956	на котором	2	1
957	чем-то другим	2	1
958	к этим	1	1
959	в системе	1	1
960	немецкой философии	1	1
961	чем это	2	1
962	случае когда	1	1
963	роковым образом	2	1
964	не имеющих	1	1
965	искусства не	6	1
966	восприятии и	2	1
967	представить себе	5	1
968	в начало	1	1
969	художественного впечатления	2	1
970	только не	4	1
971	о влиянии	2	1
972	основе его	1	1
973	и мы	6	1
974	которое будучи	1	1
975	теории не	1	1
976	она и	1	1
977	является результатом	1	1
978	как такового	1	1
979	что иное	2	1
980	как полагает	1	1
981	после того	2	1
982	похожи на	1	1
983	и системы	1	1
984	но из	1	1
985	тенденции к	1	1
986	быть признаны	1	1
987	не принадлежит	1	1
988	даже к	1	1
989	собой в	1	1
990	его характером	1	1
991	он к	1	1
992	но еще	1	1
993	основных и	2	1
994	в состоянии	4	1
995	в совершенно	5	1
996	ним в	1	1
997	своей риторике	1	1
998	него в	2	1
999	могло бы	5	1
1000	поэзии в	2	1
1001	однако этот	1	1
1002	трудно не	1	1
1003	не должна	1	1
1004	по мнению	2	1
1005	поскольку речь	1	1
1006	в буквальном	1	1
1007	рассматривать его	2	1
1008	бы утверждать	2	1
1009	возникающих в	1	1
1010	своих теоретических	1	1
1011	одному и	2	1
1012	они в	2	1
1013	или иную	1	1
1014	думается мне	1	1
1015	личного творчества	2	1
1016	они будут	1	1
1017	есть с	1	1
1018	там и	1	1
1019	в уста	1	1
1020	басни аллегория	1	1
1021	сказать словами	1	1
1022	о субъективности	1	1
1023	прозы не	1	1
1024	оказывается чем-то	1	1
1025	лежит в	2	1
1026	сознания к	2	1
1027	не была	1	1
1028	и восприятие	3	1
1029	чем в	2	1
1030	не совпадают	1	1
1031	эстетический объект	1	1
1032	в художественном	9	1
1033	продолжение в	1	1
1034	что его	5	1
1035	получает возможность	1	1
1036	героя с	1	1
1037	но совершенно	4	1
1038	евгении онегине	3	1
1039	вместе почему	1	1
1040	с исчерпывающей	4	1
1041	которое в	2	1
1042	творчество как	1	1
1043	здравого смысла	1	1
1044	быть только	1	1
1045	в понятии	1	1
1046	а смысл	1	1
1047	разбираться в	1	1
1048	в конце	6	1
1049	в таком	5	1
1050	с типичными	1	1
1051	или иная	1	1
1052	не остается	2	1
1053	оно в	1	1
1054	исторического развития	1	1
1055	в евгении	2	1
1056	учение о	1	1
1057	в связи	3	1
1058	между ними	2	1
1059	встречается в	1	1
1060	при восприятии	3	1
1061	различий у	1	1
1062	прозаической речи	1	1
1063	из главных	1	1
1064	и утверждая	1	1
1065	без которого	2	1
1066	народная поэзия	1	1
1067	человеке и	1	1
1068	чрезвычайно важную	1	1
1069	в двух	1	1
1070	благодаря тому	2	1
1071	и следовательно	4	1
1072	по необходимости	2	1
1073	в первые	1	1
1074	воздействия на	2	1
1075	точек зрения	3	1
1076	достигает своего	1	1
1077	произведение есть	2	1
1078	в других	3	1
1079	но к	3	1
1080	обращено к	1	1
1081	сих пор	8	1
1082	как сказано	1	1
1083	а для	1	1
1084	бы в	3	1
1085	и мир	1	1
1086	нашей темы	1	1
1087	должен был	1	1
1088	искать не	2	1
1089	только от	1	1
1090	необходимое условие	1	1
1091	что такое	2	1
1092	если оно	3	1
1093	возникает из	1	1
1094	согласии с	5	1
1095	приводит его	1	1
1096	не означает	2	1
1097	следует указать	1	1
1098	очень часто	4	1
1099	самый процесс	1	1
1100	близко к	1	1
1101	сюда же	1	1
1102	не дает	3	1
1103	человека как	1	1
1104	этих трех	1	1
1105	или же	2	1
1106	идей и	1	1
1107	на долю	2	1
1108	на чем	1	1
1109	не будет	4	1
1110	и существенно	1	1
1111	как объект	1	1
1112	на нем	2	1
1113	всей этой	2	1
1114	александрийский стих	1	1
1115	всех других	2	1
1116	очевидно в	1	1
1117	именно и	2	1
1118	и является	1	1
1119	всем желании	1	1
1120	самый момент	1	1
1121	в основание	1	1
1122	но только	6	1
1123	аналогично тому	1	1
1124	отдельных лиц	5	1
1125	читателя или	1	1
1126	его жизнь	1	1
1127	даже не	1	1
1128	человеческой психики	2	1
1129	этом смысле	3	1
1130	из нас	2	1
1131	от страха	1	1
1132	где все	1	1
1133	существенное отличие	1	1
1134	из народной	1	1
1135	суть не	1	1
1136	то или	3	1
1137	исследования на	1	1
1138	должны были	2	1
1139	или иное	2	1
1140	мы еще	1	1
1141	он представляет	1	1
1142	когда мы	4	1
1143	которого в	1	1
1144	русской поэзии	1	1
1145	время к	1	1
1146	не само	1	1
1147	мораль басни	1	1
1148	сведена к	2	1
1149	здесь совершенно	1	1
1150	использован для	1	1
1151	все дело	3	1
1152	на бумаге	1	1
1153	функций и	1	1
1154	известном смысле	1	1
1155	мы называем	1	1
1156	трагедии шекспира	1	1
1157	отделено от	1	1
1158	онегина и	2	1
1159	их к	1	1
1160	приводят к	1	1
1161	но прежде	1	1
1162	которое мы	2	1
1163	это ощущение	1	1
1164	форм в	1	1
1165	обходятся без	1	1
1166	так что	8	1
1167	содержание и	1	1
1168	жизни с	4	1
1169	образом в	3	1
1170	в общем	2	1
1171	надо к	1	1
1172	другие как	1	1
1173	до наших	1	1
1174	лишена смысла	1	1
1175	для построения	2	1
1176	есть все	1	1
1177	формы и	11	1
1178	из этого	5	1
1179	как система	1	1
1180	которые были	1	1
1181	оно может	1	1
1182	там где	5	1
1183	этом не	2	1
1184	нам только	1	1
1185	общая для	1	1
1186	и чем	1	1
1187	эстетическое переживание	3	1
1188	означает что	2	1
1189	остроумия и	1	1
1190	не прибегая	1	1
1191	как без	1	1
1192	действительной жизни	3	1
1193	всякое произведение	2	1
1194	грань между	2	1
1195	на эту	1	1
1196	обращается к	2	1
1197	искусства в	14	1
1198	что до	1	1
1199	пришел к	2	1
1200	может обходиться	1	1
1201	из малого	1	1
1202	это новое	2	1
1203	в гамлете	1	1
1204	можно только	1	1
1205	разные эпохи	2	1
1206	были бы	2	1
1207	однако он	1	1
1208	связи и	1	1
1209	образом и	4	1
1210	до сих	8	1
1211	он уже	1	1
1212	я уже	1	1
1213	от сознания	2	1
1214	нашего рассмотрения	1	1
1215	и здесь	3	1
1216	как таковой	1	1
1217	и должны	1	1
1218	возникать и	1	1
1219	речи но	1	1
1220	для содержания	1	1
1221	и сейчас	4	1
1222	если же	3	1
1223	оно было	2	1
1224	рассказа и	1	1
1225	произведения пушкин	1	1
1226	и дает	1	1
1227	системы а	1	1
1228	содержания и	3	1
1229	что это	12	1
1230	что бывает	1	1
1231	ямба и	1	1
1232	конечно же	1	1
1233	никак не	7	1
1234	сам по	4	1
1235	одном и	1	1
1236	сводить к	2	1
1237	в область	3	1
1238	мы в	3	1
1239	по двум	1	1
1240	что отнюдь	1	1
1241	утверждает что	5	1
1242	их как	1	1
1243	к выводу	2	1
1244	к сознанию	1	1
1245	науки и	1	1
1246	из нескольких	1	1
1247	целом ряде	2	1
1248	мере и	1	1
1249	можно было	4	1
1250	было выдвинуто	1	1
1251	в более	1	1
1252	следующими словами	1	1
1253	быть сведено	1	1
1254	как о	1	1
1255	был всем	1	1
1256	со всеми	5	1
1257	с ними	2	1
1258	к уже	1	1
1259	прямо к	2	1
1260	произведением и	1	1
1261	со времен	1	1
1262	что у	8	1
1263	начала с	1	1
1264	в особый	2	1
1265	как при	1	1
1266	к чему-то	2	1
1267	всем протяжении	1	1
1268	чтобы питать	1	1
1269	и действительно	1	1
1270	то время	6	1
1271	это время	1	1
1272	как отмечал	1	1
1273	оказывается на	1	1
1274	в одних	1	1
1275	отдельного человека	10	1
1276	может стать	3	1
1277	для каждого	1	1
1278	фактов и	2	1
1279	возникает как	3	1
1280	и так	7	1
1281	в слове	3	1
1282	о двух	1	1
1283	никто не	1	1
1284	дело идет	1	1
1285	в восприятии	1	1
1286	бы не	1	1
1287	поэзии и	8	1
1288	том как	2	1
1289	сравнению с	3	1
1290	является вопрос	1	1
1291	зависимости от	7	1
1292	законченной и	1	1
1293	в те	1	1
1294	в известном	2	1
1295	эта последняя	1	1
1296	друг от	1	1
1297	которая не	2	1
