N	2gram	Voloshinov	TeoriaLi
395	с которой	1	1
396	с помощью	6	1
397	жизни и	4	1
398	жизненной ситуации	2	1
399	и вся	1	1
400	оценки и	2	1
401	а между	1	1
402	с автором	3	1
403	искусства этот	1	1
404	одно из	1	1
405	ни были	1	1
406	и те	2	1
407	в истории	1	1
408	не так	2	1
409	и общества	1	1
410	еще один	1	1
411	непосредственно к	1	1
412	действия и	2	1
413	жизни он	1	1
414	автора с	1	1
415	каждая вещь	1	1
416	между людьми	1	1
417	эта возможность	2	1
418	на одну	1	1
419	к ним	2	1
420	двух других	1	1
421	в комнате	2	1
422	героя оно	1	1
423	настоящее время	2	1
424	него не	1	1
425	говорящих и	1	1
426	и оценки	2	1
427	оно стало	1	1
428	до конца	2	1
429	за его	2	1
430	на вещи	1	1
431	в индивидуальную	1	1
432	нигде не	1	1
433	в одной	1	1
434	отношения в	1	1
435	что все	1	1
436	то она	1	1
437	входят в	1	1
438	ее внутренней	1	1
439	том же	1	1
440	если ее	1	1
441	исходит из	1	1
442	жизни за	1	1
443	момент в	1	1
444	поэтому не	1	1
445	нем по	1	1
446	со словом	2	1
447	тем это	1	1
448	но если	1	1
449	ним на	1	1
450	автора на	1	1
451	значением а	1	1
452	к предмету	5	1
453	с собственной	1	1
454	события она	1	1
455	друг друга	1	1
456	как явление	1	1
457	в настоящее	2	1
458	крайней мере	1	1
459	и становится	1	1
460	едва ли	2	1
461	тот же	1	1
462	другого и	1	1
463	большинстве своем	1	1
464	не входят	1	1
465	ситуации и	1	1
466	этих моментов	1	1
467	слова так	2	1
468	в строгой	2	1
469	к общему	1	1
470	и такой	1	1
471	проникает в	1	1
472	общения в	1	1
473	так как	9	1
474	от его	1	1
475	они не	1	1
476	внехудожественной действительности	1	1
477	автору и	3	1
478	лирические формы	1	1
479	только отдельные	1	1
480	но из	1	1
481	до минимума	1	1
482	высказывания с	2	1
483	должно быть	1	1
484	всех сторон	1	1
485	действительно является	1	1
486	к интонации	1	1
487	свое незаместимое	1	1
488	материала и	4	1
489	второй план	1	1
490	подчеркнуть что	2	1
491	художественной формы	5	1
492	искусства может	1	1
493	форму в	2	1
494	для нас	7	1
495	произведение взятое	1	1
496	о ком	2	1
497	на которой	1	1
498	этим словом	1	1
499	слово в	3	1
500	сколько бы	3	1
501	тому же	2	1
502	отношения между	1	1
503	ведь это	1	1
504	ко второму	1	1
505	не было	1	1
506	является таким	1	1
507	и более	3	1
508	для других	2	1
509	но эта	1	1
510	места в	1	1
511	позицию по	1	1
512	что не	4	1
513	высказывания мы	1	1
514	и непосредственное	1	1
515	этого события	1	1
516	не остается	2	1
517	и без	1	1
518	с жизнью	1	1
519	же оно	1	1
520	нашем примере	7	1
521	художественном произведении	3	1
522	смысла слова	1	1
523	не есть	2	1
524	рядом с	1	1
525	при таком	1	1
526	определяет его	1	1
527	зрения не	1	1
528	именно эту	1	1
529	в такой	3	1
530	творчества он	1	1
531	именно эта	1	1
532	в двух	1	1
533	и художественного	1	1
534	в условиях	2	1
535	к вопросу	1	1
536	форма в	2	1
537	себе и	1	1
538	точек зрения	3	1
539	из этого	3	1
540	единство и	1	1
541	должен занимать	1	1
542	и другого	1	1
543	на них	1	1
544	же как	1	1
545	природу художественной	1	1
546	и мир	1	1
547	на которую	1	1
548	остается в	1	1
549	этом особенно	1	1
550	со всех	2	1
551	опираясь на	2	1
552	лингвистической точки	1	1
553	только к	1	1
554	жизнь и	1	1
555	слушателю отводится	1	1
556	двустороннюю позицию	1	1
557	разрыв между	2	1
558	стиля в	1	1
559	в лучшем	1	1
560	занимать особую	1	1
561	зрения как	1	1
562	она не	2	1
563	форма лирики	1	1
564	ту же	1	1
565	которой сводится	1	1
566	части и	1	1
567	так называемые	1	1
568	мы понимаем	1	1
569	это по	1	1
570	бы они	1	1
571	природой и	1	1
572	эта сторона	1	1
573	и их	1	1
574	его смысла	1	1
575	можно было	1	1
576	если она	1	1
577	смысл слова	1	1
578	позицию в	1	1
579	стороны и	2	1
580	только то	1	1
581	к кому	1	1
582	у нее	1	1
583	и последовательное	1	1
584	когда мы	1	1
585	не совпадает	1	1
586	на это	2	1
587	было бы	1	1
588	в поэтической	1	1
589	из нее	1	1
590	же самое	2	1
591	так называемый	1	1
592	как мы	1	1
593	общего с	2	1
594	что для	1	1
595	его как	2	1
596	незаместимое место	1	1
597	и интонациями	1	1
598	в зависимости	2	1
599	которые в	1	1
600	поле зрения	1	1
601	но прежде	1	1
602	обратимся к	1	1
603	это ни	1	1
604	жизненную ситуацию	1	1
605	художественного смысла	1	1
606	бытия и	1	1
607	к пониманию	1	1
608	и поступки	1	1
609	из его	1	1
610	нуждается в	3	1
611	теории искусства	1	1
612	и только	1	1
613	отрешиться от	1	1
614	независимо от	2	1
615	лучшем случае	1	1
616	для этого	1	1
617	интонации и	1	1
618	и совершенно	2	1
619	жизнью и	2	1
620	кажется что	1	1
621	к автору	4	1
622	более того	2	1
