N	2gram	Vygotskiy_	KulturaY
125	для нас	9	13
126	это и	7	13
127	по существу	4	13
128	слово это	1	13
129	в пределах	3	13
130	и его	10	13
131	с этой	5	12
132	говорить о	1	12
133	в результате	6	12
134	того же	5	12
135	ясно что	10	12
136	а только	1	12
137	вопроса о	2	12
138	этот вопрос	6	12
139	могут быть	8	12
140	тогда когда	1	12
141	как в	4	12
142	речь в	2	12
143	не трудно	1	12
144	этого слова	1	12
145	для этого	12	12
146	те же	3	11
147	должен быть	3	11
148	в своем	12	11
149	речи и	2	11
150	он не	10	11
151	в нем	13	11
152	и здесь	11	11
153	должна быть	2	11
154	и то	12	11
155	что язык	1	11
156	еще и	1	11
157	совершенно не	11	11
158	из этих	4	11
159	и если	13	11
160	этом отношении	3	11
161	уже в	7	11
162	слова в	1	11
163	в их	3	11
164	в какой	5	11
165	или иной	2	11
166	в особенности	3	10
167	в речи	1	10
168	как и	9	10
169	речь идет	1	10
170	так же	19	10
171	конечно не	3	10
172	к этому	5	10
173	несмотря на	5	10
174	бы в	7	10
175	ту же	3	10
176	этом смысле	4	10
177	не просто	6	10
178	в то	6	10
179	после того	1	10
180	со стороны	3	10
181	в каком	7	10
182	с этим	4	10
183	они не	3	10
184	бы и	1	10
185	тем более	1	10
186	того или	1	10
187	в нашей	5	10
188	тем самым	1	10
189	от того	6	10
190	что слово	1	9
191	в своей	8	9
192	можно сказать	4	9
193	что все	12	9
194	в которой	4	9
195	но для	1	9
196	очевидно что	3	9
197	рядом с	6	9
198	здесь не	1	9
199	мы говорим	1	9
200	и есть	7	9
201	или иного	1	9
202	ни в	5	9
203	не имеет	2	9
204	что мы	12	9
205	не потому	2	9
206	но это	2	9
207	и для	13	9
208	дает нам	2	9
209	и вот	7	9
210	то мы	2	9
211	а также	1	9
212	ли не	2	9
213	но уже	2	9
214	на то	27	9
215	в целом	7	9
216	в этих	3	8
217	но все	5	8
218	может служить	1	8
219	на практике	1	8
220	в структуре	1	8
221	что они	11	8
222	по преимуществу	2	8
223	с одной	15	8
224	тому же	4	8
225	в таком	4	8
226	тому что	11	8
227	не есть	4	8
228	в чем	1	8
229	в своих	9	8
230	в тех	3	8
231	мы видели	2	8
232	а потому	1	8
233	был бы	8	8
234	заключается в	13	8
235	да и	4	8
236	то и	1	8
237	тех пор	2	8
238	слов и	2	8
239	состоит в	3	8
240	с его	6	8
241	этом случае	2	8
242	независимо от	1	8
243	на самом	9	8
244	и как	10	8
245	об этом	5	8
246	не говоря	1	8
247	в частности	6	8
248	далеко не	4	8
249	и о	5	8
250	же в	3	8
251	само по	3	8
252	что на	6	8
253	например в	2	7
254	казалось бы	11	7
255	нам не	2	7
256	в котором	5	7
257	пор пока	2	7
258	в одном	5	7
259	свою очередь	1	7
260	была бы	4	7
261	указать на	1	7
262	на том	4	7
263	внимание на	4	7
264	при чем	1	7
265	во внимание	5	7
266	учение о	1	7
267	так сказать	1	7
268	а с	7	7
269	столь же	3	7
270	чуть ли	1	7
271	одной стороны	15	7
272	в процессе	1	7
273	с ним	4	7
274	никак не	10	7
275	сводится к	7	7
276	есть лишь	1	7
277	с ними	1	7
278	и более	1	7
279	когда мы	10	7
280	идет о	1	7
281	в свою	3	7
282	в истории	1	7
283	как например	2	7
284	до конца	7	7
285	бы сказать	3	7
286	на этот	7	7
287	в самой	1	7
288	в поэзии	5	7
289	все равно	3	7
290	в г	1	7
291	смысле этого	1	7
292	и вовсе	1	7
293	нисколько не	3	7
294	не все	3	7
295	и потому	8	7
296	п и	1	7
297	том случае	1	7
298	до тех	2	7
299	она не	1	7
300	здесь можно	1	7
301	не знает	2	7
302	когда он	10	7
303	что касается	4	7
304	как он	6	7
305	были бы	3	6
306	только что	11	6
307	даже в	2	6
308	в корне	2	6
309	только для	2	6
310	отличается от	4	6
311	на этой	1	6
312	случаи когда	1	6
313	уже о	1	6
314	о них	2	6
315	вообще и	1	6
316	что как	1	6
317	что именно	7	6
318	по поводу	6	6
319	она есть	2	6
320	гораздо более	3	6
321	на язык	2	6
322	мы знаем	4	6
323	в ее	3	6
324	не столько	1	6
325	указывает что	7	6
326	и именно	8	6
327	от этого	1	6
328	той или	2	6
329	могли бы	6	6
330	на этом	11	6
331	так называемые	1	6
332	должны быть	1	6
333	за пределы	1	6
334	однако что	1	6
335	то или	1	6
336	или иное	1	6
337	я в	1	6
338	мы называем	2	6
339	главным образом	3	6
340	пушкин и	1	6
341	романа в	1	6
342	не на	1	6
343	оно не	2	6
344	если не	2	6
345	этой точки	3	6
346	но только	3	6
347	содержание и	4	6
348	перед нами	5	6
349	когда в	2	6
350	что если	9	6
351	же время	2	6
352	в отличие	3	6
353	в сфере	1	6
354	тем же	3	6
355	в себе	13	6
356	что оно	12	6
357	данном случае	4	6
358	мы не	8	6
359	что с	8	6
360	или в	6	6
361	то это	6	6
362	если и	1	6
363	как будто	7	6
364	что эти	4	6
365	отличие от	3	6
366	что значит	1	6
367	не с	2	6
368	говоря о	1	6
369	только то	1	6
370	это только	5	6
371	приводит к	2	6
372	как к	1	6
373	которые в	2	6
374	нуждается в	3	6
375	в каком-то	2	6
376	и к	5	5
377	очень много	1	5
378	еще более	2	5
379	в большей	2	5
380	не как	3	5
381	нас в	2	5
382	но что	3	5
383	и даже	4	5
384	более или	1	5
385	на которых	2	5
386	и того	2	5
387	нельзя было	2	5
388	даже и	2	5
389	доказать что	1	5
390	в другом	3	5
391	видеть что	1	5
392	связь между	2	5
393	превращается в	2	5
394	ни одного	5	5
395	могло бы	4	5
396	кроме того	1	5
397	точка зрения	4	5
398	не то	4	5
399	никогда не	15	5
400	и он	7	5
401	на протяжении	2	5
402	к себе	1	5
403	обратить внимание	2	5
404	чем в	3	5
405	как же	1	5
406	в конце	10	5
407	в двух	9	5
408	и у	1	5
409	у него	9	5
410	но как	3	5
411	и является	2	5
412	все те	3	5
413	в форме	2	5
414	бы уже	1	5
415	так что	8	5
416	всех этих	3	5
417	одного и	2	5
418	не так	4	5
419	также что	1	5
420	смысле слова	2	5
421	и при	3	5
422	мы в	3	5
423	из того	4	5
424	в отношении	2	5
425	конечно и	1	5
426	к его	2	5
427	о котором	9	5
428	то он	2	5
429	уже из	1	5
430	относится к	2	5
431	быть не	2	5
432	смысл который	1	5
433	на примере	7	5
434	но если	3	5
435	только о	2	5
436	бы на	2	5
437	о нем	3	5
438	и от	2	5
439	мы находим	2	5
440	а на	1	5
441	материал для	2	5
442	язык и	1	5
443	так в	4	5
444	по своему	1	5
445	для нашей	2	5
446	или менее	1	5
447	это так	2	5
448	только не	5	5
449	в конечном	2	5
450	и их	3	5
451	мы должны	10	5
452	учения о	3	5
453	как не	1	5
454	что можно	1	5
455	отношение к	1	5
456	в каких	2	5
457	и только	5	5
458	вопросом о	1	5
459	есть не	7	5
460	еще раз	2	4
461	мы и	2	4
462	о чем	4	4
463	одно из	1	4
464	как они	3	4
465	мне кажется	3	4
466	представление о	1	4
467	конечном счете	2	4
468	так например	5	4
469	как только	5	4
470	связано с	1	4
471	и где	2	4
472	ответить на	1	4
473	к этой	2	4
474	не сделал	1	4
475	мы увидим	11	4
476	увидим что	13	4
477	так мы	4	4
478	с большим	1	4
479	быть в	1	4
480	как я	1	4
481	что даже	3	4
482	не мог	1	4
483	из них	7	4
484	к нему	1	4
485	всего в	1	4
486	иначе говоря	1	4
487	но еще	3	4
488	его в	2	4
489	совершенно ясно	13	4
490	отношения между	3	4
491	но он	6	4
492	не о	1	4
493	не говорит	1	4
494	будто бы	3	4
495	которое в	2	4
496	это есть	3	4
497	характер и	1	4
498	но ведь	2	4
499	между ними	2	4
500	же как	4	4
501	о которых	3	4
502	себе и	4	4
503	и это	13	4
504	в смысле	1	4
505	чтобы понять	3	4
506	в каждом	2	4
507	мы можем	8	4
508	данный момент	1	4
509	ли это	3	4
510	в лучшем	3	4
511	сюда же	1	4
512	не дает	2	4
513	которые и	1	4
514	в английской	1	4
515	или же	1	4
516	если же	3	4
517	это действительно	2	4
518	как известно	1	4
519	могла бы	4	4
520	что для	6	4
521	и все	15	4
522	же мы	3	4
523	на деле	9	4
524	уже на	1	4
525	как таковой	1	4
526	для каждой	1	4
527	мы приходим	1	4
528	то в	1	4
529	которых мы	5	4
530	это уже	1	4
531	сам по	4	4
532	из которых	5	4
533	уяснить себе	2	4
534	том и	3	4
535	я имею	1	4
536	пространственные формы	1	4
537	нам в	1	4
538	здесь мы	2	4
539	отношения к	2	4
540	уже что	1	4
541	бы не	1	4
542	именно поэтому	2	4
543	в известном	2	4
544	из области	1	4
545	все они	2	4
546	ни на	3	4
547	эту можно	1	4
548	по сравнению	4	4
549	именно на	6	4
550	не понимает	1	4
551	обе эти	2	4
552	он есть	1	4
553	что когда	2	4
554	имею в	1	4
555	что вообще	2	4
556	мог бы	3	4
557	именно этот	1	4
558	на который	1	4
559	однако в	1	4
560	точку зрения	1	4
561	подойти к	1	4
562	формы и	4	4
563	д и	1	4
564	как нельзя	2	4
565	этой области	1	4
566	различие между	1	4
567	и было	2	4
568	что так	1	4
569	указание на	1	4
570	что сказано	1	4
571	в виде	3	4
572	в стороне	2	4
573	и без	1	4
574	последнее время	1	4
575	на все	2	4
576	в такой	1	4
577	вопросе о	1	4
578	поскольку она	1	4
579	нельзя не	1	4
580	нужно было	1	4
581	этом слове	1	4
582	но дело	1	4
583	сказано выше	1	4
584	на это	3	4
585	что поскольку	1	4
586	одного из	1	4
587	в узком	1	4
588	такой же	2	4
589	только после	1	4
590	это в	5	4
591	ли в	1	4
592	не к	1	4
593	а то	1	4
594	это на	2	3
595	и другие	3	3
596	все что	1	3
597	случае в	1	3
598	должно составить	1	3
599	речи оратора	1	3
600	тех кто	1	3
601	в особую	1	3
602	тем как	2	3
603	мысли и	1	3
604	в некоторых	2	3
605	что дело	3	3
606	и говорить	1	3
607	не хочет	1	3
608	до крайности	1	3
609	все дело	1	3
610	из самых	3	3
611	давно уже	2	3
612	в собственном	2	3
613	в одно	1	3
614	на эту	1	3
615	меньше всего	4	3
616	другое дело	1	3
617	в это	2	3
618	знаем что	5	3
619	поставить вопрос	1	3
620	но мы	4	3
621	смысл этого	3	3
622	мы с	3	3
623	еще один	2	3
624	совершенно ином	1	3
625	больше всего	1	3
626	но даже	1	3
627	построения в	1	3
628	во многих	1	3
629	указать что	1	3
630	за собой	1	3
631	говорит что	13	3
632	в свете	1	3
633	что речь	1	3
634	убедиться в	1	3
635	всего что	1	3
636	так то	1	3
637	наряду с	1	3
638	в контексте	1	3
639	на него	4	3
640	все время	44	3
641	который в	1	3
642	от них	1	3
643	на котором	1	3
644	немедленно же	2	3
645	но так	1	3
646	представить себе	2	3
647	бы то	1	3
648	понимать что	1	3
649	их содержания	1	3
650	то для	1	3
651	он все	2	3
652	согласно которому	1	3
653	к жизни	2	3
654	в следующем	1	3
655	можно рассматривать	1	3
656	именно здесь	1	3
657	что его	2	3
658	одним из	1	3
659	быть только	1	3
660	пример из	1	3
661	и следовательно	3	3
662	в сторону	2	3
663	под влиянием	3	3
664	в других	1	3
665	чтобы мы	2	3
666	именно как	1	3
667	от себя	2	3
668	принять во	2	3
669	на нем	1	3
670	или иные	1	3
671	не приходится	1	3
672	иметь в	3	3
673	даже не	1	3
674	образом если	2	3
675	то ни	1	3
676	не раз	2	3
677	именно потому	4	3
678	смысла и	1	3
679	значение и	2	3
680	привести в	1	3
681	только с	3	3
682	точно также	1	3
683	что есть	3	3
684	о его	1	3
685	убедимся что	1	3
686	которое мы	3	3
687	речи которые	1	3
688	мы будем	3	3
689	образом в	3	3
690	на место	1	3
691	показывает что	3	3
692	во время	4	3
693	в него	5	3
694	в одну	1	3
695	еще одно	1	3
696	он действительно	1	3
697	собственном смысле	2	3
698	социальной жизни	1	3
699	та же	6	3
700	если в	1	3
701	и сейчас	5	3
702	и дает	3	3
703	содержания и	4	3
704	чтобы создать	1	3
705	что сам	1	3
706	не принял	1	3
707	под этим	1	3
708	этот смысл	1	3
709	что нет	3	3
710	вместо того	1	3
711	в наших	1	3
712	что у	7	3
713	и мы	28	3
714	в россии	1	3
715	показать что	17	3
716	если это	4	3
717	в романе	2	3
718	и действительно	2	3
719	то время	4	3
720	том смысле	1	3
721	том как	1	3
722	в стихах	1	3
723	как ты	1	3
724	в которые	1	3
725	его и	2	3
726	в прозе	2	3
727	какой мере	1	3
728	для всякой	1	3
729	так чтобы	2	3
730	и уже	4	3
731	каждой из	1	3
732	те или	1	3
733	не могло	2	3
734	значение для	2	3
735	каждый из	2	3
736	действия и	5	3
737	не представляет	1	3
738	знает что	2	3
739	мне не	1	3
740	тому чтобы	1	3
741	что здесь	3	3
742	без всякого	3	3
743	заметить что	1	3
744	нет и	2	3
745	он в	3	3
746	и под	3	3
747	она может	1	3
748	лучше всего	1	3
749	том же	1	3
750	силу того	1	3
751	культурной жизни	1	3
752	это просто	1	3
753	формы как	1	3
754	и следует	1	3
755	решительно ничего	1	3
756	мы могли	5	3
757	значение в	1	3
758	в первый	1	3
759	для него	5	3
760	не для	4	3
761	естественно что	2	3
762	мало того	1	3
763	как у	1	3
764	на русский	1	3
765	из своих	1	3
766	от речи	1	3
767	как именно	1	3
768	за этим	2	3
769	о характере	1	3
770	это еще	1	3
771	уже совершенно	4	3
772	которое было	2	3
773	между собою	1	3
774	сама по	3	3
775	с той	2	3
776	приходим к	2	3
777	этой цели	3	3
778	или даже	1	3
779	и дальше	3	3
780	и со	1	3
781	этого вопроса	1	3
782	на его	4	3
783	нам следует	1	3
784	с первого	1	3
785	на них	3	3
786	предположить что	2	3
787	и эти	3	3
788	что от	2	3
789	в прямой	1	3
790	а как	3	3
791	ему нужно	3	3
792	не по	1	3
793	конце концов	6	3
794	в искусстве	12	3
795	лучшем случае	3	3
796	и может	3	3
797	но она	3	3
798	отказ от	1	3
799	в начале	1	3
800	признать что	4	3
801	идет речь	3	3
802	как некоторое	1	3
803	статье о	1	3
804	самый смысл	1	3
805	различие в	1	3
806	понять что	1	3
807	с таким	2	3
808	этой же	1	3
809	иное как	2	3
810	котором говорит	4	3
811	он пользуется	1	2
812	поэтического произведения	1	2
813	что было	1	2
814	с которыми	1	2
815	во всем	3	2
816	они имеют	1	2
817	от него	5	2
818	и составляет	4	2
819	только из	1	2
820	мы найдем	5	2
821	и содержания	1	2
822	уж не	1	2
823	по тому	1	2
824	которые не	2	2
825	которая в	1	2
826	дело с	5	2
827	в применении	1	2
828	любовь к	1	2
829	который должен	1	2
830	из всех	1	2
831	на вопросе	1	2
832	составляют предмет	1	2
833	в разных	1	2
834	самое важное	5	2
835	или нет	1	2
836	труда и	1	2
837	каждый данный	1	2
838	очень плохо	1	2
839	не годится	1	2
840	роман в	1	2
841	его от	1	2
842	ссылкой на	1	2
843	нами в	2	2
844	или работы	1	2
845	в день	1	2
846	и такое	1	2
847	у пушкина	1	2
848	он имеет	1	2
849	время как	5	2
850	вот что	2	2
851	от одной	1	2
852	том или	1	2
853	в жизни	2	2
854	имеет место	3	2
855	к самому	3	2
856	здесь дело	2	2
857	совершенно одинаково	3	2
858	или ином	1	2
859	указывал что	1	2
860	этот закон	4	2
861	почти все	3	2
862	он является	2	2
863	всего тем	1	2
864	раз когда	1	2
865	это по-видимому	1	2
866	большей части	1	2
867	понятно что	6	2
868	ними и	1	2
869	слишком много	1	2
870	мысли что	1	2
871	во все	4	2
872	в действительности	2	2
873	что этот	3	2
874	по его	5	2
875	применении к	1	2
876	имеет в	1	2
877	не должен	1	2
878	почти исключительно	1	2
879	к выполнению	1	2
880	действительно так	2	2
881	что вся	3	2
882	с такой	5	2
883	одной и	4	2
884	но может	2	2
885	когда она	3	2
886	но они	2	2
887	забудем что	1	2
888	на пути	1	2
889	и когда	12	2
890	такое значение	1	2
891	и значение	1	2
892	чтобы показать	2	2
893	в вопросе	1	2
894	в глаза	2	2
895	что основная	1	2
896	и остается	1	2
897	на наших	2	2
898	к числу	1	2
899	такая же	1	2
900	находится в	2	2
901	с этими	1	2
902	в научном	1	2
903	можно привести	1	2
904	исходит из	5	2
905	одна из	6	2
906	мы тем	1	2
907	узком смысле	1	2
908	понятие о	1	2
909	чем это	4	2
910	раз на	1	2
911	едва ли	3	2
912	целого ряда	1	2
913	смысле как	1	2
914	до крайних	1	2
915	действительно в	1	2
916	конечно только	1	2
917	необходимо показать	1	2
918	то оно	1	2
919	хотелось бы	1	2
920	что иное	2	2
921	под конец	1	2
922	в состоянии	3	2
923	смысле в	1	2
924	что сама	1	2
925	объяснение в	1	2
926	ни было	1	2
927	значение которое	1	2
928	ее можно	1	2
929	счете к	1	2
930	не соответствует	1	2
931	выше о	1	2
932	не показано	1	2
933	слов то	1	2
934	х годов	1	2
935	в некоторой	2	2
936	бы что	2	2
937	наше внимание	2	2
938	что между	2	2
939	лежит в	1	2
940	основании что	1	2
941	говорит он	2	2
942	словом в	1	2
943	этого нам	1	2
944	автором в	1	2
945	в несколько	1	2
946	и говорит	4	2
947	сказал что	2	2
948	и приводит	1	2
949	и хорошо	1	2
950	он говорит	5	2
951	дано в	1	2
952	на тот	1	2
953	в деле	1	2
954	себе не	2	2
955	из чего	1	2
956	одном из	2	2
957	особенности в	1	2
958	понимать под	1	2
959	его жизни	1	2
960	письме к	1	2
961	в себя	2	2
962	что их	2	2
963	не был	1	2
964	быть что	1	2
965	научной и	1	2
966	в русской	1	2
967	чтобы составить	1	2
968	нами как	3	2
969	материалом для	1	2
970	их не	2	2
971	бы к	1	2
972	это как	2	2
973	мысль и	2	2
974	свое место	1	2
975	этого процесса	1	2
976	действие в	2	2
977	содержания которое	1	2
978	взглянуть на	3	2
979	это по	2	2
980	не будет	3	2
981	что эта	8	2
982	и тот	2	2
983	уже потому	1	2
984	тем и	1	2
985	так потому	1	2
986	через которые	1	2
987	литературы и	2	2
988	совершенно справедливо	4	2
989	меняется и	1	2
990	его так	1	2
991	того кто	1	2
992	это же	2	2
993	ко времени	1	2
994	равно как	2	2
995	с полным	1	2
996	общего с	1	2
997	его как	1	2
998	в систему	1	2
999	но есть	1	2
1000	и др	2	2
1001	здесь совершенно	2	2
1002	когда они	2	2
1003	нас совершенно	2	2
1004	часто и	1	2
1005	что только	1	2
1006	показывают что	1	2
1007	этой фразы	1	2
1008	мы теперь	1	2
1009	пушкина мы	1	2
1010	и чтобы	3	2
1011	для чего	4	2
1012	легко видеть	1	2
1013	себе как	1	2
1014	он стал	1	2
1015	из основных	1	2
1016	искусства в	7	2
1017	и самый	2	2
1018	вот пример	1	2
1019	доказывает что	1	2
1020	к сожалению	2	2
1021	потому чтобы	1	2
1022	к такому	3	2
1023	я уже	1	2
1024	и должны	1	2
1025	что многие	1	2
1026	переходит в	1	2
1027	следует ли	1	2
1028	бы составить	1	2
1029	от нас	2	2
1030	и такой	1	2
1031	к разряду	4	2
1032	к действию	1	2
1033	для них	1	2
1034	от другого	1	2
1035	однако он	1	2
1036	самого по	1	2
1037	не могла	2	2
1038	видели уже	1	2
1039	в плоскости	1	2
1040	только они	1	2
1041	должен был	7	2
1042	поэтому и	1	2
1043	сами по	2	2
1044	отличаются от	1	2
1045	всегда в	1	2
1046	существует между	7	2
1047	в моем	1	2
1048	это положение	1	2
1049	легко и	2	2
1050	с целью	1	2
1051	человек который	1	2
1052	есть нечто	3	2
1053	воздуха и	1	2
1054	это время	1	2
1055	и так	4	2
1056	состоит из	1	2
1057	справедливо указывает	1	2
1058	и просто	3	2
1059	никто не	4	2
1060	сравнению с	4	2
1061	не до	1	2
1062	нас все	1	2
1063	которого не	1	2
1064	которая не	1	2
1065	нет в	2	2
1066	к другому	2	2
1067	ничего общего	1	2
1068	в словах	3	2
1069	самое это	1	2
1070	этот процесс	1	2
1071	думать что	3	2
1072	у нее	1	2
1073	но оно	1	2
1074	не является	3	2
1075	раз из	1	2
1076	еще на	1	2
1077	на той	1	2
1078	что самое	6	2
1079	один только	1	2
1080	значение этого	1	2
1081	убеждение в	1	2
1082	удобнее всего	1	2
1083	рассматривать как	3	2
1084	и теперь	2	2
1085	для нее	1	2
1086	мы получим	2	2
1087	смысл в	2	2
1088	вслед за	3	2
1089	большей частью	1	2
1090	и до	4	2
1091	сам пушкин	1	2
1092	друг от	2	2
1093	в совершенно	6	2
1094	и той	4	2
1095	имеем в	1	2
1096	на которые	2	2
1097	не забудем	1	2
1098	данного речевого	1	2
1099	и там	2	2
1100	нам пришлось	1	2
1101	образом то	1	2
1102	начиная с	1	2
1103	одной из	2	2
1104	эти категории	1	2
1105	звуков в	1	2
1106	в глазах	2	2
1107	на улице	1	2
1108	в каждый	1	2
1109	всякий раз	6	2
1110	самом процессе	2	2
1111	деле в	1	2
1112	то здесь	2	2
1113	дело именно	1	2
1114	и значит	1	2
1115	у них	1	2
1116	не из	2	2
1117	исключительно в	1	2
1118	обстановки в	1	2
1119	строится на	1	2
1120	нам только	4	2
1121	он должен	8	2
1122	деле не	1	2
1123	ответ на	5	2
1124	было как	1	2
1125	ничем не	1	2
1126	вот например	1	2
1127	одним и	3	2
1128	наших глазах	1	2
1129	это особенно	1	2
1130	конечно в	1	2
1131	и естественно	1	2
1132	и пространственные	1	2
1133	он называет	1	2
1134	в английском	1	2
1135	ее в	2	2
1136	не заметить	1	2
1137	где он	1	2
1138	мы легко	5	2
1139	здесь в	2	2
1140	на которой	1	2
1141	же не	2	2
1142	по этому	5	2
1143	от друга	2	2
1144	отказаться от	1	2
1145	по моему	2	2
1146	дело в	4	2
1147	преодоления и	1	2
1148	просто и	2	2
1149	на такие	1	2
1150	вот это	1	2
1151	вообще не	1	2
1152	нас к	1	2
1153	возможно и	1	2
1154	иной раз	1	2
1155	основана на	2	2
1156	другом месте	1	2
1157	для примера	1	2
1158	говорить как	1	2
1159	один и	1	2
1160	именно эта	2	2
1161	это было	4	2
1162	не что	2	2
1163	для которого	1	2
1164	бы совершенно	1	2
1165	ничего нельзя	1	2
1166	в одной	4	2
1167	и вообще	2	2
1168	без конца	1	2
1169	которая как	1	2
1170	показать в	1	2
1171	и мысли	1	2
1172	поэзии мы	1	2
1173	в эти	1	2
1174	больше внимания	1	2
1175	только к	1	2
1176	за то	3	2
1177	относительно того	1	2
1178	прав когда	9	2
1179	такие же	1	2
1180	же к	1	2
1181	эти последние	1	2
1182	с основной	1	2
1183	в самых	4	2
1184	в руки	3	2
1185	есть одна	2	2
1186	ни один	2	2
1187	тому как	3	2
1188	в теории	2	2
1189	что нужно	1	2
1190	с совершенно	3	2
1191	не станем	2	2
1192	примеры из	1	2
1193	быть и	2	2
1194	наоборот в	1	2
1195	каждый раз	1	2
1196	оказывается что	2	2
1197	событие и	1	2
1198	например и	1	2
1199	против того	1	2
1200	которой мы	1	2
1201	и часто	1	2
1202	как таковая	1	2
1203	связана с	1	2
1204	поскольку оно	1	2
1205	когда говорит	14	2
1206	во многом	1	2
1207	указывает на	8	2
1208	от мысли	1	2
1209	все содержание	1	2
1210	сказать в	1	2
1211	за счет	1	2
1212	это можно	1	2
1213	а может	1	2
1214	них как	1	2
1215	всей нашей	1	2
1216	жизни и	8	2
1217	и прежде	1	2
1218	свидетельствуют о	1	2
1219	все более	1	2
1220	является ли	2	2
1221	эти два	3	2
1222	может и	2	2
1223	ведь и	1	2
1224	именно это	5	2
1225	мы сказали	2	2
1226	точно и	2	2
1227	дело здесь	2	2
1228	не можем	8	2
1229	не понял	1	2
1230	бы иметь	1	2
1231	форме и	1	2
1232	они указывают	2	1
1233	основная линия	1	1
1234	более не	1	1
1235	находим в	1	1
1236	чрезвычайно важно	1	1
1237	что один	1	1
1238	видели в	1	1
1239	это утверждение	2	1
1240	могут иметь	1	1
1241	несомненно что	2	1
1242	пушкин в	1	1
1243	к проблеме	1	1
1244	только чтобы	1	1
1245	и статей	1	1
1246	и сказывается	1	1
1247	к другу	5	1
1248	что графика	1	1
1249	этого необходимо	2	1
1250	не нужна	1	1
1251	никаких сомнений	1	1
1252	не материальная	1	1
1253	в последнее	1	1
1254	русской литературе	1	1
1255	несомненной связи	1	1
1256	может в	1	1
1257	с двух	1	1
1258	исходя из	7	1
1259	будто на	2	1
1260	задача которая	1	1
1261	им для	1	1
1262	оратора и	2	1
1263	таком понимании	2	1
1264	совершенно очевидно	6	1
1265	фактам но	1	1
1266	хорошо ли	1	1
1267	как отца	1	1
1268	он показал	2	1
1269	искусства это	1	1
1270	выступает на	1	1
1271	найти и	1	1
1272	характер как	1	1
1273	до самого	2	1
1274	оказывается не	1	1
1275	под ним	1	1
1276	это значит	2	1
1277	полное соответствие	1	1
1278	с выводами	1	1
1279	является в	2	1
1280	годится для	1	1
1281	угодно но	1	1
1282	какой бы	3	1
1283	говорит о	5	1
1284	на другую	1	1
1285	есть contradictio	1	1
1286	в последние	1	1
1287	в общей	1	1
1288	и другими	2	1
1289	крайних пределов	1	1
1290	от этих	3	1
1291	между смыслом	1	1
1292	но автор	2	1
1293	с собой	3	1
1294	дают в	1	1
1295	встречаться и	1	1
1296	ни слова	1	1
1297	и которые	1	1
1298	и самое	1	1
1299	его остается	1	1
1300	гораздо чаще	1	1
1301	которое иначе	1	1
1302	в борьбе	1	1
1303	или во	1	1
1304	нежели в	1	1
1305	это должно	1	1
1306	делает в	1	1
1307	ни одна	2	1
1308	как отзыв	1	1
1309	и сам	1	1
1310	эти вместе	1	1
1311	существенное различие	1	1
