N	2gram	Vygotskiy_	Freidism
192	в которой	6	5
193	тому что	6	5
194	между ними	2	5
195	первый период	1	5
196	старой психологии	1	5
197	в этих	3	5
198	в себя	2	5
199	этого учения	1	5
200	внутренней речи	14	5
201	и по	3	5
202	не было	1	5
203	другими словами	1	5
204	поведение человека	1	5
205	во второй	1	5
206	не знает	1	5
207	как это	6	5
208	только то	2	5
209	от того	7	5
210	заключается в	12	5
211	что может	5	5
212	ничего не	6	5
213	в заключение	4	5
214	в общем	5	5
215	отнюдь не	2	5
216	внешней речи	4	5
217	с которыми	2	4
218	все основные	3	4
219	а потому	1	4
220	мы и	3	4
221	как с	1	4
222	в основном	1	4
223	смысле слова	6	4
224	всей жизни	1	4
225	уже знаем	1	4
226	мысли и	7	4
227	сам по	3	4
228	в виду	5	4
229	сводится к	1	4
230	по себе	9	4
231	если бы	10	4
232	общения между	1	4
233	именно и	1	4
234	именно в	8	4
235	и бессознательным	1	4
236	в собственном	8	4
237	связанные с	2	4
238	как в	7	4
239	этот вопрос	6	4
240	зависимости от	8	4
241	из которого	2	4
242	и желаний	1	4
243	данном случае	5	4
244	из тех	3	4
245	в данном	5	4
246	в котором	6	4
247	мы увидим	3	4
248	потому что	11	4
249	только как	1	4
250	и оно	1	4
251	не всегда	1	4
252	и т.п	5	4
253	слова и	5	4
254	только на	1	4
255	в истории	7	4
256	так же	18	4
257	свою очередь	3	4
258	на которые	1	4
259	нет и	1	4
260	на него	3	4
261	в своем	10	4
262	нигде не	3	4
263	учения об	2	4
264	все время	8	4
265	в психоанализе	2	4
266	одна из	1	4
267	и внешней	1	4
268	только с	2	4
269	едва ли	5	4
270	всех своих	2	4
271	что оно	6	4
272	этой области	1	4
273	в психологии	11	4
274	этом отношении	6	4
275	тем не	1	4
276	по ту	2	4
277	у него	2	4
278	мы находим	7	4
279	не существует	4	4
280	в зависимости	8	4
281	внутренняя речь	7	4
282	но ведь	2	4
283	я не	4	4
284	по своему	1	4
285	между собой	5	4
286	нисколько не	2	4
287	войти в	1	4
288	на язык	2	4
289	и вообще	2	4
290	человека к	4	4
291	о себе	1	4
292	выражение в	1	4
293	первый план	3	4
294	принцип наслаждения	1	4
295	это как	2	4
296	в таких	1	4
297	нашего сознания	3	4
298	не дает	1	4
299	и речи	45	4
300	помощью которых	2	4
301	то ни	1	4
302	этом мы	1	4
303	в развитии	31	4
304	должны быть	2	4
305	в другом	7	4
306	речи мы	5	4
307	личности и	1	4
308	этой теории	4	4
309	ту сторону	2	4
310	к ней	1	4
311	главным образом	2	4
312	в узком	1	4
313	внешнем мире	1	4
314	в области	4	4
315	его к	3	4
316	с ее	3	4
317	в целом	29	4
318	ответ на	4	3
319	собственном смысле	8	3
320	для всех	8	3
321	до сих	4	3
322	и должны	2	3
323	психологической теории	3	3
324	и при	2	3
325	о которой	2	3
326	утверждает что	3	3
327	для них	1	3
328	в результате	7	3
329	и тот	1	3
330	в них	5	3
331	в основу	3	3
332	оно не	1	3
333	и даже	5	3
334	психологии и	1	3
335	все то	1	3
336	все его	1	3
337	их в	6	3
338	это содержание	1	3
339	значение в	4	3
340	себя с	1	3
341	конечном счете	4	3
342	экспериментальной психологии	1	3
343	ребенка к	4	3
344	к его	3	3
345	жизни в	1	3
346	приводит к	8	3
347	другому человеку	2	3
348	которое не	2	3
349	сейчас же	1	3
350	связано с	3	3
351	на этой	2	3
352	говорит фрейд	1	3
353	в обществе	1	3
354	что мы	9	3
355	раз и	1	3
356	ребенка в	17	3
357	учение об	1	3
358	на основе	7	3
359	сознания в	3	3
360	одной и	2	3
361	между двумя	2	3
362	фрейда не	1	3
363	в философских	1	3
364	в одном	5	3
365	сил в	1	3
366	в совершенно	5	3
367	в настоящей	5	3
368	и той	2	3
369	уже в	8	3
370	как на	5	3
371	на две	3	3
372	в нашем	3	3
373	находится в	2	3
374	о том	14	3
375	во всей	8	3
376	в сознании	2	3
377	на этот	7	3
378	сознание человека	1	3
379	иным как	1	3
380	единства и	1	3
381	какой степени	1	3
382	а следовательно	2	3
383	из него	1	3
384	того же	1	3
385	психологии в	4	3
386	представления и	1	3
387	бы то	1	3
388	только не	2	3
389	и то	3	3
390	видели что	6	3
391	мы видим	7	3
392	мир в	2	3
393	к человеку	1	3
394	научной психологии	4	3
395	к себе	2	3
396	не будем	1	3
397	из основных	3	3
398	тому чтобы	2	3
399	фрейд как	1	3
400	социального общения	1	3
401	сознания это	1	3
402	мы конечно	1	3
403	у нас	1	3
404	социальной среды	6	3
405	в конечном	4	3
406	поведении человека	1	3
407	от всех	3	3
408	он пытается	2	3
409	наших дней	1	3
410	одним из	1	3
411	в силах	1	3
412	возможно только	1	3
413	но для	2	3
414	такой же	3	3
415	сновидения и	1	3
416	не остается	3	3
417	случае не	2	3
418	во внутренней	1	3
419	и как	7	3
420	в детской	3	3
421	психоанализа в	1	3
422	согласиться с	1	3
423	и сам	2	3
424	на все	5	3
425	и со	2	3
426	один и	2	3
427	представляется нам	1	3
428	привлекает к	1	3
429	и следовательно	3	3
430	себе и	3	3
431	которой он	2	3
432	единство и	1	3
433	и таким	2	3
434	под влиянием	3	3
435	сих пор	4	3
436	этих двух	4	3
437	остается в	2	3
438	и тех	1	3
439	для психоанализа	1	3
440	в самых	4	3
441	между тем	10	3
442	в какой	5	3
443	и желания	1	3
444	когда он	5	3
445	и является	2	3
446	дать ему	1	3
447	как не	1	3
448	человека с	3	3
449	или как	1	3
450	центр тяжести	1	3
451	вторая часть	1	3
452	целом и	6	3
453	в поведении	4	3
454	мы называем	3	3
455	бы он	3	3
456	свести к	5	3
457	и от	4	3
458	и есть	2	3
459	последовательно и	1	3
460	на другие	1	3
461	же мы	1	3
462	о своих	2	3
463	на место	2	3
464	нуждается в	2	3
465	на всем	3	3
466	независимо от	10	3
467	если это	2	3
468	на это	1	3
469	не выдерживает	2	2
470	для самого	1	2
471	однако и	1	2
472	новое и	1	2
473	и другие	1	2
474	социальной жизни	1	2
475	и самое	1	2
476	в тени	2	2
477	и этот	1	2
478	для ребенка	10	2
479	факты и	2	2
480	опирается на	1	2
481	учением о	1	2
482	выводу что	5	2
483	в момент	1	2
484	психологии не	1	2
485	самого себя	1	2
486	к этой	4	2
487	жизни а	1	2
488	которые он	2	2
489	его с	2	2
490	которых мы	2	2
491	который стал	1	2
492	тогда когда	8	2
493	для себя	7	2
494	без исключения	1	2
495	и их	5	2
496	в применении	2	2
497	желания и	2	2
498	большую роль	1	2
499	оказывается не	1	2
500	связи в	1	2
501	вот как	1	2
502	фактов и	5	2
503	в некоторых	1	2
504	из которых	6	2
505	окружающей его	1	2
506	находятся в	1	2
507	из того	7	2
508	нас в	2	2
509	для нас	4	2
510	самом же	1	2
511	в отношении	14	2
512	же что	2	2
513	это есть	2	2
514	же основной	1	2
515	нас к	10	2
516	она становится	2	2
517	эти понятия	2	2
518	или во	2	2
519	по пути	2	2
520	в первом	2	2
521	но все	3	2
522	с таким	8	2
523	вместо этого	1	2
524	вывести из	1	2
525	не позволяет	1	2
526	подходе к	1	2
527	учения о	8	2
528	из всего	1	2
529	к другим	1	2
530	отношения к	3	2
531	приходит в	1	2
532	а именно	2	2
533	и так	1	2
534	явлений и	1	2
535	мы только	2	2
536	предмета и	1	2
537	только для	6	2
538	не имеет	5	2
539	является для	6	2
540	отличается от	1	2
541	да и	1	2
542	роли в	2	2
543	не пытается	1	2
544	от всей	1	2
545	возникает вопрос	2	2
546	при помощи	2	2
547	нет в	1	2
548	не входит	2	2
549	в дальнейшем	1	2
550	сделать в	1	2
551	но их	1	2
552	всей его	5	2
553	в такой	4	2
554	реальности и	1	2
555	нами выше	2	2
556	бы и	4	2
557	должно быть	4	2
558	вопрос о	11	2
559	совершенно иной	1	2
560	доказать что	1	2
561	и между	1	2
562	в течение	4	2
563	связана с	4	2
564	одной стороны	15	2
565	лежат в	1	2
566	благодаря тому	3	2
567	может сказать	2	2
568	представляет собой	13	2
569	у самого	2	2
570	что осталось	1	2
571	современная психология	2	2
572	жизнь ребенка	1	2
573	и теперь	2	2
574	в изучении	2	2
575	психологии но	1	2
576	значение для	3	2
577	которые можно	1	2
578	распадается на	1	2
579	в различных	1	2
580	от других	1	2
581	и значение	2	2
582	поведения но	1	2
583	превращается в	3	2
584	той социальной	1	2
585	еще более	1	2
586	цели и	1	2
587	пытается объяснить	1	2
588	же самое	4	2
589	мы полагаем	1	2
590	с другой	16	2
591	ничего что	1	2
592	в отличие	3	2
593	которого они	1	2
594	настоящей главе	1	2
595	наука и	1	2
596	когда человек	1	2
597	заметить что	3	2
598	и во	1	2
599	смотрят на	1	2
600	психологии мы	2	2
601	с мыслью	2	2
602	знает только	1	2
603	теории и	4	2
604	для понимания	1	2
605	мы говорили	4	2
606	только его	3	2
607	авторов мы	1	2
608	друг друга	5	2
609	бы в	5	2
610	но так	1	2
611	в связь	2	2
612	содержание сознания	1	2
613	его можно	1	2
614	из этой	2	2
615	которую можно	3	2
616	как к	1	2
617	что с	6	2
618	мы могли	11	2
619	ничем не	3	2
620	что остается	1	2
621	к бессознательному	1	2
622	зависит от	2	2
623	с одной	14	2
624	такого рода	1	2
625	что значит	1	2
626	в состоянии	2	2
627	свою точку	1	2
628	же самых	1	2
629	ни было	1	2
630	для всего	3	2
631	в сновидении	2	2
632	что при	3	2
633	полагаем что	1	2
634	и сама	1	2
635	в качестве	12	2
636	поведения в	1	2
637	этой науки	1	2
638	порыва lan	1	2
639	то мы	1	2
640	но как	1	2
641	на которой	4	2
642	чем он	3	2
643	представлений и	1	2
644	на первую	1	2
645	что между	4	2
646	в следующем	4	2
647	них и	1	2
648	внешнего мира	2	2
649	в их	5	2
650	мировоззрения и	1	2
651	материал для	1	2
652	обратимся к	1	2
653	оказывается по	1	2
654	как по	2	2
655	из важнейших	2	2
656	а также	1	2
657	которые мы	2	2
658	и которая	2	2
659	дело в	3	2
660	как его	2	2
661	для развития	1	2
662	опыта и	3	2
663	в конце	2	2
664	вообще не	1	2
665	противоречие с	1	2
666	и психология	1	2
667	ясно что	2	2
668	обстоятельство что	2	2
669	он в	6	2
670	также в	1	2
671	эти три	2	2
672	же как	8	2
673	не есть	1	2
674	рядом с	1	2
675	другом месте	6	2
676	стремление к	1	2
677	постановка вопроса	2	2
678	разрыв между	1	2
679	следовательно и	1	2
680	к своему	2	2
681	от этого	4	2
682	личности не	3	2
683	больше и	1	2
684	к личности	2	2
685	о которых	4	2
686	это было	1	2
687	применении к	1	2
688	должен быть	6	2
689	в эту	4	2
690	из биологических	1	2
691	что как	4	2
692	в одной	3	2
693	связаны с	2	2
694	с первого	1	2
695	на них	1	2
696	работы и	2	2
697	же деле	1	2
698	могли бы	10	2
699	и мысли	2	2
700	все другие	2	2
701	не то	3	2
702	а с	8	2
703	же с	1	2
704	отличие от	3	2
705	на один	1	2
706	свое выражение	1	2
707	те факты	2	2
708	внешний мир	1	2
709	его не	3	2
710	на другой	1	2
711	также и	2	2
712	психоанализа и	1	2
713	к этим	3	2
714	дело не	1	2
715	с большим	1	2
716	речи и	41	2
717	и тем	8	2
718	то обстоятельство	2	2
719	одним словом	1	2
720	можно сделать	1	2
721	всех других	1	2
722	есть и	1	2
723	и та	1	2
724	этих фактов	4	2
725	помощью которого	1	2
726	в нашей	1	2
727	входит в	1	2
728	в нас	1	2
729	не следует	1	2
730	этом смысле	3	2
731	показали что	5	2
732	пр и	1	2
733	таких случаях	1	2
734	останавливаться на	3	2
735	но вместе	5	2
736	к которой	1	2
737	ведь если	1	2
738	думать что	1	2
739	на всю	1	2
740	нам о	1	2
741	когда мы	2	2
742	и поэтому	2	2
743	но эти	1	2
744	в книге	3	2
745	этого метода	1	2
746	анализу и	2	2
747	в возрасте	1	2
748	этом вопросе	4	2
749	но нет	1	2
750	речь и	7	2
751	и ввести	1	2
752	или иной	3	2
753	всю жизнь	1	2
754	но если	3	2
755	у ребенка	17	2
756	из этого	6	2
757	там где	8	2
758	то в	1	2
759	конце концов	1	2
760	части нашей	1	2
761	lan vital	1	2
762	он должен	4	2
763	не к	3	2
764	это новое	1	2
765	ребенка очень	1	1
766	только их	1	1
767	в особенности	1	1
768	что было	1	1
769	к сожалению	2	1
770	науки о	1	1
771	возрасте в	1	1
772	во всем	4	1
773	находим в	1	1
774	он приходит	2	1
775	стадии своего	2	1
776	с уверенностью	1	1
777	философии и	3	1
778	галлюцинаторное удовлетворение	2	1
779	бы они	1	1
780	образом и	4	1
781	только из	2	1
782	видим его	1	1
783	ребенка и	8	1
784	по существу	8	1
785	мышления не	2	1
786	социального и	1	1
787	ни малейшего	1	1
788	тянется к	1	1
789	и здесь	1	1
790	та же	1	1
791	образов в	1	1
792	речевой деятельности	1	1
793	первые годы	2	1
794	ней мы	1	1
795	ряда фактов	1	1
796	мы обратимся	1	1
797	этой проблемы	10	1
798	это первое	1	1
799	подробно на	1	1
800	поведения с	1	1
801	он стремится	1	1
802	взрослых людей	1	1
803	на совершенно	1	1
804	с уже	1	1
805	которые не	4	1
806	исходя из	1	1
807	господствовал в	1	1
808	судить о	1	1
809	т.е к	1	1
810	которая в	2	1
811	почти не	1	1
812	и активному	1	1
813	вопрос который	4	1
814	на ее	2	1
815	же является	1	1
816	психологическом эксперименте	1	1
817	есть прежде	2	1
818	социального целого	1	1
819	входит ни	1	1
820	и должно	1	1
821	эти особенности	1	1
822	или по	1	1
823	теперь в	2	1
824	его содержание	1	1
825	в детском	11	1
826	их чисто	1	1
827	момента в	1	1
828	до самого	1	1
829	даже в	4	1
830	этом неизбежно	1	1
831	его за	1	1
832	психоаналитической теории	1	1
833	разум и	2	1
834	из всех	3	1
835	переносится в	1	1
836	ребенок в	4	1
837	эта новая	1	1
838	которое оказывает	1	1
839	отношении к	1	1
840	непосредственно связано	1	1
841	которые играют	1	1
842	на несколько	1	1
843	по выражению	2	1
844	и роль	1	1
845	прямо и	2	1
846	никак не	1	1
847	но тем	3	1
848	в другой	2	1
849	его внутреннего	1	1
850	основных моментов	1	1
851	психологии желающей	1	1
852	всех вопросов	1	1
853	а затем	5	1
854	первых двух	1	1
855	в область	1	1
856	что человек	1	1
857	интерес к	1	1
858	это нужно	1	1
859	внешнее сходство	1	1
860	в работах	1	1
861	здесь с	1	1
862	остановиться на	1	1
863	к выводу	10	1
864	случайных обстоятельств	1	1
865	к сновидению	1	1
866	и слов	1	1
867	функция не	2	1
868	ребенка не	6	1
869	построения мы	2	1
870	а есть	1	1
871	важный момент	1	1
872	живут в	1	1
873	его социальной	1	1
874	как внешняя	1	1
875	что вещи	2	1
876	его от	1	1
877	и намеренно	2	1
878	поэтому она	1	1
879	быть может	1	1
880	из свойств	1	1
881	целом ряде	2	1
882	с собой	5	1
883	думаем что	3	1
884	же самые	2	1
885	в плоскости	1	1
886	и эти	2	1
887	и строго	1	1
888	этим вопросом	1	1
889	должен был	1	1
890	как они	2	1
891	назвать в	1	1
892	что нет	1	1
893	так выразиться	1	1
894	первое что	1	1
895	ко всем	3	1
896	в борьбе	2	1
897	оно принадлежит	1	1
898	с неизбежностью	2	1
899	время как	4	1
900	на которых	4	1
901	на примере	3	1
902	и окружающей	1	1
903	именно оно	1	1
904	представляется ему	1	1
905	происходит процесс	1	1
906	в наших	4	1
907	совершенно особую	1	1
908	таков основной	1	1
909	жизни от	1	1
910	следовательно в	1	1
911	штерн и	1	1
912	каким образом	3	1
913	показать что	7	1
914	мы говорим	2	1
915	какой связи	1	1
916	которые она	2	1
917	отношение ребенка	1	1
918	называем только	1	1
919	оно есть	2	1
920	вопрос этот	1	1
921	как при	2	1
922	на элементы	6	1
923	его основной	1	1
924	только несколько	1	1
925	тем что	7	1
926	он со	2	1
927	еще с	1	1
928	она является	1	1
929	то время	5	1
930	но никогда	1	1
931	представление о	7	1
932	особенно те	1	1
933	другую сторону	1	1
934	например в	1	1
935	является выражением	1	1
936	эта концепция	1	1
937	что критическое	1	1
938	эти черты	2	1
939	критическому анализу	1	1
940	с тем	8	1
941	заключение этой	1	1
942	и процессов	1	1
943	с не	1	1
944	на определенной	1	1
945	мы встречаемся	2	1
946	факта для	1	1
947	там же	1	1
948	к нам	1	1
949	часть социального	1	1
950	его речи	1	1
951	корней и	1	1
952	быть понято	1	1
953	речь внутреннюю	1	1
954	ли не	1	1
955	с еще	1	1
956	выход из	1	1
957	в слове	2	1
958	своем изложении	1	1
959	оказалось что	1	1
960	со всем	2	1
961	ступени развития	2	1
962	не приводит	1	1
963	и т	1	1
964	психологии человека	2	1
965	психологии необходимо	1	1
966	мир для	1	1
967	нас интересует	1	1
968	делает он	1	1
969	к какому	1	1
970	мы имели	1	1
971	который не	2	1
972	так называемая	1	1
973	если можно	1	1
974	говорит за	1	1
975	сравнению с	9	1
976	они говорят	2	1
977	в это	1	1
978	собой нечто	1	1
979	развития ребенка	4	1
980	для их	1	1
981	плоскости в	2	1
982	пытается в	1	1
983	он по	2	1
984	сложным и	2	1
985	возрасте после	1	1
986	различные формы	2	1
987	в ряду	1	1
988	всей остальной	1	1
989	мы сейчас	1	1
990	социальной ситуации	1	1
991	в которые	1	1
992	остановиться в	1	1
993	по крайней	1	1
994	из области	2	1
995	мы с	1	1
996	на одном	3	1
997	направление в	1	1
998	нам представляется	1	1
999	чем заключается	1	1
1000	свое время	1	1
1001	низших животных	1	1
1002	несколько дальше	1	1
1003	этот вывод	2	1
1004	старались показать	2	1
1005	позицию занимает	1	1
1006	заключение что	1	1
1007	пункта для	1	1
1008	основных чертах	1	1
1009	который он	1	1
1010	определенной ступени	2	1
1011	играет в	1	1
1012	совершенно независимо	1	1
1013	образом связано	2	1
1014	что сознание	1	1
1015	природы в	1	1
1016	метод придает	1	1
1017	понятно что	2	1
1018	значения для	1	1
1019	как часть	1	1
1020	даже совершенно	1	1
1021	психологического эксперимента	1	1
1022	к нашему	1	1
1023	этом пункте	3	1
1024	этого явления	1	1
1025	психологического факта	1	1
1026	более сложного	1	1
1027	остановимся на	1	1
1028	во все	3	1
1029	это с	1	1
1030	ее к	1	1
1031	не хотим	2	1
1032	этого комплекса	1	1
1033	где нет	1	1
1034	то это	2	1
1035	речью и	4	1
1036	можно считать	2	1
1037	все отдельные	2	1
1038	что этот	2	1
1039	и логической	2	1
1040	психология которая	1	1
1041	всего учения	1	1
1042	о чем-то	1	1
1043	после того	1	1
1044	своей собственной	1	1
1045	мысли т.е	1	1
1046	эти влияния	2	1
1047	не имеют	1	1
1048	можем не	1	1
1049	не боится	1	1
1050	психологии или	1	1
1051	это последнее	1	1
1052	оба эти	3	1
1053	силы и	1	1
1054	два момента	1	1
1055	что всякое	1	1
1056	тотчас же	1	1
1057	далее неразложимой	1	1
1058	является продуктом	1	1
1059	то и	4	1
1060	предмет в	1	1
1061	своего исследования	3	1
1062	именно этим	1	1
1063	хотя с	1	1
1064	новые пути	2	1
1065	действительности это	1	1
1066	в противоположность	3	1
1067	решающее значение	2	1
1068	научной точки	1	1
1069	наконец в	2	1
1070	но даже	2	1
1071	на друга	1	1
1072	психоанализом в	1	1
1073	по сравнению	10	1
1074	это все	1	1
1075	пробным камнем	2	1
1076	что находится	1	1
1077	направлении к	1	1
1078	с научной	1	1
1079	и другой	1	1
1080	на два	1	1
1081	вызывает в	1	1
1082	переводе на	1	1
1083	а может	1	1
1084	еще на	4	1
1085	назад в	1	1
1086	и тогда	1	1
1087	что вся	1	1
1088	в современном	1	1
1089	физической среды	1	1
1090	точно и	2	1
1091	это же	1	1
1092	психологии к	1	1
1093	теперь становится	1	1
1094	с которой	2	1
1095	развития и	3	1
1096	последнее слово	1	1
1097	которая по	1	1
1098	идти по	1	1
1099	разнородных и	2	1
1100	и больше	1	1
1101	одной плоскости	1	1
1102	именно на	1	1
1103	только один	1	1
1104	об отношении	15	1
1105	безусловные рефлексы	1	1
1106	ряд с	1	1
1107	целым рядом	2	1
1108	мы все	1	1
1109	между отдельными	3	1
1110	концепция в	1	1
1111	речи ибо	2	1
1112	он хочет	2	1
1113	борьбе с	1	1
1114	глава первая	1	1
1115	может служить	1	1
1116	в противоречие	1	1
1117	за собой	4	1
1118	слов и	1	1
1119	в строгом	1	1
1120	остается ничего	3	1
1121	приходит к	4	1
1122	и наиболее	2	1
1123	для данного	2	1
1124	самое основное	1	1
1125	образом что	3	1
1126	весь процесс	2	1
1127	целый ряд	6	1
1128	они с	1	1
1129	существует ли	1	1
1130	и сознания	1	1
1131	видим таким	4	1
1132	как оно	1	1
1133	сделать вывод	1	1
1134	и психологии	1	1
1135	мировоззрения которое	1	1
1136	месте мы	1	1
1137	мы тоже	1	1
1138	перед глазами	1	1
1139	также оказывается	1	1
1140	фактора в	3	1
1141	только это	1	1
1142	действия и	4	1
1143	так называемых	2	1
1144	и мышления	14	1
1145	в вопросе	1	1
1146	и начинает	2	1
1147	не представляет	1	1
1148	настоящей главы	2	1
1149	делает невозможным	1	1
1150	всего что	1	1
1151	всегда и	3	1
1152	друг на	1	1
1153	себе является	1	1
1154	и поставить	2	1
1155	имеем в	1	1
1156	первичной и	1	1
1157	из виду	2	1
1158	социальных и	1	1
1159	годы жизни	2	1
1160	но ни	1	1
1161	и там	1	1
1162	и еще	2	1
1163	эти факты	1	1
1164	переход от	5	1
1165	без его	1	1
1166	без всякого	2	1
1167	по линии	2	1
1168	взрослый человек	1	1
1169	о причинах	1	1
1170	позволит нам	1	1
1171	эта идея	1	1
1172	гласящему что	1	1
1173	в подтверждение	1	1
1174	которых он	3	1
1175	мысль не	3	1
1176	в сфере	4	1
1177	к следующему	1	1
1178	говорит об	1	1
1179	тезис о	1	1
1180	жизни как	1	1
1181	и введя	1	1
1182	этих последних	1	1
1183	она ни	1	1
1184	а скорее	2	1
1185	в контексте	1	1
1186	когда тот	1	1
1187	в самую	1	1
1188	психологическими направлениями	1	1
1189	всех остальных	3	1
1190	была еще	1	1
1191	обстояло дело	1	1
1192	которым мы	3	1
1193	одной из	4	1
1194	следующим образом	2	1
1195	для изучения	1	1
1196	гораздо дальше	1	1
1197	сущности и	1	1
1198	к которому	4	1
1199	убежден что	1	1
1200	что самый	1	1
1201	основная ошибка	1	1
1202	к объяснению	4	1
1203	котором мы	1	1
1204	основе всей	2	1
1205	социальная среда	4	1
1206	том же	4	1
1207	все без	1	1
1208	положение о	4	1
1209	он может	2	1
1210	которых говорит	2	1
1211	это кажется	1	1
1212	они сами	1	1
1213	который по	2	1
1214	это является	1	1
1215	непосредственное наблюдение	1	1
1216	постоянной и	1	1
1217	к целому	1	1
1218	видим в	1	1
1219	на ряд	1	1
1220	по-видимому в	1	1
1221	который в	7	1
1222	должны остановиться	1	1
1223	так обстояло	1	1
1224	они служат	1	1
1225	этого слова	7	1
1226	этот последний	1	1
1227	психологии может	1	1
1228	что говорит	2	1
1229	именно с	1	1
1230	в строго	1	1
1231	говорит сам	2	1
1232	однако в	1	1
1233	ко всей	2	1
1234	все их	1	1
1235	от них	2	1
1236	перед нами	7	1
1237	его психики	1	1
1238	всю картину	2	1
1239	коем случае	1	1
1240	общения как	1	1
1241	что даже	2	1
1242	друг с	6	1
1243	этого мало	1	1
1244	является только	1	1
1245	не социальной	1	1
1246	на котором	1	1
1247	у них	1	1
1248	в пользу	6	1
1249	так называемое	1	1
1250	не мог	1	1
1251	к ее	2	1
1252	этим разрывом	1	1
1253	всеми основными	1	1
1254	здесь действительно	1	1
1255	о связи	1	1
1256	жизненного порыва	1	1
1257	существенных моментов	1	1
1258	крайней мере	1	1
1259	моментов в	2	1
1260	оторванное от	2	1
1261	и речь	5	1
1262	деятельности является	1	1
1263	два основных	1	1
1264	если мысль	1	1
1265	и чистой	1	1
1266	ребенка на	1	1
1267	гораздо более	1	1
1268	различных областей	1	1
1269	независимой от	1	1
1270	отдельные элементы	3	1
1271	всего того	2	1
1272	представления которые	1	1
1273	заставляет его	1	1
1274	ближе к	2	1
1275	самых ранних	1	1
1276	общение в	2	1
1277	им как	1	1
1278	его собственного	1	1
