N	2gram	Bakhtin_Fr	TeoriaLi
608	из наиболее	2	1
609	к однозначности	1	1
610	носителем и	1	1
611	с самим	1	1
612	настоящее время	1	1
613	отдельности и	1	1
614	него не	1	1
615	затем в	1	1
616	по которым	1	1
617	и служит	1	1
618	духа и	3	1
619	той же	1	1
620	обнаруживает тот	1	1
621	и оценки	5	1
622	непосредственным предметом	1	1
623	целого и	1	1
624	на сцене	1	1
625	но именно	4	1
626	до конца	4	1
627	с нею	2	1
628	у себя	1	1
629	с этими	2	1
630	в концепции	3	1
631	только во	1	1
632	как я	1	1
633	вышел в	1	1
634	нигде не	1	1
635	в одной	1	1
636	раз и	2	1
637	что все	1	1
638	то она	1	1
639	входят в	1	1
640	все без	1	1
641	к миру	2	1
642	момент в	1	1
643	одна из	5	1
644	всего к	1	1
645	языка но	1	1
646	здесь и	5	1
647	по поводу	2	1
648	не два	1	1
649	культуры и	11	1
650	в разрушении	1	1
651	неотделимо от	1	1
652	к этим	2	1
653	значении в	2	1
654	друг друга	3	1
655	и большим	1	1
656	литературе в	1	1
657	большей степени	1	1
658	то я	1	1
659	которая характерна	1	1
660	они могут	1	1
661	в настоящее	1	1
662	и ценностями	1	1
663	и становится	2	1
664	из них	7	1
665	характерно что	2	1
666	тот же	4	1
667	конечно с	1	1
668	начало и	3	1
669	как традиция	1	1
670	кажется таким	1	1
671	от ее	1	1
672	своего развития	3	1
673	этого термина	1	1
674	внутренней жизни	1	1
675	ближе к	1	1
676	все мы	1	1
677	именно к	1	1
678	этом случае	1	1
679	в свое	6	1
680	проникает в	2	1
681	или к	2	1
682	мы видим	2	1
683	в более	4	1
684	времени особенно	1	1
685	подчеркнуть при	1	1
686	так как	11	1
687	она и	1	1
688	многих других	1	1
689	под маской	1	1
690	они не	1	1
691	не во	2	1
692	но из	1	1
693	до минимума	2	1
694	он выступает	1	1
695	статье о	2	1
696	на язык	2	1
697	ее на	1	1
698	несколько иной	1	1
699	чем на	1	1
700	это особенно	1	1
701	от мира	2	1
702	в состоянии	3	1
703	не для	2	1
704	речи как	1	1
705	мире в	2	1
706	подчеркнуть что	2	1
707	себя самого	1	1
708	ее можно	2	1
709	нового понимания	1	1
710	преимуществу ночной	1	1
711	которого он	1	1
712	xix веке	2	1
713	возможность совершенно	1	1
714	для нас	5	1
715	с системой	1	1
716	новых значений	1	1
717	одновременно и	3	1
718	фамильярный контакт	2	1
719	приобщение к	2	1
720	смысл этой	1	1
721	сознания и	1	1
722	моральных ценностей	1	1
723	умения отрешиться	1	1
724	одиночку с	1	1
725	кто бы	1	1
726	стремится к	1	1
727	например так	1	1
728	весь мир	3	1
729	в одиночку	1	1
730	речи по	1	1
731	без этого	1	1
732	поэтому оно	1	1
733	вокруг себя	3	1
734	и развития	1	1
735	тому же	1	1
736	раз в	4	1
737	свободы и	1	1
738	не была	2	1
739	чужим в	1	1
740	но с	2	1
741	сторону его	1	1
742	в таких	2	1
743	не было	3	1
744	внутреннее единство	1	1
745	это всегда	2	1
746	века и	8	1
747	от друга	1	1
748	просто как	1	1
749	а о	2	1
750	как кризис	1	1
751	и более	4	1
752	утрачивает свою	2	1
753	и привлекает	1	1
754	серьезного отношения	1	1
755	становления и	1	1
756	и где	1	1
757	здесь явственно	1	1
758	но эта	2	1
759	и гамлета	1	1
760	же по	1	1
761	которое в	2	1
762	и иронии	1	1
763	места в	1	1
764	шекспира или	1	1
765	по существу	2	1
766	что не	3	1
767	иллюстрации к	1	1
768	из уст	1	1
769	xviii века	2	1
770	совпадения с	1	1
771	и непосредственное	1	1
772	по ту	1	1
773	мы нигде	1	1
774	характерное для	1	1
775	и исторической	1	1
776	не остается	1	1
777	бы быть	2	1
778	ею же	2	1
779	и без	4	1
780	и последующих	2	1
781	долгое время	1	1
782	не подлежит	3	1
783	человек в	2	1
784	на земле	3	1
785	большинстве случаев	2	1
786	и произведения	2	1
787	всем своем	1	1
788	не есть	1	1
789	между прочим	2	1
790	рядом с	9	1
791	является не	1	1
792	над тем	1	1
793	при таком	2	1
794	жизнью в	2	1
795	однако это	1	1
796	в ряду	3	1
797	ли не	1	1
798	как ее	2	1
799	от этого	1	1
800	особенности в	1	1
801	и со	3	1
802	в такой	1	1
803	остановимся на	1	1
804	связь со	1	1
805	и глубже	1	1
806	его жизни	1	1
807	по его	3	1
808	именно эта	2	1
809	в условиях	15	1
810	фридрих шлегель	1	1
811	на его	4	1
812	себе и	2	1
813	точек зрения	1	1
814	единство и	1	1
815	аспекте его	1	1
816	и строго	1	1
817	с острым	1	1
818	особенно в	2	1
819	действительности и	1	1
820	времени то	2	1
821	о своих	1	1
822	становится не	1	1
823	связаны с	5	1
824	бы в	2	1
825	ему не	1	1
826	на них	3	1
827	людей в	1	1
828	маски это	1	1
829	контакт между	2	1
830	и мир	1	1
831	основе его	2	1
832	остается в	1	1
833	здесь как	1	1
834	грани между	1	1
835	человек как	1	1
836	опираясь на	1	1
837	в уста	1	1
838	перед тем	1	1
839	никакая игра	1	1
840	только к	1	1
841	как ни	1	1
842	вырождается в	1	1
843	жизнь и	3	1
844	раскрывается во	1	1
845	которому принадлежит	1	1
846	в своих	8	1
847	границами между	1	1
848	говоря в	1	1
849	до нас	11	1
850	если на	1	1
851	этой своей	1	1
852	в лучшем	1	1
853	вполне сложившейся	1	1
854	если не	1	1
855	она не	2	1
856	воспринимаются как	1	1
857	эти два	2	1
858	в современных	2	1
859	традиции однако	1	1
860	говоря только	1	1
861	в комедии	1	1
862	появление и	1	1
863	силе и	1	1
864	мир как	1	1
865	на всех	5	1
866	средств и	1	1
867	части и	1	1
868	с наукой	1	1
869	стоит и	1	1
870	так что	1	1
871	не более	1	1
872	из древнейших	3	1
873	философской эстетики	1	1
874	так называемые	2	1
875	мы понимаем	1	1
876	просто не	1	1
877	это по	2	1
878	в развитии	1	1
879	именно потому	1	1
880	и может	1	1
881	с высокой	1	1
882	бы они	1	1
883	что касается	3	1
884	природой и	1	1
885	а по	1	1
886	эта сторона	2	1
887	образа в	1	1
888	и их	3	1
889	не могла	2	1
890	можно было	4	1
891	отношений между	1	1
892	др в	2	1
893	тем и	1	1
894	карнавального смеха	4	1
895	но дело	1	1
896	ничто не	1	1
897	свобода и	1	1
898	лежат в	1	1
899	только то	1	1
900	в xix	2	1
901	вся она	2	1
902	также и	3	1
903	то или	1	1
904	смотрит и	1	1
905	в новое	5	1
906	живота и	1	1
907	или иное	1	1
908	означает что	1	1
909	в предромантизме	1	1
910	и характерное	1	1
911	еще на	2	1
912	на это	2	1
913	было бы	4	1
914	человеческого сознания	1	1
915	своего значения	1	1
916	литературы они	1	1
917	так называемого	1	1
918	вступают в	2	1
919	ту сторону	1	1
920	он в	2	1
921	так называемый	1	1
922	как мы	12	1
923	в большой	1	1
924	одного из	1	1
925	что для	3	1
926	его как	1	1
927	которые в	1	1
928	когда они	1	1
929	сказать в	1	1
930	но прежде	3	1
931	свести к	1	1
932	в резком	1	1
933	на отдельные	2	1
934	особое отношение	1	1
935	это ощущение	3	1
936	и от	3	1
937	он показывает	1	1
938	теми же	1	1
939	чтобы оно	1	1
940	исканий и	1	1
941	же в	4	1
942	частности с	1	1
943	иной раз	1	1
944	вольный фамильярный	1	1
945	идет не	1	1
946	карнавал переживаемый	1	1
947	на то	2	1
948	в готовом	1	1
949	себе самому	2	1
950	бы ни	2	1
951	нуждается в	1	1
952	художественная литература	2	1
953	и только	1	1
954	вся система	1	1
955	узком и	1	1
956	особый язык	2	1
957	отрешиться от	1	1
958	независимо от	1	1
959	в него	2	1
960	для этого	1	1
961	таким же	1	1
962	настоящего времени	1	1
963	в известной	7	1
964	есть не	1	1
965	жизнью и	1	1
966	образов и	5	1
967	кажется что	1	1
968	и иные	1	1
969	совершается в	1	1
970	более того	3	1
