N	3gram	Losev_Prob	Problemy
121	но это не	1	2
122	тоже не может	1	2
123	раз и навсегда	1	2
124	прежде всего как	2	2
125	в этих случаях	3	2
126	по своему смыслу	2	2
127	сводится к тому	1	2
128	том и в	1	2
129	и только в	2	2
130	он должен быть	1	2
131	что же касается	3	2
132	то что в	4	2
133	как один из	1	2
134	а следовательно и	1	2
135	и к тому	1	2
136	человека но не	1	2
137	он может быть	1	2
138	по своей структуре	1	2
139	сознание о нем	1	2
140	не только в	3	2
141	во всей его	1	2
142	к той же	1	2
143	и в том	1	2
144	же как и	1	2
145	всяком случае не	1	2
146	его к тому	1	2
147	а так как	1	2
148	и что он	1	2
149	в этом последнем	1	2
150	остается в пределах	1	2
151	если бы он	1	2
152	и не знает	1	2
153	уже не как	1	2
154	а не о	1	2
155	так же как	2	1
156	тому что в	1	1
157	в первых двух	1	1
158	и так до	1	1
159	должны были бы	2	1
160	от человека от	1	1
161	может быть это	1	1
162	все больше и	1	1
163	он тоже не	1	1
164	таким образом на	1	1
165	за пределы данного	1	1
166	одной стороны и	2	1
167	действующих лиц в	1	1
168	имеет значение только	1	1
169	на совсем другой	1	1
170	и как бы	2	1
171	и художественный образ	1	1
172	том что это	2	1
173	так и для	2	1
174	но он есть	1	1
175	это последнее может	1	1
176	о том как	2	1
177	что все указанные	1	1
178	до известной степени	1	1
179	больше и больше	1	1
180	и хочет чтобы	1	1
181	не знал что	3	1
182	есть то что	1	1
183	же это за	1	1
184	и это вовсе	1	1
185	в том числе	2	1
186	не говорит о	1	1
187	мы здесь не	2	1
188	и только на	1	1
189	то что не	2	1
190	ее внутренняя жизнь	1	1
191	если же мы	1	1
192	здесь перед нами	3	1
193	о которых мы	2	1
194	как бы оно	1	1
195	такое слово как	1	1
196	в собственном смысле	1	1
197	но уже и	1	1
198	человек мы уже	1	1
199	мы будем говорить	1	1
200	во всех отношениях	1	1
201	не то чем	1	1
202	то что обычно	1	1
203	не существовало бы	1	1
204	и независимо от	2	1
205	что же было	1	1
206	и во всех	1	1
207	мы еще не	3	1
208	но в таком	7	1
209	не отличается от	1	1
210	да и к	1	1
211	никак не мог	1	1
212	мы могли бы	1	1
213	с самим предметом	1	1
214	этом смысле нет	1	1
215	но по своей	1	1
216	бы не было	3	1
217	и тот же	1	1
218	в своей статье	1	1
219	то есть не	1	1
220	вовсе не являются	5	1
221	во что бы	2	1
222	но оно в	1	1
223	не совпадает с	2	1
224	никогда не прощу	1	1
225	или может быть	2	1
226	в свете формулированного	1	1
227	но даже и	1	1
228	уже и не	1	1
229	что их можно	1	1
230	в таком случае	14	1
231	одного и того	2	1
232	так или иначе	7	1
233	может быть только	2	1
234	и теоретические проблемы	1	1
235	а что же	1	1
236	выходить за пределы	2	1
237	если бы оно	1	1
238	конечно далеко не	1	1
239	и как можно	1	1
240	виду и не	1	1
241	не потому что	2	1
242	человека от его	1	1
243	с другими людьми	2	1
244	мы уже указывали	1	1
245	бы оно было	1	1
246	уже с самого	2	1
247	не чем иным	2	1
248	иметь в виду	4	1
249	нас прежде всего	1	1
250	что все эти	1	1
251	же тут в	1	1
252	том числе и	2	1
253	том что все	1	1
254	точно так же	7	1
255	тех или иных	2	1
256	как мы это	1	1
257	и в своих	1	1
258	своими корнями в	1	1
259	в каждом отдельном	1	1
260	во всей своей	1	1
261	из виду и	1	1
262	а в том	1	1
263	тем или другим	4	1
264	они вовсе не	2	1
265	того о чем	1	1
266	обойтись без этого	1	1
267	это слово в	1	1
268	чем иным как	2	1
269	в точном смысле	1	1
270	и говорить не	1	1
271	и того же	2	1
272	мы так и	1	1
273	потому что не	1	1
274	возникает вопрос о	1	1
275	человека а следовательно	1	1
276	и есть то	1	1
277	как таковой и	1	1
278	не будет и	1	1
279	художественное произведение в	1	1
280	в связи с	7	1
281	так до бесконечности	1	1
282	а впрочем я	1	1
283	деле это не	1	1
284	каждая из этих	1	1
285	имел в виду	2	1
286	самом же деле	1	1
287	вовсе не является	6	1
288	но уже не	2	1
289	не может не	1	1
290	так как здесь	1	1
291	как в отношении	1	1
292	хотя и необходимы	1	1
293	себя как бы	1	1
294	перед нами не	1	1
295	прежде всего ее	1	1
296	а не только	2	1
297	в виду и	2	1
298	всего то что	1	1
299	кроме того он	1	1
300	но в глубине	1	1
301	даже и не	4	1
302	на первый взгляд	2	1
303	вовсе не для	3	1
304	что вы меня	1	1
305	то ни стало	2	1
306	бы этот мир	1	1
307	может и не	1	1
308	вскочил с дивана	1	1
309	что романы достоевского	1	1
310	мы не только	2	1
311	т д и	4	1
312	того или иного	6	1
313	между собою и	1	1
314	и сводится к	1	1
315	в известном смысле	1	1
316	представим себе что	2	1
317	говоря ни слова	1	1
318	в первом и	1	1
319	быть даже и	2	1
320	но и в	3	1
321	тем что в	2	1
322	в сознании и	2	1
323	все это является	1	1
324	может быть самым	2	1
325	с которыми он	1	1
326	обратим внимание на	1	1
327	заключается в том	2	1
328	не было и	1	1
329	оно ни было	1	1
330	не в плане	1	1
331	и в отношении	1	1
332	слово во всех	1	1
333	с которыми мы	1	1
334	ничем не отличается	2	1
335	один из моментов	2	1
336	и на его	2	1
337	том или ином	1	1
338	сам не знал	1	1
339	как и сам	1	1
340	на самом же	1	1
341	все это не	1	1
342	не говоря ни	1	1
343	слова и вообще	1	1
344	этой действительности так	1	1
345	но как бы	1	1
346	и если мы	4	1
347	это не только	1	1
348	того чтобы она	1	1
349	и ни в	2	1
350	так и их	2	1
351	это совершенно не	1	1
352	и очень долго	1	1
353	несмотря на то	1	1
354	ни на что	1	1
355	таким образом в	1	1
356	конце концов как	1	1
357	то и другое	3	1
358	мы вовсе не	2	1
359	но при условии	1	1
360	но даже в	1	1
361	но в конце	1	1
362	вообще во всех	2	1
363	она является принципом	1	1
364	не было бы	1	1
365	вовсе еще не	3	1
366	она не только	1	1
367	что бы то	2	1
368	если мы не	1	1
369	он остается в	1	1
370	здесь не только	2	1
371	ни одна из	2	1
372	и в частности	3	1
373	только на то	1	1
374	речи как раз	1	1
375	в чем же	1	1
376	что находится в	1	1
377	и все другие	1	1
378	бы оно ни	1	1
379	не тем что	1	1
380	что оно есть	1	1
381	на что другое	1	1
382	обычном смысле слова	1	1
383	мы не знаем	1	1
384	и ничего не	2	1
385	чего нет в	1	1
386	этот вопрос для	1	1
387	бы даже и	1	1
388	да и то	2	1
389	и в своей	3	1
390	или лучше сказать	1	1
391	имеем в виду	1	1
392	тут уже не	1	1
393	мы имеем в	1	1
394	ведь если бы	1	1
395	между собою но	2	1
396	так что в	1	1
397	в дурную бесконечность	1	1
398	есть прежде всего	3	1
399	один и тот	1	1
400	в одно время	1	1
401	и то что	9	1
402	и может стать	1	1
403	и что в	2	1
404	вот тогда-то и	1	1
405	не может обойтись	1	1
406	не могут быть	1	1
407	то что для	1	1
408	конце концов не	1	1
409	для себя не	1	1
410	которая как раз	1	1
411	или хотя бы	2	1
412	быть прежде всего	1	1
413	та или иная	1	1
414	слово о нем	1	1
415	для литературоведа и	1	1
416	к другой точке	1	1
417	с одной стороны	4	1
418	ни на какое	1	1
419	в другом случае	2	1
420	себе и в	2	1
421	что же такое	5	1
422	все это в	1	1
423	вопрос о том	2	1
424	но для этого	1	1
425	является одним из	1	1
426	результат того что	1	1
427	свете формулированного нами	1	1
428	также и в	2	1
429	это прежде всего	1	1
430	и следовательно в	2	1
431	уже в первом	1	1
432	иначе что же	2	1
433	является как раз	1	1
434	ни о каком	2	1
435	никогда не является	1	1
436	потому что они	1	1
437	к учению о	1	1
438	но как мы	3	1
439	если бы не	3	1
