N	2gram	Ircho_Kome	Mirosoze
707	эта идея	1	1
708	а совершенно	1	1
709	не похож	2	1
710	эта новая	1	1
711	этот момент	1	1
712	она уже	1	1
713	человеком который	1	1
714	был поставлен	1	1
715	их жизни	1	1
716	примыкает к	1	1
717	говорит о	2	1
718	с утра	1	1
719	кто идет	1	1
720	но наиболее	1	1
721	требует от	4	1
722	другой стороны	2	1
723	духовных интересов	2	1
724	из ее	1	1
725	кажется в	1	1
726	и повсюду	1	1
727	а напротив	1	1
728	но все	5	1
729	вот что	1	1
730	каким образом	1	1
731	искать у	1	1
732	как об	1	1
733	своей вины	2	1
734	что весь	1	1
735	две женщины	1	1
736	законной жене	1	1
737	вот с	1	1
738	с изображением	1	1
739	похож на	2	1
740	начинается с	2	1
741	которой она	1	1
742	ведь и	1	1
743	а именно	1	1
744	с еще	1	1
745	выход из	1	1
746	ставит нас	1	1
747	дома и	3	1
748	пойдут за	1	1
749	и людьми	1	1
750	рассказывает о	2	1
751	же сам	1	1
752	против которого	1	1
753	в это	2	1
754	речь идет	5	1
755	правом на	1	1
756	отца и	4	1
757	ней как	2	1
758	обращение к	1	1
759	моменты в	1	1
760	понять как	1	1
761	непосредственно примыкает	1	1
762	лишь средством	1	1
763	сам же	2	1
764	и того	1	1
765	чтобы по	1	1
766	я ни	1	1
767	что этот	1	1
768	знал что	1	1
769	восходит к	1	1
770	другого а	1	1
771	трудно было	2	1
772	мир его	1	1
773	выходит из	3	1
774	но даже	1	1
775	не должен	1	1
776	одной стороны	4	1
777	центре внимания	1	1
778	в другом	2	1
779	из жизни	2	1
780	вложены в	1	1
781	чуть не	1	1
782	а после	3	1
783	войти в	2	1
784	в мировую	1	1
785	этой связи	3	1
786	повергает в	1	1
787	знает о	1	1
788	говорить о	6	1
789	может служить	2	1
790	до вечера	1	1
791	правда и	1	1
792	не одно	2	1
793	и при	1	1
794	которых она	1	1
795	существу своему	1	1
796	любовной страсти	1	1
797	необходимое для	3	1
798	наконец вершины	1	1
799	и потом	1	1
800	же его	2	1
801	а собственная	1	1
802	на новую	3	1
803	точке зрения	1	1
804	в оправдание	1	1
805	всего этого	1	1
806	друг на	1	1
807	к ним	5	1
808	как на	1	1
809	уже более	1	1
810	отношений и	1	1
811	самом начале	1	1
812	имя его	1	1
813	наряду с	4	1
814	жизни еще	1	1
815	тех случаях	1	1
816	с большим	4	1
817	за него	1	1
818	такая же	2	1
819	же она	1	1
820	как от	1	1
821	не иначе	2	1
822	жить с	1	1
823	в зависимости	1	1
824	для понимания	3	1
825	последних десятилетий	1	1
826	по поводу	1	1
827	уже знают	1	1
828	раба и	2	1
829	вот наконец	1	1
830	и стать	1	1
831	и открывает	1	1
832	его образа	1	1
833	о связи	1	1
834	свое собственное	1	1
835	о ней	2	1
836	только дважды	1	1
837	себе самом	1	1
838	в распоряжении	1	1
839	там не	1	1
840	нашего времени	1	1
841	той мере	1	1
842	судьба но	1	1
843	первый и	1	1
844	тебя и	1	1
845	отец и	4	1
846	она и	2	1
847	как две	1	1
848	еще раньше	1	1
849	женщине не	1	1
850	характерен для	1	1
851	этот счет	2	1
852	не останется	1	1
853	собой в	1	1
854	с одной	5	1
855	он к	1	1
856	а тот	1	1
857	еще больше	4	1
858	более глубоко	1	1
859	исчезает в	1	1
860	с точки	6	1
861	в моей	1	1
862	как нет	1	1
863	обычно не	1	1
864	и хотели	1	1
865	каков человек	1	1
866	я во	1	1
867	узнать в	1	1
868	в тот	1	1
869	для своего	1	1
870	перейдет в	1	1
871	времени потому	1	1
872	они будут	2	1
873	стороны он	1	1
874	ли можно	1	1
875	видит в	1	1
876	мог сказать	1	1
877	отцов и	1	1
878	как же	2	1
879	или не	1	1
880	об их	1	1
881	не очень	1	1
882	к отцу	2	1
883	не выражает	1	1
884	всех его	1	1
885	наконец не	2	1
886	на себя	10	1
887	быть только	1	1
888	как его	4	1
889	в таком	2	1
890	так много	1	1
891	поступить с	1	1
892	в последних	1	1
893	сходства с	1	1
894	отличие от	5	1
895	в изображении	3	1
896	с отцом	4	1
897	себя как	1	1
898	рядом с	1	1
899	что любовь	1	1
900	связана у	1	1
901	одном из	1	1
902	женщины как	1	1
903	знал не	1	1
904	то при	1	1
905	слишком много	1	1
906	она на	1	1
907	нет когда	1	1
908	должно было	3	1
909	представляется нам	2	1
910	в себя	1	1
911	человек очень	1	1
912	в сторону	1	1
913	из одного	1	1
914	теперь и	1	1
915	на себе	2	1
916	под влиянием	2	1
917	что как	1	1
918	в других	4	1
919	ли что	1	1
920	не давал	1	1
921	в греции	1	1
922	а потом	1	1
923	только от	1	1
924	же все	1	1
925	к лицу	2	1
926	приносит нам	1	1
927	он дал	2	1
928	чтобы в	3	1
929	друг с	3	1
930	ли это	1	1
931	говорил о	1	1
932	мы уже	1	1
933	о прошлом	1	1
934	все остальные	2	1
935	не видят	1	1
936	когда я	1	1
937	не дает	5	1
938	и речи	4	1
939	близко к	1	1
940	если жизнь	1	1
941	мы опять	1	1
942	занимает не	1	1
943	к любви	1	1
944	найти себе	1	1
945	действующих лиц	7	1
946	к существенному	1	1
947	в развитии	3	1
948	что отец	8	1
949	другом и	1	1
950	идет в	1	1
951	одним словом	1	1
952	остаться в	1	1
953	в системе	1	1
954	чем когда	1	1
955	если же	2	1
956	характером своей	1	1
957	от одного	1	1
958	в цельном	1	1
959	хотя в	3	1
960	в тех	4	1
961	не могла	3	1
962	дневном свете	1	1
963	тебе была	1	1
964	утра до	1	1
965	с бесконечными	1	1
966	в современной	1	1
967	перед лицом	2	1
968	сомневаться в	1	1
969	но так	1	1
970	из нас	1	1
971	этот вопрос	2	1
972	решение вопроса	1	1
973	вот в	1	1
974	в нее	1	1
975	достигает в	2	1
976	было сделать	1	1
977	только вернется	1	1
978	могла бы	1	1
979	другой смысл	1	1
980	того кто	2	1
981	нас перед	1	1
982	сделать что	1	1
983	нем и	1	1
984	я в	1	1
985	душой не	1	1
986	нее к	1	1
987	так называемого	1	1
988	выходят за	2	1
989	т п	5	1
990	вот я	1	1
991	с людьми	1	1
992	и представляется	1	1
993	возможно что	4	1
994	своей стороны	1	1
995	что для	7	1
996	главным образом	2	1
997	его стороны	1	1
998	всех бедствий	1	1
999	это делает	2	1
1000	о его	4	1
1001	них не	1	1
1002	и почему	3	1
1003	это ни	1	1
1004	не выдержала	1	1
1005	роль играет	2	1
1006	гибель или	1	1
1007	не вижу	1	1
1008	в силу	2	1
1009	из трагедии	1	1
1010	ней в	2	1
1011	есть все	1	1
1012	к живому	1	1
1013	из этого	2	1
1014	свободного человека	1	1
1015	сказать о	1	1
1016	показывает что	1	1
1017	за себя	1	1
1018	и отсутствие	1	1
1019	в угол	1	1
1020	независимо от	4	1
1021	себя он	1	1
1022	от ее	3	1
1023	не соглашается	1	1
1024	он его	1	1
1025	со слезами	1	1
1026	живет на	1	1
1027	выдержала испытания	1	1
1028	к более	1	1
1029	делает то	1	1
1030	почему он	1	1
1031	как отец	1	1
1032	как теперь	2	1
1033	от греческого	2	1
1034	у порога	1	1
1035	да не	2	1
1036	за ним	3	1
1037	веры нет	1	1
1038	самым существенным	1	1
1039	как с	1	1
1040	на брак	2	1
1041	также что	1	1
1042	к одной	2	1
1043	для грека	1	1
1044	своего собственного	1	1
1045	судьба его	1	1
1046	есть для	2	1
1047	мысль не	1	1
1048	обращенным к	1	1
1049	и из	1	1
1050	никак не	2	1
1051	своего дома	3	1
1052	в другой	5	1
1053	что сам	1	1
1054	ответ на	7	1
1055	с тобой	1	1
1056	и все-таки	1	1
1057	с каждым	1	1
1058	брак в	1	1
1059	его собственный	1	1
1060	для творчества	2	1
1061	за это	1	1
1062	не на	3	1
1063	средств для	1	1
1064	нас от	1	1
1065	ты можешь	1	1
1066	будет легче	1	1
1067	и несмотря	1	1
1068	наступает после	1	1
1069	вместо того	1	1
1070	все то	1	1
1071	не более	1	1
1072	которой бы	1	1
1073	у меня	5	1
1074	все тем	1	1
1075	таково же	1	1
1076	стороны его	1	1
1077	когда дело	1	1
1078	обращается к	4	1
1079	на месте	3	1
1080	им ибо	1	1
1081	братья не	1	1
1082	можно назвать	1	1
1083	правда у	1	1
1084	препятствием для	1	1
1085	не являюсь	1	1
1086	с ними	1	1
1087	для каждого	1	1
1088	в слове	1	1
1089	и т	5	1
1090	могли дать	1	1
1091	в русле	1	1
1092	своего отца	2	1
1093	зависимости от	1	1
1094	но раз	1	1
1095	которого не	1	1
1096	мало чем	1	1
1097	знает что	2	1
1098	всей своей	1	1
1099	суждений о	1	1
1100	ничего нет	1	1
1101	к браку	1	1
1102	ничего общего	1	1
1103	не спасает	2	1
1104	одного к	1	1
1105	все они	1	1
1106	о любви	3	1
1107	попал в	1	1
1108	признать что	5	1
1109	к старому	1	1
1110	чем же	2	1
1111	не является	5	1
1112	не допускает	1	1
1113	он требует	1	1
1114	уже из	1	1
1115	и кончается	1	1
1116	в греческой	2	1
1117	уверен что	2	1
1118	вернемся к	1	1
1119	ищут в	1	1
1120	знал бы	1	1
1121	почти все	1	1
1122	пойти за	1	1
1123	то и	1	1
1124	не любил	1	1
1125	он еще	1	1
1126	наконец в	1	1
1127	чем они	3	1
1128	за ней	2	1
1129	вызывает в	1	1
1130	а может	1	1
1131	чувствовали себя	1	1
1132	тех пор	5	1
1133	в новой	2	1
1134	остается только	2	1
1135	но подобно	1	1
1136	и теперь	2	1
1137	и вся	1	1
1138	не могло	1	1
1139	совпадают с	4	1
1140	не меньше	2	1
1141	в которую	1	1
1142	всего лишь	2	1
1143	и ему	1	1
1144	впрочем и	2	1
1145	ответной любви	2	1
1146	и наиболее	1	1
1147	нет никакой	1	1
1148	вслед за	1	1
1149	на примере	2	1
1150	он по	1	1
1151	и исчезает	1	1
1152	без основания	1	1
1153	друга и	2	1
1154	же время	12	1
1155	себя от	2	1
1156	в обоих	2	1
1157	лишь бы	2	1
1158	как например	2	1
1159	несмотря на	7	1
1160	имеем в	2	1
1161	на которые	3	1
1162	без участия	1	1
1163	в описании	1	1
1164	в отличие	3	1
1165	указывают на	1	1
1166	ее не	1	1
1167	тем же	3	1
1168	что совершается	1	1
1169	был быть	1	1
1170	был всегда	1	1
1171	при котором	1	1
1172	это тем	1	1
1173	одной из	4	1
1174	тот самый	1	1
1175	из первых	1	1
1176	свою жену	1	1
1177	в глазах	10	1
1178	лучше всего	1	1
1179	еще большее	1	1
1180	отрезает себе	1	1
1181	в сознании	1	1
1182	его для	2	1
1183	имеет больше	1	1
1184	держать в	1	1
1185	нравственный пафос	1	1
1186	сама она	2	1
1187	и пришел	1	1
1188	его тайну	1	1
1189	как все	1	1
1190	не из	1	1
1191	если только	1	1
1192	есть тот	1	1
1193	нее и	1	1
1194	точку зрения	1	1
1195	моментов в	1	1
1196	формы и	1	1
1197	а что	1	1
1198	меня не	1	1
1199	могли быть	1	1
1200	не выдерживает	1	1
1201	всего творчества	1	1
1202	как сын	1	1
1203	одних и	1	1
1204	душе и	1	1
1205	в свое	2	1
1206	то они	1	1
1207	имя которого	1	1
1208	что ему	4	1
1209	вокруг него	1	1
1210	значение в	1	1
1211	оправдывает это	1	1
1212	обвиняет в	1	1
1213	легко понять	1	1
1214	мог быть	1	1
1215	берет на	2	1
1216	сам себя	3	1
1217	вот например	1	1
1218	хоть и	3	1
1219	всех сомнений	1	1
1220	своей любви	2	1
1221	его героев	1	1
1222	для нового	1	1
1223	страстью или	1	1
1224	на вопрос	5	1
1225	ее на	2	1
1226	без них	1	1
1227	вкладывает в	1	1
1228	вывод что	2	1
1229	у тебя	6	1
1230	для всякого	1	1
1231	же пути	1	1
1232	мы имеем	4	1
1233	не без	2	1
1234	бы на	2	1
1235	которое должно	1	1
1236	будет ли	1	1
1237	трагедии и	2	1
1238	такое же	2	1
1239	что только	1	1
1240	бы у	1	1
1241	отцом и	3	1
1242	то мы	2	1
1243	на которой	1	1
1244	лицом к	1	1
1245	в первую	2	1
1246	со словами	1	1
1247	чем он	1	1
1248	кто бы	1	1
1249	слово в	1	1
1250	участие в	1	1
1251	мы находим	1	1
1252	раз в	3	1
1253	а на	3	1
1254	что ни	7	1
1255	а о	2	1
1256	как этот	2	1
1257	а также	3	1
1258	от высшей	1	1
1259	же нет	1	1
1260	по существу	4	1
1261	в ту	2	1
1262	им на	1	1
1263	отрицать что	2	1
1264	указывает на	1	1
1265	сама по	1	1
1266	царство и	1	1
1267	в стороне	1	1
1268	опять не	1	1
1269	бы более	1	1
1270	с той	1	1
1271	все вопросы	1	1
1272	помнить что	1	1
1273	случаях когда	1	1
1274	и хочу	1	1
1275	и мать	1	1
1276	стремление к	1	1
1277	силу этого	1	1
1278	на одном	1	1
1279	в еще	1	1
1280	введенной в	1	1
1281	если сам	1	1
1282	сразу же	5	1
1283	в новом	1	1
1284	самого бога	1	1
1285	с другом	3	1
1286	для которого	1	1
1287	высшей точки	1	1
1288	человеком и	1	1
1289	вовсе не	6	1
1290	в одной	2	1
1291	судьбы но	1	1
1292	тем более	9	1
1293	обращаются к	2	1
1294	и гибнет	1	1
1295	войны и	1	1
1296	мере в	1	1
1297	только он	1	1
1298	под тем	1	1
1299	чтобы сделать	1	1
1300	этих двух	2	1
1301	на свете	2	1
1302	стоит и	1	1
1303	этого он	1	1
1304	и тех	1	1
1305	третье и	1	1
1306	напоминает об	1	1
1307	на них	3	1
1308	за то	2	1
1309	и открыть	1	1
1310	как ни	1	1
1311	он тотчас	1	1
1312	для каких-либо	1	1
1313	до тех	5	1
1314	он говорит	3	1
1315	же от	1	1
