N	2gram	Vygotskiy_	Vvedenie
420	или ином	1	2
421	к какому	1	2
422	по его	3	2
423	о которых	10	2
424	не до	2	2
425	тем именно	1	2
426	идет об	1	2
427	но уже	1	2
428	себе и	1	2
429	в каждой	1	2
430	как только	4	2
431	могло бы	4	2
432	не иначе	2	2
433	и те	2	2
434	казалось бы	7	2
435	в дальнейшем	1	2
436	во всех	4	2
437	этих двух	1	2
438	и чем	3	2
439	когда под	2	2
440	и потому	1	2
441	которые не	2	2
442	но как	3	2
443	мы можем	12	2
444	а с	4	2
445	а если	1	2
446	не могли	5	2
447	можно считать	1	2
448	бы с	1	2
449	что мы	6	2
450	когда мы	5	2
451	с изучением	1	2
452	это понятие	2	2
453	убеждаемся что	2	2
454	само собой	3	2
455	мы уже	12	2
456	ничего не	4	2
457	материалом и	1	2
458	в языке	1	2
459	своего предмета	1	2
460	чтобы он	3	2
461	в свою	6	2
462	тому как	1	2
463	по самой	1	2
464	из его	1	2
465	поэтов и	1	2
466	и представить	1	2
467	в этот	1	2
468	уже знаем	2	2
469	у них	2	2
470	еще раз	3	2
471	мы должны	3	2
472	быть и	1	2
473	не мог	4	2
474	для нее	2	2
475	что если	6	2
476	именно на	3	2
477	своему значению	2	2
478	увидим что	11	2
479	если же	3	2
480	от которых	2	2
481	две части	3	2
482	отношении к	1	2
483	речь идет	7	2
484	точно так	3	2
485	из него	4	2
486	чем больше	1	2
487	в тех	5	2
488	от других	2	2
489	в форме	1	2
490	а между	1	2
491	факт что	3	2
492	и до	4	2
493	этой стороны	1	2
494	каждый из	3	2
495	литературы и	1	2
496	до того	1	2
497	свою очередь	3	2
498	она была	5	2
499	не совпадает	2	2
500	как будет	1	2
501	своего материала	1	2
502	состоит в	4	2
503	одной и	4	2
504	что можно	1	2
505	смысл что	1	2
506	что здесь	2	2
507	одно и	4	2
508	деле как	1	2
509	если это	1	2
510	самой своей	1	2
511	что следовательно	1	2
512	природы и	1	2
513	есть действительно	1	2
514	дана нам	1	2
515	мог бы	1	2
516	в достаточной	1	2
517	должно быть	1	2
518	это делает	2	2
519	одного и	2	2
520	произведения и	1	2
521	в основу	2	2
522	них не	1	2
523	в известных	2	2
524	был в	1	2
525	все время	36	2
526	тем более	2	2
527	имеют дело	2	2
528	чаще всего	1	2
529	что чем	3	2
530	что именно	3	2
531	на то	25	2
532	только после	4	2
533	заявляет что	1	2
534	в создании	1	2
535	его к	2	2
536	слова как	3	2
537	бы ее	2	2
538	это в	3	2
539	надо было	3	2
540	этого слова	5	2
541	но это	6	2
542	которого мы	1	2
543	так называемое	1	2
544	так называемые	1	2
545	на тему	4	2
546	бы в	3	2
547	имеет свою	1	2
548	и совершенно	9	2
549	применительно к	2	2
550	не к	5	2
551	к общим	1	1
552	на время	2	1
553	из поля	1	1
554	материал в	1	1
555	все в	1	1
556	всего в	1	1
557	были бы	5	1
558	было у	1	1
559	иначе говоря	10	1
560	деле но	1	1
561	которую можно	1	1
562	было на	1	1
563	то в	1	1
564	всех отношениях	1	1
565	дает нам	1	1
566	утверждать что	2	1
567	с которого	1	1
568	связи и	1	1
569	и составляет	1	1
570	все что	2	1
571	из человеческих	1	1
572	лишает силы	1	1
573	свою цель	1	1
574	взгляд на	1	1
575	этот термин	1	1
576	котором они	1	1
577	мы видим	15	1
578	нашего исследования	2	1
579	в гораздо	1	1
580	в настоящем	1	1
581	как воплощенная	1	1
582	явно не	1	1
583	с правилами	1	1
584	та же	6	1
585	за ним	1	1
586	и содержания	1	1
587	которое с	1	1
588	нужные для	1	1
589	степени в	2	1
590	таковы например	1	1
591	смысле что	1	1
592	уяснить себе	2	1
593	тему о	2	1
594	она и	2	1
595	его нельзя	1	1
596	и очень	3	1
597	который уже	1	1
598	от его	1	1
599	они не	2	1
600	характера а	2	1
601	деле то	1	1
602	может не	1	1
603	которое он	2	1
604	в момент	1	1
605	бы то	1	1
606	заключенное в	2	1
607	сказано о	1	1
608	до уровня	1	1
609	прямо говорит	1	1
610	о человеке	2	1
611	роль и	2	1
612	к одной	1	1
613	основной цели	1	1
614	жизни а	1	1
615	которая в	1	1
616	признает что	1	1
617	должно служить	1	1
618	что каждый	1	1
619	как к	6	1
620	за исключением	1	1
621	именно он	1	1
622	он только	1	1
623	что таков	1	1
624	которых мы	6	1
625	вопрос который	1	1
626	но еще	1	1
627	и имеет	1	1
628	самое понятие	1	1
629	эти отдельные	1	1
630	мы знаем	3	1
631	отношения к	3	1
632	одна другой	1	1
633	еще более	2	1
634	так он	1	1
635	однако и	3	1
636	материала и	2	1
637	ее отдельными	1	1
638	и основной	1	1
639	на те	2	1
640	ним в	2	1
641	для него	4	1
642	которых он	1	1
643	самостоятельное существование	1	1
644	то для	1	1
645	и чрезвычайно	1	1
646	бы на	2	1
647	все зависит	1	1
648	в определенном	1	1
649	или два	1	1
650	это значит	4	1
651	он называет	1	1
652	с ним	6	1
653	дан в	1	1
654	и восприятия	1	1
655	в пользу	1	1
656	кроме того	2	1
657	вникнуть в	1	1
658	почему в	1	1
659	что при	5	1
660	непонимание и	2	1
661	целого ряда	1	1
662	это обычно	1	1
663	она стала	2	1
664	чтобы этот	1	1
665	было не	1	1
666	что так	2	1
667	в некоторых	2	1
668	которого он	1	1
669	одном и	1	1
670	которая лежит	1	1
671	если нельзя	2	1
672	к помощи	1	1
673	ее в	7	1
674	образом совершенно	1	1
675	и нужно	1	1
676	в область	1	1
677	от этой	2	1
678	для нас	14	1
679	но смысл	3	1
680	что самая	3	1
681	что никакой	1	1
682	приходится иметь	2	1
683	разного рода	1	1
684	указание на	1	1
685	заключается вовсе	1	1
686	при чем	2	1
687	слова в	1	1
688	и о	6	1
689	с каждым	2	1
690	то мы	2	1
691	а есть	1	1
692	требует от	1	1
693	на самом	3	1
694	на одной	1	1
695	себе так	1	1
696	здесь в	4	1
697	предисловии к	2	1
698	имел в	1	1
699	уже издавна	1	1
700	народа то	1	1
701	своих собственных	1	1
702	его от	1	1
703	необходимый для	1	1
704	все той	1	1
705	в европейской	2	1
706	общий смысл	1	1
707	нет никакого	2	1
708	таком случае	1	1
709	все прочие	2	1
710	и которые	3	1
711	в русском	1	1
712	у него	6	1
713	по словам	2	1
714	не на	1	1
715	под этим	2	1
716	мы находим	1	1
717	нас от	2	1
718	прямо заявляет	1	1
719	раз в	7	1
720	идет от	2	1
721	совершенно ясно	19	1
722	тем больше	2	1
723	чтобы превратить	1	1
724	всего сказанного	1	1
725	что все	10	1
726	оно не	1	1
727	эти буквы	1	1
728	этим объясняется	1	1
729	как не	3	1
730	как они	2	1
731	как же	2	1
732	как эти	1	1
733	следует называть	1	1
734	и физиология	1	1
735	если не	1	1
736	более или	1	1
737	что ни	3	1
738	нам в	3	1
739	человеческой природы	1	1
740	или не	3	1
741	все то	15	1
742	но он	5	1
743	на свой	1	1
744	или в	6	1
745	которых и	1	1
746	не удалась	1	1
747	когда оно	1	1
748	относится и	1	1
749	от своего	2	1
750	из важнейших	1	1
751	понятным почему	1	1
752	и можно	1	1
753	каждым новым	1	1
754	жизнь в	1	1
755	что его	3	1
756	но совершенно	4	1
757	говорят на	1	1
758	в соответствующей	1	1
759	что у	7	1
760	заключается не	2	1
761	и исследования	2	1
762	который как	2	1
763	этим и	1	1
764	с другими	1	1
765	помощи которого	2	1
766	и все	14	1
767	которые она	2	1
768	содержание и	1	1
769	из самых	1	1
770	сам собой	3	1
771	с них	1	1
772	есть в	3	1
773	просто и	3	1
774	быть только	1	1
775	в глубине	1	1
776	может и	1	1
777	иначе как	3	1
778	целью он	1	1
779	увидеть что	7	1
780	и эта	3	1
781	но для	1	1
782	достаточно сослаться	1	1
783	в построении	1	1
784	представлять себе	1	1
785	что сами	1	1
786	не одно	1	1
787	о жизни	1	1
788	из всего	3	1
789	первой половине	3	1
790	и будет	1	1
791	бы оно	1	1
792	очевидно что	4	1
793	точном смысле	3	1
794	искусства как	1	1
795	слова а	2	1
796	значения и	1	1
797	в таком	6	1
798	и скорее	1	1
799	если он	5	1
800	которая содержит	1	1
801	очень много	1	1
802	так много	2	1
803	в жизни	6	1
804	этого можно	1	1
805	понимать как	1	1
806	при исследовании	1	1
807	можно назвать	2	1
808	заметить что	2	1
809	виде как	1	1
810	же заключается	1	1
811	не остается	1	1
812	в стороне	1	1
813	на известную	1	1
814	законам развития	2	1
815	меня в	1	1
816	чрезвычайно важное	1	1
817	искусства которое	1	1
818	с той	8	1
819	одну цель	1	1
820	правда в	1	1
821	участие в	1	1
822	всеми теми	1	1
823	уже выше	1	1
824	не ограничивается	1	1
825	в изображении	1	1
826	долгое время	1	1
827	каждый последующий	1	1
828	обстоятельство что	1	1
829	выражается в	1	1
830	похож на	1	1
831	не вытекает	1	1
832	что по	3	1
833	быть понято	1	1
834	из различных	1	1
835	самое и	1	1
836	рода и	1	1
837	в точном	2	1
838	их из	1	1
839	поэтому его	1	1
840	есть непременно	1	1
841	из чего	1	1
842	далеко не	3	1
843	говорят о	1	1
844	тем о	1	1
845	между прочим	1	1
846	та система	2	1
847	на эту	2	1
848	словесного искусства	2	1
849	человеке и	2	1
850	и надо	1	1
851	себя к	1	1
852	собой не	1	1
853	не от	2	1
854	перед собой	2	1
855	как с	2	1
856	народа и	1	1
857	и современной	1	1
858	как ее	1	1
859	лица которые	1	1
860	без этого	1	1
861	и я	3	1
862	в сравнении	1	1
863	в такой	5	1
864	страсть к	3	1
865	при изложении	1	1
866	свою особую	2	1
867	отличается от	2	1
868	непременно должен	1	1
869	между собой	2	1
870	какой смысл	1	1
871	доходят до	1	1
872	любви и	1	1
873	у древних	2	1
874	слово в	2	1
875	слова или	1	1
876	том как	5	1
877	была с	2	1
878	образом для	1	1
879	это было	4	1
880	этот образ	1	1
881	в итоге	1	1
882	на его	2	1
883	и этих	1	1
884	он по	1	1
885	так а	1	1
886	в сторону	2	1
887	него следует	1	1
888	не знать	1	1
889	ли это	3	1
890	для нашей	3	1
891	тому же	2	1
892	для читателя	2	1
893	в лучшем	2	1
894	к концу	4	1
895	как именно	2	1
896	в эту	2	1
897	происшествий и	1	1
898	или менее	1	1
899	и у	1	1
900	что их	1	1
901	слова о	1	1
902	в одной	2	1
903	мысли в	1	1
904	действительности и	1	1
905	относиться к	1	1
906	одного а	1	1
907	можем его	1	1
908	и другого	1	1
909	кто из	2	1
910	по поводу	1	1
911	бы нас	1	1
912	сразу и	1	1
913	но разумеется	1	1
914	за этой	1	1
915	смотреть как	2	1
916	с первого	1	1
917	чтобы увидеть	5	1
918	из общего	1	1
919	ближайший смысл	1	1
920	противоположный тому	1	1
921	понять как	1	1
922	жизнь и	2	1
923	чтобы сделать	1	1
924	слова для	1	1
925	не была	1	1
926	в природе	1	1
927	представляла собой	1	1
928	это остается	1	1
929	что эти	5	1
930	у этих	3	1
931	ни при	1	1
932	здесь как	1	1
933	ко всему	1	1
934	заключены в	1	1
935	это и	4	1
936	его и	1	1
937	того или	2	1
938	разница между	1	1
939	как надо	1	1
940	к речи	1	1
941	высокой степени	1	1
942	совершенно не	8	1
943	более высоком	1	1
944	его словам	3	1
945	материалом для	2	1
946	и эти	2	1
947	это конечно	3	1
948	а к	2	1
949	не принадлежит	1	1
950	имеют в	1	1
951	и более	4	1
952	разумеется в	1	1
953	вытекает из	2	1
954	жизни для	1	1
955	с самого	10	1
956	образом мы	4	1
957	уже из	6	1
958	в действительности	3	1
959	имеет свои	1	1
960	и такие	2	1
961	что этот	5	1
962	и всеми	1	1
963	в предисловии	2	1
964	такие же	1	1
965	которыми он	1	1
966	значит что	2	1
967	о чем-то	1	1
968	которых в	1	1
969	что действительно	1	1
970	и глубины	1	1
971	ясно и	3	1
972	искусства а	1	1
973	имеет очень	1	1
974	говорил о	3	1
975	до бесконечности	1	1
976	и везде	1	1
977	ответом на	4	1
978	в круг	2	1
979	вся история	1	1
980	превращается в	1	1
981	очень далеко	1	1
982	ней есть	1	1
983	вовсе может	1	1
984	в самых	1	1
985	случае и	1	1
986	как язык	1	1
987	носит он	1	1
988	другими словами	1	1
989	на той	2	1
990	пор пока	2	1
991	а через	1	1
992	так сказать	6	1
993	быть сказано	1	1
994	которые нам	1	1
995	непонятно почему	1	1
996	автора и	2	1
997	во всей	3	1
998	это то	4	1
999	заключено в	2	1
1000	нашел в	1	1
1001	деле даже	1	1
1002	а от	1	1
1003	как может	1	1
1004	не по	3	1
1005	с какой	1	1
1006	быть не	2	1
1007	бы назвать	2	1
1008	тот факт	3	1
1009	она могла	2	1
1010	одной общей	1	1
1011	и другой	1	1
1012	по многим	1	1
1013	достаточной мере	1	1
1014	из их	1	1
1015	своим собственным	2	1
1016	просто не	1	1
1017	в себя	1	1
1018	из себя	3	1
1019	в руках	1	1
1020	лучшем случае	2	1
1021	из самого	1	1
1022	в которой	8	1
1023	имеет целью	1	1
1024	не будет	2	1
1025	нечего и	1	1
1026	то обстоятельство	1	1
1027	между двумя	3	1
1028	как таковые	1	1
1029	только один	2	1
1030	по другому	1	1
1031	то все	1	1
1032	в какой-то	1	1
1033	именно из	2	1
1034	и сложном	1	1
1035	бесспорно что	1	1
1036	надо сказать	4	1
1037	своего времени	1	1
1038	не могло	1	1
1039	письма и	1	1
1040	уже у	1	1
1041	содержания и	1	1
1042	одна сторона	1	1
1043	и та	3	1
1044	и является	1	1
1045	совершенно невозможно	1	1
1046	и об	1	1
1047	искусством и	1	1
1048	есть одновременно	1	1
1049	нас с	1	1
1050	к области	1	1
1051	не могла	2	1
1052	как если	3	1
1053	не понимать	1	1
1054	и тот	1	1
1055	только кажущееся	1	1
1056	к частным	1	1
1057	за пределы	1	1
1058	не потому	1	1
1059	заключает в	1	1
1060	наоборот иначе	1	1
1061	говорит что	17	1
1062	чтобы эта	1	1
1063	задачи и	1	1
1064	ее с	5	1
1065	большей частью	4	1
1066	который начинается	1	1
1067	обширном смысле	1	1
1068	всего остального	1	1
1069	только тем	1	1
1070	тогда она	1	1
1071	только то	3	1
1072	и затем	3	1
1073	то как	4	1
1074	от той	2	1
1075	тот круг	1	1
1076	в историческом	1	1
1077	общая идея	1	1
1078	сослаться на	2	1
1079	на практике	1	1
1080	в древности	1	1
1081	что из	1	1
1082	и всегда	2	1
1083	человека и	1	1
1084	самого начала	10	1
1085	как один	1	1
1086	в обстановке	1	1
1087	должны были	2	1
1088	или иное	1	1
1089	и часто	2	1
1090	была уже	1	1
1091	нем есть	1	1
1092	он представляет	1	1
1093	знает что	1	1
1094	героического эпоса	1	1
1095	мере не	1	1
1096	чем сложнее	1	1
1097	в каких	1	1
1098	его собственной	1	1
1099	свою роль	1	1
1100	автора в	2	1
1101	могло быть	1	1
1102	имеем в	3	1
1103	ни одной	2	1
1104	случаев требует	1	1
1105	и начал	2	1
1106	ведь это	1	1
1107	заставляет нас	2	1
1108	он в	3	1
1109	для употребления	2	1
1110	стиля а	1	1
1111	может отличаться	1	1
1112	что прежде	2	1
1113	нет и	1	1
1114	еще особый	1	1
1115	место в	6	1
1116	на деле	4	1
1117	которые служат	1	1
1118	тех пор	2	1
1119	одного из	2	1
1120	и практическая	1	1
1121	на две	3	1
1122	с именем	4	1
1123	к ним	3	1
1124	что всякий	2	1
1125	ее не	3	1
1126	какой угодно	1	1
1127	общего с	2	1
1128	рассказа в	4	1
1129	она может	4	1
1130	и своим	2	1
1131	и никогда	2	1
1132	главным образом	6	1
1133	оба они	1	1
1134	если мы	19	1
1135	так одни	1	1
1136	без всякого	1	1
1137	гораздо большей	1	1
1138	них нет	1	1
1139	и которая	4	1
1140	от нашего	1	1
1141	которыми приходится	1	1
1142	у меня	2	1
1143	чем то	1	1
1144	этом и	1	1
1145	это ясно	1	1
1146	формы в	2	1
1147	точку зрения	1	1
1148	это можно	2	1
1149	которое мы	4	1
1150	в высшей	1	1
1151	к которому	3	1
1152	этих трех	1	1
1153	что тут	1	1
1154	бы ему	1	1
1155	зрения на	1	1
1156	заключенная в	2	1
1157	только при	1	1
1158	русском языке	1	1
1159	автор как	3	1
1160	действительно не	3	1
1161	и от	1	1
1162	у разных	1	1
1163	следует только	1	1
1164	для которого	1	1
1165	бы сказать	4	1
1166	теми же	1	1
1167	тенденцию к	2	1
1168	мы помним	2	1
1169	ряде случаев	1	1
1170	же в	2	1
1171	покоится на	1	1
1172	другой не	1	1
1173	самый материал	1	1
1174	нем то	1	1
1175	не представляют	1	1
1176	как этого	1	1
1177	бы никакого	1	1
1178	что без	1	1
1179	момент в	1	1
1180	и прежде	2	1
1181	этого и	1	1
1182	и дальше	3	1
1183	же мы	2	1
1184	совсем другое	1	1
1185	внимания с	1	1
1186	до тех	2	1
1187	живопись и	1	1
1188	из анализа	2	1
1189	он был	3	1
1190	как момент	1	1
1191	очень трудно	2	1
1192	очень редко	1	1
1193	чем к	1	1
1194	конечной целью	1	1
1195	внутреннее противоречие	2	1
1196	потому его	1	1
1197	и новые	1	1
1198	показывает что	4	1
1199	в отдельных	1	1
1200	не умели	2	1
1201	или иного	2	1
1202	которая имеет	1	1
1203	к этим	2	1
1204	совершенно с	1	1
1205	во время	4	1
1206	остановиться на	3	1
1207	для этой	1	1
1208	если можно	1	1
1209	можно с	1	1
1210	чтобы не	2	1
1211	именно это	3	1
1212	то или	1	1
1213	в самой	9	1
1214	она действительно	1	1
1215	дело обстоит	1	1
1216	имеет значение	1	1
1217	сведения о	1	1
1218	понятия и	1	1
1219	возникает при	1	1
1220	нас и	1	1
1221	и особенно	1	1
1222	и становится	1	1
1223	начинает с	3	1
1224	свои собственные	1	1
1225	тот же	5	1
1226	сомнения в	1	1
1227	что на	4	1
1228	почти не	2	1
1229	не то	7	1
1230	в заключение	1	1
1231	слова и	3	1
1232	на самую	1	1
1233	мы скорее	1	1
1234	действительно в	1	1
1235	искусства в	1	1
1236	в первой	2	1
1237	смысле на	1	1
1238	вся эта	1	1
1239	никак не	12	1
1240	с каким	1	1
1241	и самый	2	1
1242	он действительно	2	1
1243	обратиться к	4	1
1244	и ничего	2	1
1245	он должен	2	1
1246	того о	1	1
