N	3gram	Voloshinov	Freidism
98	мы должны перейти	1	1
99	больше и больше	2	1
100	только одна из	1	1
101	того в какой	1	1
102	как по отношению	1	1
103	значения из одного	1	1
104	в процессе общения	1	1
105	осуществляется в процессе	1	1
106	но и в	3	1
107	между отдельными моментами	1	1
108	по крайней мере	1	1
109	все больше и	2	1
110	по сравнению с	1	1
111	но и его	1	1
112	социальной группы к	1	1
113	и в вопросе	1	1
114	сознание отдельного человека	1	1
115	внешней речи и	1	1
116	не остается ничего	1	1
117	нашей точки зрения	1	1
118	и в отношении	1	1
119	нам в голову	1	1
120	одни и те	2	1
121	в гораздо большей	1	1
122	во внутренней речи	3	1
123	в себе и	1	1
124	в жизни и	1	1
125	как бы в	3	1
126	может быть понято	2	1
127	и не было	1	1
128	но чаще всего	1	1
129	в каждом слове	2	1
130	и внутренняя речь	2	1
131	мы конечно только	1	1
132	и уже в	1	1
133	же останется от	1	1
134	гораздо большей степени	1	1
135	на вопрос о	1	1
136	что же является	1	1
137	воли и сознания	1	1
138	в голову не	2	1
139	их в целом	1	1
140	но даже и	1	1
141	и то же	5	1
142	тем что его	1	1
143	а не наоборот	1	1
144	которые в последнем	1	1
145	же время служит	1	1
146	в нашем сознании	1	1
147	исторического и социального	1	1
148	каждый наш поступок	1	1
149	не совсем так	1	1
150	каждое из этих	1	1
151	в которой мы	1	1
152	не было бы	2	1
153	выпадает из социального	1	1
154	но не только	1	1
155	которая могла бы	1	1
156	но при этом	2	1
157	жизни и в	1	1
158	что же останется	1	1
159	образуют то что	1	1
160	какую роль в	1	1
161	или иное отношение	1	1
162	же мы должны	1	1
163	не что иное	2	1
164	и каждое наше	1	1
165	и конфликты между	1	1
166	о которой мы	1	1
167	иметь в виду	1	1
168	не может ведь	1	1
169	одно и то	5	1
170	пор говоря о	1	1
171	как мы видим	1	1
172	при этом мы	1	1
173	если и не	1	1
174	бросается в глаза	1	1
175	мы не знаем	2	1
176	данной социальной группы	1	1
177	иметь дело с	1	1
178	мы убедились что	2	1
179	это не совсем	1	1
180	только потому что	2	1
181	смысле этого слова	2	1
182	и никогда не	1	1
183	то что же	1	1
184	и не мог	1	1
185	и от всей	1	1
186	и в то	2	1
187	может обойтись без	1	1
188	и как мы	1	1
189	так и по	1	1
190	не только не	1	1
191	есть не что	2	1
192	точкой зрения ведь	1	1
193	может перейти в	1	1
194	так как в	1	1
195	не может обойтись	1	1
196	и не могут	1	1
197	группы к которой	1	1
198	на первый взгляд	2	1
199	сказать что вся	1	1
200	в хх веке	1	1
201	мы говорили выше	1	1
202	и все же	1	1
203	конечно останавливаться на	1	1
204	в каком направлении	1	1
205	нашего сознания и	1	1
206	сих пор говоря	1	1
207	что иное как	2	1
208	не нуждается в	1	1
209	но все же	3	1
210	той социальной группы	1	1
211	войти в историю	1	1
212	в нем и	1	1
213	в котором они	1	1
214	в беседе с	1	1
215	мы имеем в	1	1
216	нет ничего удивительного	1	1
217	это сделать то	1	1
218	большинстве случаев только	1	1
219	и в голову	1	1
220	здесь в сознании	1	1
221	и нет ничего	1	1
222	тот или иной	2	1
223	но ведь эти	1	1
224	это и является	1	1
225	можно было бы	1	1
226	или хотя бы	2	1
227	прежде всего на	1	1
228	если мы будем	1	1
229	что такое сознание	1	1
