N	2gram	Ircho_Kome	RusskieA
692	отношение к	3	2
693	течение всего	1	2
694	же можно	1	2
695	чем объяснить	1	2
696	если она	1	2
697	это подтверждается	1	2
698	только молодежь	1	2
699	за счет	3	2
700	в той	2	1
701	женщины в	2	1
702	с которыми	1	1
703	в самом	5	1
704	можем судить	2	1
705	мира мир	1	1
706	оно все	1	1
707	еще раз	1	1
708	первые годы	1	1
709	и очень	2	1
710	еще более	2	1
711	в промежуток	1	1
712	указывает на	2	1
713	общую картину	1	1
714	только что	2	1
715	самом буквальном	1	1
716	от имени	1	1
717	ясно почему	1	1
718	кроме приведенного	1	1
719	см например	2	1
720	в применении	1	1
721	дает основание	2	1
722	до самого	3	1
723	нечто подобное	1	1
724	другой пример	1	1
725	горшок с	1	1
726	из всех	2	1
727	ссылаясь на	2	1
728	сатира на	1	1
729	в нашу	1	1
730	или нет	1	1
731	думается что	1	1
732	одно это	1	1
733	которой они	1	1
734	однако еще	1	1
735	те же	1	1
736	с утра	1	1
737	него в	1	1
738	не являются	2	1
739	ты не	1	1
740	по времени	1	1
741	иначе чем	1	1
742	переходит к	2	1
743	и женщин	1	1
744	в борьбе	1	1
745	принадлежащими к	1	1
746	и новый	1	1
747	в первом	2	1
748	сделать некоторые	1	1
749	и сам	5	1
750	недостатка в	1	1
751	жизнь в	1	1
752	на такой	1	1
753	каким образом	1	1
754	песнях и	1	1
755	мы и	1	1
756	перекликается с	1	1
757	уже на	1	1
758	не составляют	1	1
759	голода и	1	1
760	на содержании	1	1
761	выражено в	1	1
762	вся его	1	1
763	места и	1	1
764	было забыто	1	1
765	в собственном	1	1
766	первой половине	2	1
767	дома и	1	1
768	их за	1	1
769	ii о	1	1
770	но у	1	1
771	по своим	1	1
772	же после	1	1
773	первое место	4	1
774	за ней	1	1
775	к своим	1	1
776	служить только	1	1
777	другие исследователи	1	1
778	обращение к	1	1
779	а вместе	1	1
780	таким способом	1	1
781	нашу задачу	1	1
782	заключение что	1	1
783	нам не	1	1
784	сложившихся в	1	1
785	г с	2	1
786	здесь достаточно	1	1
787	в первую	5	1
788	было в	1	1
789	не могли	2	1
790	что однако	1	1
791	не хуже	1	1
792	по тем	1	1
793	применении к	1	1
794	которой он	2	1
795	ст в	2	1
796	число таких	1	1
797	на очень	1	1
798	хотя бы	2	1
799	нашего века	3	1
800	i ii	1	1
801	последние три	1	1
802	каждого праздника	1	1
803	в другом	5	1
804	из жизни	1	1
805	а нередко	1	1
806	чуть не	1	1
807	не допускать	1	1
808	был уверен	1	1
809	сознании греков	1	1
810	из их	1	1
811	с трудом	1	1
812	следует остановиться	1	1
813	из себя	1	1
814	даже самых	2	1
815	поэтому мы	2	1
816	для защиты	1	1
817	в маске	2	1
818	борьбе с	1	1
819	идет по	1	1
820	всего как	1	1
821	может служить	2	1
822	до вечера	1	1
823	за собой	3	1
824	точно так	1	1
825	на пути	1	1
826	приходит к	1	1
827	а между	1	1
828	и была	1	1
829	говорит что	1	1
830	и одно	1	1
831	нельзя отрицать	1	1
832	производительных сил	1	1
833	превращается в	1	1
834	значительной степени	1	1
835	его по	1	1
836	не вполне	2	1
837	сделать вывод	2	1
838	отметить что	1	1
839	же его	1	1
840	он поставил	1	1
841	сомнение в	1	1
842	в когда	4	1
843	всего этого	2	1
844	не приходится	1	1
845	случае что	1	1
846	совсем другие	1	1
847	ни одного	2	1
848	греции и	3	1
849	по привычке	1	1
850	совершенно ясна	1	1
851	стариков и	1	1
852	которого они	1	1
853	вернуться к	2	1
854	по случаю	3	1
855	сведений о	1	1
856	него не	1	1
857	затем в	2	1
858	по которым	6	1
859	наряду с	7	1
860	ее как	1	1
861	они должны	1	1
862	без ответа	1	1
863	а только	1	1
864	и пристойного	1	1
865	новое время	3	1
866	к которому	4	1
867	во времена	2	1
868	же она	2	1
869	как от	1	1
870	все время	2	1
871	те и	1	1
872	ясно во	1	1
873	где под	1	1
874	известно о	1	1
875	этой роли	1	1
876	были в	2	1
877	даже у	1	1
878	обрядах в	1	1
879	не мог	4	1
880	к ее	2	1
881	того же	4	1
882	но там	2	1
883	они могут	1	1
884	этом же	2	1
885	чем это	2	1
886	то о	1	1
887	эту же	1	1
888	следует не	1	1
889	песен которые	1	1
890	едва ли	16	1
891	он считал	1	1
892	дать более	1	1
893	образом на	1	1
894	гораздо более	2	1
895	только одна	1	1
896	ближе к	1	1
897	представить себе	3	1
898	которую можно	2	1
899	даже если	3	1
900	не вызывает	1	1
901	комедии и	7	1
902	в н	6	1
903	всего обращает	1	1
904	наши сведения	2	1
905	человеку не	1	1
906	исключения и	1	1
907	один пример	1	1
908	похожи на	2	1
909	обрядам и	1	1
910	своему содержанию	1	1
911	три направления	1	1
912	в состоянии	3	1
913	что уже	1	1
914	объяснение в	1	1
915	из того	2	1
916	деревням и	1	1
917	если они	3	1
918	других источников	1	1
919	это обстоятельство	1	1
920	в названных	1	1
921	аналогии с	2	1
922	и сама	1	1
923	а мой	1	1
924	отнести и	1	1
925	не сохранилось	1	1
926	выступает в	1	1
927	это слово	4	1
928	по античным	1	1
929	источниках и	1	1
930	и один	1	1
931	в третьем	1	1
932	творчества из	1	1
933	мировоззрения и	1	1
934	не была	1	1
935	нового и	1	1
936	против другого	1	1
937	бы к	1	1
938	отсюда видно	1	1
939	в результате	5	1
940	не знает	1	1
941	его значении	1	1
942	не о	1	1
943	как видно	4	1
944	все по	1	1
945	с двумя	1	1
946	что его	1	1
947	более поздние	2	1
948	по аналогии	1	1
949	интересующие нас	1	1
950	которая происходила	1	1
951	что не	1	1
952	женщины на	1	1
953	на путь	1	1
954	в последние	2	1
955	к сожалению	2	1
956	рассматривали как	1	1
957	указывает что	2	1
958	время как	6	1
959	по одному	2	1
960	ему же	1	1
961	из чего	1	1
962	века к	1	1
963	рядом с	1	1
964	прибегают к	1	1
965	даже не	4	1
966	поставил вопрос	1	1
967	одном из	4	1
968	если эти	1	1
969	в до	4	1
970	водой и	1	1
971	выступать в	1	1
972	заимствованные из	1	1
973	в исторической	1	1
974	древней греции	1	1
975	как продолжение	1	1
976	точек зрения	2	1
977	по меньшей	2	1
978	и отдельные	1	1
979	а потом	1	1
980	изменить свой	1	1
981	и мир	2	1
982	и даст	1	1
983	до самой	1	1
984	выражение в	1	1
985	для его	1	1
986	лица и	1	1
987	№ и	2	1
988	ему в	2	1
989	составных частей	1	1
990	до нас	9	1
991	который без	1	1
992	все остальные	3	1
993	эти слова	1	1
994	зрения в	1	1
995	греческой и	1	1
996	от конца	1	1
997	которые и	1	1
998	этого к	1	1
999	чтобы установить	1	1
1000	том где	1	1
1001	оснований для	1	1
1002	объясняется и	1	1
1003	этой комедии	5	1
1004	же когда	2	1
1005	на долю	1	1
1006	из окна	1	1
1007	здесь на	1	1
1008	или совсем	1	1
1009	на нем	2	1
1010	пользуясь его	1	1
1011	всех других	1	1
1012	и та	1	1
1013	входившие в	1	1
1014	он признает	1	1
1015	чем больше	1	1
1016	один раз	1	1
1017	не могла	2	1
1018	время когда	2	1
1019	в расцвете	1	1
1020	составная часть	1	1
1021	почти всегда	2	1
1022	ставили на	1	1
1023	себя на	1	1
1024	и хотя	4	1
1025	по своей	2	1
1026	сослаться на	1	1
1027	как один	1	1
1028	при первом	1	1
1029	исконное значение	1	1
1030	не раз	3	1
1031	могла бы	2	1
1032	почти каждый	1	1
1033	выходят за	1	1
1034	религиозных культов	1	1
1035	к первому	1	1
1036	он в	1	1
1037	наиболее яркий	2	1
1038	и целые	2	1
1039	однако в	4	1
1040	что во	1	1
1041	и каждый	1	1
1042	сюжеты и	1	1
1043	о его	5	1
1044	них не	1	1
1045	и г	1	1
1046	и почему	1	1
1047	более поздней	1	1
1048	удар по	3	1
1049	люди и	1	1
1050	в первой	2	1
1051	с которым	1	1
1052	или может	2	1
1053	теми же	1	1
1054	о принадлежности	1	1
1055	рядом исследователей	1	1
1056	в общем	2	1
1057	и оставляют	1	1
1058	всю жизнь	1	1
1059	мужьям в	1	1
1060	до наших	1	1
1061	заключению что	1	1
1062	бы ни	1	1
1063	которые были	2	1
1064	часто эти	1	1
1065	не допускались	1	1
1066	на аналогичные	1	1
1067	на сопротивление	1	1
1068	в число	3	1
1069	каждого из	2	1
1070	же цель	1	1
1071	еще одно	1	1
1072	не имеющий	1	1
1073	сделано в	1	1
1074	и самый	1	1
1075	либо не	1	1
1076	можно только	1	1
1077	с полной	1	1
1078	всех отношениях	1	1
1079	том чем	1	1
1080	первую очередь	6	1
1081	которому в	1	1
1082	однако и	1	1
1083	от до	2	1
1084	i так	1	1
1085	в городе	2	1
1086	по форме	1	1
1087	в углу	1	1
1088	которым можно	1	1
1089	важный материал	1	1
1090	в подарок	1	1
1091	место во	2	1
1092	почти не	2	1
1093	представлял собой	1	1
1094	которых мы	2	1
1095	как богатый	1	1
1096	для себя	2	1
1097	еду на	1	1
1098	дверь и	1	1
1099	и дает	2	1
1100	на игре	1	1
1101	освободиться от	1	1
1102	впрочем в	1	1
1103	мы получаем	1	1
1104	следует рассмотреть	1	1
1105	оставляют в	1	1
1106	землей и	1	1
1107	сам по	1	1
1108	присущ и	1	1
1109	времени когда	1	1
1110	совершенно разнородных	1	1
1111	разного рода	1	1
1112	было привилегией	1	1
1113	несколько человек	1	1
1114	ни в	9	1
1115	что после	3	1
1116	целом ряде	1	1
1117	перед ними	2	1
1118	не могут	1	1
1119	один человек	1	1
1120	дом и	1	1
1121	от их	1	1
1122	поэтому и	1	1
1123	как вы	1	1
1124	если не	1	1
1125	от своего	1	1
1126	тогда же	1	1
1127	из составных	1	1
1128	в ходу	1	1
1129	землю как	1	1
1130	известные в	1	1
1131	его также	1	1
1132	совершает над	1	1
1133	и ненависть	1	1
1134	появляются на	1	1
1135	к которым	1	1
1136	и роль	1	1
1137	возвращение к	1	1
1138	и такая	2	1
1139	с такими	1	1
1140	для каждого	1	1
1141	меньшей мере	2	1
1142	которые могут	1	1
1143	дают своим	1	1
1144	между и	6	1
1145	в теорию	1	1
1146	свидетельствует об	1	1
1147	ли он	1	1
1148	можно найти	2	1
1149	о котором	1	1
1150	могут помочь	1	1
1151	зависимости от	1	1
1152	них по	1	1
1153	со стороны	3	1
1154	здесь нет	1	1
1155	года и	1	1
1156	не входит	1	1
1157	такое положение	1	1
1158	только разницей	1	1
1159	противоречит как	1	1
1160	еще и	2	1
1161	тем у	1	1
1162	одежды и	1	1
1163	бы с	1	1
1164	в отчаянии	1	1
1165	в греческой	2	1
1166	в очень	1	1
1167	тех же	4	1
1168	мало чем	2	1
1169	чем говорилось	1	1
1170	в роли	1	1
1171	совпадает с	1	1
1172	августа и	1	1
1173	в значительной	1	1
1174	на том	1	1
1175	наконец в	3	1
1176	слова совершенно	1	1
1177	в город	1	1
1178	это только	1	1
1179	общей форме	1	1
1180	не поддаваться	1	1
1181	и палки	1	1
1182	внимание на	1	1
1183	а может	1	1
1184	по три	1	1
1185	в бывшем	1	1
1186	комедии с	7	1
1187	достаточное количество	1	1
1188	других многочисленных	1	1
1189	идти на	1	1
1190	только один	2	1
1191	и два	1	1
1192	сомнений что	1	1
1193	отношении к	1	1
1194	пользуясь для	1	1
1195	в поисках	1	1
1196	которую он	3	1
1197	от других	1	1
1198	у других	4	1
1199	вслед за	4	1
1200	слова с	1	1
1201	большей частью	3	1
1202	в совершенно	1	1
1203	в истории	10	1
1204	и находит	1	1
1205	не без	1	1
1206	в каком	1	1
1207	в любовных	2	1
1208	борьба между	1	1
1209	в комическом	1	1
1210	он дает	1	1
1211	празднества и	1	1
1212	в данной	1	1
1213	этого нет	1	1
1214	указывают на	1	1
1215	ее не	1	1
1216	в тексте	1	1
1217	тем же	2	1
1218	таких случаев	1	1
1219	и служит	1	1
1220	мог бы	3	1
1221	него на	1	1
1222	принадлежит к	2	1
1223	в самую	1	1
1224	одной из	6	1
1225	и типов	3	1
1226	из первых	1	1
1227	только при	3	1
1228	ли можно	3	1
1229	в сознании	4	1
1230	он может	1	1
1231	что указывает	1	1
1232	содержанию и	2	1
1233	трудно в	1	1
1234	здесь и	2	1
1235	свою силу	1	1
1236	театр был	1	1
1237	этого же	1	1
1238	над землей	1	1
1239	месте в	1	1
1240	выпады против	2	1
1241	пришли на	1	1
1242	только потому	2	1
1243	в год	1	1
1244	в самой	2	1
1245	происхождению не	1	1
1246	в м	1	1
1247	как раз	4	1
1248	вокруг которого	1	1
1249	часть из	1	1
1250	сл в	2	1
1251	в любви	2	1
1252	или к	2	1
1253	из дома	1	1
1254	мир в	1	1
1255	в коем	1	1
1256	борьба и	1	1
1257	это был	1	1
1258	за которую	1	1
1259	второй половине	3	1
1260	заимствован из	1	1
1261	тем он	1	1
1262	ненависть к	1	1
1263	б и	4	1
1264	фарса и	1	1
1265	одна и	1	1
1266	бы на	1	1
1267	в каком-нибудь	1	1
1268	той только	1	1
1269	i в	1	1
1270	в литературе	2	1
1271	о нем	1	1
1272	видя в	1	1
1273	видеть в	2	1
1274	котором речь	1	1
1275	важные для	1	1
1276	из числа	6	1
1277	смысле этого	1	1
1278	когда же	5	1
1279	происхождении и	1	1
1280	к девушке	1	1
1281	течение всей	1	1
1282	с наступлением	1	1
1283	использовать для	2	1
1284	в свои	4	1
1285	что к	2	1
1286	наших дней	1	1
1287	самые разнообразные	1	1
1288	чтобы с	2	1
1289	и эта	1	1
1290	народ на	1	1
1291	отрицать что	2	1
1292	е из	1	1
1293	слово в	1	1
1294	то это	3	1
1295	к г	3	1
1296	только два	2	1
1297	жизнь или	1	1
1298	понимать как	1	1
1299	более что	1	1
1300	и давно	1	1
1301	сохранилась и	1	1
1302	является по	1	1
1303	подобное же	1	1
1304	долгое время	1	1
1305	можно выразить	1	1
1306	является не	2	1
1307	в окружении	1	1
1308	имеется в	1	1
1309	при таком	1	1
1310	о сходстве	1	1
1311	аграрные обряды	1	1
1312	к концу	3	1
1313	ли не	8	1
