N	3gram	Tiupa_Vved	Formalny
86	и тем самым	2	2
87	и прежде всего	1	2
88	в том или	1	2
89	не было и	2	2
90	той мере в	2	2
91	на первом плане	1	2
92	как если бы	1	2
93	что это не	1	2
94	но в этом	1	2
95	в таком случае	1	2
96	его элементов в	1	2
97	из того что	1	2
98	на то чтобы	1	2
99	может быть только	1	2
100	и все же	6	2
101	это не так	1	2
102	говорить не приходится	1	2
103	так и не	4	2
104	том или ином	1	2
105	как и в	2	2
106	если бы оно	1	2
107	и тех же	1	2
108	еще в самом	1	2
109	дело в том	1	2
110	не только в	3	2
111	так же как	1	2
112	но отнюдь не	1	2
113	в этом случае	1	2
114	в самом начале	1	1
115	и в жизни	2	1
116	он может и	1	1
117	это то что	1	1
118	тем более не	2	1
119	могло бы возникнуть	1	1
120	необходимо отличать от	1	1
121	отнюдь не в	3	1
122	со всеми своими	1	1
123	иной идеологической сферой	1	1
124	то что он	1	1
125	в данном контексте	1	1
126	в том как	2	1
127	отнюдь не сводится	1	1
128	бы мы ни	1	1
129	по сравнению с	1	1
130	самое и в	1	1
131	здесь совершенно не	1	1
132	было ясно что	1	1
133	он не может	1	1
134	что они не	1	1
135	по аналогии со	1	1
136	в том же	1	1
137	становится очевидным что	1	1
138	того что является	1	1
139	будет зависеть от	1	1
140	или иной идеологической	1	1
141	высказывания как целого	1	1
142	и то же	1	1
143	в частности в	2	1
144	друг на друга	2	1
145	как бы не	1	1
146	одного и того	1	1
147	предполагает установку на	1	1
148	оно связано с	1	1
149	но в данном	2	1
150	здесь имеет место	1	1
151	науке о литературе	1	1
152	так и по	1	1
153	может и должен	1	1
154	здесь не в	1	1
155	событие самого рассказывания	2	1
156	как и всякий	1	1
157	и так же	1	1
158	первого и второго	1	1
159	каждого из этих	1	1
160	но если бы	1	1
161	не в качестве	1	1
162	а с другой	3	1
163	не могло быть	1	1
164	связано с тем	1	1
165	может быть названа	1	1
166	и в пределах	1	1
167	и того же	1	1
168	в первой главе	1	1
169	состоит в том	2	1
170	но в особенности	1	1
171	бы быть и	1	1
172	взаимодействия и борьбы	1	1
173	в равнодушии к	1	1
174	мы убедимся что	1	1
175	не только с	1	1
176	слова с его	1	1
177	той или другой	1	1
178	а не только	1	1
179	со своей стороны	1	1
180	в этом последнем	1	1
181	и потому не	1	1
182	а также и	2	1
183	языка как системы	1	1
184	жизнь и судьба	1	1
185	в этих случаях	2	1
186	как своего рода	1	1
187	а то и	2	1
188	невозможно да и	1	1
189	той или иной	4	1
190	большей или меньшей	1	1
191	в жизни так	1	1
192	вследствие того что	1	1
193	прежде всего на	2	1
194	между жизнью и	1	1
195	но и здесь	1	1
196	на то что	2	1
197	не столько в	2	1
198	не непосредственно а	1	1
199	как и для	3	1
200	каждый из этих	1	1
201	строго говоря в	1	1
202	в этом рассказе	1	1
203	о том что	6	1
204	по крайней мере	1	1
205	и в самом	1	1
206	в этом рассуждении	1	1
207	а непосредственно как	1	1
208	но и не	1	1
209	и который в	1	1
210	можно сказать что	1	1
211	и даже в	1	1
212	и той же	1	1
213	исследования в области	1	1
214	находятся в отношении	1	1
215	той же мере	1	1
216	так сказать изнутри	1	1
217	со стороны не	1	1
218	истории литературы как	1	1
219	все же не	1	1
220	может быть вполне	1	1
221	и здесь все	1	1
222	хотя и не	2	1
223	не было бы	1	1
224	если бы эти	1	1
225	другой стороны в	1	1
226	не что иное	1	1
227	с той или	1	1
228	что иное как	1	1
229	и еще более	1	1
230	значения и смысла	1	1
231	одно и то	1	1
232	ясно что для	1	1
233	тем же самым	1	1
234	одной и той	1	1
235	дело отнюдь не	1	1
236	только потому что	1	1
237	как одна из	1	1
238	во всей его	1	1
239	при этом для	1	1
240	входит в состав	1	1
241	и на наших	1	1
242	же как и	1	1
243	отдельного слова в	1	1
244	никогда не может	1	1
245	и вся его	2	1
246	особенно в раннем	1	1
247	в общих чертах	1	1
248	семейной жизни и	1	1
249	по своей природе	2	1
250	объясняется тем что	1	1
251	дистанцию по отношению	1	1
252	мы не должны	1	1
253	это отношение к	1	1
254	времени и пространстве	1	1
255	одна из них	1	1
256	том что без	1	1
257	к одной и	1	1
258	должен был бы	1	1
259	это и есть	1	1
260	в нем потенций	1	1
261	связанные между собой	1	1
262	можно было бы	2	1
263	же самое и	1	1
