N	2gram	Propp_Russ	Myshleni
271	вообще не	1	15
272	который мы	1	15
273	когда он	3	15
274	по этому	4	15
275	думается что	1	14
276	но что	2	14
277	свою очередь	2	14
278	точка зрения	1	14
279	что у	3	14
280	очевидно что	2	14
281	что для	4	14
282	точку зрения	1	14
283	из этого	1	14
284	первую очередь	1	14
285	и здесь	3	14
286	связанные с	5	14
287	только тогда	3	14
288	одним из	2	14
289	он должен	2	14
290	показывают что	3	14
291	от слова	1	14
292	не можем	5	14
293	о чем	7	14
294	в первую	1	14
295	который в	2	14
296	содержится в	1	14
297	когда мы	2	14
298	и во	2	14
299	с его	1	14
300	об этом	11	14
301	что эти	2	14
302	имеет место	3	13
303	для объяснения	1	13
304	с другими	3	13
305	его к	3	13
306	если в	3	13
307	в основном	4	13
308	они не	1	13
309	но на	1	13
310	в виде	10	13
311	значения и	2	13
312	другом месте	1	13
313	отнюдь не	3	13
314	она не	4	13
315	человека и	1	13
316	точно так	1	13
317	как они	2	13
318	но все	3	13
319	что между	1	13
320	слова как	1	13
321	с ней	7	13
322	этой теории	1	13
323	в состоянии	1	13
324	в меру	1	13
325	стороны и	1	13
326	с которыми	1	12
327	к другу	2	12
328	а затем	5	12
329	на первый	3	12
330	только на	4	12
331	том чтобы	3	12
332	но он	3	12
333	полагает что	8	12
334	должны были	3	12
335	тем и	4	12
336	к другому	2	12
337	в другую	1	12
338	в одной	1	12
339	и потому	3	12
340	в самых	1	12
341	и обратно	1	12
342	в первом	1	12
343	к нему	3	12
344	несмотря на	4	12
345	тем не	3	12
346	тому же	1	12
347	которых мы	1	12
348	никак не	1	12
349	это и	1	12
350	в ней	3	12
351	входит в	4	12
352	не столько	3	11
353	с собой	4	11
354	не могли	1	11
355	в других	24	11
356	находится в	3	11
357	на том	1	11
358	по типу	1	11
359	не означает	2	11
360	и при	2	11
361	ответ на	2	11
362	на самом	3	11
363	есть в	2	11
364	не по	1	11
365	что на	5	11
366	нас в	2	11
367	одно из	6	11
368	например в	3	11
369	что этот	4	11
370	мы увидим	8	11
371	вот почему	1	11
372	и другой	5	11
373	в настоящей	1	11
374	наряду с	1	11
375	те и	1	11
376	не знает	1	11
377	в конце	1	11
378	а только	1	11
379	он в	1	11
380	в один	2	11
381	что нам	1	11
382	ничего общего	3	11
383	только по	2	11
384	слово в	1	11
385	или менее	1	11
386	в пределах	2	11
387	к пониманию	1	11
388	нуждается в	1	11
389	и наконец	2	11
390	каким образом	1	10
391	что именно	3	10
392	внимание на	1	10
393	но для	1	10
394	в случае	1	10
395	в другой	1	10
396	у нас	11	10
397	но вместе	3	10
398	из всех	1	10
399	нами выше	1	10
400	к жизни	3	10
401	что его	1	10
402	и у	5	10
403	здесь мы	3	10
404	во второй	1	10
405	представляют собой	13	10
406	если не	1	10
407	на каждом	3	10
408	вытекает из	1	10
409	относится к	1	10
410	не могло	1	10
411	с той	2	10
412	в нашей	1	10
413	по пути	1	9
414	и до	3	9
415	развития но	1	9
416	связано с	3	9
417	к этим	1	9
418	как по	2	9
419	под влиянием	1	9
420	более или	1	9
421	должны быть	1	9
422	в тех	5	9
423	приводят к	1	9
424	та же	4	9
425	друг к	2	9
426	оно не	2	9
427	зависит от	1	9
428	и поэтому	3	9
429	в новой	1	9
430	форм мышления	1	9
431	не представляет	1	9
432	может не	1	9
433	но эта	2	9
434	этого вопроса	1	9
435	также и	1	9
436	а по	1	9
437	не с	5	9
438	к изучению	1	9
439	место в	2	9
440	к этой	1	9
441	иначе чем	1	9
442	только для	3	9
443	как только	2	9
444	поэтому мы	1	9
445	говорить о	2	9
446	установить что	1	9
447	и он	1	9
448	и притом	1	9
449	в первой	1	9
450	одном и	1	9
451	еще в	6	9
452	хотя и	3	9
453	свою силу	1	9
454	или в	7	9
455	животных и	4	9
456	должен быть	2	9
457	не как	1	8
458	стоит в	3	8
459	на которых	2	8
460	о котором	1	8
461	в этот	19	8
462	увидим что	2	8
463	и те	3	8
464	нет никаких	1	8
465	в эту	3	8
466	все остальные	1	8
467	главным образом	5	8
468	обратиться к	1	8
469	от нее	1	8
470	в течение	7	8
471	образом в	2	8
472	относятся к	3	8
473	мы наблюдаем	2	8
474	не являются	1	8
475	связь с	1	8
476	где они	2	8
477	известно что	1	8
478	рассматриваться как	2	8
479	как правило	4	8
480	какой степени	3	8
481	в заключение	2	8
482	собой и	2	8
483	себе и	1	8
484	остается в	1	8
485	в современной	1	8
486	и др	4	8
487	рассматривается как	3	8
488	во время	23	8
489	и из	3	8
490	не на	2	8
491	должен был	3	8
492	что я	1	8
493	который по	1	8
494	в животном	1	8
495	форм и	1	8
496	в более	2	8
497	на которой	2	8
498	в равной	2	8
499	еще на	1	8
500	что не	1	8
501	в таком	5	7
502	в разных	3	7
503	и сам	1	7
504	слова с	1	7
505	собой не	1	7
506	на него	1	7
507	это обстоятельство	1	7
508	заключить что	2	7
509	что следовательно	1	7
510	оно имеет	1	7
511	в общем	1	7
512	всех этих	2	7
513	прямо и	1	7
514	от до	1	7
515	мы остановимся	1	7
516	его и	2	7
517	переходит к	1	7
518	формами мышления	1	7
519	на которые	1	7
520	у них	2	7
521	и том	1	7
522	то увидим	1	7
523	это предположение	1	7
524	в ряде	1	7
525	связаны с	6	7
526	на место	2	7
527	к вопросу	2	7
528	этому поводу	3	7
529	имеет свою	1	7
530	же в	5	7
531	это в	1	7
532	эта теория	5	7
533	но тем	2	7
534	из нее	2	7
535	за ним	3	7
536	в жизни	2	7
537	которой он	1	7
538	представления о	2	7
539	но они	4	7
540	до того	3	7
541	следующим образом	9	7
542	и основной	1	7
543	общего с	1	7
544	и особенно	1	7
545	во втором	1	7
546	его с	4	7
547	должна быть	1	7
548	отличаются от	2	7
549	с ними	6	7
550	не имеют	1	7
551	без всякого	1	7
552	вывод что	5	7
553	на одной	1	7
554	здесь в	1	7
555	это слово	1	7
556	и непосредственно	2	7
557	а также	6	7
558	случае не	1	7
559	с понятием	1	7
560	этом и	1	7
561	до самого	1	6
562	от одного	2	6
563	и другим	3	6
564	в природе	2	6
565	к ней	4	6
566	уже не	9	6
567	как например	6	6
568	что всякое	1	6
569	себе в	1	6
570	с другим	2	6
571	что их	1	6
572	указывают на	1	6
573	потребности в	1	6
574	в отдельных	1	6
575	но так	1	6
576	и мы	1	6
577	этот вывод	1	6
578	в двух	2	6
579	в каждом	2	6
580	значение и	2	6
581	и самый	1	6
582	вопрос который	1	6
583	значение этого	1	6
584	наконец в	1	6
585	и там	2	6
586	нет и	1	6
587	начиная с	4	6
588	только потому	1	6
589	приводят нас	2	6
590	можно считать	1	6
591	при исследовании	1	6
592	или даже	3	6
593	и таким	1	6
594	и вообще	1	6
595	и эти	1	6
596	лежит не	1	6
597	что было	1	6
598	этот момент	1	6
599	говорит о	3	6
600	и другими	3	6
601	его на	1	6
602	в различных	3	6
603	с в	12	6
604	не что	3	6
605	одна из	12	6
606	что иное	3	6
607	точек зрения	1	6
608	его значение	1	6
609	могло бы	1	6
610	на другой	2	6
611	в связь	1	6
612	с которым	1	6
613	которую можно	1	6
614	с и	1	6
615	и который	1	6
616	природе и	1	6
617	верно что	1	6
618	знает что	1	6
619	всей своей	1	6
620	только одно	2	6
621	еще и	1	6
622	тех же	1	6
623	совпадают с	3	6
624	в раннем	1	6
625	что здесь	4	6
626	увидим ниже	3	6
627	это означает	1	6
628	дело в	1	6
629	ли не	1	6
630	животном мире	1	6
631	предположить что	5	6
632	останавливаться на	2	6
633	и о	4	6
634	для обозначения	2	6
635	иное как	3	6
636	сходство с	3	5
637	кроме того	3	5
638	или на	11	5
639	из всего	1	5
640	этого комплекса	1	5
641	только как	2	5
642	может служить	1	5
643	к ним	4	5
644	ближе к	1	5
645	выступает в	1	5
646	того в	3	5
647	идет по	1	5
648	эти слова	1	5
649	не дает	1	5
650	в него	2	5
651	для них	5	5
652	так называемая	2	5
653	и состоит	1	5
654	в значении	1	5
655	на две	3	5
656	что во	1	5
657	только с	2	5
658	сомнений в	3	5
659	что ему	2	5
660	когда они	2	5
661	ее на	3	5
662	имеет совершенно	1	5
663	однако не	1	5
664	в стороне	2	5
665	из ряда	2	5
666	же что	1	5
667	утверждает что	1	5
668	человека с	1	5
669	рассматривать как	1	5
670	от него	1	5
671	совершенно очевидно	2	5
672	исторического развития	1	5
673	в старой	1	5
674	что по	7	5
675	но даже	2	5
676	часто в	1	5
677	понятия так	1	5
678	в изучении	2	5
679	связи которые	1	5
680	вернуться к	1	5
681	тех случаях	2	5
682	для дальнейшего	1	5
683	это так	1	5
684	а следовательно	1	5
685	не просто	3	5
686	если верно	1	5
687	после того	3	5
688	аналогии с	1	5
689	чем у	2	5
690	бы к	1	5
691	это как	1	5
692	в форме	3	5
693	не связаны	2	5
694	значение как	1	5
695	в область	1	5
696	между и	1	5
697	видим что	1	5
698	не потому	1	5
699	из одной	1	5
700	на более	1	5
701	заметить что	3	5
702	их с	1	5
703	это значение	1	5
704	как у	2	5
705	видеть в	1	5
706	что к	1	5
707	случаях когда	2	5
708	может рассматриваться	1	5
709	чтобы сделать	2	5
710	оно в	1	5
711	а из	1	5
712	главное и	1	5
713	дело не	2	5
714	все не	1	5
715	говоря о	1	5
716	прежде чем	1	5
717	к понятию	1	5
718	по аналогии	1	5
719	именно это	1	5
720	это представление	1	5
721	в середине	4	4
722	в применении	1	4
723	вот что	1	4
724	которые она	1	4
725	уже на	1	4
726	на эту	1	4
727	как более	1	4
728	за ней	1	4
729	так например	7	4
730	не удается	1	4
731	во все	1	4
732	в объяснении	1	4
733	собой как	2	4
734	на пути	1	4
735	нас на	1	4
736	к ее	1	4
737	она в	4	4
738	не путем	1	4
739	не было	3	4
740	или не	2	4
741	быть может	1	4
742	рядом с	1	4
743	мы указывали	1	4
744	и та	1	4
745	также не	2	4
746	ту сторону	1	4
747	оторванное от	1	4
748	что есть	2	4
749	те кто	1	4
750	должны будем	2	4
751	в одну	1	4
752	и сами	2	4
753	непосредственно не	1	4
754	как показал	1	4
755	в работах	1	4
756	приведенных выше	1	4
757	относящиеся к	2	4
758	они говорят	1	4
759	который он	1	4
760	в очень	1	4
761	в роли	1	4
762	с которой	1	4
763	от других	1	4
764	она может	1	4
765	только при	1	4
766	здесь не	1	4
767	говорится в	1	4
768	и после	2	4
769	нас не	3	4
770	что значит	1	4
771	нам не	1	4
772	что одно	1	4
773	на нее	5	4
774	только два	1	4
775	является по	1	4
776	и могут	1	4
777	в каждой	1	4
778	встречаются в	2	4
779	высокой ступени	1	4
780	того или	1	4
781	разница между	2	4
782	одни и	1	4
783	иное чем	1	4
784	не оставляет	2	4
785	есть и	2	4
786	или как	1	4
787	но эти	3	4
788	как будто	6	4
789	о своих	1	4
790	за счет	2	4
791	это на	2	4
792	и своего	1	4
793	исходя из	2	4
794	или по	1	4
795	однако и	1	4
796	это объяснение	1	4
797	в некоторых	11	4
798	на других	3	4
799	если он	1	4
800	наблюдаем в	1	4
801	а именно	2	4
802	в одно	2	4
803	в дальнейшем	2	4
804	то это	1	4
805	по тем	1	4
806	этом мы	1	4
807	превращается в	1	4
808	самого понятия	1	4
809	сделать вывод	1	4
810	развития развитие	1	4
811	всего этого	1	4
812	по которым	1	4
813	и становится	1	4
814	место на	1	4
815	мы попытаемся	2	4
816	и сама	1	4
817	они представляют	2	4
818	но совершенно	1	4
819	целом ряде	1	4
820	указывает что	1	4
821	также в	5	4
822	смысла слова	1	4
823	и характер	1	4
824	такое объяснение	1	4
825	в целях	4	4
826	не играют	1	4
827	совсем не	1	4
828	в приведенном	1	4
829	сослаться на	1	4
830	значению слова	1	4
831	однако в	1	4
832	с совершенно	1	4
833	настоящей работе	1	4
834	а как	1	4
835	означает что	2	4
836	от общего	1	4
837	как при	1	4
838	как о	1	4
839	меньшей мере	1	4
840	не до	1	4
841	в любой	1	4
842	себя и	2	4
843	этому же	3	4
844	находящихся в	1	4
845	не касаясь	1	4
846	здесь и	1	4
847	к новой	1	4
848	дает в	1	4
849	дальнейшего развития	1	4
850	с того	1	4
851	ему в	1	4
852	такое же	2	4
853	нет надобности	2	4
854	свет на	1	4
855	долгое время	1	4
856	не могу	1	4
857	эти формы	1	4
858	составные части	2	4
859	ее от	2	4
860	думать что	3	4
861	на всю	1	4
862	также с	1	4
863	и значения	1	4
864	жизни и	1	4
865	все другие	1	4
866	этому вопросу	2	4
867	не к	3	4
868	только из	1	3
869	его от	2	3
870	этого момента	3	3
871	происходит не	1	3
872	видно из	1	3
873	при различных	1	3
874	то почему	1	3
875	весь ход	1	3
876	а вместе	1	3
877	применении к	1	3
878	это делается	1	3
879	всем этим	1	3
880	с трудом	1	3
881	из себя	1	3
882	этой связи	1	3
883	должна была	6	3
884	своем значении	1	3
885	в прошлом	2	3
886	некоторое время	2	3
887	и еще	2	3
888	он так	2	3
889	ее как	1	3
890	именно с	3	3
891	известно о	1	3
892	от них	4	3
893	привело к	2	3
894	в научной	1	3
895	к их	1	3
896	после этого	6	3
897	как можно	3	3
898	своей книги	1	3
899	ее развития	1	3
900	судить о	2	3
901	одном из	1	3
902	в первые	2	3
903	всей их	1	3
904	нами как	1	3
905	они же	2	3
906	не отличается	1	3
907	не были	2	3
908	не могла	1	3
909	объяснения и	2	3
910	верно и	1	3
911	другая сторона	1	3
912	могла бы	1	3
913	это приводит	2	3
914	даже если	1	3
915	основной формой	1	3
916	к сожалению	1	3
917	не так	1	3
918	по всем	3	3
919	и должны	1	3
920	место во	1	3
921	оно было	1	3
922	говорит и	1	3
923	и должен	1	3
924	интерес к	2	3
925	с целью	2	3
926	к таким	4	3
927	и просто	1	3
928	на другие	2	3
929	дальнейшее развитие	1	3
930	всем этом	1	3
931	так чтобы	2	3
932	этой работы	2	3
933	в новый	6	3
934	и теперь	1	3
935	подобного рода	1	3
936	и различные	1	3
937	тогда как	4	3
938	каждый из	3	3
939	настоящей работы	1	3
940	и наоборот	1	3
941	слов для	1	3
942	и потом	4	3
943	но который	1	3
944	влиять на	1	3
945	связанных с	2	3
946	вперед и	1	3
947	и пр	4	3
948	одна и	1	3
949	основана на	2	3
950	своей книге	1	3
951	из других	2	3
952	эту точку	1	3
953	по его	2	3
954	теории в	1	3
955	эта связь	2	3
956	встречаемся с	1	3
957	такие же	4	3
958	слово к	1	3
959	освобождение от	1	3
960	этих случаях	1	3
961	и всегда	1	3
962	наоборот в	1	3
963	их на	5	3
964	оставить в	1	3
965	себя но	1	3
966	не надо	1	3
967	случае мы	1	3
968	или нет	1	3
969	далее в	2	3
970	зависят от	1	3
971	можно видеть	1	3
972	в это	4	3
973	к теории	1	3
974	совершенно ином	1	3
975	доказать что	1	3
976	время от	1	3
977	живет в	1	3
978	при рассмотрении	3	3
979	во многих	14	3
980	что ее	3	3
981	в глаза	3	3
982	настоящее время	3	3
983	чтобы они	4	3
984	привели к	1	3
985	с этими	1	3
986	они могут	1	3
987	этом же	1	3
988	он на	1	3
989	которое он	1	3
990	и всей	2	3
991	как средство	1	3
992	обратил внимание	1	3
993	эти теории	2	3
994	ли мы	1	3
995	первое что	1	3
996	следовательно и	2	3
997	выше мы	1	3
998	о происхождении	1	3
999	если же	1	3
1000	возвращаясь к	1	3
1001	всех других	1	3
1002	не приходится	1	3
1003	и затем	1	3
1004	позже и	1	3
1005	остаются на	1	3
1006	вопрос можно	1	3
1007	участвующих в	1	3
1008	это ни	1	3
1009	ней в	2	3
1010	полагая что	4	3
1011	взгляд на	1	3
1012	по форме	1	3
1013	гораздо менее	1	3
1014	и менее	1	3
1015	человек с	1	3
1016	месте и	1	3
1017	к нам	2	3
1018	совпадают по	1	3
1019	ли он	1	3
1020	сливается с	1	3
1021	нет оснований	1	3
1022	деле как	1	3
1023	а и	7	3
1024	изучение этих	1	3
1025	при котором	1	3
1026	не объясняет	5	3
1027	в настоящее	3	3
1028	только о	1	3
1029	сделать это	1	3
1030	подойти к	2	3
1031	сомнения в	1	3
1032	представления и	2	3
1033	не соответствует	1	3
1034	и иначе	1	3
1035	многих других	1	3
1036	в первый	5	3
1037	что так	1	3
1038	слово с	1	3
1039	что каждый	2	3
1040	же не	2	3
1041	представлять себе	1	3
1042	самые разнообразные	1	3
1043	чтобы с	1	3
1044	в ту	1	3
1045	и без	1	3
1046	при таком	1	3
1047	в период	2	3
1048	без всякой	1	3
1049	что сила	3	3
1050	а к	3	3
1051	нового и	1	3
1052	через которые	1	3
1053	не встречаются	2	3
1054	что касается	1	3
1055	далеко не	5	3
1056	из своей	2	3
1057	повод для	1	3
1058	в большинстве	2	3
1059	это все	1	3
1060	как из	1	3
1061	в отдельности	2	3
1062	он и	1	3
1063	быть не	1	3
1064	видел что	1	3
1065	из центральных	1	3
1066	связаны в	1	2
1067	и объяснить	2	2
1068	вопрос был	1	2
1069	первые годы	1	2
1070	же и	1	2
1071	представляет для	1	2
1072	очень хорошо	1	2
1073	выступают в	1	2
1074	теоретических построений	1	2
1075	в общую	1	2
1076	время не	1	2
1077	него в	1	2
1078	и сл	4	2
1079	что чем	1	2
1080	ни одна	2	2
1081	относится и	1	2
1082	на свою	1	2
1083	из самых	2	2
1084	и интересов	1	2
1085	оказалось что	1	2
1086	не имели	2	2
1087	на природу	2	2
1088	ее к	2	2
1089	через него	2	2
1090	он был	2	2
1091	в приведенных	2	2
1092	не всегда	4	2
1093	как отражение	1	2
1094	характер в	1	2
1095	сущность ее	1	2
1096	всего как	1	2
1097	тем значение	1	2
1098	по представлению	2	2
1099	так называемых	1	2
1100	на ней	1	2
1101	но ни	2	2
1102	они должны	1	2
1103	совершенно иных	1	2
1104	работа в	2	2
1105	тем это	3	2
1106	в эти	4	2
1107	для этой	3	2
1108	это к	1	2
1109	это настолько	1	2
1110	образом на	1	2
1111	каждую из	1	2
1112	при всем	1	2
1113	или наоборот	1	2
1114	влияние на	3	2
1115	к себе	1	2
1116	совершается на	1	2
1117	к необходимости	1	2
1118	основании что	1	2
1119	ряду с	1	2
1120	исключена возможность	1	2
1121	вопрос надо	1	2
1122	и критически	1	2
1123	интересующие нас	1	2
1124	на себя	4	2
1125	возникает представление	1	2
1126	не позволяют	1	2
1127	свою теорию	1	2
1128	большинстве случаев	2	2
1129	такое положение	1	2
1130	в употреблении	1	2
1131	из одного	1	2
1132	они становятся	2	2
1133	вверх и	1	2
1134	не понимают	1	2
1135	приводит его	1	2
1136	зрения в	1	2
1137	не будет	1	2
1138	здесь на	1	2
1139	при такой	1	2
1140	иметь в	2	2
1141	и связывание	1	2
1142	его как	2	2
1143	вопрос этот	1	2
1144	теми же	1	2
1145	необходимо чтобы	1	2
1146	они были	2	2
1147	бы ни	1	2
1148	для чего	1	2
1149	прав в	1	2
1150	с полной	1	2
1151	две части	1	2
1152	имело место	2	2
1153	другие в	2	2
1154	этого мало	2	2
1155	здесь он	1	2
1156	но этого	1	2
1157	одно это	1	2
1158	становится на	1	2
1159	совершенно иное	1	2
1160	их анализ	1	2
1161	цель как	2	2
1162	с этого	7	2
1163	которое как	1	2
1164	можно назвать	1	2
1165	для каждого	1	2
1166	и так	2	2
1167	и т	13	2
1168	становится ясным	2	2
1169	поэзии и	1	2
1170	это самое	1	2
1171	комплекса и	1	2
1172	но у	1	2
1173	сами собой	1	2
1174	тех форм	1	2
1175	в иной	1	2
1176	чем именно	1	2
1177	другой вопрос	1	2
1178	которые можно	2	2
1179	чтобы она	2	2
1180	более как	1	2
1181	и целый	1	2
1182	это имеет	4	2
1183	не раньше	1	2
1184	известно в	1	2
1185	в избе	2	2
1186	не совсем	6	2
1187	характер этих	1	2
1188	так называемое	2	2
1189	в м	1	2
1190	на некоторое	1	2
1191	и многие	2	2
1192	не во	1	2
1193	задача не	1	2
1194	что означает	2	2
1195	на что	2	2
1196	или с	4	2
1197	той только	1	2
1198	их уже	1	2
1199	силу и	2	2
1200	длится до	1	2
1201	слова а	1	2
1202	когда же	1	2
1203	в таких	3	2
1204	как эти	1	2
1205	новой и	1	2
1206	о причине	1	2
1207	за этим	1	2
1208	изложения и	1	2
1209	отрицать что	1	2
1210	более что	1	2
1211	ни странно	1	2
1212	сомнение в	1	2
1213	более подробно	1	2
1214	ему не	1	2
1215	на них	4	2
1216	стоит и	1	2
1217	от первого	1	2
1218	с основной	1	2
1219	две стороны	1	2
1220	что дало	1	2
1221	но она	3	2
1222	или другого	1	2
1223	не следует	1	2
1224	чем те	2	2
1225	каждого из	1	2
1226	на путь	1	2
1227	что изучение	1	2
1228	все еще	1	2
1229	идет не	1	2
1230	пришел к	1	2
1231	что сам	1	2
1232	а требование	1	2
1233	в так	1	2
1234	что такие	2	2
1235	которых одна	1	2
1236	вплоть до	4	2
1237	то этим	1	2
1238	что один	2	2
1239	оно все	1	2
1240	можно говорить	2	2
1241	и очень	1	2
1242	известно и	1	2
1243	к числу	2	2
1244	говорят что	1	2
1245	это обычно	1	2
1246	которые по	1	2
1247	это имело	1	2
1248	направлений в	1	2
1249	самом же	2	2
1250	случае он	1	2
1251	не бывает	1	2
1252	их не	2	2
1253	границы между	1	2
1254	в предыдущей	1	2
1255	чем их	1	2
1256	может дать	1	2
1257	которое не	1	2
1258	он по	1	2
1259	них в	2	2
1260	начнем с	1	2
1261	обращение к	1	2
1262	заключение что	1	2
1263	они совпадают	1	2
1264	и социальным	1	2
1265	всецело и	1	2
1266	связано в	1	2
1267	из земли	3	2
1268	с нашим	1	2
1269	в руках	3	2
1270	и действия	1	2
1271	ней с	1	2
1272	которые имели	1	2
1273	за него	1	2
1274	состояла в	3	2
1275	они сами	1	2
1276	отсюда возникает	1	2
1277	силу их	1	2
1278	под именем	3	2
1279	разницей что	2	2
1280	чтобы это	1	2
1281	которой оно	1	2
1282	еще до	2	2
1283	такая же	1	2
1284	просто в	1	2
1285	смысле в	1	2
1286	эти фигуры	1	2
1287	обычно не	2	2
1288	на этих	1	2
1289	некоторые исследователи	3	2
1290	и через	2	2
1291	установить и	1	2
1292	там и	2	2
1293	которое в	2	2
1294	вопрос почему	1	2
1295	совпадая с	1	2
1296	в установлении	1	2
1297	должно было	5	2
1298	в другие	11	2
1299	если эта	1	2
1300	составные элементы	1	2
1301	на которую	1	2
1302	совершенно другой	1	2
1303	в руки	2	2
1304	значения что	1	2
1305	все то	1	2
1306	не связанных	1	2
1307	воды на	1	2
1308	можно сделать	3	2
1309	на нем	1	2
1310	мы ограничимся	1	2
1311	себя на	1	2
1312	даже не	1	2
1313	воздействовать на	3	2
1314	в землю	8	2
