N	2gram	Losev_Prob	Problemy
268	в своих	3	6
269	и внутренне	1	6
270	не менее	26	6
271	и нет	2	6
272	с этим	7	6
273	но эти	1	6
274	превращается в	1	6
275	конечно не	3	6
276	как на	3	6
277	одна из	4	6
278	не мог	1	6
279	на почве	2	6
280	здесь с	1	6
281	как же	6	6
282	в художественном	1	6
283	но ведь	6	6
284	на этом	1	6
285	собою и	2	6
286	слово как	1	6
287	выражение в	1	6
288	а с	1	6
289	но зато	3	6
290	можно было	8	6
291	этот вопрос	2	6
292	в этой	14	6
293	себя в	1	6
294	во время	1	6
295	и самое	1	6
296	и здесь	8	6
297	за ним	1	6
298	отношения к	2	6
299	может стать	1	6
300	в которых	4	6
301	зависимости от	2	6
302	знает что	1	6
303	в основе	4	6
304	изображения и	1	6
305	ли вы	2	6
306	и во	4	6
307	он может	1	6
308	друг друга	1	6
309	я вас	1	6
310	и пр	4	6
311	но с	2	6
312	по существу	2	6
313	словом и	1	6
314	на его	2	6
315	слова как	2	6
316	как он	4	6
317	в начале	1	6
318	и вы	2	6
319	жизни и	1	6
320	на то	12	6
321	и только	7	6
322	для этого	5	6
323	но для	3	6
324	и свой	1	5
325	не хочет	3	5
326	с собой	3	5
327	именно в	5	5
328	с тем	6	5
329	мир и	1	5
330	а между	1	5
331	в зависимости	2	5
332	того же	3	5
333	крайней мере	8	5
334	слов в	1	5
335	этот мир	1	5
336	тому же	1	5
337	на себя	2	5
338	я и	2	5
339	в чем	3	5
340	в такой	3	5
341	той или	10	5
342	как объект	1	5
343	говорили что	2	5
344	однако в	2	5
345	его как	2	5
346	бы его	3	5
347	что может	4	5
348	в общем	5	5
349	словом в	1	5
350	один из	7	5
351	то есть	61	5
352	он только	1	5
353	была бы	2	5
354	сам по	7	5
355	подобно тому	2	5
356	функции в	4	5
357	со всеми	2	5
358	поэтому и	2	5
359	здесь мы	1	5
360	о своей	1	5
361	на протяжении	1	5
362	вместе с	4	5
363	по крайней	8	5
364	ни на	5	5
365	совершенно не	7	5
366	тотчас же	3	5
367	мы не	6	5
368	слов и	1	5
369	нет и	5	5
370	но именно	5	5
371	том же	1	5
372	в ее	3	5
373	другого и	1	5
374	и то	15	5
375	они не	1	5
376	не во	3	5
377	того и	1	5
378	где он	1	5
379	ведь это	4	5
380	в обычном	1	5
381	между собою	9	5
382	как можно	1	5
383	по своему	14	5
384	нисколько не	3	5
385	в скрытой	1	5
386	но при	2	5
387	литературы о	1	5
388	в ней	1	5
389	быть и	5	5
390	есть и	4	5
391	человека с	2	5
392	и самого	5	5
393	а впрочем	1	5
394	или иной	8	5
395	тому что	6	5
396	тому как	3	5
397	мира в	2	5
398	является в	3	4
399	все что	2	4
400	что если	5	4
401	к другу	2	4
402	мы и	8	4
403	только что	2	4
404	с этой	1	4
405	нами в	3	4
406	по мере	1	4
407	типа и	1	4
408	более или	7	4
409	в первом	2	4
410	слово может	1	4
411	друг к	2	4
412	в одно	5	4
413	дурной бесконечности	1	4
414	на друга	1	4
415	при всей	1	4
416	для автора	1	4
417	то это	3	4
418	он был	2	4
419	даже и	18	4
420	всего этого	1	4
421	всем этим	3	4
422	каждое слово	1	4
423	в свете	1	4
424	уже и	6	4
425	будет и	2	4
426	но этот	1	4
427	друг на	1	4
428	или менее	7	4
429	находится в	2	4
430	есть конечно	1	4
431	во всей	4	4
432	для понимания	2	4
433	на котором	1	4
434	не то	4	4
435	каждый элемент	1	4
436	он тоже	2	4
437	поэтому в	2	4
438	вполне понятно	1	4
439	тем не	25	4
440	которого он	2	4
441	что такое	23	4
442	связи с	8	4
443	в которой	2	4
444	и своего	1	4
445	характер и	1	4
446	то в	6	4
447	время как	2	4
448	не есть	49	4
449	в эту	2	4
450	на себе	1	4
451	под влиянием	1	4
452	остается в	1	4
453	оно не	6	4
454	если оно	2	4
455	он ничего	1	4
456	ли будет	1	4
457	его внутренней	1	4
458	одно и	1	4
459	но только	3	4
460	а вовсе	1	4
461	ни были	1	4
462	изображения в	1	4
463	почему же	1	4
464	не значит	4	4
465	с ее	1	4
466	всех этих	11	4
467	мы видели	1	4
468	образом и	3	4
469	он уже	1	4
470	переходит в	2	4
471	своего собственного	5	4
472	мысль не	1	4
473	из которых	2	4
474	речи как	1	4
475	от другого	4	4
476	слова мы	1	4
477	если не	6	4
478	конечно и	1	4
479	быть даже	2	4
480	и действительно	1	4
481	не знал	5	4
482	как нам	2	4
483	бы не	4	4
484	нет в	1	4
485	здесь нет	3	4
486	то он	3	4
487	то и	7	4
488	совпадает с	2	4
489	и если	9	4
490	обойтись без	2	4
491	сознании и	4	4
492	в первых	1	4
493	о своем	4	4
494	времени и	1	4
495	каждый из	3	4
496	вне его	1	4
497	сами по	5	4
498	тому чтобы	2	4
499	только с	3	4
500	у вас	2	4
501	он должен	2	4
502	что оно	4	4
503	тоже не	12	4
504	мир в	1	4
505	нет ни	1	4
506	хоть и	1	4
507	перестает быть	3	4
508	вы меня	1	4
509	этом отношении	2	4
510	в литературе	4	4
511	что с	2	4
512	все и	1	4
513	со своим	1	4
514	здесь в	4	4
515	себе но	3	4
516	герой как	1	4
517	такое слово	1	4
518	а то	2	4
519	вообще не	5	4
520	и без	6	4
521	войти в	3	4
522	это было	3	4
523	об этом	10	4
524	а так	1	4
525	особенно в	3	4
526	ни один	1	4
527	также и	22	4
528	другим и	2	4
529	конечно в	2	4
530	еще в	2	4
531	стороны и	3	4
532	от того	2	4
533	это в	3	4
534	мы сказали	2	4
535	само по	1	4
536	с которыми	4	3
537	порядка в	1	3
538	говорить о	14	3
539	о чем	11	3
540	говорит о	4	3
541	голядкина в	1	3
542	и само	3	3
543	но что	3	3
544	самый факт	2	3
545	чтобы в	1	3
546	именно и	1	3
547	есть в	9	3
548	к другим	2	3
549	мысли о	1	3
550	является для	3	3
551	функций в	1	3
552	он является	2	3
553	есть то	5	3
554	в записках	1	3
555	без труда	1	3
556	можно сказать	9	3
557	в данном	16	3
558	что этот	2	3
559	это последнее	1	3
560	сам не	1	3
561	о них	3	3
562	является как	1	3
563	и еще	3	3
564	настоящее время	17	3
565	в голове	2	3
566	одной из	1	3
567	то чем	1	3
568	и вообще	13	3
569	что даже	1	3
570	от ее	1	3
571	только не	4	3
572	мы видим	2	3
573	по преимуществу	4	3
574	как такового	4	3
575	обычном смысле	1	3
576	сознания с	2	3
577	в братьях	1	3
578	мы знаем	1	3
579	объективный мир	1	3
580	вы и	1	3
581	не должна	1	3
582	это очень	1	3
583	что вы	3	3
584	что его	4	3
585	будто бы	4	3
586	в таком	18	3
587	человек в	1	3
588	следовательно и	3	3
589	между собой	5	3
590	тут в	1	3
591	иван карамазов	1	3
592	в смысле	2	3
593	именно как	7	3
594	могли бы	2	3
595	мы можем	8	3
596	очень часто	1	3
597	не дает	1	3
598	ту же	1	3
599	совсем не	9	3
600	как человек	2	3
601	родион романович	1	3
602	и та	2	3
603	по своей	1	3
604	мы здесь	4	3
605	это действительно	1	3
606	хочет чтобы	1	3
607	и мы	1	3
608	это вовсе	3	3
609	на который	1	3
610	и есть	7	3
611	значение в	4	3
612	и по	3	3
613	чтобы не	3	3
614	и особенно	4	3
615	как таковой	4	3
616	в основном	1	3
617	том или	1	3
618	которых мы	2	3
619	должны быть	2	3
620	и при	4	3
621	романа и	1	3
622	же нам	2	3
623	и делает	3	3
624	кто же	1	3
625	сводится к	3	3
626	себе не	3	3
627	том и	1	3
628	его сознания	1	3
629	или наоборот	1	3
630	то время	2	3
631	из тех	1	3
632	есть нечто	13	3
633	в конкретном	2	3
634	все они	2	3
635	братьях карамазовых	1	3
636	именно тем	1	3
637	не является	12	3
638	на нее	2	3
639	который не	1	3
640	да еще	1	3
641	того чтобы	10	3
642	это все	1	3
643	а может	3	3
644	оно является	1	3
645	и уже	4	3
646	и больше	2	3
647	именно на	3	3
648	вступает в	1	3
649	говорят что	2	3
650	всеми своими	2	3
651	еще один	1	3
652	им в	2	3
653	глубокое и	1	3
654	без всякого	5	3
655	если мы	16	3
656	тем же	2	3
657	мог бы	1	3
658	со своими	1	3
659	что тут	4	3
660	в сознании	5	3
661	есть только	16	3
662	совсем другое	2	3
663	правда в	3	3
664	не из	1	3
665	же он	1	3
666	в настоящее	17	3
667	выходит за	1	3
668	его можно	1	3
669	человека но	2	3
670	автора но	1	3
671	связан с	1	3
672	именно к	1	3
673	этом случае	6	3
674	данном случае	10	3
675	того как	3	3
676	за собою	1	3
677	речь и	1	3
678	не для	3	3
679	кто он	1	3
680	тут не	2	3
681	ее в	2	3
682	и всегда	3	3
683	в других	5	3
684	у нас	31	3
685	мы будем	3	3
686	раз в	1	3
687	однако не	3	3
688	себе что	4	3
689	и всякое	2	3
690	дело в	3	3
691	слова слово	1	3
692	если и	2	3
693	или даже	3	3
694	на одном	2	3
695	но уже	9	3
696	которой он	4	3
697	дело и	1	3
698	но конечно	1	3
699	он строит	1	3
700	которая как	1	3
701	того или	8	3
702	тут и	3	3
703	сказать о	2	3
704	он говорит	2	3
705	а его	2	3
706	из этих	5	3
707	не с	1	3
708	нового времени	1	3
709	или другого	2	3
710	собою но	2	3
711	устной речи	1	3
712	только то	6	3
713	что из	1	3
714	признать что	1	3
715	которые в	4	3
716	связи между	1	3
717	что на	4	3
718	в пространстве	1	3
719	же в	5	3
720	все еще	5	3
721	и эта	1	3
722	то все	1	3
723	в чисто	2	3
724	как символ	6	3
725	мы наблюдаем	2	2
726	в душе	1	2
727	в настоящем	1	2
728	и очень	3	2
729	указывает на	16	2
730	со всем	2	2
731	вывод из	2	2
732	самого себя	2	2
733	которая в	1	2
734	его построения	1	2
735	я знаю	1	2
736	из всех	1	2
737	в разгаре	1	2
738	но тем	1	2
739	и говорить	1	2
740	говорите что	1	2
741	одно из	2	2
742	еще очень	3	2
743	не слово	1	2
744	он остается	1	2
745	и понимать	1	2
746	вот что	1	2
747	из нее	1	2
748	она является	3	2
749	много раз	1	2
750	само собою	1	2
751	в корне	2	2
752	его на	1	2
753	чем теперь	1	2
754	всех тех	1	2
755	предмет и	2	2
756	а именно	16	2
757	роль в	2	2
758	мы сразу	1	2
759	почти все	1	2
760	дурную бесконечность	1	2
761	если уже	1	2
762	не прощу	1	2
763	и того	5	2
764	же тут	2	2
765	установок и	1	2
766	во все	1	2
767	еще далеко	1	2
768	себе все	2	2
769	эти проблемы	1	2
770	в противоположность	1	2
771	только как	2	2
772	и свое	1	2
773	но даже	3	2
774	для того	10	2
775	тело и	1	2
776	всего как	2	2
777	как художественная	1	2
778	виду и	3	2
779	его именно	3	2
780	совершенно неправильно	1	2
781	на ней	1	2
782	но ни	1	2
783	пока еще	12	2
784	идея в	1	2
785	во всякой	2	2
786	которой она	1	2
787	с большим	2	2
788	быть в	1	2
789	в нашем	3	2
790	речь не	2	2
791	хотя правда	2	2
792	собою а	1	2
793	к этому	1	2
794	отказаться от	2	2
795	а следовательно	2	2
796	и был	1	2
797	и душа	1	2
798	определение и	3	2
799	и становится	1	2
800	в заключение	1	2
801	нам важно	1	2
802	этого и	1	2
803	и весь	4	2
804	не возникает	2	2
805	представим себе	2	2
806	собой и	3	2
807	то оно	1	2
808	нельзя сказать	3	2
809	с одной	4	2
810	на том	5	2
811	есть у	1	2
812	начала и	1	2
813	имеется и	1	2
814	в качестве	3	2
815	мыслится и	1	2
816	понять его	2	2
817	самый предмет	1	2
818	и других	1	2
819	или не	5	2
820	одного человека	1	2
821	алеши и	1	2
822	прежде чем	3	2
823	на одну	1	2
824	совсем другим	1	2
825	мы это	3	2
826	между этими	2	2
827	этом последнем	1	2
828	своей структуре	1	2
829	эти три	1	2
830	и она	1	2
831	и именно	1	2
832	же как	2	2
833	можем сказать	1	2
834	сознания как	1	2
835	от этого	2	2
836	его жизни	1	2
837	представляется нам	2	2
838	же касается	3	2
839	был не	2	2
840	здесь и	1	2
841	не нужно	6	2
842	делает его	2	2
843	что их	4	2
844	человека а	2	2
845	не был	4	2
846	здесь как	3	2
847	предполагает что	4	2
848	ведь в	1	2
849	ли это	2	2
850	мы говорили	5	2
851	нет но	1	2
852	и речи	3	2
853	отношение между	2	2
854	в объективном	1	2
855	бы они	1	2
856	нашего рассмотрения	1	2
857	оно и	3	2
858	и является	9	2
859	не могла	1	2
860	вот в	2	2
861	своего осознания	1	2
862	должны были	3	2
863	не раз	2	2
864	нем и	1	2
865	и глубоко	1	2
866	что для	4	2
867	но есть	2	2
868	них не	1	2
869	этой действительности	2	2
870	лучше сказать	2	2
871	слова что	1	2
872	все остальное	1	2
873	столь же	1	2
874	художественного произведения	1	2
875	бы оно	3	2
876	иной раз	3	2
877	же мы	4	2
878	для построения	3	2
879	из этого	2	2
880	ни одно	1	2
881	отнюдь не	15	2
882	для чего	2	2
883	независимо от	2	2
884	не случайно	1	2
885	одного и	2	2
886	слова она	1	2
887	все исторические	1	2
888	романы достоевского	1	2
889	к сожалению	6	2
890	не так	1	2
891	же самый	1	2
892	прямо и	1	2
893	а потому	2	2
894	во втором	1	2
895	оно или	1	2
896	и этот	4	2
897	в самый	1	2
898	известно что	1	2
899	до времени	1	2
900	тогда когда	4	2
901	как один	1	2
902	на первом	1	2
903	смысле слова	11	2
904	настоящего времени	3	2
905	и должно	2	2
906	которого оно	2	2
907	оглядки на	1	2
908	что сам	1	2
909	для них	5	2
910	подходит к	1	2
911	и вполне	6	2
912	такого же	1	2
913	во что	2	2
914	оно ни	1	2
915	и навсегда	1	2
916	иметь в	5	2
917	имеет значение	3	2
918	их и	1	2
919	в россии	1	2
920	показать что	1	2
921	о самом	2	2
922	и пусть	3	2
923	она и	1	2
924	свой собственный	2	2
925	к его	2	2
926	что такой	1	2
927	опирается на	1	2
928	своему смыслу	4	2
929	не место	1	2
930	не имеет	8	2
931	мыслей и	1	2
932	при всех	1	2
933	на их	1	2
934	друг от	1	2
935	всей своей	1	2
936	в которые	1	2
937	в аспекте	1	2
938	к той	1	2
939	на всю	2	2
940	но оно	2	2
941	художественный образ	9	2
942	еще и	9	2
943	самое главное	1	2
944	поэтому не	1	2
945	тем или	4	2
946	своей собственной	1	2
947	ясно и	2	2
948	и главное	1	2
949	до настоящего	1	2
950	предмет в	2	2
951	внутренняя жизнь	2	2
952	в значительной	2	2
953	мы без	1	2
954	с которой	3	2
955	и об	1	2
956	чтобы она	1	2
957	не потому	2	2
958	у человека	1	2
959	же если	1	2
960	в истории	6	2
961	тому и	1	2
962	быть это	1	2
963	было и	2	2
964	известной степени	2	2
965	мне не	1	2
966	что здесь	4	2
967	с нею	2	2
968	котором мы	1	2
969	а уж	2	2
970	только его	4	2
971	из него	1	2
972	входящих в	2	2
973	действительности не	1	2
974	в другое	2	2
975	уже с	4	2
976	проникает в	1	2
977	ничем не	2	2
978	здесь есть	1	2
979	записках из	1	2
980	и сама	2	2
981	и упорно	1	2
982	что значит	3	2
983	в художественной	1	2
984	образ а	1	2
985	этой мысли	1	2
986	для всего	2	2
987	для своего	3	2
988	для нас	11	2
989	самой этой	1	2
990	чем он	1	2
991	что каждый	1	2
992	образом но	1	2
993	в движение	1	2
994	и тут	1	2
995	без всяких	2	2
996	при условии	5	2
997	от друга	1	2
998	образом в	1	2
999	от всех	2	2
1000	до последней	1	2
1001	этом не	1	2
1002	сознание о	1	2
1003	в стороне	1	2
1004	случае не	6	2
1005	бы быть	1	2
1006	мы ее	1	2
1007	в какой	1	2
1008	этот раз	2	2
1009	знал что	3	2
1010	является не	4	2
1011	нового типа	1	2
1012	один и	1	2
1013	только и	5	2
1014	в условиях	2	2
1015	должен быть	1	2
1016	является поэтому	1	2
1017	да впрочем	1	2
1018	не все	4	2
1019	другом случае	2	2
1020	ему не	1	2
1021	этих двух	2	2
1022	с выражением	1	2
1023	еще до	1	2
1024	этого он	1	2
1025	и хочет	2	2
1026	хотя он	1	2
1027	каждая из	1	2
1028	остановимся только	1	2
1029	эти последние	2	2
1030	и почти	1	2
1031	и ни	7	2
1032	увидит что	1	2
1033	но она	3	2
1034	не следует	1	2
1035	здесь еще	1	2
1036	этих случаях	4	2
1037	и важно	1	2
1038	к которой	1	2
1039	всей его	1	2
1040	идеи но	1	2
1041	ведь тут	1	2
1042	ведь мы	1	2
1043	в рамках	1	2
1044	иное и	1	2
1045	же самое	9	2
1046	к ней	1	2
1047	во многом	1	2
1048	одно только	1	2
1049	для такого	2	2
1050	же это	3	2
1051	человек не	1	2
1052	может и	3	2
1053	или точнее	4	2
1054	как для	2	2
1055	форме и	1	2
1056	не к	1	2
1057	мир не	1	1
1058	понял что	1	1
1059	того нового	1	1
1060	уже во	2	1
1061	они являются	1	1
1062	был и	1	1
1063	надо уметь	1	1
1064	только из	1	1
1065	для всех	3	1
1066	предмете и	1	1
1067	или и	1	1
1068	они сливаются	1	1
1069	случае в	1	1
1070	можно говорить	3	1
1071	этого в	1	1
1072	что почти	1	1
1073	неподвижной и	1	1
1074	в крайнем	2	1
1075	с голядкиным	1	1
1076	этом уже	1	1
1077	в момент	2	1
1078	которые не	5	1
1079	логика и	2	1
1080	к этой	2	1
1081	собою или	1	1
1082	своей статье	1	1
1083	всего человека	1	1
1084	и люди	1	1
1085	познания и	1	1
1086	покамест только	1	1
1087	некоторой степени	1	1
1088	важно для	2	1
1089	совершенно очевидно	1	1
1090	если вы	1	1
1091	здесь то	2	1
1092	или иных	2	1
1093	необходимое для	1	1
1094	однако и	4	1
1095	ли его	2	1
1096	к учению	1	1
1097	этот момент	1	1
1098	ни стало	2	1
1099	одно это	2	1
1100	которой они	2	1
1101	остался в	1	1
1102	в некоторых	1	1
1103	человек есть	1	1
1104	к смысловой	1	1
1105	сам автор	1	1
1106	что человек	1	1
1107	глубоко и	1	1
1108	общения с	1	1
1109	нас в	4	1
1110	не являются	8	1
1111	или иному	1	1
1112	самом же	1	1
1113	требует от	2	1
1114	случае он	1	1
1115	наш герой	1	1
1116	был у	1	1
1117	ни слова	1	1
1118	или между	1	1
1119	у пушкина	2	1
1120	мы вовсе	2	1
1121	что слово	2	1
1122	которая была	1	1
1123	я вовсе	1	1
1124	имеет смысл	1	1
1125	все дело	1	1
1126	на свою	1	1
1127	мысль о	3	1
1128	это те	1	1
1129	в некотором	1	1
1130	из самых	3	1
1131	или тип	1	1
1132	но по	2	1
1133	вы мне	1	1
1134	каждом отдельном	1	1
1135	или на	3	1
1136	тут уже	2	1
1137	и требует	1	1
1138	нашей книги	1	1
1139	но самое	1	1
1140	и должен	1	1
1141	давно уже	1	1
1142	кажется как	1	1
1143	уже нет	1	1
1144	но пока	1	1
1145	символ а	1	1
1146	начинается с	1	1
1147	в собственном	1	1
1148	что по	1	1
1149	в точном	1	1
1150	действительности так	1	1
1151	свои слова	1	1
1152	впрочем я	1	1
1153	вот тогда-то	1	1
1154	мы так	1	1
1155	только для	3	1
1156	значение не	2	1
1157	окончательным определением	1	1
1158	введение в	3	1
1159	ведь вот	1	1
1160	себя не	1	1
1161	мы считаем	3	1
1162	а эта	2	1
1163	как обычно	1	1
1164	и художественная	1	1
1165	но мы	3	1
1166	ведь не	1	1
1167	художественное произведение	1	1
1168	на таком	1	1
1169	так например	2	1
1170	как здесь	1	1
1171	и словом	1	1
1172	на первый	5	1
1173	и свою	2	1
1174	и относится	1	1
1175	свой смысл	3	1
1176	всем его	1	1
1177	всякого рода	3	1
1178	а вместе	1	1
1179	нам представляется	1	1
1180	всякому человеку	1	1
1181	в дальнейшем	5	1
1182	и образ	1	1
1183	для выражения	1	1
1184	первый взгляд	2	1
1185	сам же	1	1
1186	одно время	1	1
1187	действительности в	3	1
1188	является их	1	1
1189	действительность а	1	1
1190	было не	1	1
1191	а скорее	3	1
1192	уже сам	1	1
1193	и отчетливым	1	1
1194	это с	1	1
1195	на этой	4	1
1196	не существует	12	1
1197	к другой	1	1
1198	значение только	3	1
1199	на глаз	1	1
1200	речь то	1	1
1201	в действительности	5	1
1202	конечно далеко	1	1
1203	или другим	4	1
1204	о чем-то	1	1
1205	как принцип	1	1
1206	языка в	3	1
1207	бы значительно	1	1
1208	что всякое	2	1
1209	но кто	1	1
1210	она все	1	1
1211	о которых	6	1
1212	говорить не	1	1
1213	учению о	2	1
1214	сорок лет	1	1
1215	неподвижный а	1	1
1216	словами к	1	1
1217	зачем же	3	1
1218	мире по	1	1
1219	бы даже	2	1
1220	в каких	1	1
1221	того не	1	1
1222	но то	1	1
1223	где приводятся	1	1
1224	искусства и	3	1
1225	и другой	1	1
1226	во многих	4	1
1227	времени в	2	1
1228	которыми он	1	1
1229	а пока	2	1
1230	точно и	1	1
1231	с самой	2	1
1232	но каждая	1	1
1233	и такого	1	1
1234	с теорией	1	1
1235	его действия	1	1
1236	мы все	1	1
1237	истины нет	1	1
1238	концов не	1	1
1239	точно так	7	1
1240	для данного	1	1
1241	говорит что	1	1
1242	не обязательно	3	1
1243	о самой	2	1
1244	самого понятия	2	1
1245	что речь	1	1
1246	от той	2	1
1247	быть носителем	1	1
1248	на практике	1	1
1249	человек мы	1	1
1250	природы но	1	1
1251	данного художественного	2	1
1252	в чистом	3	1
1253	мере не	1	1
1254	до самого	1	1
1255	ему угодно	1	1
1256	в прошлом	1	1
1257	из виду	1	1
1258	к ним	1	1
1259	обратим внимание	2	1
1260	вообще и	6	1
1261	есть они	1	1
1262	становится сама	1	1
1263	именно его	1	1
1264	о тех	1	1
1265	у себя	1	1
1266	это тоже	4	1
1267	чтобы они	1	1
1268	но принцип	1	1
1269	они должны	2	1
1270	смысле не	1	1
1271	в основу	1	1
1272	в самое	1	1
1273	все внешнее	1	1
1274	раскольникова со	1	1
1275	мы конечно	3	1
1276	это а	1	1
1277	будем говорить	1	1
1278	ли она	1	1
1279	простое и	1	1
1280	гораздо правильнее	1	1
1281	чего он	3	1
1282	интонации или	1	1
1283	момент в	2	1
1284	говоря ни	1	1
1285	поэтому все	1	1
1286	который в	1	1
1287	мной и	1	1
1288	что именно	1	1
1289	речь о	1	1
1290	это прежде	1	1
1291	лермонтова и	1	1
1292	именно с	1	1
1293	по поводу	6	1
1294	ее внутренняя	1	1
1295	времени а	1	1
1296	как такое	1	1
1297	тут же	3	1
1298	в идеале	1	1
1299	это направление	1	1
1300	не объективно	1	1
1301	мыслится в	1	1
1302	уже по	2	1
1303	от человека	2	1
1304	она есть	5	1
1305	не просто	30	1
1306	идея или	1	1
1307	основное и	1	1
1308	или лучше	1	1
1309	чисто смысловой	2	1
1310	едва ли	10	1
1311	лишенного всякой	1	1
1312	что обычно	1	1
1313	образом на	1	1
1314	свое собственное	1	1
1315	или слово	1	1
1316	же было	1	1
