N	2gram	Vinokur_St	Vladivir
127	жизни и	6	13
128	по себе	3	12
129	только на	1	12
130	и это	4	12
131	и у	2	12
132	и по	6	12
133	в нем	9	12
134	то в	3	12
135	содержит в	1	12
136	если не	4	12
137	всяком случае	8	12
138	ничего не	6	12
139	во всяком	8	12
140	есть только	2	12
141	связи с	3	12
142	при этом	4	11
143	него в	1	11
144	но что	2	11
145	более или	2	11
146	в данном	16	11
147	хотя бы	8	11
148	тому же	2	11
149	в которой	13	11
150	я не	13	11
151	на то	5	11
152	он уже	1	11
153	и здесь	2	11
154	никак не	1	11
155	в отношении	11	11
156	еще в	3	11
157	все это	13	11
158	или менее	2	11
159	не очень	2	11
160	и о	4	11
161	конце концов	2	11
162	в самом	14	10
163	даже в	5	10
164	вот что	3	10
165	года в	3	10
166	что все	3	10
167	такого рода	2	10
168	с точки	10	10
169	в качестве	7	10
170	что его	1	10
171	можно было	14	10
172	что для	4	10
173	к нему	2	10
174	в россии	7	10
175	еще не	4	10
176	которую он	3	10
177	в истории	5	10
178	здесь не	1	10
179	он и	1	10
180	о нем	1	10
181	в ней	9	10
182	но не	5	10
183	о чем	4	9
184	и сам	4	9
185	именно в	8	9
186	с этим	6	9
187	смысле слова	1	9
188	с другой	11	9
189	и притом	1	9
190	но он	5	9
191	и можно	2	9
192	а только	1	9
193	но как	1	9
194	а с	6	9
195	не будет	1	9
196	этом смысле	2	9
197	из этого	1	9
198	в начале	5	9
199	это время	3	9
200	отношения к	2	9
201	что мы	5	9
202	это не	8	9
203	же время	5	9
204	ни с	3	9
205	по существу	3	9
206	этот раз	2	9
207	что касается	4	9
208	можно судить	1	9
209	в целом	5	9
210	с этой	5	8
211	не столько	6	8
212	в этих	5	8
213	тем что	6	8
214	в это	3	8
215	можно считать	2	8
216	которой он	1	8
217	конечно не	2	8
218	себя в	1	8
219	и он	2	8
220	марта года	1	8
221	в чем	4	8
222	значит что	3	8
223	как в	15	8
224	со стороны	7	8
225	свое время	3	8
226	и и	2	8
227	как бы	8	8
228	и для	4	8
229	тот же	2	8
230	xix века	2	8
231	и я	5	8
232	только и	1	8
233	когда он	1	8
234	из этих	7	8
235	отношение к	3	8
236	к этой	1	7
237	в одном	7	7
238	в них	2	7
239	но все	9	7
240	к ней	1	7
241	что этот	3	7
242	но даже	1	7
243	на первом	1	7
244	точно так	2	7
245	себе отчет	1	7
246	в нашем	1	7
247	себе и	1	7
248	за пределы	2	7
249	даже не	5	7
250	и есть	1	7
251	который был	2	7
252	если бы	11	7
253	но вот	1	7
254	судить по	3	7
255	к его	2	7
256	не имеет	5	7
257	в каком	4	7
258	ничего общего	3	7
259	бы и	4	7
260	и вот	1	7
261	того чтобы	15	7
262	из его	3	7
263	при помощи	4	7
264	но если	5	7
265	в свое	3	7
266	с соловьева	1	7
267	к концу	3	7
268	нисколько не	3	7
269	на его	2	7
270	в таком	4	7
271	то и	1	7
272	е в	3	7
273	как он	3	7
274	по этому	5	7
275	же в	1	7
276	можно говорить	1	6
277	и очень	5	6
278	же и	4	6
279	тому что	8	6
280	те же	1	6
281	в виду	6	6
282	другой стороны	9	6
283	уже на	1	6
284	но у	1	6
285	этого последнего	1	6
286	для того	15	6
287	то как	1	6
288	видно что	3	6
289	в отличие	1	6
290	настоящее время	2	6
291	на него	3	6
292	он сам	1	6
293	если мы	1	6
294	той же	5	6
295	указать на	1	6
296	по мнению	4	6
297	его в	4	6
298	письма к	2	6
299	чем в	3	6
300	том же	3	6
301	что она	5	6
302	на себя	3	6
303	летом года	1	6
304	время как	2	6
305	в москву	1	6
306	и речи	3	6
307	но только	2	6
308	по своей	2	6
309	она была	2	6
310	не раз	2	6
311	почему же	1	6
312	не с	1	6
313	и из	1	6
314	и вполне	4	6
315	должен был	5	6
316	так или	3	6
317	но на	2	6
318	и теперь	2	6
319	на основании	2	6
320	что здесь	2	6
321	в настоящее	2	6
322	данном случае	7	6
323	свидетельствует о	2	6
324	мы не	3	6
325	которых он	2	6
326	а это	1	6
327	и тут	1	6
328	и всегда	2	6
329	здесь в	1	6
330	или иначе	3	6
331	в общем	2	6
332	было для	2	6
333	но я	5	6
334	к своему	3	6
335	по своему	2	6
336	по его	5	6
337	не говоря	2	6
338	тем более	4	6
339	отличие от	1	6
340	само собой	1	6
341	от того	1	6
342	такой же	6	6
343	в период	2	6
344	что на	3	6
345	говоря уже	2	5
346	еще более	5	5
347	говорит о	5	5
348	собой разумеется	1	5
349	и до	2	5
350	на эту	5	5
351	вопрос о	9	5
352	в каких	1	5
353	говорит что	4	5
354	не вполне	1	5
355	он писал	3	5
356	отчет в	1	5
357	как на	10	5
358	без всякого	2	5
359	него не	1	5
360	быть в	2	5
361	из них	11	5
362	бы то	2	5
363	что они	9	5
364	во всех	8	5
365	он именует	1	5
366	что у	8	5
367	по возвращении	1	5
368	и за	3	5
369	для своего	2	5
370	говорит в	3	5
371	то ни	2	5
372	и тем	3	5
373	лет и	1	5
374	что бы	1	5
375	он в	1	5
376	в очень	4	5
377	с с	1	5
378	во время	5	5
379	можно только	1	5
380	однако и	2	5
381	в частности	6	5
382	один из	1	5
383	утверждает что	1	5
384	и так	3	5
385	подобного рода	1	5
386	мы имеем	2	5
387	им в	2	5
388	самого же	2	5
389	заметить что	1	5
390	начиная с	2	5
391	что я	3	5
392	только при	1	5
393	увидим ниже	1	5
394	это был	3	5
395	что с	4	5
396	ее в	2	5
397	где он	2	5
398	на одной	1	5
399	как нечто	1	5
400	место в	2	5
401	в их	3	5
402	мы находим	4	5
403	а то	3	5
404	впрочем не	1	5
405	и без	4	5
406	он никогда	1	5
407	на все	2	5
408	но уже	1	5
409	только к	2	5
410	с самого	4	5
411	она не	3	5
412	церкви и	1	5
413	далеко не	1	5
414	только то	1	5
415	еще на	1	5
416	во многом	3	5
417	не успел	1	5
418	которое в	1	5
419	свидетельствуют о	2	5
420	в области	16	5
421	и только	3	5
422	не к	2	5
423	с которыми	3	4
424	и другие	3	4
425	которые не	3	4
426	в ф	1	4
427	последний год	1	4
428	нужно сказать	6	4
429	на свою	1	4
430	представление о	5	4
431	их в	2	4
432	и стал	1	4
433	не имели	2	4
434	относиться к	1	4
435	не могли	1	4
436	о которых	3	4
437	но этот	1	4
438	уже о	6	4
439	уже и	1	4
440	в глаза	1	4
441	том чтобы	1	4
442	с этими	1	4
443	были в	1	4
444	крайней мере	2	4
445	не то	1	4
446	сам по	1	4
447	только не	2	4
448	с одной	3	4
449	время в	1	4
450	и нужно	3	4
451	мы можем	1	4
452	нет и	1	4
453	не о	2	4
454	но для	3	4
455	и всего	1	4
456	и всю	1	4
457	ноября года	1	4
458	ясно что	10	4
459	и вместе	1	4
460	уже давно	1	4
461	больше всего	2	4
462	это тоже	1	4
463	если оно	1	4
464	того в	1	4
465	вообще в	1	4
466	на этом	1	4
467	чтобы он	1	4
468	о необходимости	1	4
469	в духе	2	4
470	кажется что	5	4
471	но зато	1	4
472	в тех	5	4
473	была не	2	4
474	очень мало	4	4
475	когда мы	1	4
476	у которого	1	4
477	я в	1	4
478	это вовсе	2	4
479	и гораздо	1	4
480	всю жизнь	1	4
481	независимо от	1	4
482	эту тему	4	4
483	в статье	9	4
484	вплоть до	6	4
485	в особенности	1	4
486	при жизни	2	4
487	не так	2	4
488	и против	1	4
489	и сейчас	6	4
490	с и	1	4
491	которых мы	1	4
492	в сущности	2	4
493	о которой	3	4
494	не на	3	4
495	не могут	2	4
496	с ней	1	4
497	был для	4	4
498	заключается в	5	4
499	по истории	2	4
500	за свое	1	4
501	и просто	1	4
502	и т	36	4
503	себя и	1	4
504	ведь если	2	4
505	по крайней	2	4
506	перед нами	1	4
507	только одно	1	4
508	это и	5	4
509	ни к	1	4
510	совершенно не	7	4
511	и более	4	4
512	тех же	1	4
513	лишь в	3	4
514	как например	2	4
515	мог бы	1	4
516	и во	3	4
517	одной из	4	4
518	в свой	2	4
519	не имел	1	4
520	т д	25	4
521	только с	4	4
522	у них	1	4
523	как к	3	4
524	в более	1	4
525	тем самым	2	4
526	не будем	1	4
527	всех этих	2	4
528	бы на	1	4
529	этом отношении	13	4
530	как у	1	4
531	на самом	8	4
532	но с	7	4
533	больше чем	3	4
534	этом не	1	4
535	себе в	2	4
536	и вовсе	1	4
537	но нельзя	1	4
538	была для	1	4
539	в такой	2	4
540	вопросе о	1	4
541	не все	3	4
542	во второй	10	4
543	в науке	1	4
544	одной стороны	2	4
545	оказывается что	1	4
546	можно найти	3	4
547	это можно	3	4
548	и других	1	4
549	так в	1	4
550	же это	3	4
551	пишет в	2	4
552	в январе	1	4
553	котором он	2	4
554	на французском	1	4
555	от него	1	3
556	все что	1	3
557	в настоящем	1	3
558	самого себя	1	3
559	которая в	1	3
560	очень много	1	3
561	с самим	1	3
562	в разных	1	3
563	ни стало	1	3
564	не как	2	3
565	что человек	1	3
566	иначе но	1	3
567	не хочет	2	3
568	его от	1	3
569	был склонен	1	3
570	исходить из	1	3
571	правда в	1	3
572	что по	1	3
573	притом в	1	3
574	роль в	1	3
575	является для	1	3
576	отличается от	2	3
577	прочим и	1	3
578	когда в	1	3
579	так например	12	3
580	казалось бы	1	3
581	а что	1	3
582	г в	10	3
583	сам же	1	3
584	в первую	2	3
585	не существует	4	3
586	и такие	2	3
587	по следующим	1	3
588	и который	3	3
589	письмо к	1	3
590	в другом	5	3
591	но то	1	3
592	во многих	3	3
593	из письма	1	3
594	отметить что	4	3
595	самого начала	3	3
596	до того	4	3
597	именно так	1	3
598	для понимания	2	3
599	который в	1	3
600	наука и	1	3
601	вернее сказать	2	3
602	на котором	1	3
603	нет никаких	2	3
604	почему и	1	3
605	к этим	1	3
606	точка зрения	1	3
607	он считал	1	3
608	гораздо более	5	3
609	здесь нет	1	3
610	время и	1	3
611	тогда и	1	3
612	это обстоятельство	1	3
613	и кажется	1	3
614	не больше	1	3
615	как можно	2	3
616	ума и	1	3
617	не была	2	3
618	а за	1	3
619	будто бы	4	3
620	одним из	2	3
621	что не	3	3
622	как говорит	3	3
623	в изображении	1	3
624	между ними	1	3
625	же как	5	3
626	больше и	1	3
627	в сторону	2	3
628	что их	1	3
629	бы в	2	3
630	и м	1	3
631	молодой человек	2	3
632	оно не	3	3
633	французском языке	1	3
634	но которая	1	3
635	очень часто	3	3
636	воспоминаний о	1	3
637	пишет о	1	3
638	но тогда	1	3
639	во что	1	3
640	не испытывал	1	3
641	только потому	2	3
642	себя внимание	1	3
643	одно и	1	3
644	не были	2	3
645	не могла	2	3
646	иметь в	2	3
647	и хотя	1	3
648	ни о	1	3
649	как известно	2	3
650	возможно что	4	3
651	и никогда	1	3
652	два года	2	3
653	бы его	1	3
654	найти в	1	3
655	и др	1	3
656	что есть	1	3
657	так уж	1	3
658	дело не	4	3
659	мы теперь	1	3
660	петра i	2	3
661	собрание сочинений	1	3
662	с каким	1	3
663	остановиться на	1	3
664	при дворе	1	3
665	первую очередь	2	3
666	очень важно	1	3
667	и действительно	1	3
668	в защиту	1	3
669	и этот	1	3
670	на почве	2	3
671	был бы	1	3
672	с такой	1	3
673	и при	1	3
674	была бы	10	3
675	я никогда	1	3
676	он на	1	3
677	он жил	1	3
678	для них	2	3
679	том и	1	3
680	после прочтения	1	3
681	за что	4	3
682	самом деле	14	3
683	от своего	2	3
684	имеются некоторые	1	3
685	о своей	2	3
686	если это	3	3
687	еще с	1	3
688	как о	2	3
689	с ними	1	3
690	в которых	5	3
691	хотел бы	2	3
692	этому поводу	4	3
693	котором все	1	3
694	я должен	1	3
695	бы с	1	3
696	не имеют	2	3
697	не знаю	2	3
698	наконец в	2	3
699	у меня	3	3
700	но о	1	3
701	и вся	2	3
702	в свет	5	3
703	не могло	4	3
704	значение для	2	3
705	отношении к	3	3
706	это же	1	3
707	не говорится	1	3
708	ли можно	2	3
709	общего с	3	3
710	только о	1	3
711	с того	2	3
712	это делает	1	3
713	нас нет	7	3
714	нет ни	3	3
715	этой области	5	3
716	п а	2	3
717	что такое	2	3
718	на вопрос	7	3
719	того как	8	3
720	второй половине	1	3
721	о значении	3	3
722	том числе	3	3
723	ни на	3	3
724	которого я	1	3
725	с их	2	3
726	без всяких	2	3
727	в свои	1	3
728	но эта	1	3
729	с теми	1	3
730	а если	2	3
731	вот это	1	3
732	более что	2	3
733	в какой	4	3
734	является не	4	3
735	имеет никакого	1	3
736	последнее время	1	3
737	в новом	4	3
738	бы мы	2	3
739	особенно в	2	3
740	ему не	3	3
741	разумеется что	5	3
742	и самого	1	3
743	в полной	1	3
744	его не	3	3
745	что является	1	3
746	быть и	2	3
747	нечего и	1	3
748	на меня	2	3
749	к тем	1	3
750	а по	1	3
751	не дала	1	3
752	это была	1	3
753	в трех	1	3
754	борьба с	2	3
755	что к	1	3
756	думать что	2	3
757	при всем	1	3
758	и всякая	1	3
759	всей его	1	3
760	в книге	1	3
761	которые в	2	3
762	бы он	1	3
763	как будто	5	3
764	том случае	1	3
765	тех пор	1	3
766	это в	4	3
767	больше того	1	3
768	в чисто	2	3
769	в той	9	2
770	в печати	8	2
771	является в	1	2
772	которая была	3	2
773	еще раз	1	2
774	вытекает и	1	2
775	никаких иллюзий	1	2
776	на эти	7	2
777	в момент	1	2
778	до него	3	2
779	бы даже	1	2
780	же нужно	1	2
781	дело с	2	2
782	не читал	1	2
783	к числу	3	2
784	нее в	1	2
785	и говорить	1	2
786	время не	1	2
787	потому не	1	2
788	а есть	1	2
789	то не	3	2
790	еще очень	1	2
791	кажется в	2	2
792	вполне естественно	1	2
793	внимания на	1	2
794	говорил о	1	2
795	напечатан в	1	2
796	чтобы в	1	2
797	i но	1	2
798	мне кажется	7	2
799	жизнь в	1	2
800	эта книга	2	2
801	никогда и	1	2
802	если он	1	2
803	например в	8	2
804	видно из	1	2
805	и другим	1	2
806	работы в	3	2
807	было вполне	1	2
808	почему это	1	2
809	интересно что	1	2
810	почти все	2	2
811	всего прочего	1	2
812	что оба	2	2
813	свою собственную	3	2
814	у обоих	1	2
815	на днях	1	2
816	где оно	1	2
817	было написано	1	2
818	всем его	1	2
819	время с	1	2
820	обращает на	2	2
821	говорится о	1	2
822	а во	3	2
823	ответить на	1	2
824	при условии	1	2
825	не стану	1	2
826	системы не	1	2
827	конце года	1	2
828	но эти	2	2
829	и своим	1	2
830	времени в	1	2
831	не всегда	2	2
832	же у	1	2
833	говорить о	3	2
834	на пути	1	2
835	был напечатан	1	2
836	и была	2	2
837	о самой	1	2
838	не верил	1	2
839	в журнале	1	2
840	и те	4	2
841	можно ли	5	2
842	в вопросе	1	2
843	но кажется	1	2
844	второй половины	1	2
845	ни одного	4	2
846	два обстоятельства	1	2
847	думал о	2	2
848	о тех	1	2
849	казалось что	1	2
850	он так	1	2
851	для всей	1	2
852	она ни	1	2
853	таких условиях	1	2
854	как я	1	2
855	несколько слов	1	2
856	шесть лет	2	2
857	нигде не	2	2
858	без того	1	2
859	на более	1	2
860	во всей	1	2
861	как результат	1	2
862	одна из	1	2
863	иначе и	2	2
864	и всякого	1	2
865	не понял	1	2
866	являются для	1	2
867	бы это	2	2
868	друзей и	1	2
869	о ней	1	2
870	разве это	1	2
871	все в	2	2
872	в некоторых	3	2
873	более ранней	1	2
874	для той	1	2
875	можно предполагать	1	2
876	после того	5	2
877	входить в	1	2
878	что каждая	1	2
879	на том	1	2
880	но еще	1	2
881	внимание на	5	2
882	притом не	1	2
883	обратить внимание	4	2
884	и совершенно	1	2
885	ссылается на	2	2
886	то у	1	2
887	разбирался в	1	2
888	к истине	1	2
889	но такой	1	2
890	в ее	6	2
891	других источников	1	2
892	которого он	1	2
893	книги и	1	2
894	чем у	2	2
895	оказался в	1	2
896	с термином	1	2
897	отдавая себе	1	2
898	столько же	3	2
899	i здесь	1	2
900	во внимание	2	2
901	вполне самостоятельно	1	2
902	ясными и	1	2
903	xviii века	1	2
904	кто хотел	1	2
905	совсем в	1	2
906	конечно на	1	2
907	обстоятельство что	4	2
908	отдавать себе	1	2
909	и перед	2	2
910	от этого	2	2
911	в двух	4	2
912	могло бы	3	2
913	но к	2	2
914	не иначе	1	2
915	сих пор	12	2
916	той или	1	2
917	имеет ничего	2	2
918	свободен от	4	2
919	в русской	4	2
920	истинный смысл	1	2
921	выражение в	2	2
922	из последних	1	2
923	отдельным изданием	1	2
924	ведь в	1	2
925	еще только	1	2
926	рукописей а	1	2
927	в работе	1	2
928	так называемую	1	2
929	с какой	1	2
930	и вы	1	2
931	вывод который	1	2
932	или же	3	2
933	i и	1	2
934	в ответ	1	2
935	и после	1	2
936	своего времени	4	2
937	должны быть	4	2
938	или иные	1	2
939	что эта	5	2
940	не приходится	5	2
941	хотя в	2	2
942	и является	1	2
943	его сочинений	5	2
944	и тот	1	2
945	совершенно так	1	2
946	тем и	1	2
947	он еще	1	2
948	а тем	1	2
949	ко времени	2	2
950	истории и	2	2
951	к первому	2	2
952	однако в	1	2
953	что во	3	2
954	и философской	1	2
955	его личности	1	2
956	что только	2	2
957	в первой	12	2
958	образом в	1	2
959	же мы	1	2
960	бы эти	1	2
961	которые были	1	2
962	но кроме	1	2
963	а главное	1	2
964	который для	1	2
965	впечатление и	1	2
966	вызвать у	1	2
967	на это	2	2
968	он говорил	1	2
969	против этого	1	2
970	этом споре	1	2
971	в разгар	1	2
972	до сих	13	2
973	ни малейшего	1	2
974	был очень	1	2
975	себе представить	1	2
976	если в	2	2
977	известно что	2	2
978	полемика с	1	2
979	почти не	1	2
980	которой не	1	2
981	которые он	1	2
982	должна быть	3	2
983	тогда когда	1	2
984	которая по	1	2
985	полностью в	1	2
986	к брату	1	2
987	меня в	2	2
988	целого ряда	2	2
989	ему все	1	2
990	по адресу	3	2
991	в другой	1	2
992	из которых	1	2
993	поэтому в	4	2
994	пор не	1	2
995	о в	1	2
996	этот термин	1	2
997	вне всякого	2	2
998	за это	1	2
999	со всеми	2	2
1000	не согласен	2	2
1001	такого же	1	2
1002	беседует с	1	2
1003	я имею	1	2
1004	д д	6	2
1005	однако что	1	2
1006	имеет значение	1	2
1007	вместо этого	1	2
1008	но дело	1	2
1009	здесь дело	2	2
1010	можно назвать	3	2
1011	который сам	1	2
1012	против чего	1	2
1013	как не	1	2
1014	в одно	1	2
1015	с такими	1	2
1016	в дружеских	1	2
1017	никем не	2	2
1018	общего дела	1	2
1019	нас интересует	1	2
1020	можно утверждать	1	2
1021	может не	2	2
1022	поэзии и	3	2
1023	о котором	2	2
1024	том как	4	2
1025	следующие слова	2	2
1026	отдает себе	1	2
1027	отрывок из	1	2
1028	это самое	1	2
1029	то здесь	1	2
1030	русской истории	3	2
1031	но оно	1	2
1032	его и	1	2
1033	не является	5	2
1034	в основе	4	2
1035	тот кто	1	2
1036	где у	1	2
1037	к отдельным	1	2
1038	это за	1	2
1039	это то	1	2
1040	во мне	1	2
1041	в изд	3	2
1042	а может	1	2
1043	и уже	3	2
1044	интерес и	1	2
1045	те или	2	2
1046	со всей	1	2
1047	в которую	2	2
1048	в поисках	1	2
1049	и об	7	2
1050	не потому	3	2
1051	не имела	2	2
1052	что такая	1	2
1053	чем не	2	2
1054	я хотел	1	2
1055	что вы	1	2
1056	речи в	1	2
1057	не за	1	2
1058	ни было	1	2
1059	для изучения	4	2
1060	но именно	3	2
1061	в глазах	1	2
1062	говорил что	1	2
1063	возвращении в	1	2
1064	знаком с	1	2
1065	этого слова	2	2
1066	в №	3	2
1067	здесь и	1	2
1068	в рукописи	6	2
1069	это просто	3	2
1070	все с	1	2
1071	или о	2	2
1072	а об	1	2
1073	меня не	2	2
1074	литературы и	3	2
1075	из этой	2	2
1076	судя по	2	2
1077	этом случае	3	2
1078	ответ на	4	2
1079	была написана	1	2
1080	которым он	1	2
1081	выписки из	1	2
1082	они не	2	2
1083	и пр	4	2
1084	до последних	1	2
1085	с очень	1	2
1086	него была	1	2
1087	не для	3	2
1088	для всего	1	2
1089	о пушкине	9	2
1090	очень долго	1	2
1091	имел в	1	2
1092	слова не	1	2
1093	сказать не	1	2
1094	в г	10	2
1095	что ни	2	2
1096	лет с	1	2
1097	самые разнообразные	1	2
1098	которые мы	1	2
1099	и которая	1	2
1100	и последний	1	2
1101	было в	2	2
1102	о каком	1	2
1103	в эпоху	3	2
1104	этом в	1	2
1105	с той	3	2
1106	это очень	5	2
1107	нет возможности	2	2
1108	не подлежит	2	2
1109	виде в	2	2
1110	язык и	1	2
1111	пушкина и	20	2
1112	меньше всего	3	2
1113	историческая справедливость	1	2
1114	даже после	1	2
1115	чем мы	1	2
1116	разницы между	1	2
1117	половины xix	1	2
1118	к середине	1	2
1119	в меру	1	2
1120	этих двух	4	2
1121	что эти	1	2
1122	к одному	1	2
1123	без всякой	3	2
1124	еще до	4	2
1125	за то	5	2
1126	при таких	1	2
1127	и найти	1	2
1128	в предисловии	3	2
1129	несомненно является	1	2
1130	не могу	2	2
1131	под ред	1	2
1132	и почти	1	2
1133	не по	5	2
1134	на всех	1	2
1135	из рукописей	1	2
1136	просто не	1	2
1137	была ему	1	2
1138	уже после	3	2
1139	то обстоятельство	3	2
1140	не находит	1	2
1141	этой статьи	2	2
1142	не существовало	1	2
1143	нужно было	2	2
1144	и их	3	2
1145	в июне	1	2
1146	мы пока	1	2
1147	его статьи	2	2
1148	стороны и	1	2
1149	и жизни	1	2
1150	что из	1	2
1151	разумеется в	2	2
1152	могло быть	3	2
1153	не хотел	2	2
1154	к изучению	1	2
1155	февраля года	1	2
1156	для такого	1	2
1157	этом и	2	2
1158	в высшей	1	2
1159	на рубеже	1	2
1160	до меня	2	2
1161	никому не	1	2
1162	только после	1	2
1163	что вся	1	2
1164	к своей	1	2
1165	сам а	1	2
1166	если она	1	2
1167	нетрудно заметить	1	2
1168	было не	3	2
1169	пять лет	3	2
1170	отрицать что	1	2
1171	еще несколько	2	1
1172	себя тем	1	1
1173	для самого	1	1
1174	всего это	1	1
1175	новое и	1	1
1176	данном отношении	6	1
1177	сам был	1	1
1178	к сожалению	4	1
1179	которой все	1	1
1180	указать еще	1	1
1181	бы несколько	1	1
1182	решении вопроса	1	1
1183	что мои	1	1
1184	большее значение	1	1
1185	своего совершенства	1	1
1186	написанное в	1	1
1187	лет назад	2	1
1188	хотя сам	1	1
1189	с толку	1	1
1190	и самому	1	1
1191	он переживал	1	1
1192	своей статье	4	1
1193	нужно спорить	1	1
1194	за исключением	1	1
1195	и неужели	1	1
1196	и имеет	1	1
1197	стихи и	1	1
1198	сверх того	1	1
1199	например он	1	1
1200	можно спорить	1	1
1201	по всему	1	1
1202	на работу	1	1
1203	общественные идеалы	1	1
1204	академии наук	3	1
1205	его за	1	1
1206	против него	1	1
1207	думаю что	6	1
1208	свою мысль	1	1
1209	самое важное	1	1
1210	воспоминания о	1	1
1211	в пользу	5	1
1212	может совершенно	1	1
1213	свидетельствующие о	1	1
1214	недостаточно и	1	1
1215	какой бы	1	1
1216	ну а	1	1
1217	писать на	1	1
1218	было время	1	1
1219	это нужно	1	1
1220	iii в	1	1
1221	методов в	1	1
1222	и стремится	1	1
1223	а потому	2	1
1224	одному из	1	1
1225	не являются	3	1
1226	только тот	1	1
1227	далее в	4	1
1228	не годится	1	1
1229	от этих	1	1
1230	и цитаты	1	1
1231	смотрел на	4	1
1232	не стоило	1	1
1233	была лишена	1	1
1234	впрочем это	1	1
1235	с собой	1	1
1236	мнение о	2	1
1237	связь с	1	1
1238	их не	1	1
1239	я вовсе	3	1
1240	по пути	1	1
1241	на которых	1	1
1242	первому а	1	1
1243	не считает	1	1
1244	то было	1	1
1245	имеет для	1	1
1246	из нее	3	1
1247	самостоятельно и	1	1
1248	мысль о	2	1
1249	в трезвом	1	1
1250	зато в	2	1
1251	слова с	1	1
1252	очень не	1	1
1253	его поездки	1	1
1254	почти ничего	1	1
1255	целый день	1	1
1256	и следовало	1	1
1257	не пошел	2	1
1258	опасность для	1	1
1259	строгой системой	1	1
1260	самому и	1	1
1261	считать что	1	1
1262	в корне	1	1
1263	чтобы можно	2	1
1264	обвинения в	2	1
1265	и творчества	2	1
1266	я от	1	1
1267	кажутся мне	1	1
1268	самого и	2	1
1269	равно не	1	1
1270	является вполне	2	1
1271	вполне самостоятельного	1	1
1272	ведь одно	1	1
1273	образом этот	1	1
1274	работает в	1	1
1275	одновременно и	1	1
1276	только более	1	1
1277	но очень	1	1
1278	другом месте	2	1
1279	теперь не	1	1
1280	драмы и	1	1
1281	поэтому заслуживает	1	1
1282	другое дело	3	1
1283	так живо	1	1
1284	его личной	1	1
1285	речь идет	6	1
1286	что писал	3	1
1287	выводу что	1	1
1288	этой стороны	1	1
1289	г ч	2	1
1290	тогда как	1	1
1291	его друзья	2	1
1292	гораздо больше	2	1
1293	данной статьи	1	1
1294	освобождается от	1	1
1295	без труда	1	1
1296	действительности в	1	1
1297	если судить	1	1
1298	сразу же	1	1
1299	не означал	1	1
1300	из других	1	1
1301	стороны но	1	1
1302	знакомство с	1	1
1303	или вернее	1	1
1304	что карамзин	1	1
1305	критики в	2	1
1306	по тем	1	1
1307	нельзя было	1	1
1308	одно целое	1	1
1309	дело только	1	1
1310	в приведенных	1	1
1311	создает никаких	1	1
1312	глазах самого	1	1
1313	рукописи с	1	1
1314	не имею	1	1
1315	д в	1	1
1316	это его	1	1
1317	же начала	1	1
1318	читаем что	2	1
1319	хорошо было	1	1
1320	искусства и	1	1
1321	его собственной	3	1
1322	обратился к	1	1
