N	2gram	Vygotskiy_	Otkroven
454	в одной	2	1
455	мысли в	5	1
456	в противоречии	1	1
457	с того	3	1
458	есть один	1	1
459	с какими	1	1
460	со всеми	2	1
461	с каким	2	1
462	и самый	2	1
463	бы в	6	1
464	к другому	3	1
465	единство в	1	1
466	поэтому он	2	1
467	не являлось	1	1
468	разговор с	1	1
