N	2gram	Bakhtin_fo	Psycholo
316	под влиянием	1	9
317	героя и	7	9
318	и та	2	9
319	мы будем	5	9
320	в него	2	9
321	с ее	7	9
322	бы не	1	9
323	его и	2	9
324	в отличие	3	9
325	в виде	1	9
326	по своему	3	9
327	по его	1	9
328	на его	1	9
329	и по	5	9
330	оказывается что	2	9
331	и ее	4	9
332	о чем	4	9
333	но все	6	9
334	роль в	12	9
335	можно сказать	2	9
336	мы говорили	3	9
337	ту же	4	9
338	которое мы	1	9
339	по этому	2	9
340	и дальше	1	9
341	должен быть	2	9
342	с совершенно	1	9
343	и наконец	6	9
344	не к	2	9
345	формы в	1	8
346	это значит	3	8
347	себе и	4	8
348	жизни с	2	8
349	одно и	4	8
350	и тот	2	8
351	в общем	1	8
352	и конечно	1	8
353	при анализе	1	8
354	тем же	3	8
355	такое же	1	8
356	смысле этого	1	8
357	бы совершенно	2	8
358	как все	1	8
359	и вообще	3	8
360	место в	4	8
361	и эта	2	8
362	которой мы	1	8
363	и составляет	1	8
364	из всех	1	8
365	представление о	1	8
366	больше чем	1	8
367	с другом	5	8
368	наряду с	7	8
369	гораздо более	1	8
370	по преимуществу	4	8
371	в произведении	1	8
372	из того	1	8
373	уже давно	1	8
374	чтобы понять	1	8
375	друг с	5	8
376	здесь совершенно	2	8
377	во время	7	8
378	в процессе	4	8
379	и более	3	8
380	том как	2	8
381	и во	13	8
382	он может	1	8
383	бы и	1	8
384	жизнь и	4	8
385	которую мы	1	8
386	стороны и	2	8
387	он видит	1	7
388	не как	2	7
389	к самому	1	7
390	от этого	4	7
391	во все	4	7
392	и те	4	7
393	свою очередь	1	7
394	ни одного	1	7
395	она есть	1	7
396	на том	1	7
397	связи с	14	7
398	больше и	2	7
399	в каждом	2	7
400	должны быть	2	7
401	для чего	1	7
402	в особенности	15	7
403	и при	1	7
404	имеет место	6	7
405	и дает	3	7
406	себе не	1	7
407	со всеми	4	7
408	есть нечто	1	7
409	они не	4	7
410	который он	1	7
411	в течение	2	7
412	только один	2	7
413	это имеет	1	7
414	к ним	3	7
415	не существует	1	7
416	же в	6	7
417	все что	2	7
418	для всех	3	7
419	к этой	1	7
420	нас в	3	7
421	одно из	3	7
422	как они	1	7
423	приходит к	1	7
424	в глаза	3	7
425	в нашем	3	7
426	время в	7	7
427	в качестве	6	7
428	к жизни	2	7
429	лежит в	2	7
430	на другой	2	7
431	бы его	1	7
432	с которым	1	7
433	же мы	1	7
434	а как	3	7
435	психологии и	1	7
436	и действительно	1	7
437	себя и	6	7
438	это то	2	7
439	времени и	10	7
440	что здесь	2	7
441	в полном	2	7
442	здесь в	6	7
443	а на	1	7
444	дело в	3	7
445	для нашей	1	7
446	есть как	1	7
447	это противоречие	1	6
448	к другу	2	6
449	все дело	1	6
450	из самых	3	6
451	либо в	1	6
452	что действие	1	6
453	он был	2	6
454	людей и	2	6
455	что как	1	6
456	вносит в	1	6
457	истинный смысл	1	6
458	первый раз	1	6
459	после этого	2	6
460	эти три	1	6
461	рядом с	4	6
462	того и	3	6
463	из него	1	6
464	не могла	2	6
465	почти всегда	2	6
466	она была	1	6
467	что есть	1	6
468	образом в	1	6
469	события в	1	6
470	всех этих	9	6
471	должны будем	1	6
472	одного и	6	6
473	друг к	2	6
474	смысле слова	4	6
475	в отношении	5	6
476	оно не	3	6
477	самому существу	1	6
478	и затем	1	6
479	никто не	2	6
480	приводит к	1	6
481	да и	4	6
482	он же	1	6
483	трагедии в	1	6
484	для нее	1	6
485	каждой из	1	6
486	как если	2	6
487	от других	1	6
488	каждый из	2	6
489	только с	1	6
490	находятся в	1	6
491	ее на	1	6
492	нуждается в	1	6
493	в русском	1	6
494	от всех	2	6
495	у всех	1	6
496	сама по	1	6
497	и другого	1	6
498	как ни	1	6
499	и ни	1	6
500	к ней	2	6
501	которые в	2	6
502	слова и	4	6
503	событий и	3	6
504	еще более	7	6
505	остановиться на	1	6
506	нами в	1	6
507	и которые	1	6
508	из нее	2	6
509	почти все	4	6
510	имеет в	2	6
511	говорить о	1	6
512	есть по	1	6
513	второй план	1	6
514	это мы	1	6
515	и вместе	1	6
516	в себя	3	6
517	а только	2	6
518	очень часто	1	6
519	внутренняя форма	1	6
520	за пределы	1	6
521	уже не	5	6
522	значит что	2	6
523	независимо от	1	6
524	его с	2	6
525	как не	1	6
526	то и	1	6
527	в плане	1	6
528	жизни но	7	6
529	ничем не	1	6
530	в первый	1	6
531	в новелле	1	6
532	уже совершенно	1	6
533	так в	2	6
534	нисколько не	1	6
535	что касается	1	6
536	отношение к	5	6
537	тем как	1	5
538	а затем	3	5
539	между ними	5	5
540	и сам	2	5
541	им в	1	5
542	нам не	1	5
543	нас и	1	5
544	и трагедии	2	5
545	в смысле	5	5
546	сил в	1	5
547	и еще	3	5
548	во всей	3	5
549	что самая	1	5
550	чем в	3	5
551	дано в	1	5
552	между собой	5	5
553	в эту	1	5
554	и является	2	5
555	тем и	1	5
556	энергии и	1	5
557	точку зрения	3	5
558	материала в	1	5
559	все остальное	1	5
560	его к	2	5
561	и самый	3	5
562	если в	1	5
563	он только	2	5
564	своих героев	1	5
565	нет никакого	1	5
566	смысла и	2	5
567	отношения к	7	5
568	в словах	1	5
569	для читателя	1	5
570	значение и	7	5
571	и больше	1	5
572	нет и	4	5
573	она может	1	5
574	у них	4	5
575	что ему	1	5
576	когда они	1	5
577	нас не	1	5
578	он как	1	5
579	одна и	2	5
580	мы нашли	1	5
581	все равно	1	5
582	и смысл	2	5
583	однако не	2	5
584	на одном	1	5
585	в каждой	1	5
586	что всякий	1	5
587	но она	2	5
588	не следует	1	5
589	человека и	15	5
590	как совершенно	1	5
591	все больше	1	5
592	для такого	1	5
593	не вызывает	1	5
594	что то	1	5
595	что дело	1	5
596	только для	2	5
597	эта точка	1	5
598	но они	3	5
599	что тот	1	5
600	то в	2	5
601	и было	4	5
602	это будет	1	5
603	указать на	2	5
604	хотя и	5	5
605	здесь с	1	5
606	и за	1	5
607	наше внимание	1	5
608	столько же	1	5
609	не знает	4	5
610	в других	9	5
611	именно как	4	5
612	это делает	1	5
613	не значит	1	5
614	есть все	1	5
615	все события	1	5
616	в один	2	5
617	себя в	2	5
618	в романе	40	5
619	она и	1	5
620	еще и	3	5
621	не имеют	4	5
622	и тогда	1	5
623	он хочет	1	5
624	нет никакой	1	5
625	он дает	1	5
626	видим в	1	5
627	принадлежит к	4	5
628	том же	4	5
629	есть к	1	5
630	из этой	1	5
631	все они	4	5
632	стороны мы	1	5
633	образом все	1	5
634	мы находим	2	5
635	это очень	1	5
636	или что	1	5
637	в очень	1	5
638	человека в	22	5
639	все другие	2	5
640	или не	2	5
641	дело не	1	5
642	конечно в	1	5
643	и отношений	1	5
644	все более	2	5
645	надо было	1	5
646	уже говорили	6	4
647	характер и	8	4
648	и говорить	1	4
649	его от	3	4
650	с собой	2	4
651	себя как	1	4
652	прямо сказать	2	4
653	из всего	1	4
654	к другим	1	4
655	в порядке	4	4
656	где она	2	4
657	на самой	1	4
658	и смерти	1	4
659	нам в	1	4
660	человека не	1	4
661	из себя	1	4
662	это же	1	4
663	для своей	2	4
664	из одного	1	4
665	искусстве и	4	4
666	и формы	1	4
667	они дают	1	4
668	находится в	3	4
669	для своего	2	4
670	но для	2	4
671	точном смысле	3	4
672	человек и	2	4
673	в связи	13	4
674	одном из	1	4
675	это на	1	4
676	понятий и	1	4
677	и драмы	1	4
678	на самый	1	4
679	чем больше	1	4
680	должны были	1	4
681	природы и	2	4
682	такого же	1	4
683	на место	1	4
684	любви и	1	4
685	всего того	3	4
686	в корне	2	4
687	к выводу	1	4
688	же самой	1	4
689	сюжета и	2	4
690	его жизнь	2	4
691	можно назвать	2	4
692	к другому	2	4
693	из которой	1	4
694	с которой	2	4
695	значение имеет	2	4
696	одной из	3	4
697	бы как	1	4
698	это вовсе	1	4
699	здесь не	5	4
700	уже с	1	4
701	значение в	5	4
702	может не	1	4
703	где он	2	4
704	борьбу с	1	4
705	но эта	5	4
706	в стороне	2	4
707	бы нам	1	4
708	короля и	1	4
709	также и	6	4
710	не по	1	4
711	или как	5	4
712	при всем	1	4
713	и вне	3	4
714	само собой	2	4
715	вплоть до	3	4
716	случае в	1	4
717	того не	2	4
718	строго говоря	2	4
719	в некоторых	4	4
720	в день	1	4
721	по отношению	3	4
722	весь этот	1	4
723	только ее	1	4
724	в это	5	4
725	и того	7	4
726	эпоса и	2	4
727	процесс в	2	4
728	в каких	1	4
729	с помощью	5	4
730	не имеем	1	4
731	совершенно ясна	1	4
732	с этими	2	4
733	и вместо	1	4
734	ее и	1	4
735	нигде не	1	4
736	в несколько	1	4
737	сказал что	1	4
738	в мире	4	4
739	на один	2	4
740	его жизни	11	4
741	но к	2	4
742	в уста	2	4
743	для его	1	4
744	всех других	1	4
745	однако в	1	4
746	и каждый	2	4
747	в состав	1	4
748	вступить в	1	4
749	такие же	1	4
750	не на	4	4
751	если не	3	4
752	с ней	1	4
753	мы говорим	1	4
754	в настоящее	1	4
755	с ними	1	4
756	не до	1	4
757	хоть сколько-нибудь	1	4
758	автора и	4	4
759	этой жизни	2	4
760	более и	2	4
761	в истории	6	4
762	же время	13	4
763	имеем в	3	4
764	произведения и	1	4
765	как во	1	4
766	стороны он	1	4
767	высшей степени	1	4
768	форм и	1	4
769	аналогии с	1	4
770	не для	3	4
771	бы на	1	4
772	как у	2	4
773	без всяких	1	4
774	когда оно	1	4
775	в ту	1	4
776	но по	2	4
777	к концу	3	4
778	к своему	2	4
779	что от	1	4
780	так называемой	1	4
781	обстоит дело	1	4
782	совершенно различных	1	4
783	реального времени	1	4
784	говоря о	1	4
785	в пределах	8	4
786	стало быть	1	4
787	в понимании	1	4
788	благодаря этому	1	4
789	в центре	2	3
790	зрения на	1	3
791	здесь же	2	3
792	же и	2	3
793	со всем	1	3
794	образа в	1	3
795	кроме того	7	3
796	не столько	2	3
797	он утверждает	2	3
798	жизнь в	2	3
799	что весь	1	3
800	или на	1	3
801	на первый	2	3
802	всем его	1	3
803	было в	2	3
804	заключены в	1	3
805	мы почти	1	3
806	в этот	5	3
807	к своей	2	3
808	уже и	1	3
809	на одну	1	3
810	по которым	1	3
811	романа как	4	3
812	в разных	6	3
813	он сам	2	3
814	на котором	2	3
815	все в	3	3
816	морали в	1	3
817	ближе к	1	3
818	переходим к	1	3
819	самой природе	1	3
820	здесь как	3	3
821	с другими	3	3
822	лучше всего	2	3
823	не больше	1	3
824	как можно	3	3
825	есть еще	1	3
826	в самые	1	3
827	по аналогии	2	3
828	вещей и	7	3
829	на земле	2	3
830	но когда	2	3
831	человеке и	1	3
832	они как	2	3
833	роли которую	1	3
834	романе в	8	3
835	бы она	2	3
836	имеет свой	1	3
837	котором я	1	3
838	другом и	2	3
839	здесь на	5	3
840	потребность в	1	3
841	видимо и	1	3
842	же самого	1	3
843	его как	1	3
844	теми же	1	3
845	всех предыдущих	1	3
846	действительной жизни	1	3
847	его читателей	1	3
848	и самое	5	3
849	человеческого тела	10	3
850	героя в	1	3
851	оно было	3	3
852	которым она	1	3
853	как свое	1	3
854	уже знаем	1	3
855	в более	2	3
856	и первый	1	3
857	в форме	5	3
858	и самая	2	3
859	то на	1	3
860	с такими	1	3
861	это время	8	3
862	явлений и	3	3
863	словами и	1	3
864	нет ничего	4	3
865	бросается в	1	3
866	то он	1	3
867	на основе	5	3
868	не быть	3	3
869	тот и	1	3
870	вступает в	2	3
871	этого как	1	3
872	важен тот	1	3
873	форма и	1	3
874	и проч	5	3
875	еще в	1	3
876	мы еще	5	3
877	моментов в	1	3
878	этом случае	1	3
879	то они	2	3
880	ему что	1	3
881	ход событий	1	3
882	он и	1	3
883	имел в	2	3
884	в движение	3	3
885	участие в	1	3
886	к самой	1	3
887	в таких	2	3
888	этого произведения	2	3
889	этого романа	6	3
890	и я	1	3
891	со своей	3	3
892	вероятно не	1	3
893	но уже	1	3
894	тем более	4	3
895	бы ни	1	3
896	связаны с	3	3
897	на них	2	3
898	ему нужно	1	3
899	чистом виде	1	3
900	ни один	2	3
901	бы назвать	1	3
902	рассматривать как	1	3
903	могло быть	5	3
904	что можно	1	3
905	когда пушкин	1	3
906	за счет	2	3
907	ребенка и	1	3
908	мы и	4	3
909	выводу что	1	3
910	остались бы	1	3
911	социальной и	1	3
912	что человек	1	3
913	не бывает	1	3
914	или во	1	3
915	равно как	4	3
916	дело здесь	2	3
917	его на	3	3
918	там же	1	3
919	в точном	3	3
920	нем нет	2	3
921	все их	1	3
922	и нет	2	3
923	время с	1	3
924	эпизод с	1	3
925	он изображает	1	3
926	жизни а	1	3
927	что им	1	3
928	и такие	1	3
929	которой он	3	3
930	между двумя	6	3
931	связь между	2	3
932	всего этого	3	3
933	следующим образом	1	3
934	как я	1	3
935	никакого определенного	1	3
936	человека то	1	3
937	в заключение	1	3
938	на почве	2	3
939	этого и	1	3
940	вот эта	1	3
941	здесь нет	3	3
942	собой в	1	3
943	аффектов и	1	3
944	значение которое	1	3
945	эту борьбу	1	3
946	души и	1	3
947	даже на	1	3
948	противоречие между	1	3
949	все прочие	1	3
950	переживания и	1	3
951	действий и	1	3
952	не о	2	3
953	одним из	1	3
954	быть только	4	3
955	и характер	3	3
956	и жизнь	1	3
957	точек зрения	1	3
958	с гениальной	1	3
959	что их	1	3
960	в знаменитой	1	3
961	которая является	1	3
962	говорил о	1	3
963	действие в	1	3
964	когда я	2	3
965	личности и	2	3
966	не более	1	3
967	хотя в	1	3
968	уже указывали	4	3
969	даже не	2	3
970	умирает и	1	3
971	их и	3	3
972	нет все	1	3
973	образы и	1	3
974	и др	13	3
975	части и	1	3
976	с чем	2	3
977	чаще всего	1	3
978	слова как	1	3
979	и охотно	1	3
980	и ничего	1	3
981	не ту	1	3
982	этой проблемы	2	3
983	характера а	1	3
984	и музыка	1	3
985	героев и	5	3
986	на ее	1	3
987	для себя	8	3
988	и должно	2	3
989	есть для	1	3
990	романа в	7	3
991	о которой	1	3
992	чтобы это	1	3
993	одну и	1	3
994	новый смысл	1	3
995	при построении	1	3
996	состоит из	1	3
997	которые могут	1	3
998	дело идет	2	3
999	останавливаться на	1	3
1000	друг от	2	3
1001	ни к	3	3
1002	связана с	1	3
1003	к себе	8	3
1004	не могло	5	3
1005	значение для	3	3
1006	образами и	1	3
1007	и сюжета	1	3
1008	что тут	1	3
1009	а вовсе	1	3
1010	они были	4	3
1011	в прямом	1	3
1012	отношению к	5	3
1013	мире в	1	3
1014	слово в	1	3
1015	от друга	2	3
1016	а также	5	3
1017	места в	2	3
1018	животных и	2	3
1019	очень много	1	3
1020	смерти в	3	3
1021	и оно	1	3
1022	форма в	3	3
1023	самое замечательное	1	3
1024	без всякой	1	3
1025	указывали на	1	3
1026	первый план	2	3
1027	этот новый	2	3
1028	в теории	1	3
1029	по прямой	1	3
1030	быть и	4	3
1031	в отдельности	1	3
1032	роман и	1	3
1033	применительно к	1	3
1034	даже для	1	3
1035	в высшей	1	3
1036	и прежде	4	3
1037	в новой	1	3
1038	этому вопросу	2	3
1039	они имеют	1	2
1040	формы художественного	1	2
1041	философии и	1	2
1042	образов в	1	2
1043	в разрешении	2	2
1044	внимательно к	1	2
1045	человека делает	1	2
1046	выступают в	1	2
1047	его чтобы	1	2
1048	время не	2	2
1049	не понимать	1	2
1050	роман в	6	2
1051	всей ее	1	2
1052	этим объясняется	1	2
1053	есть именно	2	2
1054	в построении	1	2
1055	уже на	3	2
1056	высокое и	1	2
1057	специфические особенности	1	2
1058	и целый	1	2
1059	большим и	1	2
1060	такие моменты	3	2
1061	как цель	1	2
1062	видели в	1	2
1063	два момента	1	2
1064	своей природе	1	2
1065	ее так	1	2
1066	отношение и	1	2
1067	в нескольких	1	2
1068	из жизни	1	2
1069	оно как	1	2
1070	времени в	14	2
1071	существенное значение	1	2
1072	изо рта	1	2
1073	осел в	1	2
1074	сцену на	1	2
1075	вынуждены были	1	2
1076	с другим	1	2
1077	к нулю	1	2
1078	вопросу о	3	2
1079	разрешения этой	1	2
1080	во всякой	2	2
1081	него не	1	2
1082	они должны	1	2
1083	и техника	1	2
1084	и вступает	1	2
1085	от них	1	2
1086	божественную комедию	1	2
1087	на поэтическую	1	2
1088	разные эпохи	1	2
1089	всего в	4	2
1090	и представляет	1	2
1091	герой и	2	2
1092	к герою	1	2
1093	все его	7	2
1094	оно совершенно	1	2
1095	и ясностью	1	2
1096	как такового	1	2
1097	что уже	1	2
1098	этой же	1	2
1099	ее можно	1	2
1100	объединены в	1	2
1101	это слово	1	2
1102	в немецкой	1	2
1103	у этого	1	2
1104	этом романе	2	2
1105	тем больше	1	2
1106	в будущем	1	2
1107	является и	1	2
1108	и некоторые	1	2
1109	как по	2	2
1110	этим и	1	2
1111	с детства	1	2
1112	же оно	1	2
1113	без него	1	2
1114	того если	1	2
1115	данный момент	1	2
1116	что наука	1	2
1117	к вопросу	2	2
1118	нового человека	1	2
1119	назад к	1	2
1120	той или	3	2
1121	а потом	2	2
1122	точкой зрения	1	2
1123	и силой	1	2
1124	до самой	1	2
1125	дана в	1	2
1126	сюда же	2	2
1127	и сказал	1	2
1128	человека как	1	2
1129	вот для	1	2
1130	по своей	1	2
1131	похожа на	2	2
1132	и глубоко	1	2
1133	если угодно	1	2
1134	и искусства	1	2
1135	роль играет	1	2
1136	необходимо чтобы	2	2
1137	до наших	2	2
1138	этих вещей	1	2
1139	то место	1	2
1140	чтобы не	1	2
1141	в какой-то	4	2
1142	раскрытие характера	1	2
1143	понятия и	1	2
1144	нашем анализе	1	2
1145	и сами	1	2
1146	это новое	2	2
1147	от нее	1	2
1148	связи и	1	2
1149	существует вовсе	1	2
1150	мы встречаем	3	2
1151	в самый	1	2
1152	на совершенно	1	2
1153	роман с	1	2
1154	места и	1	2
1155	на те	1	2
1156	романа и	4	2
1157	он на	1	2
1158	интерес к	1	2
1159	для них	3	2
1160	и делает	1	2
1161	два типа	1	2
1162	новое значение	2	2
1163	изображения в	1	2
1164	это состояние	1	2
1165	постараемся показать	1	2
1166	характер этого	1	2
1167	не создала	2	2
1168	жизни в	11	2
1169	на минуту	2	2
1170	и события	3	2
1171	же мало	1	2
1172	страсти и	1	2
1173	в те	1	2
1174	вследствие этого	4	2
1175	нет в	2	2
1176	к созданию	1	2
1177	это был	1	2
1178	представляет из	1	2
1179	с нами	1	2
1180	в значительной	3	2
1181	наконец в	2	2
1182	учение об	1	2
1183	самом содержании	1	2
1184	в образах	1	2
1185	не меньше	1	2
1186	смысл который	1	2
1187	чем не	5	2
1188	еще один	1	2
1189	было и	4	2
1190	нигде в	2	2
1191	не считаясь	1	2
1192	он весь	3	2
1193	на которые	2	2
1194	и т.д	2	2
1195	этого нет	1	2
1196	к первой	1	2
1197	это просто	1	2
1198	является только	1	2
1199	идей и	1	2
1200	это произведение	1	2
1201	во времени	6	2
1202	при изображении	4	2
1203	жизни не	3	2
1204	часто и	3	2
1205	этого нового	3	2
1206	к содержанию	1	2
1207	формы к	1	2
1208	и каким	1	2
1209	именно к	1	2
1210	в любви	1	2
1211	характера но	2	2
1212	формы которые	1	2
1213	жизнь это	1	2
1214	для всякого	1	2
1215	образ и	1	2
1216	в литературе	17	2
1217	столько сколько	1	2
1218	ведь это	2	2
1219	не важен	1	2
1220	всегда есть	1	2
1221	которые как	1	2
1222	служит только	1	2
1223	всего романа	2	2
1224	из различных	1	2
1225	иной раз	2	2
1226	и со	1	2
1227	не подлежат	1	2
1228	в условиях	8	2
1229	основе его	1	2
1230	оно оставляет	1	2
1231	но его	1	2
1232	строй и	1	2
1233	в эпосе	4	2
1234	это как	1	2
1235	есть одна	1	2
1236	и чистое	1	2
1237	не оставляет	6	2
1238	же что	3	2
1239	вперед по	1	2
1240	в начале	3	2
1241	и времени	9	2
1242	и жизни	1	2
1243	для других	7	2
1244	но вместе	1	2
1245	хотя она	1	2
1246	люди не	1	2
1247	время и	4	2
1248	стиле и	1	2
1249	содержанием и	1	2
1250	и понятия	1	2
1251	вообще не	4	2
1252	или иной	4	2
1253	только недавно	1	2
1254	здесь все	2	2
1255	сцене с	1	2
1256	человек не	1	2
1257	ведь и	1	2
1258	мы сказали	1	2
1259	человеческой природы	2	2
1260	что было	6	2
1261	находим в	1	2
1262	новое и	5	2
1263	только чтобы	1	2
1264	которой все	1	2
1265	я без	1	2
1266	она еще	1	2
1267	которая была	1	2
1268	этих вопросов	1	2
1269	это тот	1	2
1270	на эти	1	2
1271	между собою	1	2
1272	и изучает	2	2
1273	случае мы	1	2
1274	жизнь которая	1	2
1275	жизни есть	1	2
1276	психологическое значение	1	2
1277	с более	1	2
1278	для восприятия	2	2
1279	подводится под	1	2
1280	не являются	3	2
1281	над ними	2	2
1282	определяется и	1	2
1283	мы вовсе	1	2
1284	природа человека	1	2
1285	их не	2	2
1286	в борьбе	2	2
1287	к более	1	2
1288	то специфическое	1	2
1289	как история	2	2
1290	они и	1	2
1291	жизни ее	1	2
1292	себя к	1	2
1293	как с	1	2
1294	и свою	1	2
1295	порядке как	1	2
1296	на этой	4	2
1297	представления о	1	2
1298	значительной мере	2	2
1299	человека совершенно	1	2
1300	несколько дней	2	2
1301	не вполне	1	2
1302	как оно	2	2
1303	до того	1	2
1304	действует на	1	2
1305	отношений и	1	2
1306	жизни как	2	2
1307	вино и	1	2
1308	тех случаях	1	2
1309	в самое	1	2
1310	это отношение	1	2
1311	закономерность в	1	2
1312	входят в	2	2
1313	они сами	2	2
1314	тут же	1	2
