N	3gram	Bakhtin_Pr	Psycholo
459	не имеет с	1	1
460	смысле слова и	1	1
461	одному и тому	2	1
462	есть прежде всего	1	1
463	они все время	1	1
464	мы в дальнейшем	1	1
465	и в некоторых	1	1
466	то есть из	2	1
467	это тот же	1	1
468	и здесь как	1	1
469	себе представление о	1	1
470	мировой литературе мы	1	1
471	для наших целей	1	1
472	к себе и	1	1
473	и все они	1	1
474	к жизни но	1	1
475	самого начала в	1	1
476	в истории литературы	1	1
477	в нем есть	1	1
478	и там и	1	1
479	сих пор недостаточно	1	1
