N	2gram	Vygotskiy_	StatiiOP
263	о которых	2	6
264	этом смысле	5	6
265	этот вопрос	8	6
266	в себе	4	6
267	он говорил	1	6
268	и здесь	2	6
269	из которых	3	6
270	и все	2	6
271	том смысле	1	6
272	в известном	9	6
273	языка и	6	6
274	идет о	1	6
275	тем же	1	6
276	и во	2	6
277	что я	4	6
278	говорил что	1	6
279	с его	3	6
280	что с	7	6
281	мы не	6	6
282	и за	1	6
283	ни на	3	6
284	независимо от	3	6
285	по существу	5	6
286	должен быть	1	6
287	в одной	2	6
288	разумеется что	1	6
289	этих двух	4	6
290	его не	1	6
291	что на	2	6
292	нас не	1	5
293	которая была	1	5
294	по плану	1	5
295	при этом	9	5
296	в пользу	1	5
297	как говорит	2	5
298	не как	3	5
299	далее в	1	5
300	по пути	1	5
301	в духе	1	5
302	целый ряд	5	5
303	на эту	1	5
304	то это	2	5
305	одной стороны	10	5
306	но они	2	5
307	самого начала	8	5
308	до того	4	5
309	без всякого	2	5
310	том чтобы	3	5
311	в основу	1	5
312	что именно	4	5
313	на протяжении	2	5
314	что эти	4	5
315	после того	2	5
316	с одной	10	5
317	хотя и	1	5
318	его в	6	5
319	что не	2	5
320	даже не	1	5
321	в двух	1	5
322	если не	3	5
323	не приходится	1	5
324	в тех	2	5
325	и почему	1	5
326	столь же	5	5
327	или иного	1	5
328	всех этих	1	5
329	не так	1	5
330	утверждать что	1	5
331	один из	4	5
332	должна быть	7	5
333	для себя	1	5
334	не на	5	5
335	оно не	2	5
336	что ему	2	5
337	большое значение	1	5
338	в слове	1	5
339	никто не	2	5
340	думать что	1	5
341	свое время	2	5
342	в очень	1	5
343	оба эти	5	5
344	не могло	1	5
345	отношении к	2	5
346	которую он	1	5
347	не потому	1	5
348	не совсем	2	5
349	из истории	2	5
350	том же	1	5
351	ее в	3	5
352	но если	7	5
353	точку зрения	1	5
354	в свое	2	5
355	о значении	1	5
356	это и	3	5
357	такое же	2	5
358	раз в	4	5
359	в сущности	17	5
360	на нее	2	5
361	а то	1	5
362	вообще не	5	5
363	нас к	6	5
364	является не	2	5
365	другом месте	4	5
366	и потому	3	5
367	того или	1	5
368	и только	4	5
369	не по	1	5
370	как он	7	5
371	которых в	1	5
372	к ней	1	5
373	одного из	1	5
374	как будто	2	5
375	что было	2	4
376	находим в	1	4
377	и другие	13	4
378	все что	2	4
379	в центре	2	4
380	только что	6	4
381	которые не	5	4
382	в применении	1	4
383	не являются	2	4
384	в первом	4	4
385	из двух	2	4
386	что ни	1	4
387	свою собственную	1	4
388	казалось бы	5	4
389	не существует	1	4
390	не могли	1	4
391	которыми он	2	4
392	применении к	1	4
393	языка в	1	4
394	и те	2	4
395	языка не	2	4
396	эти вопросы	2	4
397	который в	2	4
398	или иным	2	4
399	всего в	1	4
400	мы видим	6	4
401	и он	3	4
402	на язык	1	4
403	и эти	2	4
404	как можно	1	4
405	тому же	3	4
406	во внимание	4	4
407	очевидно что	2	4
408	в связи	6	4
409	на этом	8	4
410	не могут	7	4
411	в свете	4	4
412	в смысле	3	4
413	и у	1	4
414	но как	6	4
415	для его	2	4
416	только с	1	4
417	и речи	1	4
418	в развитии	45	4
419	должны быть	2	4
420	и тот	5	4
421	иметь в	1	4
422	вопрос в	1	4
423	общего с	3	4
424	с которым	2	4
425	которые были	1	4
426	показывает что	9	4
427	за пределы	4	4
428	эту тему	1	4
429	а потому	3	4
430	если в	4	4
431	известно что	2	4
432	это есть	5	4
433	в форме	1	4
434	сами по	1	4
435	они не	7	4
436	в наших	2	4
437	в прямом	1	4
438	в процессе	37	4
439	как о	1	4
440	и так	1	4
441	от его	1	4
442	связанные с	6	4
443	да и	1	4
444	по своей	7	4
445	именно поэтому	3	4
446	ничего общего	6	4
447	в основе	12	4
448	более чем	1	4
449	совпадает с	4	4
450	связана с	2	4
451	как известно	7	4
452	относится к	3	4
453	и тогда	1	4
454	в обоих	2	4
455	не знает	6	4
456	состоит в	11	4
457	начиная с	1	4
458	для изучения	1	4
459	значительной степени	1	4
460	этого слова	3	4
461	которые в	4	4
462	что оно	9	4
463	естественно что	4	4
464	и всегда	1	4
465	чем он	5	4
466	смысле этого	2	4
467	а на	1	4
468	или в	1	4
469	или иначе	1	4
470	места в	1	4
471	в ряде	2	4
472	случае не	2	4
473	есть в	2	4
474	этого вопроса	5	4
475	в такой	5	4
476	нисколько не	2	4
477	бы совершенно	1	4
478	мере в	5	4
479	чем в	6	4
480	разница между	1	4
481	уступает место	2	4
482	он говорит	3	4
483	значит что	6	4
484	а по	1	4
485	и их	4	4
486	еще в	3	4
487	тем или	2	4
488	что его	2	4
489	как мы	20	4
490	в период	1	4
491	же это	1	4
492	для этого	3	4
493	но для	3	4
494	от него	3	3
495	является в	2	3
496	говоря уже	1	3
497	к числу	1	3
498	но что	6	3
499	и которые	2	3
500	или иной	1	3
501	более или	1	3
502	из нее	5	3
503	бы все	2	3
504	их в	3	3
505	что оба	4	3
506	гораздо больше	1	3
507	к этой	3	3
508	больше чем	6	3
509	о той	1	3
510	можно считать	1	3
511	не должен	1	3
512	ii и	1	3
513	но эти	1	3
514	представляет собой	11	3
515	в руках	1	3
516	с помощью	32	3
517	смысле слова	1	3
518	внимания к	1	3
519	его собственной	2	3
520	с именем	1	3
521	быть в	3	3
522	как я	3	3
523	во всей	3	3
524	все время	3	3
525	на котором	3	3
526	нет никаких	2	3
527	к этим	2	3
528	не то	5	3
529	бы то	2	3
530	нельзя сказать	1	3
531	без всякой	2	3
532	не говоря	1	3
533	на том	4	3
534	что при	4	3
535	согласно которой	2	3
536	для своего	1	3
537	бы что	2	3
538	столько же	1	3
539	как его	2	3
540	в деле	1	3
541	от этого	1	3
542	языка но	1	3
543	в других	2	3
544	вопроса о	5	3
545	бы в	6	3
546	формы в	1	3
547	на которую	1	3
548	не сумел	1	3
549	находит свое	2	3
550	принять во	3	3
551	в лучшем	3	3
552	эти слова	1	3
553	не дает	2	3
554	то ни	1	3
555	совсем не	1	3
556	в первую	4	3
557	в системе	4	3
558	совершенно так	1	3
559	тем и	2	3
560	это же	1	3
561	известном смысле	7	3
562	на который	2	3
563	что во	1	3
564	образом в	2	3
565	при оценке	1	3
566	в один	1	3
567	и самый	2	3
568	от нее	1	3
569	первую очередь	4	3
570	однако и	1	3
571	взгляд на	3	3
572	тесно связана	1	3
573	почти не	1	3
574	тогда когда	10	3
575	считаться с	1	3
576	представляют собой	4	3
577	целого ряда	1	3
578	из того	12	3
579	той мере	3	3
580	со всеми	2	3
581	оказывается в	2	3
582	меньшей мере	1	3
583	значения как	1	3
584	если я	4	3
585	отношения к	2	3
586	относятся к	1	3
587	к его	4	3
588	если принять	3	3
589	себя и	2	3
590	бы не	1	3
591	о котором	1	3
592	которая не	1	3
593	отчета в	2	3
594	перед нами	1	3
595	виде в	1	3
596	вытекает из	4	3
597	то и	2	3
598	в свою	5	3
599	так чтобы	1	3
600	на основе	6	3
601	работа над	3	3
602	с большой	1	3
603	на основании	2	3
604	что когда	2	3
605	а во	1	3
606	связанных с	1	3
607	эти факты	1	3
608	в данной	2	3
609	только при	1	3
610	в сознании	5	3
611	а вовсе	1	3
612	только потому	1	3
613	понимал что	2	3
614	он должен	9	3
615	как к	1	3
616	этом случае	5	3
617	но на	2	3
618	смысле что	1	3
619	может не	3	3
620	он делает	3	3
621	том числе	2	3
622	сколько в	1	3
623	одним и	1	3
624	что значит	3	3
625	от которого	1	3
626	он и	1	3
627	не значит	1	3
628	в полном	1	3
629	но эта	1	3
630	это еще	1	3
631	слово в	3	3
632	с той	1	3
633	и как	7	3
634	не подлежит	2	3
635	этот раз	1	3
636	при таком	1	3
637	его же	2	3
638	или менее	1	3
639	конечно это	1	3
640	свое выражение	1	3
641	всю свою	1	3
642	она не	2	3
643	сомневаться в	1	3
644	когда он	3	3
645	отношений между	4	3
646	конечно в	1	3
647	в трех	1	3
648	от того	8	3
649	что из	1	3
650	могло быть	1	3
651	в плане	2	3
652	и ее	2	3
653	этом и	2	3
654	это можно	1	3
655	свидетельствуют о	1	3
656	и других	7	3
657	прямом смысле	1	3
658	все более	4	3
659	лучшем случае	4	3
660	слова в	3	3
661	и наконец	3	3
662	и уже	1	3
663	что один	1	2
664	для всех	2	2
665	мы и	6	2
666	на тот	1	2
667	в момент	4	2
668	которая в	3	2
669	дело с	2	2
670	это значит	5	2
671	или нет	1	2
672	что то	1	2
673	те же	6	2
674	остановиться на	3	2
675	по мере	6	2
676	в живом	1	2
677	путем в	1	2
678	к другу	4	2
679	мысль о	1	2
680	из самых	1	2
681	зрения на	1	2
682	не обнаруживает	1	2
683	отношением к	3	2
684	стороны в	1	2
685	чтобы можно	1	2
686	уже выше	1	2
687	с фактической	2	2
688	обоих случаях	2	2
689	языка на	1	2
690	есть только	1	2
691	которые являются	2	2
692	он является	1	2
693	ли не	2	2
694	на материале	1	2
695	ответить на	4	2
696	которой он	1	2
697	доказать что	1	2
698	входит в	1	2
699	но то	1	2
700	вот почему	3	2
701	и другой	2	2
702	чего не	2	2
703	знака в	1	2
704	за собой	4	2
705	на пути	1	2
706	и когда	1	2
707	а между	1	2
708	смысле является	2	2
709	о языке	1	2
710	то как	3	2
711	а только	8	2
712	является как	2	2
713	свою очередь	4	2
714	то его	1	2
715	на уровень	2	2
716	но этот	3	2
717	настоящее время	2	2
718	этот человек	1	2
719	как правило	1	2
720	что их	2	2
721	но к	1	2
722	имеем дело	2	2
723	в зависимости	2	2
724	именно на	1	2
725	они сами	1	2
726	какой степени	2	2
727	вернее сказать	1	2
728	еще у	1	2
729	для этой	1	2
730	новое для	1	2
731	сам по	1	2
732	система которая	1	2
733	и которое	3	2
734	что можно	1	2
735	мы знаем	5	2
736	ссылается на	1	2
737	в работах	1	2
738	это обстоятельство	1	2
739	которого он	2	2
740	именно то	3	2
741	нигде не	2	2
742	в европейской	1	2
743	видит в	1	2
744	так было	1	2
745	как по	1	2
746	на которое	2	2
747	но совершенно	1	2
748	в представлении	2	2
749	далее на	1	2
750	под его	1	2
751	в последние	1	2
752	такова что	1	2
753	и вместе	1	2
754	так сказать	1	2
755	между собой	17	2
756	к вопросу	1	2
757	связанным с	1	2
758	действительности и	1	2
759	той или	1	2
760	чтобы понять	2	2
761	равной мере	4	2
762	объяснения в	1	2
763	опираясь на	1	2
764	того в	2	2
765	вообще в	2	2
766	как иначе	1	2
767	несомненно в	1	2
768	ту же	5	2
769	всех трех	1	2
770	этих трех	1	2
771	в случае	2	2
772	является его	2	2
773	на чем	1	2
774	на нем	2	2
775	но зато	1	2
776	лет и	1	2
777	из сказанного	2	2
778	но только	4	2
779	примеры и	1	2
780	которая существует	1	2
781	когда мы	4	2
782	я это	3	2
783	в связь	1	2
784	должно непременно	1	2
785	рода в	2	2
786	что есть	1	2
787	существует в	2	2
788	едва ли	2	2
789	в общих	1	2
790	вопроса в	1	2
791	что только	3	2
792	и от	2	2
793	его к	2	2
794	который был	1	2
795	с ее	1	2
796	он его	1	2
797	в одну	1	2
798	не умеет	6	2
799	мы видели	10	2
800	были бы	1	2
801	он уже	1	2
802	за ним	1	2
803	мы встречаем	2	2
804	до уровня	1	2
805	к одной	1	2
806	надо сказать	1	2
807	на первом	1	2
808	всей полноте	1	2
809	и при	4	2
810	тогда он	1	2
811	связанное с	2	2
812	и из	2	2
813	никак не	6	2
814	хотя в	2	2
815	мы в	2	2
816	области не	1	2
817	критики и	1	2
818	целом ряде	1	2
819	строгой и	1	2
820	себе отчета	1	2
821	если попытаться	1	2
822	все его	1	2
823	событий и	1	2
824	нам в	2	2
825	чем можно	1	2
826	с ней	3	2
827	их и	2	2
828	и русская	1	2
829	это положение	2	2
830	показать что	4	2
831	ближайшим образом	2	2
832	но вот	1	2
833	допустим что	1	2
834	совершенно правильно	1	2
835	этого у	1	2
836	и они	1	2
837	мы имели	4	2
838	этого материала	1	2
839	не до	2	2
840	сказать об	1	2
841	отдает себе	2	2
842	к той	1	2
843	только одно	1	2
844	то он	1	2
845	а если	2	2
846	язык и	2	2
847	тех же	1	2
848	не имеют	4	2
849	случае и	2	2
850	два года	1	2
851	еще на	1	2
852	не знаю	1	2
853	значение этого	1	2
854	это особенно	1	2
855	не должны	2	2
856	зависимости от	3	2
857	а тем	2	2
858	не умею	2	2
859	в середине	1	2
860	только тогда	5	2
861	факты из	1	2
862	что если	6	2
863	те или	2	2
864	совпадают с	1	2
865	значение для	4	2
866	в которую	1	2
867	ни были	1	2
868	только тем	1	2
869	более и	3	2
870	тогда как	3	2
871	также с	3	2
872	в силе	2	2
873	никаких оснований	2	2
874	и той	3	2
875	имеем в	1	2
876	много общего	2	2
877	в отличие	3	2
878	мог бы	1	2
879	ответа на	1	2
880	ни было	1	2
881	которым мы	1	2
882	которое он	1	2
883	всякий раз	1	2
884	он может	5	2
885	столько в	1	2
886	у них	1	2
887	в деятельности	5	2
888	в настоящее	2	2
889	исключительно в	1	2
890	тот же	7	2
891	с того	3	2
892	с каким	2	2
893	чуть ли	1	2
894	его через	1	2
895	не означает	5	2
896	одних и	1	2
897	это делает	1	2
898	значение в	3	2
899	различие между	4	2
900	только по	4	2
901	пришли к	1	2
902	который всегда	2	2
903	и этим	1	2
904	на что	1	2
905	которых он	2	2
906	этой мысли	1	2
907	а это	3	2
908	где он	1	2
909	на которой	1	2
910	со словами	1	2
911	собой в	2	2
912	с их	4	2
913	том в	1	2
914	без всяких	2	2
915	что является	2	2
916	к которым	2	2
917	и тому	2	2
918	с теми	1	2
919	не те	1	2
920	и примитивными	1	2
921	в равной	4	2
922	вмешательством в	1	2
923	долгое время	1	2
924	как она	3	2
925	становится понятным	2	2
926	по своему	4	2
927	на все	7	2
928	были не	1	2
929	но уже	2	2
930	быть применимо	1	2
931	в ином	3	2
932	и таким	1	2
933	совершенно ясно	2	2
934	другом случае	2	2
935	чтобы сделать	2	2
936	как слово	1	2
937	и тех	1	2
938	ошибкой в	1	2
939	только к	4	2
940	в полной	1	2
941	понятно почему	1	2
942	отличие от	3	2
943	потребность в	4	2
944	не могу	1	2
945	знакомства с	1	2
946	с языком	1	2
947	и может	4	2
948	нужно было	1	2
949	на четыре	2	2
950	в пределах	6	2
951	тем самым	13	2
952	что отдельные	1	2
953	не требует	3	2
954	но вместе	3	2
955	его отношение	3	2
956	бы по	1	2
957	в какой-то	1	2
958	знает и	1	2
959	числе и	2	2
960	же самое	7	2
961	своей задачей	1	2
962	бы он	1	2
963	была в	1	2
964	по моему	1	2
965	язык в	1	2
966	нуждается в	3	2
967	на всем	5	2
968	эти два	1	2
969	и совершенно	1	2
970	в известной	3	2
971	части этого	1	2
972	на большую	1	1
973	во всем	2	1
974	мы можем	15	1
975	они являются	2	1
976	момент на	1	1
977	смысле с	1	1
978	новое и	1	1
979	это утверждение	1	1
980	развитии в	3	1
981	могут иметь	1	1
982	несомненно что	1	1
983	в настоящем	1	1
984	не считает	1	1
985	отвечает на	1	1
986	что почти	1	1
987	он старался	1	1
988	выводу что	3	1
989	вывод из	1	1
990	самого себя	1	1
991	т.е в	1	1
992	стоят в	1	1
993	бы даже	1	1
994	совершенно очевидно	2	1
995	области где	1	1
996	без исключения	1	1
997	до самого	2	1
998	вопросу о	2	1
999	не исключает	1	1
1000	его за	1	1
1001	рассматривать с	1	1
1002	оказывается не	2	1
1003	них есть	1	1
1004	родному языку	1	1
1005	и социальной	1	1
1006	они уже	1	1
1007	для одного	4	1
1008	строго говоря	1	1
1009	особенностей в	1	1
1010	мысли и	7	1
1011	писать на	1	1
1012	требует от	6	1
1013	а есть	1	1
1014	за время	1	1
1015	собой разумеется	1	1
1016	чтобы она	1	1
1017	этом направлении	1	1
1018	этой последней	2	1
1019	предположение и	1	1
1020	не изменяется	1	1
1021	вопрос об	4	1
1022	их не	1	1
1023	зрения задач	1	1
1024	он имеет	6	1
1025	обобщения а	1	1
1026	все дело	2	1
1027	каким образом	2	1
1028	на свою	2	1
1029	результате этого	1	1
1030	он заключается	2	1
1031	его основной	1	1
1032	где они	1	1
1033	именно они	1	1
1034	уже на	3	1
1035	если он	4	1
1036	или другие	1	1
1037	рядом с	1	1
1038	видно из	1	1
1039	которые происходят	1	1
1040	и другим	2	1
1041	в корне	2	1
1042	начинается с	2	1
1043	уже указано	1	1
1044	в собственном	2	1
1045	это находит	1	1
1046	различия в	2	1
1047	кроме самого	2	1
1048	общие и	1	1
1049	свои выводы	1	1
1050	к действительности	1	1
1051	ту мысль	2	1
1052	в ногу	1	1
1053	совершенно новой	1	1
1054	они ни	1	1
1055	внимание что	1	1
1056	узнать что	1	1
1057	они бы	1	1
1058	является для	2	1
1059	разницу между	1	1
1060	являются именно	2	1
1061	с произвольной	1	1
1062	и слово	1	1
1063	целым рядом	1	1
1064	только частный	1	1
1065	это делалось	1	1
1066	педагогом и	1	1
1067	обращение к	1	1
1068	области других	1	1
1069	моменты в	1	1
1070	перенесен в	1	1
1071	понять как	2	1
1072	сделать в	1	1
1073	действительности в	1	1
1074	и того	8	1
1075	и неизменно	1	1
1076	или только	1	1
1077	это с	1	1
1078	как справедливо	1	1
1079	этот таинственный	1	1
1080	из других	1	1
1081	которые мы	2	1
1082	к процессу	1	1
1083	на общественные	1	1
1084	он находит	1	1
1085	или вернее	1	1
1086	уже до	1	1
1087	знал что	1	1
1088	основную форму	1	1
1089	той и	1	1
1090	дело только	1	1
1091	сам не	2	1
1092	требующая от	1	1
1093	собой как	3	1
1094	всего этого	1	1
1095	при пользовании	1	1
1096	почти исключительно	1	1
1097	ничто не	3	1
1098	но во	1	1
1099	повторяет в	2	1
1100	заменяет его	1	1
1101	вопроса об	2	1
1102	корня в	2	1
1103	же у	1	1
1104	что вся	1	1
1105	своим источником	1	1
1106	с самой	1	1
1107	одной и	3	1
1108	этот тезис	1	1
1109	но может	1	1
1110	с повторением	1	1
1111	тому чего	4	1
1112	об отношении	2	1
1113	только на	3	1
1114	исследования и	3	1
1115	между отдельными	2	1
1116	природе как	1	1
1117	употребление слова	1	1
1118	приходит к	6	1
1119	себе и	1	1
1120	чем его	3	1
1121	этому принципу	1	1
1122	уже и	1	1
1123	что еще	1	1
1124	жизнь но	1	1
1125	как оно	1	1
1126	сказок и	1	1
1127	оно существует	1	1
1128	даже с	1	1
1129	в окружающей	1	1
1130	в вопросе	4	1
1131	перед ним	1	1
1132	которое его	1	1
1133	в глаза	1	1
1134	всегда и	1	1
1135	с другим	1	1
1136	в не	1	1
1137	в прошлом	2	1
1138	двух лет	1	1
1139	из виду	2	1
1140	это означало	1	1
1141	так то	1	1
1142	к ним	2	1
1143	самом начале	2	1
1144	это расхождение	2	1
1145	отношении между	1	1
1146	в голове	2	1
1147	он так	1	1
1148	как производное	1	1
1149	для всей	3	1
1150	наряду с	3	1
1151	они должны	1	1
1152	русская классическая	1	1
1153	ниже а	1	1
1154	такая же	1	1
1155	и историческими	1	1
1156	в нашем	5	1
1157	находится в	2	1
1158	с этими	1	1
1159	моменты связанные	1	1
1160	в научном	5	1
1161	место для	1	1
1162	простое и	1	1
1163	надо иметь	2	1
1164	материал в	1	1
1165	чего она	1	1
1166	основу в	1	1
1167	исходит из	2	1
1168	каждое из	1	1
1169	зрения согласно	1	1
1170	он сам	2	1
1171	в меру	4	1
1172	пути с	2	1
1173	природе и	1	1
1174	характеризуется тем	1	1
1175	разрешают но	1	1
1176	вопрос и	1	1
1177	эти самые	1	1
1178	по мудрому	1	1
1179	школой в	1	1
1180	заглянуть в	1	1
1181	себя в	4	1
1182	есть также	1	1
1183	развитии этой	1	1
1184	на втором	1	1
1185	смысле как	1	1
1186	шаг в	1	1
1187	подлежащее и	1	1
1188	вся эта	1	1
1189	своего развития	11	1
1190	все известные	1	1
1191	иначе говоря	2	1
1192	представить себе	2	1
1193	которую можно	1	1
1194	первого взгляда	1	1
1195	чтобы выяснить	2	1
1196	влияние на	2	1
1197	каждый отдельный	1	1
1198	например слово	1	1
1199	понимать его	1	1
1200	что язык	1	1
1201	отражение в	1	1
1202	действуют в	2	1
1203	как нам	1	1
1204	к лучшему	1	1
1205	т.е он	1	1
1206	мере его	1	1
1207	через другие	2	1
1208	вообще а	1	1
1209	чем на	1	1
1210	но еще	1	1
1211	следует сказать	2	1
1212	школе и	3	1
1213	в состоянии	6	1
1214	нам известны	1	1
1215	теории в	2	1
1216	от первого	1	1
1217	к намеренному	2	1
1218	основные этапы	1	1
1219	формы но	1	1
1220	уже прежде	1	1
1221	условием для	1	1
1222	не дошла	1	1
1223	обычно не	2	1
1224	эта ошибка	1	1
1225	не соответствует	1	1
1226	не отделены	1	1
1227	внимание то	1	1
1228	при решении	5	1
1229	обратил внимание	1	1
1230	чтобы иметь	1	1
1231	года после	1	1
1232	и последующие	1	1
1233	одному и	3	1
1234	является совершенно	1	1
1235	согласно которому	9	1
1236	иными словами	1	1
1237	системы и	1	1
1238	оказывается для	1	1
1239	являются в	1	1
1240	которое дает	3	1
1241	качестве средства	2	1
1242	ряду с	1	1
1243	в будущем	1	1
1244	не совпадают	3	1
1245	что составляет	2	1
1246	и притом	2	1
1247	мы вправе	3	1
1248	внутреннее единство	1	1
1249	же значение	1	1
1250	походить на	1	1
1251	из важнейших	1	1
1252	прежде чем	2	1
1253	от этих	1	1
1254	в изложении	1	1
1255	свою силу	2	1
1256	по аналогии	2	1
1257	которое в	1	1
1258	поэтому он	2	1
1259	к каждой	1	1
1260	области это	1	1
1261	развития как	6	1
1262	по которому	1	1
1263	и всю	1	1
1264	между этими	3	1
1265	должен сделать	1	1
1266	как видим	1	1
1267	между ними	5	1
1268	опираются на	1	1
1269	по одному	5	1
1270	сказывается и	1	1
1271	всякую возможность	4	1
1272	виде так	1	1
1273	и характер	1	1
1274	в употреблении	1	1
1275	моментом и	1	1
1276	в целях	2	1
1277	благодаря тому	1	1
1278	в себя	4	1
1279	точек зрения	4	1
1280	какой они	1	1
1281	полагает что	1	1
1282	что следовательно	4	1
1283	скажется в	1	1
1284	вопрос что	2	1
1285	идет от	2	1
1286	этой системе	1	1
1287	обычном языке	1	1
1288	для правильного	1	1
1289	а потом	1	1
1290	в немногих	1	1
1291	следует однако	1	1
1292	не имеющие	1	1
1293	не воспроизводит	1	1
1294	полная несостоятельность	1	1
1295	является вообще	1	1
1296	утверждая что	1	1
1297	а результаты	1	1
1298	и научного	3	1
1299	это вполне	1	1
1300	если оно	1	1
1301	уже сказано	3	1
1302	об особенностях	2	1
1303	положено в	1	1
1304	его развития	4	1
1305	как они	4	1
1306	уровня его	1	1
1307	ведь в	1	1
1308	из примеров	1	1
1309	поводу этих	1	1
1310	бы она	1	1
