N	3gram	Vinokur_Ku	RusskieA
174	русском языке на	1	1
175	собою как бы	1	1
176	в применении к	1	1
177	одном и том	1	1
178	и другие попытки	1	1
179	он так и	1	1
180	это выражение в	1	1
181	это не могло	1	1
182	в научной литературе	1	1
183	том основании что	1	1
184	и должен был	1	1
185	т е не	1	1
186	но он не	1	1
187	совершенно несомненно что	1	1
188	не только для	1	1
189	и том же	1	1
190	как это часто	1	1
191	еще не все	1	1
192	следует обратить внимание	1	1
193	в противном случае	2	1
194	и в первый	1	1
195	а вместе с	1	1
196	и может быть	1	1
197	то же значение	1	1
198	по поводу этого	1	1
199	и не выходят	1	1
200	не до конца	1	1
201	можно понимать как	1	1
202	главным образом на	1	1
203	не потому что	4	1
204	необходимо для того	1	1
205	что с ними	1	1
206	было бы говорить	1	1
207	а следовательно и	2	1
208	состоит не в	2	1
209	выходят за рамки	1	1
210	только в том	5	1
211	но не это	1	1
212	всяком случае что	1	1
213	значения между тем	1	1
214	по существу не	1	1
215	тем более что	1	1
216	есть целый ряд	1	1
217	таким образом в	2	1
218	о чем свидетельствует	1	1
219	для нас особенно	1	1
220	но все это	1	1
221	это не имеет	1	1
222	по содержанию своему	1	1
223	пишет он что	1	1
224	хотя и не	1	1
225	не выходят за	1	1
226	что представление о	1	1
227	того чтобы на	1	1
228	хотя бы на	2	1
229	дело в том	1	1
230	что мы имеем	2	1
231	смысле этого слова	2	1
232	об этом можно	1	1
233	значения и смысла	1	1
234	есть случаи когда	1	1
235	всех этих случаях	1	1
236	этом случае он	1	1
237	известно что в	1	1
238	известно и в	1	1
239	не только потому	3	1
240	сюда же относится	1	1
241	с а а	1	1
242	у нас на	1	1
243	были и другие	1	1
244	в первую очередь	3	1
245	в собственном смысле	1	1
246	ниже мы увидим	1	1
247	вне зависимости от	1	1
248	в русском языке	13	1
249	так что в	1	1
250	в связь с	1	1
251	не случайно что	1	1
252	в огромном большинстве	1	1
253	а так как	1	1
254	тогда как в	1	1
255	на этом же	1	1
256	сюда же относятся	1	1
257	в таких случаях	3	1
258	в ряде случаев	2	1
259	потому что они	1	1
260	и не только	1	1
261	в себе и	1	1
262	что и в	1	1
263	он был бы	1	1
264	сводится к тому	2	1
265	только в тех	1	1
