N	2gram	Kanaev_Sov	Dialekti
126	а в	4	12
127	в данном	1	11
128	только на	1	11
129	быть в	1	11
130	из них	4	11
131	та же	1	11
132	мы говорим	1	11
133	мы имеем	1	11
134	или в	1	11
135	мы должны	4	11
136	в результате	6	10
137	во всяком	2	10
138	мы видим	2	10
139	а потом	1	10
140	и для	1	10
141	если же	2	10
142	то и	2	10
143	времени и	2	10
144	наука не	1	10
145	если мы	4	10
146	только о	1	10
147	или другой	1	10
148	в его	2	10
149	как мы	2	10
150	при этом	3	9
151	случае не	1	9
152	ничто не	1	9
153	в одном	3	9
154	точка зрения	1	9
155	мы можем	6	9
156	же как	1	9
157	на этом	2	9
158	и по	2	9
159	и более	1	9
160	той же	2	9
161	и от	1	9
162	или иной	2	9
163	как он	3	9
164	она всегда	1	8
165	но все	2	8
166	теперь мы	1	8
167	в дальнейшем	4	8
168	при условии	1	8
169	всегда и	1	8
170	нет и	4	8
171	все время	1	8
172	с одной	2	8
173	и чисто	1	8
174	не будет	1	8
175	что эта	1	8
176	этом смысле	1	8
177	в этой	3	8
178	один из	1	8
179	и из	1	8
180	ничего общего	1	8
181	когда мы	3	8
182	и значит	1	8
183	одна и	1	8
184	у нас	3	8
185	на самом	1	8
186	только и	1	8
187	все что	1	7
188	зависимости от	4	7
189	мы получаем	3	7
190	он сам	1	7
191	что уже	1	7
192	это конечно	1	7
193	связи с	1	7
194	не знает	1	7
195	но для	1	7
196	в конце	3	7
197	в связи	1	7
198	в мире	1	7
199	то ни	2	7
200	и ничего	1	7
201	его с	1	7
202	и при	1	7
203	из которых	2	7
204	сами по	1	7
205	только одно	1	7
206	с его	1	7
207	он должен	2	7
208	будет ли	1	7
209	и их	1	7
210	из этих	2	7
211	говорить что	1	6
212	в природе	1	6
213	уже в	3	6
214	одной стороны	1	6
215	в другом	1	6
216	но они	1	6
217	если нет	1	6
218	в зависимости	4	6
219	одна из	3	6
220	во всех	1	6
221	она и	1	6
222	она в	1	6
223	для своего	1	6
224	в которой	2	6
225	быть только	1	6
226	можно было	1	6
227	и они	2	6
228	вместе с	4	6
229	может не	3	6
230	не быть	1	6
231	всяком случае	2	6
232	природы и	1	6
233	они не	1	6
234	по существу	1	6
235	для науки	1	6
236	его в	1	6
237	мере в	1	6
238	может иметь	2	6
239	это как	1	6
240	только так	2	6
241	в науке	2	6
242	стороны и	1	6
243	в один	2	6
244	и прежде	1	6
245	до сих	1	5
246	в своих	1	5
247	их в	4	5
248	но мы	3	5
249	и той	1	5
250	одной и	1	5
251	может ли	1	5
252	и еще	1	5
253	можем сказать	1	5
254	к этому	1	5
255	нет никаких	1	5
256	и становится	1	5
257	все его	1	5
258	нельзя сказать	1	5
259	свободы и	1	5
260	что его	1	5
261	на другую	1	5
262	и у	1	5
263	сих пор	1	5
264	ли это	1	5
265	мы всегда	1	5
266	же мы	2	5
267	независимо от	1	5
268	если в	1	5
269	почти не	1	5
270	состоит из	3	5
271	которая не	1	5
272	не является	1	5
273	это за	2	5
274	в течение	1	5
275	только один	2	5
276	и во	2	5
277	он может	3	5
278	точку зрения	4	5
279	а это	1	5
280	что с	1	5
281	ведь это	3	5
282	весь мир	1	5
283	раз и	1	5
284	в области	3	5
285	только к	1	5
286	или как	1	5
287	и наконец	5	5
288	можно говорить	1	4
289	живое существо	1	4
290	еще более	2	4
291	и само	1	4
292	равно как	1	4
293	представление о	1	4
294	свою собственную	2	4
295	всегда будет	1	4
296	в этот	1	4
297	и должно	1	4
298	уже знаем	1	4
299	бы то	1	4
300	и все-таки	1	4
301	мы знаем	2	4
302	у него	2	4
303	к чему	2	4
304	человек и	1	4
305	но ведь	1	4
306	в каждом	8	4
307	или же	2	4
308	из двух	3	4
309	делится на	1	4
310	очень мало	1	4
311	мы будем	1	4
312	а потому	1	4
313	это уже	1	4
314	это или	1	4
315	со всеми	2	4
316	можно назвать	2	4
317	явлений и	1	4
318	мы имели	1	4
319	том как	1	4
320	чем же	1	4
321	видим что	1	4
322	это только	1	4
323	как например	1	4
324	только одна	6	4
325	метафизическое построение	1	4
326	данном случае	1	4
327	себя самого	1	4
328	то он	1	4
329	здесь в	1	4
330	и эта	1	4
331	но уже	1	4
332	на них	1	4
333	совершенно невозможно	1	4
334	человека и	1	4
335	же самое	2	4
336	но эта	1	4
337	же в	1	4
338	такой же	2	4
339	в одинаковой	1	4
340	говорить об	2	4
341	не можем	7	4
342	в некоторых	2	3
343	науке и	1	3
344	в первом	3	3
345	я мог	1	3
346	форму и	1	3
347	бы все	1	3
348	в корне	1	3
349	ни было	1	3
350	обоих случаях	1	3
351	современная наука	1	3
352	самого начала	3	3
353	на ней	1	3
354	же они	1	3
355	в основу	1	3
356	то чем	1	3
357	во всей	1	3
358	природы не	1	3
359	это что	1	3
360	указать на	1	3
361	то она	1	3
362	ли оно	2	3
363	мы это	1	3
364	и именно	2	3
365	зрения и	1	3
366	не дает	2	3
367	совсем не	1	3
368	не более	1	3
369	общего не	1	3
370	не приходится	1	3
371	самое что	1	3
372	кто же	1	3
373	как известно	2	3
374	оно вообще	1	3
375	для чего	1	3
376	понятия и	1	3
377	мы в	1	3
378	утверждает что	1	3
379	от другого	1	3
380	и будет	2	3
381	от его	1	3
382	своего предмета	2	3
383	к другому	1	3
384	все они	1	3
385	в очень	1	3
386	да еще	1	3
387	мы получим	3	3
388	знаем что	2	3
389	тем же	2	3
390	по преимуществу	1	3
391	одной из	1	3
392	не знаем	2	3
393	тот же	2	3
394	в свое	1	3
395	ее на	2	3
396	такое же	1	3
397	как у	1	3
398	для нас	3	3
399	различия между	1	3
400	без всяких	1	3
401	этого не	1	3
402	представлять себе	2	3
403	в какой	1	3
404	при таком	3	3
405	так в	1	3
406	по его	1	3
407	должен быть	1	3
408	с самого	3	3
409	отличие от	2	3
410	а из	1	3
411	просто не	1	3
412	в свою	2	3
413	вообще на	1	3
414	и всегда	1	3
415	идет о	1	3
416	не важно	1	3
417	он с	1	3
418	раз мы	1	2
419	еще раз	1	2
420	в общий	1	2
421	но тем	1	2
422	те же	1	2
423	остановиться на	1	2
424	только тот	1	2
425	в духе	1	2
426	пусть это	1	2
427	уже на	1	2
428	всеми ее	1	2
429	роль в	2	2
430	все будущее	1	2
431	может дать	2	2
432	когда в	1	2
433	более как	1	2
434	науки в	1	2
435	мы с	2	2
436	на части	1	2
437	с тою	1	2
438	в условиях	5	2
439	пока не	1	2
440	всякой науки	3	2
441	ни одного	1	2
442	себе в	1	2
443	свою очередь	2	2
444	новое время	1	2
445	формы или	1	2
446	третий день	1	2
447	в нашем	2	2
448	к которому	1	2
449	веры но	1	2
450	она может	2	2
451	друг с	2	2
452	на котором	2	2
453	в системе	3	2
454	наука но	1	2
455	выбор между	1	2
456	своего развития	1	2
457	которую можно	1	2
458	несколько слов	1	2
459	где это	1	2
460	но еще	1	2
461	происходит это	1	2
462	чем в	1	2
463	наконец мы	1	2
464	вне времени	2	2
465	на этот	2	2
466	пополам и	1	2
467	как его	1	2
468	между ними	1	2
469	эти три	1	2
470	бы к	1	2
471	и пространства	2	2
472	жизни мы	2	2
473	всего необходимо	1	2
474	следовательно нельзя	1	2
475	а все	3	2
476	этот вопрос	1	2
477	диалектического материализма	1	2
478	тот или	2	2
479	функций и	1	2
480	та самая	1	2
481	же необходимо	1	2
482	нечто совсем	1	2
483	во втором	1	2
484	этого и	1	2
485	сколько угодно	1	2
486	потом и	1	2
487	никакому сомнению	1	2
488	в область	1	2
489	все те	2	2
490	в наших	3	2
491	их и	1	2
492	только такой	1	2
493	и иначе	1	2
494	в процессе	1	2
495	физика и	1	2
496	живых существ	1	2
497	жизни в	1	2
498	ли он	1	2
499	по самому	1	2
500	на их	2	2
501	этого явления	1	2
502	не имеют	1	2
503	принципиально не	2	2
504	это то	1	2
505	в древней	1	2
506	совершенно достаточно	1	2
507	развития и	1	2
508	и вся	1	2
509	а о	1	2
510	и до	1	2
511	более и	1	2
512	в обоих	1	2
513	нет в	1	2
514	возможность и	2	2
515	же путем	1	2
516	может оказаться	1	2
517	жизни не	1	2
518	жизни но	1	2
519	дает нам	2	2
520	же просто	1	2
521	быть действительно	1	2
522	общего и	1	2
523	на такой	1	2
524	его и	1	2
525	силу и	1	2
526	осуществляется в	1	2
527	дело в	1	2
528	ни одна	2	2
529	мы ее	1	2
530	цель и	1	2
531	такой вопрос	1	2
532	в такой	1	2
533	на его	2	2
534	с другом	2	2
535	но конечно	1	2
536	этих двух	2	2
537	человека в	1	2
538	там где	1	2
539	нужно сказать	1	2
540	как особого	1	2
541	говорим о	2	2
542	мысли в	1	2
543	и действительное	1	2
544	факт что	1	2
545	еще в	1	2
546	на это	1	2
547	во многом	1	2
548	одного из	1	2
549	которые в	1	2
550	своему существу	1	2
551	наконец все	1	2
552	является ли	1	2
553	природой и	1	2
554	сказать так	1	2
555	в целом	4	2
556	то этим	1	1
557	что один	1	1
558	стать в	1	1
559	из многих	1	1
560	между двумя	1	1
561	нового периода	1	1
562	как физическая	1	1
563	части или	1	1
564	b далее	1	1
565	с необходимостью	3	1
566	она уже	1	1
567	может совершенно	1	1
568	ни другое	1	1
569	и таких	1	1
570	но каким	1	1
571	случае он	1	1
572	именно эти	1	1
573	что наш	1	1
574	в живом	2	1
575	ее отдельных	1	1
576	живое от	1	1
577	она по	1	1
578	конечном счете	1	1
579	организма для	1	1
580	другую сторону	1	1
581	само собою	3	1
582	не сказано	1	1
583	целесообразности и	3	1
584	животный организм	1	1
585	дома и	1	1
586	через все	1	1
587	вполне достаточно	1	1
588	другое дело	1	1
589	но самый	1	1
590	зрения с	1	1
591	может находиться	1	1
592	к абсурду	6	1
593	предмета ни	1	1
594	два организма	1	1
595	жизнь человека	1	1
596	этим мы	3	1
597	которой он	2	1
598	если понимать	1	1
599	я предпочел	1	1
600	вот где	1	1
601	все свои	1	1
602	именно эта	1	1
603	построения в	1	1
604	научной мысли	1	1
605	что вся	1	1
606	поэтому мы	3	1
607	путь для	1	1
608	друг на	1	1
609	в гуще	1	1
610	живой жизни	1	1
611	вообще и	1	1
612	почему и	1	1
613	организма но	1	1
614	каким методом	1	1
615	следующим образом	3	1
616	за все	1	1
617	машину в	1	1
618	организм но	1	1
619	бы ее	1	1
620	вопрос и	1	1
621	в заключение	1	1
622	вся эта	1	1
623	совершенно иными	1	1
624	на язык	1	1
625	теперь же	2	1
626	явлений жизни	1	1
627	мира мы	1	1
628	не стремится	1	1
629	всегда мы	1	1
630	как нет	1	1
631	своими собственными	1	1
632	меньше и	1	1
633	имеет только	1	1
634	всяких условий	1	1
635	к живой	1	1
636	следующий интересный	1	1
637	в конечном	1	1
638	в будущем	1	1
639	органической жизни	9	1
640	конечно нельзя	1	1
641	xviii века	1	1
642	и изменение	2	1
643	этого можно	1	1
644	на поверхности	1	1
645	с жизнью	1	1
646	не вытекает	1	1
647	ценность и	1	1
648	и органами	1	1
649	всеми его	1	1
650	нет нужды	1	1
651	так сказать	2	1
652	или иные	1	1
653	расходятся между	1	1
654	такой механизм	1	1
655	древней греции	1	1
656	из одного	2	1
657	в эту	1	1
658	с понятием	1	1
659	на другом	2	1
660	его развития	3	1
661	жизни где	1	1
662	ним или	1	1
663	нас есть	1	1
664	но можно	1	1
665	еще одним	1	1
666	угодно и	1	1
667	пор в	1	1
668	и философы	1	1
669	от неживого	1	1
670	оно конечно	1	1
671	очень часто	1	1
672	для ее	1	1
673	чтобы он	1	1
674	определенным образом	1	1
675	на другой	1	1
676	человека как	1	1
677	в развитии	4	1
678	определяет собою	1	1
679	научного знания	1	1
680	того же	1	1
681	в новое	1	1
682	зрения цели	1	1
683	ни то	1	1
684	цельный организм	1	1
685	мы называем	3	1
686	оно имеет	1	1
687	законов и	1	1
688	одна наука	1	1
689	мы помним	1	1
690	бы эти	1	1
691	базируется на	1	1
692	эти качества	1	1
693	многих его	1	1
694	это совершенно	1	1
695	эти процессы	1	1
696	которых нет	1	1
697	не окажется	1	1
698	мы видели	4	1
699	этот третий	1	1
700	стадии своего	1	1
701	это во	1	1
702	раз он	1	1
703	опирается на	1	1
704	жизни вот	1	1
705	в вопросах	1	1
706	и свою	1	1
707	объяснение он	1	1
708	с и	1	1
709	ним и	1	1
710	но такая	1	1
711	поручиться за	1	1
712	поэтому совершенно	1	1
713	механистическое объяснение	1	1
714	имеет с	1	1
715	xix в	1	1
716	видели что	3	1
717	равно будет	1	1
718	для них	1	1
719	в театр	1	1
720	и тот	1	1
721	переходит из	1	1
722	сил что	1	1
723	современной нам	1	1
724	в обратном	1	1
725	зрения уже	1	1
726	на различные	1	1
727	и действительно	1	1
728	времени не	1	1
729	может стать	1	1
730	у читателя	1	1
731	мог пойти	3	1
732	на эту	1	1
733	правда не	1	1
734	приводит к	2	1
735	иной науки	1	1
736	в известном	1	1
737	что необходимо	1	1
738	пр но	1	1
739	собственно и	1	1
740	здесь нет	1	1
741	свое время	1	1
742	могли быть	1	1
743	их основании	1	1
744	вытекает из	1	1
745	на друга	1	1
746	а может	1	1
747	формы с	1	1
748	исходным пунктом	1	1
749	от обстоятельств	2	1
750	те или	1	1
751	не материальная	1	1
752	в которую	2	1
753	и наиболее	1	1
754	тот факт	1	1
755	в совершенно	1	1
756	значении а	1	1
757	как будет	1	1
758	всех трех	1	1
759	в отличие	2	1
760	он в	3	1
761	в споре	1	1
762	которых он	1	1
763	мира но	1	1
764	же мере	1	1
765	своя собственная	1	1
766	бы план	1	1
767	это просто	1	1
768	значении в	1	1
769	не из	1	1
770	важен самый	1	1
771	можем поставить	1	1
772	заставляя его	1	1
773	нельзя говорить	1	1
774	не соответствует	1	1
775	этом случае	1	1
776	то они	1	1
777	поэтому что	1	1
778	значение в	2	1
779	есть такой	1	1
780	раз из	1	1
781	о значении	2	1
782	другой такой	1	1
783	не будем	2	1
784	и планомерности	1	1
785	этот был	1	1
786	они одинаково	1	1
787	веществ а	1	1
788	нужно взять	1	1
789	она совсем	1	1
790	что каждый	1	1
791	одному и	1	1
792	пришлось в	1	1
793	видим не	1	1
794	в ином	1	1
795	полного и	1	1
796	а на	2	1
797	состояния в	1	1
798	у всех	3	1
799	который как	2	1
800	окажется такой	1	1
801	о каком	1	1
802	в ту	1	1
803	мыслить себе	1	1
804	уже совершенно	1	1
805	о жизни	2	1
806	развития наука	1	1
807	основную методологическую	1	1
808	этот раз	1	1
809	и могут	1	1
810	и историей	1	1
811	один и	1	1
812	физико-химическое объяснение	2	1
813	форма в	2	1
814	и развития	1	1
815	процесса и	1	1
816	сказать несколько	1	1
817	целого и	1	1
818	явлений как	1	1
819	этой системы	1	1
820	от двух	1	1
821	оно может	1	1
822	но этим	1	1
823	к одному	1	1
824	поскольку она	1	1
825	на которые	1	1
826	и живой	1	1
827	это последнее	1	1
828	принадлежит только	1	1
829	такую же	1	1
830	каждая из	2	1
831	такие же	2	1
832	например у	1	1
833	от всяких	1	1
834	в биологии	1	1
835	первое и	1	1
836	когда этот	1	1
837	то нет	1	1
838	эта сторона	1	1
839	и займемся	2	1
840	элементов а	1	1
841	каждый раз	6	1
842	конечно в	2	1
843	конечно нет	1	1
844	чего же	1	1
845	ведь если	1	1
846	явления то	1	1
847	первые два	2	1
848	разделение на	2	1
849	же необходимость	1	1
850	же природы	1	1
851	находиться в	1	1
852	всех моих	1	1
853	плоскость в	1	1
854	привилегированное положение	1	1
855	конечно совершенно	1	1
856	с последней	1	1
857	том случае	1	1
858	должны признать	1	1
859	же делает	1	1
860	все более	1	1
861	только одну	2	1
862	опыта и	1	1
863	без помощи	1	1
