N	2gram	Propp_Isto	formyVre
245	в начале	3	6
246	могло быть	1	6
247	есть не	2	6
248	о чем	1	5
249	одно из	2	5
250	тем что	7	5
251	в своей	2	5
252	в это	2	5
253	было и	1	5
254	хотя бы	5	5
255	всем этим	1	5
256	только на	2	5
257	но они	6	5
258	всего этого	1	5
259	в средние	1	5
260	точка зрения	2	5
261	xix века	2	5
262	с другими	2	5
263	быть только	1	5
264	как его	1	5
265	от этого	2	5
266	как человек	1	5
267	так что	9	5
268	все основные	1	5
269	по своей	2	5
270	в этой	9	5
271	и от	2	5
272	мы будем	5	5
273	чаще всего	1	5
274	там где	5	5
275	здесь же	2	5
276	в него	2	5
277	мы встречаем	1	5
278	был бы	4	5
279	что они	13	5
280	не на	2	5
281	тела и	1	5
282	и они	5	5
283	с ними	2	5
284	далеко не	1	5
285	они не	8	5
286	да и	3	5
287	не имеют	1	5
288	но здесь	1	5
289	и уже	1	5
290	той же	1	5
291	он может	2	5
292	он должен	3	5
293	ничем не	2	5
294	мы имеем	25	5
295	но на	1	5
296	или в	6	5
297	об этом	11	5
298	например у	2	5
299	стороны и	1	5
300	бы он	1	5
301	и только	4	5
302	во всем	3	4
303	от него	1	4
304	же и	3	4
305	по всему	1	4
306	даже в	5	4
307	связи в	1	4
308	а затем	4	4
309	его от	1	4
310	другой стороны	7	4
311	как если	1	4
312	по себе	4	4
313	равно как	1	4
314	или на	7	4
315	его на	1	4
316	в одно	1	4
317	и со	2	4
318	при всей	1	4
319	на острове	2	4
320	раз и	3	4
321	он был	3	4
322	в другом	6	4
323	по отношению	6	4
324	они с	1	4
325	в глаза	2	4
326	на ней	1	4
327	друг на	1	4
328	чтобы они	2	4
329	в нашем	1	4
330	момент в	1	4
331	с едой	1	4
332	все в	2	4
333	несмотря на	1	4
334	жизни она	1	4
335	к жизни	2	4
336	чем в	2	4
337	что не	2	4
338	именно как	1	4
339	средние века	1	4
340	совсем не	1	4
341	в историческом	1	4
342	природы и	1	4
343	друг другу	1	4
344	их к	1	4
345	в один	1	4
346	и вот	2	4
347	которых мы	1	4
348	оно было	1	4
349	большую роль	3	4
350	мы здесь	8	4
351	его но	3	4
352	для них	1	4
353	с мотивом	3	4
354	их и	1	4
355	что он	32	4
356	дело идет	1	4
357	вследствие этого	2	4
358	перед нами	5	4
359	это и	1	4
360	и более	3	4
361	совершенно иной	1	4
362	стадии развития	1	4
363	на друга	1	4
364	в фольклоре	1	4
365	мотивы и	1	4
366	же самое	3	4
367	друг друга	2	4
368	они были	1	4
369	связан с	4	4
370	этом случае	3	4
371	одних и	1	4
372	на дорогу	1	4
373	бы на	1	4
374	у нас	1	4
375	века и	2	4
376	как она	3	4
377	так в	7	4
378	к концу	1	4
379	со своей	1	4
380	войти в	2	4
381	на его	2	4
382	в одной	3	4
383	связаны с	1	4
384	мы должны	17	4
385	быть и	1	4
386	как он	5	4
387	же что	2	4
388	на смерть	4	4
389	всей его	1	4
390	с большой	1	4
391	в тексте	1	4
392	и вне	1	4
393	и о	1	4
394	которыми он	1	4
395	с которыми	1	3
396	труд и	1	3
397	в центре	1	3
398	тому что	1	3
399	другой пример	2	3
400	из всех	2	3
401	они уже	1	3
402	это значит	1	3
403	строго говоря	1	3
404	нас в	2	3
405	не меняется	1	3
406	по мере	4	3
407	и которые	1	3
408	их не	3	3
409	можно говорить	2	3
410	не обязательно	1	3
411	жизнь в	1	3
412	в соответствии	1	3
413	другом месте	2	3
414	в более	2	3
415	герой в	2	3
416	в точном	1	3
417	но мы	2	3
418	всякого рода	3	3
419	не могли	1	3
420	вопрос о	8	3
421	которой он	1	3
422	от целого	1	3
423	мы увидим	17	3
424	вот почему	2	3
425	фольклора но	1	3
426	самого начала	4	3
427	где и	1	3
428	и еще	1	3
429	в прошлом	2	3
430	еще нет	1	3
431	находится в	6	3
432	с этими	1	3
433	в зависимости	3	3
434	в царстве	1	3
435	этот образ	1	3
436	здесь эта	1	3
437	не мог	4	3
438	человек не	1	3
439	нам важно	3	3
440	времени все	1	3
441	других жанров	1	3
442	внимание на	1	3
443	имеется и	1	3
444	как можно	2	3
445	этих мотивов	1	3
446	дано в	1	3
447	же как	7	3
448	на земле	1	3
449	одна из	4	3
450	до известной	1	3
451	в двух	1	3
452	человек здесь	1	3
453	бы в	2	3
454	связь с	8	3
455	очень часто	7	3
456	на этом	3	3
457	нет но	1	3
458	как это	6	3
459	в тех	4	3
460	и детей	1	3
461	и несколько	1	3
462	главным образом	2	3
463	не могла	2	3
464	эта черта	2	3
465	и есть	5	3
466	если они	1	3
467	и ничего	1	3
468	еду и	1	3
469	над ними	2	3
470	и здесь	15	3
471	народа в	2	3
472	жизни а	1	3
473	и дает	2	3
474	мы в	4	3
475	борьбы с	2	3
476	нет никакого	1	3
477	сами по	1	3
478	почти всегда	1	3
479	в прямом	1	3
480	он хочет	1	3
481	и затем	1	3
482	и так	3	3
483	иной характер	1	3
484	бы не	1	3
485	том как	3	3
486	зависимости от	3	3
487	нет в	2	3
488	но оно	4	3
489	еще и	2	3
490	ни к	3	3
491	его и	6	3
492	что мы	9	3
493	и между	3	3
494	в течение	1	3
495	в значительной	1	3
496	вступает в	2	3
497	не будем	7	3
498	на землю	2	3
499	целый ряд	1	3
500	через него	1	3
501	известной степени	1	3
502	что здесь	9	3
503	в данной	2	3
504	событий в	1	3
505	если мы	4	3
506	тем же	1	3
507	мы говорили	1	3
508	они еще	1	3
509	но это	8	3
510	точку зрения	3	3
511	не входят	1	3
512	которые в	3	3
513	ему в	3	3
514	все элементы	1	3
515	ни с	1	3
516	он как	1	3
517	или с	1	3
518	иногда очень	1	3
519	с нашей	1	3
520	совершенно не	1	3
521	на одной	1	3
522	силу и	2	3
523	них и	1	3
524	однако не	2	3
525	а на	1	3
526	в таких	4	3
527	у всех	1	3
528	она же	1	3
529	дело в	3	3
530	добродетели и	1	3
531	есть только	3	3
532	по своему	1	3
533	зрения не	1	3
534	не столько	1	3
535	это было	2	3
536	и эти	4	3
537	с самого	4	3
538	она не	6	3
539	место и	1	3
540	ни один	8	3
541	надо было	1	3
542	как уже	2	3
543	здесь только	1	3
544	для чего	1	3
545	но она	2	3
546	при всем	1	3
547	по сравнению	1	3
548	вступают в	1	3
549	к ней	3	3
550	вплоть до	2	3
551	происходит в	3	3
552	все более	1	3
553	природой и	1	3
554	которой мы	1	3
555	дело здесь	1	3
556	что на	1	3
557	образов и	2	3
558	и всего	1	2
559	в мифах	4	2
560	и очень	1	2
561	и мотивы	1	2
562	ссылаясь на	1	2
563	одном месте	2	2
564	этот момент	3	2
565	они у	1	2
566	в дом	2	2
567	остановиться на	1	2
568	представлений о	4	2
569	истории этого	1	2
570	ясно что	2	2
571	с фольклором	1	2
572	с собой	2	2
573	приходит к	2	2
574	вопрос об	1	2
575	мыслится как	1	2
576	на мир	1	2
577	весь этот	1	2
578	представление о	3	2
579	для своей	1	2
580	правда в	1	2
581	начинается с	3	2
582	но очень	1	2
583	себя к	1	2
584	его здесь	1	2
585	как только	1	2
586	героя или	1	2
587	этим мы	1	2
588	гл vii	1	2
589	которые мы	1	2
590	не боится	2	2
591	смерти но	3	2
592	имеет в	1	2
593	к своей	1	2
594	здесь то	1	2
595	говорить о	1	2
596	связь между	4	2
597	и должно	3	2
598	и воскресения	1	2
599	как оно	3	2
600	уже есть	1	2
601	здесь имеет	2	2
602	отметить что	1	2
603	до того	1	2
604	в чистом	2	2
605	герою и	1	2
606	они должны	3	2
607	нигде не	2	2
608	они сами	2	2
609	он сам	1	2
610	эти не	1	2
611	тут же	2	2
612	на котором	5	2
613	здесь идет	2	2
614	раньше и	1	2
615	этом же	1	2
616	быта и	1	2
617	или три	1	2
618	и неизвестно	1	2
619	к нему	3	2
620	дальнейшем оказывается	1	2
621	то в	1	2
622	герой и	1	2
623	не зная	1	2
624	ее и	1	2
625	еще одну	3	2
626	что у	3	2
627	и всей	1	2
628	указать на	1	2
629	что уже	1	2
630	которого еще	1	2
631	этой же	1	2
632	подчеркнуть что	2	2
633	на этих	1	2
634	ранних стадиях	2	2
635	после этого	5	2
636	и этим	3	2
637	лучше всего	2	2
638	в немецкой	4	2
639	эта форма	1	2
640	лежит в	2	2
641	тому же	1	2
642	видит в	2	2
643	и притом	1	2
644	и некоторые	1	2
645	как по	1	2
646	сказал что	3	2
647	на себя	2	2
648	нем но	1	2
649	о смерти	7	2
650	мы это	1	2
651	связаны друг	2	2
652	я не	5	2
653	и дух	1	2
654	также в	2	2
655	и она	4	2
656	себя как	1	2
657	между прочим	3	2
658	одном из	1	2
659	и вместе	2	2
660	но когда	1	2
661	а только	3	2
662	могло бы	1	2
663	а потом	4	2
664	вошли в	1	2
665	на другой	2	2
666	но как	2	2
667	след в	1	2
668	представлены и	1	2
669	отдельных мотивов	2	2
670	и та	1	2
671	никто не	3	2
672	хотя в	3	2
673	и тот	3	2
674	эту черту	1	2
675	даже не	2	2
676	этот вопрос	7	2
677	должны были	9	2
678	и пространство	1	2
679	или наконец	1	2
680	другой день	1	2
681	с людьми	1	2
682	что во	1	2
683	его как	2	2
684	вера в	1	2
685	образы и	1	2
686	бы его	2	2
687	в каком	2	2
688	о его	1	2
689	едой и	1	2
690	всех сторон	4	2
691	них не	2	2
692	в полном	1	2
693	же мы	1	2
694	значит что	2	2
695	к сыну	1	2
696	именно о	1	2
697	мы видели	4	2
698	можно только	1	2
699	от нее	1	2
700	образом и	1	2
701	в процесс	1	2
702	превращение в	2	2
703	они и	1	2
704	как с	1	2
705	на небе	1	2
706	в языке	1	2
707	его с	1	2
708	живет в	3	2
709	должна быть	5	2
710	героя в	6	2
711	тогда когда	2	2
712	сколько угодно	1	2
713	и мотивов	1	2
714	была бы	2	2
715	человек с	1	2
716	в область	4	2
717	он действует	1	2
718	тело в	1	2
719	себе не	2	2
720	обрядов и	1	2
721	там же	3	2
722	всего нужно	1	2
723	от их	1	2
724	стран и	1	2
725	нам в	1	2
726	сюжета и	1	2
727	самом деле	2	2
728	в наших	1	2
729	так называемый	2	2
730	в жертву	2	2
731	миром и	1	2
732	о своей	1	2
733	идет именно	1	2
734	но дело	2	2
735	этот тип	1	2
736	стремятся к	1	2
737	можно назвать	3	2
738	не знал	1	2
739	и силы	1	2
740	которые могут	3	2
741	этим в	2	2
742	о котором	1	2
743	все члены	1	2
744	этот мотив	3	2
745	одним ударом	1	2
746	то он	2	2
747	он же	1	2
748	по этим	1	2
749	и всех	1	2
750	где нет	2	2
751	в очень	4	2
752	со всех	4	2
753	то и	2	2
754	внутренняя жизнь	1	2
755	в иной	9	2
756	и тогда	3	2
757	людей как	1	2
758	в новой	2	2
759	с которой	2	2
760	и приключения	1	2
761	с большей	1	2
762	и об	1	2
763	от других	1	2
764	нет никакой	1	2
765	в мир	2	2
766	основные элементы	1	2
767	необходимо указать	1	2
768	друга и	1	2
769	каждый из	1	2
770	действия и	3	2
771	нигде в	1	2
772	вне его	1	2
773	жизни что	1	2
774	на более	6	2
775	ним но	1	2
776	не совсем	5	2
777	соответствии с	2	2
778	этого слова	1	2
779	но если	4	2
780	появляется в	1	2
781	и после	1	2
782	только о	2	2
783	высшей степени	1	2
784	попадает в	8	2
785	ее на	2	2
786	не можем	4	2
787	и пр	11	2
788	для нас	17	2
789	который может	1	2
790	этого целого	1	2
791	она обычно	1	2
792	другом мы	1	2
793	день и	1	2
794	где он	1	2
795	себя в	2	2
796	литературу и	1	2
797	по этому	2	2
798	в русском	2	2
799	особое значение	1	2
800	не существует	2	2
801	непосредственно в	3	2
802	и непосредственно	1	2
803	образом в	2	2
804	реальной действительности	1	2
805	этого рода	1	2
806	исторической действительности	7	2
807	которые как	1	2
808	и эта	1	2
809	животных и	1	2
810	слагается из	2	2
811	никаких следов	1	2
812	между собою	1	2
813	что их	3	2
814	до наших	2	2
815	в стороне	4	2
816	словом и	1	2
817	лежит на	1	2
818	но по	3	2
819	или даже	3	2
820	является не	2	2
821	к своему	3	2
822	этой стадии	2	2
823	хлеб и	1	2
824	что им	1	2
825	и смысл	1	2
826	но уже	3	2
827	должен быть	3	2
828	особенно часто	3	2
829	человека не	1	2
830	на них	2	2
831	может иметь	2	2
832	и снова	1	2
833	они стали	1	2
834	умершего и	1	2
835	должны быть	4	2
836	такие же	1	2
837	чистом виде	2	2
838	его не	3	2
839	одну из	1	2
840	или не	1	2
841	вся жизнь	1	2
842	здесь совершенно	1	2
843	эти формы	3	2
844	и может	1	2
845	оказывается что	1	2
846	еще в	2	2
847	как явление	2	2
848	царя и	2	2
849	как то	1	2
850	под землей	1	2
851	когда мы	4	2
852	как их	1	2
853	него и	1	2
854	со своими	1	2
855	в чужом	1	2
856	виду что	1	2
857	значение но	1	2
858	видим и	1	2
859	мы также	3	2
860	и конец	2	2
861	в земледельческом	1	2
862	дальше за	1	1
863	чрезвычайно важно	1	1
864	иной форме	1	1
865	видели в	1	1
866	является в	1	1
867	ребенка и	2	1
868	более высокой	1	1
869	которая была	2	1
870	в настоящем	1	1
871	смерти было	1	1
872	они их	1	1
873	если его	1	1
874	именно на	2	1
875	живого и	1	1
876	исходя из	1	1
877	которые здесь	1	1
878	три типа	1	1
879	которая в	1	1
880	всего человека	1	1
881	чем идти	1	1
882	очень много	10	1
883	не связан	1	1
884	помимо этих	1	1
885	всех случаях	2	1
886	случае мы	1	1
887	д но	2	1
888	дело с	2	1
889	который должен	1	1
890	на второй	1	1
891	которое я	1	1
892	он видит	3	1
893	мы исходим	2	1
894	же относится	2	1
895	тем как	1	1
896	и был	1	1
897	себя же	1	1
898	в большей	1	1
899	человек становится	1	1
900	социальной и	2	1
901	и говорить	1	1
902	приступает к	1	1
903	смерти или	1	1
904	две особенности	1	1
905	в птицу	1	1
906	а есть	2	1
907	живут в	1	1
908	как составные	1	1
909	не годится	1	1
910	здесь необходимо	2	1
911	близки к	1	1
912	с исторической	1	1
913	туда на	1	1
914	героя эта	1	1
915	своего сына	1	1
916	иной мир	7	1
917	но что	2	1
918	раз он	1	1
919	как самые	1	1
920	приобщиться к	1	1
921	очищен и	1	1
922	и сравнения	1	1
923	люди и	1	1
924	ко всем	1	1
925	более или	5	1
926	значение это	1	1
927	в художественную	1	1
928	по пути	2	1
929	он имеет	2	1
930	мы сделаем	1	1
931	обряда и	3	1
932	в первом	1	1
933	относится и	2	1
934	случаях когда	1	1
935	все дело	1	1
936	теперь мы	1	1
937	зато в	1	1
938	вместе в	1	1
939	почему во	1	1
940	нельзя читать	1	1
941	из всего	1	1
942	и прочные	1	1
943	и связанные	1	1
944	если он	1	1
945	солнце в	1	1
946	детей и	5	1
947	и должен	3	1
948	не дается	1	1
949	только через	3	1
950	что по	1	1
951	прошлого в	1	1
952	на эту	3	1
953	не вполне	3	1
954	что действие	1	1
955	не менее	7	1
956	в природе	1	1
957	материала это	1	1
958	начала не	1	1
959	но связь	2	1
960	поставить вопрос	2	1
961	проник и	1	1
962	в обстановке	1	1
963	различные формы	2	1
964	значения до	1	1
965	связанного с	1	1
966	так например	7	1
967	иногда сам	2	1
968	это делалось	1	1
969	ведь всякая	1	1
970	всем его	1	1
971	коснуться лишь	1	1
972	в брак	3	1
973	работа по	1	1
974	первый взгляд	2	1
975	эти определяются	1	1
976	действительности в	1	1
977	их особенно	1	1
978	большого вопроса	1	1
979	на природу	2	1
980	уже давно	1	1
981	по каждому	1	1
982	черты но	1	1
983	к этой	5	1
984	чтобы найти	1	1
985	и история	1	1
986	что этот	5	1
987	понято и	1	1
988	очень важное	1	1
989	показано в	1	1
990	эта связь	4	1
991	не чувствует	1	1
992	античности и	2	1
993	представления о	8	1
994	других и	1	1
995	облик смерти	1	1
996	отправиться в	1	1
997	книгу и	1	1
998	уже у	2	1
999	в каких	3	1
1000	и дают	1	1
1001	миф о	2	1
1002	не всегда	9	1
1003	с нашим	1	1
1004	имеют свои	1	1
1005	же у	1	1
1006	и временного	1	1
1007	поэтому мы	1	1
1008	дать критический	1	1
1009	как доказательства	1	1
1010	пока они	1	1
1011	и стали	3	1
1012	увидим что	8	1
1013	представлением о	1	1
1014	человек у	1	1
1015	в добродетели	1	1
1016	же эта	1	1
1017	он попадает	2	1
1018	смерти на	1	1
1019	вне связи	1	1
1020	превращается в	4	1
1021	дошли до	1	1
1022	его по	2	1
1023	что еще	1	1
1024	яркий пример	2	1
1025	это значило	1	1
1026	себе в	1	1
1027	так мы	1	1
1028	видно что	9	1
1029	в карты	1	1
1030	за тридевять	2	1
1031	сына он	1	1
1032	отец его	1	1
1033	и три	1	1
1034	на одну	1	1
1035	и ждут	1	1
1036	на море	1	1
1037	среди них	1	1
1038	исторической действительностью	1	1
1039	позволит нам	1	1
1040	я с	1	1
1041	они всегда	1	1
1042	отдельных стран	1	1
1043	этих типов	1	1
1044	него не	1	1
1045	в обрядах	1	1
1046	необходимо сделать	1	1
1047	зевса и	1	1
1048	ключ к	5	1
1049	тех случаях	1	1
1050	ее как	1	1
1051	как правило	4	1
1052	и вместо	1	1
1053	в уже	1	1
1054	следующим образом	1	1
1055	такая же	1	1
1056	еще по	1	1
1057	в самое	1	1
1058	на него	7	1
1059	и трагической	1	1
1060	же слова	1	1
1061	стороны оно	1	1
1062	ее только	1	1
1063	и вдруг	1	1
1064	связи со	2	1
1065	который в	2	1
1066	все виды	1	1
1067	можем сказать	1	1
1068	и приказал	1	1
1069	и внутренняя	1	1
1070	детей в	10	1
1071	касаться не	1	1
1072	и живет	1	1
1073	к этим	1	1
1074	для этой	1	1
1075	со сферой	1	1
1076	так у	2	1
1077	не просто	5	1
1078	а нужно	1	1
1079	выходит через	1	1
1080	заботе о	1	1
1081	восходят к	6	1
1082	мы отмечаем	1	1
1083	едва ли	2	1
1084	других явлений	1	1
1085	вся эта	1	1
1086	нарушается и	1	1
1087	гораздо более	1	1
1088	мы привели	2	1
1089	еще достаточно	1	1
1090	бы то	2	1
1091	не происходит	1	1
1092	этого и	1	1
1093	она имеет	1	1
1094	при котором	1	1
1095	которую они	1	1
1096	нему в	1	1
1097	говорит о	2	1
1098	иметь какую-то	1	1
1099	него как	1	1
1100	друга но	1	1
1101	не выходит	2	1
1102	элемент в	1	1
1103	действительностью прошлого	1	1
1104	а наоборот	1	1
1105	от его	2	1
1106	к человеку	1	1
1107	и ноги	2	1
1108	это будет	1	1
1109	как средство	1	1
1110	вообще а	1	1
1111	для изучения	6	1
1112	его органы	1	1
1113	на том	1	1
1114	такого рода	1	1
1115	она в	1	1
1116	есть у	1	1
1117	в состоянии	2	1
1118	о месте	1	1
1119	мы знаем	10	1
1120	с кухней	1	1
1121	своей социальной	1	1
1122	тогда и	3	1
1123	нем и	1	1
1124	к которому	5	1
1125	значение которое	1	1
1126	ними происходит	1	1
1127	почему в	1	1
1128	полноте материала	1	1
1129	тем не	7	1
1130	от начала	2	1
1131	значительной степени	1	1
1132	жизни таких	1	1
1133	и за	1	1
1134	в тот	3	1
1135	они в	1	1
1136	природе не	1	1
1137	не обладает	3	1
1138	ко мне	4	1
1139	в страну	1	1
1140	природу и	1	1
1141	др или	1	1
1142	есть еще	3	1
1143	тем больше	1	1
1144	говорит он	1	1
1145	в конечном	2	1
1146	является и	1	1
1147	находятся и	1	1
1148	иногда подчеркивается	1	1
1149	и историческим	1	1
1150	так было	1	1
1151	в народных	1	1
1152	же значение	1	1
1153	нашли там	1	1
1154	количество этих	1	1
1155	из приведенных	1	1
1156	человек а	1	1
1157	родного дома	1	1
1158	это мы	1	1
1159	одним из	2	1
1160	более поздние	3	1
1161	но значение	2	1
1162	изменения и	1	1
1163	чтобы определить	1	1
1164	и хорошо	1	1
1165	для исследователя	2	1
1166	лесу к	1	1
1167	так много	1	1
1168	чем подробнее	1	1
1169	как говорит	1	1
1170	его чем-либо	1	1
1171	во главе	1	1
1172	их тоже	1	1
1173	должно было	4	1
1174	и смертью	1	1
1175	культов с	1	1
1176	поздние представления	1	1
1177	и вызывает	3	1
1178	же здесь	2	1
1179	не ставится	1	1
1180	достаточно чтобы	1	1
1181	в эту	3	1
1182	на себе	1	1
1183	из проявлений	1	1
1184	что как	1	1
1185	бегство и	1	1
1186	под рукой	1	1
1187	мы проследим	1	1
1188	и религиозной	1	1
1189	человека а	1	1
1190	через рот	1	1
1191	но вопросы	1	1
1192	чтобы понять	3	1
1193	в русской	7	1
1194	могли бы	3	1
1195	быть объяснена	1	1
1196	рассказы о	1	1
1197	и рождения	1	1
1198	вошел в	1	1
1199	от себя	1	1
1200	не то	4	1
1201	встречается редко	1	1
1202	кроется еще	1	1
1203	они отражены	1	1
1204	он дал	1	1
1205	в целях	3	1
1206	причем они	1	1
1207	что происходит	2	1
1208	может принять	1	1
1209	или это	1	1
1210	но менее	1	1
1211	и обычаев	1	1
1212	встречается но	1	1
1213	от этих	2	1
1214	что существовало	1	1
1215	получить от	1	1
1216	был так	1	1
1217	при начале	1	1
1218	не дает	2	1
1219	для наших	2	1
1220	не будут	1	1
1221	аналогия между	1	1
1222	между тем	2	1
1223	не из	1	1
1224	мы всегда	1	1
1225	тот момент	3	1
1226	он находится	2	1
1227	они ударили	1	1
1228	нашего имени	1	1
1229	прошлого и	2	1
1230	всякое явление	1	1
1231	из ряда	2	1
1232	и тем	2	1
1233	стороне от	1	1
1234	смерти к	1	1
1235	этом никогда	1	1
1236	если этот	1	1
1237	не будет	1	1
1238	оказывается в	1	1
1239	в системе	2	1
1240	надо сказать	4	1
1241	ничего нового	1	1
1242	них но	1	1
1243	смерти имеет	1	1
1244	на фольклор	1	1
1245	и что	14	1
1246	исторично но	1	1
1247	вспомним что	3	1
1248	и сюжетов	3	1
1249	его работе	1	1
1250	к большой	1	1
1251	и остались	1	1
1252	в высокие	1	1
1253	также не	2	1
1254	этом смысле	1	1
1255	проникнуть в	3	1
1256	времен и	1	1
1257	элемент не	1	1
1258	в нее	2	1
1259	несколько ниже	1	1
1260	и братья	2	1
1261	в иных	1	1
1262	умирает и	1	1
1263	основаны на	1	1
1264	можно бы	2	1
1265	требует чтобы	2	1
1266	могла бы	3	1
1267	композиции но	1	1
1268	играет здесь	1	1
1269	сказать по	1	1
1270	появляются в	1	1
1271	ни одной	2	1
1272	превратилась в	1	1
1273	не сливаются	1	1
1274	другая форма	1	1
1275	основном же	1	1
1276	не говорится	2	1
1277	вопрос в	2	1
1278	он в	5	1
1279	подвергается и	1	1
1280	уходят в	1	1
1281	мы их	1	1
1282	быть раскрыт	1	1
1283	однако в	2	1
1284	в идеальном	1	1
1285	мы выделим	1	1
1286	предыдущем разделе	1	1
1287	ноги и	1	1
1288	необходимо еще	2	1
1289	не понято	1	1
1290	строится на	1	1
1291	по другим	1	1
1292	иногда в	1	1
1293	это делает	2	1
1294	то смерть	1	1
1295	материала в	1	1
1296	в доме	4	1
1297	эпохи в	1	1
1298	ее а	1	1
1299	и ввести	1	1
1300	не значит	1	1
1301	берегу моря	1	1
1302	даже если	1	1
1303	же случай	1	1
