N	2gram	Tiupa_Narr	Marksizm
101	и на	5	11
102	и все	7	11
103	как в	9	11
104	еще не	6	11
105	высказывание в	1	11
106	друг друга	2	11
107	так как	1	11
108	на самом	1	11
109	все эти	3	11
110	в ней	5	11
111	высказывания в	3	11
112	сих пор	3	11
113	без исключения	1	10
114	именно в	5	10
115	во всяком	2	10
116	с другой	6	10
117	сказать что	5	10
118	к этому	2	10
119	никогда не	8	10
120	в своем	7	10
121	его в	1	10
122	высказывания как	1	10
123	в таком	4	10
124	одна из	5	10
125	здесь мы	1	10
126	в большинстве	1	10
127	совершенно не	1	10
128	в отличие	6	10
129	с его	6	10
130	и потому	2	10
131	отличие от	6	10
132	бытия в	2	10
133	более того	1	10
134	быть и	3	9
135	к тому	13	9
136	одного и	2	9
137	только на	4	9
138	в нашем	4	9
139	точка зрения	5	9
140	в себе	14	9
141	лишь на	1	9
142	большинстве случаев	1	9
143	а как	2	9
144	мы видели	1	9
145	что это	4	9
146	ни в	1	9
147	не имеет	3	9
148	и более	2	9
149	отношении к	1	9
150	это не	6	9
151	как если	2	9
152	одной из	2	9
153	же самое	3	9
154	мысли и	1	8
155	не как	1	8
156	другой стороны	2	8
157	но что	1	8
158	и даже	4	8
159	и с	3	8
160	в данной	2	8
161	система языка	1	8
162	что и	3	8
163	у него	13	8
164	не было	3	8
165	что не	2	8
166	тому что	4	8
167	ясно что	2	8
168	мы можем	2	8
169	не будет	2	8
170	в форме	7	8
171	за пределы	1	8
172	столь же	6	8
173	в отношении	1	8
174	сводится к	10	8
175	слове и	1	8
176	в каком	1	8
177	к другому	2	8
178	перед нами	9	8
179	в свою	4	8
180	с этим	1	8
181	у нас	4	8
182	в их	1	8
183	и т.д	7	8
184	и ее	3	8
185	или иной	6	8
186	на то	4	8
187	в этих	3	7
188	не существует	3	7
189	в котором	3	7
190	свою очередь	2	7
191	он сам	4	7
192	как раз	9	7
193	в качестве	27	7
194	бы в	2	7
195	как системы	1	7
196	в этой	8	7
197	могут быть	1	7
198	там где	1	7
199	речи как	1	7
200	с ними	5	7
201	по себе	4	7
202	той же	2	7
203	до конца	2	7
204	о том	5	7
205	того что	7	7
206	общения в	1	7
207	в формах	2	7
208	конечно в	1	7
209	в начале	4	7
210	далеко не	6	7
211	место в	3	7
212	настоящего времени	1	7
213	в той	4	6
214	является в	1	6
215	по мере	2	6
216	в корне	1	6
217	уже не	11	6
218	входит в	2	6
219	одной стороны	5	6
220	в другом	5	6
221	в различных	1	6
222	она может	2	6
223	с одной	5	6
224	данного высказывания	1	6
225	с другими	1	6
226	между ними	3	6
227	из одного	1	6
228	всяком случае	2	6
229	этот вопрос	1	6
230	с ее	3	6
231	всех без	1	6
232	то есть	15	6
233	должна быть	2	6
234	говорящего и	2	6
235	зависимости от	3	6
236	тем же	3	6
237	для всего	1	6
238	тот же	1	6
239	он и	2	6
240	все это	1	6
241	сознания и	2	6
242	в какой	2	6
243	лишь с	1	6
244	вопрос о	1	6
245	мы должны	1	6
246	из этих	6	6
247	же в	6	6
248	не к	4	6
249	еще более	1	5
250	о чем	6	5
251	в одном	5	5
252	в виду	2	5
253	что слово	1	5
254	в первом	4	5
255	значения в	1	5
256	не менее	6	5
257	социальной ситуации	1	5
258	связано с	2	5
259	на границе	1	5
260	как на	2	5
261	себя в	4	5
262	по преимуществу	1	5
263	должно быть	1	5
264	необходимо чтобы	1	5
265	xix века	1	5
266	как же	1	5
267	все время	2	5
268	в двух	2	5
269	лишь для	1	5
270	жизни в	7	5
271	и у	4	5
272	той или	7	5
273	но как	3	5
274	и тем	9	5
275	и является	2	5
276	в конце	4	5
277	внутренний мир	1	5
278	то в	4	5
279	для себя	3	5
280	вместе с	3	5
281	да и	5	5
282	так называемая	2	5
283	различие между	1	5
284	слова о	1	5
285	и вот	2	5
286	ее в	1	5
287	и лишь	2	5
288	хотя и	8	5
289	точку зрения	3	5
290	в душе	3	5
291	в более	1	5
292	значение в	1	5
293	связи между	1	5
294	этом отношении	5	5
295	таком случае	1	5
296	или в	7	5
297	для других	3	5
298	но не	7	5
299	по смыслу	1	5
300	тем более	2	5
301	к одному	1	5
302	она не	2	5
303	в особенности	2	5
304	и к	7	4
305	только что	4	4
306	какой бы	1	4
307	связь с	1	4
308	но все	1	4
309	тем что	1	4
310	он является	4	4
311	он был	1	4
312	и иных	3	4
313	этой связи	1	4
314	правда и	1	4
315	следующим образом	1	4
316	в зависимости	3	4
317	к ее	3	4
318	из них	4	4
319	едва ли	5	4
320	внутренней жизни	1	4
321	что они	1	4
322	и он	8	4
323	несмотря на	1	4
324	что все	1	4
325	не знает	2	4
326	в которой	2	4
327	одним из	2	4
328	что она	3	4
329	но для	5	4
330	но ведь	1	4
331	в других	2	4
332	для его	1	4
333	стремится к	1	4
334	но при	5	4
335	между двумя	6	4
336	так что	1	4
337	если же	2	4
338	в тех	1	4
339	и тот	1	4
340	его к	1	4
341	и особенно	1	4
342	в единство	2	4
343	уже знаем	1	4
344	не могут	1	4
345	со всеми	3	4
346	социального взаимодействия	1	4
347	себя с	1	4
348	значения и	2	4
349	можно назвать	2	4
350	к его	5	4
351	установкой на	2	4
352	первом случае	3	4
353	автора и	2	4
354	именно на	1	4
355	целый ряд	1	4
356	и до	1	4
357	переход от	2	4
358	мог бы	1	4
359	но именно	3	4
360	и то	3	4
361	только с	2	4
362	уже в	1	4
363	лишь то	1	4
364	это и	2	4
365	можно сказать	11	4
366	как она	2	4
367	или даже	3	4
368	к своему	2	4
369	выражение и	1	4
370	другими словами	1	4
371	может идти	1	4
372	как он	3	4
373	относится к	1	4
374	стороны и	1	4
375	одного из	6	4
376	и самого	3	4
377	жизни и	7	4
378	в области	4	4
379	нуждается в	1	4
380	эти два	2	4
381	что было	1	3
382	они являются	1	3
383	с героем	1	3
384	не могло	3	3
385	однако и	5	3
386	даже в	1	3
387	глава первая	2	3
388	и говорящей	1	3
389	в своих	2	3
390	границы между	2	3
391	с тем	1	3
392	роль в	4	3
393	так в	4	3
394	на первый	1	3
395	в речь	1	3
396	в действительности	2	3
397	мы увидим	1	3
398	говорящего как	1	3
399	глава третья	2	3
400	т.п в	1	3
401	не утрачивая	2	3
402	но они	4	3
403	значительной степени	1	3
404	не становится	1	3
405	момент в	1	3
406	с ним	6	3
407	и внешней	1	3
408	друг с	1	3
409	в системе	1	3
410	в обращении	2	3
411	ситуации и	2	3
412	все его	4	3
413	на протяжении	12	3
414	от его	2	3
415	здесь нет	1	3
416	к себе	11	3
417	в году	2	3
418	нет места	1	3
419	тем не	7	3
420	обстоит дело	1	3
421	не о	2	3
422	прежде чем	1	3
423	или хотя	1	3
424	между этими	1	3
425	этом последнем	2	3
426	определенное и	1	3
427	деле в	1	3
428	между собой	3	3
429	делает его	1	3
430	речи или	1	3
431	в русской	3	3
432	в живой	1	3
433	данный момент	1	3
434	ли это	1	3
435	более или	2	3
436	если б	1	3
437	как это	7	3
438	что эта	1	3
439	одно и	2	3
440	не приходится	1	3
441	и та	1	3
442	по своей	3	3
443	могла бы	1	3
444	значение и	1	3
445	и есть	1	3
446	в данный	1	3
447	и чужого	2	3
448	как знак	1	3
449	во втором	6	3
450	в последнем	1	3
451	они и	2	3
452	речи но	1	3
453	как к	3	3
454	из которых	1	3
455	имеет место	4	3
456	знаков в	1	3
457	не на	1	3
458	можно было	2	3
459	должен был	1	3
460	для каждого	1	3
461	еще в	4	3
462	к которым	1	3
463	и они	1	3
464	в которых	1	3
465	приводит к	2	3
466	со стороны	14	3
467	в следующей	3	3
468	его становления	1	3
469	еще и	1	3
470	его и	2	3
471	к нашему	1	3
472	потому что	7	3
473	людей так	1	3
474	к двум	2	3
475	на этот	2	3
476	он может	1	3
477	они еще	1	3
478	здесь не	4	3
479	главным образом	1	3
480	у них	1	3
481	но это	2	3
482	находятся в	1	3
483	ответ на	6	3
484	они не	3	3
485	свидетельствует о	4	3
486	того как	1	3
487	и сама	2	3
488	том числе	1	3
489	и борьбы	1	3
490	бы на	1	3
491	себя самого	1	3
492	чужих слов	1	3
493	однако не	2	3
494	взаимодействия и	1	3
495	или иначе	2	3
496	на нее	2	3
497	в бытии	1	3
498	есть только	1	3
499	в авторском	1	3
500	один и	2	3
501	с другом	1	3
502	в виде	2	3
503	должен быть	1	3
504	или менее	2	3
505	одним и	1	3
506	и вообще	1	3
507	не все	2	3
508	к жизни	3	3
509	следующей главе	1	3
510	глава вторая	2	3
511	и по	3	3
512	этих двух	2	3
513	того или	3	3
514	человека в	2	3
515	на собеседника	1	3
516	также и	4	3
517	мы узнаем	2	3
518	с языком	2	3
519	в значительной	1	3
520	когда он	1	3
521	а по	2	3
522	не с	1	3
523	в нашей	1	3
524	не следует	3	3
525	сказал что	1	3
526	числе и	1	3
527	со своими	3	3
528	и о	4	3
529	благодаря этому	1	3
530	и относительно	1	3
531	себе самому	5	3
532	и только	2	3
533	в целом	5	3
534	или точнее	1	3
535	и тогда	2	3
536	во всем	1	2
537	для всех	1	2
538	к этой	1	2
539	комментирования в	1	2
540	тем для	1	2
541	с этой	3	2
542	дело с	4	2
543	из всех	1	2
544	этот момент	1	2
545	для одного	2	2
546	тем как	1	2
547	более широкий	1	2
548	этом направлении	1	2
549	как вещь	1	2
550	слова с	1	2
551	но по	1	2
552	мы и	2	2
553	где они	2	2
554	не доказывает	1	2
555	в речи	5	2
556	превращается в	2	2
557	том или	1	2
558	например в	2	2
559	в жизни	9	2
560	его на	1	2
561	бы стать	1	2
562	их в	4	2
563	а именно	2	2
564	может существовать	1	2
565	лица в	1	2
566	или ином	1	2
567	отличается от	1	2
568	поскольку он	1	2
569	так например	1	2
570	следующее в	1	2
571	не столь	2	2
572	сам же	1	2
573	во внешнем	1	2
574	во все	1	2
575	у такого	1	2
576	и взаимодействия	1	2
577	высказываний как	1	2
578	первого лица	4	2
579	сознания в	3	2
580	нашем случае	1	2
581	тем самым	9	2
582	определяется его	1	2
583	не вполне	3	2
584	образ и	1	2
585	к ним	2	2
586	ее как	1	2
587	такая же	1	2
588	на него	4	2
589	слово не	1	2
590	не умеет	1	2
591	мы тем	1	2
592	на предмет	1	2
593	в противном	1	2
594	как хорошо	2	2
595	от себя	1	2
596	не просто	2	2
597	они могут	2	2
598	голоса и	1	2
599	крайней мере	1	2
600	гораздо более	1	2
601	нему в	1	2
602	ее и	1	2
603	приблизиться к	1	2
604	и всей	1	2
605	это будет	1	2
606	глубокий и	1	2
607	об одном	2	2
608	она в	3	2
609	быть в	2	2
610	есть его	1	2
611	отношения к	1	2
612	далеко за	1	2
613	первобытного мышления	1	2
614	после этого	1	2
615	каждого человека	1	2
616	для них	2	2
617	тому же	9	2
618	и притом	3	2
619	сознания к	1	2
620	но он	2	2
621	по аналогии	2	2
622	место лишь	1	2
623	не остается	1	2
624	у тургенева	2	2
625	также в	2	2
626	эти три	1	2
627	же как	2	2
628	его жизни	5	2
629	себе и	2	2
630	а только	1	2
631	в чем	3	2
632	точкой зрения	1	2
633	могли бы	1	2
634	а с	2	2
635	превращаясь в	1	2
636	не он	1	2
637	героя и	4	2
638	зрения в	1	2
639	другом и	1	2
640	связь и	1	2
641	здесь она	1	2
642	при такой	3	2
643	не могла	2	2
644	где в	3	2
645	даже не	1	2
646	также не	2	2
647	этом смысле	1	2
648	в современной	4	2
649	в нее	2	2
650	в новое	1	2
651	его как	2	2
652	это делает	1	2
653	в первой	3	2
654	к внешнему	1	2
655	все остальное	1	2
656	не то	1	2
657	в общем	1	2
658	о роли	2	2
659	или иного	3	2
660	во время	2	2
661	случае это	1	2
662	так или	1	2
663	слова до	1	2
664	и нельзя	1	2
665	в кругу	1	2
666	в частности	23	2
667	а потому	2	2
668	та же	2	2
669	оно и	1	2
670	опирается на	2	2
671	как с	1	2
672	к одной	1	2
673	своих героев	2	2
674	была бы	1	2
675	речь как	1	2
676	поэтому в	1	2
677	из сказанного	1	2
678	оно не	4	2
679	сами по	2	2
680	ни о	3	2
681	содержание и	1	2
682	одно слово	1	2
683	имеет дело	1	2
684	в романе	3	2
685	этот тип	1	2
686	же слово	1	2
687	живой речи	1	2
688	и соответственно	1	2
689	свой собственный	1	2
690	как о	2	2
691	и так	1	2
692	никто не	1	2
693	бы не	1	2
694	далек от	1	2
695	время является	1	2
696	по крайней	1	2
697	что мы	2	2
698	вернемся к	1	2
699	это явление	1	2
700	здесь говорит	1	2
701	внутреннее бытие	1	2
702	мы его	2	2
703	быть не	3	2
704	и композиционно	1	2
705	в непосредственном	1	2
706	для нее	2	2
707	и вся	1	2
708	вступает в	2	2
709	впрочем и	1	2
710	друг от	1	2
711	каждый из	3	2
712	автора в	2	2
713	известной степени	1	2
714	косвенной и	1	2
715	не совсем	1	2
716	собой но	1	2
717	впервые в	1	2
718	и служит	2	2
719	принадлежит к	1	2
720	существенных и	1	2
721	за пределами	3	2
722	автором в	1	2
723	в сознании	6	2
724	до известной	1	2
725	решения проблемы	1	2
726	мы еще	1	2
727	в самой	1	2
728	исключительно в	3	2
729	слова героя	1	2
730	жизни но	3	2
731	сознание может	1	2
732	на языке	1	2
733	степени в	1	2
734	данном случае	12	2
735	зависит от	3	2
736	в художественной	1	2
737	одна и	1	2
738	в литературе	8	2
739	о нем	5	2
740	что с	2	2
741	нет это	1	2
742	а все	1	2
743	речь но	1	2
744	сказать не	1	2
745	но с	1	2
746	от друга	1	2
747	и где	1	2
748	во внутренний	1	2
749	указывает на	1	2
750	с той	2	2
751	сложные и	1	2
752	виде в	1	2
753	есть в	1	2
754	противном случае	1	2
755	мира и	2	2
756	ли не	3	2
757	остановимся на	1	2
758	по его	3	2
759	первой главы	2	2
760	это было	3	2
761	но уже	2	2
762	для которого	1	2
763	это так	1	2
764	и внутренней	2	2
765	они все	1	2
766	искать в	1	2
767	в потоке	1	2
768	особи в	1	2
769	содержания сознания	2	2
770	то не	1	2
771	его не	1	2
772	одну из	1	2
773	не по	5	2
774	другой в	1	2
775	и иными	1	2
776	во второй	2	2
777	не находит	1	2
778	своей индивидуальности	1	2
779	нового времени	2	2
780	глава четвертая	2	2
781	к анализу	1	2
782	с установкой	2	2
783	иной степени	1	2
784	идет о	3	2
785	сказать изнутри	1	2
786	только по	1	2
787	этом и	5	2
788	ее из	2	2
789	и иные	1	2
790	иное как	1	2
791	дело обстоит	1	2
792	само по	1	2
793	неотделимый от	1	2
794	внутреннюю жизнь	2	2
795	и наконец	2	2
796	не слышит	2	2
797	без помощи	1	2
798	речь здесь	1	1
799	существенную роль	3	1
800	поскольку о	1	1
801	мир не	1	1
802	с которыми	1	1
803	более не	3	1
804	что один	1	1
805	и объяснить	1	1
806	в единую	1	1
807	в центре	4	1
808	но слишком	1	1
809	зрения на	2	1
810	момент времени	1	1
811	это первое	1	1
812	ситуация общения	1	1
813	и наглядным	1	1
814	русской литературе	1	1
815	народов и	1	1
816	которые не	1	1
817	исходя из	4	1
818	если под	1	1
819	собою все	1	1
820	за исключением	1	1
821	граница между	1	1
822	каждого отдельного	1	1
823	случае мы	1	1
824	слышит их	1	1
825	художника но	1	1
826	случае не	1	1
827	не имеющее	1	1
828	связи в	1	1
829	может служить	5	1
830	строго говоря	2	1
831	в большей	1	1
832	не зависит	1	1
833	говорит о	3	1
834	это нужно	1	1
835	объяснить его	1	1
836	частным и	1	1
837	здесь говорить	1	1
838	не являются	2	1
839	или иному	1	1
840	одно из	2	1
841	действительную реальность	1	1
842	его от	1	1
843	этого момента	1	1
844	не несет	2	1
845	противоречие с	1	1
846	с собой	2	1
847	и само	1	1
848	структуры в	1	1
849	и внутреннего	3	1
850	отметим что	1	1
851	но после	1	1
852	установки на	1	1
853	в предыдущей	1	1
854	обладает не	1	1
855	читателя и	1	1
856	как образ	2	1
857	по пути	1	1
858	на которых	1	1
859	идти в	1	1
860	мы отчетливо	1	1
861	из двух	1	1
862	ни одна	1	1
863	относится и	1	1
864	как непрерывный	1	1
865	и сам	4	1
866	образом что	1	1
867	героя которому	2	1
868	знаки и	1	1
869	мысль о	1	1
870	естественно не	1	1
871	изнутри с	1	1
872	не возникнет	1	1
873	речевой деятельности	2	1
874	или на	1	1
875	конечном счете	4	1
876	к другим	1	1
877	данного лица	1	1
878	самому и	1	1
879	в риторике	1	1
880	и неуверенность	1	1
881	сознанием и	1	1
882	между историей	1	1
883	стороны бытия	1	1
884	в соответствии	8	1
885	приходит в	1	1
886	оказываются в	1	1
887	обоих случаях	1	1
888	одновременно и	1	1
889	она появляется	1	1
890	на эту	1	1
891	и личность	2	1
892	что еще	1	1
893	и социально	1	1
894	историей и	1	1
895	большей или	2	1
896	человека есть	2	1
897	них мы	1	1
898	тем или	2	1
899	веков и	1	1
900	когда в	4	1
901	речь идет	3	1
902	установку на	1	1
903	этого рассказа	1	1
904	понимания а	2	1
905	значения со	1	1
906	окружающей действительности	1	1
907	и нет	1	1
908	что рассказчик	2	1
909	имеется ряд	1	1
910	при всей	5	1
911	рассказ о	1	1
912	было не	1	1
913	где этот	1	1
914	со своей	3	1
915	в противовес	3	1
916	при условии	1	1
917	осуществляется в	1	1
918	которые мы	1	1
919	не могли	1	1
920	направлено на	1	1
921	случаем такого	1	1
922	которой он	4	1
923	вторая часть	1	1
924	раз и	2	1
925	в динамике	1	1
926	личность не	3	1
927	в противоположность	1	1
928	но даже	1	1
929	не должен	1	1
930	ничто не	1	1
931	бы из	1	1
932	но во	1	1
933	словесного творчества	1	1
934	языка например	1	1
935	но то	1	1
936	являются не	1	1
937	обладает определенной	1	1
938	отрыве от	1	1
939	инкорпорированы в	1	1
940	в сложившейся	1	1
941	и продукт	1	1
942	во многих	1	1
943	но любое	1	1
944	не всегда	4	1
945	из их	1	1
946	их не	1	1
947	что вся	1	1
948	уже было	1	1
949	важно в	1	1
950	в него	2	1
951	о них	5	1
952	втором случае	1	1
953	содержание в	1	1
954	в строгом	3	1
955	и когда	3	1
956	людей и	2	1
957	в окружающей	1	1
958	но также	1	1
959	от лица	1	1
960	второй половины	1	1
961	его собственной	1	1
962	друг на	2	1
963	право говорить	1	1
964	и взаимодействие	1	1
965	ни одного	2	1
966	принадлежащих к	1	1
967	и мышления	1	1
968	и еще	2	1
969	связи которые	1	1
970	говорящих и	1	1
971	своего сознания	1	1
972	чтобы они	1	1
973	жизни как	2	1
974	они лишены	1	1
975	говорит с	2	1
976	друг для	2	1
977	два высказывания	1	1
978	вернуться в	1	1
979	но возможно	2	1
980	к которому	1	1
981	ибо жизнь	1	1
982	автор как	1	1
983	еще одна	1	1
984	повествование ведет	1	1
985	их нам	1	1
986	приобщения к	1	1
987	нем не	2	1
988	толстого или	2	1
989	какие только	1	1
990	иным как	2	1
991	что именно	2	1
992	речь о	1	1
993	это прежде	1	1
994	в принципиальной	1	1
995	также является	2	1
996	по поводу	3	1
997	на котором	1	1
998	себя что	1	1
999	ведь к	1	1
1000	она есть	1	1
1001	их жизни	1	1
1002	достаточна чтобы	1	1
1003	ориентирован на	1	1
1004	начало и	3	1
1005	что обычно	1	1
1006	вся эта	1	1
1007	той степени	1	1
1008	не нуждаются	1	1
1009	или иным	2	1
1010	система не	1	1
1011	может обойтись	1	1
1012	себе самом	2	1
1013	ближе к	1	1
1014	представить себе	3	1
1015	не происходит	3	1
1016	только не	2	1
1017	объясняет он	1	1
1018	есть выражение	1	1
1019	и автор	1	1
1020	новейшее время	1	1
1021	в образовании	1	1
1022	и мы	1	1
1023	по природе	1	1
1024	нами не	2	1
1025	сам автор	1	1
1026	всякого высказывания	1	1
1027	личности а	1	1
1028	так можно	1	1
1029	личности ее	1	1
1030	которая как	1	1
1031	не принадлежит	1	1
1032	лишь функция	1	1
1033	не останется	1	1
1034	человеческой речи	1	1
1035	на том	2	1
1036	гуманитарных науках	2	1
1037	слова эта	1	1
1038	такого рода	17	1
1039	внимание на	7	1
1040	следует сказать	1	1
1041	что превращает	1	1
1042	т.п то	1	1
1043	автором на	1	1
1044	слов в	2	1
1045	подчеркнуть что	2	1
1046	его внутренняя	1	1
1047	следует здесь	1	1
1048	ответного понимания	1	1
1049	и через	2	1
1050	которого история	1	1
1051	речи персонажа	1	1
1052	посредством которых	1	1
1053	иного рода	2	1
1054	в третьем	4	1
1055	что между	1	1
1056	на нескольких	1	1
1057	отношения между	1	1
1058	и сознания	1	1
1059	не была	1	1
1060	в конечном	6	1
1061	даже вовсе	1	1
1062	смысл данного	1	1
1063	или не	5	1
1064	в разные	1	1
1065	обращении с	1	1
1066	муж и	2	1
1067	от тех	1	1
1068	героя благодаря	2	1
1069	утрачивает свою	2	1
1070	глядят на	2	1
1071	к чему	3	1
1072	структур может	1	1
1073	знаков а	1	1
1074	современного человека	1	1
1075	но совершенно	1	1
1076	в изложении	1	1
1077	что история	1	1
1078	и чисто	1	1
1079	сделать не	1	1
1080	на себя	5	1
1081	быть только	1	1
1082	общественное положение	1	1
1083	пример из	1	1
1084	свое действительное	1	1
1085	с одним	1	1
1086	человек и	2	1
1087	как говорит	1	1
1088	характер и	3	1
1089	будет зависеть	1	1
1090	мы предполагаем	1	1
1091	я не	5	1
1092	стать и	2	1
1093	звучит как	1	1
1094	встречается в	1	1
1095	как во	1	1
1096	же обстоит	1	1
1097	человек в	3	1
1098	чем иным	2	1
1099	в мире	8	1
1100	в пределы	1	1
1101	образом для	1	1
1102	особенности в	1	1
1103	не улавливает	1	1
1104	а его	3	1
1105	речь самого	3	1
1106	уже давно	1	1
1107	века в	1	1
1108	текста но	1	1
1109	дистанцию по	1	1
1110	однако при	1	1
1111	совершенно новая	1	1
1112	мы делаем	1	1
1113	в себя	3	1
1114	точек зрения	2	1
1115	определенной категории	1	1
1116	могло бы	3	1
1117	не иначе	1	1
1118	и понимание	1	1
1119	совершенно прав	1	1
1120	личности для	1	1
1121	до нас	1	1
1122	вопроса о	1	1
1123	из другого	1	1
1124	я был	1	1
1125	автор с	1	1
1126	о каждом	1	1
1127	на которую	1	1
1128	авторской иронии	1	1
1129	не понимают	1	1
1130	вошел в	1	1
1131	совершается переход	1	1
1132	и быть	1	1
1133	сознания а	1	1
1134	для развития	1	1
1135	не сводится	8	1
1136	не означает	1	1
1137	на этом	1	1
1138	к слову	1	1
1139	перехода от	2	1
1140	в исторической	1	1
1141	личность в	1	1
1142	они становятся	1	1
1143	этой своей	2	1
1144	него есть	1	1
1145	он ничего	1	1
1146	по данному	1	1
1147	на страницах	1	1
1148	в структуре	1	1
1149	раз того	1	1
1150	кресле и	1	1
1151	и передачи	1	1
1152	природе своей	1	1
1153	встречи и	1	1
1154	группы в	1	1
1155	протяжении веков	1	1
1156	длинный и	1	1
1157	его внутренней	3	1
1158	в ответ	4	1
1159	это по	1	1
1160	однако эта	1	1
1161	но зато	4	1
1162	за свои	1	1
1163	как рассуждал	1	1
1164	главного героя	5	1
1165	в приведенном	1	1
1166	людьми в	1	1
1167	смысл это	1	1
1168	тем и	1	1
1169	и знает	1	1
1170	несколько иначе	1	1
1171	и другая	2	1
1172	известно по	1	1
1173	не сами	1	1
1174	первого и	2	1
1175	в едином	2	1
1176	говорили что	1	1
1177	должны были	1	1
1178	не сводимая	1	1
1179	не слышим	1	1
1180	равной степени	3	1
1181	как известно	3	1
1182	к каждому	1	1
1183	позиция рассказчика	1	1
1184	или меньшей	1	1
1185	истории и	1	1
1186	лишь одно	1	1
1187	одного сознания	2	1
1188	это вовсе	1	1
1189	однако в	4	1
1190	что для	1	1
1191	категории но	1	1
1192	из поля	1	1
1193	существует в	1	1
1194	о его	3	1
1195	читателя он	1	1
1196	речь хотя	1	1
1197	и смысловую	1	1
1198	он обращается	1	1
1199	и внутренним	2	1
1200	мы будем	1	1
1201	теми же	1	1
1202	которая на	1	1
1203	сводящуюся к	1	1
1204	в силу	5	1
1205	своего героя	1	1
1206	ней в	2	1
1207	в сердце	2	1
1208	этих и	1	1
1209	если они	1	1
1210	и языка	1	1
1211	иной раз	1	1
1212	этом процессе	1	1
1213	бы эти	1	1
1214	кругозор героя	1	1
1215	процесса и	1	1
1216	формах косвенной	2	1
1217	бы ни	1	1
1218	сам называет	1	1
1219	процессах в	1	1
1220	тексте а	1	1
1221	интерес к	3	1
1222	иначе как	1	1
1223	не распространяется	1	1
1224	чтобы не	1	1
1225	в один	1	1
1226	для художника	1	1
1227	доказывает и	1	1
1228	возможностей в	1	1
1229	не отличается	1	1
1230	в составе	2	1
1231	в прекрасном	1	1
1232	видим и	1	1
1233	однако без	1	1
1234	как теперь	1	1
1235	утрачивая своей	1	1
1236	него только	1	1
1237	до всего	1	1
1238	автор и	1	1
1239	от сознания	2	1
1240	всем своим	1	1
1241	кто говорит	2	1
1242	и большинства	1	1
1243	приближается к	1	1
1244	его мнению	1	1
1245	достоевского и	2	1
1246	которым можно	1	1
1247	них в	1	1
1248	если в	2	1
1249	где-нибудь в	1	1
1250	в случаях	1	1
1251	с и	1	1
1252	место среди	1	1
1253	анализа не	1	1
1254	которых мы	1	1
1255	на ее	2	1
1256	и символы	1	1
1257	в противоречие	1	1
1258	говорит нам	1	1
1259	другого человека	2	1
1260	освободиться от	2	1
1261	говорит и	1	1
1262	хх века	1	1
1263	чтобы стать	2	1
1264	ни единого	1	1
1265	не смеет	1	1
1266	смысла то	1	1
1267	сам по	1	1
1268	он на	1	1
1269	нашего времени	1	1
1270	свою позицию	3	1
1271	истории в	8	1
1272	о которой	3	1
1273	наполнения и	1	1
1274	из того	1	1
1275	принципиальные различия	1	1
1276	бы между	1	1
1277	и делает	1	1
1278	развернуть в	1	1
1279	действительного смысла	1	1
1280	нет никакого	1	1
1281	подобно тому	4	1
1282	себе не	1	1
1283	него нет	1	1
1284	за это	1	1
1285	обращено к	2	1
1286	сказать с	1	1
1287	история с	1	1
1288	если не	4	1
1289	этой точки	1	1
1290	вместо того	1	1
1291	не сводящуюся	1	1
