N	2gram	Bakhtin_fo	Narrotol
99	самом деле	2	8
100	того чтобы	11	8
101	внимание на	2	8
102	мы имеем	2	8
103	же время	13	8
104	соответствии с	2	8
105	и для	12	8
106	этом отношении	5	8
107	в литературе	17	8
108	у нас	2	8
109	или иной	4	8
110	мира в	6	8
111	имеет место	6	7
112	при всей	1	7
113	в котором	8	7
114	встречи с	2	7
115	с другой	4	7
116	в ее	6	7
117	на себя	2	7
118	в конце	11	7
119	в чем	3	7
120	и на	13	7
121	в форме	5	7
122	же в	6	7
123	в свою	2	7
124	это не	8	7
125	или в	3	7
126	также и	6	7
127	в ней	4	7
128	в целом	2	7
129	все что	2	6
130	в результате	6	6
131	например в	7	6
132	между двумя	6	6
133	сказать что	4	6
134	в нашем	3	6
135	на него	1	6
136	то в	2	6
137	с одной	5	6
138	что и	5	6
139	могло бы	1	6
140	героя и	7	6
141	на другой	2	6
142	в случае	1	6
143	не могла	2	6
144	однако в	1	6
145	во втором	2	6
146	в состав	1	6
147	таким образом	14	6
148	и пространстве	1	6
149	то и	1	6
150	из этих	5	6
151	здесь не	5	6
152	они не	4	6
153	как у	2	6
154	не по	1	6
155	одной стороны	3	6
156	на то	1	6
157	вплоть до	3	6
158	в центре	2	5
159	человеческой жизни	9	5
160	особое место	2	5
161	исходя из	1	5
162	дело с	1	5
163	не столько	2	5
164	в своих	1	5
165	и даже	5	5
166	и сам	2	5
167	именно в	5	5
168	мира и	6	5
169	и того	7	5
170	свою очередь	1	5
171	в другом	2	5
172	для того	12	5
173	в одном	10	5
174	он сам	2	5
175	точка зрения	4	5
176	себя в	2	5
177	из них	8	5
178	от его	1	5
179	бы и	1	5
180	картине мира	1	5
181	не было	8	5
182	или не	2	5
183	но для	2	5
184	я не	1	5
185	такова что	1	5
186	человек в	5	5
187	так сказать	14	5
188	между собой	5	5
189	его жизни	11	5
190	по поводу	1	5
191	точку зрения	3	5
192	и от	3	5
193	с ее	7	5
194	и здесь	2	5
195	что это	1	5
196	если не	3	5
197	их в	6	5
198	и у	8	5
199	с ними	1	5
200	да и	4	5
201	том как	2	5
202	вследствие этого	4	5
203	стало быть	1	5
204	было бы	2	5
205	и уже	4	5
206	для нее	1	5
207	за пределами	2	5
208	событие в	2	5
209	и то	5	5
210	мы не	4	5
211	на самом	1	5
212	о жизни	1	5
213	тем более	4	5
214	в начале	3	5
215	еще в	1	5
216	в пределах	8	5
217	и о	1	5
218	этом и	1	5
219	место в	4	5
220	себе самому	7	5
221	существенную роль	3	4
222	строго говоря	2	4
223	не являются	3	4
224	в виду	5	4
225	по себе	3	4
226	в них	11	4
227	и с	10	4
228	все его	7	4
229	не вполне	1	4
230	роль в	12	4
231	не существует	1	4
232	которой он	3	4
233	хотя бы	2	4
234	только на	3	4
235	но они	3	4
236	в эпизоде	6	4
237	к этому	5	4
238	картину мира	5	4
239	что они	3	4
240	жизни так	1	4
241	на том	1	4
242	несмотря на	1	4
243	к жизни	2	4
244	и притом	1	4
245	не о	2	4
246	тому что	1	4
247	в себя	3	4
248	но зато	1	4
249	по своей	1	4
250	другой день	2	4
251	и по	5	4
252	и ее	4	4
253	жизни героя	1	4
254	в событии	1	4
255	жизни а	1	4
256	на ее	1	4
257	для себя	8	4
258	это уже	1	4
259	о которой	1	4
260	не на	4	4
261	со всеми	4	4
262	оно не	3	4
263	о своей	2	4
264	вместе с	9	4
265	не имеет	5	4
266	в аспекте	2	4
267	в основе	9	4
268	могла бы	1	4
269	не могло	5	4
270	начиная с	1	4
271	всяком случае	1	4
272	друг друга	3	4
273	ему в	3	4
274	во всяком	5	4
275	для нас	2	4
276	раз в	4	4
277	а на	1	4
278	и как	12	4
279	или даже	1	4
280	так в	2	4
281	по своему	3	4
282	это было	2	4
283	в области	1	4
284	человека в	22	4
285	она не	2	4
286	быть и	4	4
287	бытия в	1	4
288	что касается	1	4
289	как он	4	4
290	как по	2	4
291	к ней	2	4
292	как мы	19	4
293	что на	3	4
294	не к	2	4
295	что было	6	3
296	более не	1	3
297	и составляет	1	3
298	на одном	1	3
299	с этой	3	3
300	говорит о	1	3
301	не бывает	1	3
302	в этих	6	3
303	беседы с	2	3
304	каждый из	2	3
305	и дело	1	3
306	входит в	3	3
307	времени в	14	3
308	к своей	2	3
309	говорить о	1	3
310	в строгом	2	3
311	не обязательно	2	3
312	говоря это	1	3
313	так же	7	3
314	друг на	4	3
315	ни одного	1	3
316	к ним	3	3
317	жизни как	2	3
318	наряду с	7	3
319	в зависимости	1	3
320	не происходит	1	3
321	и представляет	1	3
322	ее и	1	3
323	по природе	2	3
324	с точки	9	3
325	подчеркнуть что	1	3
326	и сама	1	3
327	одно из	3	3
328	связи с	14	3
329	но он	4	3
330	не знает	4	3
331	в которой	3	3
332	всех его	2	3
333	что не	3	3
334	из уст	1	3
335	характер и	8	3
336	в связи	13	3
337	между ними	5	3
338	же как	2	3
339	и это	5	3
340	сих пор	4	3
341	а потом	2	3
342	могли бы	1	3
343	но как	1	3
344	событие как	1	3
345	человеческого бытия	1	3
346	природе своей	2	3
347	за ними	3	3
348	и что	1	3
349	как уже	3	3
350	а как	3	3
351	здесь мы	4	3
352	события в	1	3
353	во время	7	3
354	в него	2	3
355	в пространстве	10	3
356	до сих	4	3
357	через посредство	1	3
358	человеческого общения	1	3
359	свою жизнь	1	3
360	каким он	1	3
361	интерес к	1	3
362	то они	2	3
363	от их	1	3
364	нам в	1	3
365	самим собой	2	3
366	в романе	40	3
367	где в	1	3
368	и т	21	3
369	приводит к	1	3
370	бы не	1	3
371	зависимости от	1	3
372	говорить и	1	3
373	своей жизни	6	3
374	началом и	2	3
375	еще и	3	3
376	что мы	2	3
377	как на	2	3
378	на друга	4	3
379	и тогда	1	3
380	и лишь	1	3
381	было и	4	3
382	жизни на	2	3
383	тем же	3	3
384	той же	2	3
385	одной из	3	3
386	до конца	5	3
387	на этот	1	3
388	появляется в	1	3
389	но это	1	3
390	и после	1	3
391	жизни не	3	3
392	жизни но	7	3
393	и вот	2	3
394	он и	1	3
395	участие в	1	3
396	все равно	1	3
397	в виде	1	3
398	для других	7	3
399	дело в	3	3
400	как она	3	3
401	не подлежит	1	3
402	все эти	12	3
403	на фоне	3	3
404	со своей	3	3
405	по его	1	3
406	должен быть	2	3
407	эпизоды в	2	3
408	особенно в	3	3
409	и потому	4	3
410	только к	3	3
411	случайно в	1	3
412	дело не	1	3
413	не следует	1	3
414	идет о	2	3
415	лишь в	8	3
416	же самое	2	3
417	со своими	1	3
418	и только	3	3
419	новое и	5	2
420	случае в	1	2
421	мы и	4	2
422	в момент	1	2
423	еще более	7	2
424	на второй	1	2
425	те же	5	2
426	глубоко и	1	2
427	нас в	3	2
428	другой стороны	1	2
429	как если	2	2
430	с собой	2	2
431	лишь с	1	2
432	мыслится как	2	2
433	людей и	2	2
434	в настоящем	1	2
435	чтобы в	1	2
436	но все	6	2
437	жизнь в	2	2
438	зато в	1	2
439	целый ряд	2	2
440	где они	1	2
441	тем что	4	2
442	от всего	1	2
443	дело здесь	2	2
444	и делает	1	2
445	человека есть	1	2
446	в это	5	2
447	мир и	2	2
448	и стал	2	2
449	как только	1	2
450	на первый	2	2
451	и физически	1	2
452	собственной жизни	2	2
453	было в	2	2
454	и наиболее	1	2
455	в событие	1	2
456	раз и	3	2
457	своей природе	1	2
458	представления о	1	2
459	события как	1	2
460	из жизни	1	2
461	в этот	5	2
462	с помощью	5	2
463	героини и	1	2
464	принадлежит не	2	2
465	подобный вопрос	1	2
466	и еще	3	2
467	с другим	1	2
468	с такою	3	2
469	вовсе не	20	2
470	места для	2	2
471	преимущественно в	1	2
472	тут же	1	2
473	в системе	1	2
474	бы в	1	2
475	того же	9	2
476	с настоящим	2	2
477	жизни с	2	2
478	от ее	1	2
479	себе самом	1	2
480	принадлежит к	4	2
481	к герою	1	2
482	героев в	1	2
483	должно быть	6	2
484	в произведении	1	2
485	время в	7	2
486	личной жизни	1	2
487	второй план	1	2
488	и через	1	2
489	иного рода	1	2
490	как своего	1	2
491	в будущем	1	2
492	столько же	1	2
493	а за	1	2
494	одним из	1	2
495	по аналогии	2	2
496	быть только	4	2
497	человек и	2	2
498	как говорит	1	2
499	ясно что	2	2
500	также в	1	2
501	в двух	1	2
502	себе и	4	2
503	точек зрения	1	2
504	жизни то	2	2
505	в других	9	2
506	во всех	13	2
507	смысл и	1	2
508	мы можем	2	2
509	и пространства	4	2
510	говорил о	1	2
511	бы она	2	2
512	сами по	2	2
513	времени но	2	2
514	человека как	1	2
515	так что	4	2
516	на свой	1	2
517	одно и	4	2
518	хотя в	1	2
519	и является	2	2
520	мира по	2	2
521	даже не	2	2
522	для читателя	1	2
523	она была	1	2
524	т п	18	2
525	его как	1	2
526	могут быть	7	2
527	совершенно чужда	1	2
528	пространство и	1	2
529	и есть	3	2
530	мы будем	5	2
531	все остальное	1	2
532	с которым	1	2
533	в общем	1	2
534	в мировой	2	2
535	и чужого	1	2
536	я сам	1	2
537	это он	1	2
538	одного и	6	2
539	и ничего	1	2
540	и сами	1	2
541	любви и	1	2
542	в особенности	15	2
543	является носителем	1	2
544	но одновременно	1	2
545	та же	4	2
546	опирается на	2	2
547	они и	1	2
548	если в	1	2
549	и солнце	1	2
550	живет в	1	2
551	должна быть	1	2
552	своих героев	1	2
553	значении этого	1	2
554	в сущности	5	2
555	из которых	1	2
556	утверждает что	2	2
557	для них	3	2
558	себе не	1	2
559	он лишь	1	2
560	ориентировано на	1	2
561	все то	2	2
562	приобретает в	1	2
563	в процессе	4	2
564	можно назвать	2	2
565	как о	1	2
566	это время	8	2
567	которые могут	1	2
568	в которых	4	2
569	никто не	2	2
570	есть на	1	2
571	не до	1	2
572	в каком	2	2
573	к другому	2	2
574	не входит	2	2
575	это и	1	2
576	его и	2	2
577	действия но	1	2
578	своей собственной	3	2
579	совершенно иной	3	2
580	внутренняя жизнь	2	2
581	в течение	2	2
582	с нами	1	2
583	наконец в	2	2
584	автора и	4	2
585	это то	2	2
586	них как	1	2
587	после смерти	1	2
588	слова и	4	2
589	всего на	1	2
590	вступает в	2	2
591	первый раз	1	2
592	его характер	1	2
593	свое существование	1	2
594	в данной	2	2
595	нем не	3	2
596	она может	1	2
597	и во	13	2
598	в самую	1	2
599	с нею	2	2
600	утрачивает свою	1	2
601	он может	1	2
602	только с	1	2
603	из него	1	2
604	именно к	1	2
605	в любви	1	2
606	или просто	1	2
607	в более	2	2
608	после этого	2	2
609	ни с	3	2
610	это был	1	2
611	возникает в	1	2
612	не для	3	2
613	бы на	1	2
614	мире в	1	2
615	в формах	1	2
616	все это	10	2
617	а все	1	2
618	в их	9	2
619	однако не	2	2
620	в присутствии	4	2
621	и более	3	2
622	жизни это	2	2
623	в организации	1	2
624	циклическое время	1	2
625	не предполагает	1	2
626	есть в	3	2
627	напротив они	2	2
628	как можно	3	2
629	к своему	2	2
630	не столь	2	2
631	но уже	1	2
632	в каждой	1	2
633	как все	1	2
634	и вообще	3	2
635	и другого	1	2
636	этих двух	1	2
637	и долго	1	2
638	вся жизнь	1	2
639	плачут и	1	2
640	обстоит дело	1	2
641	ее жизни	1	2
642	когда он	1	2
643	не оставляет	6	2
644	хода жизни	2	2
645	у героя	1	2
646	частности в	1	2
647	говоря о	1	2
648	мира на	1	2
649	всей его	2	2
650	могло быть	5	2
651	отношение к	5	2
652	во многом	2	2
653	не можем	1	2
654	зрения на	1	2
655	бытия и	2	2
656	и иные	2	2
657	о своих	1	2
658	таким же	1	2
659	как для	1	2
660	применительно к	1	2
661	и наконец	6	2
662	и действия	1	2
663	характер это	3	1
664	во всем	3	1
665	это на	1	1
666	что один	1	1
667	видели в	1	1
668	плане как	1	1
669	некоторых особенностей	1	1
670	место слияние	1	1
671	молитвы на	1	1
672	этой основе	1	1
673	к этой	1	1
674	в неразрывном	1	1
675	и мотивы	1	1
676	собою все	1	1
677	тех кто	1	1
678	и люди	1	1
679	как вдруг	1	1
680	того не	2	1
681	иного мира	1	1
682	подходом к	2	1
683	случае мы	1	1
684	всей жизни	2	1
685	мне то	1	1
686	без исключения	1	1
687	вышел наружу	1	1
688	жизнь которая	1	1
689	же интенсифицируется	1	1
690	связанных между	1	1
691	и откуда	1	1
692	с самим	6	1
693	из всех	1	1
694	эта новая	1	1
695	в разных	6	1
696	связи в	1	1
697	этот момент	2	1
698	жизни есть	1	1
699	тем как	1	1
700	и был	1	1
701	конца не	1	1
702	и стало	1	1
703	их жизни	1	1
704	это обычно	1	1
705	в дом	2	1
706	не как	2	1
707	и говорить	1	1
708	что человек	1	1
709	время не	2	1
710	например с	1	1
711	двадцати пяти	1	1
712	его от	3	1
713	от классического	1	1
714	всякое событие	1	1
715	этого момента	2	1
716	раскрывается в	1	1
717	для всех	3	1
718	роману и	1	1
719	но что	1	1
720	пространства в	3	1
721	всей ее	1	1
722	в кухне	1	1
723	которая была	1	1
724	поэтому их	1	1
725	осмысленном и	1	1
726	их не	2	1
727	этим объясняется	1	1
728	писания в	1	1
729	по пути	1	1
730	он имеет	1	1
731	характерные образцы	1	1
732	стороне от	1	1
733	типов в	1	1
734	относится и	1	1
735	на мир	1	1
736	как об	1	1
737	но по	2	1
738	связана с	1	1
739	у людей	1	1
740	или на	1	1
741	представление о	1	1
742	к другим	1	1
743	становление характера	1	1
744	данного лица	1	1
745	ряд не	2	1
746	самому и	2	1
747	приобретает характер	1	1
748	в корне	2	1
749	его на	3	1
750	мотивов в	1	1
751	определенного смысла	1	1
752	оставляет места	1	1
753	и внутренне	1	1
754	у которого	1	1
755	жизни ее	1	1
756	всю эту	2	1
757	например что	1	1
758	жизнь героя	1	1
759	становления в	2	1
760	отличается от	1	1
761	жизни лишь	1	1
762	и молитвы	1	1
763	обращения к	1	1
764	и слово	1	1
765	и целостность	1	1
766	яркий пример	1	1
767	характером но	1	1
768	и нет	2	1
769	на материале	3	1
770	и смерти	1	1
771	особенности в	2	1
772	и образ	3	1
773	с этим	11	1
774	его мать	1	1
775	действия и	1	1
776	с точкой	1	1
777	впаяны в	1	1
778	человека так	3	1
779	где этот	1	1
780	во все	4	1
781	на этой	4	1
782	слияние пространственных	1	1
783	мире не	1	1
784	не могли	3	1
785	его существование	1	1
786	построены на	1	1
787	что этот	1	1
788	вопрос о	2	1
789	же времени	1	1
790	совершенно особое	1	1
791	человека не	1	1
792	эпизод в	1	1
793	он был	2	1
794	мы увидим	2	1
795	отсюда и	3	1
796	имеет в	2	1
797	пространстве его	1	1
798	домов и	1	1
799	но эти	4	1
800	этому миру	1	1
801	и неизбежно	1	1
802	и продукт	1	1
803	оно как	1	1
804	миф о	1	1
805	т.п в	1	1
806	нашем случае	1	1
807	должным и	1	1
808	черты характера	1	1
809	не имеем	1	1
810	образе человека	5	1
811	двумя смежными	1	1
812	в различных	2	1
813	значительной степени	1	1
814	ее по	3	1
815	и те	4	1
816	что еще	1	1
817	здесь имеет	2	1
818	самого начала	3	1
819	вовлекается в	1	1
820	сгущается уплотняется	1	1
821	в глаза	3	1
822	право говорить	1	1
823	бы совершенно	2	1
824	и три	1	1
825	в прошлом	3	1
826	не становится	1	1
827	в символический	1	1
828	самом начале	1	1
829	и конкретном	1	1
830	еще нет	3	1
831	целого но	2	1
832	чтобы они	4	1
833	не совсем	1	1
834	следующим образом	1	1
835	характера с	1	1
836	как я	1	1
837	в одной	2	1
838	что все	4	1
839	во всей	3	1
840	они сами	2	1
841	момент в	2	1
842	вернуться к	2	1
843	речь о	1	1
844	и внутренняя	1	1
845	интенсифицируется втягивается	1	1
846	на три	1	1
847	эти не	2	1
848	она входит	1	1
849	что даже	2	1
850	друг с	5	1
851	а мы	2	1
852	соотнесении с	1	1
853	целом время	1	1
854	она есть	1	1
855	этом же	1	1
856	на свет	4	1
857	в мифологическую	1	1
858	оказались бы	3	1
859	гораздо более	1	1
860	хронотопа в	8	1
861	ближе к	1	1
862	и временных	3	1
863	эпизоду в	1	1
864	времени все	3	1
865	свои закономерности	1	1
866	пространство же	1	1
867	ведь для	1	1
868	см гл	1	1
869	и злых	2	1
870	она и	1	1
871	к человеку	1	1
872	здесь нет	3	1
873	связанными в	1	1
874	и всей	2	1
875	это будет	1	1
876	как средство	1	1
877	глубокий и	2	1
878	указать на	2	1
879	стороны и	2	1
880	но отнюдь	1	1
881	собой в	1	1
882	слова эта	1	1
883	такая же	1	1
884	в состоянии	1	1
885	точкой зрения	1	1
886	нет места	1	1
887	для которой	2	1
888	своей социальной	1	1
889	проявляется в	1	1
890	к истинному	1	1
891	под знаком	3	1
892	лучше чем	1	1
893	аналогии с	1	1
894	ей не	1	1
895	объединены в	1	1
896	представлена в	1	1
897	место для	3	1
898	отмечу что	1	1
899	природа в	1	1
900	с другими	3	1
901	не обладает	1	1
902	даже на	1	1
903	стремится к	2	1
904	в европейской	1	1
905	наше внимание	1	1
906	на нескольких	1	1
907	его в	8	1
908	приобрели бы	1	1
909	действий и	1	1
910	ни в	9	1
911	контакта в	1	1
912	уплотняется становится	1	1
913	изменить свою	1	1
914	сказал что	1	1
915	тех же	2	1
916	человек по	2	1
917	не случай	1	1
918	характер здесь	1	1
919	или хотя	1	1
920	мы это	2	1
921	необходимого для	1	1
922	здесь же	2	1
923	и своего	1	1
924	на мировую	1	1
925	между этими	4	1
926	циклического времени	1	1
927	раскрыться только	1	1
928	настоящим и	1	1
929	лишь на	1	1
930	бы один	1	1
931	и само	1	1
932	эти три	1	1
933	время как	5	1
934	как во	1	1
935	со множеством	1	1
936	на земле	2	1
937	большинстве случаев	2	1
938	герой в	2	1
939	и характер	3	1
940	в последовательности	1	1
941	говоря об	1	1
942	того и	3	1
943	уже давно	1	1
944	служит для	1	1
945	о которых	1	1
946	сохраняется и	2	1
947	и сближение	1	1
948	с красным	1	1
949	что происходит	1	1
950	на границе	1	1
951	а только	2	1
952	это видение	1	1
953	из одного	1	1
954	числе и	4	1
955	и понимание	1	1
956	и религиозной	1	1
957	и своей	2	1
958	они становятся	1	1
959	чтобы понять	1	1
960	я был	3	1
961	с радостью	1	1
962	о каждом	2	1
963	в бытовой	2	1
964	именно как	4	1
965	человек как	1	1
966	своей судьбой	1	1
967	вошел в	1	1
968	в уста	2	1
969	для его	1	1
970	реальным и	1	1
971	его развития	1	1
972	для развития	1	1
973	на этом	2	1
974	становится и	1	1
975	данный момент	1	1
976	и жизненной	1	1
977	до нас	6	1
978	собой это	1	1
979	к роману	1	1
980	мы уже	17	1
981	которой и	2	1
982	ее делает	1	1
983	разных местах	1	1
984	жизнь по	1	1
985	зрения в	1	1
986	другом и	2	1
987	на котором	2	1
988	мире этот	1	1
989	лишь что	2	1
990	совсем не	4	1
991	встречи и	1	1
992	к цели	1	1
993	частности у	1	1
994	так называемые	1	1
995	на самый	1	1
996	и смысла	1	1
997	никого не	1	1
998	исчезает и	1	1
999	здесь однако	1	1
1000	основу его	2	1
1001	и та	2	1
1002	за свои	1	1
1003	в тех	1	1
1004	время когда	1	1
1005	начинается с	2	1
1006	и тот	2	1
1007	за пределы	1	1
1008	людьми в	1	1
1009	идиллический хронотоп	2	1
1010	тем и	1	1
1011	категории в	1	1
1012	в смерти	1	1
1013	един и	1	1
1014	этот вопрос	1	1
1015	ведет не	1	1
1016	значения в	2	1
1017	одну из	2	1
1018	неразрывном единстве	1	1
1019	говорили что	1	1
1020	должны были	1	1
1021	в самой	3	1
1022	требует чтобы	1	1
1023	тип в	1	1
1024	значение и	7	1
1025	сохраняется но	1	1
1026	на некоторые	1	1
1027	из нее	2	1
1028	вопрос в	1	1
1029	примет в	1	1
1030	время обеда	1	1
1031	это вовсе	1	1
1032	природы и	2	1
1033	нами был	1	1
1034	бы его	1	1
1035	и каждый	2	1
1036	особенностей и	1	1
1037	их к	3	1
1038	это делает	1	1
1039	которое мы	1	1
1040	них не	2	1
1041	видения жизни	1	1
1042	того мира	1	1
1043	с чем	2	1
1044	теми же	1	1
1045	и определяется	2	1
1046	в человеческой	2	1
1047	необходимо чтобы	2	1
1048	здесь также	2	1
1049	к полноте	1	1
1050	еды в	1	1
1051	но благодаря	1	1
1052	если они	2	1
1053	иной раз	2	1
1054	есть все	1	1
1055	этом процессе	1	1
1056	бы эти	1	1
1057	быть для	1	1
1058	бы ни	1	1
1059	в данный	1	1
1060	его к	2	1
1061	слова как	1	1
1062	там где	4	1
1063	ни казались	1	1
1064	речевой практике	1	1
1065	связей в	1	1
1066	втягивается в	1	1
1067	чтобы не	1	1
1068	он его	1	1
1069	в один	2	1
1070	прежде чем	3	1
1071	мир но	1	1
1072	действительной жизни	1	1
1073	отклоняется от	1	1
1074	и нельзя	1	1
1075	до его	1	1
1076	границе между	1	1
1077	мы видели	2	1
1078	и рождается	1	1
1079	случая не	1	1
1080	эта любовь	1	1
1081	видим и	1	1
1082	более глубокий	1	1
1083	это внутреннее	1	1
1084	случая и	3	1
1085	главный герой	2	1
1086	в последующих	1	1
1087	то время	4	1
1088	образом и	2	1
1089	ходит по	1	1
1090	становится художественно-зримым	1	1
1091	и питается	1	1
1092	в последнем	3	1
1093	сюжета от	1	1
1094	жизни без	1	1
1095	как с	1	1
1096	полноту и	2	1
1097	втором плане	1	1
1098	всеми этими	1	1
1099	в осмысленном	1	1
1100	мира говоря	1	1
1101	в случаях	1	1
1102	которое возникает	1	1
1103	он только	2	1
1104	время у	1	1
1105	которых мы	1	1
1106	ушел из	1	1
1107	был бы	3	1
1108	и символы	1	1
1109	оно было	3	1
1110	и должно	2	1
1111	но такая	1	1
1112	эпизод посвященный	1	1
1113	из существенных	1	1
1114	принимают участие	1	1
1115	к заутрене	1	1
1116	была бы	2	1
1117	уже знаем	1	1
1118	понятийное мышление	1	1
1119	человек с	2	1
1120	ни единого	1	1
1121	с тем	5	1
1122	побуждает их	1	1
1123	сердца и	1	1
1124	и развертывания	1	1
1125	не приходится	1	1
1126	он на	1	1
1127	этот не	2	1
1128	отрезок жизни	1	1
1129	из того	1	1
1130	не обходится	1	1
1131	поэтому же	1	1
1132	в отношении	5	1
1133	бы между	1	1
1134	развернуть в	1	1
1135	нет никакого	1	1
1136	же самой	1	1
1137	деле и	1	1
1138	мере и	1	1
1139	него нет	1	1
1140	на минуту	2	1
1141	не могут	4	1
1142	в плоскости	2	1
1143	и строго	1	1
1144	порядок и	1	1
1145	из сказанного	1	1
1146	и шире	2	1
1147	этой точки	1	1
1148	не более	1	1
1149	и принять	1	1
1150	строгом смысле	2	1
1151	иным образом	1	1
1152	эти свойства	1	1
1153	так называемый	2	1
1154	по преимуществу	4	1
1155	миром и	1	1
1156	в большинстве	3	1
1157	преступление и	1	1
1158	сюжета истории	1	1
1159	она происходит	1	1
1160	в литературно-художественном	1	1
1161	этот тип	2	1
1162	не делает	1	1
1163	художественно-зримым пространство	1	1
1164	отношения к	7	1
1165	характера который	1	1
1166	которых была	1	1
1167	пор еще	1	1
1168	отдельного человека	1	1
1169	свой собственный	1	1
1170	читателя а	1	1
1171	и они	4	1
1172	добрых и	2	1
1173	здесь сгущается	1	1
1174	как не	1	1
1175	ничто в	2	1
1176	которые при	1	1
1177	и так	2	1
1178	ними не	1	1
1179	по разным	1	1
1180	последующее развитие	1	1
1181	себя и	6	1
1182	же мало	1	1
1183	мировую литературу	2	1
1184	сравнению с	3	1
1185	в родном	1	1
1186	при всех	1	1
1187	с большей	2	1
1188	далек от	1	1
1189	в разнообразных	1	1
1190	друг от	2	1
1191	словами и	1	1
1192	того на	1	1
1193	но оно	2	1
1194	все они	4	1
1195	в новое	4	1
1196	бросается в	1	1
1197	ни к	3	1
1198	совершенно не	3	1
1199	в главе	3	1
1200	время оно	2	1
1201	далее и	1	1
1202	их самих	1	1
1203	ее матерью	1	1
1204	смерти и	2	1
1205	становится лишь	1	1
1206	преимущественно как	1	1
1207	каким бы	1	1
1208	в значительной	3	1
1209	не должно	1	1
1210	на основе	5	1
1211	оказывается здесь	1	1
1212	по сравнению	3	1
1213	заключительные замечания	1	1
1214	в отдельности	1	1
1215	основе этого	2	1
1216	характер не	3	1
1217	времени на	1	1
1218	в новой	1	1
1219	с которой	2	1
1220	что если	1	1
1221	каждой из	1	1
1222	именно на	1	1
1223	и читателей	1	1
1224	смысл который	1	1
1225	этого как	1	1
1226	в небольшом	1	1
1227	он как	1	1
1228	от других	1	1
1229	движение времени	1	1
1230	и до	7	1
1231	творчества от	1	1
1232	и целый	1	1
1233	взгляда на	1	1
1234	мировой литературе	2	1
1235	одна и	2	1
1236	нормального хода	3	1
1237	чем не	5	1
1238	и полно	1	1
1239	их между	1	1
1240	еще один	1	1
1241	литературы в	3	1
1242	другого в	1	1
1243	им в	1	1
1244	дней часов	1	1
1245	жизни по	2	1
1246	известной степени	1	1
1247	на более	1	1
1248	не говорится	1	1
1249	может послужить	1	1
1250	но мы	1	1
1251	что здесь	2	1
1252	нет и	4	1
1253	входит как	1	1
1254	в делах	1	1
1255	под утро	1	1
1256	еще вернемся	3	1
1257	не за	1	1
1258	произведения и	1	1
1259	в образе	8	1
1260	притча о	1	1
1261	обратимся в	1	1
1262	в ряд	8	1
1263	на литературу	2	1
1264	события эти	1	1
1265	интереса для	1	1
1266	характерное для	2	1
1267	к прошлому	1	1
1268	и воскресение	1	1
1269	нельзя забывать	1	1
1270	этого слова	2	1
1271	этом свидетельствует	1	1
1272	до известной	1	1
1273	определяется не	2	1
1274	здесь и	3	1
1275	т д	3	1
1276	главным образом	1	1
1277	у них	4	1
1278	мы еще	5	1
1279	моментов в	1	1
1280	тот же	4	1
1281	протяжении всего	2	1
1282	в другое	1	1
1283	или другой	1	1
1284	его можно	1	1
1285	человека но	1	1
1286	человеческую жизнь	4	1
1287	что есть	1	1
1288	события и	1	1
1289	вместе со	1	1
1290	литературно-художественном хронотопе	1	1
1291	служит в	1	1
1292	смерть и	1	1
1293	находятся в	1	1
1294	но на	4	1
1295	что оно	1	1
