N	3gram	Vygotskiy_	Tvorches
135	он принадлежит к	1	1
136	по себе и	1	1
137	одновременно с этим	1	1
138	это означало бы	2	1
139	знаем что она	1	1
140	не может жить	1	1
141	на то чтобы	2	1
142	то же самое	12	1
143	но в его	1	1
144	и до этого	1	1
145	по этому поводу	1	1
146	имел в виду	1	1
147	к тому что	5	1
148	может быть к	1	1
149	как мы узнаем	1	1
150	полном согласии с	1	1
151	или во всяком	2	1
152	и другом случае	1	1
153	в третий раз	1	1
154	не единственный раз	1	1
155	романа в целом	1	1
156	на наших глазах	2	1
157	всего романа в	1	1
158	д все это	1	1
159	на первый взгляд	1	1
160	и в том	1	1
161	от хронологической последовательности	1	1
162	не мог бы	1	1
163	не в изображении	1	1
164	и в этом	6	1
165	противоречии с этой	1	1
166	это то что	1	1
167	мы больше не	1	1
168	может и не	1	1
169	в художественном произведении	1	1
170	в том и	2	1
171	в мысли и	1	1
172	того или иного	2	1
173	за то что	1	1
174	т д все	1	1
175	будто бы не	1	1
176	только что он	1	1
177	мы понимаем что	1	1
178	все тот же	2	1
179	все время видим	1	1
180	и если так	1	1
181	это вовсе не	1	1
182	нашу мысль на	1	1
183	прежде всего на	1	1
184	все это является	1	1
185	но когда я	1	1
186	мы видим в	2	1
187	почему он не	3	1
188	он пришел к	1	1
189	на второй план	1	1
190	в том смысле	2	1
191	смысле то есть	1	1
192	не заметить что	1	1
193	все же именно	1	1
194	в мировой литературе	1	1
195	имеем в виду	2	1
196	ясно что это	1	1
197	от своего имени	2	1
198	сплошь и рядом	1	1
199	в целом ряде	1	1
200	ее связь с	2	1
201	то что в	5	1
202	все более и	4	1
203	таком случае это	1	1
204	как один из	1	1
205	со своего пути	1	1
206	с одной стороны	6	1
207	и не было	1	1
208	это объясняется тем	1	1
209	как мы можем	1	1
210	в стихах и	1	1
211	уже говорили о	1	1
212	в то время	4	1
213	напрашивается вывод что	1	1
214	более и более	4	1
215	вместе с автором	1	1
216	все это в	1	1
217	то и другое	3	1
218	со всех сторон	1	1
219	то что является	1	1
220	не странно ли	1	1
221	все та же	1	1
222	как и на	1	1
223	я не могу	3	1
224	не что иное	1	1
225	и никогда не	2	1
226	то все же	1	1
227	в прямом смысле	2	1
228	ответ на этот	1	1
229	объясняется тем что	1	1
230	можно было бы	6	1
231	в самом конце	3	1
232	вполне может быть	1	1
233	уже говорили что	1	1
234	в полном согласии	1	1
235	не исчерпывается весь	1	1
236	мы имеем в	1	1
237	в этом случае	1	1
238	в первом акте	1	1
239	не зависит от	1	1
240	раза в день	1	1
241	что в нем	3	1
242	же как и	1	1
243	один из самых	1	1
244	одного и того	1	1
245	время видим что	1	1
246	и он всегда	1	1
247	одна и та	2	1
248	и в ее	1	1
249	по преимуществу в	1	1
250	место в романе	1	1
251	при этом она	1	1
252	в котором все	1	1
253	и это совершенно	1	1
254	что иное как	1	1
255	трагедии в трагедии	1	1
256	однако и он	1	1
257	в предисловии к	2	1
258	он говорит о	1	1
259	и только для	1	1
260	как это имеет	1	1
261	где он говорит	1	1
262	не знать об	1	1
263	лежит в плане	1	1
264	это и есть	2	1
265	для него было	1	1
266	мы не можем	2	1
267	они имеют дело	1	1
268	потому что они	2	1
269	нам кажется что	1	1
