N	2gram	Bakhtin_Pr	PoTuStor
148	есть в	1	2
149	не есть	6	2
150	в своей	7	2
151	как с	1	2
152	по своему	1	2
153	себя и	3	2
154	войти в	2	2
155	не менее	4	2
156	нем нет	1	2
157	на первый	2	2
158	и вообще	2	2
159	на них	3	2
160	какое значение	1	2
161	к этому	2	2
162	все и	2	2
163	оно не	3	2
164	не существует	1	2
165	нашу работу	1	2
166	что мы	1	2
167	в историю	1	2
168	мы уже	1	2
169	другими словами	2	2
170	все остальные	1	2
171	на основе	6	2
172	и содержание	3	2
173	он не	3	2
174	с помощью	7	2
175	в частности	2	2
176	социального и	1	2
177	характерно для	2	2
178	и лишь	1	2
179	но зато	2	2
180	и вся	2	2
181	говорить о	3	2
182	всех других	1	2
183	есть и	1	2
184	за пределы	12	2
185	в начале	2	2
186	но отнюдь	7	2
187	в пределах	6	2
188	почти совершенно	3	2
189	как не	1	2
190	так же	1	2
191	цели и	2	2
192	момента в	2	2
193	потому и	1	2
194	было бы	8	2
195	таким путем	1	2
196	все снова	1	2
197	что можно	1	2
198	к ним	1	2
199	его целом	5	2
200	нет и	3	2
201	и о	5	2
202	о том	4	2
203	во всей	1	2
204	момент в	1	2
205	организма и	2	2
206	можем сказать	2	2
207	чрезвычайно характерно	1	2
208	с ним	5	2
209	определить как	2	2
210	но это	3	2
211	и для	11	2
212	то же	5	2
213	не можем	2	2
214	никогда не	5	2
215	мир не	1	1
216	его состав	1	1
217	во всем	2	1
218	бы то	3	1
219	мире и	1	1
220	на почве	3	1
221	от нее	1	1
222	события и	2	1
223	дает нам	2	1
224	их объединяет	1	1
225	образом и	1	1
226	но никогда	1	1
227	в более	4	1
228	даны в	1	1
229	и здесь	2	1
230	и содержания	3	1
231	к их	1	1
232	мир в	2	1
233	а наоборот	1	1
234	мы принуждены	1	1
235	в коем	2	1
236	данном случае	4	1
237	в момент	1	1
238	она как	1	1
239	только что	1	1
240	приходится сказать	1	1
241	тенденции является	1	1
242	на первой	1	1
243	или только	1	1
244	которая в	1	1
245	все последующие	1	1
246	чем на	1	1
247	с одной	3	1
248	на ее	3	1
249	мог бы	1	1
250	велико как	1	1
251	самостоятельности и	1	1
252	ее самой	1	1
253	не чем	1	1
254	не будем	3	1
255	личной жизни	1	1
256	дело с	6	1
257	мы имеем	2	1
258	еще более	1	1
259	в применении	3	1
260	это и	1	1
261	несмотря на	3	1
262	но именно	1	1
263	нас здесь	1	1
264	других областей	1	1
265	следует что	2	1
266	хотя и	3	1
267	этом отношении	2	1
268	художественной формы	9	1
269	с тем	1	1
270	имеем дело	3	1
271	объекте в	1	1
272	не должна	4	1
273	с физическим	1	1
274	никакому сомнению	1	1
275	в некоторых	2	1
276	отметим здесь	1	1
277	возможного и	1	1
278	таковы основные	1	1
279	день и	1	1
280	пути в	1	1
281	только нечто	1	1
282	и всегда	1	1
283	быть поняты	2	1
284	в полном	1	1
285	нас в	1	1
286	и слов	1	1
287	согласии с	1	1
288	другими областями	2	1
289	у нас	2	1
290	здесь в	2	1
291	теряет свою	1	1
292	для них	1	1
293	и другими	3	1
294	живо и	3	1
295	это касается	2	1
296	в виду	4	1
297	я не	2	1
298	основной вопрос	1	1
299	подобно тому	1	1
300	смысла в	1	1
301	останавливаться не	1	1
302	можно было	4	1
303	содержания как	2	1
304	отвлечься от	1	1
305	власти и	1	1
306	полном согласии	1	1
307	его остается	1	1
308	психике все	1	1
309	его жизненной	1	1
310	творчества и	5	1
311	его моментах	1	1
312	связь с	3	1
313	вне этой	1	1
314	в своих	2	1
315	связи с	2	1
316	психологии и	1	1
317	не их	1	1
318	нам в	1	1
319	на этот	1	1
320	не более	2	1
321	если бы	3	1
322	конечно и	4	1
323	понимать только	2	1
324	столь же	2	1
325	иногда и	3	1
326	в свои	1	1
327	слов не	1	1
328	и единство	1	1
329	его должно	1	1
330	определения и	1	1
331	в сознании	1	1
332	это содержание	1	1
333	но эта	1	1
334	дело в	2	1
335	все моменты	2	1
336	и начинается	1	1
337	что угодно	1	1
338	он может	2	1
339	есть та	1	1
340	нужно только	1	1
341	но не	12	1
342	менее всего	3	1
343	и эта	2	1
344	форму и	2	1
345	быть только	5	1
346	как его	3	1
347	отвлеченно взятая	1	1
348	на другие	1	1
349	из всего	1	1
350	подлежит конечно	1	1
351	случае не	2	1
352	в корне	2	1
353	в связи	2	1
354	как момент	3	1
355	не подлежит	1	1
356	может стать	3	1
357	что по	1	1
358	лежит на	1	1
359	душу и	1	1
360	человека конечно	1	1
361	чем иным	1	1
362	в мире	3	1
363	все же	6	1
364	всеми его	1	1
365	момент и	2	1
366	они служат	1	1
367	все сплошь	1	1
368	жизни в	1	1
369	том смысле	1	1
370	не что	1	1
371	а иногда	2	1
372	приводит к	3	1
373	не имеет	9	1
374	и со	1	1
375	и могут	1	1
376	он найдет	1	1
377	остановимся на	1	1
378	существенным моментом	2	1
379	рабочая гипотеза	2	1
380	связями между	1	1
381	он является	1	1
382	в себя	2	1
383	это было	1	1
384	метафоры и	1	1
385	входит все	1	1
386	в смысле	1	1
387	но если	1	1
388	всех их	1	1
389	др и	1	1
390	вовсе не	2	1
391	уже не	1	1
392	к тому	1	1
393	это самое	1	1
394	в философии	1	1
395	где оно	2	1
396	и момент	1	1
397	не входит	10	1
398	связано с	1	1
399	культурного творчества	3	1
400	сказанного нами	1	1
401	той или	2	1
402	свое время	1	1
403	этих двух	1	1
404	и мир	2	1
405	сам же	1	1
406	основных чертах	1	1
407	без всякой	2	1
408	его и	1	1
409	всего сказанного	1	1
410	сказали бы	1	1
411	во внешнем	1	1
412	и материальными	1	1
413	человека в	2	1
414	и снова	1	1
415	для его	1	1
416	в данном	4	1
417	и быть	1	1
418	и часто	1	1
419	того в	1	1
420	всего и	1	1
421	первый план	2	1
422	моменты и	1	1
423	она же	1	1
424	план в	1	1
425	пр в	1	1
426	отличается от	2	1
427	только путем	1	1
428	и социального	1	1
429	вопрос о	1	1
430	характер и	1	1
431	к предмету	1	1
432	на один	1	1
433	себе все	1	1
434	применении к	3	1
435	не имеют	2	1
436	ощущения представления	1	1
437	со всех	2	1
438	в основных	1	1
439	дальше чем	1	1
440	два момента	1	1
441	мы увидим	3	1
442	в самых	1	1
443	даже и	1	1
444	и социальной	1	1
445	она не	2	1
446	в свою	2	1
447	входит в	8	1
448	поступка и	9	1
449	его не	2	1
450	того чтобы	2	1
451	одной стороны	3	1
452	не дает	2	1
453	ничто не	1	1
454	бы из	1	1
455	в другом	2	1
456	то ни	3	1
457	для того	2	1
458	тому как	1	1
459	в каких	2	1
460	это только	1	1
461	каждый момент	4	1
462	от содержания	2	1
463	но всегда	1	1
464	в материальном	1	1
465	быть не	1	1
466	в ней	4	1
467	и собственно	1	1
468	человека как	2	1
469	с совершенно	2	1
470	не всегда	6	1
471	здесь она	1	1
472	личность от	1	1
473	значение и	1	1
474	как совокупность	1	1
475	впервые становится	1	1
476	от всех	4	1
477	один шаг	1	1
478	и связями	2	1
479	плотно со	1	1
480	а не	5	1
481	есть то	1	1
482	эта сторона	1	1
483	из мира	1	1
484	ни один	1	1
485	она начинает	1	1
486	значение для	3	1
487	должны быть	4	1
488	снова и	1	1
489	в которую	1	1
490	хотя в	1	1
491	и что	2	1
492	как он	1	1
493	отказ от	1	1
494	так чтобы	1	1
495	целого в	1	1
496	центр тяжести	2	1
497	борьба с	1	1
498	этим не	1	1
499	в нашей	2	1
500	сомнению что	1	1
501	не следует	2	1
502	к чему	2	1
503	только когда	1	1
504	слагаются в	1	1
505	уже и	1	1
506	можно ли	1	1
507	в форму	2	1
508	это может	1	1
509	человека и	1	1
510	отметить что	7	1
511	свободно и	1	1
512	очень мало	1	1
513	мы здесь	4	1
514	входить в	1	1
515	его отношение	1	1
516	переживается и	1	1
517	не достигают	2	1
518	или наконец	1	1
519	с другой	7	1
520	лишь в	2	1
521	известной степени	4	1
522	нем и	2	1
523	я в	1	1
524	истории и	1	1
525	так называемого	1	1
526	же самое	2	1
527	вступают в	1	1
528	что здесь	1	1
529	без всякого	1	1
530	этого метода	1	1
531	не совсем	1	1
532	которой можно	1	1
533	как некое	1	1
534	ее не	1	1
535	однако в	1	1
536	конечно никакому	1	1
537	она может	3	1
538	культуры и	3	1
539	и самого	1	1
540	что есть	1	1
541	социальные и	1	1
542	психических образований	1	1
543	которые в	1	1
544	но несмотря	1	1
545	всех сторон	2	1
546	часто и	1	1
547	организм и	1	1
548	другими моментами	1	1
549	в высшей	5	1
550	в нашем	4	1
551	никакого смысла	1	1
552	процессы в	1	1
553	с этими	1	1
554	только при	2	1
555	творчества все	1	1
556	действительно не	1	1
557	именно то	1	1
558	в известной	3	1
559	все остальное	1	1
560	с которым	1	1
561	все время	1	1
562	материал в	4	1
563	или иной	2	1
564	познание и	1	1
565	широких кругов	1	1
566	как наиболее	1	1
567	необходим для	1	1
568	имеют дела	1	1
569	его помощью	1	1
570	мы останавливаться	1	1
571	и прежде	5	1
572	каждое из	1	1
573	говорить об	1	1
574	одна из	2	1
575	иной раз	1	1
576	иным как	1	1
577	же мы	1	1
578	искусства в	2	1
579	в свой	1	1
580	формы и	5	1
581	о роли	1	1
582	наконец все	1	1
583	этот момент	2	1
584	бы ни	1	1
585	формы то	1	1
586	по поводу	2	1
587	чтобы войти	1	1
588	коем случае	2	1
589	это в	1	1
590	это уже	1	1
591	эти два	1	1
592	в объективном	1	1
593	так называемое	1	1
594	что иное	1	1
595	жизни таким	1	1
596	мы должны	2	1
597	настоящая работа	1	1
598	есть ли	1	1
599	в культуре	2	1
600	мы еще	1	1
601	дело обстоит	1	1
602	мы сказали	1	1
603	тела и	1	1
604	себя в	2	1
605	и особенно	1	1
606	в м	6	1
607	ничего не	6	1
608	иное как	1	1
609	о ней	1	1
610	человека но	1	1
611	единство в	1	1
612	к нему	10	1
613	высшей степени	5	1
