N	2gram	Tiupa_Lite	Tvorches
214	с собой	4	4
215	на земле	1	4
216	тем что	6	4
217	наш взгляд	7	4
218	роль в	2	4
219	так в	6	4
220	для автора	1	4
221	восходит к	2	4
222	но эти	1	4
223	представляет собой	5	4
224	только на	3	4
225	говорить о	1	4
226	и когда	1	4
227	превращается в	2	4
228	не вполне	1	4
229	самого начала	1	4
230	утверждал что	2	4
231	точки зрения	8	4
232	это прежде	1	4
233	крайней мере	2	4
234	к нему	1	4
235	и мы	2	4
236	по преимуществу	6	4
237	и потому	1	4
238	с точки	4	4
239	стремится к	1	4
240	не знает	3	4
241	что его	3	4
242	который в	2	4
243	же как	3	4
244	так сказать	1	4
245	сих пор	1	4
246	в такой	1	4
247	не был	1	4
248	в каждом	2	4
249	тут же	1	4
250	личности и	1	4
251	романы достоевского	1	4
252	не мог	3	4
253	как это	9	4
254	но только	3	4
255	и я	7	4
256	ту же	4	4
257	как известно	1	4
258	но без	2	4
259	себя в	7	4
260	однако в	7	4
261	могут быть	4	4
262	о его	1	4
263	и есть	3	4
264	ведет к	5	4
265	до сих	1	4
266	и одновременно	2	4
267	на наш	7	4
268	у читателя	1	4
269	в которых	1	4
270	по крайней	2	4
271	перед нами	1	4
272	нет ничего	2	4
273	в основе	5	4
274	и более	1	4
275	эта мысль	2	4
276	между людьми	1	4
277	в отличие	6	4
278	той же	5	4
279	в произведениях	1	4
280	того что	7	4
281	чуть ли	2	4
282	xix веке	1	4
283	он же	2	4
284	отказаться от	1	4
285	дело в	3	4
286	о жизни	1	4
287	к жизни	2	4
288	что ж	1	4
289	на свете	2	4
290	личности в	4	4
291	с самого	1	4
292	творческий процесс	2	4
293	он говорит	2	4
294	отличие от	6	4
295	но он	1	4
296	в частности	18	4
297	в эпилоге	1	4
298	еще в	7	4
299	далеко не	4	4
300	в xix	1	4
301	х годов	5	4
302	действительной жизни	1	4
303	в плане	1	4
304	такой же	3	4
305	и наконец	2	4
306	и к	1	3
307	от него	2	3
308	в настоящем	1	3
309	этого персонажа	1	3
310	только что	1	3
311	в виду	4	3
312	другой стороны	5	3
313	во главе	2	3
314	в первом	1	3
315	мысль о	2	3
316	в мир	1	3
317	в жизни	7	3
318	жизнь на	1	3
319	только для	1	3
320	отличается от	1	3
321	так например	1	3
322	к тому	3	3
323	во всяком	3	3
324	можно сказать	1	3
325	с полным	1	3
326	вот почему	1	3
327	ипполит в	1	3
328	в этот	1	3
329	может служить	1	3
330	в одном	2	3
331	перед ним	2	3
332	с другим	1	3
333	и еще	1	3
334	сказать что	1	3
335	и вдруг	1	3
336	русской литературы	3	3
337	едва ли	5	3
338	то в	3	3
339	собой в	1	3
340	к себе	3	3
341	мы знаем	1	3
342	несмотря на	3	3
343	тому же	2	3
344	как по	1	3
345	для того	2	3
346	на себя	4	3
347	я и	10	3
348	воздействие на	2	3
349	себя как	2	3
350	не есть	2	3
351	герой в	1	3
352	в себя	5	3
353	нового человека	2	3
354	со всеми	2	3
355	человек как	1	3
356	на этом	3	3
357	всяком случае	2	3
358	эти слова	2	3
359	и тем	4	3
360	но зато	2	3
361	и что	2	3
362	является одним	1	3
363	как уже	3	3
364	вот в	1	3
365	году в	1	3
366	что для	2	3
367	и др	4	3
368	любви к	1	3
369	писателя в	2	3
370	от ее	1	3
371	гораздо более	1	3
372	в один	1	3
373	и особенно	1	3
374	в искусстве	4	3
375	в статье	2	3
376	вплоть до	4	3
377	во второй	2	3
378	если в	2	3
379	переходит в	1	3
380	достоевского всегда	1	3
381	время у	1	3
382	был бы	1	3
383	для себя	6	3
384	ее и	1	3
385	сводится к	4	3
386	себе не	2	3
387	других людей	1	3
388	во имя	3	3
389	евгения онегина	2	3
390	подхода к	1	3
391	никто не	1	3
392	да и	3	3
393	со стороны	6	3
394	в стихах	8	3
395	на берегу	1	3
396	ни на	1	3
397	не является	3	3
398	времени на	1	3
399	и если	1	3
400	автора и	1	3
401	во мне	2	3
402	самого автора	1	3
403	в образах	2	3
404	и до	1	3
405	автора в	2	3
406	нет и	1	3
407	как мы	2	3
408	второй план	1	3
409	только с	1	3
410	друг друга	5	3
411	жизни не	2	3
412	жизни но	1	3
413	как к	4	3
414	в любви	1	3
415	свидетельствует о	3	3
416	и вот	2	3
417	он и	5	3
418	ее в	1	3
419	сам себе	1	3
420	на самом	1	3
421	у нас	5	3
422	мы находим	1	3
423	или в	1	3
424	иного рода	1	3
425	в будущее	1	3
426	но уже	2	3
427	идеи и	1	3
428	для которого	1	3
429	не все	1	3
430	этого он	1	3
431	не по	2	3
432	в ней	4	3
433	мы узнаем	1	3
434	по этому	2	3
435	из этих	2	3
436	в него	1	3
437	а по	2	3
438	не с	2	3
439	с ее	3	3
440	в начале	4	3
441	в другом	3	3
442	лишь в	4	3
443	отношение к	1	3
444	одного из	4	3
445	в ходе	2	3
446	во многих	3	3
447	жизни и	6	3
448	этой связи	1	3
449	в области	5	3
450	и только	4	3
451	а я	2	3
452	более того	1	3
453	протест против	1	2
454	является в	1	2
455	все что	3	2
456	же и	3	2
457	человеческой истории	1	2
458	которая в	3	2
459	свою личную	1	2
460	не мешает	1	2
461	собственной личности	1	2
462	с самим	1	2
463	по выражению	2	2
464	сам автор	1	2
465	время не	2	2
466	представлений о	1	2
467	же году	3	2
468	в результате	2	2
469	как было	1	2
470	на смену	6	2
471	вслед за	1	2
472	проникает в	1	2
473	героя как	2	2
474	человек в	2	2
475	перекликается с	1	2
476	в построении	1	2
477	персонажей достоевского	1	2
478	с тем	2	2
479	я от	2	2
480	одном из	3	2
481	начинается с	1	2
482	в бою	2	2
483	стремления к	1	2
484	медном всаднике	1	2
485	в художественном	6	2
486	души он	1	2
487	но мы	1	2
488	художественное произведение	2	2
489	и нет	4	2
490	нам представляется	3	2
491	сам же	2	2
492	и того	2	2
493	в жизнь	2	2
494	в данном	7	2
495	жизнь для	1	2
496	не могли	1	2
497	то это	2	2
498	в действительности	2	2
499	очень точно	1	2
500	он был	1	2
501	нас и	1	2
502	духовной жизни	4	2
503	имеет в	1	2
504	только как	1	2
505	но даже	2	2
506	это его	1	2
507	к своей	2	2
508	е годы	3	2
509	свободу от	1	2
510	самого себя	3	2
511	я буду	1	2
512	он писал	1	2
513	свою очередь	2	2
514	пока еще	1	2
515	как на	3	2
516	однако эти	1	2
517	нас на	1	2
518	ключ к	1	2
519	году и	1	2
520	по поводу	2	2
521	не просто	2	2
522	того же	5	2
523	жизни с	2	2
524	литературная традиция	2	2
525	грань между	1	2
526	во всех	4	2
527	этой задачи	1	2
528	в жертву	1	2
529	не противоречит	1	2
530	мышления и	3	2
531	своего я	2	2
532	х гг	1	2
533	с одной	9	2
534	теперь же	1	2
535	на том	3	2
536	в произведении	1	2
537	есть у	1	2
538	это я	1	2
539	свидригайлов и	1	2
540	классической литературы	3	2
541	как раз	6	2
542	души и	1	2
543	тем не	4	2
544	в качестве	21	2
545	в тот	1	2
546	с другими	1	2
547	уже говорилось	1	2
548	вокруг себя	2	2
549	к достижению	2	2
550	связи с	7	2
551	героя с	2	2
552	современного человека	1	2
553	xviii века	2	2
554	по улице	1	2
555	тому что	1	2
556	на читателя	2	2
557	в связи	4	2
558	и достоевского	1	2
559	между прочим	1	2
560	рядом с	1	2
561	в эту	1	2
562	и м	2	2
563	войне и	2	2
564	в борисе	1	2
565	но как	3	2
566	права на	4	2
567	не сводится	3	2
568	автора или	1	2
569	самому себе	2	2
570	он стал	1	2
571	с героями	1	2
572	кажется что	1	2
573	для этой	2	2
574	и является	2	2
575	из нас	2	2
576	по своей	3	2
577	сравнительно с	1	2
578	было бы	4	2
579	я в	12	2
580	что ты	2	2
581	культуры и	2	2
582	в силу	4	2
583	чаще всего	1	2
584	из этого	2	2
585	время он	1	2
586	бы ни	1	2
587	которые были	1	2
588	с каким	1	2
589	а как	2	2
590	нет не	2	2
591	эту тему	1	2
592	и здесь	1	2
593	от жизни	2	2
594	никого не	1	2
595	такова же	1	2
596	и свою	1	2
597	но за	1	2
598	жизни а	1	2
599	своего собственного	1	2
600	с такой	1	2
601	на первом	2	2
602	со своего	1	2
603	была бы	1	2
604	представляют собой	1	2
605	любви или	1	2
606	мы чувствуем	2	2
607	в сущности	5	2
608	о которой	2	2
609	и соответственно	1	2
610	для них	2	2
611	отдельного человека	1	2
612	в отношении	2	2
613	целом ряде	2	2
614	не могут	1	2
615	в медном	1	2
616	борисе годунове	1	2
617	должен был	1	2
618	знал и	1	2
619	здесь мы	1	2
620	человека у	1	2
621	от автора	2	2
622	одновременно с	2	2
623	столь же	5	2
624	и будет	2	2
625	не знал	1	2
626	как о	1	2
627	к его	1	2
628	это время	1	2
629	быть назван	1	2
630	не имеет	2	2
631	в известном	1	2
632	знает что	1	2
633	развития человечества	1	2
634	как некий	2	2
635	ни к	1	2
636	в диалоге	1	2
637	то он	3	2
638	своей собственной	2	2
639	наконец в	2	2
640	того чтобы	1	2
641	героем и	1	2
642	в стихотворении	17	2
643	и уже	1	2
644	в сне	1	2
645	отношении к	2	2
646	в романном	1	2
647	но сам	1	2
648	о своем	3	2
649	от других	2	2
650	с автором	1	2
651	в новых	1	2
652	а во	2	2
653	что же	1	2
654	переход от	1	2
655	он в	1	2
656	событий в	1	2
657	в сфере	7	2
658	мог бы	1	2
659	индивидуальном сознании	1	2
660	за пределами	1	2
661	в глазах	4	2
662	за два	1	2
663	говорил что	1	2
664	не стоит	1	2
665	же он	1	2
666	ответ на	1	2
667	что ему	4	2
668	значение в	1	2
669	ее носителя	1	2
670	мир в	5	2
671	данном случае	6	2
672	том числе	2	2
673	он как	1	2
674	в формах	4	2
675	о нем	1	2
676	во время	1	2
677	и всегда	2	2
678	со своим	2	2
679	с их	3	2
680	над героем	1	2
681	по словам	1	2
682	когда же	1	2
683	непосредственно в	1	2
684	из форм	1	2
685	не от	1	2
686	и где	1	2
687	в силах	1	2
688	в глубине	1	2
689	в эпоху	1	2
690	всю жизнь	2	2
691	в литературу	1	2
692	в сферу	2	2
693	этого романа	1	2
694	при таком	1	2
695	у романтиков	2	2
696	и без	1	2
697	людям в	1	2
698	путь к	2	2
699	должен быть	2	2
700	мечты в	1	2
701	людей в	1	2
702	к одному	1	2
703	ко всему	4	2
704	отказа от	2	2
705	нуждается в	3	2
706	за то	2	2
707	а к	2	2
708	же это	3	2
709	она не	1	2
710	строится как	1	2
711	но при	2	2
712	не любил	2	2
713	а от	1	2
714	от всех	2	2
715	по бахтину	1	2
716	всех этих	1	2
717	отказ от	7	2
718	в нашей	2	2
719	только то	3	2
720	человека с	1	2
721	ирония и	1	2
722	нам о	1	2
723	натуральной школы	1	2
724	карамазова и	1	2
725	пространства и	1	2
726	уже тогда	1	2
727	решающую роль	1	2
728	по всей	1	2
729	а скорее	2	2
730	и мире	1	2
731	в литературном	1	2
732	и о	1	2
733	действительности не	1	2
734	дня и	1	2
735	творческой эволюции	1	2
736	это еще	1	2
737	же в	6	2
738	сам является	1	2
739	авторского сознания	1	2
740	в е	3	2
741	все более	3	2
742	может и	1	2
743	конце концов	1	2
744	но для	1	2
745	есть не	2	2
746	мира в	4	2
747	не к	3	2
748	он готов	2	1
749	и любой	1	1
750	к действительности	1	1
751	и возможностей	1	1
752	для всех	5	1
753	рода человеческого	1	1
754	и своего	1	1
755	художественном мире	3	1
756	с человеческим	1	1
757	мы и	1	1
758	не единственный	1	1
759	этого в	1	1
760	он остановился	1	1
761	а ты	1	1
762	каждого отдельно	1	1
763	всю ночь	1	1
764	рассматриваться в	1	1
765	которые не	1	1
766	от имени	2	1
767	к этой	2	1
768	и читателем	3	1
769	мне что	1	1
770	сверх того	1	1
771	всей жизни	1	1
772	а вот	2	1
773	на второй	2	1
774	всей русской	2	1
775	она лишь	1	1
776	литературы а	1	1
777	тем как	1	1
778	литература и	1	1
779	но тем	4	1
780	бунта против	1	1
781	и двух	1	1
782	всем и	2	1
783	почему мы	1	1
784	требует от	1	1
785	путем крайнего	1	1
786	одно из	3	1
787	тогда же	1	1
788	и другими	1	1
789	то чтоб	1	1
790	не бывает	2	1
791	и само	3	1
792	отношений в	1	1
793	которую он	1	1
794	подлинного а	1	1
795	он обладал	1	1
796	мне но	2	1
797	все произведение	1	1
798	мыслится как	5	1
799	она продолжается	1	1
800	их не	2	1
801	сознаний в	1	1
802	а напротив	1	1
803	но все	1	1
804	я за	1	1
805	о мире	1	1
806	и слабость	1	1
807	для осуществления	1	1
808	на существование	1	1
809	уже на	1	1
810	по мысли	2	1
811	говорят о	1	1
812	его личности	2	1
813	том или	1	1
814	мира это	1	1
815	места и	1	1
816	более и	1	1
817	в наиболее	1	1
818	чужого сознания	4	1
819	имеет место	1	1
820	еще точнее	1	1
821	екатерины и	1	1
822	ориентиром для	1	1
823	что по	1	1
824	у которого	1	1
825	прошлого в	1	1
826	по определению	1	1
827	действительную жизнь	1	1
828	он вышел	1	1
829	за ней	1	1
830	поскольку он	2	1
831	авторская позиция	2	1
832	характерную для	1	1
833	речь идет	3	1
834	он по	1	1
835	свою собственную	1	1
836	жизни на	3	1
837	не его	1	1
838	от собственной	1	1
839	и стал	1	1
840	искусство и	1	1
841	на базе	1	1
842	первый взгляд	1	1
843	он искал	1	1
844	у которых	1	1
845	при всей	5	1
846	перестает быть	5	1
847	как носитель	2	1
848	человека так	1	1
849	как справедливо	1	1
850	на человека	1	1
851	как частный	1	1
852	в противовес	2	1
853	форм такого	1	1
854	соотнесенности с	1	1
855	же следует	1	1
856	в обществе	1	1
857	вопрос о	1	1
858	свободы в	1	1
859	знал что	1	1
860	он играет	1	1
861	раз и	2	1
862	имеет право	1	1
863	сам не	1	1
864	персонажа с	1	1
865	даже и	2	1
866	общеизвестно что	1	1
867	в противоположность	2	1
868	бахтин с	1	1
869	не должен	3	1
870	одной стороны	8	1
871	и место	1	1
872	а нередко	1	1
873	имени здесь	1	1
874	поменялись местами	1	1
875	сам создает	1	1
876	его сердце	2	1
877	уже о	2	1
878	нас как	1	1
879	сознания в	14	1
880	уже было	1	1
881	в руках	2	1
882	с самой	1	1
883	между двумя	1	1
884	но может	1	1
885	трактуется как	1	1
886	но они	1	1
887	мы лучше	1	1
888	художественного видения	2	1
889	финале рассказа	1	1
890	в различных	1	1
891	свободы от	4	1
892	ценности и	1	1
893	достоевского явился	1	1
894	бытие на	1	1
895	начале xix	1	1
896	обнаруживает в	1	1
897	и те	1	1
898	о литературе	2	1
899	к традициям	1	1
900	себе в	3	1
901	души человеческой	1	1
902	и евгения	1	1
903	и начинает	1	1
904	художественного произведения	1	1
905	было сказано	1	1
906	таится в	1	1
907	сила и	1	1
908	в не	1	1
909	и эстетического	1	1
910	представляется что	1	1
911	это весьма	1	1
912	оказывается не	2	1
913	я с	1	1
914	жизни как	3	1
915	него не	1	1
916	для всей	2	1
917	годунове и	1	1
918	мы говорим	1	1
919	том чтобы	1	1
920	а сам	1	1
921	а только	2	1
922	быть в	1	1
923	в нашем	2	1
924	под названием	3	1
925	как я	3	1
926	как от	1	1
927	есть по	1	1
928	в авангарде	1	1
929	устремлена к	1	1
930	мере можно	1	1
931	исходит из	3	1
932	от них	1	1
933	под именем	2	1
934	стихотворении сон	1	1
935	даже у	1	1
936	а мы	1	1
937	оппозиция в	1	1
938	писал в	2	1
939	друг для	2	1
940	имел в	2	1
941	картину мира	1	1
942	свое собственное	3	1
943	которого человек	1	1
944	все мы	1	1
945	бы то	1	1
946	читательская реакция	1	1
947	строит в	1	1
948	или бессознательно	1	1
949	него как	1	1
950	бесконечность как	1	1
951	личности а	1	1
952	поскольку в	3	1
953	мире нет	1	1
954	от его	1	1
955	толстого и	1	1
956	я тебя	1	1
957	и читатель	1	1
958	не исчерпывается	1	1
959	после чего	2	1
960	в психологии	1	1
961	такого рода	18	1
962	общее место	1	1
963	эту минуту	1	1
964	что уже	1	1
965	первый раз	2	1
966	к жене	1	1
967	от привычной	1	1
968	к творчеству	1	1
969	ни было	2	1
970	традиция в	1	1
971	решение проблемы	1	1
972	автор сам	1	1
973	в недрах	1	1
974	люблю тебя	1	1
975	что такое	2	1
976	и борис	1	1
977	создается не	1	1
978	и за	2	1
979	или иную	2	1
980	всегда является	1	1
981	говоря словами	3	1
982	о ком	1	1
983	и развитие	1	1
984	лев толстой	2	1
985	позиция самого	1	1
986	житейской ситуации	1	1
987	воспринимается как	1	1
988	живет и	1	1
989	не приемлет	3	1
990	и некоторые	1	1
991	рода не	1	1
992	и говорит	2	1
993	сознания не	2	1
994	это мы	1	1
995	в день	1	1
996	всем что	1	1
997	и хорошо	1	1
998	в среде	1	1
999	ссылки на	1	1
1000	жизненной позиции	1	1
1001	что ведет	1	1
1002	я совершенно	1	1
1003	между ними	1	1
1004	личности с	2	1
1005	большинстве случаев	1	1
1006	и перед	1	1
1007	в ранг	2	1
1008	ком другом	1	1
1009	он мыслит	1	1
1010	и сверх	1	1
1011	пред вами	1	1
1012	века в	3	1
1013	классической литературе	3	1
1014	ивана петровича	1	1
1015	переживания в	1	1
1016	что ли	3	1
1017	связанным с	1	1
1018	себе и	2	1
1019	к мысли	1	1
1020	что слово	1	1
1021	например как	1	1
1022	это тоже	1	1
1023	на себе	1	1
1024	могло бы	1	1
1025	и прямо	1	1
1026	человека а	2	1
1027	жизнь не	1	1
1028	кто из	1	1
1029	на слух	1	1
1030	вопроса о	1	1
1031	люди у	1	1
1032	той или	1	1
1033	начинает казаться	1	1
1034	я был	2	1
1035	мастерства в	1	1
1036	говорится в	2	1
1037	от чужого	1	1
1038	так я	2	1
1039	рождается в	1	1
1040	из ничего	1	1
1041	апеллирует к	1	1
1042	мы можем	1	1
1043	от себя	2	1
1044	это вполне	1	1
1045	находит свое	1	1
1046	достигает эффекта	1	1
1047	сознания а	2	1
1048	чтобы говорить	1	1
1049	традиции к	1	1
1050	всего лишь	7	1
1051	исключительное значение	1	1
1052	то ни	1	1
1053	многих случаях	1	1
1054	же само	1	1
1055	с какой	1	1
1056	от трансценденции	1	1
1057	том где	1	1
1058	индивидуальность как	1	1
1059	в случае	5	1
1060	является общим	1	1
1061	в ответ	1	1
1062	в развитии	1	1
1063	в образы	1	1
1064	на чем	1	1
1065	как сам	2	1
1066	мы обнаруживаем	1	1
1067	году когда	1	1
1068	в детстве	1	1
1069	своего времени	2	1
1070	за ними	1	1
1071	кого из	1	1
1072	можно было	3	1
1073	перед лицом	2	1
1074	от своего	3	1
1075	свобода выбора	1	1
1076	также и	3	1
1077	путь решения	1	1
1078	как один	1	1
1079	совершенно справедливо	1	1
1080	следует признать	2	1
1081	из прошлого	1	1
1082	которого в	1	1
1083	не раз	2	1
1084	восклицает о	2	1
1085	в школе	1	1
1086	сознания от	3	1
1087	занимает в	1	1
1088	сведена к	1	1
1089	я это	3	1
1090	для литературы	1	1
1091	держится на	1	1
1092	общего с	3	1
1093	два года	1	1
1094	был понят	1	1
1095	трагедии шекспира	1	1
1096	каждый человек	1	1
1097	онегина и	1	1
1098	ролью в	1	1
1099	искусства но	1	1
1100	на щеки	1	1
1101	это делает	1	1
1102	пиковой даме	1	1
1103	над ней	1	1
1104	эпохи в	1	1
1105	что может	1	1
1106	его духовной	1	1
1107	говорит ему	1	1
1108	видение мира	1	1
1109	человека или	1	1
1110	автора как	1	1
1111	этом у	1	1
1112	это совершенно	1	1
1113	героем у	1	1
1114	художественное восприятие	1	1
1115	сознания однако	1	1
1116	основе всех	1	1
1117	в последующем	1	1
1118	согласно этой	1	1
1119	чем и	1	1
1120	чтобы не	2	1
1121	самоопределение личности	1	1
1122	каждого из	2	1
1123	не остается	2	1
1124	русской классической	9	1
1125	одного и	1	1
1126	живет на	1	1
1127	он говорил	1	1
1128	и миру	1	1
1129	с неба	1	1
1130	раннего творчества	1	1
1131	в гамлете	1	1
1132	для многих	3	1
1133	в особенности	2	1
1134	при жизни	1	1
1135	на жизнь	1	1
1136	не делает	1	1
1137	мире и	1	1
1138	однако и	2	1
1139	основе этой	1	1
1140	были его	1	1
1141	было но	1	1
1142	и этот	1	1
1143	приближается к	1	1
1144	бунт против	2	1
1145	до своего	1	1
1146	которой не	1	1
1147	пример и	1	1
1148	во власти	1	1
1149	оно было	1	1
1150	у чехова	1	1
1151	говорит а	1	1
1152	можно назвать	1	1
1153	литературы как	1	1
1154	нередко он	1	1
1155	художественного творчества	3	1
1156	со второй	1	1
1157	смертью и	1	1
1158	эту жизнь	1	1
1159	никак не	2	1
1160	он на	2	1
1161	нашего времени	2	1
1162	самой жизни	1	1
1163	поэтому в	1	1
1164	на глазах	1	1
1165	русского народа	1	1
1166	в живых	1	1
1167	к сознанию	1	1
1168	нередко и	1	1
1169	не принял	1	1
1170	социализма и	1	1
1171	и вновь	2	1
1172	и вполне	3	1
1173	он лишь	1	1
1174	за это	1	1
1175	не на	2	1
1176	слова у	1	1
1177	текста и	1	1
1178	и прозе	1	1
1179	эпохи просвещения	1	1
1180	с некоторыми	1	1
1181	собой и	1	1
1182	есть лишь	2	1
1183	образом если	1	1
1184	в огонь	1	1
1185	с ней	1	1
1186	его собственная	1	1
1187	в моем	1	1
1188	поставив на	1	1
1189	двух сыновей	1	1
1190	так называемый	3	1
1191	александра блока	1	1
1192	в различные	1	1
1193	эстетики и	1	1
1194	обращается к	5	1
1195	его сознания	2	1
1196	но само	1	1
1197	роман о	1	1
1198	из тех	2	1
1199	мечтал о	1	1
1200	является функцией	1	1
1201	них он	1	1
1202	в словах	2	1
1203	себя и	3	1
1204	себя с	1	1
1205	установкой на	1	1
1206	который не	1	1
1207	в историческом	1	1
1208	при всех	2	1
1209	этот образ	1	1
1210	вследствие этого	1	1
1211	в душу	1	1
1212	с начала	1	1
1213	нет в	2	1
1214	первой главе	1	1
1215	ничего общего	2	1
1216	автора это	1	1
1217	это самое	1	1
1218	выступает как	1	1
1219	новые идеи	1	1
1220	я говорю	1	1
1221	литературы под	1	1
1222	все они	2	1
1223	для друга	2	1
1224	на цыпочках	1	1
1225	еще и	3	1
1226	в горниле	1	1
1227	владимир соловьев	1	1
1228	со временем	2	1
1229	этот день	1	1
1230	поняв это	1	1
1231	полностью и	1	1
1232	а если	2	1
1233	есть бог	1	1
1234	художественного целого	3	1
1235	других однако	1	1
1236	если б	2	1
1237	тех же	3	1
1238	не считал	1	1
1239	столь уж	1	1
1240	начинает свой	1	1
1241	как пример	1	1
1242	более чем	4	1
1243	такую же	1	1
1244	как самопознание	1	1
1245	то и	5	1
1246	десять лет	1	1
1247	руки а	1	1
1248	на основе	2	1
1249	в изгнании	1	1
1250	действительности его	1	1
1251	но лишь	4	1
1252	из его	2	1
1253	все возрастающей	1	1
1254	слова и	6	1
1255	и потребности	1	1
1256	и насильственного	1	1
1257	в одиночестве	1	1
1258	и ему	1	1
1259	с позиции	3	1
1260	идя по	1	1
1261	человеческого достоинства	1	1
1262	о раскольникове	1	1
1263	люди не	1	1
1264	как субъекта	1	1
1265	ее с	1	1
1266	является все	1	1
1267	целый ряд	1	1
1268	этим сознанием	1	1
1269	теперь не	1	1
1270	не заметил	1	1
1271	вами как	1	1
1272	к объекту	2	1
1273	существования в	2	1
1274	еще один	1	1
1275	такие как	3	1
1276	было и	1	1
1277	которого любой	1	1
1278	вот уже	1	1
1279	этого рассказа	1	1
1280	состоит в	18	1
1281	индивидуального развития	1	1
1282	потому и	1	1
1283	образом не	1	1
1284	для читателя	2	1
1285	жизни по	1	1
1286	я как	1	1
1287	отождествляемая с	1	1
1288	большой буквы	1	1
1289	литературы на	1	1
1290	если мы	1	1
1291	и многих	1	1
1292	вспять к	1	1
