N	2gram	Potebnia_M	FransuaR
264	в приведенном	3	12
265	он в	1	12
266	образы и	1	12
267	все то	3	12
268	в народной	2	12
269	смерти и	1	12
270	но здесь	1	12
271	лишь в	2	12
272	но именно	1	12
273	благодаря этому	1	12
274	право на	1	12
275	об этом	4	12
276	в пределах	1	12
277	на эту	1	11
278	так например	3	11
279	уже не	11	11
280	что они	2	11
281	и что	13	11
282	в общем	1	11
283	того как	10	11
284	в течение	2	11
285	в свое	2	11
286	в ряде	1	11
287	и т.д	1	11
288	время в	3	11
289	в системе	2	11
290	с ними	6	11
291	и более	4	11
292	слова и	8	11
293	ни с	1	11
294	формы и	2	11
295	между собою	13	11
296	он говорит	3	11
297	другими словами	3	11
298	целый ряд	2	10
299	по отношению	12	10
300	на котором	4	10
301	все его	2	10
302	все остальные	3	10
303	что для	5	10
304	его как	3	10
305	да и	2	10
306	но оно	6	10
307	в таких	4	10
308	данном случае	3	10
309	человека и	8	10
310	нас в	3	10
311	там же	8	10
312	к тому	9	10
313	на этот	1	10
314	значительной степени	2	10
315	второй половины	1	10
316	для понимания	5	10
317	по преимуществу	1	10
318	к которому	1	10
319	здесь как	3	10
320	мы здесь	1	10
321	образом и	3	10
322	в процессе	2	10
323	во второй	1	10
324	в целом	5	10
325	еще раз	2	9
326	здесь же	1	9
327	в разных	4	9
328	связано с	2	9
329	некоторые из	1	9
330	с образом	1	9
331	как это	1	9
332	значение и	1	9
333	роль играет	1	9
334	но на	2	9
335	в которых	5	9
336	о котором	2	9
337	именно на	2	9
338	и со	1	9
339	же в	3	9
340	к четвертой	1	9
341	что на	3	9
342	отношения к	2	9
343	но как	2	9
344	мы можем	13	9
345	что образ	1	9
346	правда не	1	9
347	не имеет	10	9
348	в следующей	1	9
349	свое время	1	9
350	чем же	1	9
351	видим что	1	9
352	относится к	6	9
353	известной степени	1	9
354	между людьми	2	9
355	их с	1	9
356	том же	2	9
357	во рту	1	9
358	на время	1	9
359	и то	13	9
360	для нас	40	9
361	но конечно	1	9
362	конечно в	1	9
363	отношению к	10	9
364	что не	12	9
365	со всем	1	8
366	с этой	2	8
367	более или	6	8
368	не менее	9	8
369	следовательно и	2	8
370	на первый	1	8
371	понятно что	1	8
372	но эти	1	8
373	людей и	2	8
374	или менее	6	8
375	одном из	4	8
376	от этого	2	8
377	под влиянием	1	8
378	оно было	1	8
379	и при	5	8
380	с тем	9	8
381	то время	7	8
382	его связь	1	8
383	языка и	5	8
384	в совершенно	1	8
385	у гоголя	1	8
386	это был	1	8
387	он как	2	8
388	но эта	3	8
389	на одном	2	8
390	человека с	2	8
391	для этого	1	8
392	от него	2	8
393	перестает быть	5	8
394	по поводу	8	8
395	видели что	1	8
396	после того	2	8
397	свободу и	1	8
398	тому же	1	8
399	так что	14	8
400	здесь мы	1	8
401	в это	2	8
402	как о	3	8
403	если бы	20	8
404	но с	1	8
405	и без	9	8
406	с самого	1	8
407	мы найдем	1	7
408	же и	3	7
409	не как	3	7
410	во всяком	4	7
411	искусства и	3	7
412	времени в	1	7
413	себе и	1	7
414	к ним	3	7
415	и там	1	7
416	на него	3	7
417	от них	4	7
418	к этим	1	7
419	подлежит сомнению	1	7
420	что у	4	7
421	на том	1	7
422	есть здесь	1	7
423	и та	5	7
424	подобно тому	3	7
425	нет ничего	2	7
426	нет и	2	7
427	нас не	1	7
428	них и	1	7
429	в виде	3	7
430	но она	1	7
431	что значит	1	7
432	в различных	2	7
433	что по	4	7
434	эта связь	2	7
435	настоящее время	1	7
436	себя в	1	7
437	своего развития	1	7
438	несколько слов	2	7
439	в состоянии	5	7
440	как его	1	7
441	тела но	1	7
442	в таком	6	7
443	а как	2	7
444	и за	1	7
445	был бы	2	7
446	связанное с	3	7
447	никак не	3	7
448	из которых	1	7
449	связанная с	3	7
450	том как	3	7
451	и если	4	7
452	в настоящее	1	7
453	как нечто	3	7
454	жизни это	1	7
455	не будем	1	7
456	здесь все	1	7
457	есть только	9	7
458	должен быть	1	7
459	его не	2	7
460	тому как	6	7
461	в свою	6	7
462	думать что	6	7
463	последнее слово	1	7
464	одного из	1	7
465	по этому	2	7
466	мы наблюдаем	1	6
467	во времени	2	6
468	не столько	2	6
469	в один	4	6
470	было в	6	6
471	хотя бы	3	6
472	уже и	1	6
473	себе в	2	6
474	свою очередь	6	6
475	видно что	4	6
476	находится в	5	6
477	что она	4	6
478	котором мы	2	6
479	и чисто	1	6
480	судить о	2	6
481	не остается	1	6
482	и следовательно	3	6
483	и влияние	1	6
484	и тот	5	6
485	его так	1	6
486	в корне	1	6
487	и самая	1	6
488	языков и	2	6
489	к его	2	6
490	в нее	5	6
491	его и	1	6
492	то он	2	6
493	еще один	1	6
494	тем же	6	6
495	у них	1	6
496	как у	2	6
497	вовсе нет	1	6
498	или даже	1	6
499	при виде	1	6
500	и эти	1	6
501	во многом	3	6
502	которые в	1	6
503	происходит в	2	6
504	как будто	1	6
505	от всего	4	6
506	его на	3	6
507	а именно	1	6
508	и слово	6	6
509	и такие	1	6
510	и мысли	2	6
511	говорить о	6	6
512	до того	5	6
513	как я	1	6
514	во времена	2	6
515	не была	1	6
516	между прочим	5	6
517	лица и	3	6
518	мысль и	2	6
519	не дает	2	6
520	что эта	3	6
521	с таким	3	6
522	могут быть	6	6
523	можно только	3	6
524	в языке	19	6
525	вряд ли	4	6
526	это время	1	6
527	тех же	1	6
528	мы знаем	1	6
529	времени с	1	6
530	что здесь	1	6
531	он может	2	6
532	этого слова	14	6
533	друг друга	6	6
534	события и	1	6
535	дает нам	3	6
536	принадлежит к	1	6
537	нет ни	2	6
538	свидетельствует о	1	6
539	от мира	1	6
540	остановимся на	1	6
541	ее в	2	6
542	как она	2	6
543	в новом	2	6
544	за то	1	6
545	в искусстве	6	6
546	входит в	3	6
547	и обратно	1	6
548	от того	10	6
549	таким же	2	6
550	друг в	1	5
551	форму и	1	5
552	в числе	1	5
553	к самому	2	5
554	сливается с	2	5
555	раз и	1	5
556	в строгом	1	5
557	и когда	1	5
558	жизни с	1	5
559	все в	3	5
560	землю и	1	5
561	быть только	5	5
562	проявляется в	2	5
563	с другими	9	5
564	чем в	2	5
565	с одним	3	5
566	необходимости и	1	5
567	в ряду	7	5
568	они еще	1	5
569	из одного	3	5
570	и образа	1	5
571	и речи	1	5
572	из него	4	5
573	не могла	2	5
574	на место	1	5
575	который был	1	5
576	одного и	2	5
577	и самое	3	5
578	тогда когда	20	5
579	на первом	1	5
580	в другой	3	5
581	было связано	2	5
582	значения и	1	5
583	бы не	6	5
584	этого явления	1	5
585	на основе	1	5
586	из его	1	5
587	каждый из	1	5
588	как например	2	5
589	связанной с	1	5
590	что слово	13	5
591	частей тела	1	5
592	но мы	3	5
593	и искусства	1	5
594	не во	1	5
595	слово в	6	5
596	стремление к	1	5
597	и человеческой	2	5
598	тем более	9	5
599	ему не	2	5
600	есть не	9	5
601	тем самым	11	5
602	же самое	3	5
603	на то	6	5
604	он с	1	5
605	настоящего времени	3	5
606	видели в	1	5
607	его за	2	5
608	ко всем	5	5
609	в первом	5	5
610	но самое	2	5
611	в собственном	3	5
612	было не	1	5
613	имеет в	1	5
614	но даже	3	5
615	во многих	3	5
616	но уже	2	5
617	не вполне	1	5
618	было ни	1	5
619	с этими	1	5
620	входят в	3	5
621	тут же	2	5
622	а следовательно	1	5
623	друг с	1	5
624	больше чем	1	5
625	то в	1	5
626	от его	2	5
627	на язык	1	5
628	первом случае	2	5
629	должно быть	9	5
630	в произведении	4	5
631	притом не	2	5
632	в человеке	4	5
633	ни было	2	5
634	и сама	2	5
635	в несколько	1	5
636	с представлением	1	5
637	между этими	1	5
638	он сам	2	5
639	для его	1	5
640	вообще в	1	5
641	совсем не	2	5
642	но только	3	5
643	начало и	1	5
644	независимо от	10	5
645	должна быть	2	5
646	и из	2	5
647	мы в	3	5
648	от их	1	5
649	в слове	41	5
650	на год	1	5
651	себя и	4	5
652	не является	1	5
653	убеждение в	2	5
654	если мы	2	5
655	с нею	5	5
656	к миру	1	5
657	всяком случае	3	5
658	ему в	2	5
659	ничем не	1	5
660	бы и	4	5
661	должен был	2	5
662	места в	1	5
663	вообще не	1	5
664	словом и	6	5
665	что мы	16	5
666	к своему	3	5
667	нисколько не	1	5
668	с другом	1	5
669	по его	1	5
670	человека в	2	5
671	до настоящего	1	5
672	когда он	1	5
673	стороны и	1	5
674	только то	1	5
675	слова в	7	5
676	язык в	1	5
677	об этой	1	5
678	и только	5	5
679	и новые	1	5
680	не к	4	5
681	таковы например	1	4
682	до него	2	4
683	я не	1	4
684	и само	1	4
685	этого образа	1	4
686	в действительности	7	4
687	как средства	1	4
688	и той	4	4
689	одной и	6	4
690	с такою	1	4
691	нигде не	1	4
692	что даже	5	4
693	время и	2	4
694	внимание на	2	4
695	природу и	1	4
696	ее от	2	4
697	тесно связаны	1	4
698	но для	1	4
699	эти три	1	4
700	действительности и	3	4
701	в каждом	6	4
702	одно и	7	4
703	как один	1	4
704	когда они	1	4
705	них не	4	4
706	что только	7	4
707	бы ни	6	4
708	чтобы не	1	4
709	даны в	1	4
710	них в	2	4
711	если в	2	4
712	также что	1	4
713	и далее	1	4
714	мы чувствуем	1	4
715	оно не	7	4
716	то на	1	4
717	строгом смысле	2	4
718	их и	1	4
719	есть нечто	6	4
720	влияния на	2	4
721	в словах	3	4
722	не входит	1	4
723	в очень	1	4
724	у меня	2	4
725	знаем что	1	4
726	образ и	6	4
727	языка но	1	4
728	но если	2	4
729	не видит	1	4
730	он должен	2	4
731	всего того	1	4
732	ее на	1	4
733	и смысл	1	4
734	оно и	1	4
735	один и	2	4
736	значение как	1	4
737	каждый раз	3	4
738	к ней	7	4
739	меньше чем	1	4
740	прямо на	1	4
741	не так	1	4
742	что человек	4	4
743	по себе	26	4
744	на такой	1	4
745	принадлежат к	1	4
746	если кто	1	4
747	духа в	2	4
748	когда в	2	4
749	г в	1	4
750	видеть и	1	4
751	что этот	2	4
752	которой он	1	4
753	была только	1	4
754	связь между	6	4
755	и значение	2	4
756	который в	2	4
757	и именно	1	4
758	к языку	1	4
759	на свет	1	4
760	только не	5	4
761	она и	1	4
762	и заставляет	1	4
763	образ в	2	4
764	еще довольно	1	4
765	что между	2	4
766	и притом	3	4
767	есть именно	2	4
768	его жизни	2	4
769	представляется нам	2	4
770	образности и	1	4
771	точек зрения	1	4
772	людьми и	1	4
773	в смысле	4	4
774	же образ	1	4
775	о происхождении	1	4
776	оно ни	2	4
777	к образу	1	4
778	или же	8	4
779	и тем	8	4
780	кажется что	3	4
781	из мира	1	4
782	если же	1	4
783	не по	1	4
784	друг другу	2	4
785	заключается в	2	4
786	всех сторон	3	4
787	собственном смысле	2	4
788	можно видеть	6	4
789	о которой	1	4
790	в область	1	4
791	это есть	1	4
792	и вполне	2	4
793	ни о	3	4
794	и человека	1	4
795	нельзя сказать	5	4
796	можно найти	1	4
797	в известном	1	4
798	со всех	3	4
799	не должно	1	4
800	явления и	2	4
801	всего на	1	4
802	что уже	2	4
803	не могло	3	4
804	образ этот	1	4
805	здесь от	1	4
806	без всякого	2	4
807	заметить что	7	4
808	эти последние	3	4
809	ее не	4	4
810	что я	5	4
811	темных людей	1	4
812	где нет	1	4
813	второй половине	1	4
814	и сюда	1	4
815	такое же	5	4
816	образом все	1	4
817	со своим	2	4
818	из своих	1	4
819	на которой	4	4
820	и понятий	1	4
821	и слова	4	4
822	говорят о	1	4
823	как ее	2	4
824	единство и	2	4
825	целого и	1	4
826	это явление	1	4
827	между явлениями	1	4
828	что эти	3	4
829	слово это	2	4
830	этих слов	2	4
831	быть и	1	4
832	что касается	1	4
833	говоря о	5	4
834	истории но	1	4
835	что такие	1	4
836	на это	4	4
837	к новому	1	4
838	с которой	2	3
839	развития и	1	3
840	труд и	1	3
841	языке и	4	3
842	образов это	1	3
843	и люди	1	3
844	в которую	1	3
845	он видит	1	3
846	какой бы	1	3
847	и получает	2	3
848	него в	1	3
849	в общей	1	3
850	общие черты	2	3
851	переходит к	1	3
852	это определение	2	3
853	почти ничего	1	3
854	или на	2	3
855	в речи	4	3
856	и другим	2	3
857	же точно	1	3
858	где она	1	3
859	и сделал	1	3
860	по своим	1	3
861	он есть	1	3
862	есть то	3	3
863	живописи и	1	3
864	с конца	1	3
865	себе все	2	3
866	не всегда	5	3
867	чтобы показать	1	3
868	в вопросе	1	3
869	на ней	1	3
870	в прошлом	1	3
871	и формы	1	3
872	в голове	1	3
873	том чтобы	4	3
874	будем говорить	1	3
875	что именно	5	3
876	тем как	4	3
877	речи в	1	3
878	бы то	2	3
879	и мы	3	3
880	остаются в	2	3
881	которого он	1	3
882	творчества но	1	3
883	после этого	1	3
884	это слово	6	3
885	перехода от	3	3
886	в следующем	1	3
887	а с	4	3
888	есть еще	4	3
889	в самые	1	3
890	же значение	1	3
891	тому что	6	3
892	ясно что	1	3
893	в устах	1	3
894	время как	3	3
895	и произведения	1	3
896	не есть	24	3
897	между собой	1	3
898	как ряд	1	3
899	а для	1	3
900	они становятся	1	3
901	почти на	1	3
902	эти слова	2	3
903	и веселья	1	3
904	не будет	4	3
905	и другая	2	3
906	другая сторона	1	3
907	могла бы	2	3
908	равно как	2	3
909	как человек	1	3
910	природы и	2	3
911	в систему	2	3
912	но есть	3	3
913	следовательно не	1	3
914	и сами	2	3
915	от всякого	1	3
916	и конечно	1	3
917	в последнем	4	3
918	образа и	6	3
919	сложное и	2	3
920	говорит и	1	3
921	не находим	1	3
922	более глубокое	1	3
923	мере и	1	3
924	от своего	2	3
925	и хотя	3	3
926	явлений и	3	3
927	в каком	8	3
928	значение этого	1	3
929	это только	2	3
930	и об	1	3
931	и наиболее	1	3
932	выражения как	2	3
933	чем не	1	3
934	вопрос об	2	3
935	таким путем	2	3
936	к первому	2	3
937	из первых	1	3
938	имеет и	1	3
939	и после	2	3
940	не из	4	3
941	то ни	1	3
942	есть такой	1	3
943	действительности в	1	3
944	при всей	2	3
945	или с	2	3
946	что с	2	3
947	смысле этого	9	3
948	участие в	1	3
949	как именно	1	3
950	еще слишком	1	3
951	на нее	2	3
952	в переводе	1	3
953	со своей	2	3
954	в каждой	4	3
955	к одному	7	3
956	ко второму	2	3
957	она не	4	3
958	связь и	2	3
959	но при	1	3
960	огонь и	1	3
961	и может	4	3
962	лишь как	1	3
963	трав и	1	3
964	же это	1	3
965	человек не	4	3
966	даже больше	1	3
967	места и	1	3
968	как форма	2	3
969	которые не	1	3
970	которая в	1	3
971	ровно ничего	1	3
972	время его	1	3
973	всем и	1	3
974	касается до	2	3
975	из нее	2	3
976	начинается с	1	3
977	в одно	8	3
978	не что	1	3
979	в художественном	1	3
980	от тела	1	3
981	слов об	2	3
982	не существует	5	3
983	выражения народной	1	3
984	то это	9	3
985	этом мы	1	3
986	все свои	2	3
987	между двумя	5	3
988	в глаза	2	3
989	духа и	1	3
990	такою же	1	3
991	не имел	1	3
992	быть в	1	3
993	связи со	1	3
994	человеку и	1	3
995	что народная	1	3
996	именно эти	2	3
997	все признаки	2	3
998	что иное	1	3
999	к природе	1	3
1000	но еще	1	3
1001	в буквальном	2	3
1002	в тот	1	3
1003	два раза	1	3
1004	в страну	1	3
1005	одном месте	1	3
1006	свободы и	1	3
1007	в разной	2	3
1008	бывает трудно	1	3
1009	образа как	4	3
1010	весьма распространено	1	3
1011	что его	3	3
1012	имели и	1	3
1013	и того	2	3
1014	такие же	2	3
1015	всем своем	1	3
1016	должно было	2	3
1017	именно с	1	3
1018	в живой	3	3
1019	именно потому	1	3
1020	на другой	2	3
1021	явления в	1	3
1022	образ как	4	3
1023	относится уже	1	3
1024	этом смысле	2	3
1025	они могут	2	3
1026	чем она	1	3
1027	первоначальное значение	1	3
1028	в силу	7	3
1029	бы оно	2	3
1030	и языка	1	3
1031	а потому	8	3
1032	за ним	4	3
1033	известно что	4	3
1034	к одной	4	3
1035	есть для	7	3
1036	со второй	1	3
1037	из того	2	3
1038	же самые	1	3
1039	и силы	2	3
1040	в наших	2	3
1041	и огня	2	3
1042	мы говорим	2	3
1043	встречаются и	1	3
1044	относятся к	2	3
1045	может стать	3	3
1046	со стороны	4	3
1047	друг от	2	3
1048	всей своей	1	3
1049	которая не	2	3
1050	тому кто	1	3
1051	как выражение	1	3
1052	и тогда	4	3
1053	в первых	1	3
1054	что многие	1	3
1055	не потому	2	3
1056	ее с	2	3
1057	есть такое	1	3
1058	были уже	1	3
1059	не знаем	5	3
1060	всякий раз	1	3
1061	его для	1	3
1062	слово и	4	3
1063	этой жизни	1	3
1064	в свой	2	3
1065	в понимании	1	3
1066	пить и	1	3
1067	в поэзии	4	3
1068	в первый	1	3
1069	людей но	1	3
1070	что каждый	1	3
1071	голову и	1	3
1072	чем он	1	3
1073	от друга	2	3
1074	для нее	1	3
1075	слова но	3	3
1076	указывает на	8	3
1077	нам в	1	3
1078	все слова	1	3
1079	сказать и	2	3
1080	нее нет	1	3
1081	этого он	1	3
1082	которую мы	1	3
1083	это слияние	1	3
1084	эти два	1	3
1085	не находит	1	3
1086	от земли	2	3
1087	на людей	1	3
1088	эту идею	1	3
1089	признать что	2	3
1090	по всей	1	3
1091	бы он	1	3
1092	с самым	1	3
1093	которое в	2	3
1094	и необходимо	1	3
1095	все более	2	3
1096	иное как	1	3
1097	такие явления	1	3
1098	в сложном	2	2
1099	особенности и	1	2
1100	этому в	1	2
1101	в настоящем	1	2
1102	к другу	1	2
1103	и самому	1	2
1104	в последних	1	2
1105	очень хорошо	1	2
1106	с самим	1	2
1107	эта идея	1	2
1108	формы в	3	2
1109	в нашу	1	2
1110	науке и	1	2
1111	и такое	3	2
1112	о необходимости	2	2
1113	на свою	2	2
1114	такую силу	1	2
1115	этот элемент	1	2
1116	есть тот	1	2
1117	вещи в	1	2
1118	в природе	3	2
1119	в язык	1	2
1120	не имели	2	2
1121	образы из	1	2
1122	от внешней	1	2
1123	говорится о	1	2
1124	все и	1	2
1125	восприятия и	2	2
1126	и свобода	1	2
1127	языка в	6	2
1128	нас и	1	2
1129	своей природе	1	2
1130	этого последнего	4	2
1131	ее так	1	2
1132	только как	9	2
1133	заключено в	1	2
1134	с какою	5	2
1135	из себя	3	2
1136	должна была	1	2
1137	слова при	3	2
1138	произведения но	1	2
1139	образом что	2	2
1140	любовь к	1	2
1141	от большого	1	2
1142	было сказано	2	2
1143	и себя	2	2
1144	некоторое время	3	2
1145	это единство	2	2
1146	переход от	3	2
1147	нам право	1	2
1148	образом как	1	2
1149	можем сказать	1	2
1150	человека а	2	2
1151	в отдельных	2	2
1152	самого образа	1	2
1153	языка к	1	2
1154	на вопрос	2	2
1155	мы привели	1	2
1156	глядя на	2	2
1157	или наоборот	2	2
1158	о влиянии	2	2
1159	его самого	1	2
1160	но из	1	2
1161	поэтому можно	1	2
1162	первый раз	1	2
1163	потому не	1	2
1164	самостоятельное существование	1	2
1165	его произведения	1	2
1166	что при	3	2
1167	с нашей	1	2
1168	слово на	1	2
1169	как по	1	2
1170	с двумя	1	2
1171	и говорит	1	2
1172	не исчерпываются	1	2
1173	для развития	3	2
1174	сходство с	1	2
1175	без него	3	2
1176	человеке и	2	2
1177	в двух	1	2
1178	сказать несколько	2	2
1179	полагает что	1	2
1180	свою силу	1	2
1181	их связь	2	2
1182	с вопросом	1	2
1183	точкой зрения	1	2
1184	если оно	1	2
1185	приводит его	1	2
1186	притом такое	1	2
1187	образом это	1	2
1188	мы всегда	1	2
1189	языка для	2	2
1190	на чем	3	2
1191	одним словом	3	2
1192	должны быть	3	2
1193	чем больше	3	2
1194	время когда	3	2
1195	деятельность в	1	2
1196	была уже	1	2
1197	нечто вроде	2	2
1198	своего значения	1	2
1199	и ряд	2	2
1200	оно имеет	3	2
1201	след в	1	2
1202	что есть	3	2
1203	эта природа	1	2
1204	условиях и	1	2
1205	в зеркале	1	2
1206	все остальное	1	2
1207	но вряд	1	2
1208	собственное имя	1	2
1209	образами этого	1	2
1210	и чем	3	2
1211	нам кажется	7	2
1212	понятия и	3	2
1213	понять что	1	2
1214	самое слово	4	2
1215	он уже	1	2
1216	которое с	1	2
1217	друг к	1	2
1218	и должны	1	2
1219	почему он	2	2
1220	последним словом	1	2
1221	себе представить	4	2
1222	представляется возможным	1	2
1223	с такой	1	2
1224	от нас	4	2
1225	сам по	9	2
1226	хотя в	3	2
1227	но этого	1	2
1228	том и	1	2
1229	такого же	1	2
1230	что оно	12	2
1231	что нет	1	2
1232	тем и	5	2
1233	выражения и	1	2
1234	так называемая	1	2
1235	но более	1	2
1236	на другие	7	2
1237	т с	31	2
1238	бросается в	1	2
1239	наука в	1	2
1240	и старое	1	2
1241	он требует	1	2
1242	возвращаемся к	1	2
1243	оба эти	2	2
1244	и реального	1	2
1245	или меньшую	1	2
1246	во французском	1	2
1247	чем они	1	2
1248	это значение	1	2
1249	нам для	1	2
1250	только тогда	13	2
1251	можем судить	1	2
1252	что если	5	2
1253	только один	3	2
1254	то все	1	2
1255	переносит на	1	2
1256	узком значении	1	2
1257	кажется нам	1	2
1258	вне его	1	2
1259	на которые	1	2
1260	глубокое и	1	2
1261	в самую	1	2
1262	сложнее и	1	2
1263	его только	2	2
1264	ли можно	1	2
1265	деле в	2	2
1266	мы называем	2	2
1267	входящих в	2	2
1268	внешнее и	1	2
1269	этом случае	2	2
1270	находятся в	3	2
1271	что ему	1	2
1272	и многие	3	2
1273	разума и	1	2
1274	в ущерб	1	2
1275	время своего	1	2
1276	что одна	2	2
1277	одна и	2	2
1278	не без	1	2
1279	жизнь народа	1	2
1280	таком же	1	2
1281	значение его	2	2
1282	голову по	2	2
1283	однако не	1	2
1284	что ни	3	2
1285	теми же	1	2
1286	больше в	1	2
1287	образе мы	1	2
1288	сделал его	1	2
1289	который как	1	2
1290	однако по	2	2
1291	было для	3	2
1292	в силах	1	2
1293	должны служить	1	2
1294	в стороне	1	2
1295	бы быть	3	2
1296	может только	1	2
1297	и силу	1	2
1298	все особенности	1	2
1299	как изображается	1	2
1300	и я	3	2
1301	в такой	2	2
1302	бы мы	2	2
1303	вследствие чего	1	2
1304	бы совершенно	1	2
1305	и таким	1	2
1306	как все	1	2
1307	раз как	1	2
1308	не все	5	2
1309	мир которым	1	2
1310	а его	1	2
1311	в самых	1	2
1312	другие стороны	1	2
1313	для кого	1	2
1314	говорить не	1	2
1315	мы должны	6	2
1316	уже после	1	2
1317	не с	4	2
1318	же что	8	2
1319	его чувство	1	2
1320	сосредоточиться на	1	2
1321	или как	1	2
1322	этому поводу	1	2
1323	нам о	1	2
1324	дело вовсе	1	2
1325	для такого	1	2
1326	это можно	4	2
