N	2gram	Nazirov_Tr	slovoVRo
223	входят в	1	3
224	но эта	2	3
225	этого слова	1	3
226	на котором	1	3
227	с каким	1	3
228	должно быть	3	3
229	xviii века	1	3
230	тому что	1	3
231	лишь на	1	3
232	не есть	1	3
233	на все	1	3
234	между собой	1	3
235	это было	1	3
236	но уже	1	3
237	и это	2	3
238	не был	2	3
239	тем чем	1	3
240	xx века	1	3
241	личности и	2	3
242	в такой	1	3
243	потому что	2	3
244	конечно в	1	3
245	тем и	1	3
246	и вне	1	3
247	на всю	1	3
248	ту сторону	1	3
249	данном случае	2	3
250	нуждается в	1	3
251	этими двумя	2	3
252	романа с	1	2
253	утверждать что	1	2
254	человеческой личности	2	2
255	по замыслу	2	2
256	вместе со	2	2
257	входит и	1	2
258	одному из	1	2
259	как он	1	2
260	в сюжетном	1	2
261	и чужой	1	2
262	вот что	1	2
263	и она	1	2
264	с такими	1	2
265	этой линии	1	2
266	такой образ	1	2
267	заключается в	1	2
268	из самых	2	2
269	роман о	2	2
270	этого романа	2	2
271	за свое	1	2
272	них он	1	2
273	линия романа	1	2
274	но мы	1	2
275	всем его	1	2
276	и могут	1	2
277	перестает быть	1	2
278	это и	1	2
279	то что	4	2
280	в котором	1	2
281	века в	1	2
282	он был	2	2
283	то и	2	2
284	в двух	1	2
285	к своей	1	2
286	значение для	1	2
287	но они	2	2
288	а между	1	2
289	совершенно не	1	2
290	он есть	1	2
291	самого начала	1	2
292	сохраняет свое	1	2
293	но этот	1	2
294	несмотря на	5	2
295	и начинают	1	2
296	к ним	1	2
297	человеком и	1	2
298	пародия на	1	2
299	в сфере	1	2
300	в образе	6	2
301	что все	2	2
302	не из	1	2
303	не просто	2	2
304	в ее	2	2
305	на них	1	2
306	этого недостаточно	1	2
307	только не	1	2
308	проникает в	1	2
309	мы видим	1	2
310	героев романа	1	2
311	того как	1	2
312	к себе	1	2
313	что уже	1	2
314	подчеркнуть что	1	2
315	тем не	1	2
316	как у	2	2
317	и за	2	2
318	есть в	1	2
319	из своих	2	2
320	х годов	1	2
321	и есть	1	2
322	не для	1	2
323	этого не	1	2
324	наших дней	1	2
325	что она	2	2
326	и эта	1	2
327	что не	1	2
328	она стремится	1	2
329	то в	1	2
330	в области	1	2
331	при таком	1	2
332	этом романе	1	2
333	именно эта	1	2
334	об этом	4	2
335	при его	1	2
336	первостепенное значение	1	2
337	это очень	5	2
338	к одному	1	2
339	в стиле	1	2
340	романе это	1	2
341	материалом для	1	2
342	с самого	1	2
343	в сентиментальном	1	2
344	это как	1	2
345	и высоким	1	2
346	к образу	1	2
347	так что	2	2
348	и что	4	2
349	не могла	1	2
350	можно было	1	2
351	факт что	1	2
352	по своей	1	2
353	это может	1	2
354	он еще	1	2
355	для чтения	1	2
356	значение и	1	2
357	могло быть	1	2
358	только о	2	2
359	xvii века	1	2
360	к ней	1	2
361	и особенно	1	2
362	своего слова	1	2
363	не значит	1	2
364	не исчерпываются	1	2
365	столь же	2	2
366	время он	1	2
367	борьбу с	1	2
368	на ту	1	2
369	не к	1	2
370	романа не	1	2
371	от силы	1	1
372	к сожалению	1	1
373	ведет к	1	1
374	над ними	1	1
375	в душе	2	1
376	но может	1	1
377	по всем	1	1
378	смотреть на	1	1
379	в конце	3	1
380	достоевского и	1	1
381	в бесах	9	1
382	к этой	1	1
383	если он	1	1
384	в кругу	1	1
385	и должно	1	1
386	она всегда	1	1
387	жизни перед	1	1
388	с принципиальной	1	1
389	очень важно	2	1
390	его за	2	1
391	отталкивание от	1	1
392	о чем	3	1
393	передается и	1	1
394	говорит о	2	1
395	длинные и	2	1
396	среди таких	1	1
397	одно из	1	1
398	социальной жизни	1	1
399	с собой	1	1
400	первым словом	1	1
401	вопрос об	1	1
402	в настоящем	1	1
403	и он	3	1
404	петровича с	1	1
405	но только	1	1
406	и еще	1	1
407	мы понимаем	1	1
408	до этого	1	1
409	и силе	1	1
410	для постановки	1	1
411	и детях	1	1
412	его собственная	1	1
413	же берется	1	1
414	дней на	1	1
415	людей в	1	1
416	в мыслях	1	1
417	из тургенева	1	1
418	но самое	1	1
419	его романа	1	1
420	все герои	1	1
421	на суде	3	1
422	автор в	1	1
423	романа строится	2	1
424	оно сливается	1	1
425	состоит из	2	1
426	отнесены к	1	1
427	эта тема	1	1
428	бы не	1	1
429	потому как	1	1
430	но у	1	1
431	в это	2	1
432	цветов и	1	1
433	жив и	1	1
434	только теперь	1	1
435	в больших	1	1
436	такая точка	1	1
437	является самоцелью	1	1
438	сам же	1	1
439	чем же	1	1
440	в диалог	1	1
441	всегда с	1	1
442	применении к	1	1
443	раз и	2	1
444	нет своего	1	1
445	всего этого	1	1
446	значение этого	1	1
447	и если	1	1
448	это его	1	1
449	быть не	1	1
450	с другим	1	1
451	до xx	1	1
452	в образах	1	1
453	в отцах	1	1
454	только один	1	1
455	и светские	1	1
456	в письмах	2	1
457	относит к	1	1
458	друга и	1	1
459	к людям	3	1
460	издеваясь над	1	1
461	такие как	1	1
462	жизни на	1	1
463	в обществе	1	1
464	знает что	2	1
465	всего что	1	1
466	почти в	1	1
467	как свой	1	1
468	идея в	1	1
469	ответа на	1	1
470	именно так	1	1
471	быть в	1	1
472	в переводе	1	1
473	как прямой	1	1
474	на улице	1	1
475	слова он	1	1
476	у лермонтова	1	1
477	а это	1	1
478	всегда стремится	1	1
479	на этот	1	1
480	исходит из	1	1
481	и непосредственного	1	1
482	как во	1	1
483	который в	2	1
484	нем по	1	1
485	что говорит	2	1
486	но если	1	1
487	он сам	7	1
488	романа или	1	1
489	что даже	1	1
490	на поиски	1	1
491	резко выраженная	1	1
492	этими словами	1	1
493	к ее	1	1
494	в самой	1	1
495	характер ее	1	1
496	и служит	1	1
497	мог бы	3	1
498	и использует	1	1
499	ориентация на	1	1
500	на заседании	2	1
501	строится на	1	1
502	в самую	2	1
503	ничем не	2	1
504	так можно	1	1
505	маски в	1	1
506	процитированные слова	1	1
507	только по	1	1
508	же была	1	1
509	в последней	1	1
510	и вот	1	1
511	шутом и	1	1
512	быть отнесены	1	1
513	основном на	1	1
514	добра и	1	1
515	ивана карамазова	2	1
516	к истории	1	1
517	я слышал	1	1
518	он и	2	1
519	французской литературе	1	1
520	что при	1	1
521	xix веке	2	1
522	чем у	1	1
523	где он	1	1
524	романах достоевского	2	1
525	и немецкий	1	1
526	на одной	1	1
527	же не	1	1
528	в русском	2	1
529	есть такая	1	1
530	глава i	1	1
531	только он	1	1
532	а к	1	1
533	и притом	1	1
534	нет это	1	1
535	своей книге	1	1
536	создал очень	1	1
537	линию романа	1	1
538	начала в	1	1
539	что под	1	1
540	виду не	1	1
541	в силах	2	1
542	имеет исключительное	1	1
543	характерна и	1	1
544	с жизнью	1	1
545	добродетели в	1	1
546	в мире	3	1
547	одном из	2	1
548	стремление к	1	1
549	второй части	1	1
550	всего предшествующего	1	1
551	но особенно	2	1
552	и дети	2	1
553	под влиянием	2	1
554	бы в	1	1
555	уже ни	1	1
556	такие слова	1	1
557	чувствует себя	1	1
558	ко всему	1	1
559	в самое	1	1
560	на всем	2	1
561	что же?	2	1
562	жизнь и	3	1
563	и далее	1	1
564	и мира	1	1
565	часто и	1	1
566	случае и	1	1
567	и личность	2	1
568	мире при	1	1
569	ко всем	1	1
570	и создается	1	1
571	него есть	1	1
572	ее содержание	1	1
573	для ее	1	1
574	отцах и	2	1
575	от самого	1	1
576	этой идеи	1	1
577	объект для	1	1
578	мы опять	1	1
579	речью которая	1	1
580	его речь	1	1
581	на мечту	1	1
582	отцы и	2	1
583	в рассказе	2	1
584	сентиментальном романе	1	1
585	свою жизнь	1	1
586	есть и	1	1
587	в применении	1	1
588	что образ	3	1
589	еще в	2	1
590	даже не	1	1
591	большое значение	1	1
592	тем самым	3	1
593	исключительное значение	1	1
594	в xix	1	1
595	этого образа	1	1
596	человека с	1	1
597	говорили что	1	1
598	на смерть	1	1
599	должны были	1	1
600	но теперь	1	1
601	но главное	3	1
602	образа объясняется	1	1
603	облекается в	1	1
604	мы начинаем	1	1
605	в недрах	1	1
606	в общем	1	1
607	характерны для	1	1
608	своей и	1	1
609	же слова	1	1
610	соединена с	1	1
611	и новые	1	1
612	человек не	1	1
613	за все	1	1
614	отнюдь не	3	1
615	чтобы не	1	1
616	другие и	1	1
617	и совершенно	1	1
618	за счет	1	1
619	жизнью и	2	1
620	где мы	1	1
621	говорит не	1	1
622	самой действительности	1	1
