N	2gram	Tiupa_Lite	Morfolog
259	и более	1	2
260	что этот	1	2
261	как например	1	2
262	такую же	1	2
263	одной стороны	8	2
264	можно лишь	1	2
265	и иных	2	2
266	в другом	3	2
267	к себе	3	2
268	с большой	1	2
269	мы получим	1	2
270	в одном	2	2
271	в различных	1	2
272	и когда	1	2
273	от других	2	2
274	превращается в	2	2
275	то как	2	2
276	тогда как	20	2
277	так называемых	2	2
278	что же	1	2
279	тем же	5	2
280	одной из	2	2
281	из первых	1	2
282	который в	2	2
283	всяком случае	2	2
284	себя в	7	2
285	и подобные	2	2
286	другого и	1	2
287	для него	6	2
288	в свое	1	2
289	ответ на	1	2
290	как такового	1	2
291	данном случае	6	2
292	на вопрос	1	2
293	после чего	2	2
294	собой в	1	2
295	с одной	9	2
296	и за	2	2
297	как особого	1	2
298	ни к	1	2
299	ни было	2	2
300	этом отношении	5	2
301	их как	1	2
302	для нас	3	2
303	с другими	1	2
304	но с	3	2
305	в интересах	1	2
306	не знает	3	2
307	исходит от	1	2
308	этого не	2	2
309	это мы	1	2
310	одним из	8	2
311	это еще	1	2
312	между собою	1	2
313	дома в	1	2
314	герой в	1	2
315	живой и	1	2
316	у него	5	2
317	не от	1	2
318	перейти к	1	2
319	в чем	2	2
320	путь к	2	2
321	в одной	1	2
322	бы в	1	2
323	могли бы	1	2
324	а с	2	2
325	идет по	1	2
326	см ниже	1	2
327	в наши	1	2
328	и даже	9	2
329	она не	1	2
330	что ни	1	2
331	ту же	4	2
332	не по	2	2
333	дело не	2	2
334	в частности	18	2
335	бы они	1	2
336	из этих	2	2
337	как то	1	2
338	все персонажи	1	2
339	из его	2	2
340	однако в	7	2
341	другой не	1	2
342	как будто	2	2
343	право на	4	2
344	но они	1	2
345	герой не	1	2
346	в одну	1	2
347	совершается в	1	2
348	во второй	2	2
349	в той	1	1
350	еще несколько	1	1
351	в особенности	2	1
352	во всем	1	1
353	нет а	1	1
354	однако и	2	1
355	все что	3	1
356	для всех	5	1
357	ее появления	1	1
358	до сих	1	1
359	из такой	1	1
360	таких моментов	1	1
361	всего в	4	1
362	за ним	1	1
363	не единственный	1	1
364	и на	5	1
365	же и	3	1
366	как с	1	1
367	в рассказе	1	1
368	в момент	1	1
369	которые не	1	1
370	до него	1	1
371	с такой	1	1
372	на первом	2	1
373	сверх того	1	1
374	или иных	2	1
375	дело с	1	1
376	и менее	1	1
377	при этом	23	1
378	даже в	6	1
379	эти и	2	1
380	а этой	1	1
381	тем как	1	1
382	служит в	1	1
383	к исторической	2	1
384	будет сказано	1	1
385	одно из	3	1
386	основная задача	1	1
387	не столько	8	1
388	борьбы с	1	1
389	он лишь	1	1
390	за это	1	1
391	со всеми	2	1
392	в них	1	1
393	как было	1	1
394	чтобы в	1	1
395	мотив в	1	1
396	если не	1	1
397	этой точки	3	1
398	я за	1	1
399	и с	4	1
400	уже отмечалось	1	1
401	от текста	2	1
402	камень под	1	1
403	в особый	1	1
404	с известными	1	1
405	и все	1	1
406	мысль о	2	1
407	более широкого	1	1
408	легко и	2	1
409	войну а	1	1
410	одновременно с	2	1
411	еще в	7	1
412	обращается к	5	1
413	именно в	1	1
414	ведет к	5	1
415	не делает	1	1
416	да нам	1	1
417	к разработке	1	1
418	том или	1	1
419	отношения к	1	1
420	элементов здесь	1	1
421	по собственному	2	1
422	также не	1	1
423	и превращение	1	1
424	а именно	1	1
425	что такой	1	1
426	это время	1	1
427	в своей	5	1
428	стремления к	1	1
429	на эту	1	1
430	никем не	2	1
431	лица в	1	1
432	всех подобных	1	1
433	бы не	3	1
434	является продолжением	1	1
435	прочим и	1	1
436	ключом к	1	1
437	в это	1	1
438	всей своей	2	1
439	которая не	2	1
440	свою собственную	1	1
441	нет в	2	1
442	ничего общего	2	1
443	этот канон	1	1
444	и нет	4	1
445	все они	2	1
446	сама собой	1	1
447	как один	1	1
448	строится как	1	1
449	еще и	3	1
450	совершенно не	1	1
451	он же	2	1
452	задним числом	1	1
453	к этой	2	1
454	собственно говоря	1	1
455	в котором	1	1
456	типа все	1	1
457	чрезвычайно трудно	1	1
458	и начинает	1	1
459	те ситуации	1	1
460	в последней	1	1
461	от исследователя	1	1
462	по тем	2	1
463	совершенно особое	1	1
464	в свою	2	1
465	имеет в	1	1
466	по земле	3	1
467	не должно	1	1
468	это его	1	1
469	героем и	1	1
470	только как	1	1
471	во многих	3	1
472	а после	1	1
473	в этот	1	1
474	тех пор	2	1
475	есть путь	2	1
476	в новой	1	1
477	к своей	2	1
478	уже было	1	1
479	этой связи	1	1
480	сохраняет в	1	1
481	для нее	2	1
482	между двумя	1	1
483	те или	1	1
484	эта мысль	2	1
485	только на	3	1
486	победы над	1	1
487	отмечалось выше	1	1
488	да в	2	1
489	приходит к	1	1
490	которую он	1	1
491	е годы	3	1
492	на основании	1	1
493	ни были	1	1
494	и до	1	1
495	более и	1	1
496	по затылку	1	1
497	не ощущается	1	1
498	и те	1	1
499	не вполне	1	1
500	на номер	1	1
501	же время	12	1
502	самого начала	1	1
503	свою очередь	2	1
504	перед ним	2	1
505	с другим	1	1
506	затруднительное положение	1	1
507	простейший случай	1	1
508	как на	3	1
509	из наиболее	2	1
510	одно и	1	1
511	он в	1	1
512	его если	1	1
513	отношение к	1	1
514	ср также	1	1
515	не как	4	1
516	мог бы	1	1
517	предоставляется возможность	1	1
518	а сам	1	1
519	или нет?	3	1
520	игру в	1	1
521	для изучения	1	1
522	что я	4	1
523	путь от	1	1
524	и вдруг	1	1
525	человека а	2	1
526	не стоит	1	1
527	первоначально это	1	1
528	типа а	1	1
529	он сам	2	1
530	что даже	1	1
531	лишь при	1	1
532	идут в	2	1
533	не выводя	1	1
534	его герой	1	1
535	в первой	1	1
536	в эти	1	1
537	а для	3	1
538	в ее	1	1
539	тот же	1	1
540	проходит через	1	1
541	пример в	2	1
542	грань между	1	1
543	формы не	1	1
544	дальний путь	1	1
545	как к	4	1
546	и то	3	1
547	постольку поскольку	1	1
548	в себе	8	1
549	что ему	4	1
550	собой и	1	1
551	ему в	2	1
552	не противоречит	1	1
553	после того	1	1
554	во всей	1	1
555	должно быть	1	1
556	в первый	2	1
557	и вот	2	1
558	сколько в	1	1
559	есть у	1	1
560	в состоянии	1	1
561	в его	9	1
562	он как	1	1
563	первый раз	2	1
564	материала и	1	1
565	внешний облик	1	1
566	целого а	1	1
567	бы на	2	1
568	из моментов	1	1
569	с тех	1	1
570	на войну	2	1
571	как раз	6	1
572	в формах	4	1
573	о нем	1	1
574	и сама	1	1
575	в полном	1	1
576	в тот	1	1
577	многих отношениях	1	1
578	сам себе	1	1
579	вытекающее из	1	1
580	другого но	1	1
581	силу и	1	1
582	из форм	1	1
583	стремится к	1	1
584	слова а	1	1
585	и сила	1	1
586	в их	3	1
587	мы находим	1	1
588	отступление от	1	1
589	мы вновь	1	1
590	в г	1	1
591	в рамках	9	1
592	герой как	1	1
593	или иной	3	1
594	от тех	2	1
595	и некоторые	1	1
596	сами себе	1	1
597	как по	1	1
598	начала в	1	1
599	и говорит	2	1
600	существу мысль	1	1
601	героя с	2	1
602	и где	1	1
603	над врагом	1	1
604	в виду	4	1
605	дело в	3	1
606	реакция на	2	1
607	которое в	1	1
608	но впоследствии	1	1
609	что не	3	1
610	о жизни	1	1
611	и хорошо	1	1
612	в таком	1	1
613	и своего	1	1
614	наконец даже	1	1
615	теми или	1	1
616	бы быть	1	1
617	литературе и	1	1
618	между ними	1	1
619	этой цели	2	1
620	есть в	1	1
621	но по	2	1
622	не есть	2	1
623	говорят о	1	1
624	а их	1	1
625	между прочим	1	1
626	в мире	9	1
627	так в	6	1
628	в ряду	1	1
629	к концу	1	1
630	на одном	1	1
631	со своей	3	1
632	только и	1	1
633	лишь для	1	1
634	пока не	2	1
635	с другом	1	1
636	вследствие чего	1	1
637	например как	1	1
638	для общего	1	1
639	в эту	1	1
640	а он	1	1
641	убежден что	1	1
642	могло бы	1	1
643	сих пор	1	1
644	как все	2	1
645	свое место	1	1
646	той или	1	1
647	людей в	1	1
648	имеет ничего	1	1
649	мать и	1	1
650	земному шару	1	1
651	я был	2	1
652	в русской	13	1
653	в каждом	2	1
654	они все	1	1
655	читателя в	2	1
656	здесь как	2	1
657	ко всему	4	1
658	в плену	1	1
659	но такой	1	1
660	о себе	7	1
661	более чем	4	1
662	бы во	1	1
663	что от	1	1
664	нас явления	1	1
665	превращаясь в	2	1
666	с самого	1	1
667	системе и	1	1
668	могут служить	2	1
669	следует и	1	1
670	отличие от	6	1
671	значимости для	1	1
672	и однако	1	1
673	быть названа	2	1
674	следует считаться	1	1
675	от самого	2	1
676	одну из	2	1
677	а от	1	1
678	задаваясь вопросом	1	1
679	с какой	1	1
680	но он	1	1
681	обстоит дело	1	1
682	нашего века	1	1
683	самому себе	2	1
684	так что	4	1
685	не более	2	1
686	для тех	1	1
687	требуют от	1	1
688	кажется что	1	1
689	бою и	1	1
690	есть всегда	1	1
691	как объект	1	1
692	к тем	1	1
693	обнаруживается что	1	1
694	как он	2	1
695	и определяет	1	1
696	к композиции	1	1
697	оказывается что	1	1
698	у кого	2	1
699	иметь в	1	1
700	является одним	1	1
701	же он	1	1
702	в нашей	2	1
703	как явление	1	1
704	к которой	1	1
705	и всякая	1	1
706	было указано	1	1
707	у которого	1	1
708	на это	2	1
709	трансформаций в	1	1
710	быть не	2	1
711	в тексте	9	1
712	в плане	1	1
713	со мной	2	1
714	и каждый	2	1
715	это делает	1	1
716	этом и	1	1
717	предмет его	1	1
718	столба с	1	1
719	орла на	1	1
720	эту мысль	1	1
721	в силу	4	1
722	например о	1	1
723	что данная	1	1
724	такой же	3	1
725	как при	1	1
726	из этого	2	1
727	в области	5	1
728	один и	1	1
729	тех или	2	1
730	все более	3	1
731	это совершенно	1	1
732	может и	1	1
733	в него	1	1
734	с ее	3	1
735	всех этих	1	1
736	он был	1	1
737	нет не	2	1
738	невозможно да	1	1
739	не можем	2	1
740	и наконец	2	1
741	вплоть до	4	1
742	есть не	2	1
743	где мы	1	1
744	он говорил	1	1
745	в е	3	1
746	персонажей как	1	1
747	в камень	1	1
748	здесь этот	1	1
749	он или	1	1
750	выступает за	1	1
