N	3gram	Vygotskiy_	Psycholo
446	мы начнем с	1	1
447	совершенно так же	1	1
448	и фантазии и	1	1
449	как увидим ниже	2	1
450	том и другом	2	1
451	по отношению ко	1	1
452	указывает только на	1	1
453	как мы уже	2	1
454	который совершается в	1	1
455	система таким образом	1	1
456	целый ряд новых	1	1
457	как бы не	1	1
458	есть такая же	1	1
459	при помощи одних	1	1
460	к другу и	1	1
461	всегда заключает в	1	1
462	от понятия к	2	1
463	эту мысль можно	1	1
464	только в силу	2	1
465	создает возможность для	1	1
466	то что эта	1	1
467	в действительности же	1	1
468	исследование показало что	1	1
469	но что самое	1	1
470	в доказательствах и	1	1
471	этом отношении и	1	1
472	в этом плане	1	1
473	не может жить	1	1
474	доказательство в пользу	1	1
475	но и вообще	1	1
476	оказывается не в	1	1
477	и к его	1	1
478	таким образом если	1	1
479	тому что внутренняя	1	1
480	для психологического исследования	2	1
481	в которой она	1	1
482	каждый данный момент	1	1
483	как это имеет	1	1
484	и от значения	1	1
485	том числе и	2	1
486	но только в	1	1
487	это же самое	1	1
488	это и значит	1	1
489	он исходит из	1	1
490	ребенок никогда не	1	1
491	видим в том	2	1
492	той мере в	2	1
493	каждой из них	1	1
494	заключается в самом	1	1
495	говорит что есть	1	1
496	и в психологии	1	1
497	факт заключается в	1	1
498	но не в	1	1
499	еще ни в	1	1
500	только и может	2	1
501	и следовательно должна	1	1
502	совершенно иначе чем	1	1
503	одну и ту	1	1
504	для нас и	1	1
505	что мы нашли	2	1
506	она все время	1	1
507	в его самых	1	1
508	но все же	1	1
509	довольно часто и	1	1
510	что с помощью	1	1
511	одна из важнейших	1	1
512	одновременно с этим	1	1
513	внимание то что	1	1
514	конце концов к	1	1
515	в одном случае	2	1
516	самым тесным образом	1	1
517	не прямо а	1	1
518	чем говорится в	3	1
519	помощи одних только	1	1
520	только в одном	1	1
521	заключают в себе	1	1
522	человек отличается от	1	1
523	чтобы уяснить себе	2	1
524	которое и есть	1	1
525	того что он	1	1
526	зрения приводит к	1	1
527	время как у	1	1
528	но он еще	1	1
529	того как мы	1	1
530	не станем останавливаться	1	1
531	которые мы приводили	1	1
532	представление о предмете	1	1
533	с первого взгляда	1	1
534	нам не только	1	1
535	и в выражении	1	1
536	если мы сравним	1	1
537	и могут быть	1	1
538	того чтобы ответить	1	1
539	и том же	3	1
540	нас на глазах	1	1
541	самое в отношении	1	1
542	мы вправе сделать	1	1
543	и во всяком	1	1
544	который мы могли	1	1
545	была в том	1	1
546	в каждой из	1	1
547	не отдает себе	1	1
548	ни о каких	1	1
549	в этом заключается	2	1
550	себе отчета в	1	1
551	сих пор значение	1	1
552	в каждый данный	1	1
553	в полном смысле	1	1
554	сих пор ни	1	1
555	одна из основных	1	1
556	тому что мы	1	1
557	и ту же	1	1
558	басне стрекоза и	1	1
559	то что по	1	1
560	как мы знаем	1	1
561	ко всем его	1	1
562	психологии так как	1	1
563	сущности говоря в	1	1
564	таким образом по	1	1
565	со всеми присущими	1	1
566	отдает себе отчета	1	1
567	но это есть	1	1
568	мы и в	2	1
569	но и не	3	1
570	точки зрения тех	1	1
571	мы нашли что	3	1
572	развития языка так	1	1
573	в процессе развития	1	1
574	но совершенно очевидно	1	1
575	потому что его	1	1
576	в основе всех	1	1
577	но он оказывается	1	1
578	мы начинаем понимать	1	1
579	и самое существенное	1	1
580	слов все это	1	1
581	что для нее	2	1
582	ее функций и	1	1
583	в этом и	2	1
584	того что оно	1	1
585	приводит нас к	2	1
586	не к тому	1	1
587	независимо от того	1	1
588	никем еще не	1	1
589	зависит от того	1	1
590	всякий раз после	1	1
591	одно из важнейших	1	1
592	которые относятся к	1	1
593	отношение к другим	2	1
594	то что является	1	1
595	в одной из	1	1
596	представляет один из	1	1
597	что я хотел	1	1
598	так как без	1	1
599	у нее нет	2	1
600	с той которая	1	1
601	включает в себя	2	1
602	понятия к понятию	1	1
603	разговор идет о	1	1
604	что если бы	1	1
605	речи но и	2	1
606	этого процесса мы	1	1
607	к чему приводит	1	1
608	его потому что	1	1
609	в свете этих	1	1
610	исследование показывает что	4	1
611	и в своей	1	1
612	к которому мы	1	1
613	которые могут быть	1	1
614	вправе были бы	1	1
615	каком отношении находятся	1	1
616	главным образом в	1	1
617	она должна была	1	1
618	вправе сделать вывод	1	1
619	наше предположение что	1	1
620	показать что это	1	1
621	сосна и пальма	1	1
622	по самому своему	1	1
623	в первую очередь	3	1
624	она возникает как	1	1
625	но именно в	1	1
626	разве не ясно	1	1
627	в этом вопросе	2	1
628	тем что она	1	1
629	что вместе с	1	1
630	полном смысле этого	1	1
631	было бы невозможно	1	1
632	приблизительно так же	1	1
633	тех слов которые	1	1
634	в каком направлении	1	1
635	если присмотреться внимательно	1	1
636	таким образом оказывается	2	1
637	и слова в	2	1
638	не выражается в	1	1
639	и все их	1	1
640	на которого мы	1	1
641	при переходе от	8	1
642	из которых каждый	1	1
643	не вещь а	1	1
644	среднее место между	1	1
645	также и в	1	1
646	из этих же	1	1
647	как в ней	1	1
648	решению этого вопроса	1	1
649	в каждом данном	1	1
650	но напротив того	1	1
651	мы приводили выше	1	1
652	ответ на вопрос	1	1
653	в самом начале	5	1
654	переходя от одного	1	1
655	реакция против этого	1	1
656	нельзя было бы	1	1
657	мы должны были	1	1
658	ко всем остальным	1	1
659	то что всякая	1	1
660	оказываются далеко не	1	1
661	и в речи	2	1
662	заключать в себе	2	1
663	в одинаковой степени	2	1
664	таким образом сам	1	1
665	одним из важнейших	1	1
666	в одну кучу	1	1
667	но если это	1	1
668	к другу в	1	1
669	о чем говорится	4	1
670	как это делают	1	1
671	только мы пытаемся	1	1
672	никто не станет	1	1
673	его значение и	1	1
674	в сознании по	1	1
675	что оно не	1	1
676	и в переживании	1	1
677	что относится к	1	1
678	из двух противоположных	1	1
679	и производит впечатление	1	1
680	и что можно	1	1
681	и что мы	1	1
682	что она любит	1	1
683	так что в	2	1
684	в том же	3	1
685	ответить на этот	1	1
686	в том числе	2	1
687	не только ничего	1	1
688	и должен быть	1	1
689	эту точку зрения	2	1
690	с тем же	1	1
691	как такового и	1	1
692	это не может	1	1
693	говорит по этому	1	1
694	что самая структура	1	1
695	она не является	1	1
696	и вследствие этого	1	1
697	на вопрос о	1	1
698	и наоборот в	1	1
699	до некоторой степени	1	1
700	мы тем самым	1	1
701	и есть то	1	1
702	бы ожидать что	1	1
703	чем-то большим чем	1	1
704	анализ показывает что	1	1
705	никакой роли и	1	1
706	снизу вверх от	1	1
707	говорить не только	1	1
708	в целом виде	1	1
709	то же слово	1	1
710	нужно было бы	2	1
711	а и в	1	1
712	зависимости от той	1	1
713	когда ребенок перестает	1	1
714	там и здесь	1	1
715	при этом оказывается	1	1
716	между собой не	1	1
717	того что есть	1	1
718	могут быть названы	1	1
719	конечном счете и	1	1
720	себе подтверждение в	1	1
721	и для психологии	1	1
722	правом мы могли	1	1
723	как бы он	1	1
724	заставляет думать что	1	1
725	говорится в этой	1	1
726	кислород и водород	1	1
727	его жизнь и	1	1
728	вперед по сравнению	1	1
729	могут быть выражены	1	1
730	это означает что	1	1
731	это не та	1	1
732	в самой этой	1	1
733	занимает среднее место	1	1
734	к решению этого	1	1
735	так и во	1	1
736	находят свое выражение	1	1
737	одном и том	3	1
738	не может возникнуть	1	1
739	что целый ряд	1	1
740	формой и что	1	1
741	тем что он	1	1
742	теми или иными	1	1
743	как в свете	1	1
744	все что мы	3	1
745	по своему содержанию	1	1
746	мы можем теперь	1	1
747	должна была бы	1	1
748	тому что в	1	1
749	до известной степени	2	1
750	за основу исследования	1	1
751	мы должны перейти	1	1
752	который нуждается в	1	1
753	из того же	1	1
754	суть дела заключается	1	1
755	это было вызвано	2	1
756	не удивительно что	1	1
757	станем останавливаться на	1	1
758	если продолжить эту	1	1
759	мы очень часто	1	1
760	простого зеркального отражения	1	1
761	но только с	1	1
762	легко убедиться что	1	1
763	связь и сцепление	1	1
764	то новое что	2	1
765	во всем его	1	1
766	само собой если	1	1
767	не станем сейчас	1	1
768	что с этой	1	1
769	все время речь	1	1
770	а не по	1	1
771	в одной плоскости	1	1
772	говорит французская пословица	1	1
773	ничего нового по	1	1
774	во внешнем проявлении	1	1
775	в которой он	2	1
776	только ничего не	1	1
777	но если присмотреться	1	1
778	зрения до конца	1	1
779	бы в одну	1	1
780	необходимо прежде всего	1	1
781	он мог бы	2	1
782	того что мы	1	1
783	в своем развитии	1	1
784	а другой раз	1	1
785	сомнения в том	1	1
786	не принадлежит к	1	1
787	ее совершенно в	1	1
788	и уже в	1	1
789	ключ ко всем	1	1
790	той же мере	2	1
791	как и то	1	1
792	чтобы ответить на	1	1
793	что мы можем	1	1
794	во внимание то	1	1
795	только в самом	1	1
796	не связанной с	1	1
797	что ему нужно	2	1
798	из этого ряда	1	1
799	которое мы встречаем	1	1
800	то все эти	1	1
801	мы сумели сделать	1	1
802	до последнего времени	1	1
803	у ребенка и	1	1
804	в противоположную сторону	1	1
805	его и что	1	1
806	в известном смысле	2	1
807	она все же	1	1
808	дела заключается в	1	1
809	рождаются только в	1	1
810	есть то о	2	1
811	в светлое поле	1	1
812	представлениями и что	1	1
813	отчета в том	1	1
814	и ко всем	2	1
815	в нескольких словах	1	1
816	связанное с ним	1	1
817	в основе этого	1	1
818	только в одной	1	1
819	я хотел сказать	1	1
820	иначе чем это	1	1
821	тот самый пример	1	1
822	есть прежде всего	1	1
823	в этой фразе	1	1
824	у нас на	1	1
825	к другу как	1	1
826	к той же	1	1
827	не менее важным	1	1
828	психологической природе слова	2	1
829	самого начала что	1	1
830	светлое поле сознания	1	1
831	относительно того что	1	1
832	же самое происходит	1	1
833	не может найти	1	1
834	то что для	2	1
835	в свете этого	2	1
836	мы как будто	1	1
837	представить себе что	2	1
838	в известных случаях	1	1
839	но только не	1	1
840	все равно что	1	1
841	то не удивительно	1	1
842	это отнюдь не	1	1
843	в целом мы	1	1
844	нового по сравнению	1	1
845	и другое не	1	1
846	роли и что	1	1
847	идет речь в	1	1
848	всего сказанного выше	2	1
849	что эта фраза	1	1
850	самого начала в	1	1
851	возникает из того	1	1
852	так же хорошо	1	1
853	и там и	1	1
854	что несмотря на	1	1
