N	3gram	Vinokur_St	Marksizm
170	во втором случае	2	1
171	и во всякой	1	1
172	сам по себе	1	1
173	ни один культурный	1	1
174	в каком случае	1	1
175	в иных случаях	2	1
176	что он сам	1	1
177	быть не могло	1	1
178	во многих отношениях	1	1
179	для правильного понимания	1	1
180	и о чем	2	1
181	следует сказать что	1	1
182	слово должно было	1	1
183	вместо того чтобы	1	1
184	другой стороны и	1	1
185	же отметить что	1	1
186	и для самого	1	1
187	были не только	1	1
188	или лучше сказать	2	1
189	деле конечно и	1	1
190	в соответствии с	1	1
191	но он и	1	1
192	в кавказском пленнике	2	1
193	как бы он	1	1
194	даже и в	1	1
195	но также и	5	1
196	несколько отрывков из	1	1
197	а с другой	1	1
198	а в том	1	1
199	но даже и	1	1
200	и по отношению	1	1
201	не только не	2	1
202	и вся история	1	1
203	и та и	1	1
204	с их точки	1	1
205	и как он	1	1
206	и не хочет	1	1
207	каждой из этих	1	1
208	само собою разумеется	2	1
209	в наше время	1	1
210	бы в форме	1	1
211	самом деле было	1	1
212	в самом тексте	2	1
213	имел в виду	1	1
214	это вовсе не	1	1
215	времени не было	1	1
216	и на все	1	1
217	но то что	1	1
218	но и это	1	1
219	в первую очередь	2	1
220	так же и	1	1
221	того чтобы показать	1	1
222	само собой разумеется	1	1
223	своеобразия и не	1	1
224	не только по	1	1
225	сих пор не	1	1
226	что он делает	1	1
227	существует лишь в	1	1
228	на эти вопросы	3	1
229	но он не	1	1
230	то все же	1	1
231	вместе с тем	2	1
232	вообще не существует	2	1
233	что почти все	1	1
234	но кроме того	1	1
235	как это делает	1	1
236	о которой говорят	1	1
237	тем что в	2	1
238	не проще ли	1	1
239	том что слово	1	1
240	он не только	2	1
241	именно там где	1	1
242	не оставляют в	1	1
243	в одной из	3	1
244	не имеет никакого	1	1
245	собой разумеется что	1	1
246	лишь на то	1	1
247	значит что в	1	1
248	самом деле конечно	1	1
249	разумеется что в	1	1
250	о том каким	1	1
251	в другом месте	1	1
252	и вовсе не	1	1
253	что же касается	3	1
254	в целом ряде	1	1
255	то что в	3	1
256	на протяжении всей	1	1
257	почти ничего не	1	1
258	к выводу что	1	1
259	и не было	1	1
260	не всегда можно	1	1
261	в то время	2	1
262	только и могут	1	1
263	xviii и xix	1	1
264	не должен быть	1	1
265	второй половины xix	1	1
266	не говоря уже	2	1
267	кажется что в	1	1
268	не могло в	1	1
269	в обоих случаях	2	1
270	до сегодняшнего дня	1	1
271	во всех случаях	1	1
272	и быть не	1	1
273	дело в том	7	1
274	в лучшем случае	1	1
275	языка не может	1	1
276	с другой же	1	1
277	том что здесь	2	1
278	не имеют прямого	1	1
279	небольшой отрывок из	1	1
280	по его словам	1	1
281	в области других	1	1
282	во всех этих	1	1
283	как бы ни	2	1
284	вне всякого сомнения	2	1
285	бы они ни	1	1
286	иначе и быть	1	1
287	они ни были	1	1
288	с этим не	1	1
289	сих пор и	1	1
290	и без того	1	1
291	и что в	1	1
292	тем или иным	3	1
293	второй части этого	2	1
294	чтобы убедиться в	1	1
295	уже о том	2	1
296	действительно было бы	1	1
297	и лишь в	1	1
298	в таком виде	2	1
299	как бы они	1	1
300	о чем ты	1	1
301	плоть от плоти	1	1
302	вот несколько примеров	2	1
303	а вовсе не	1	1
304	по его мнению	1	1
305	между прочим и	1	1
306	собою разумеется что	2	1
307	в той же	2	1
308	бы ни была	1	1
309	это прежде всего	2	1
310	в виду что	1	1
311	после того как	5	1
312	ни о каком	1	1
