N	2gram	Bakhtin_Pr	Dialekti
867	никаких указаний	1	2
868	на нее	1	2
869	дело в	2	2
870	даже прямо	1	2
871	выходя за	3	2
872	это возможно	1	2
873	ни одна	2	2
874	бы быть	1	2
875	мы ее	1	2
876	но нельзя	2	2
877	этого вопроса	1	2
878	не выходя	3	2
879	в новом	1	2
880	в каждой	1	2
881	свете а	1	2
882	за его	3	2
883	иной чем	1	2
884	нее и	1	2
885	но конечно	4	2
886	ему не	1	2
887	этих двух	1	2
888	человека в	2	2
889	там где	6	2
890	что каждая	1	2
891	и реального	1	2
892	мы же	1	2
893	нужно сказать	1	2
894	же час	1	2
895	выше в	2	2
896	есть как	1	2
897	бытия в	3	2
898	лучшем случае	2	2
899	как таковые	1	2
900	форма есть	6	2
901	в нашей	2	2
902	которую я	1	2
903	всего то	1	2
904	но чисто	1	2
905	мы сказали	1	2
906	без нее	1	2
907	и самого	1	2
908	образом есть	1	2
909	которые в	1	2
910	выражения в	1	2
911	только по	4	2
912	и начинается	1	2
913	в узком	1	2
914	и дальше	1	2
915	наконец все	1	2
916	переход в	1	2
917	природой и	1	2
918	в целом	3	2
919	в чисто	1	2
920	психических состояний	1	1
921	не связан	1	1
922	человек может	1	1
923	и другие	2	1
924	из сторон	1	1
925	и содержания	3	1
926	зрения на	1	1
927	стать только	1	1
928	вымысел не	1	1
929	форма но	2	1
930	некоторой степени	1	1
931	каждого отдельного	1	1
932	случае мы	2	1
933	quaternio terminorum	1	1
934	в применении	3	1
935	момента в	2	1
936	глаза и	1	1
937	формы в	1	1
938	себе самой	1	1
939	и оправдание	1	1
940	ответа не	1	1
941	глубоко и	1	1
942	которое может	1	1
943	так например	1	1
944	бесконечного и	1	1
945	собственно не	2	1
946	с формальной	1	1
947	он совершенно	1	1
948	но эти	1	1
949	но каким	1	1
950	вещь может	1	1
951	его тело	1	1
952	этом основании	1	1
953	и значение	2	1
954	воля и	1	1
955	он далеко	1	1
956	каким образом	1	1
957	как осуществляется	1	1
958	особенности же	1	1
959	все моменты	2	1
960	же осуществляется	1	1
961	отрешение от	1	1
962	видимая и	1	1
963	и назначения	1	1
964	конечно он	1	1
965	и умирает	1	1
966	только момент	1	1
967	конечном счете	4	1
968	художественное или	1	1
969	не научного	1	1
970	и момент	1	1
971	не захватывает	1	1
972	будущим как	1	1
973	должен понять	1	1
974	от эстетической	1	1
975	правда в	1	1
976	и чувство	1	1
977	предмет и	1	1
978	в психике	6	1
979	от метафизического	1	1
980	узнать что	1	1
981	предмета и	2	1
982	как предмету	1	1
983	это определение	1	1
984	эстетическое бытие	2	1
985	зрения с	1	1
986	себя не	1	1
987	к культуре	1	1
988	не его	2	1
989	а иногда	2	1
990	нельзя даже	1	1
991	почти весь	1	1
992	не имели	1	1
993	для выражения	1	1
994	умирает в	1	1
995	можем говорить	2	1
996	во внешнем	1	1
997	что-то на	1	1
998	из других	1	1
999	бытие как	1	1
1000	направлено на	1	1
1001	применении к	3	1
1002	каково бы	1	1
1003	входит в	8	1
1004	имеет в	1	1
1005	все свои	1	1
1006	именно эта	1	1
1007	бы из	1	1
1008	суждения и	2	1
1009	в самых	1	1
1010	что вся	1	1
1011	относится не	1	1
1012	нашем случае	1	1
1013	новом свете	1	1
1014	но может	1	1
1015	ее самой	1	1
1016	трех моментов	1	1
1017	можно воспринять	1	1
1018	точками зрения	1	1
1019	не занимает	1	1
1020	приходит к	1	1
1021	ценности и	2	1
1022	этим не	1	1
1023	разных сторон	1	1
1024	на научность	1	1
1025	душе его	1	1
1026	душу и	1	1
1027	но этот	1	1
1028	отношения и	2	1
1029	стали бы	1	1
1030	могут и	1	1
1031	вообще и	1	1
1032	ее форма	1	1
1033	только последовательно	1	1
1034	или если	1	1
1035	форме но	1	1
1036	с самим	2	1
1037	кончается и	2	1
1038	эти попытки	1	1
1039	случайной и	1	1
1040	поэзии хотя	1	1
1041	входят в	3	1
1042	подобное рассуждение	1	1
1043	содержание есть	4	1
1044	а со	1	1
1045	иным как	1	1
1046	ли кто-нибудь	1	1
1047	что содержание	2	1
1048	без которой	1	1
1049	границы но	1	1
1050	а следовательно	1	1
1051	состояний или	1	1
1052	имели бы	1	1
1053	того можно	1	1
1054	не имеющая	1	1
1055	выразима в	1	1
1056	и иной	3	1
1057	и выражения	1	1
1058	поэзия не	1	1
1059	ими и	1	1
1060	вся эта	1	1
1061	от ее	2	1
1062	в подобных	1	1
1063	социальные и	1	1
1064	и которое	1	1
1065	входит не	1	1
1066	этих моментов	1	1
1067	в контексте	1	1
1068	не происходит	1	1
1069	и весь	2	1
1070	события а	1	1
1071	него как	1	1
1072	не выходит	1	1
1073	к их	1	1
1074	мифе в	1	1
1075	в принципе	1	1
1076	а наоборот	1	1
1077	так она	1	1
1078	мы принуждены	1	1
1079	они осуществляются	1	1
1080	как-то дано	1	1
1081	она как	1	1
1082	и всей	1	1
1083	искусство в	1	1
1084	материя и	1	1
1085	к себе	2	1
1086	время в	1	1
1087	нашей работы	1	1
1088	форма не	4	1
1089	то действительно	1	1
1090	близка к	1	1
1091	который можно	1	1
1092	нам совершенно	1	1
1093	подчеркивает ее	1	1
1094	объект в	5	1
1095	но действительность	1	1
1096	и за	1	1
1097	они в	1	1
1098	нигде не	1	1
1099	видит в	1	1
1100	чисто познавательным	1	1
1101	в конечном	4	1
1102	как одну	1	1
1103	что или	1	1
1104	всех его	4	1
1105	необходим для	1	1
1106	дало бы	1	1
1107	потому в	1	1
1108	и всего	1	1
1109	дано в	3	1
1110	и движется	1	1
1111	смысле и	1	1
1112	событие в	2	1
1113	этом последнем	1	1
1114	формы а	1	1
1115	и дух	1	1
1116	чем иным	1	1
1117	всеми его	1	1
1118	как просто	1	1
1119	вообще есть	1	1
1120	отличии от	1	1
1121	или что-то	1	1
1122	большой или	1	1
1123	выражением своего	1	1
1124	покой и	1	1
1125	его значение	1	1
1126	искусстве в	1	1
1127	никакой действительности	1	1
1128	собою и	1	1
1129	с понятием	1	1
1130	подобных случаях	1	1
1131	не иначе	1	1
1132	и отдельные	1	1
1133	и религиозной	1	1
1134	могли найти	1	1
1135	философски и	1	1
1136	чтобы его	2	1
1137	внутренний человек	1	1
1138	от чисто	2	1
1139	двух миров	2	1
1140	все стороны	2	1
1141	для формальной	1	1
1142	и самая	1	1
1143	могли бы	1	1
1144	связь с	3	1
1145	но можно	2	1
1146	или за	1	1
1147	природы а	1	1
1148	лица и	2	1
1149	того в	1	1
1150	в мифическую	1	1
1151	должно иметь	2	1
1152	и познания	2	1
1153	только путем	1	1
1154	при чтении	1	1
1155	к слову	1	1
1156	творца и	3	1
1157	в философии	1	1
1158	мир где	1	1
1159	очень часто	1	1
1160	все остальные	1	1
1161	применить и	1	1
1162	ему на	1	1
1163	к искусству	1	1
1164	как человек	1	1
1165	человека как	2	1
1166	найти себе	1	1
1167	было только	1	1
1168	на эстетику	1	1
1169	видит и	1	1
1170	объект как	4	1
1171	бы они	1	1
1172	мира так	1	1
1173	можно сделать	2	1
1174	однако эта	1	1
1175	из мира	1	1
1176	от которых	1	1
1177	содержания и	6	1
1178	этого является	1	1
1179	самый момент	1	1
1180	и воспринимается	1	1
1181	ни материальная	1	1
1182	глубине и	1	1
1183	науки еще	1	1
1184	в нее	1	1
1185	его отличии	1	1
1186	в боге	1	1
1187	и исторические	1	1
1188	находить в	1	1
1189	ее вещность	1	1
1190	необходимое и	1	1
1191	в самой	2	1
1192	его так	1	1
1193	или наконец	1	1
1194	органах но	1	1
1195	значение и	1	1
1196	и интересует	1	1
1197	а чисто	1	1
1198	мир на	1	1
1199	напряжения и	3	1
1200	науку об	3	1
1201	но чем	1	1
1202	мы называем	1	1
1203	глубине широте	1	1
1204	не входят	4	1
1205	искусства но	4	1
1206	живущие и	1	1
1207	всех сторон	2	1
1208	о других	1	1
1209	самого ни	1	1
1210	ее а	1	1
1211	это ни	1	1
1212	и смысловую	1	1
1213	которое оно	1	1
1214	уже указывали	1	1
1215	точнее и	1	1
1216	форма может	1	1
1217	от единого	1	1
1218	невозможно в	1	1
1219	говорить уже	1	1
1220	искусство должно	1	1
1221	слишком часто	1	1
1222	объекта не	2	1
1223	в культуре	2	1
1224	в познание	1	1
1225	ибо это	1	1
1226	в единство	2	1
1227	другой более	1	1
1228	быть просто	1	1
1229	суть нечто	1	1
1230	нет а	2	1
1231	слова это	1	1
1232	к такому	1	1
1233	положения и	1	1
1234	резко отличается	1	1
1235	как одна	1	1
1236	и должны	2	1
1237	его уже	1	1
1238	и познаваемого	1	1
1239	вещи а	1	1
1240	оно было	2	1
1241	нуждается ни	1	1
1242	не чем	1	1
1243	и закон	1	1
1244	его содержание	1	1
1245	есть я	1	1
1246	и менее	1	1
1247	самим и	1	1
1248	значение только	1	1
1249	имеет определенную	1	1
1250	данное и	1	1
1251	характер и	1	1
1252	или нашел	1	1
1253	о чувстве	1	1
1254	для них	1	1
1255	предмет тем	1	1
1256	поэтому она	1	1
1257	мере и	1	1
1258	том и	1	1
1259	под этим	1	1
1260	этот смысл	1	1
1261	и несмотря	1	1
1262	не вещь	1	1
1263	нам в	1	1
1264	здесь мы	2	1
1265	до этого	1	1
1266	в органах	1	1
1267	все четыре	1	1
1268	есть лишь	3	1
1269	которые действительно	1	1
1270	обходится без	1	1
1271	чисто познавательной	5	1
1272	это чувство	1	1
1273	именно не	1	1
1274	вещи но	1	1
1275	эти пределы	1	1
1276	оно оказывается	1	1
1277	в романе	4	1
1278	и действительно	1	1
1279	с указанной	1	1
1280	для познания	5	1
1281	только оно	1	1
1282	ибо здесь	1	1
1283	эти явления	1	1
1284	может стать	3	1
1285	можно даже	1	1
1286	своей чистой	1	1
1287	на эту	1	1
1288	целое как	1	1
1289	приводит к	3	1
1290	или для	1	1
1291	существе есть	1	1
1292	быть конечно	2	1
1293	здесь нет	2	1
1294	на другие	1	1
1295	должен обратиться	1	1
1296	этого движения	1	1
1297	не входит	10	1
1298	ничему не	1	1
1299	своего объекта	2	1
1300	и философски	1	1
1301	свое время	1	1
1302	в рассмотрение	2	1
1303	слова для	1	1
1304	момент а	1	1
