N	2gram	Nazirov_Tr	Psycholo
263	к жизни	5	7
264	видит в	1	7
265	на другой	1	7
266	с которым	1	7
267	а как	2	7
268	взгляд на	1	7
269	ее не	1	7
270	а на	1	7
271	слова в	1	7
272	смысл этого	1	6
273	вот что	1	6
274	из самых	2	6
275	показал что	1	6
276	он был	2	6
277	рядом с	1	6
278	не могла	1	6
279	обратимся к	1	6
280	смотреть на	1	6
281	никто не	3	6
282	в стихах	1	6
283	он же	1	6
284	на две	1	6
285	нуждается в	1	6
286	в русском	2	6
287	за этим	1	6
288	на нее	1	6
289	мы узнаем	1	6
290	к ней	1	6
291	событий и	1	6
292	гораздо больше	1	6
293	совершенно в	1	6
294	имеет в	2	6
295	для понимания	1	6
296	она как	2	6
297	тем не	1	6
298	х годов	1	6
299	что под	1	6
300	что за	3	6
301	это мы	1	6
302	и вместе	1	6
303	ответом на	1	6
304	за пределы	1	6
305	уже не	2	6
306	о его	2	6
307	его с	1	6
308	нас от	1	6
309	тот кто	1	6
310	то и	2	6
311	в обществе	1	6
312	что я	4	6
313	ничем не	2	6
314	она должна	2	6
315	два противоположных	1	6
316	отношение к	2	6
317	в душе	2	5
318	сам автор	1	5
319	а затем	1	5
320	и сам	3	5
321	и еще	1	5
322	сходство с	1	5
323	между собой	1	5
324	эти слова	1	5
325	чтобы он	1	5
326	и чтобы	1	5
327	тем и	1	5
328	над ним	1	5
329	где мы	1	5
330	вместо того	1	5
331	на вопрос	1	5
332	быть не	1	5
333	значение и	1	5
334	и теперь	1	5
335	не понимает	1	5
336	этими словами	1	5
337	что ему	1	5
338	и всегда	1	5
339	неизмеримо более	1	5
340	к одному	1	5
341	человека и	1	5
342	не вызывает	1	5
343	социальной жизни	1	5
344	силы и	1	5
345	но они	2	5
346	не мог	2	5
347	то в	1	5
348	и эту	1	5
349	но еще	1	5
350	и за	2	5
351	и она	1	5
352	для ее	1	5
353	он сказал	1	5
354	не значит	1	5
355	все события	1	5
356	вот как	1	5
357	в романе	10	5
358	знает что	2	5
359	только о	2	5
360	это очень	5	5
361	человеком и	1	5
362	конечно в	1	5
363	вызывает в	1	5
364	а я	5	5
365	сама собой	1	4
366	в применении	1	4
367	из ее	1	4
368	с собой	1	4
369	или от	1	4
370	применении к	1	4
371	из себя	1	4
372	это же	1	4
373	а между	1	4
374	в связи	1	4
375	одном из	2	4
376	мы опять	1	4
377	один раз	1	4
378	и хотя	1	4
379	должны были	1	4
380	любви и	2	4
381	к сожалению	1	4
382	что когда	1	4
383	тот самый	1	4
384	в глазах	2	4
385	где он	1	4
386	видит что	1	4
387	борьбу с	1	4
388	но эта	2	4
389	по самой	1	4
390	именно эта	1	4
391	или как	1	4
392	и вне	1	4
393	вплоть до	1	4
394	для ребенка	1	4
395	к числу	1	4
396	в первом	2	4
397	что ее	1	4
398	а нечто	1	4
399	в это	2	4
400	в каких	1	4
401	вот почему	1	4
402	с помощью	1	4
403	всю жизнь	1	4
404	перед ним	1	4
405	с этими	1	4
406	который в	2	4
407	после того	1	4
408	начала и	1	4
409	т е	1	4
410	ли мы	1	4
411	сказал что	1	4
412	в мире	3	4
413	материалом для	1	4
414	в пьесе	1	4
415	это может	1	4
416	литературы и	1	4
417	что без	1	4
418	почти не	1	4
419	с ними	1	4
420	в истории	1	4
421	же время	6	4
422	во сне	2	4
423	мог бы	3	4
424	говорил что	1	4
425	как во	1	4
426	высшей степени	1	4
427	не для	1	4
428	как у	2	4
429	только он	1	4
430	за то	1	4
431	обстоит дело	1	4
432	к области	2	4
433	что образ	3	4
434	стало быть	1	4
435	считает что	1	4
436	в центре	1	3
437	не столько	1	3
438	что наш	1	3
439	всем его	1	3
440	было в	2	3
441	но гораздо	1	3
442	к своей	1	3
443	он считает	1	3
444	романа как	1	3
445	во времена	1	3
446	он сам	7	3
447	на котором	1	3
448	все в	1	3
449	самой природе	1	3
450	под маской	1	3
451	сильнее и	1	3
452	на земле	1	3
453	романе в	1	3
454	характеры и	1	3
455	имеет целью	1	3
456	его как	1	3
457	в форме	1	3
458	мы начинаем	1	3
459	с такими	1	3
460	бросается в	2	3
461	не быть	1	3
462	еще в	2	3
463	не из	1	3
464	этом случае	1	3
465	в последней	1	3
466	он и	2	3
467	смысл этой	1	3
468	этого романа	2	3
469	стремление к	1	3
470	и я	2	3
471	со своей	1	3
472	но уже	1	3
473	в сцене	1	3
474	с первого	2	3
475	на них	1	3
476	ему нужно	1	3
477	связь и	1	3
478	отвращение к	1	3
479	могло быть	1	3
480	эту сцену	1	3
481	он с	1	3
482	за счет	1	3
483	ребенка и	2	3
484	же мысль	1	3
485	быть может	1	3
486	ко всем	1	3
487	перед собой	1	3
488	время с	1	3
489	эпизод с	3	3
490	которой он	1	3
491	если так	1	3
492	связь между	1	3
493	всего этого	1	3
494	быть в	1	3
495	что говорит	2	3
496	создается впечатление	2	3
497	впадает в	1	3
498	случайное и	1	3
499	то для	1	3
500	чем у	1	3
501	даже на	2	3
502	как же	2	3
503	одним из	1	3
504	и жизнь	1	3
505	когда я	1	3
506	от самого	1	3
507	личности и	2	3
508	даже не	1	3
509	умирает и	1	3
510	образы и	1	3
511	и др	1	3
512	и который	1	3
513	и должно	1	3
514	романа в	1	3
515	что сам	1	3
516	из тех	1	3
517	состоит из	2	3
518	это понятие	1	3
519	к себе	1	3
520	значение для	1	3
521	очень хорошо	1	3
522	сознательно и	1	3
523	что тут	1	3
524	психологического исследования	1	3
525	для искусства	2	3
526	же не	1	3
527	чем он	2	3
528	как нечто	1	3
529	по словам	2	3
530	а также	1	3
531	естественно что	1	3
532	а к	1	3
533	стихах и	1	3
534	что нужно	1	3
535	повод для	1	3
536	роман и	1	3
537	в высшей	1	3
538	в новой	1	3
539	ничего подобного	1	3
540	говорит не	1	3
541	как много	1	2
542	возьмем ли	1	2
543	роман в	1	2
544	этим объясняется	2	2
545	его романа	1	2
546	русской интеллигенции	1	2
547	боль и	1	2
548	не понимая	1	2
549	говорится о	1	2
550	это его	1	2
551	и должна	1	2
552	времени в	2	2
553	но может	1	2
554	отметить что	1	2
555	почти в	1	2
556	с другим	1	2
557	казалось что	1	2
558	в голове	1	2
559	русский язык	1	2
560	к ее	1	2
561	намек на	1	2
562	человека именно	1	2
563	что уже	1	2
564	он бы	1	2
565	место где	1	2
566	чисто формальным	1	2
567	этом романе	1	2
568	ума и	1	2
569	искусство для	1	2
570	поэтому он	1	2
571	и взамен	1	2
572	трагедии все	1	2
573	о себе	1	2
574	до самой	1	2
575	по своей	1	2
576	не раз	1	2
577	того кто	1	2
578	непременно должно	1	2
579	роль играет	1	2
580	любовь в	1	2
581	чтобы не	1	2
582	в какой-то	1	2
583	для самого	1	2
584	от нее	1	2
585	так ли	1	2
586	раз он	2	2
587	если за	1	2
588	мы встречаем	1	2
589	ты все	1	2
590	прием и	1	2
591	и далее	1	2
592	романа и	3	2
593	это чувство	1	2
594	жизни в	1	2
595	я хочу	1	2
596	нет в	2	2
597	такая точка	1	2
598	это был	2	2
599	впечатление что	2	2
600	и холодного	1	2
601	же я	1	2
602	более чем	1	2
603	в образах	1	2
604	с того	1	2
605	к людям	3	2
606	отца и	2	2
607	и т.д	1	2
608	в сфере	1	2
609	мать и	1	2
610	идей и	1	2
611	часто и	1	2
612	этого нового	1	2
613	с каким	1	2
614	к величайшему	1	2
615	быть отнесены	1	2
616	в литературе	1	2
617	части романа	1	2
618	и глаза	1	2
619	и могут	1	2
620	в условиях	1	2
621	и ко	1	2
622	это как	1	2
623	всяких прикрас	1	2
624	свой роман	1	2
625	свою трагедию	1	2
626	к смерти	1	2
627	борьбе за	1	2
628	вообще не	1	2
629	никому не	1	2
630	человек не	1	2
631	является ли	1	2
632	это тот	1	2
633	из авторов	1	2
634	любовь к	1	2
635	его за	2	2
636	над ними	1	2
637	в борьбе	1	2
638	имеет для	1	2
639	так часто	1	2
640	ведет к	1	2
641	жизни ее	1	2
642	но у	1	2
643	оттого что	1	2
644	эти мысли	1	2
645	вместе и	1	2
646	ввел в	1	2
647	совершенно ином	1	2
648	не вполне	1	2
649	всего что	1	2
650	правоту в	1	2
651	у себя	1	2
652	в самое	1	2
653	для разработки	1	2
654	входят в	1	2
655	они сами	1	2
656	тут же	2	2
657	нужно для	1	2
658	будущего и	1	2
659	бы нарочно	1	2
660	характер ее	1	2
661	выражение лица	1	2
662	на свете	1	2
663	этими двумя	2	2
664	совершает в	1	2
665	рассказ об	1	2
666	но этого	2	2
667	признается что	1	2
668	между этими	2	2
669	совершенно случайно	1	2
670	не был	2	2
671	необходимое условие	1	2
672	и цель	1	2
673	природе своей	1	2
674	объясняется и	1	2
675	это по	1	2
676	в ход	1	2
677	как система	1	2
678	в окончательном	1	2
679	когда его	1	2
680	это была	1	2
681	такой силой	1	2
682	чтобы превратить	1	2
683	в прошлое	1	2
684	до этого	1	2
685	в россии	1	2
686	всем протяжении	1	2
687	похожим на	1	2
688	потому как	1	2
689	растет и	1	2
690	на всю	1	2
691	чем же	1	2
692	того самого	1	2
693	он именно	1	2
694	он есть	1	2
695	она все	2	2
696	как искусство	1	2
697	не за	2	2
698	виде и	1	2
699	друг друга	2	2
700	не понимал	1	2
701	вдруг с	1	2
702	из своих	2	2
703	на одной	1	2
704	на грани	1	2
705	есть с	1	2
706	которая составляет	1	2
707	перед смертью	1	2
708	и психологически	1	2
709	виде в	1	2
710	это происходит	1	2
711	ко всему	1	2
712	только к	2	2
713	взрослого человека	1	2
714	исследования в	1	2
715	таком виде	1	2
716	в книге	1	2
717	самой своей	1	2
718	на всем	2	2
719	на ту	1	2
720	соединенные в	1	1
721	в настоящем	1	1
722	писателя и	2	1
723	в особую	1	1
724	отдельные черты	1	1
725	мечта о	1	1
726	единственное что	1	1
727	б я	1	1
728	и лучше	2	1
729	что живет	1	1
730	наслаждение ею	1	1
731	разу не	1	1
732	встречается в	1	1
733	в духе	1	1
734	и юмор	1	1
735	играет чрезвычайно	1	1
736	эти черты	1	1
737	играть в	1	1
738	матери и	1	1
739	этого характера	1	1
740	лишь бы	1	1
741	и образ	1	1
742	при создании	1	1
743	я вижу	1	1
744	черты но	1	1
745	а стало	1	1
746	в такое	1	1
747	природе вещей	1	1
748	хочет и	1	1
749	понимаем что	1	1
750	этой связи	1	1
751	же говорит	1	1
752	в многолюдных	1	1
753	всегда будет	1	1
754	и начинает	1	1
755	на новую	1	1
756	опять в	1	1
757	страдания и	1	1
758	этого чувства	1	1
759	именно так	1	1
760	совершенно иная	1	1
761	достоевского но	1	1
762	распадается на	1	1
763	и которое	1	1
764	по природе	1	1
765	в ребенке	1	1
766	он непременно	1	1
767	его дочь	2	1
768	самое большее	1	1
769	так он	1	1
770	но от	1	1
771	в ресторане	2	1
772	к речи	1	1
773	собака с	1	1
774	отказывается от	2	1
775	третий раз	1	1
776	бессмысленной и	1	1
777	он разъясняет	1	1
778	а за	1	1
779	линию романа	1	1
780	все по	1	1
781	на себя	1	1
782	откуда же	1	1
783	xviii века	1	1
784	тому типу	1	1
785	противопоставляет свою	1	1
786	в третий	1	1
787	с жизнью	1	1
788	с отцом	1	1
789	средство для	1	1
790	она тайком	1	1
791	людей в	1	1
792	это могло	1	1
793	оставаться за	1	1
794	я в	1	1
795	понимание этого	1	1
796	к роману	1	1
797	него есть	1	1
798	в скрытом	1	1
799	называет его	1	1
800	ее последней	1	1
801	теперь уже	1	1
802	xvii века	1	1
803	он стал	1	1
804	эти сюжетные	1	1
805	своей страсти	1	1
806	доходит до	1	1
807	говорили что	1	1
808	очень может	1	1
809	он еще	1	1
810	опять к	1	1
811	начинаем ощущать	1	1
812	строится на	1	1
813	хлеб и	1	1
814	узнаем в	1	1
815	человека мы	1	1
816	ты мне	1	1
817	до начала	1	1
818	напротив для	1	1
819	своего рода	3	1
820	это говорит	1	1
821	зачем она	1	1
822	является ее	1	1
823	также что	1	1
824	дорогу в	1	1
825	лицо но	1	1
826	детей и	1	1
827	о рассказе	1	1
828	но позвольте	1	1
829	передается и	1	1
830	второй части	1	1
831	и прямо	1	1
832	в испуге	1	1
833	не нашло	1	1
834	себя на	1	1
835	и пусть	1	1
836	никакого значения	1	1
837	отнесены к	1	1
838	была и	1	1
839	конфликт между	1	1
840	роли в	1	1
841	если можно	1	1
842	речи я	1	1
843	этот образ	4	1
844	это самое	1	1
845	в черновиках	1	1
846	задачи он	1	1
847	которых можно	1	1
848	все сильнее	1	1
849	он впадает	1	1
850	виду не	1	1
851	значение этого	1	1
852	власть и	1	1
853	будет она	1	1
854	в понятие	1	1
855	перед ее	1	1
856	критики совершенно	1	1
857	и посвящена	1	1
858	тогда как	1	1
859	жизни на	1	1
860	ли есть	1	1
861	кого попало	1	1
862	речи в	1	1
863	из первых	1	1
864	с сентиментальной	1	1
865	романа или	1	1
866	глаза в	1	1
867	поведение в	2	1
868	усиливает и	1	1
869	открывает ему	1	1
870	эффект производит	1	1
871	он просит	1	1
872	а это	1	1
873	в жизнь	1	1
874	нам еще	1	1
875	романах достоевского	2	1
876	на русский	1	1
877	нет это	1	1
878	отвечает ему	2	1
879	ее к	2	1
880	распространять на	1	1
881	больше в	1	1
882	и беспокойство	1	1
883	составляет самую	1	1
884	о жизни	2	1
885	ужас и	1	1
886	в переводе	1	1
887	что ж	1	1
888	это хорошо	1	1
889	к вам	1	1
890	однако есть	1	1
891	а он	1	1
892	времени так	1	1
893	эти же	1	1
894	без конца	1	1
895	своих самых	1	1
896	возвращается к	1	1
897	это мне	1	1
898	в поле	3	1
899	назад то	1	1
900	все усилия	1	1
901	одну из	1	1
902	однако ни	1	1
903	ее жизни	2	1
904	а по	1	1
905	есть и	1	1
906	морали как	1	1
907	человека с	1	1
908	на смерть	1	1
909	скажет что	1	1
910	драме в	1	1
911	ее морали	2	1
912	во многом	1	1
913	другой факт	1	1
914	мы бы	1	1
915	деле же	1	1
916	эту тему	1	1
917	но я	1	1
918	право на	1	1
919	он пытался	1	1
920	дочь и	1	1
921	в разговоре	1	1
922	подчиненную роль	1	1
923	в эпоху	1	1
924	ни разу	1	1
925	для чтения	1	1
926	вырастает в	1	1
927	некоторые черты	1	1
928	сам сознает	1	1
929	бедствия и	1	1
930	перед собою	1	1
931	в момент	1	1
932	прекрасное и	1	1
933	против кого	1	1
934	он всегда	4	1
935	только нет	1	1
936	она всегда	1	1
937	очень важно	2	1
938	и достоевский	1	1
939	как своего	1	1
940	внешней формы	1	1
941	есть высшая	1	1
942	а там	1	1
943	же являются	1	1
944	это должно	1	1
945	потрясающей силой	1	1
946	но самое	1	1
947	случай не	1	1
948	ее души	1	1
949	это глубоко	1	1
950	разговоре с	1	1
951	года и	1	1
952	линия романа	1	1
953	он вполне	1	1
954	у достоевского	5	1
955	начнем с	1	1
956	в дальнейшем	5	1
957	сам же	1	1
958	а чтобы	1	1
959	говорит по	1	1
960	всегда с	1	1
961	восходит к	1	1
962	чувствует себя	1	1
963	была его	1	1
964	ребенка в	2	1
965	этом мы	1	1
966	повторяет в	1	1
967	романа на	1	1
968	оно начинает	1	1
969	уже было	1	1
970	об отношении	1	1
971	старика и	1	1
972	она тоже	1	1
973	сам указывает	1	1
974	природу человека	1	1
975	душу и	1	1
976	относит к	1	1
977	в настоящей	1	1
978	что писал	1	1
979	бы лучше	1	1
980	еще по	1	1
981	по контрасту	2	1
982	не понял	1	1
983	даже сам	1	1
984	это она	1	1
985	и усиливает	1	1
986	форму то	1	1
987	что лицо	1	1
988	и служит	1	1
989	таких людей	1	1
990	от природы	1	1
991	мертвецы в	1	1
992	объясняется тем	1	1
993	тогда и	1	1
994	трагедию с	1	1
995	любит и	1	1
996	как есть	1	1
997	на первую	1	1
998	есть такая	1	1
999	иллюзии и	1	1
1000	и притом	1	1
1001	что вы	3	1
1002	говорит в	1	1
1003	не удалась	1	1
1004	исходит от	1	1
1005	как его	1	1
1006	он рассматривает	1	1
1007	она стремится	1	1
1008	века в	1	1
1009	борьба двух	1	1
1010	может жить	1	1
1011	не сводится	1	1
1012	и которую	1	1
1013	и создается	1	1
1014	в и	1	1
1015	не играют	2	1
1016	с потрясающей	1	1
1017	боли и	2	1
1018	подобного нет	1	1
1019	писатель не	2	1
1020	всем нам	1	1
1021	у которого	1	1
1022	но без	1	1
1023	что ты	1	1
1024	жизнь как	1	1
1025	но несмотря	1	1
1026	подобной же	1	1
1027	над человеком	1	1
1028	он показывает	1	1
1029	писателя в	1	1
1030	за себя	1	1
1031	гораздо важнее	2	1
1032	самую суть	1	1
1033	и особенно	1	1
1034	внимания но	1	1
1035	романа не	1	1
1036	теперь я	1	1
1037	человеческой личности	2	1
1038	от самой	1	1
1039	начала трагедии	1	1
1040	сходную позицию	1	1
1041	это выражение	1	1
1042	вот его	1	1
1043	в неизмеримо	1	1
1044	это уже	2	1
1045	в комментариях	1	1
1046	всегда будут	1	1
1047	его правоту	1	1
1048	него нет	1	1
1049	вспомним как	1	1
1050	мы понимаем	1	1
1051	она даже	1	1
1052	начала является	1	1
1053	сюжета но	1	1
1054	не знать	1	1
1055	имел на	1	1
1056	в припадке	1	1
1057	бранью и	1	1
1058	отца он	1	1
1059	автора но	2	1
1060	создает впечатление	1	1
1061	попал в	1	1
1062	самое главное	1	1
1063	человека вот	1	1
1064	случае и	1	1
1065	тогда этого	1	1
1066	рассказывает в	1	1
1067	нельзя же	1	1
1068	самого автора	1	1
1069	камень и	1	1
1070	своего отца	3	1
1071	прикрас и	1	1
1072	волосы и	1	1
1073	известной степени	1	1
1074	чтобы сохранить	1	1
1075	ко всей	1	1
1076	был заимствован	1	1
1077	почему бы	1	1
1078	на улице	1	1
1079	ею было	1	1
1080	морали этот	1	1
1081	что вместе	1	1
1082	прошедшая через	1	1
1083	в романах	1	1
1084	и трагедией	1	1
1085	стиля и	1	1
1086	совершенно справедливы	1	1
1087	близок к	1	1
1088	несколько времени	1	1
1089	всегда была	1	1
1090	ему в	1	1
1091	свой принцип	1	1
1092	героев романа	1	1
1093	свидетельствует о	1	1
1094	не нужен	1	1
1095	ненависть к	2	1
1096	это часто	1	1
1097	даже против	1	1
1098	же легко	1	1
1099	хоть на	1	1
1100	мы отнюдь	1	1
1101	перед читателем	1	1
1102	наших дней	1	1
1103	начала в	1	1
1104	же по	1	1
1105	теперь еще	1	1
1106	очень широкое	1	1
1107	но создает	1	1
1108	страха и	1	1
1109	главе где	1	1
1110	роман достоевского	2	1
1111	отцов и	1	1
1112	в стиле	1	1
1113	и психологической	1	1
1114	правда что	1	1
1115	никакой роли	1	1
1116	положение для	1	1
1117	усиливают эффект	1	1
1118	нашел в	1	1
1119	и критики	1	1
1120	чувство оказывается	1	1
1121	такое время	1	1
1122	отказ от	1	1
1123	этого образа	1	1
1124	которую я	1	1
1125	несколько раз	1	1
1126	же взгляда	1	1
1127	героя с	1	1
1128	и сильнее	1	1
1129	со своими	1	1
1130	сюжетной схеме	1	1
1131	только по	1	1
1132	по плечу	1	1
1133	эти образы	1	1
1134	всегда оказывается	1	1
1135	не любят	1	1
1136	и кончает	1	1
1137	заявляет что	1	1
1138	а жизнь	1	1
1139	и новые	1	1
1140	своего происхождения	1	1
1141	в известной	2	1
1142	вещей это	1	1
