N	2gram	Vygotskiy_	OGranits
147	произведения мы	1	2
148	каждое слово	1	2
149	и является	2	2
150	в тех	3	2
151	в отношении	2	2
152	но такое	1	2
153	к анализу	1	2
154	конечно в	1	2
155	вслед за	3	2
156	против такого	2	2
157	ни одно	1	2
158	другой стороны	8	2
159	представлений и	1	2
160	во времени	2	2
161	не что	2	2
162	но так	1	2
163	не на	1	2
164	от этого	1	2
165	так же	19	2
166	думать что	3	2
167	в них	7	2
168	самого начала	5	2
169	а в	7	2
170	в г	1	2
171	если бы	21	2
172	себе что	1	2
173	от всех	1	2
174	и делают	1	2
175	не сумеем	1	2
176	элемента в	2	2
177	а также	1	2
178	на две	1	2
179	еще в	2	2
180	в ней	5	2
181	с самого	5	2
182	литературное произведение	1	2
183	тем что	8	2
184	и др	2	2
185	могут быть	8	2
186	вовсе не	8	2
187	в действительности	2	2
188	между собою	1	2
189	может в	1	2
190	его на	2	2
191	учение о	1	2
192	имеет место	3	2
193	в зависимости	7	2
194	с ними	1	2
195	при восприятии	1	2
196	может стать	1	2
197	все эти	5	2
198	с другой	12	2
199	как в	4	2
200	не менее	1	2
201	нуждается в	3	2
202	не имеет	2	2
203	там где	6	2
204	можем поставить	1	2
205	в структуре	1	2
206	том что	46	2
207	в нем	13	2
208	уже в	7	2
209	и следовательно	3	2
210	или иного	1	2
211	зависимости от	9	2
212	не мог	1	2
213	а не	16	2
214	в чем	1	2
215	в целом	7	2
216	художественное произведение	5	2
217	и ее	1	2
218	тот же	5	2
219	подойти к	1	2
220	к тому	12	2
221	есть не	7	2
222	кажется что	2	2
223	слова и	2	2
224	этот материал	2	2
225	бы в	7	2
226	ту основную	1	1
227	застывшее в	1	1
228	в особенности	3	1
229	борьбы и	1	1
230	в некоторых	2	1
231	всего в	1	1
232	только одно	1	1
233	в моменте	1	1
234	поскольку она	1	1
235	как к	1	1
236	этого и	1	1
237	в каждой	3	1
238	и наоборот	2	1
239	который является	1	1
240	в строфе	1	1
241	одного автора	1	1
242	в пении	2	1
243	обычно в	1	1
244	находятся в	4	1
245	то он	2	1
246	несомненно что	2	1
247	не зная	1	1
248	ее и	1	1
249	самые слова	1	1
250	зрения и	1	1
251	своих руках	1	1
252	находит свое	2	1
253	быть сведены	1	1
254	только к	1	1
255	и других	2	1
256	у такого	1	1
257	и он	7	1
258	психической жизни	1	1
259	является для	1	1
260	один из	9	1
261	как ни	4	1
262	со времен	2	1
263	что эстетический	1	1
264	и здесь	11	1
265	осуществляется в	2	1
266	должно составить	1	1
267	такое утверждение	1	1
268	образом мы	3	1
269	уже из	1	1
270	этого необходимо	2	1
271	что язык	1	1
272	то это	6	1
273	как возможность	1	1
274	она и	1	1
275	отличие от	3	1
276	вопрос о	6	1
277	как же	1	1
278	что мы	12	1
279	же мотив	1	1
280	на этом	11	1
281	промежуток времени	1	1
282	два направления	1	1
283	это выходит	1	1
284	они не	3	1
285	построен на	1	1
286	которую мы	2	1
287	на нем	1	1
288	другое дело	1	1
289	только что	11	1
290	в последнее	1	1
291	которая как	1	1
292	эта особенность	1	1
293	даже и	2	1
294	когда искусство	1	1
295	ее на	1	1
296	которые не	2	1
297	указать на	1	1
298	должно быть	6	1
299	того как	4	1
300	человеческого тела	1	1
301	если он	2	1
302	возникающее в	1	1
303	в самых	4	1
304	которой он	1	1
305	и который	1	1
306	необходимо чтобы	2	1
307	и вот	7	1
308	говоря и	1	1
309	на том	4	1
310	другими словами	1	1
311	но при	1	1
312	более или	1	1
313	это особенно	1	1
314	цели которая	1	1
315	внимание на	4	1
316	потому что	48	1
317	в значительной	1	1
318	должны быть	1	1
319	но даже	1	1
320	того чтобы	43	1
321	и если	13	1
322	бы по	3	1
323	же как	4	1
324	всю совокупность	1	1
325	бы мы	7	1
326	и более	1	1
327	но такая	1	1
328	мы имеем	10	1
329	и у	1	1
330	также и	1	1
331	ту же	3	1
332	который противопоставляет	1	1
333	и речи	1	1
334	это и	7	1
335	для того	45	1
336	совсем не	3	1
337	каждой данной	1	1
338	тому как	3	1
339	художественного впечатления	1	1
340	тому что	11	1
341	узком смысле	1	1
342	все то	6	1
343	и дает	3	1
344	с одним	1	1
345	которые и	1	1
346	xvii века	1	1
347	быть не	2	1
348	его за	1	1
349	под ним	1	1
350	и должна	1	1
351	которых он	3	1
352	что всякий	2	1
353	всего целого	1	1
354	вне этого	1	1
355	эстетическим объектом	1	1
356	его и	2	1
357	ними и	1	1
358	он называет	1	1
359	в своем	12	1
360	в разных	1	1
361	или же	1	1
362	какую функцию	1	1
363	говорить не	1	1
364	на самый	1	1
365	речи и	2	1
366	значительной мере	1	1
367	этом отношении	3	1
368	тем как	2	1
369	должны перейти	1	1
370	связанное с	1	1
371	и развиваются	1	1
372	как действительное	2	1
373	что при	5	1
374	точно и	2	1
375	остается только	1	1
376	мысли и	1	1
377	исследования в	1	1
378	материала так	1	1
379	сознании и	1	1
380	ритма и	2	1
381	материалом изучения	1	1
382	полагаем что	1	1
383	в другой	1	1
384	как это	16	1
385	но может	2	1
386	и застывшее	1	1
387	те или	1	1
388	что такое	2	1
389	воплощенной в	1	1
390	что ведь	1	1
391	мы в	3	1
392	объединены в	1	1
393	составить предмет	1	1
394	мы все	8	1
395	то мы	2	1
396	только на	4	1
397	ритм есть	2	1
398	или иные	1	1
399	позволить себе	1	1
400	из того	4	1
401	об этом	5	1
402	содержания и	4	1
403	не имеем	2	1
404	вступает в	1	1
405	только потому	1	1
406	переходит в	1	1
407	остановиться на	1	1
408	разница в	1	1
409	не приходится	1	1
410	никто не	4	1
411	того общего	1	1
412	в нескольких	1	1
413	процессе творчества	1	1
414	и что	45	1
415	говоря словами	1	1
416	на самом	9	1
417	для человека	1	1
418	для них	1	1
419	с установлением	1	1
420	и тот	2	1
421	можно было	6	1
422	в этой	15	1
423	он прекрасно	1	1
424	людей и	1	1
425	дидро в	1	1
426	чуть ли	1	1
427	иметь в	3	1
428	в начале	1	1
429	ни одна	2	1
430	во все	4	1
431	в виду	5	1
432	в нашей	5	1
433	между языком	1	1
434	к другому	2	1
435	быть может	1	1
436	и до	4	1
437	сводится к	7	1
438	здесь уже	2	1
439	истории и	1	1
440	нет никакого	2	1
441	и есть	7	1
442	для своей	1	1
443	конечно не	3	1
444	подобно тому	1	1
445	но это	2	1
446	только то	1	1
447	по себе	13	1
448	в совершенно	6	1
449	этот вопрос	6	1
450	в истории	1	1
451	обычно с	1	1
452	все равно	3	1
453	звуков в	1	1
454	по своей	1	1
455	же время	2	1
456	поэтому не	1	1
457	лежит в	1	1
458	же самые	2	1
459	что слово	1	1
460	его в	2	1
461	которую он	2	1
462	ритма в	1	1
463	то или	1	1
464	основании что	1	1
465	каждый из	2	1
466	а на	1	1
467	быть это	2	1
468	работы и	3	1
469	совершенно справедливо	4	1
470	или иное	1	1
471	и часто	1	1
472	почти никогда	2	1
473	что те	1	1
474	событий и	3	1
475	ко второму	1	1
476	не было	2	1
477	когда мы	10	1
478	и изучение	1	1
479	конечно этим	1	1
480	связи с	2	1
481	этого процесса	1	1
482	ко всем	2	1
483	в борьбе	1	1
484	события и	1	1
485	если не	2	1
486	же не	2	1
487	этой точки	3	1
488	как известно	1	1
489	что касается	4	1
490	состоит в	3	1
491	существует как	1	1
492	если только	4	1
493	его точки	1	1
494	при игре	1	1
495	иное выражение	1	1
496	зависимость от	1	1
497	не знает	2	1
498	является таким	1	1
499	или в	6	1
500	от одного	2	1
501	статье о	1	1
502	сильнее и	1	1
503	в основе	9	1
504	для создания	1	1
505	собственном смысле	2	1
506	почему же	1	1
507	на то	27	1
508	ни о	2	1
509	исторической поэтики	1	1
510	этого произведения	1	1
511	и там	2	1
512	же самое	13	1
513	и глубоко	1	1
514	сказал что	2	1
515	речь в	2	1
516	из нее	2	1
517	равно как	2	1
518	в ритме	3	1
519	следовательно в	2	1
520	в отличие	3	1
521	про себя	1	1
522	их в	4	1
523	и вне	2	1
524	нет и	2	1
525	течение всей	1	1
526	заключается в	13	1
527	и назначение	1	1
528	одним из	1	1
529	отношение к	1	1
530	жизнь как	1	1
531	один элемент	1	1
532	и отчетливое	1	1
533	сам собой	1	1
534	внимания к	1	1
535	природы и	1	1
536	произведения достаточно	1	1
537	весь этот	1	1
538	но столь	1	1
539	каждом отдельном	1	1
540	сказать что	14	1
541	к следующему	2	1
542	и никогда	1	1
543	в конечном	2	1
544	привела его	1	1
545	речи в	1	1
546	него не	1	1
547	или менее	1	1
548	она из	1	1
549	по которым	1	1
550	в выводах	1	1
551	он все	2	1
552	или на	2	1
553	всем протяжении	1	1
554	уже на	1	1
555	что поэтический	2	1
556	же самый	1	1
557	него все	1	1
558	значение имеет	2	1
559	представление о	1	1
560	конечном счете	2	1
561	дойти до	1	1
562	он говорит	5	1
563	такой же	2	1
564	с большим	1	1
565	к другим	2	1
566	систему и	1	1
567	в звуковом	1	1
568	в конце	10	1
569	произведения и	1	1
570	произведения не	1	1
571	в эстетической	1	1
572	обратимся к	1	1
573	действительности для	1	1
574	одной из	2	1
575	например в	2	1
576	свести к	1	1
577	детей и	1	1
578	сложнее и	1	1
579	к ослаблению	1	1
580	в контексте	1	1
581	раньше не	1	1
582	такого понимания	1	1
583	бы что	2	1
584	но далеко	1	1
585	же полагаем	1	1
586	к этому	5	1
587	в одной	4	1
588	роль играет	1	1
589	и как	10	1
590	в выражении	1	1
591	в понимании	2	1
592	вплоть до	1	1
593	до конца	7	1
594	равно не	1	1
595	эти три	3	1
596	все время	44	1
597	что он	30	1
598	что существуют	1	1
599	в узком	1	1
600	столь же	3	1
601	в собственном	2	1
602	что она	10	1
603	себя как	1	1
604	или даже	1	1
605	эту точку	1	1
606	не существует	3	1
607	далеко не	4	1
608	чтобы передать	1	1
609	и о	5	1
610	но что	3	1
611	бы быть	1	1
612	организма и	1	1
613	на который	1	1
614	вместе с	16	1
615	которого является	1	1
616	для понимания	3	1
617	же точно	11	1
618	который в	1	1
619	понимания и	1	1
620	одна из	6	1
621	на эту	1	1
622	но когда	1	1
623	этого слова	1	1
624	другом месте	1	1
625	в которых	4	1
626	но не	9	1
627	где она	1	1
628	так в	4	1
629	и всякого	1	1
630	в лирике	1	1
631	заставить нас	3	1
632	но если	3	1
633	имеет и	2	1
634	здесь и	1	1
635	одно из	1	1
636	с его	6	1
637	что до	1	1
638	сожалению мы	1	1
639	ли не	2	1
640	материал который	1	1
641	при таком	4	1
642	на одном	5	1
643	и именно	8	1
644	себя и	3	1
645	этой школы	1	1
646	оно может	2	1
647	особенности в	1	1
648	поэзии в	1	1
649	по поводу	6	1
650	на место	1	1
651	нам придется	4	1
652	в такой	1	1
653	его роль	1	1
654	на всем	1	1
655	утверждая что	1	1
656	две главы	1	1
657	быть и	2	1
658	в то	6	1
659	нам как	2	1
660	тут же	1	1
661	один и	1	1
662	тем мы	2	1
663	больше и	1	1
664	должно было	2	1
665	с первых	1	1
666	и самый	2	1
667	только с	3	1
668	этого материала	2	1
669	о которых	3	1
670	понятие о	1	1
671	лишается всякой	1	1
672	может и	2	1
673	и оно	1	1
674	ведь и	1	1
675	когда в	2	1
676	в себя	2	1
677	это произведение	1	1
678	что раньше	1	1
679	художественной формы	6	1
680	чтобы заметить	1	1
681	воздействия на	1	1
682	придется остановиться	1	1
683	для этого	12	1
684	мы слышим	1	1
685	она есть	2	1
686	с ее	1	1
687	своих основных	1	1
688	должно служить	1	1
689	из него	1	1
690	не из	2	1
691	и это	13	1
692	переходе от	1	1
693	отдельном случае	1	1
694	свое мнение	2	1
695	в поэтическом	1	1
696	и чем	1	1
697	этим самым	1	1
698	того же	5	1
699	только они	1	1
700	в самой	1	1
701	в виде	3	1
702	которые с	3	1
703	собою и	1	1
704	только о	2	1
705	от него	5	1
706	эта возможность	2	1
707	нам кажется	6	1
708	о какой	1	1
709	основой которого	1	1
710	что вообще	2	1
711	само по	3	1
712	здесь нет	1	1
713	которым этот	1	1
714	словами и	1	1
715	и другое	6	1
716	к нему	1	1
717	едва ли	3	1
718	не можем	8	1
719	часто и	1	1
720	на втором	1	1
721	еще одно	1	1
722	последнее время	1	1
723	счете к	1	1
724	как все	4	1
725	мысли в	1	1
726	тем более	1	1
727	что данное	1	1
728	искусства в	7	1
729	формы и	4	1
730	которую не	1	1
731	как система	1	1
732	сложность этой	1	1
733	в несколько	1	1
734	как из	3	1
735	он действительно	1	1
736	следовательно не	1	1
737	обратиться к	9	1
738	на все	2	1
739	нам представляется	2	1
740	еще не	6	1
