N	3gram	Bakhtin_Fr	Myslijsy
227	в чем же	1	1
228	только в форме	1	1
229	вовлекает в свой	1	1
230	в это время	2	1
231	как и при	1	1
232	тот же предмет	1	1
233	но это есть	1	1
234	что тем самым	1	1
235	человека то есть	1	1
236	еще только в	1	1
237	именно потому что	1	1
238	и телесной жизни	1	1
239	жизни но и	1	1
240	но нет и	1	1
241	один только раз	1	1
242	время в его	1	1
243	если бы она	1	1
244	мысли и не	1	1
245	этот вопрос мы	2	1
246	в настоящее время	1	1
247	и говорит что	1	1
248	от нас и	1	1
249	в большей или	7	1
250	отличает ее от	1	1
251	этот мир и	1	1
252	вряд ли можно	1	1
253	и в самой	1	1
254	в свой круг	1	1
255	и здесь мы	1	1
256	и еще более	1	1
257	многие из тех	1	1
258	него самого и	1	1
259	и во всей	1	1
260	о необходимости и	1	1
261	так и на	3	1
262	это и не	1	1
263	сих пор еще	4	1
264	мы будем называть	1	1
265	на что не	2	1
266	то есть его	1	1
267	точки зрения он	1	1
268	и вообще все	1	1
269	времен и народов	1	1
270	продолжает жить и	2	1
271	убедиться в этом	1	1
272	в них в	1	1
273	в самом зародыше	1	1
274	друг в друга	2	1
275	и человеческой жизни	1	1
276	он не знает	1	1
277	всего того что	2	1
278	во второй половине	2	1
279	никогда не может	1	1
280	и тела в	1	1
281	сказать что и	1	1
282	имеет в виду	1	1
283	требует для своего	1	1
284	отношения к миру	1	1
285	нет и не	1	1
286	тела и не	1	1
287	и связанные с	1	1
288	свое значение и	1	1
289	можно выразить и	1	1
290	сводится к тому	1	1
