N	2gram	Tiupa_Disk	RusskieA
282	в изучении	1	3
283	в различных	2	3
284	по отношению	13	3
285	и те	1	3
286	свою очередь	3	3
287	и еще	1	3
288	как на	1	3
289	к числу	2	3
290	точки зрения	6	3
291	тут же	3	3
292	никогда не	3	3
293	с одной	12	3
294	на него	2	3
295	хотя и	3	3
296	в ее	4	3
297	чем у	2	3
298	по содержанию	1	3
299	тому же	5	3
300	или не	2	3
301	в которой	2	3
302	их по	1	3
303	очевидно что	1	3
304	большинстве случаев	2	3
305	в области	3	3
306	и это	3	3
307	сих пор	1	3
308	в русской	4	3
309	сюда же	1	3
310	в форме	2	3
311	во плоти	1	3
312	с таким	1	3
313	ней в	1	3
314	его к	1	3
315	всех этих	1	3
316	чтобы не	2	3
317	любви и	1	3
318	до сих	1	3
319	них в	2	3
320	то есть	29	3
321	живет в	3	3
322	из которых	1	3
323	к выводу	1	3
324	сводится к	7	3
325	независимо от	1	3
326	если бы	1	3
327	в различные	1	3
328	в своей	10	3
329	можно назвать	2	3
330	жизни в	4	3
331	том как	1	3
332	на каждом	1	3
333	с точки	3	3
334	в отдельности	1	3
335	представление будто	1	3
336	каждый из	2	3
337	и наоборот	1	3
338	из наиболее	2	3
339	нет и	1	3
340	и во	2	3
341	при котором	2	3
342	на этот	1	3
343	не имели	1	3
344	здесь не	1	3
345	они были	2	3
346	и то	4	3
347	только по	1	3
348	это и	2	3
349	что означает	1	3
350	что с	2	3
351	своему происхождению	2	3
352	ее к	1	3
353	с другими	1	3
354	с той	3	3
355	на все	1	3
356	или менее	2	3
357	в одной	4	3
358	быть и	2	3
359	теория не	1	3
360	когда он	3	3
361	что касается	2	3
362	состояло в	1	3
363	в большинстве	3	3
364	отношению к	13	3
365	место в	2	3
366	в период	2	3
367	на то	1	3
368	и его	4	3
369	это в	4	3
370	слова в	2	3
371	не к	3	3
372	исходя из	3	2
373	научной литературе	1	2
374	с этой	2	2
375	тем как	1	2
376	по свидетельству	3	2
377	не как	5	2
378	которые по	1	2
379	это пока	1	2
380	нас в	2	2
381	например с	1	2
382	особенно если	1	2
383	его от	1	2
384	другой стороны	5	2
385	по себе	3	2
386	на свой	1	2
387	от одного	1	2
388	равно как	1	2
389	принадлежат к	3	2
390	в быт	1	2
391	представляли собой	1	2
392	собой не	1	2
393	и следовательно	1	2
394	в момент	2	2
395	представляла собой	1	2
396	состоит не	1	2
397	можно сказать	7	2
398	во все	1	2
399	когда на	1	2
400	раз и	1	2
401	время от	1	2
402	в античности	1	2
403	одной стороны	12	2
404	характер в	1	2
405	в первые	1	2
406	между двумя	1	2
407	говорить о	3	2
408	о них	2	2
409	е годы	2	2
410	сближает его	1	2
411	с другим	1	2
412	в прошлом	1	2
413	некоторое время	1	2
414	пока еще	7	2
415	сказать что	4	2
416	тех случаях	1	2
417	в сказке	3	2
418	в нашем	2	2
419	по-видимому в	1	2
420	в противном	1	2
421	к этим	1	2
422	точка зрения	3	2
423	к различным	2	2
424	и он	2	2
425	собой и	1	2
426	к их	2	2
427	должно быть	2	2
428	время и	2	2
429	собой в	1	2
430	что такое	1	2
431	и за	1	2
432	или иную	1	2
433	там и	1	2
434	можно рассматривать	1	2
435	евгении онегине	1	2
436	одним из	2	2
437	быть только	1	2
438	как его	2	2
439	в конце	1	2
440	в евгении	1	2
441	о народных	1	2
442	между ними	1	2
443	из одного	1	2
444	в чем	2	2
445	могло бы	1	2
446	в каждом	2	2
447	мы можем	1	2
448	в москву	1	2
449	они же	1	2
450	и даже	4	2
451	не дает	1	2
452	он не	4	2
453	и тем	2	2
454	не были	1	2
455	и является	1	2
456	ни одно	2	2
457	его жизнь	1	2
458	также не	1	2
459	остаются на	1	2
460	в новое	1	2
461	он пишет	1	2
462	следует признать	3	2
463	равной степени	2	2
464	когда мы	1	2
465	как известно	1	2
466	его как	3	2
467	это приводит	1	2
468	в себе	22	2
469	образом в	1	2
470	в силу	5	2
471	из этого	1	2
472	не случайно	2	2
473	уходит в	1	2
474	встречается и	1	2
475	и сами	1	2
476	не единственная	1	2
477	в сказках	2	2
478	этому времени	1	2
479	и должны	1	2
480	в жизни	2	2
481	сцены из	1	2
482	не всякий	1	2
483	привело к	4	2
484	выходят на	1	2
485	в область	1	2
486	интерес к	2	2
487	утверждает что	1	2
488	оно не	2	2
489	похожее на	1	2
490	все то	1	2
491	не более	3	2
492	самом деле	2	2
493	отличаются от	1	2
494	их к	1	2
495	обращается к	1	2
496	и действительно	1	2
497	значения и	1	2
498	в одних	1	2
499	xv в	1	2
500	как не	3	2
501	предков в	1	2
502	себя и	2	2
503	поэзии и	1	2
504	при всех	1	2
505	перед нами	4	2
506	но их	1	2
507	не является	5	2
508	и состоит	2	2
509	в иных	1	2
510	не имеют	2	2
511	и теперь	1	2
512	не могло	2	2
513	россии в	1	2
514	подобного рода	1	2
515	целый ряд	2	2
516	литературы в	2	2
517	к другому	3	2
518	народного творчества	2	2
519	не отдельных	1	2
520	который по	3	2
521	с его	9	2
522	по этой	2	2
523	он должен	1	2
524	но оно	1	2
525	ответ на	1	2
526	обе стороны	1	2
527	но на	1	2
528	значение в	1	2
529	они не	2	2
530	на что	1	2
531	для него	9	2
532	этом отношении	4	2
533	сказки о	3	2
534	как у	1	2
535	более позднее	1	2
536	здесь в	4	2
537	из своих	1	2
538	что каждый	1	2
539	основана на	1	2
540	однако не	1	2
541	дело в	3	2
542	это еще	2	2
543	виду что	2	2
544	он видел	2	2
545	чтобы быть	1	2
546	в равной	3	2
547	случае не	1	2
548	и без	2	2
549	случаях когда	1	2
550	мнение что	1	2
551	право на	1	2
552	должен быть	1	2
553	особенно в	1	2
554	и вообще	2	2
555	тем более	1	2
556	обычно в	1	2
557	же из	1	2
558	а как	1	2
559	и притом	1	2
560	же к	1	2
561	и остаются	1	2
562	ту или	1	2
563	другой в	1	2
564	собой как	2	2
565	в частности	18	2
566	в начале	2	2
567	одном ряду	1	2
568	в пределах	4	2
569	время они	1	2
570	отношение к	6	2
571	для обозначения	4	2
572	этом и	1	2
573	а через	1	2
574	за счет	1	2
575	и наконец	2	2
576	в е	3	2
577	в той	2	1
578	что было	1	1
579	в самом	4	1
580	было определено	1	1
581	указывает на	2	1
582	рассказ о	3	1
583	и мотивы	1	1
584	с детства	1	1
585	и имеет	1	1
586	случае мы	1	1
587	выступают в	1	1
588	или нет	1	1
589	одно это	1	1
590	поэтому они	1	1
591	те же	1	1
592	может так	1	1
593	не являются	1	1
594	не бывает	1	1
595	по мере	2	1
596	переходит к	1	1
597	этом основании	1	1
598	на смену	3	1
599	имена которых	1	1
600	в предыдущей	1	1
601	или во	1	1
602	в мифе	1	1
603	в первом	4	1
604	и различные	1	1
605	и сам	2	1
606	в некотором	1	1
607	вопрос этот	1	1
608	значении и	1	1
609	мы и	1	1
610	полагается в	1	1
611	места и	1	1
612	этом состояло	1	1
613	и должен	1	1
614	его на	1	1
615	но далеко	1	1
616	этой по	1	1
617	почему они	1	1
618	в собственном	1	1
619	одновременно и	3	1
620	смерть в	1	1
621	это бывает	1	1
622	по своим	4	1
623	обращения к	1	1
624	науки состоит	1	1
625	которое не	1	1
626	себя не	1	1
627	к своим	3	1
628	мир и	1	1
629	различные формы	2	1
630	xix-xx вв	1	1
631	всему что	1	1
632	обращение к	2	1
633	не удается	1	1
634	он из	1	1
635	таким способом	1	1
636	и образ	1	1
637	первый взгляд	1	1
638	с работой	1	1
639	и того	6	1
640	к теории	1	1
641	рассматриваются не	1	1
642	одного и	5	1
643	другими и	1	1
644	смысла по	1	1
645	в первую	3	1
646	этим связан	1	1
647	было в	4	1
648	не могли	1	1
649	которой он	1	1
650	что всякое	1	1
651	хотя бы	3	1
652	в другом	5	1
653	из жизни	3	1
654	а нередко	1	1
655	имея в	3	1
656	и действия	1	1
657	которых является	1	1
658	пока они	1	1
659	всего как	1	1
660	может служить	2	1
661	но имеют	1	1
662	приходит к	1	1
663	значение чем	1	1
664	и была	1	1
665	не обязательно	4	1
666	превращается в	1	1
667	в игру	1	1
668	своем значении	2	1
669	значительной степени	3	1
670	или точнее	1	1
671	не вполне	1	1
672	отметить что	1	1
673	за рамки	2	1
674	за тридевять	1	1
675	сомнение в	2	1
676	не приходится	2	1
677	на взятие	1	1
678	греков как	1	1
679	ней и	1	1
680	здесь пока	1	1
681	вернуться к	1	1
682	почему и	1	1
683	жизни как	2	1
684	наряду с	1	1
685	в мировом	1	1
686	привели к	1	1
687	а только	1	1
688	новое время	1	1
689	такая же	1	1
690	к которому	2	1
691	учения и	1	1
692	как от	1	1
693	произойти в	1	1
694	приобщения к	1	1
695	сообщается в	1	1
696	согласиться с	1	1
697	без которой	1	1
698	глядит в	1	1
699	или из	2	1
700	и две	1	1
701	не мог	1	1
702	того же	5	1
703	этом же	1	1
704	чем это	1	1
705	что происходило	1	1
706	едва ли	2	1
707	время этого	1	1
708	ближе к	2	1
709	на почве	3	1
710	даже если	1	1
711	и мы	1	1
712	по преимуществу	2	1
713	в научной	1	1
714	из цикла	1	1
715	о двух	1	1
716	года к	1	1
717	одних случаях	1	1
718	указать на	3	1
719	даже к	1	1
720	на спине	1	1
721	в состоянии	1	1
722	обратить внимание	2	1
723	из того	1	1
724	но от	1	1
725	это обстоятельство	1	1
726	совершается на	1	1
727	аналогии с	2	1
728	они в	1	1
729	все но	1	1
730	выступает в	1	1
731	это слово	1	1
732	не от	2	1
733	и развитие	1	1
734	не ограничивается	2	1
735	и один	1	1
736	принадлежащий к	1	1
737	в третьем	1	1
738	входящие в	1	1
739	в результате	3	1
740	на разных	1	1
741	которая состоит	1	1
742	не знает	4	1
743	имел место	1	1
744	не о	2	1
745	с двумя	1	1
746	что его	1	1
747	по аналогии	2	1
748	что не	4	1
749	восходящей к	2	1
750	но для	2	1
751	каждый день	1	1
752	рассказ от	1	1
753	из мифа	1	1
754	а преимущественно	1	1
755	не есть	3	1
756	из главных	1	1
757	даже не	1	1
758	одном из	2	1
759	в ряду	4	1
760	так сказать	3	1
761	лежит не	1	1
762	в исторической	2	1
763	с некоторой	1	1
764	себе и	1	1
765	точек зрения	1	1
766	в сторону	4	1
767	жизни то	1	1
768	и понимание	2	1
769	вопроса о	1	1
770	несут в	2	1
771	будто именно	1	1
772	и завершающей	1	1
773	а потом	2	1
774	книга о	1	1
775	и мир	1	1
776	всей их	1	1
777	человек как	1	1
778	в эпическом	2	1
779	лица и	1	1
780	сколько в	1	1
781	ему в	3	1
782	также вполне	1	1
783	это прежде	3	1
784	до нас	2	1
785	близко к	1	1
786	теперь уже	1	1
787	этого к	1	1
788	под ней	1	1
789	в случае	2	1
790	эту связь	1	1
791	это по	1	1
792	бранное слово	1	1
793	не будет	1	1
794	на нем	1	1
795	если же	1	1
796	должны быть	3	1
797	возвращаясь к	1	1
798	всех других	1	1
799	вещь в	1	1
800	по своей	15	1
801	также при	1	1
802	же относятся	1	1
803	также от	1	1
804	могла бы	2	1
805	и несколько	1	1
806	как способ	2	1
807	вторая часть	1	1
808	он в	1	1
809	его однако	1	1
810	земле где	1	1
811	на который	1	1
812	о русском	1	1
813	однако в	3	1
814	что во	1	1
815	оно имеет	1	1
816	этим достигается	1	1
817	и каждый	1	1
818	звучит в	1	1
819	о его	1	1
820	более поздней	1	1
821	и есть	2	1
822	теми же	1	1
823	необходимо чтобы	2	1
824	до наших	1	1
825	пушкиным в	2	1
826	на некоторое	1	1
827	основываясь на	1	1
828	с малым	1	1
829	чем и	2	1
830	он обращается	1	1
831	и чем	1	1
832	имеет свою	3	1
833	смысл в	2	1
834	еще одно	1	1
835	что до	1	1
836	пришел к	1	1
837	были введены	1	1
838	к такому	2	1
839	принадлежит а	1	1
840	первую очередь	3	1
841	которому в	1	1
842	однако и	2	1
843	ее а	1	1
844	во втором	5	1
845	образом и	1	1
846	относятся и	1	1
847	он уже	1	1
848	его нет	1	1
849	хорошо знали	1	1
850	в городе	1	1
851	значений слова	1	1
852	однако эта	1	1
853	i это	1	1
854	через посредство	1	1
855	представлял собой	1	1
856	должна быть	2	1
857	перед своими	1	1
858	гораздо менее	3	1
859	для себя	6	1
860	образа и	1	1
861	впрочем в	1	1
862	говорит и	2	1
863	вполне определенное	1	1
864	человек с	1	1
865	что бывает	1	1
866	никак не	1	1
867	сам по	1	1
868	одном и	1	1
869	истории в	2	1
870	разного рода	2	1
871	с природой	1	1
872	ни в	7	1
873	однако он	1	1
874	целом ряде	1	1
875	устных рассказов	1	1
876	не могут	2	1
877	один человек	1	1
878	со всеми	1	1
879	от их	1	1
880	поэтому и	1	1
881	ряде других	1	1
882	до этого	1	1
883	которое как	1	1
884	тут все	1	1
885	ни о	2	1
886	особый интерес	1	1
887	бога к	1	1
888	более широкого	1	1
889	как при	1	1
890	и соответствующей	2	1
891	значении этого	4	1
892	как о	1	1
893	может стать	1	1
894	при более	1	1
895	для каждого	1	1
896	в современной	2	1
897	с будущим	1	1
898	свидетельствует об	1	1
899	о любви	2	1
900	о котором	2	1
901	различные и	1	1
902	с большей	1	1
903	со стороны	17	1
904	не носят	1	1
905	всей своей	2	1
906	на русском	1	1
907	в любой	2	1
908	отсутствие в	1	1
909	они по	1	1
910	в своего	1	1
911	превратилось в	1	1
912	дальнейшее развитие	1	1
913	основе которой	1	1
914	еще и	1	1
915	необходимо также	1	1
916	распространенное представление	1	1
917	человека была	1	1
918	в греческой	2	1
919	совершенно иной	1	1
920	существовал в	1	1
921	в слово	1	1
922	в роли	1	1
923	совпадает с	4	1
924	как мне	1	1
925	но здесь	2	1
926	в значительной	3	1
927	на том	2	1
928	наконец в	1	1
929	нескольку раз	1	1
930	можно усмотреть	2	1
931	внимание на	5	1
932	в значении	2	1
933	теории в	1	1
934	отношении к	1	1
935	не полностью	1	1
936	нет она	1	1
937	которую он	1	1
938	о своем	1	1
939	вслед за	1	1
940	только тем	1	1
941	в истории	5	1
942	при помощи	1	1
943	в каком	1	1
944	поэзии как	1	1
945	подошел к	1	1
946	не встречается	1	1
947	на более	1	1
948	их нельзя	1	1
949	в италии	1	1
950	в описании	1	1
951	первых трех	1	1
952	в позднейших	1	1
953	в данной	3	1
954	как некое	1	1
955	в тексте	5	1
956	тем же	1	1
957	и служит	1	1
958	мог бы	1	1
959	принадлежит к	3	1
960	которые уже	1	1
961	их с	1	1
962	одной из	4	1
963	она имела	1	1
964	из первых	1	1
965	следует обратить	1	1
966	только при	1	1
967	этом так	1	1
968	в особое	1	1
969	характерное для	1	1
970	русском языке	1	1
971	только потому	1	1
972	последовательность событий	2	1
973	только о	2	1
974	часто и	1	1
975	не сообщает	1	1
976	и том	1	1
977	как раз	1	1
978	бывает в	1	1
979	не знают	2	1
980	в любви	1	1
981	то они	1	1
982	ничем не	1	1
983	мог быть	3	1
984	мир в	1	1
985	основе своей	4	1
986	и было	3	1
987	рассказов и	1	1
988	свидетельствует о	2	1
989	тридевять земель	1	1
990	по композиции	5	1
991	зависит от	2	1
992	жизни здесь	1	1
993	однако здесь	1	1
994	бы на	1	1
995	легко заметить	1	1
996	же их	1	1
997	этом он	1	1
998	что так	1	1
999	i в	1	1
1000	в литературе	2	1
1001	о нем	3	1
1002	xix веке	1	1
1003	видеть в	1	1
1004	например то	1	1
1005	как нечто	2	1
1006	слова а	1	1
1007	о ее	1	1
1008	таком случае	1	1
1009	не связано	1	1
1010	но с	1	1
1011	и проклятия	1	1
1012	что к	1	1
1013	наших дней	2	1
1014	и определяется	1	1
1015	слово в	1	1
1016	понимать как	1	1
1017	и условных	1	1
1018	является по	1	1
1019	как она	1	1
1020	от слова	1	1
1021	ее состоит	1	1
1022	имелись в	1	1
1023	цель и	1	1
1024	но по	1	1
1025	говорят о	1	1
1026	напротив они	1	1
1027	является не	2	1
1028	другом месте	1	1
1029	при таком	1	1
1030	задача науки	1	1
1031	однако это	3	1
1032	противном случае	1	1
1033	и носит	1	1
1034	к концу	1	1
1035	ли не	3	1
1036	в такой	1	1
1037	остановимся на	1	1
1038	не оставляют	1	1
1039	мальчики и	1	1
1040	были не	1	1
1041	и оно	1	1
1042	это было	2	1
1043	в каждой	3	1
1044	были созданы	1	1
1045	человеком и	1	1
1046	особенность ее	1	1
1047	не принадлежащими	1	1
1048	в меру	2	1
1049	ему не	1	1
1050	с использованием	1	1
1051	утверждение будто	1	1
1052	и требования	1	1
1053	того или	3	1
1054	искать в	1	1
1055	и эти	1	1
1056	в полной	1	1
1057	же с	1	1
1058	значение так	2	1
1059	как пишет	1	1
1060	он говорит	1	1
1061	оно в	1	1
1062	ей в	2	1
1063	предыдущей главе	1	1
1064	влияние и	1	1
1065	греко-римской античности	1	1
1066	это как	1	1
1067	в самых	1	1
1068	не могу	1	1
1069	ни один	1	1
1070	и ни	1	1
1071	имеются и	1	1
1072	также и	6	1
1073	одну из	2	1
1074	не по	1	1
1075	у греков	1	1
1076	с совершенно	1	1
1077	одни и	1	1
1078	очевидно в	1	1
1079	здесь это	2	1
1080	во второй	1	1
1081	и может	3	1
1082	а по	2	1
1083	в науке	2	1
1084	интерес представляет	1	1
1085	в нашей	1	1
1086	не следует	4	1
1087	стороны и	3	1
1088	следует по-видимому	2	1
1089	от того	1	1
1090	человека с	1	1
1091	к которой	1	1
1092	овец и	1	1
1093	с понятием	2	1
1094	при всем	1	1
1095	их как	1	1
1096	первые два	1	1
1097	именно здесь	1	1
1098	быту и	1	1
1099	еще на	1	1
1100	жизни это	1	1
1101	рассматривать как	2	1
1102	в греко-римской	1	1
1103	здесь соответствует	1	1
1104	же самое	2	1
1105	со своими	1	1
1106	себя именно	1	1
1107	на какое-нибудь	1	1
1108	от времени	1	1
1109	в голову	2	1
1110	этих форм	1	1
1111	жизни и	2	1
1112	все еще	1	1
1113	для современного	1	1
1114	на всем	1	1
1115	ли в	1	1
1116	не остаются	1	1
1117	именно это	1	1
1118	существуют еще	1	1
1119	из значений	1	1
1120	можно указать	1	1
1121	и иные	2	1
