N	2gram	Propp_Isto	VelikijI
272	мы в	1	1
273	что человек	1	1
274	составные части	1	1
275	соединения с	1	1
276	это самые	1	1
277	в которую	2	1
278	и всегда	1	1
279	пусть не	1	1
280	этому же	1	1
281	в тот	1	1
282	не были	1	1
283	есть и	3	1
284	в одном	2	1
285	же что	2	1
286	у нас	1	1
287	говорят что	1	1
288	на пути	2	1
289	кто же	1	1
290	в этой	5	1
291	со словами	1	1
292	это слово	1	1
293	в результате	1	1
294	говорит что	1	1
295	в виду	1	1
296	другой стороны	10	1
297	человека что	1	1
298	и хотя	4	1
299	я не	1	1
300	борются в	1	1
301	его по	2	1
302	и вновь	4	1
303	как можно	2	1
304	бога по	1	1
305	основана на	2	1
306	уже и	3	1
307	в русском	1	1
308	у него	7	1
309	вот в	1	1
310	он великий	1	1
311	так же	14	1
312	в виде	13	1
313	живет дух	1	1
314	тогда как	1	1
315	над ним	4	1
316	только это	1	1
317	не был	1	1
318	их не	3	1
319	но с	1	1
320	и самые	1	1
321	в своих	4	1
322	является и	4	1
323	в противоположность	1	1
324	себя за	1	1
325	с другой	11	1
326	на которых	1	1
327	в которой	4	1
328	но все	8	1
329	и с	8	1
330	к ним	2	1
331	и говорит	1	1
332	в лице	2	1
333	снять с	1	1
334	людей а	1	1
335	отношение к	3	1
336	он всегда	2	1
337	на нее	3	1
338	на путь	1	1
339	места в	1	1
340	то и	1	1
341	или даже	1	1
342	но вот	2	1
343	не надо	1	1
344	и другое	1	1
345	легенде о	1	1
346	найти в	2	1
347	какая же	1	1
348	еще с	1	1
349	да это	1	1
350	и начало	1	1
351	как мы	9	1
352	в мировом	1	1
353	их к	1	1
354	но нет	1	1
355	о небе	1	1
356	в процессе	1	1
357	освобождения и	1	1
358	же они	1	1
359	близок к	1	1
360	ты дал	1	1
361	царство и	2	1
362	смысле и	1	1
363	они бросают	2	1
364	на него	10	1
365	в своем	3	1
366	меня в	4	1
367	стороны в	1	1
368	его на	5	1
369	неба и	3	1
370	еще и	2	1
371	к жизни	1	1
372	и от	1	1
373	нам и	1	1
374	в изображении	1	1
375	за которым	2	1
376	мы будем	1	1
377	их сознания	1	1
378	как она	1	1
379	ничего не	4	1
380	тебя на	2	1
381	с ними	4	1
382	нас это	1	1
383	им и	2	1
384	в сознании	1	1
385	ней и	1	1
386	единственный путь	1	1
387	в сердце	1	1
388	имел как	1	1
389	что тот	1	1
390	и так	1	1
391	вместе с	26	1
392	все же	17	1
393	в одно	2	1
394	идет по	1	1
395	и вместе	3	1
396	переход к	1	1
397	как в	11	1
398	этого слова	1	1
399	в легенде	1	1
400	в которых	4	1
401	находится в	2	1
402	тайный союз	1	1
403	роль в	3	1
404	им в	2	1
405	на вершине	1	1
406	небом и	1	1
407	бы ни	1	1
408	и по	3	1
409	их на	3	1
410	и могут	1	1
411	к этому	5	1
412	небе и	1	1
413	в их	1	1
414	с которым	3	1
415	ли он	2	1
416	думают что	2	1
417	сравнению с	1	1
418	мира и	2	1
419	может и	1	1
420	для чего	2	1
421	том свете	2	1
422	зависимости от	1	1
423	есть что-то	2	1
424	о превращении	4	1
425	к ее	1	1
426	таким же	5	1
427	себе и	2	1
428	не просто	1	1
429	он был	2	1
430	не случайно	1	1
431	перешло в	1	1
432	совсем как	1	1
433	животное и	2	1
434	в целом	4	1
435	же теперь	1	1
436	теперь и	1	1
437	это он	2	1
438	и ее	1	1
439	вовсе не	6	1
440	что на	1	1
441	есть не	2	1
442	т e	1	1
443	в искусстве	1	1
444	д и	1	1
445	мы указывали	1	1
446	это лишь	1	1
447	бы в	1	1
448	к нему	5	1
449	от них	2	1
450	от источника	1	1
451	свое особое	1	1
452	идея эта	1	1
453	а потом	3	1
