N	2gram	Propp_Isto	NovoeSre
274	мы должны	7	1
275	и из	3	1
276	он пожирает	1	1
277	этом он	2	1
278	в формах	2	1
279	играют большую	1	1
280	в его	16	1
281	это показывает	2	1
282	особое место	1	1
283	когда она	2	1
284	к тем	1	1
285	народов и	1	1
286	мы в	1	1
287	какую угодно	1	1
288	должны быть	2	1
289	и через	1	1
290	и совсем	1	1
291	в которую	2	1
292	в социальной	1	1
293	одна сторона	2	1
294	не были	1	1
295	есть и	3	1
296	поставлен вопрос	1	1
297	у нас	1	1
298	и когда	1	1
299	с богом	1	1
300	совершенно так	3	1
301	с другими	4	1
302	людей и	2	1
303	было то	1	1
304	говорит что	1	1
305	не через	1	1
306	вопроса о	1	1
307	в виду	1	1
308	нужно быть	1	1
309	еще в	2	1
310	не признают	1	1
311	превращается в	10	1
312	слова а	1	1
313	с собой	6	1
314	идут на	1	1
315	только в	8	1
316	магический характер	2	1
317	не на	1	1
318	не могут	2	1
319	которые будут	1	1
320	есть уже	2	1
321	по своей	1	1
322	между небом	1	1
323	от того	1	1
324	в нее	7	1
325	он есть	1	1
326	чего он	1	1
327	что образ	2	1
328	разными путями	1	1
329	в зависимости	1	1
330	которое можно	1	1
331	оно не	1	1
332	на смену	4	1
333	их не	3	1
334	за человеком	1	1
335	как существо	1	1
336	в средневековой	1	1
337	и извне	1	1
338	что нет	1	1
339	а на	2	1
340	о природе	3	1
341	особого рода	1	1
342	вот этот	1	1
343	но он	2	1
344	быть признан	1	1
345	в которой	4	1
346	не хотел	1	1
347	в этой	5	1
348	этого не	2	1
349	а во-вторых	1	1
350	числе и	2	1
351	я думаю	1	1
352	а по	3	1
353	человек а	1	1
354	а также	5	1
355	и еще	1	1
356	что его	4	1
357	и начал	2	1
358	как на	3	1
359	в отличие	1	1
360	он в	3	1
361	как некогда	1	1
362	явление в	2	1
363	будто бы	2	1
364	него и	6	1
365	культуры но	1	1
366	на нее	3	1
367	возможно что	2	1
368	на путь	1	1
369	неба и	3	1
370	теперь и	1	1
371	во многом	1	1
372	вопрос этот	3	1
373	всегда есть	1	1
374	переход от	2	1
375	ней и	1	1
376	нем не	1	1
377	посвящения в	2	1
378	быть только	1	1
379	что не	3	1
380	но все	8	1
381	в глубине	1	1
382	и служить	1	1
383	тем что	12	1
384	вера в	2	1
385	и во	1	1
386	только одна	3	1
387	к этой	3	1
388	новые формы	1	1
389	это тем	1	1
390	жизни народа	1	1
391	но нет	1	1
392	то время	3	1
393	в христианстве	1	1
394	это время	2	1
395	в конце	1	1
396	вообще не	1	1
397	или иная	1	1
398	чтобы быть	1	1
399	он находится	1	1
400	мы опять	3	1
401	так много	2	1
402	них не	2	1
403	так как	19	1
404	смысле и	1	1
405	имеют никакого	1	1
406	в образе	16	1
407	в своем	3	1
408	давно уже	1	1
409	уже нет	3	1
410	чего оно	1	1
411	и могущества	1	1
412	нас к	10	1
413	с идеями	1	1
414	сих пор	7	1
415	что он	29	1
416	на себя	4	1
417	самая постановка	1	1
418	и она	3	1
419	их в	7	1
420	в силу	7	1
421	он может	4	1
422	они сами	2	1
423	с душой	1	1
424	что мы	4	1
425	так на	1	1
426	и вместе	3	1
427	и жизни	1	1
428	и никакой	1	1
429	в этих	7	1
430	он узнает	1	1
431	том смысле	2	1
432	становится все	1	1
433	но если	2	1
434	перед собой	1	1
435	по себе	2	1
436	небом и	1	1
437	приводит к	2	1
438	только для	1	1
439	нет у	1	1
440	на место	2	1
441	в области	1	1
442	и другая	1	1
443	видят в	1	1
444	вверх ногами	1	1
445	все другие	2	1
446	с ним	9	1
447	и только	1	1
448	есть только	1	1
449	ли он	2	1
450	отнесены к	1	1
451	к той	1	1
452	всяком случае	1	1
453	речи о	1	1
454	изнутри и	2	1
455	и оно	2	1
456	зависимости от	1	1
457	во время	12	1
458	она могла	1	1
459	друг друга	5	1
460	только потому	1	1
461	в эти	1	1
462	нужно окончательно	1	1
463	в это	3	1
464	того же	3	1
465	знает что	1	1
466	не случайно	1	1
467	в каком	1	1
468	нет в	2	1
469	не был	1	1
470	дальше и	2	1
471	но знаем	1	1
472	и его	15	1
473	слова в	1	1
474	свою противоположность	2	1
475	и у	3	1
476	страны в	1	1
477	на это	1	1
478	себе и	2	1
479	проходит через	1	1
480	изнутри а	2	1
481	жизнью и	1	1
482	раньше чем	7	1
483	гораздо больше	2	1
484	героя но	2	1
485	связано с	7	1
486	есть вопрос	1	1
487	от этого	6	1
488	обратиться к	1	1
489	к нему	5	1
490	очень сложное	1	1
491	на них	2	1
