N	2gram	Bakhtin_Pr	NovoeSre
101	силы и	1	2
102	и что	5	2
103	не могли	1	2
104	что она	7	2
105	зависит от	1	2
106	познания и	1	2
107	с одной	1	2
108	хотя бы	4	2
109	такого рода	1	2
110	мы не	4	2
111	того чтобы	2	2
112	вот почему	1	2
113	хотя и	5	2
114	переход к	1	2
115	в нашу	1	2
116	так и	8	2
117	как это	1	2
118	самой жизни	1	2
119	я называю	1	2
120	этот мир	3	2
121	но она	1	2
122	одной стороны	1	2
123	для чего	1	2
124	не могла	1	2
125	можно было	3	2
126	ни одна	1	2
127	другой стороны	6	2
128	времени и	2	2
129	с их	7	2
130	этом смысле	12	2
131	во вне	1	2
132	том и	2	2
133	у него	11	2
134	место в	1	2
135	а в	10	2
136	будет и	2	2
137	все время	3	2
138	и даже	5	2
139	в свои	1	2
140	и с	9	2
141	по существу	6	2
142	жизни как	1	2
143	для этого	3	2
144	нет и	1	2
145	xviii века	1	2
146	которую она	1	2
147	и начала	1	2
148	могут быть	9	2
149	в себе	11	2
150	переживает кризис	2	2
151	и на	16	2
152	уже не	15	2
153	мира а	1	2
154	я не	6	2
155	не знал	2	2
156	века но	1	2
157	что все	2	2
158	время как	2	2
159	времени в	1	2
160	духа в	1	2
161	все эти	13	2
162	есть в	2	2
163	же как	2	2
164	такой же	4	2
165	жизни ни	1	2
166	вместе с	1	2
167	который в	1	2
168	одна из	5	2
169	нового типа	2	2
170	стремление к	1	2
171	мира и	7	2
172	роль в	1	2
173	как будто	4	2
174	в категориях	2	2
175	но не	12	2
176	в то	15	2
177	в новом	1	2
178	том что	8	2
179	ведь и	4	2
180	бытия в	3	2
181	мир и	5	2
182	так же	8	2
183	и это	8	2
184	можно назвать	1	2
185	в смысле	3	2
186	но для	3	2
187	себя в	3	2
188	но в	14	2
189	и т.п	1	2
190	мысли в	2	2
191	мысли и	6	2
192	может уже	1	2
193	обращение к	1	2
194	не к	1	2
195	к более	2	2
196	к содержанию	1	2
197	в той	5	1
198	все в	3	1
199	своего рода	1	1
200	к внутренней	2	1
201	мир не	1	1
202	и мир	1	1
203	в самом	17	1
204	лишь там	2	1
205	во всем	1	1
206	к одному	7	1
207	времени он	1	1
208	уже во	1	1
209	дальнейшее развитие	1	1
210	но те	1	1
211	было так	1	1
212	они являются	1	1
213	ее на	1	1
214	от нее	2	1
215	но тут	1	1
216	его принципом	1	1
217	во внешних	1	1
218	и хочет	1	1
219	но можно	1	1
220	может иметь	1	1
221	на западе	2	1
222	можно сказать	2	1
223	то он	3	1
224	все что	4	1
225	человек как	1	1
226	человека в	8	1
227	социальной жизни	2	1
228	то они	2	1
229	во все	2	1
230	но оно	1	1
231	и быть	1	1
232	в более	1	1
233	до сих	9	1
234	мире а	3	1
235	а к	1	1
236	бы к	2	1
237	вступить в	1	1
238	как ни	1	1
239	бы он	4	1
240	в котором	7	1
241	по природе	2	1
242	по преимуществу	2	1
243	и мира	1	1
244	значение в	2	1
245	и всех	1	1
246	мы переходим	2	1
247	тоже не	3	1
248	то это	3	1
249	ее он	3	1
250	выходит за	1	1
251	ничем не	1	1
252	в статье	1	1
253	что этот	2	1
254	отличие от	4	1
255	мир в	4	1
256	нет ни	2	1
257	возможно лишь	1	1
258	же и	5	1
259	конечно есть	1	1
260	нельзя сказать	2	1
261	они не	5	1
262	из них	3	1
263	он стремится	3	1
264	земная жизнь	1	1
265	все еще	2	1
266	также что	1	1
267	случае если	1	1
268	человека вот	1	1
269	который не	2	1
270	о человеке	1	1
271	мы уже	4	1
272	жизни а	3	1
273	которая в	1	1
274	переходит в	1	1
275	в высшем	1	1
276	не могу	1	1
277	уже в	5	1
278	на ее	1	1
279	кризис и	1	1
280	и про	2	1
281	до последних	1	1
282	к себе	6	1
283	в свою	1	1
284	в значительной	1	1
285	есть прежде	1	1
286	и имеет	2	1
287	в состоянии	1	1
288	может принадлежать	1	1
289	для себя	3	1
290	из этих	3	1
291	во всяком	7	1
292	том числе	1	1
293	можно лишь	1	1
294	платоновском смысле	1	1
295	одну из	1	1
296	с миром	1	1
297	путь которым	1	1
298	в человеческом	1	1
299	для того	1	1
300	в каких	1	1
301	это я	2	1
302	он часто	1	1
303	людей но	1	1
304	быть отнесены	1	1
305	быть не	1	1
306	вся жизнь	1	1
307	не для	1	1
308	на всех	1	1
309	только так	2	1
310	церковь как	1	1
311	истину и	1	1
312	единого духа	4	1
313	лишь для	2	1
314	более всего	1	1
315	не всегда	2	1
316	он и	8	1
317	должны перейти	1	1
318	что вся	2	1
319	было бы	8	1
320	мы должны	3	1
321	и тенденции	1	1
322	будет сказать	1	1
323	в сущности	10	1
324	о самом	2	1
325	не должна	3	1
326	этом он	1	1
327	в формах	3	1
328	в его	30	1
329	значительной степени	1	1
330	он стремился	1	1
331	от этой	1	1
332	и групп	1	1
333	истории как	1	1
334	но ведь	3	1
335	значение для	3	1
336	должны быть	3	1
337	космоса но	1	1
338	и их	3	1
339	истины не	1	1
340	не с	1	1
341	вступает в	1	1
342	всего как	1	1
343	одному из	1	1
344	бытия и	1	1
345	есть и	5	1
346	не способен	2	1
347	воля не	1	1
348	совершенно невозможно	1	1
349	вопрос для	1	1
350	у нас	3	1
351	не достигается	1	1
352	и когда	1	1
353	для них	1	1
354	существу своему	1	1
355	не столько	1	1
356	с другими	8	1
357	часто не	1	1
358	к ложным	1	1
359	значение они	2	1
360	себя на	2	1
361	вопроса о	1	1
362	ни одно	1	1
363	в виду	3	1
364	или к	3	1
365	не больше	1	1
366	нужно быть	2	1
367	в мир	4	1
368	форме он	1	1
369	превращается в	5	1
370	и до	6	1
371	иная форма	1	1
372	и религиозном	1	1
373	слова а	2	1
374	держится не	1	1
375	с собой	3	1
376	весь мир	1	1
377	духа как	1	1
378	привела к	1	1
379	только в	13	1
380	борьбу за	1	1
381	в переходе	1	1
382	не на	7	1
383	не могут	10	1
384	от того	4	1
385	он есть	6	1
386	него как	3	1
387	от других	1	1
388	чего он	1	1
389	и явления	2	1
390	она становится	1	1
391	в зависимости	5	1
392	в большинстве	11	1
393	жизненные вопросы	1	1
394	а во	1	1
395	оно не	3	1
396	оно лишь	2	1
397	как например	2	1
398	а на	1	1
399	вступить на	1	1
400	сами по	4	1
401	образ человека	2	1
402	в платоновском	1	1
403	но он	4	1
404	в которой	2	1
405	и ложь	1	1
406	и героя	1	1
407	этого мира	6	1
408	смысле как	1	1
409	не утверждение	1	1
410	особого типа	1	1
411	в этой	5	1
412	вот что	1	1
413	числе и	1	1
414	к чему	1	1
415	и еще	2	1
416	жизнь в	2	1
417	как на	4	1
418	в отличие	4	1
419	про себя	2	1
420	он в	3	1
421	явление в	1	1
422	будто бы	1	1
423	него и	1	1
424	мысли как	1	1
425	на нее	1	1
426	и роста	1	1
427	принципу но	1	1
428	оно есть	1	1
429	оставалось в	1	1
430	во многом	1	1
431	стремится быть	1	1
432	ней и	1	1
433	ведь прежде	1	1
434	нем не	1	1
435	себя а	1	1
436	из всех	1	1
437	этого нельзя	1	1
438	менее всего	7	1
439	быть только	1	1
440	что не	3	1
441	но все	6	1
442	он видел	1	1
443	тем что	6	1
444	вера в	1	1
445	русский народ	2	1
446	и во	3	1
447	создать не	1	1
448	не хочет	3	1
449	к этой	1	1
450	менее чем	1	1
451	свое и	1	1
452	то время	2	1
453	и нами	1	1
454	нет надобности	1	1
455	с большим	1	1
456	мира но	2	1
457	она неизбежно	1	1
458	в конце	8	1
459	вообще не	2	1
460	ним она	1	1
461	или иная	1	1
462	чтобы быть	1	1
463	в основу	1	1
464	идеями в	2	1
465	них не	1	1
466	так как	9	1
467	мира эти	1	1
468	эти черты	1	1
469	в образе	2	1
470	к которому	2	1
471	в своем	12	1
472	мы конечно	1	1
473	характер и	1	1
474	для сознания	1	1
475	глубже чем	1	1
476	уже нет	1	1
477	лишь на	5	1
478	и дух	1	1
479	с идеями	1	1
480	сих пор	9	1
481	и вполне	2	1
482	что он	15	1
483	на себя	4	1
484	бы сказать	2	1
485	известном смысле	1	1
486	самая постановка	1	1
487	направлена на	2	1
488	типа не	1	1
489	ведь что	2	1
490	человека это	1	1
491	и она	1	1
492	их в	8	1
493	и очень	1	1
494	времени что	1	1
495	он может	4	1
496	сама идея	1	1
497	большинстве случаев	10	1
498	оно должно	2	1
499	мысли но	1	1
500	которые могут	1	1
501	перестать быть	1	1
502	что мы	1	1
503	про него	1	1
504	миру а	1	1
505	в этих	5	1
506	и острее	1	1
507	он узнает	1	1
508	но если	1	1
509	по себе	16	1
510	и объединения	1	1
511	последних пределов	1	1
512	в речах	2	1
513	приводит к	8	1
514	оно может	2	1
515	это делали	1	1
516	в области	1	1
517	и повести	1	1
518	времени а	1	1
519	того и	4	1
520	в такой	1	1
521	все более	1	1
522	с ним	8	1
523	для другого	2	1
524	и только	3	1
525	человек не	1	1
526	ли он	1	1
527	от всех	1	1
528	человеческого духа	2	1
529	к той	1	1
530	всяком случае	4	1
531	изнутри и	1	1
532	и оно	1	1
533	все слова	1	1
534	зависимости от	5	1
535	во время	1	1
536	та или	1	1
537	друг друга	4	1
538	идей и	1	1
539	в эти	1	1
540	в это	1	1
541	если есть	1	1
542	того же	3	1
543	в предчувствии	1	1
544	в известном	1	1
545	мира не	2	1
546	знает что	2	1
547	удалось но	1	1
548	во времени	3	1
549	на их	2	1
550	в каком	1	1
551	собрать в	1	1
552	на новых	1	1
553	нет в	1	1
554	не был	2	1
555	он действует	1	1
556	в какие	1	1
557	есть своя	1	1
558	и его	21	1
559	и особенно	2	1
560	к своеобразному	1	1
561	слова в	12	1
562	и у	3	1
563	одного и	1	1
564	на это	1	1
565	но сама	1	1
566	не удалось	1	1
567	себе и	5	1
568	жизни с	1	1
569	разобраться в	2	1
570	к идее	2	1
571	героя но	4	1
572	выводы которые	1	1
573	лишь по	1	1
574	и рождается	1	1
575	связано с	1	1
576	от этого	2	1
577	мира с	1	1
578	и нет	6	1
579	лишь те	2	1
580	к самосознанию	1	1
581	который и	1	1
582	себя и	5	1
583	к нему	11	1
584	становится в	1	1
585	почвы и	3	1
586	ему не	2	1
587	людей в	1	1
