N	2gram	Vygotskiy_	Problemy
639	устной речи	24	3
640	только то	4	3
641	что из	1	3
642	признать что	1	3
643	которые в	4	3
644	связи между	1	3
645	что на	2	3
646	же в	2	3
647	нуждается в	3	3
648	противоречии с	1	3
649	прямой и	1	3
650	себе а	1	3
651	мы наблюдаем	1	2
652	мы обратимся	1	2
653	и другие	13	2
654	в центре	2	2
655	в настоящем	1	2
656	но может	1	2
657	этого необходимо	1	2
658	эту фразу	1	2
659	указывает на	3	2
660	вывод из	1	2
661	самого себя	1	2
662	которая в	3	2
663	я знаю	1	2
664	но тем	1	2
665	осознания и	4	2
666	не столько	3	2
667	относится и	1	2
668	из нее	5	2
669	слово его	1	2
670	где они	1	2
671	иначе как	4	2
672	предметом его	1	2
673	прямо сказать	1	2
674	много раз	1	2
675	которые происходят	1	2
676	в корне	2	2
677	его на	2	2
678	не разрешает	1	2
679	всех тех	2	2
680	собой не	2	2
681	могут оказаться	2	2
682	не подчиняется	1	2
683	и того	8	2
684	во все	1	2
685	всю судьбу	1	2
686	не сделал	1	2
687	и каждое	1	2
688	может овладеть	1	2
689	для того	20	2
690	в этот	4	2
691	что вся	1	2
692	из самого	1	2
693	с помощью	32	2
694	с внутренними	1	2
695	между отдельными	2	2
696	свою внутреннюю	2	2
697	точками зрения	2	2
698	на пути	1	2
699	чем его	3	2
700	что еще	1	2
701	даже с	1	2
702	до того	4	2
703	свою очередь	4	2
704	перед ним	1	2
705	он так	1	2
706	никаких новых	1	2
707	такая же	1	2
708	самого говорящего	1	2
709	быть в	3	2
710	в нашем	5	2
711	эти вопросы	2	2
712	речь не	3	2
713	нигде не	2	2
714	же слова	1	2
715	материал в	1	2
716	к этому	7	2
717	к этим	2	2
718	других слов	1	2
719	и становится	1	2
720	в заключение	1	2
721	вся эта	1	2
722	из слов	1	2
723	не возникает	2	2
724	собой и	3	2
725	нельзя сказать	1	2
726	после того	2	2
727	но из	1	2
728	включено в	1	2
729	собой в	2	2
730	с одной	10	2
731	на том	4	2
732	в раннем	1	2
733	его но	1	2
734	слова когда	1	2
735	значительной степени	1	2
736	в ткань	1	2
737	в качестве	13	2
738	развивается как	1	2
739	не способны	1	2
740	находит свое	2	2
741	в самые	1	2
742	самый предмет	1	2
743	и других	7	2
744	или не	2	2
745	прежде чем	2	2
746	мы это	2	2
747	под его	1	2
748	между этими	3	2
749	этом последнем	1	2
750	своей структуре	2	2
751	эти три	2	2
752	же как	9	2
753	можно прямо	1	2
754	сознания как	1	2
755	единство сознания	1	2
756	от этого	1	2
757	если я	4	2
758	представляется нам	4	2
759	здесь и	1	2
760	не нужно	2	2
761	что их	2	2
762	но к	1	2
763	уже сама	1	2
764	в противоречии	1	2
765	к речи	1	2
766	того в	2	2
767	ведь в	1	2
768	они становятся	1	2
769	в лучшем	3	2
770	мы говорили	5	2
771	и речи	1	2
772	отношение между	4	2
773	мысль что	6	2
774	и является	6	2
775	почти всегда	2	2
776	мне как	1	2
777	вот в	1	2
778	над ним	1	2
779	должны были	3	2
780	к каждому	1	2
781	все он	2	2
782	что для	2	2
783	и ставит	2	2
784	слова что	1	2
785	столь же	5	2
786	бы оно	3	2
787	же мы	2	2
788	для построения	1	2
789	из этого	3	2
790	которые были	1	2
791	отнюдь не	2	2
792	явления в	1	2
793	для чего	1	2
794	независимо от	3	2
795	и чужого	3	2
796	одного и	9	2
797	на слово	2	2
798	в статье	1	2
799	от нее	1	2
800	не так	1	2
801	же самый	2	2
802	а потому	3	2
803	во втором	2	2
804	как с	5	2
805	в самый	1	2
806	известно что	2	2
807	тогда когда	10	2
808	как один	1	2
809	на первом	1	2
810	смысле слова	1	2
811	не идет	1	2
812	у другого	1	2
813	речь как	2	2
814	не исчерпывается	1	2
815	и внешние	2	2
816	основной вопрос	1	2
817	и вызывает	2	2
818	этой точки	7	2
819	они даны	1	2
820	и навсегда	1	2
821	иметь в	1	2
822	с ней	3	2
823	их и	2	2
824	показать что	4	2
825	части нашей	1	2
826	другой как	1	2
827	эти явления	1	2
828	и они	1	2
829	к его	4	2
830	лежащие в	2	2
831	опирается на	4	2
832	не имеет	7	2
833	речь в	3	2
834	она так	1	2
835	на их	3	2
836	друг от	5	2
837	всей своей	1	2
838	к той	1	2
839	на всю	2	2
840	второго порядка	1	2
841	еще и	3	2
842	он владеет	1	2
843	им из	1	2
844	образом все	1	2
845	тем или	2	2
846	далее и	1	2
847	него он	1	2
848	своей собственной	2	2
849	совершенно иной	3	2
850	где есть	1	2
851	и между	7	2
852	в свою	5	2
853	не знаю	1	2
854	внутренние и	2	2
855	по сравнению	9	2
856	мы без	1	2
857	с которой	2	2
858	всего на	2	2
859	не могло	1	2
860	чтобы она	1	2
861	переходит к	1	2
862	не потому	1	2
863	целый ряд	5	2
864	в истории	3	2
865	а во	1	2
866	он дает	1	2
867	известной степени	1	2
868	и там	1	2
869	речи в	7	2
870	из истории	2	2
871	своими собственными	1	2
872	основная ошибка	1	2
873	котором мы	1	2
874	мысли но	4	2
875	как во	1	2
876	только его	2	2
877	столько в	1	2
878	не видит	1	2
879	из него	3	2
880	самое слово	2	2
881	такое же	2	2
882	ответ на	3	2
883	в прямом	1	2
884	этот процесс	5	2
885	и сама	1	2
886	слово а	1	2
887	что значит	3	2
888	этой мысли	1	2
889	для своего	1	2
890	для нас	1	2
891	их основе	1	2
892	сам себе	1	2
893	чем он	5	2
894	слова а	1	2
895	что каждый	1	2
896	в движение	1	2
897	без всяких	2	2
898	от друга	5	2
899	образом в	2	2
900	ибо как	1	2
901	с теми	1	2
902	сознания но	1	2
903	словами самого	1	2
904	случае не	2	2
905	в какой	8	2
906	как она	3	2
907	этот раз	1	2
908	знал что	1	2
909	является не	2	2
910	он узнает	1	2
911	в еще	1	2
912	вернемся к	1	2
913	один и	5	2
914	в условиях	3	2
915	их друг	1	2
916	должен быть	1	2
917	его же	2	2
918	первостепенное значение	1	2
919	другом случае	2	2
920	этих двух	4	2
921	и тех	1	2
922	отношением его	1	2
923	и эти	2	2
924	по которому	1	2
925	а просто	2	2
926	остановимся только	1	2
927	эти последние	1	2
928	человека все	1	2
929	одну из	1	2
930	и самостоятельность	1	2
931	во второй	4	2
932	что касается	1	2
933	но она	1	2
934	отдельными элементами	1	2
935	и обратно	3	2
936	этих случаях	1	2
937	развивается в	1	2
938	же самое	7	2
939	свое последнее	1	2
940	к ней	1	2
941	для такого	1	2
942	и благодаря	1	2
943	того времени	1	2
944	тех которые	1	2
945	в соответствующем	1	2
946	все более	4	2
947	же это	1	2
948	лучшем случае	4	2
949	не появляется	1	2
950	сказать так	1	2
951	мы его	4	2
952	и совершенно	1	2
953	как для	1	2
954	как два	2	1
955	они являются	2	1
956	другом что	1	1
957	он приходит	2	1
958	если так	1	1
959	только из	1	1
960	для всех	2	1
961	для целой	1	1
962	предмете и	1	1
963	сложных взаимоотношений	1	1
964	отвечает на	1	1
965	в постановке	1	1
966	в каждую	1	1
967	что почти	1	1
968	на эти	1	1
969	они друг	1	1
970	другом но	1	1
971	в момент	4	1
972	глубоки они	1	1
973	знает не	1	1
974	с двух	2	1
975	которые не	5	1
976	со всей	1	1
977	к этой	3	1
978	и наших	1	1
979	в сферу	2	1
980	пути как	1	1
981	и становятся	2	1
982	совершенно очевидно	2	1
983	отношения не	1	1
984	учителя и	1	1
985	или иных	2	1
986	в применении	1	1
987	однако и	1	1
988	в равной	4	1
989	истории его	1	1
990	и когда	1	1
991	материал к	1	1
992	формы в	1	1
993	эта новая	1	1
994	она приходит	1	1
995	этот момент	2	1
996	строго говоря	1	1
997	которой они	1	1
998	проблему и	1	1
999	предполагает наличие	3	1
1000	его произвольно	1	1
1001	не являются	2	1
1002	всеопределяющим влиянием	1	1
1003	требует от	6	1
1004	построения целого	1	1
1005	это противоречие	1	1
1006	они эти	1	1
1007	и другими	3	1
1008	самых глубоких	1	1
1009	своих собственных	1	1
1010	случае он	1	1
1011	пути при	1	1
1012	не меняет	1	1
1013	в живом	1	1
1014	или между	1	1
1015	нужна ему	1	1
1016	вопроса и	1	1
1017	принимает несколько	1	1
1018	думаем что	1	1
1019	которая была	1	1
1020	отдельные звенья	1	1
1021	ко всем	1	1
1022	стоит в	5	1
1023	вопрос на	1	1
1024	на которых	1	1
1025	из двух	2	1
1026	проблемы в	1	1
1027	все дело	2	1
1028	мысли как	4	1
1029	на свою	2	1
1030	теперь мы	1	1
1031	мысль о	1	1
1032	из самых	1	1
1033	но по	1	1
1034	умеет и	1	1
1035	или на	2	1
1036	и требует	2	1
1037	другую сторону	1	1
1038	и должен	2	1
1039	его перехода	1	1
1040	целое и	1	1
1041	на конкретных	1	1
1042	начинается с	2	1
1043	в собственном	2	1
1044	же точно	1	1
1045	вводит и	1	1
1046	над самим	1	1
1047	эти исследования	1	1
1048	другом месте	4	1
1049	мы только	1	1
1050	только для	2	1
1051	развития одного	1	1
1052	плоскости в	1	1
1053	свою собственную	1	1
1054	но мы	7	1
1055	на первый	2	1
1056	и относится	1	1
1057	обращение к	1	1
1058	к все	1	1
1059	для опровержения	1	1
1060	нам представляется	1	1
1061	от внешней	1	1
1062	сделать в	1	1
1063	действительности в	1	1
1064	что сознание	4	1
1065	при наличии	2	1
1066	восприятия и	3	1
1067	это с	1	1
1068	как справедливо	1	1
1069	не существует	1	1
1070	к другой	2	1
1071	значение только	1	1
1072	не могли	1	1
1073	в действительности	6	1
1074	совершенно в	3	1
1075	языка в	1	1
1076	наоборот он	1	1
1077	что всякое	3	1
1078	сложных взаимоотношениях	1	1
1079	доказать что	1	1
1080	путь из	1	1
1081	о которых	2	1
1082	собой как	3	1
1083	для разрешения	3	1
1084	не должен	1	1
1085	ничто не	3	1
1086	бы даже	1	1
1087	но то	1	1
1088	и другой	2	1
1089	оно как	1	1
1090	которыми он	2	1
1091	предметом непосредственного	1	1
1092	это делали	1	1
1093	сознания в	3	1
1094	и т.п	2	1
1095	поэтому мы	1	1
1096	с самой	1	1
1097	этапы развития	1	1
1098	и сознательной	1	1
1099	его действия	1	1
1100	не исключает	1	1
1101	совершенно различных	1	1
1102	правда и	1	1
1103	приходит к	6	1
1104	этому мы	2	1
1105	говорит что	7	1
1106	это означало	1	1
1107	самого понятия	2	1
1108	почти совершенно	1	1
1109	что речь	1	1
1110	какой они	1	1
1111	одно не	1	1
1112	на практике	3	1
1113	здесь имеет	1	1
1114	дело таким	1	1
1115	почву на	1	1
1116	неизбежно должны	1	1
1117	которое его	1	1
1118	в чистом	1	1
1119	настоящей главы	1	1
1120	это осознание	2	1
1121	всегда и	1	1
1122	его собственной	2	1
1123	до самого	2	1
1124	в прошлом	2	1
1125	из виду	2	1
1126	внимания при	1	1
1127	так то	1	1
1128	к ним	2	1
1129	еще нет	1	1
1130	тенденцию к	1	1
1131	для всей	3	1
1132	словами для	1	1
1133	они должны	1	1
1134	от детей	1	1
1135	что отличает	1	1
1136	или нет?	1	1
1137	не доказывает	1	1
1138	выборе и	1	1
1139	в основу	1	1
1140	его функции	1	1
1141	увидим в	2	1
1142	простое и	1	1
1143	чего он	3	1
1144	не умеет	6	1
1145	исходит из	2	1
1146	который в	2	1
1147	что именно	4	1
1148	по поводу	3	1
1149	не два	2	1
1150	в чем-нибудь	1	1
1151	причины и	1	1
1152	к очень	1	1
1153	как тень	2	1
1154	в пользу	1	1
1155	с собственной	1	1
1156	и теоретически	1	1
1157	уже по	5	1
1158	она есть	1	1
1159	из одних	1	1
1160	в связь	1	1
1161	едва ли	2	1
1162	смысле как	1	1
1163	действительно в	1	1
1164	что обычно	1	1
1165	образом на	1	1
1166	того о	1	1
1167	или иным	2	1
1168	сливаться с	1	1
1169	внутреннюю структуру	1	1
1170	не происходит	1	1
1171	соображения заставляют	1	1
1172	видели что	2	1
1173	их же	1	1
1174	неизбежно должно	2	1
1175	видит того	1	1
1176	как тот	1	1
1177	отражение в	1	1
1178	от его	1	1
1179	этой причины	1	1
1180	как чистый	1	1
1181	иное отношение	3	1
1182	глубокий и	1	1
1183	не говоря	1	1
1184	вообще а	1	1
1185	такого рода	1	1
1186	внимание на	1	1
1187	в состоянии	6	1
1188	что уже	3	1
1189	менее очевидна	1	1
1190	исключающих друг	1	1
1191	формы но	1	1
1192	и основной	2	1
1193	его себе	1	1
1194	сильнее чем	1	1
1195	в теоретическом	1	1
1196	основной путь	1	1
1197	по мнению	2	1
1198	далеко за	4	1
1199	после этого	1	1
1200	которая заставляет	1	1
1201	и существенное	1	1
1202	и за	1	1
1203	в тот	4	1
1204	место для	1	1
1205	но чаще	1	1
1206	одному и	3	1
1207	по типу	4	1
1208	возникает вопрос	1	1
1209	не совершается	3	1
1210	как таковым	1	1
1211	не путем	1	1
1212	в письменной	7	1
1213	и притом	2	1
1214	видит в	1	1
1215	только к	4	1
1216	отношения между	3	1
1217	существует только	2	1
1218	в мысли	8	1
1219	эпоху в	1	1
1220	только она	1	1
1221	не делая	1	1
1222	ибо она	1	1
1223	совершенно недоступны	1	1
1224	ее от	1	1
1225	не говорит	3	1
1226	при анализе	4	1
1227	из важнейших	1	1
1228	выпадает из	1	1
1229	и конкретных	1	1
1230	мысли к	3	1
1231	этим и	1	1
1232	это мы	3	1
1233	этом направлении	1	1
1234	случае и	2	1
1235	прямо не	1	1
1236	нем но	1	1
1237	и непосредственное	1	1
1238	или хотя	1	1
1239	и всю	1	1
1240	наиболее чистом	1	1
1241	на тот	1	1
1242	вопрос почему	1	1
1243	первый план	2	1
1244	учение о	3	1
1245	в связи	6	1
1246	ясно что	2	1
1247	такова что	1	1
1248	по одному	5	1
1249	времени что	1	1
1250	развитие этой	2	1
1251	из главных	1	1
1252	развивается и	2	1
1253	и вместе	1	1
1254	мы пытались	5	1
1255	лежит не	1	1
1256	особенности в	1	1
1257	до известной	1	1
1258	нейтральное и	1	1
1259	больше и	1	1
1260	нами раньше	1	1
1261	в двух	1	1
1262	благодаря тому	1	1
1263	в другие	1	1
1264	только еще	1	1
1265	к мысли	6	1
1266	его значение	1	1
1267	а только	8	1
1268	речь полна	2	1
1269	такова например	1	1
1270	вопроса о	5	1
1271	для правильного	1	1
1272	вопрос об	4	1
1273	слова по	1	1
1274	проявляет себя	1	1
1275	не воспроизводит	1	1
1276	нами как	1	1
1277	сознания а	1	1
1278	какие существуют	1	1
1279	об особенностях	2	1
1280	быть совершенно	2	1
1281	о предмете	1	1
1282	не одного	1	1
1283	он его	1	1
1284	этом совершенно	1	1
1285	бы она	1	1
1286	мы думаем	1	1
1287	в отдельных	1	1
1288	по данному	2	1
1289	у них	1	1
1290	вместо того	5	1
1291	чтобы он	1	1
1292	осталась не	1	1
1293	в случае	2	1
1294	является его	2	1
1295	языком и	1	1
1296	и тем	5	1
1297	идет в	3	1
1298	все основные	7	1
1299	как это	11	1
1300	на нем	2	1
1301	я сознаю	1	1
1302	раскрытие и	1	1
1303	всех других	1	1
1304	не приходится	1	1
1305	никто не	2	1
