N	2gram	Propp_Morf	Komedia
439	есть основание	1	3
440	и есть	3	3
441	если они	2	3
442	на дочери	1	3
443	сказать о	2	3
444	в один	3	3
445	еще одно	1	3
446	не делает	1	3
447	все известные	2	3
448	его с	1	3
449	пока же	4	3
450	представляют собой	16	3
451	можно сомневаться	1	3
452	первых же	1	3
453	не могут	7	3
454	не более	1	3
455	мы понимаем	1	3
456	до этого	1	3
457	на улицу	1	3
458	если это	3	3
459	по собственному	1	3
460	с ними	1	3
461	связанные с	1	3
462	его и	2	3
463	совершенно не	1	3
464	и более	2	3
465	жениться на	1	3
466	чем они	1	3
467	на землю	1	3
468	к людям	1	3
469	действия и	2	3
470	выходят за	1	3
471	состоит в	3	3
472	не совсем	1	3
473	если мы	6	3
474	как к	1	3
475	которым он	1	3
476	ему в	1	3
477	сам он	3	3
478	на что	1	3
479	бы на	1	3
480	с просьбой	3	3
481	не являются	1	3
482	такое же	1	3
483	мы находим	1	3
484	в виде	3	3
485	сведения о	1	3
486	этой цели	1	3
487	на все	1	3
488	высшей степени	1	3
489	один и	1	3
490	нисколько не	1	3
491	возвращается с	1	3
492	и таким	2	3
493	в одной	2	3
494	ко всему	1	3
495	с первых	1	3
496	она не	2	3
497	так называемой	1	3
498	только как	1	3
499	не с	2	3
500	таким же	1	3
501	конечно в	1	3
502	в большинстве	3	3
503	в рамках	1	3
504	они не	3	3
505	в высшей	1	3
506	же можно	3	3
507	в голову	1	3
508	все еще	3	3
509	право на	2	3
510	в эти	1	3
511	является ли	1	3
512	ли в	1	3
513	если она	2	3
514	в лице	1	3
515	вплоть до	1	3
516	нет необходимости	7	2
517	еще раз	1	2
518	и очень	1	2
519	на эти	1	2
520	же и	1	2
521	по лестнице	1	2
522	дочери и	1	2
523	другой пример	2	2
524	которым они	1	2
525	и был	1	2
526	те же	1	2
527	не как	1	2
528	точно так	2	2
529	одному из	3	2
530	остановиться на	1	2
531	за которым	2	2
532	встречается в	4	2
533	на которых	1	2
534	ни одна	4	2
535	каким образом	1	2
536	к которой	1	2
537	превращается в	2	2
538	принадлежат к	1	2
539	в собственном	3	2
540	и те	1	2
541	прошлого века	1	2
542	ход действия	8	2
543	на первый	3	2
544	такие случаи	3	2
545	можно считать	1	2
546	по тем	1	2
547	перед его	1	2
548	она могла	1	2
549	же между	2	2
550	вопрос не	2	2
551	вопроса об	1	2
552	в этот	1	2
553	его т	1	2
554	следует остановиться	1	2
555	об отношении	1	2
556	но они	2	2
557	не вполне	1	2
558	так мы	1	2
559	за другом	2	2
560	друг на	2	2
561	без всякого	2	2
562	тех случаях	2	2
563	они должны	1	2
564	в основу	2	2
565	такая же	1	2
566	что все	1	2
567	что даже	1	2
568	ее своей	1	2
569	они могут	1	2
570	чем это	2	2
571	то в	3	2
572	мы видим	15	2
573	собой и	1	2
574	после чего	2	2
575	первом случае	3	2
576	средств к	2	2
577	с тех	1	2
578	в с	1	2
579	на войну	1	2
580	случайная встреча	1	2
581	и сама	1	2
582	в тот	1	2
583	с другими	2	2
584	как по	1	2
585	с двумя	2	2
586	этим и	1	2
587	подобно тому	6	2
588	дома в	2	2
589	и она	1	2
590	по одному	1	2
591	большинстве случаев	3	2
592	между прочим	1	2
593	действующим лицам	2	2
594	служит для	1	2
595	же касается	1	2
596	к вопросу	2	2
597	точек зрения	1	2
598	за другой	1	2
599	человека а	1	2
600	а для	1	2
601	а потом	2	2
602	его появления	1	2
603	однако и	1	2
604	земле и	1	2
605	мы уже	4	2
606	ту же	2	2
607	совсем не	3	2
608	является его	1	2
609	на свой	1	2
610	на нем	3	2
611	если же	5	2
612	реакции на	1	2
613	начинается с	5	2
614	почти всегда	1	2
615	у вас	1	2
616	но об	1	2
617	доходит до	1	2
618	была не	1	2
619	этот вопрос	4	2
620	к первому	1	2
621	это делает	1	2
622	но прежде	1	2
623	них не	1	2
624	теми же	1	2
625	зная о	1	2
626	с ее	1	2
627	было сделано	1	2
628	означает что	3	2
629	из этой	1	2
630	не будет	1	2
631	образом и	1	2
632	его из	1	2
633	должна быть	2	2
634	с такой	1	2
635	и при	3	2
636	и дает	2	2
637	на те	1	2
638	это уже	3	2
639	в живых	3	2
640	из нескольких	1	2
641	со всеми	1	2
642	этой точки	1	2
643	однако что	1	2
644	отца на	1	2
645	чего следует	2	2
646	не означает	2	2
647	себя и	2	2
648	и были	1	2
649	ли он	1	2
650	о котором	1	2
651	нет в	1	2
652	к другому	2	2
653	мы однако	1	2
654	в которые	1	2
655	не входит	2	2
656	перед нами	14	2
657	этому же	1	2
658	бросается в	1	2
659	действия но	1	2
660	лиц не	2	2
661	на свадьбу	1	2
662	быть не	1	2
663	хотя это	1	2
664	именно на	1	2
665	эта мысль	1	2
666	на примере	1	2
667	и до	1	2
668	в каком	2	2
669	как например	2	2
670	е а	2	2
671	имеем в	8	2
672	известной степени	1	2
673	что здесь	1	2
674	ее не	1	2
675	из первых	2	2
676	много лет	1	2
677	сына и	2	2
678	во втором	7	2
679	здесь не	3	2
680	сама она	1	2
681	по отдельным	2	2
682	но это	6	2
683	об их	1	2
684	дает нам	1	2
685	этом случае	10	2
686	в свое	2	2
687	всегда можно	1	2
688	это видно	1	2
689	№ в	1	2
690	эта ситуация	1	2
691	так уже	1	2
692	к соединению	1	2
693	лиц и	1	2
694	по очереди	2	2
695	ее из	2	2
696	еще и	1	2
697	для него	2	2
698	того что	3	2
699	о нем	1	2
700	ее в	3	2
701	где он	1	2
702	в полном	1	2
703	то мы	5	2
704	понимает что	1	2
705	этого не	2	2
706	это еще	2	2
707	случаях когда	2	2
708	все эти	5	2
709	эти две	1	2
710	а их	1	2
711	и со	1	2
712	войти в	1	2
713	пока не	1	2
714	и целые	1	2
715	не все	6	2
716	и сестры	1	2
717	в форме	6	2
718	его к	1	2
719	что эти	3	2
720	еще до	1	2
721	предположить что	1	2
722	друг за	2	2
723	же из	1	2
724	и только	3	2
725	как же	3	2
726	сам себе	1	2
727	она должна	1	2
728	в самых	2	2
729	как уже	3	2
730	при сравнении	1	2
731	тому как	5	2
732	дело не	2	2
733	и может	1	2
734	имеет в	1	2
735	встреча с	2	2
736	у кого	1	2
737	вторая половина	2	2
738	впоследствии к	1	2
739	как не	1	2
740	бы по	1	2
741	помнить что	1	2
742	это дает	1	2
743	жены и	1	2
744	его до	1	2
745	здесь же	3	2
746	в новой	1	2
747	других случаях	2	2
748	три года	4	2
749	этому вопросу	1	2
750	ходов и	1	2
751	начинает с	1	2
752	он пользуется	1	1
753	еще несколько	1	1
754	достигается тем	1	1
755	это на	1	1
756	пользуется для	1	1
757	является в	2	1
758	заметим что	3	1
759	встречаются на	1	1
760	можно говорить	1	1
761	он получает	2	1
762	первые семь	1	1
763	в постановке	1	1
764	функций между	2	1
765	в момент	1	1
766	ею и	1	1
767	уходит из	1	1
768	рассказ о	1	1
769	которые не	1	1
770	с толку	1	1
771	между ее	1	1
772	почти дословно	1	1
773	всех случаях	1	1
774	развитие которое	2	1
775	при изучении	1	1
776	приводит в	1	1
777	по плану	1	1
778	в применении	1	1
779	царство и	1	1
780	вопросу о	2	1
781	ли его	1	1
782	его женой	1	1
783	очевидно также	1	1
784	в нашу	1	1
785	или нет	2	1
786	кроме того	3	1
787	думается что	1	1
788	плачет и	1	1
789	в некоторых	4	1
790	не вызывает	1	1
791	привести к	1	1
792	другие персонажи	1	1
793	просит у	1	1
794	большое количество	1	1
795	ссылкой на	1	1
796	в различных	2	1
797	и охватывает	1	1
798	полное забвение	1	1
799	которой все	2	1
800	различных животных	1	1
801	иначе чем	2	1
802	со всего	1	1
803	как было	1	1
804	научная литература	1	1
805	считать не	1	1
806	и сл	1	1
807	он имеет	1	1
808	от одного	1	1
809	своих целей	1	1
810	если теперь	1	1
811	образом что	1	1
812	его черт	1	1
813	мысль о	1	1
814	как легче	1	1
815	весь этот	1	1
816	она является	1	1
817	ведет к	1	1
818	не составляют	1	1
819	спасает от	1	1
820	в числе	2	1
821	мы получаем	2	1
822	и другим	3	1
823	и превращение	1	1
824	мужа в	2	1
825	герои с	1	1
826	в последнем	3	1
827	в бою	3	1
828	как таковой	2	1
829	а именно	1	1
830	начала действия	1	1
831	отца а	1	1
832	кем и	1	1
833	обнаруживает что	1	1
834	на эту	1	1
835	представляли собой	1	1
836	к роду	1	1
837	их за	2	1
838	лица в	1	1
839	чтобы ее	1	1
840	герой в	2	1
841	на следующий	1	1
842	к земле	1	1
843	мало того	1	1
844	из причин	1	1
845	не думал	1	1
846	но мы	3	1
847	так например	3	1
848	и нет	1	1
849	службу и	1	1
850	основанный на	1	1
851	нашу задачу	2	1
852	кропотливой работы	2	1
853	первый взгляд	3	1
854	существу не	1	1
855	или что-либо	1	1
856	и питьем	1	1
857	его перед	1	1
858	далее а	1	1
859	ответить на	2	1
860	в данном	2	1
861	что им	1	1
862	просьбой о	2	1
863	доказать это	1	1
864	под которым	1	1
865	применении к	1	1
866	ожидать что	1	1
867	случаи когда	1	1
868	он только	1	1
869	связь его	1	1
870	мы увидим	10	1
871	i ii	1	1
872	говорить не	1	1
873	входит в	4	1
874	до него	1	1
875	ii и	1	1
876	е о	1	1
877	формы его	1	1
878	что элемент	1	1
879	совершенно очевидно	1	1
880	героя в	5	1
881	с трудом	1	1
882	для нее	1	1
883	иногда не	1	1
884	часто дает	1	1
885	особое место	2	1
886	увидим что	2	1
887	победы над	1	1
888	старика и	1	1
889	правда и	1	1
890	которых она	1	1
891	для данного	1	1
892	и была	1	1
893	говорит что	1	1
894	здесь прежде	3	1
895	не что	2	1
896	углом зрения	2	1
897	существованию и	1	1
898	следит за	1	1
899	настоящее время	3	1
900	сведений о	1	1
901	заметить что	11	1
902	сын и	1	1
903	следующим образом	4	1
904	что различные	1	1
905	непосредственно или	1	1
906	а второй	1	1
907	эти вопросы	1	1
908	с этими	1	1
909	получить в	1	1
910	видно и	1	1
911	сообщает только	1	1
912	или очень	2	1
913	и отдельные	1	1
914	в данной	2	1
915	к целому	2	1
916	в мгновение	1	1
917	же мотивов	1	1
918	чаще однако	1	1
919	первоначально это	1	1
920	этот момент	5	1
921	не получает	2	1
922	узнает что	1	1
923	его роль	1	1
924	в подземное	1	1
925	коем случае	1	1
926	следует и	1	1
927	каждому такому	1	1
928	на котором	4	1
929	и две	1	1
930	уже по	1	1
931	были бы	1	1
932	связанное с	1	1
933	мужа и	1	1
934	но так	2	1
935	ножом в	1	1
936	изложение истории	1	1
937	имеется довольно	1	1
938	эту же	1	1
939	дать более	1	1
940	за описанием	1	1
941	не происходит	3	1
942	д все	2	1
943	которую они	1	1
944	нему в	1	1
945	и совершенно	1	1
946	и одинаково	1	1
947	служанке в	1	1
948	не противоречит	1	1
949	то оно	1	1
950	ночью на	1	1
951	содержится в	1	1
952	или друга	1	1
953	не забывай	1	1
954	как такового	2	1
955	что иное	2	1
956	это сходство	1	1
957	и больше	2	1
958	возможным но	1	1
959	и заставляет	2	1
960	образом как	1	1
961	следует сказать	1	1
962	получает в	4	1
963	быть сопоставлен	1	1
964	не стремится	1	1
965	сравнить с	1	1
966	а и	3	1
967	то для	1	1
968	что при	3	1
969	только во	1	1
970	некоторый свет	1	1
971	не думает	1	1
972	по ночам	2	1
973	вошел в	1	1
974	действие происходит	1	1
975	мгновение ока	1	1
976	видит в	1	1
977	то она	1	1
978	тем больше	1	1
979	ли ее	1	1
980	во всей	1	1
981	бы только	1	1
982	отсюда видно	2	1
983	материал в	1	1
984	или не	3	1
985	и некоторые	1	1
986	связывается с	3	1
987	то не	1	1
988	что под	1	1
989	отделаться от	1	1
990	предпосылки что	1	1
991	по мотивам	3	1
992	от царя	1	1
993	приемов и	1	1
994	и по-видимому	1	1
995	но иногда	1	1
996	спор о	1	1
997	для решения	1	1
998	средство для	2	1
999	прячется в	1	1
1000	и посылает	1	1
1001	из одного	1	1
1002	№ здесь	5	1
1003	могло бы	1	1
1004	примера он	1	1
1005	указывая что	1	1
1006	ли кто-нибудь	1	1
1007	он сам	1	1
1008	чтобы его	2	1
1009	той или	1	1
1010	имеет ничего	1	1
1011	которое следует	1	1
1012	различное значение	1	1
1013	в русской	1	1
1014	не знаешь	2	1
1015	могли бы	2	1
1016	быть объяснена	1	1
1017	о себе	1	1
1018	но как	3	1
1019	о происхождении	2	1
1020	подобным образом	1	1
1021	составных частей	1	1
1022	как составная	1	1
1023	я тебе	1	1
1024	героя и	3	1
1025	свое место	1	1
1026	сына в	2	1
1027	принципов и	1	1
1028	детей в	1	1
1029	собственному усмотрению	1	1
1030	и необходимость	1	1
1031	при отсутствии	1	1
1032	только об	1	1
1033	мы опять	1	1
1034	остается на	1	1
1035	наиболее известных	1	1
1036	сюда же	5	1
1037	своих предшественников	1	1
1038	бы они	2	1
1039	одним словом	1	1
1040	надо сказать	1	1
1041	огромное количество	1	1
1042	и определяет	1	1
1043	вопрос откуда	2	1
1044	составная часть	1	1
1045	включается в	1	1
1046	иметь в	1	1
1047	его жизнь	1	1
1048	и затем	5	1
1049	особого внимания	1	1
1050	а от	1	1
1051	как один	1	1
1052	однако если	1	1
1053	себя за	2	1
1054	значение и	3	1
1055	чем она	1	1
1056	мы их	1	1
1057	к перечислению	1	1
1058	и никогда	1	1
1059	и др	12	1
1060	затем он	1	1
1061	едой и	1	1
1062	конец i	1	1
1063	чему мы	1	1
1064	мы будем	3	1
1065	ей не	1	1
1066	сущности к	1	1
1067	в противном	1	1
1068	до наших	2	1
1069	бы быть	1	1
1070	своих детей	1	1
1071	сходство не	1	1
1072	она для	1	1
1073	и сестру	1	1
1074	заключению что	1	1
1075	женится на	3	1
1076	там где	5	1
1077	тем мы	1	1
1078	показывает что	1	1
1079	это совершенно	1	1
1080	в окно	1	1
1081	с величайшей	1	1
1082	или служит	1	1
1083	в него	1	1
1084	он должен	3	1
1085	раньше чем	5	1
1086	наиболее часто	1	1
1087	не имеющий	1	1
1088	ты еще	1	1
1089	при дворе	1	1
1090	не выдерживает	1	1
1091	в особенности	1	1
1092	персонаж в	1	1
1093	нет а	1	1
1094	собственном смысле	3	1
1095	ее появления	1	1
1096	и этот	2	1
1097	лишь два	1	1
1098	одном случае	1	1
1099	они и	5	1
1100	как с	1	1
1101	для каждой	3	1
1102	она с	1	1
1103	при возвращении	1	1
1104	на западе	1	1
1105	того кому	1	1
1106	других и	1	1
1107	смысле слова	4	1
1108	из таких	2	1
1109	своих героев	1	1
1110	и далее	1	1
1111	и менее	1	1
1112	следует рассмотреть	1	1
1113	его видит	1	1
1114	всех других	2	1
1115	уже говорить	1	1
1116	не требует	1	1
1117	последовать за	1	1
1118	с применением	1	1
1119	он действует	2	1
1120	происходит с	2	1
1121	обреченный на	1	1
1122	при различных	2	1
1123	особый случай	1	1
1124	в заточении	1	1
1125	и создает	1	1
1126	очень много	2	1
1127	за это	1	1
1128	этот же	2	1
1129	под этим	1	1
1130	мою дочь	1	1
1131	в состязание	2	1
1132	имеет свои	2	1
1133	или непосредственно	2	1
1134	вместо того	1	1
1135	двумя примерами	1	1
1136	найти его	1	1
1137	все тем	1	1
1138	образом если	2	1
1139	тяжелый камень	1	1
1140	обходится без	1	1
1141	но вот	2	1
1142	он объявляет	1	1
1143	из пяти	1	1
1144	и установление	1	1
1145	выбегает из	1	1
1146	там оно	1	1
1147	и действительно	1	1
1148	все случаи	2	1
1149	тайну своего	1	1
1150	затем следует	1	1
1151	можно назвать	3	1
1152	отправляется в	3	1
1153	относятся к	2	1
1154	xv в	1	1
1155	начинаются с	2	1
1156	№ где	1	1
1157	на отношения	1	1
1158	которые могут	1	1
1159	нам возможность	1	1
1160	этим в	1	1
1161	столько по	1	1
1162	не такое	1	1
1163	может не	2	1
1164	говоря что	1	1
1165	мы имели	1	1
1166	он возвращается	1	1
1167	этого материала	1	1
1168	данном случае	2	1
1169	для героев	1	1
1170	в нее	2	1
1171	но раз	1	1
1172	возникает вопрос	3	1
1173	всей своей	1	1
1174	на своем	1	1
1175	к браку	1	1
1176	во сне	2	1
1177	ничего общего	1	1
1178	один пример	1	1
1179	огромную роль	1	1
1180	сразу и	2	1
1181	вообще один	1	1
1182	такое положение	1	1
1183	все они	1	1
1184	не подходит	1	1
1185	ни к	2	1
1186	для сравнения	1	1
1187	давно и	1	1
1188	он требует	2	1
1189	вытекает из	2	1
1190	как целое	1	1
1191	диалог с	1	1
1192	в очень	2	1
1193	первой трети	1	1
1194	в е	1	1
1195	на друга	2	1
1196	какие же	1	1
1197	можно усмотреть	1	1
1198	он является	1	1
1199	рассматривать как	1	1
1200	и независимо	1	1
1201	и тогда	3	1
1202	долгой разлуки	1	1
1203	сопоставлен с	1	1
1204	нашей работы	2	1
1205	но подобно	1	1
1206	он старается	2	1
1207	с большой	2	1
1208	значение для	1	1
1209	и об	1	1
1210	от других	2	1
1211	и исчезает	1	1
1212	чтобы облегчить	1	1
1213	к существованию	1	1
1214	в совершенно	2	1
1215	при помощи	12	1
1216	и термина	1	1
1217	например на	2	1
1218	полет на	1	1
1219	им в	1	1
1220	сюжетов и	2	1
1221	как особая	2	1
1222	и а	1	1
1223	может послужить	1	1
1224	или читателю	1	1
1225	дома а	1	1
1226	к двум	1	1
1227	хватает ему	1	1
1228	этого нет	2	1
1229	таких случаев	2	1
1230	что действия	1	1
1231	группируя материал	1	1
1232	в собрании	1	1
1233	свою жену	1	1
1234	нельзя было	2	1
1235	он может	2	1
1236	него самого	1	1
1237	раза в	1	1
1238	непосредственно к	1	1
1239	улицу и	1	1
1240	его место	1	1
1241	по происхождению	1	1
1242	появляется в	2	1
1243	соглашается на	4	1
1244	на поиски	2	1
1245	эти детали	1	1
1246	дому и	1	1
1247	же он	1	1
1248	мы еще	1	1
1249	в настоящее	3	1
1250	если только	1	1
1251	свадьбу с	2	1
1252	точку зрения	1	1
1253	иногда в	8	1
1254	подземное царство	1	1
1255	дар он	1	1
1256	другого и	2	1
1257	с того	3	1
1258	или другой	2	1
1259	его можно	1	1
1260	меня не	1	1
1261	и каждый	1	1
1262	войну а	1	1
1263	заставляет его	2	1
1264	всякое значение	1	1
1265	он вызывает	1	1
1266	можно на	1	1
1267	следить за	1	1
1268	хотя эти	2	1
1269	то они	2	1
1270	постольку поскольку	1	1
1271	подчиняются и	1	1
1272	с известными	1	1
1273	со мной	1	1
1274	играть роль	1	1
1275	сюжеты эти	1	1
1276	о помощи	3	1
1277	его мать	1	1
1278	в коем	1	1
1279	следующих друг	1	1
1280	человеческой природой	1	1
1281	в последней	1	1
1282	свадьбе с	1	1
1283	и вслед	1	1
1284	что одна	2	1
1285	не будем	5	1
1286	все таки	1	1
1287	его дело	1	1
1288	и г	1	1
1289	ходов в	1	1
1290	г см	1	1
1291	брат и	1	1
1292	герои попадают	1	1
1293	использованным в	1	1
1294	важные для	1	1
1295	на самом	4	1
1296	он же	1	1
1297	что случай	1	1
1298	на которой	1	1
1299	если сравнить	1	1
1300	при случае	1	1
1301	очень важный	2	1
1302	особое значение	1	1
1303	что например	1	1
1304	в ином	3	1
1305	из любимейших	1	1
1306	от своих	1	1
1307	только он	1	1
