N	2gram	Ircho_Kome	Analitik
791	и стал	1	2
792	не для	1	2
793	тем же	3	2
794	начиная с	1	2
795	из первых	1	2
796	забывать что	1	2
797	который по	2	2
798	но если	3	2
799	все их	1	2
800	появляется в	1	2
801	власть над	1	2
802	в самой	1	2
803	который и	1	2
804	лет после	1	2
805	своей мнимой	1	2
806	в дальнейшем	5	2
807	ему жизни	1	2
808	первый взгляд	1	2
809	одних и	1	2
810	или к	2	2
811	значение в	1	2
812	мог быть	1	2
813	в т	3	2
814	и вот	3	2
815	обе эти	1	2
816	не будем	1	2
817	что с	4	2
818	знаю что	2	2
819	своему происхождению	1	2
820	для нас	7	2
821	поведения в	1	2
822	у нас	1	2
823	все равно	3	2
824	в ином	1	2
825	не принимает	1	2
826	раз в	3	2
827	затем и	1	2
828	что ни	7	2
829	образом в	2	2
830	жизни это	1	2
831	по существу	4	2
832	в ту	2	2
833	внимание в	1	2
834	более что	1	2
835	в предыдущих	1	2
836	случаях когда	1	2
837	соответственно и	1	2
838	перед собой	1	2
839	в следующем	1	2
840	не столь	1	2
841	с явным	1	2
842	сколь бы	1	2
843	с другом	3	2
844	или менее	2	2
845	и таким	1	2
846	в одной	2	2
847	бы это	1	2
848	а на	3	2
849	к одному	1	2
850	сюжета в	2	2
851	и тех	1	2
852	до тех	5	2
853	отсюда и	1	2
854	ей в	1	2
855	нет и	4	2
856	это как	1	2
857	то и	1	2
858	фактов в	1	2
859	а от	1	2
860	не по	7	2
861	это случается	1	2
862	от всех	1	2
863	быть ни	1	2
864	прибегать к	1	2
865	или из	1	2
866	кажется не	1	2
867	стало быть	2	2
868	что из	2	2
869	является по-видимому	1	2
870	в большинстве	1	2
871	столь различных	1	2
872	прежде чем	4	2
873	в изложении	1	2
874	единственный в	1	2
875	для обозначения	2	2
876	бы он	3	2
877	не можем	1	2
878	по этому	3	2
879	при изучении	1	2
880	известии о	1	2
881	хотя он	1	2
882	и только	1	2
883	с первых	3	2
884	как ему	1	2
885	о гибели	1	2
886	о и	1	2
887	характера как	1	1
888	первую из	1	1
889	с которыми	1	1
890	с помощью	4	1
891	и другие	1	1
892	был и	1	1
893	в душе	1	1
894	каждой из	4	1
895	и называет	1	1
896	не считает	2	1
897	уж не	1	1
898	примером в	1	1
899	лицу с	1	1
900	же и	2	1
901	приходится прибегать	1	1
902	склонностью к	1	1
903	только что	11	1
904	вскоре выяснится	1	1
905	при объяснении	1	1
906	первую очередь	2	1
907	возникает между	1	1
908	в стороне	1	1
909	мы оставляем	1	1
910	на второй	1	1
911	реальной жизни	1	1
912	рад был	1	1
913	с более	1	1
914	героев и	1	1
915	нас в	1	1
916	пришел в	1	1
917	с собой	4	1
918	но перед	1	1
919	и повсюду	1	1
920	композиции мы	1	1
921	этом качестве	1	1
922	комический эффект	3	1
923	контексте легко	1	1
924	выставляет на	1	1
925	чтобы в	3	1
926	эпизода как	1	1
927	на свой	1	1
928	но все	5	1
929	от одного	1	1
930	они относятся	1	1
931	умереть если	1	1
932	достаточно отчетливо	1	1
933	не входил	2	1
934	равно как	7	1
935	каким образом	1	1
936	что последний	2	1
937	дочь с	1	1
938	из самых	2	1
939	слова с	1	1
940	к каким	1	1
941	брака у	1	1
942	он полагает	1	1
943	в кладовой	1	1
944	говорят о	1	1
945	принадлежат к	2	1
946	вся его	1	1
947	развития но	1	1
948	его на	5	1
949	в одноименной	1	1
950	к нравственным	2	1
951	начинается с	2	1
952	в бою	1	1
953	монолог в	1	1
954	эпизодов с	1	1
955	этом можно	1	1
956	внимание что	1	1
957	же если	2	1
958	как более	1	1
959	как принято	1	1
960	первое место	1	1
961	почти все	1	1
962	которое не	1	1
963	за ней	2	1
964	к своим	2	1
965	правом на	1	1
966	когда бы	1	1
967	отца и	4	1
968	как обычно	1	1
969	и из	1	1
970	отзывается о	1	1
971	своему герою	1	1
972	всякого рода	3	1
973	время с	1	1
974	эпизод с	1	1
975	всего они	1	1
976	ситуации в	3	1
977	в первую	2	1
978	отца в	2	1
979	на человека	1	1
980	и жизнь	2	1
981	все основания	1	1
982	и третий	1	1
983	и ушел	1	1
984	ему жизнь	1	1
985	она же	1	1
986	и такие	1	1
987	с единством	1	1
988	же автора	2	1
989	по тем	1	1
990	перед его	2	1
991	человека не	2	1
992	на сердце	1	1
993	на новую	3	1
994	своего состояния	2	1
995	текста первый	1	1
996	чтобы тот	1	1
997	мы увидим	1	1
998	пор пока	1	1
999	чем определяется	1	1
1000	только как	2	1
1001	но даже	1	1
1002	должна быть	2	1
1003	из жизни	2	1
1004	вложены в	1	1
1005	уходом в	1	1
1006	вопроса об	1	1
1007	в этот	1	1
1008	своим собственным	1	1
1009	из себя	3	1
1010	смысле слова	1	1
1011	в изучении	1	1
1012	из своего	5	1
1013	пока не	2	1
1014	о них	1	1
1015	точно так	1	1
1016	теперь то	1	1
1017	приходит к	2	1
1018	что девушка	2	1
1019	что речь	1	1
1020	необходимое для	3	1
1021	могла не	1	1
1022	на своего	1	1
1023	до того	4	1
1024	будет и	1	1
1025	в оправдание	1	1
1026	всего этого	1	1
1027	ни одного	1	1
1028	принадлежащих к	1	1
1029	чужой голос	1	1
1030	и еще	4	1
1031	возникающую из	1	1
1032	его подлинных	1	1
1033	него не	1	1
1034	о прибытии	1	1
1035	третий стих	1	1
1036	в основу	1	1
1037	такая же	2	1
1038	сколько о	1	1
1039	свидетельствует не	1	1
1040	под названием	3	1
1041	шесть лет	1	1
1042	все время	3	1
1043	судьбы но	1	1
1044	должен ты	1	1
1045	на того	1	1
1046	последних десятилетий	1	1
1047	иным как	1	1
1048	речь о	1	1
1049	под именем	1	1
1050	стороны других	1	1
1051	и чувства	1	1
1052	возникающая в	1	1
1053	к этим	1	1
1054	и открывает	1	1
1055	он так	4	1
1056	этом же	1	1
1057	ориентирован на	1	1
1058	чем более	1	1
1059	о ней	2	1
1060	она ни	1	1
1061	перед своей	1	1
1062	жанра в	1	1
1063	любой другой	1	1
1064	существенно меняет	1	1
1065	ей и	1	1
1066	эдипа и	3	1
1067	ответа на	2	1
1068	за несколько	1	1
1069	уверена что	1	1
1070	от слов	1	1
1071	и весь	1	1
1072	других как	1	1
1073	поскольку за	2	1
1074	при котором	1	1
1075	многочисленных примеров	1	1
1076	первый и	1	1
1077	я вхожу	1	1
1078	в н	1	1
1079	впечатление от	1	1
1080	она и	2	1
1081	менее в	2	1
1082	последние десятилетия	2	1
1083	после того	3	1
1084	во взаимном	1	1
1085	от природы	1	1
1086	не думай	1	1
1087	ввести в	2	1
1088	но еще	2	1
1089	нашей работы	1	1
1090	что я	5	1
1091	в поисках	3	1
1092	мы знаем	2	1
1093	еще больше	4	1
1094	напротив в	1	1
1095	ним в	2	1
1096	не владеет	2	1
1097	его несчастного	1	1
1098	обычно не	1	1
1099	была названа	1	1
1100	ассоциируется с	1	1
1101	обратил внимание	1	1
1102	и сама	1	1
1103	в тот	1	1
1104	двух сюжетных	1	1
1105	противоречие между	1	1
1106	вполне серьезно	1	1
1107	не отрекается	1	1
1108	третий раз	1	1
1109	что впрочем	1	1
1110	поставлен в	1	1
1111	не чувствовал	1	1
1112	себе путь	1	1
1113	ли и	1	1
1114	был ее	1	1
1115	его конце	1	1
1116	ли мы	1	1
1117	к отцу	2	1
1118	что его	10	1
1119	бы достаточно	1	1
1120	не нуждается	1	1
1121	самом его	1	1
1122	наконец не	2	1
1123	следует рассматривать	1	1
1124	преимущественно на	1	1
1125	в третий	1	1
1126	прошлом и	2	1
1127	в ожидании	2	1
1128	в последних	1	1
1129	от окружающих	1	1
1130	в последние	2	1
1131	воздействие на	1	1
1132	с жизнью	1	1
1133	указывая на	1	1
1134	как видим	2	1
1135	с отцом	4	1
1136	не требуется	1	1
1137	себя как	1	1
1138	же как	1	1
1139	на земле	2	1
1140	сюжетных линий	1	1
1141	рядом с	1	1
1142	без которого	1	1
1143	следует забывать	1	1
1144	их жизни	1	1
1145	своего безумия	1	1
1146	следует думать	1	1
1147	от этого	1	1
1148	столько о	1	1
1149	незадолго до	2	1
1150	должно было	3	1
1151	его жизни	2	1
1152	слово в	1	1
1153	здесь ни	1	1
1154	на свободу	1	1
1155	себе и	1	1
1156	к мысли	2	1
1157	из одного	1	1
1158	теперь и	1	1
1159	благородных родителей	1	1
1160	и у	4	1
1161	что их	4	1
1162	ли что	1	1
1163	человека а	2	1
1164	впрочем достаточно	1	1
1165	не давал	1	1
1166	кто из	4	1
1167	по имени	4	1
1168	для анализа	1	1
1169	этого противопоставления	1	1
1170	в заключительном	1	1
1171	с новой	1	1
1172	воспоминании о	1	1
1173	появление отца	1	1
1174	ему известной	1	1
1175	погиб от	1	1
1176	того в	3	1
1177	более на	1	1
1178	лишь ее	1	1
1179	свою жизненную	1	1
1180	не он	3	1
1181	которых в	1	1
1182	можно принять	1	1
1183	колею но	1	1
1184	говорил о	1	1
1185	до нас	7	1
1186	не составляет	1	1
1187	любви она	1	1
1188	сына в	1	1
1189	со многими	1	1
1190	все остальные	2	1
1191	близко к	1	1
1192	чтобы он	1	1
1193	кого ты	2	1
1194	и речи	4	1
1195	вступить с	2	1
1196	эти слова	1	1
1197	человека который	3	1
1198	отличаются от	1	1
1199	свой дом	2	1
1200	вот о	1	1
1201	именно потому	2	1
1202	еще был	1	1
1203	если же	2	1
1204	за ними	1	1
1205	но только	1	1
1206	себя на	1	1
1207	где в	1	1
1208	доходит до	1	1
1209	человек который	1	1
1210	в современной	1	1
1211	особого внимания	1	1
1212	чтобы их	1	1
1213	из нас	1	1
1214	решение вопроса	1	1
1215	в нее	1	1
1216	к природному	1	1
1217	отношения с	1	1
1218	должны были	2	1
1219	различных по	1	1
1220	она была	2	1
1221	того кто	2	1
1222	и заняты	1	1
1223	каков бы	1	1
1224	он без	2	1
1225	находят в	1	1
1226	нельзя не	1	1
1227	между отцом	2	1
1228	мы их	1	1
1229	и никогда	1	1
1230	что для	7	1
1231	два года	1	1
1232	а дочь	1	1
1233	в достаточной	3	1
1234	рассказывает как	1	1
1235	сюжетная линия	1	1
1236	и ты	2	1
1237	оба раза	1	1
1238	не свободно	1	1
1239	был в	1	1
1240	и жадного	1	1
1241	даже если	2	1
1242	естественно не	1	1
1243	с которым	3	1
1244	мы помним	2	1
1245	здесь также	1	1
1246	подходе к	1	1
1247	к развязке	1	1
1248	к живому	1	1
1249	друзьями и	1	1
1250	жизни ибо	1	1
1251	за себя	1	1
1252	и отсутствие	1	1
1253	куда не	1	1
1254	до абсурда	1	1
1255	более других	1	1
1256	очень кстати	1	1
1257	которых на	1	1
1258	каждого из	3	1
1259	действующих лиц	7	1
1260	было только	1	1
1261	предположение о	1	1
1262	встречающихся в	1	1
1263	было с	1	1
1264	для многих	1	1
1265	как отец	1	1
1266	и постепенное	1	1
1267	как теперь	2	1
1268	от нее	5	1
1269	на деле	1	1
1270	собственном смысле	1	1
1271	слов о	1	1
1272	быть только	1	1
1273	от до	1	1
1274	он уже	1	1
1275	вопрос почему	1	1
1276	ни малейшего	3	1
1277	характерная для	1	1
1278	лишь два	1	1
1279	с еще	1	1
1280	мы встречаем	1	1
1281	к физическому	1	1
1282	отношению ко	2	1
1283	с тремя	1	1
1284	не мешает	3	1
1285	представить себе	2	1
1286	них в	1	1
1287	при возвращении	1	1
1288	происходит нечто	1	1
1289	жизни а	1	1
1290	в основном	1	1
1291	которой не	2	1
1292	он только	1	1
1293	представлял собой	1	1
1294	существенным образом	1	1
1295	его с	1	1
1296	но едва	1	1
1297	живет в	2	1
1298	на ее	4	1
1299	основывающаяся на	1	1
1300	и обращается	1	1
1301	ведет себя	1	1
1302	же образом	1	1
1303	к установлению	1	1
1304	меня в	2	1
1305	по собственному	3	1
