N	3gram	Tiupa_Disk	Marksizm
200	вместе с тем	1	1
201	к тому или	1	1
202	формы целого высказывания	1	1
203	значение не только	1	1
204	равно как и	1	1
205	одним из наиболее	1	1
206	к чему не	1	1
207	прежде всего на	1	1
208	по мере развития	1	1
209	лежат в основе	1	1
210	в этом же	1	1
211	громадное значение в	1	1
212	в русской литературе	2	1
213	в одной из	2	1
214	а не как	2	1
215	форм высказывания в	1	1
216	здесь как и	1	1
217	в другом месте	1	1
218	можно определить как	2	1
219	внутренним и внешним	1	1
220	могло бы стать	1	1
221	что же касается	4	1
222	в целом ряде	1	1
223	то что в	1	1
224	может быть в	1	1
225	быть сведена к	1	1
226	языка с точки	1	1
227	имеет громадное значение	1	1
228	и тем более	1	1
229	в новейшее время	1	1
230	тому или иному	1	1
231	в себе не	2	1
232	в большей или	1	1
233	лежит не в	1	1
234	или во всяком	1	1
235	своего исторического существования	1	1
236	не может стать	1	1
237	не говоря уже	2	1
238	в частности как	1	1
239	в обоих случаях	1	1
240	они и не	1	1
241	с той или	2	1
242	дело в том	3	1
243	подобно тому как	4	1
244	рассеянной чужой речи	1	1
245	высказывания может быть	1	1
246	данном случае мы	1	1
247	во всех этих	1	1
248	в этом качестве	1	1
249	но отнюдь не	2	1
250	то есть оно	1	1
251	продукт социального взаимодействия	1	1
252	тем или иным	1	1
253	между автором и	1	1
254	тех случаях когда	1	1
255	в xvii веке	1	1
256	принципиальное различие между	1	1
257	в новое время	1	1
258	своих задач в	1	1
259	здесь в области	1	1
260	может быть признано	1	1
261	тем что он	2	1
262	еще на стадии	1	1
263	также и все	1	1
264	ни к чему	1	1
265	дистанцию по отношению	1	1
266	отношения говорящего к	3	1
267	одна из них	1	1
268	в основе своей	4	1
269	то что они	1	1
270	имеют никакого отношения	1	1
271	должна была произойти	1	1
272	в сочетании с	1	1
273	это прежде всего	3	1
274	том что не	1	1
275	в другом случае	1	1
