N	2gram	Trubetskoy	RusskieA
200	во всем	3	4
201	только тогда	2	4
202	можно встретить	2	4
203	кроме того	1	4
204	в своих	2	4
205	но все	5	4
206	именно в	5	4
207	во всяком	2	4
208	некоторые из	1	4
209	на этой	3	4
210	в котором	2	4
211	во всей	2	4
212	от них	2	4
213	и из	2	4
214	что у	2	4
215	несмотря на	6	4
216	но он	1	4
217	а за	1	4
218	нет но	1	4
219	здесь мы	1	4
220	тем и	1	4
221	этот вопрос	2	4
222	что для	4	4
223	могут быть	1	4
224	и от	5	4
225	показывают что	2	4
226	та же	4	4
227	за ним	1	4
228	они и	1	4
229	если в	1	4
230	и при	6	4
231	и другим	1	4
232	то время	2	4
233	в основе	2	4
234	и до	3	4
235	это имеет	1	4
236	и там	2	4
237	этого слова	2	4
238	всяком случае	2	4
239	у них	6	4
240	и многие	1	4
241	нас не	1	4
242	уже в	1	4
243	основаны на	3	4
244	такой же	2	4
245	по своему	5	4
246	а к	2	4
247	отличие от	3	4
248	в ней	3	4
249	к тем	2	4
250	к ней	1	4
251	и ее	2	4
252	таким же	3	4
253	иное как	1	4
254	все что	10	3
255	к другу	2	3
256	же и	1	3
257	которые не	3	3
258	некоторой степени	1	3
259	и другими	1	3
260	в виду	2	3
261	более или	8	3
262	на которых	1	3
263	из самых	1	3
264	есть в	2	3
265	имеет место	2	3
266	а именно	1	3
267	в одно	2	3
268	разные стороны	1	3
269	на первый	2	3
270	от этого	1	3
271	на природу	1	3
272	нами выше	1	3
273	еще далеко	1	3
274	может рассматриваться	1	3
275	других народов	5	3
276	увидим что	1	3
277	в различных	1	3
278	по отношению	11	3
279	и те	2	3
280	что ее	1	3
281	свою очередь	2	3
282	и еще	1	3
283	как на	6	3
284	на которой	1	3
285	находится в	1	3
286	что все	5	3
287	точки зрения	14	3
288	что именно	1	3
289	именно с	1	3
290	для этой	2	3
291	вся эта	1	3
292	никогда не	4	3
293	ее и	4	3
294	а наоборот	3	3
295	с одной	3	3
296	мы знаем	10	3
297	на него	2	3
298	хотя и	4	3
299	в ее	1	3
300	чем у	8	3
301	это конечно	2	3
302	тому же	6	3
303	ноги и	1	3
304	или не	1	3
305	в которой	5	3
306	и некоторые	2	3
307	из приведенных	1	3
308	очевидно что	3	3
309	связанными с	1	3
310	сходство с	2	3
311	в области	4	3
312	и это	3	3
313	много и	1	3
314	в эту	2	3
315	сих пор	15	3
316	совсем не	1	3
317	возможно что	1	3
318	его к	1	3
319	всех этих	4	3
320	раньше чем	1	3
321	до сих	15	3
322	друг к	2	3
323	них в	2	3
324	то есть	2	3
325	из таких	2	3
326	до некоторой	1	3
327	из которых	4	3
328	сводится к	2	3
329	независимо от	2	3
330	если бы	8	3
331	в своей	1	3
332	можно назвать	3	3
333	жизни в	1	3
334	на каждом	2	3
335	не во	1	3
336	так чтобы	2	3
337	с точки	8	3
338	и поэтому	2	3
339	тех пор	2	3
340	с которой	1	3
341	каждый из	3	3
342	нет и	1	3
343	при котором	1	3
344	не имели	1	3
345	здесь не	1	3
346	по происхождению	2	3
347	они были	1	3
348	и то	4	3
349	только по	1	3
350	ее на	1	3
351	это и	1	3
352	что с	6	3
353	же не	3	3
354	с другими	1	3
355	этом не	1	3
356	между собою	5	3
357	на все	5	3
358	по его	2	3
359	или менее	8	3
360	жизнь и	3	3
361	до тех	2	3
362	быть и	5	3
363	что касается	6	3
364	но вместе	2	3
365	отношению к	11	3
366	на то	9	3
367	и его	2	3
368	и другое	1	3
369	не к	1	3
370	довольно многочисленны	1	2
371	от него	3	2
372	научной литературе	1	2
373	с этой	3	2
374	силы на	1	2
375	тем как	2	2
376	которые по	2	2
377	народ и	4	2
378	живут в	1	2
379	далее в	1	2
380	особенно если	1	2
381	другой стороны	5	2
382	на основании	1	2
383	в духе	1	2
384	ни одна	1	2
385	из нее	2	2
386	из всего	1	2
387	если он	2	2
388	принадлежат к	1	2
389	его мнению	1	2
390	на эту	1	2
391	и следовательно	1	2
392	но мы	1	2
393	сделать из	1	2
394	в дальнейшем	4	2
395	можно считать	1	2
396	в настоящей	1	2
397	время от	2	2
398	но даже	3	2
399	одной стороны	2	2
400	всем этим	1	2
401	характер в	1	2
402	в риме	1	2
403	между двумя	5	2
404	народов европы	2	2
405	на которые	1	2
406	говорить о	2	2
407	о них	2	2
408	людей и	1	2
409	как оно	1	2
410	так называемых	1	2
411	с другим	1	2
412	по всему	1	2
413	в прошлом	1	2
414	пока еще	1	2
415	сказать что	1	2
416	тех случаях	1	2
417	в нашем	3	2
418	части и	1	2
419	быть потому	1	2
420	друг с	9	2
421	в европе	6	2
422	не имело	1	2
423	к этим	1	2
424	эта же	1	2
425	но так	2	2
426	все в	2	2
427	не принадлежат	1	2
428	мы видим	1	2
429	собой и	1	2
430	не противоречит	1	2
431	к их	1	2
432	и свои	1	2
433	должно быть	5	2
434	но еще	1	2
435	что при	7	2
436	что такое	1	2
437	многих отношениях	1	2
438	у него	5	2
439	что между	1	2
440	можно рассматривать	1	2
441	ее от	1	2
442	но совершенно	1	2
443	одним из	4	2
444	говорить что	3	2
445	другой характер	1	2
446	решить этот	1	2
447	в конце	4	2
448	между ними	2	2
449	между прочим	2	2
450	следовательно и	2	2
451	из одного	2	2
452	что их	3	2
453	мы указывали	1	2
454	в каждом	1	2
455	мы можем	6	2
456	были у	1	2
457	однако такое	1	2
458	и даже	1	2
459	только с	1	2
460	ту же	2	2
461	не будут	2	2
462	он не	4	2
463	и тем	1	2
464	в развитии	1	2
465	своих предшественников	1	2
466	утратили свой	1	2
467	что эта	4	2
468	себе на	1	2
469	не были	1	2
470	иметь в	1	2
471	следует признать	1	2
472	которого в	2	2
473	как известно	3	2
474	общего с	2	2
475	друг другу	1	2
476	по другим	1	2
477	в себе	5	2
478	с элементами	1	2
479	образом в	3	2
480	в силу	7	2
481	могут рассматриваться	1	2
482	те кто	1	2
483	это без	1	2
484	из этого	7	2
485	на место	1	2
486	не случайно	1	2
487	в один	2	2
488	в одну	4	2
489	и особенно	2	2
490	на всю	1	2
491	от нее	2	2
492	не так	4	2
493	в состав	1	2
494	и должны	1	2
495	народа в	15	2
496	и затем	1	2
497	с и	1	2
498	в жизни	3	2
499	уже знаем	1	2
500	в другой	1	2
501	о которой	2	2
502	в область	1	2
503	представления об	2	2
504	борьбы с	2	2
505	свой народ	2	2
506	все то	2	2
507	не более	2	2
508	самом деле	12	2
509	отличаются от	1	2
510	о своей	1	2
511	если это	2	2
512	в семье	1	2
513	и начало	2	2
514	другие народы	4	2
515	как не	2	2
516	что такой	2	2
517	и так	2	2
518	направление в	1	2
519	себя и	2	2
520	нет в	2	2
521	перед нами	1	2
522	его состоит	1	2
523	совершенно не	4	2
524	всем этом	1	2
525	не является	1	2
526	что такие	2	2
527	вытекает из	1	2
528	и состоит	2	2
529	несколько иной	1	2
530	славян и	1	2
531	и если	6	2
532	ее до	1	2
533	этой работы	1	2
534	быть не	1	2
535	что если	3	2
536	россии в	1	2
537	ее с	1	2
538	целый ряд	4	2
539	он есть	1	2
540	за пределами	1	2
541	с нею	1	2
542	с его	1	2
543	по этой	1	2
544	иногда в	1	2
545	он должен	2	2
546	судя по	1	2
547	или просто	1	2
548	обе стороны	1	2
549	но на	2	2
550	в более	1	2
551	только одно	3	2
552	они не	2	2
553	на тех	1	2
554	русских но	1	2
555	для него	2	2
556	присмотреться к	1	2
557	как у	3	2
558	более позднее	1	2
559	из своих	1	2
560	что каждый	1	2
561	основана на	1	2
562	от своих	1	2
563	однако не	1	2
564	дело в	1	2
565	чтобы быть	2	2
566	очень много	3	2
567	в равной	1	2
568	случае не	1	2
569	и без	5	2
570	этой цели	1	2
571	случаях когда	3	2
572	не дают	1	2
573	или их	1	2
574	с другом	9	2
575	свет на	1	2
576	должен быть	2	2
577	и вообще	3	2
578	тем более	3	2
579	что эти	2	2
580	мы попытаемся	1	2
581	ко всему	2	2
582	а как	1	2
583	и притом	1	2
584	само собой	1	2
585	в частности	2	2
586	составные части	1	2
587	в начале	3	2
588	и всех	1	2
589	отношение к	4	2
590	этом и	1	2
591	в ту	2	2
592	если она	1	2
593	этому вопросу	1	2
594	и наконец	3	2
595	с которыми	2	1
596	в самом	8	1
597	люди которые	1	1
598	более высокой	1	1
599	в центре	1	1
600	народов в	1	1
601	с момента	2	1
602	что представление	2	1
603	еще более	1	1
604	общую картину	2	1
605	только что	3	1
606	такой характер	1	1
607	рассказ о	1	1
608	чем сильнее	1	1
609	с детства	1	1
610	общий для	1	1
611	случае мы	1	1
612	часть его	1	1
613	между народами	2	1
614	из всех	5	1
615	интересен и	1	1
616	или нет	1	1
617	одно это	1	1
618	в общую	1	1
619	отсюда как	1	1
620	о каком-то	1	1
621	те же	2	1
622	круг в	1	1
623	потому не	1	1
624	него в	2	1
625	не являются	1	1
626	в с	3	1
627	быть может	1	1
628	исторического развития	2	1
629	которые будут	2	1
630	заключалось в	1	1
631	этой религии	1	1
632	в борьбе	1	1
633	это должно	1	1
634	быть признана	2	1
635	в первом	1	1
636	надо чтобы	2	1
637	и сам	2	1
638	во взаимной	1	1
639	на такой	2	1
640	вопрос этот	1	1
641	зато в	1	1
642	этих существ	1	1
643	мы и	2	1
644	чем их	2	1
645	вся его	2	1
646	другие же	1	1
647	и должен	1	1
648	то сразу	1	1
649	своя и	1	1
650	всегда в	1	1
651	на ноги	1	1
652	здесь дело	1	1
653	нужно чтобы	1	1
654	зависят от	1	1
655	весь ход	1	1
656	же после	1	1
657	к своим	2	1
658	более как	2	1
659	смысл этого	1	1
660	коснуться еще	1	1
661	и общую	1	1
662	первый взгляд	1	1
663	с работой	1	1
664	вопрос гласит	1	1
665	происхождение этого	1	1
666	и того	3	1
667	одного и	3	1
668	из цветов	1	1
669	народа на	1	1
670	некоторая часть	1	1
671	не хуже	1	1
672	по тем	2	1
673	которой он	1	1
674	каждого нового	1	1
675	одно целое	1	1
676	доказать что	2	1
677	и детьми	1	1
678	хотя бы	4	1
679	которых к	1	1
680	почти исключительно	1	1
681	часто в	1	1
682	смотрели на	1	1
683	в другом	2	1
684	стоят в	2	1
685	являются не	1	1
686	а после	1	1
687	народам на	1	1
688	из себя	10	1
689	того великого	1	1
690	поэтому мы	1	1
691	борьбе с	1	1
692	идет по	1	1
693	может служить	3	1
694	точно так	1	1
695	видеть что	1	1
696	на пути	1	1
697	приходит к	1	1
698	возможен только	1	1
699	друг у	1	1
700	а между	8	1
701	и была	1	1
702	самого понятия	1	1
703	не вполне	3	1
704	но этот	1	1
705	не приходится	1	1
706	но основные	1	1
707	которого они	1	1
708	ней и	1	1
709	выше он	1	1
710	по которым	1	1
711	наряду с	1	1
712	они должны	3	1
713	а только	1	1
714	же они	1	1
715	гораздо дальше	1	1
716	к которому	1	1
717	во времена	1	1
718	как от	1	1
719	приобщения к	2	1
720	очень многие	1	1
721	если эта	1	1
722	который у	1	1
723	если присмотреться	1	1
724	в отдельных	2	1
725	не мог	1	1
726	прочим в	1	1
727	того же	9	1
728	они могут	2	1
729	время этого	1	1
730	собой а	1	1
731	и мало	1	1
732	высокой ступени	1	1
733	гораздо более	2	1
734	ближе к	3	1
735	представить себе	2	1
736	на почве	3	1
737	даже если	3	1
738	не вызывает	1	1
739	которую они	1	1
740	чтобы это	1	1
741	сущность его	1	1
742	в научной	1	1
743	как другие	1	1
744	форма этой	1	1
745	похожи на	1	1
746	есть одно	1	1
747	правильнее было	1	1
748	в состоянии	5	1
749	в раннем	1	1
750	не говорить	1	1
751	из того	4	1
752	сильнее чем	4	1
753	наиболее совершенным	1	1
754	вопрос мы	1	1
755	если они	1	1
756	и пришла	1	1
757	народами но	1	1
758	однако совершенно	1	1
759	на этих	1	1
760	это обстоятельство	2	1
761	и работа	1	1
762	не понимают	2	1
763	и нужно	1	1
764	и сама	1	1
765	восстановить картину	2	1
766	это слово	1	1
767	не от	2	1
768	и развитие	2	1
769	тем больше	1	1
770	бы к	1	1
771	в результате	9	1
772	на разных	1	1
773	не знает	2	1
774	степени их	1	1
775	не очень	2	1
776	в народных	1	1
777	что его	4	1
778	что за	2	1
779	свой смысл	1	1
780	но для	2	1
781	в среде	2	1
782	на путь	2	1
783	ассимиляция с	1	1
784	разных народов	1	1
785	к сожалению	1	1
786	время как	1	1
787	по одному	3	1
788	не есть	4	1
789	века к	1	1
790	из главных	1	1
791	рядом с	1	1
792	под него	1	1
793	е когда	1	1
794	основано на	5	1
795	а гораздо	2	1
796	всех их	1	1
797	проблему которую	1	1
798	у таких	1	1
799	веру в	1	1
800	себе и	1	1
801	в сторону	3	1
802	на свои	1	1
803	собою и	1	1
804	что следовательно	1	1
805	то эти	1	1
806	всех народов	2	1
807	вопроса о	1	1
808	а потом	1	1
809	остается в	1	1
810	смысл и	1	1
811	же все	1	1
812	а следовательно	2	1
813	предполагает что	1	1
814	мы говорили	8	1
815	все остальные	1	1
816	встречаются с	1	1
817	момента когда	1	1
818	эти слова	1	1
819	зрения в	1	1
820	греческой и	1	1
821	по пути	1	1
822	другим народам	1	1
823	это по	1	1
824	этого взгляда	1	1
825	на долю	2	1
826	не будет	5	1
827	к такой	1	1
828	на нем	1	1
829	если же	3	1
830	должны быть	3	1
831	всех других	2	1
832	и та	1	1
833	он признает	1	1
834	жизни должны	1	1
835	чем больше	4	1
836	не могла	1	1
837	добрая половина	1	1
838	себя на	1	1
839	и создавать	1	1
840	и хотя	1	1
841	существу он	1	1
842	по своей	7	1
843	несколько ниже	1	1
844	не имеющей	1	1
845	вопрос можно	1	1
846	в европейских	1	1
847	народа а	18	1
848	к первому	1	1
849	он в	1	1
850	однако в	1	1
851	что во	1	1
852	должен стоять	1	1
853	и неправильно	1	1
854	или может	1	1
855	в общем	6	1
856	необходимо чтобы	1	1
857	деле это	1	1
858	что без	1	1
859	представление об	4	1
860	бы ни	1	1
861	очень редко	1	1
862	еще менее	1	1
863	их надо	2	1
864	имеет свою	1	1
865	причем это	1	1
866	каждого из	1	1
867	сливаются в	1	1
868	которого она	1	1
869	связанных друг	1	1
870	что до	2	1
871	не отличается	1	1
872	триумфальное шествие	1	1
873	были введены	1	1
874	можно только	1	1
875	нас при	1	1
876	к такому	2	1
877	всех отношениях	1	1
878	во втором	2	1
879	образом и	2	1
880	самих себя	3	1
881	у друга	1	1
882	встречается у	1	1
883	если стремление	1	1
884	должна быть	6	1
885	которых мы	4	1
886	гораздо менее	2	1
887	для себя	2	1
888	которая по	1	1
889	оно было	1	1
890	говорит а	1	1
891	освободиться от	3	1
892	мы получаем	1	1
893	для народа	1	1
894	человек с	1	1
895	никак не	1	1
896	кто выше	1	1
897	и этого	1	1
898	что большинство	1	1
899	они возникли	1	1
900	на таких	2	1
901	однако он	1	1
902	это есть	4	1
903	целом ряде	3	1
904	не могут	4	1
905	их нужно	1	1
906	поэтому и	1	1
907	ряде других	1	1
908	этого круга	3	1
909	больше из	1	1
910	лежит представление	1	1
911	как при	2	1
912	приведенных выше	1	1
913	на месте	2	1
914	то увидим	1	1
915	может признать	1	1
916	как о	1	1
917	и такая	1	1
918	с такими	1	1
919	при более	2	1
920	для каждого	1	1
921	которые могут	2	1
922	в современной	1	1
923	состоит из	4	1
924	и просто	1	1
925	много но	1	1
926	правда не	1	1
927	можно найти	1	1
928	о котором	7	1
929	зависимости от	2	1
930	ни велика	1	1
931	со стороны	1	1
932	знает что	1	1
933	всей своей	1	1
934	количество таких	1	1
935	на русском	1	1
936	такое положение	1	1
937	ли они	1	1
938	к представлению	1	1
939	еще и	1	1
940	ни на	1	1
941	наука в	1	1
942	пристальное изучение	1	1
943	бы с	1	1
944	что мы	4	1
945	видим что	1	1
946	совершенно иной	2	1
947	тех же	2	1
948	менее похожи	1	1
949	в где	1	1
950	на той	1	1
951	и между	1	1
952	в значительной	1	1
953	на том	2	1
954	в культурном	3	1
955	это все	1	1
956	а может	1	1
957	в борьбу	1	1
958	наиболее полно	1	1
959	только один	2	1
960	народа к	5	1
961	говорят что	1	1
962	которую он	2	1
963	не потому	2	1
964	большей частью	1	1
965	в совершенно	3	1
966	в истории	3	1
967	не без	2	1
968	при помощи	3	1
969	не раньше	1	1
970	знаем что	8	1
971	себя от	1	1
972	еще один	1	1
973	в силе	1	1
974	известно в	1	1
975	подошел к	1	1
976	затем уже	1	1
977	таким путем	1	1
978	на более	2	1
979	тем такие	1	1
980	без всякого	1	1
981	указывают на	3	1
982	ее не	1	1
983	тем же	2	1
984	которые уже	2	1
985	таким народам	1	1
986	смотрят на	1	1
987	что я	1	1
988	без внутреннего	1	1
989	только при	2	1
990	в сознании	7	1
991	семьи и	3	1
992	он может	1	1
993	поворот к	1	1
994	подобные им	1	1
995	трудно в	1	1
996	свою силу	1	1
997	русском языке	1	1
998	месте в	1	1
999	же он	1	1
1000	в самой	2	1
1001	дальнейшего развития	2	1
1002	точку зрения	2	1
1003	сделать это	1	1
1004	стало бы	1	1
1005	для обеспечения	1	1
1006	на время	1	1
1007	в полосу	1	1
1008	таком же	2	1
1009	многочисленны но	1	1
1010	то они	4	1
1011	существу совершенно	1	1
1012	ничем не	5	1
1013	многих других	2	1
1014	о степени	1	1
1015	может не	3	1
1016	их сходства	1	1
1017	свидетельствует о	1	1
1018	сам он	1	1
1019	из непременных	2	1
1020	без разбора	1	1
1021	зависит от	1	1
1022	чем объясняется	1	1
1023	у славян	1	1
1024	при таких	2	1
1025	всегда отличаются	1	1
1026	бы на	1	1
1027	в каком-нибудь	1	1
1028	а это	2	1
1029	он и	1	1
1030	всегда был	1	1
1031	собой или	1	1
1032	что так	1	1
1033	состоящее в	1	1
1034	мало того	4	1
1035	ее нет	1	1
1036	указание на	1	1
1037	чем тот	1	1
1038	же явления	1	1
1039	у многих	1	1
1040	смысле этого	1	1
1041	как нечто	1	1
1042	о ее	1	1
1043	когда же	1	1
1044	быть вполне	2	1
1045	но с	2	1
1046	у всех	1	1
1047	заимствования а	1	1
1048	самые разнообразные	1	1
1049	и где	2	1
1050	который как	1	1
1051	и эта	1	1
1052	народам и	1	1
1053	когда все	1	1
1054	и самих	1	1
1055	то это	1	1
1056	войдя в	2	1
1057	более что	1	1
1058	кто в	1	1
1059	можно отнести	1	1
1060	и сообразно	1	1
1061	долгое время	1	1
1062	происхождению и	1	1
1063	имелись в	1	1
1064	но по	3	1
1065	эту точку	1	1
1066	другом месте	1	1
1067	при таком	2	1
1068	стремление к	1	1
1069	однако это	2	1
1070	к концу	1	1
1071	в такой	4	1
1072	факт этот	1	1
1073	и оно	1	1
1074	из самих	1	1
1075	это было	1	1
1076	различных народов	1	1
1077	его следует	1	1
1078	и способствует	1	1
1079	этих элементов	1	1
1080	и таким	1	1
1081	часть их	1	1
1082	а так	1	1
1083	как все	1	1
1084	эта имела	1	1
1085	стоит и	1	1
1086	либо совсем	1	1
1087	все от	1	1
1088	искать в	1	1
1089	никакой роли	1	1
1090	тем сильнее	2	1
1091	все другие	1	1
1092	и эти	1	1
1093	указывали на	1	1
1094	чем эта	1	1
1095	забота о	1	1
1096	выше и	4	1
1097	которую мы	1	1
1098	две стороны	1	1
1099	не могу	1	1
1100	находящиеся под	1	1
1101	ни один	4	1
1102	земле в	1	1
1103	имеются и	1	1
1104	также и	2	1
1105	одну из	2	1
1106	при сравнении	1	1
1107	а из	1	1
1108	не по	1	1
1109	которые больше	1	1
1110	очевидно в	1	1
1111	у того	1	1
1112	есть как	1	1
1113	и может	3	1
1114	у народа	8	1
1115	и говорят	1	1
1116	исходит от	1	1
1117	есть ли	1	1
1118	в науке	1	1
1119	же что	2	1
1120	говоря о	1	1
1121	в нашей	1	1
1122	стороны его	1	1
1123	не следует	2	1
1124	основании этих	1	1
1125	том кто	1	1
1126	от того	3	1
1127	к которой	3	1
1128	с понятием	1	1
1129	и определить	1	1
1130	идет речь	8	1
1131	которых они	1	1
1132	рассматривать как	2	1
1133	как из	1	1
1134	с вполне	1	1
1135	те которые	1	1
1136	же самое	1	1
1137	со своими	2	1
1138	указаний на	1	1
1139	их а	1	1
1140	как за	1	1
1141	от времени	2	1
1142	в голову	1	1
1143	исторически и	1	1
1144	ряде случаев	1	1
1145	и ставят	1	1
1146	к пониманию	1	1
1147	жизни и	2	1
1148	нет правда	1	1
1149	только после	1	1
1150	на всем	1	1
1151	ли в	1	1
1152	надо было	1	1
1153	в мышлении	1	1
1154	в так	1	1
1155	смысл что	1	1
1156	не надо	3	1
1157	в который	1	1
1158	поставленного выше	1	1
1159	есть не	1	1
