N	2gram	Ircho_Kome	Problemy
178	мы увидим	1	8
179	чужой голос	1	8
180	все время	3	8
181	из них	11	8
182	и он	5	8
183	несмотря на	7	8
184	ни было	3	8
185	но как	1	8
186	одним из	2	8
187	здесь не	2	8
188	и у	4	8
189	и от	3	8
190	мы должны	1	8
191	должна быть	2	8
192	был бы	4	8
193	никак не	2	8
194	не на	3	8
195	с ними	1	8
196	и так	1	8
197	в диалоге	2	8
198	наконец в	1	8
199	из его	3	8
200	в произведениях	2	8
201	как к	3	8
202	уже в	3	8
203	того что	1	8
204	же не	3	8
205	с другом	3	8
206	и о	3	8
207	бы он	3	8
208	от него	2	7
209	тем как	2	7
210	в виду	3	7
211	на свой	1	7
212	в жизни	1	7
213	к самому	1	7
214	и со	2	7
215	вопрос о	2	7
216	в себя	1	7
217	из своего	5	7
218	только на	1	7
219	сказать что	4	7
220	что все	1	7
221	что она	10	7
222	от себя	2	7
223	что они	3	7
224	все его	2	7
225	это я	1	7
226	не было	6	7
227	не о	3	7
228	как его	4	7
229	между ними	4	7
230	себя как	1	7
231	в этих	2	7
232	во всех	4	7
233	то ни	4	7
234	если же	2	7
235	друг другу	3	7
236	с которым	3	7
237	его к	1	7
238	и ее	3	7
239	бы то	3	7
240	его с	1	7
241	например в	3	7
242	мы остановимся	1	7
243	не входит	1	7
244	его и	3	7
245	он в	2	7
246	на этот	6	7
247	т д	1	7
248	точку зрения	1	7
249	тот же	11	7
250	в их	5	7
251	все равно	3	7
252	сама по	1	7
253	к своему	4	7
254	и их	1	7
255	он с	2	7
256	такой же	2	7
257	во всем	2	6
258	кроме того	1	6
259	него в	3	6
260	в своих	4	6
261	в построении	4	6
262	не менее	9	6
263	на фоне	2	6
264	с этим	5	6
265	должна была	1	6
266	превращается в	1	6
267	конечно не	4	6
268	как на	1	6
269	среди них	1	6
270	не мог	2	6
271	и этим	3	6
272	как же	2	6
273	человек и	1	6
274	на этом	3	6
275	выражение в	3	6
276	а с	2	6
277	человека как	1	6
278	можно было	3	6
279	этот вопрос	2	6
280	в этой	7	6
281	я в	1	6
282	себя в	3	6
283	во время	8	6
284	и здесь	11	6
285	за ним	3	6
286	в другой	5	6
287	отношения к	2	6
288	ни был	2	6
289	в которых	7	6
290	зависимости от	1	6
291	знает что	2	6
292	в основе	3	6
293	и вот	3	6
294	в отличие	3	6
295	его художественного	1	6
296	и во	3	6
297	друг друга	7	6
298	я вас	1	6
299	которым он	2	6
300	знаю что	2	6
301	его героев	1	6
302	на вопрос	5	6
303	не принимает	1	6
304	по существу	4	6
305	словом и	1	6
306	на его	5	6
307	на них	3	6
308	отличие от	5	6
309	как он	5	6
310	в начале	5	6
311	идет о	3	6
312	он знает	4	6
313	обращаться к	1	6
314	жизни и	1	6
315	на то	3	6
316	и только	1	6
317	для этого	3	6
318	да что	2	5
319	те же	1	5
320	не хочет	6	5
321	с собой	4	5
322	с тем	6	5
323	в высшей	2	5
324	в глаза	3	5
325	в зависимости	1	5
326	того же	9	5
327	но так	1	5
328	него не	1	5
329	крайней мере	1	5
330	слов в	2	5
331	тому же	11	5
332	на себя	10	5
333	я и	2	5
334	в чем	7	5
335	в такой	1	5
336	в уста	2	5
337	не могу	1	5
338	когда я	1	5
339	ибо в	1	5
340	что ты	3	5
341	однако в	5	5
342	бы его	1	5
343	один из	6	5
344	он только	1	5
345	была бы	2	5
346	подобно тому	1	5
347	со всеми	2	5
348	все то	1	5
349	здесь мы	1	5
350	с таким	1	5
351	о своей	1	5
352	героев и	1	5
353	вместе с	16	5
354	ну да	1	5
355	по крайней	1	5
356	совершенно не	2	5
357	мы не	6	5
358	он старается	1	5
359	в мир	1	5
360	нет и	4	5
361	том же	2	5
362	в ее	3	5
363	меня не	1	5
364	поэтому он	1	5
365	высшей степени	2	5
366	они не	2	5
367	я теперь	2	5
368	как можно	2	5
369	по своему	3	5
370	нисколько не	3	5
371	он ни	1	5
372	но при	2	5
373	в ней	7	5
374	быть и	1	5
375	когда он	5	5
376	же что	1	5
377	человека с	2	5
378	с человеком	1	5
379	диалога с	1	5
380	тому что	5	5
381	тому как	1	5
382	все что	6	4
383	только что	11	4
384	с этой	5	4
385	еще более	4	4
386	они уже	1	4
387	более или	2	4
388	в духе	1	4
389	в первом	2	4
390	на друга	1	4
391	при всей	2	4
392	то это	5	4
393	перед его	2	4
394	и мысли	3	4
395	он был	6	4
396	всего этого	1	4
397	будет и	1	4
398	но этот	1	4
399	друг на	1	4
400	его за	3	4
401	или менее	2	4
402	образом как	1	4
403	находится в	1	4
404	для понимания	3	4
405	от них	2	4
406	на котором	1	4
407	они могут	1	4
408	тем не	3	4
409	не была	1	4
410	связи с	5	4
411	в которой	6	4
412	теперь на	1	4
413	то в	1	4
414	время как	3	4
415	в сторону	1	4
416	в эту	1	4
417	на себе	2	4
418	под влиянием	2	4
419	остается в	3	4
420	эти слова	1	4
421	именно потому	2	4
422	речи и	1	4
423	но только	1	4
424	вот я	1	4
425	в первой	3	4
426	мы видели	1	4
427	образом и	2	4
428	он уже	1	4
429	своего собственного	1	4
430	мысль не	1	4
431	из которых	7	4
432	слова мы	1	4
433	если не	7	4
434	быть даже	1	4
435	и действительно	1	4
436	бы не	3	4
437	нет в	1	4
438	здесь нет	4	4
439	то и	1	4
440	и если	3	4
441	на два	1	4
442	и лишь	1	4
443	он хочет	1	4
444	которую он	3	4
445	о своем	1	4
446	времени и	2	4
447	каждый из	1	4
448	тому чтобы	1	4
449	со словом	1	4
450	появляется в	1	4
451	только с	1	4
452	у вас	1	4
453	он должен	1	4
454	заставляет его	1	4
455	мир в	1	4
456	нет ни	2	4
457	хоть и	3	4
458	вы меня	1	4
459	этом отношении	2	4
460	что с	4	4
461	со своим	1	4
462	здесь в	2	4
463	себе его	1	4
464	а то	1	4
465	и без	2	4
466	к концу	3	4
467	войти в	2	4
468	это было	1	4
469	в каждой	2	4
470	об этом	12	4
471	а так	1	4
472	особенно в	1	4
473	бы ни	1	4
474	жизнь и	1	4
475	это как	1	4
476	ни один	1	4
477	конечно в	2	4
478	еще в	1	4
479	стороны и	4	4
480	от того	2	4
481	его отношение	1	4
482	это в	2	4
483	таким же	2	4
484	момент его	1	4
485	с которыми	1	3
486	нет здесь	1	3
487	уж не	1	3
488	по всему	3	3
489	говорить о	6	3
490	может служить	2	3
491	о чем	11	3
492	говорит о	2	3
493	а затем	4	3
494	и само	1	3
495	чтобы в	3	3
496	жизнь в	1	3
497	приходит в	1	3
498	он является	1	3
499	можно сказать	1	3
500	жизни а	1	3
501	что этот	1	3
502	сам не	2	3
503	отсюда и	1	3
504	быть более	1	3
505	между двумя	2	3
506	увидим что	1	3
507	о них	1	3
508	точке зрения	1	3
509	и еще	4	3
510	настоящее время	1	3
511	передо мной	1	3
512	одной из	4	3
513	в реальном	1	3
514	что даже	1	3
515	в эти	1	3
516	его образа	1	3
517	от ее	3	3
518	всего в	1	3
519	только не	1	3
520	мы видим	2	3
521	как такового	1	3
522	так я	2	3
523	мы знаем	2	3
524	и рассказ	2	3
525	чем в	5	3
526	что вы	2	3
527	что его	10	3
528	будто бы	1	3
529	здесь же	1	3
530	в таком	2	3
531	в изображении	3	3
532	в устах	2	3
533	человек в	1	3
534	между собой	5	3
535	в смысле	2	3
536	именно как	1	3
537	могли бы	1	3
538	мы можем	7	3
539	не дает	5	3
540	и та	1	3
541	себя на	1	3
542	по своей	2	3
543	хочет чтобы	1	3
544	ни одной	2	3
545	и мы	5	3
546	он понимает	2	3
547	и есть	3	3
548	теми же	1	3
549	значение в	1	3
550	и по	3	3
551	чтобы не	3	3
552	в один	1	3
553	и особенно	2	3
554	действующими лицами	1	3
555	и сами	1	3
556	меня и	2	3
557	для самого	1	3
558	в основном	1	3
559	почти не	1	3
560	и при	1	3
561	сводится к	1	3
562	себе не	2	3
563	том и	1	3
564	обращается к	4	3
565	то время	3	3
566	определяет все	1	3
567	все они	1	3
568	не является	5	3
569	в диалог	1	3
570	себя за	1	3
571	да еще	3	3
572	того чтобы	9	3
573	а может	1	3
574	и уже	1	3
575	еще один	2	3
576	как например	2	3
577	им в	1	3
578	из рассказа	1	3
579	без всякого	2	3
580	если мы	2	3
581	тем же	3	3
582	мог бы	1	3
583	со своими	1	3
584	в сознании	1	3
585	же ты	3	3
586	не из	1	3
587	же он	1	3
588	во времени	1	3
589	в настоящее	1	3
590	выходит за	1	3
591	его можно	1	3
592	именно к	1	3
593	этом случае	2	3
594	или к	2	3
595	того как	5	3
596	уверен что	2	3
597	не для	1	3
598	и всегда	1	3
599	в других	4	3
600	на которой	1	3
601	у нас	1	3
602	кто бы	1	3
603	мы будем	1	3
604	раз в	3	3
605	однако не	1	3
606	со словами	1	3
607	ко второму	1	3
608	этого не	1	3
609	в руках	3	3
610	дело в	1	3
611	места в	1	3
612	на тему	1	3
613	или даже	1	3
614	для героев	1	3
615	на одном	1	3
616	она только	1	3
617	чтобы сделать	1	3
618	реагирует на	1	3
619	а к	1	3
620	сказать о	1	3
621	он говорит	3	3
622	а его	2	3
623	не бывать	1	3
624	все должно	1	3
625	не удалось	1	3
626	е в	2	3
627	из этих	2	3
628	уже после	1	3
629	не с	2	3
630	его речи	1	3
631	нового времени	5	3
632	ним как	1	3
633	что из	2	3
634	человека и	2	3
635	признать что	5	3
636	которые в	1	3
637	что на	1	3
638	ты как	2	3
639	же в	3	3
640	все еще	2	3
641	и эта	2	3
642	нуждается в	2	3
643	в чисто	1	3
644	и другие	1	2
645	я уверен	1	2
646	в центре	2	2
647	в душе	1	2
648	указывает на	1	2
649	я этого	1	2
650	любовь к	4	2
651	из всех	3	2
652	и говорить	1	2
653	одно из	3	2
654	не столько	3	2
655	он жалуется	1	2
656	от одного	1	2
657	вот что	1	2
658	весь этот	1	2
659	что весь	1	2
660	впрочем что	1	2
661	иначе как	2	2
662	к более	1	2
663	при том	1	2
664	много раз	1	2
665	меня в	2	2
666	его на	5	2
667	а именно	1	2
668	ставит нас	1	2
669	собой не	1	2
670	роль в	3	2
671	теперь не	1	2
672	почти все	1	2
673	самого слова	1	2
674	чем бы	1	2
675	своему герою	1	2
676	эпизод с	1	2
677	теперь он	1	2
678	и иногда	1	2
679	обращает на	3	2
680	и того	1	2
681	в худшем	1	2
682	уж так	1	2
683	быть не	1	2
684	было в	2	2
685	только как	2	2
686	но даже	1	2
687	в нескольких	1	2
688	для определенного	1	2
689	для того	9	2
690	не всегда	2	2
691	в этот	1	2
692	что вся	1	2
693	вид что	1	2
694	с помощью	4	2
695	ну а	1	2
696	на пути	2	2
697	обращаясь к	1	2
698	определяется его	1	2
699	художественных приемов	1	2
700	же его	2	2
701	себе в	6	2
702	до того	4	2
703	свою очередь	10	2
704	перед ним	4	2
705	за другом	2	2
706	слов о	1	2
707	принадлежащих к	1	2
708	другого героя	1	2
709	там говорят	1	2
710	которой она	1	2
711	он так	4	2
712	а вот	1	2
713	с большим	4	2
714	такая же	2	2
715	в нашем	1	2
716	эти вопросы	1	2
717	же она	1	2
718	содержание его	1	2
719	же слова	1	2
720	да он	1	2
721	к этому	11	2
722	отказаться от	3	2
723	и был	2	2
724	к этим	1	2
725	каков бы	1	2
726	и весь	1	2
727	представим себе	1	2
728	знаю я	2	2
729	после того	3	2
730	я тебя	1	2
731	собой в	1	2
732	с одной	5	2
733	теперь же	3	2
734	в раннем	1	2
735	ты не	1	2
736	не кажется	1	2
737	в качестве	4	2
738	и других	1	2
739	или не	1	2
740	прежде чем	4	2
741	полемики с	1	2
742	из братьев	1	2
743	из уст	2	2
744	и она	1	2
745	же как	1	2
746	одном из	1	2
747	можем сказать	1	2
748	от этого	1	2
749	если я	1	2
750	его жизни	2	2
751	представляется нам	2	2
752	служит для	1	2
753	больше всего	4	2
754	здесь и	3	2
755	что их	4	2
756	что как	1	2
757	человека а	2	2
758	проявляется и	1	2
759	не был	2	2
760	того в	3	2
761	бы к	2	2
762	для создания	2	2
763	не он	3	2
764	ли это	1	2
765	они становятся	1	2
766	в лучшем	2	2
767	другом и	1	2
768	и речи	4	2
769	человека который	3	2
770	в ответ	4	2
771	с героями	1	2
772	бы они	1	2
773	никого не	1	2
774	мысль что	1	2
775	своего времени	1	2
776	и является	1	2
777	не могла	3	2
778	главного героя	1	2
779	правда к	1	2
780	вот в	1	2
781	к рассказу	1	2
782	должны были	2	2
783	другой и	1	2
784	нас перед	1	2
785	нем и	1	2
786	один в	1	2
787	что для	7	2
788	и ставит	1	2
789	них не	1	2
790	столь же	5	2
791	своего героя	1	2
792	ней в	2	2
793	из этого	2	2
794	ни одно	3	2
795	ты меня	2	2
796	отнюдь не	5	2
797	независимо от	4	2
798	не случайно	3	2
799	одного и	1	2
800	вообще нет	1	2
801	становится объектом	1	2
802	ты еще	1	2
803	в статье	1	2
804	к сожалению	2	2
805	от нее	5	2
806	не так	4	2
807	во втором	2	2
808	не позволяет	4	2
809	как с	1	2
810	известно что	1	2
811	до времени	1	2
812	смысле слова	1	2
813	не идет	1	2
814	речь как	1	2
815	своего образа	1	2
816	достаточно сравнить	2	2
817	здесь он	1	2
818	что сам	1	2
819	с тобой	1	2
820	для них	1	2
821	подходит к	1	2
822	разобраться в	1	2
823	мое я	1	2
824	сюжета и	1	2
825	этой точки	1	2
826	от своего	2	2
827	с ней	1	2
828	еще хуже	1	2
829	другой как	1	2
830	она и	2	2
831	в одних	1	2
832	к его	4	2
833	человека по	1	2
834	не имеет	6	2
835	ему и	3	2
836	друг от	1	2
837	всей своей	1	2
838	что вам	1	2
839	в которые	2	2
840	он снова	1	2
841	друг против	1	2
842	не давая	1	2
843	самое главное	1	2
844	она была	2	2
845	своей собственной	1	2
846	т а	1	2
847	и главное	1	2
848	и между	1	2
849	в свою	12	2
850	не знаю	2	2
851	по сравнению	3	2
852	нашей работы	1	2
853	с которой	2	2
854	всего на	1	2
855	не могло	1	2
856	и ему	1	2
857	впрочем и	2	2
858	и об	1	2
859	чтобы она	1	2
860	переходит к	1	2
861	ее с	1	2
862	целый ряд	5	2
863	же если	2	2
864	друга и	2	2
865	чем не	2	2
866	в истории	2	2
867	среди которых	4	2
868	ипполита и	4	2
869	было и	1	2
870	вот этот	1	2
871	известной степени	2	2
872	что здесь	2	2
873	и там	3	2
874	без его	1	2
875	нем не	1	2
876	весь в	1	2
877	отрывок из	2	2
878	в образе	5	2
879	за пределами	3	2
880	а уж	1	2
881	наконец он	1	2
882	не видит	1	2
883	входящих в	1	2
884	найти в	2	2
885	надо мной	1	2
886	такое же	2	2
887	ответ на	7	2
888	то они	1	2
889	после стольких	1	2
890	ничем не	4	2
891	человеком а	1	2
892	здесь есть	1	2
893	ее на	2	2
894	и сама	1	2
895	пределах того	1	2
896	для своего	1	2
897	для нас	7	2
898	видеть в	2	2
899	сам себе	2	2
900	чем он	1	2
901	только он	1	2
902	в г	3	2
903	и меня	1	2
904	затем и	1	2
905	материал для	2	2
906	от друга	1	2
907	образом в	2	2
908	от всех	1	2
909	на счет	1	2
910	этом не	1	2
911	же нет	1	2
912	как впрочем	2	2
913	когда все	1	2
914	быть лишь	1	2
915	в стороне	1	2
916	положение в	1	2
917	несколько часов	1	2
918	в какой	4	2
919	как она	2	2
920	этот раз	2	2
921	знал что	1	2
922	является не	1	2
923	в еще	1	2
924	вернемся к	1	2
925	один и	3	2
926	его воли	1	2
927	против друга	1	2
928	должен быть	2	2
929	как все	1	2
930	ему не	4	2
931	этих двух	2	2
932	еще до	1	2
933	этого он	1	2
934	сюжета в	2	2
935	и тех	1	2
936	бедного человека	1	2
937	друг за	2	2
938	хотя он	1	2
939	по которому	1	2
940	человека все	1	2
941	позволяет ему	1	2
942	бы ты	1	2
943	одну из	1	2
944	кто живет	1	2
945	во второй	2	2
946	что касается	5	2
947	с уже	2	2
948	не приносит	1	2
949	не следует	2	2
950	ним не	1	2
951	можно найти	1	2
952	стало быть	2	2
953	к которой	1	2
954	ведь мы	1	2
955	всех его	1	2
956	же самое	3	2
957	к ней	9	2
958	правда он	3	2
959	во многом	1	2
960	наконец на	2	2
961	того времени	1	2
962	как за	1	2
963	достаточны для	1	2
964	себя а	1	2
965	свою речь	1	2
966	человек не	1	2
967	надо было	3	2
968	лучшем случае	1	2
969	отца не	3	2
970	и совершенно	1	2
971	себя то	1	2
972	не к	1	2
973	обращенный к	1	2
974	он то	1	2
975	мы подходим	1	1
976	дает не	1	1
977	всего это	2	1
978	же тонах	1	1
979	был и	1	1
980	в три	1	1
981	случае в	1	1
982	еще раз	1	1
983	раз к	1	1
984	чтобы дать	2	1
985	на эти	1	1
986	приходится прибегать	1	1
987	этом уже	1	1
988	в момент	1	1
989	суде и	1	1
990	остаются в	1	1
991	которые не	1	1
992	с толку	1	1
993	со всей	1	1
994	к этой	2	1
995	теперь что	1	1
996	цитатами из	1	1
997	необходимое для	3	1
998	однако и	1	1
999	дает основание	1	1
1000	и когда	2	1
1001	ли его	1	1
1002	мы оставляем	1	1
1003	на второй	1	1
1004	эта новая	1	1
1005	сравнить его	1	1
1006	следует что	3	1
1007	на своей	2	1
1008	один лишь	1	1
1009	призыв к	1	1
1010	оказывается уже	1	1
1011	этот момент	1	1
1012	она уже	1	1
1013	эта же	1	1
1014	строго говоря	1	1
1015	остался в	1	1
1016	в некоторых	1	1
1017	к смысловой	1	1
1018	перед ее	1	1
1019	что человек	1	1
1020	нас в	1	1
1021	но наиболее	1	1
1022	не являются	1	1
1023	требует от	4	1
1024	из участников	1	1
1025	существу своему	1	1
1026	ни слова	1	1
1027	строить свою	1	1
1028	которая была	1	1
1029	ко всем	1	1
1030	а напротив	1	1
1031	берет его	1	1
1032	на которых	1	1
1033	типов в	1	1
1034	из двух	3	1
1035	из желания	1	1
1036	мне кажется	1	1
1037	мысль о	1	1
1038	его произведений	1	1
1039	из самых	2	1
1040	приведенным выше	1	1
1041	приближаться к	1	1
1042	или на	1	1
1043	и должен	1	1
1044	с ума	3	1
1045	я могу	1	1
1046	уже нет	1	1
1047	начинается с	2	1
1048	в собственном	1	1
1049	же точно	1	1
1050	что по	2	1
1051	совершенно ему	1	1
1052	отца но	1	1
1053	живого человека	1	1
1054	но очень	1	1
1055	остается конечно	1	1
1056	только для	2	1
1057	как более	1	1
1058	ей художественных	1	1
1059	за ней	2	1
1060	себя не	1	1
1061	он по	1	1
1062	не его	1	1
1063	как обычно	1	1
1064	но мы	1	1
1065	на первый	1	1
1066	обращение к	1	1
1067	ты с	1	1
1068	также что	1	1
1069	всякого рода	3	1
1070	пользу приносит	1	1
1071	время с	1	1
1072	в дальнейшем	5	1
1073	же прием	1	1
1074	первый взгляд	1	1
1075	сам же	2	1
1076	он искал	1	1
1077	которая до	1	1
1078	героя или	1	1
1079	своего хозяина	2	1
1080	изображает как	1	1
1081	мы рассмотрим	1	1
1082	значение только	1	1
1083	и третий	1	1
1084	я ни	1	1
1085	в действительности	1	1
1086	опять не	1	1
1087	следовало бы	1	1
1088	же автора	2	1
1089	и рады	1	1
1090	высказывание из	1	1
1091	чувствует себя	3	1
1092	нет ибо	1	1
1093	его характера	1	1
1094	происходит прямо	1	1
1095	и полюбил	1	1
1096	и изображение	1	1
1097	выходит из	3	1
1098	не должен	1	1
1099	любят и	1	1
1100	е о	1	1
1101	не признать	1	1
1102	чуть не	1	1
1103	он сумел	2	1
1104	был уверен	1	1
1105	времени в	2	1
1106	интриги в	1	1
1107	а пока	1	1
1108	не приходит	2	1
1109	человек у	1	1
1110	совершенно различных	1	1
1111	наконец как	1	1
1112	правда и	1	1
1113	в косвенной	1	1
1114	точно так	1	1
1115	приходит к	2	1
1116	для данного	1	1
1117	не обязательно	1	1
1118	что речь	1	1
1119	несколько позже	1	1
1120	могла не	1	1
1121	на своего	1	1
1122	дело таким	1	1
1123	любви к	5	1
1124	другие не	1	1
1125	придает этой	1	1
1126	и остается	1	1
1127	пока он	2	1
1128	в прошлом	1	1
1129	оказывается перед	2	1
1130	некоторое время	1	1
1131	к ним	5	1
1132	объединяются в	1	1
1133	бога и	1	1
1134	с рассказом	1	1
1135	ней и	3	1
1136	чтобы они	2	1
1137	говорит с	1	1
1138	для всей	2	1
1139	реагировать на	1	1
1140	она ни	1	1
1141	частности на	1	1
1142	они должны	1	1
1143	а сам	2	1
1144	в основу	1	1
1145	достаточно назвать	1	1
1146	построении образов	1	1
1147	мы конечно	1	1
1148	под названием	3	1
1149	ли она	1	1
1150	еще одна	1	1
1151	чего он	1	1
1152	не одно	2	1
1153	на того	1	1
1154	и разыгрывает	1	1
1155	который в	3	1
1156	мной и	1	1
1157	речь о	1	1
1158	рассказчик и	1	1
1159	по поводу	1	1
1160	русский язык	1	1
1161	уже знают	1	1
1162	в противном	1	1
1163	тут же	8	1
1164	выходя из	2	1
1165	в пользу	1	1
1166	с собственной	1	1
1167	и стать	1	1
1168	о типе	1	1
1169	новаторство в	1	1
1170	которой в	1	1
1171	не просто	1	1
1172	но там	1	1
1173	мы заранее	1	1
1174	могло служить	1	1
1175	едва ли	16	1
1176	но сама	1	1
1177	образом на	1	1
1178	не найдем	2	1
1179	быть с	1	1
1180	свое собственное	1	1
1181	жанра в	1	1
1182	у его	1	1
1183	признаться в	3	1
1184	в чужой	1	1
1185	в распоряжении	1	1
1186	не зная	5	1
1187	ее и	1	1
1188	и столь	1	1
1189	как две	1	1
1190	менее в	2	1
1191	принципов изображения	1	1
1192	землю и	1	1
1193	еще раньше	1	1
1194	к человеку	2	1
1195	в обеих	1	1
1196	похожи на	3	1
1197	не говоря	2	1
1198	такого рода	2	1
1199	в состоянии	1	1
1200	получает в	1	1
1201	этой же	1	1
1202	в живых	1	1
1203	второй план	1	1
1204	по мнению	2	1
1205	месте преступления	3	1
1206	оно занимает	1	1
1207	после этого	2	1
1208	глаза на	1	1
1209	в тот	1	1
1210	одному и	1	1
1211	отказывается от	1	1
1212	не от	1	1
1213	делает вид	1	1
1214	возникает вопрос	1	1
1215	в весьма	1	1
1216	и настойчиво	1	1
1217	чем ты	1	1
1218	крайней степени	1	1
1219	и притом	1	1
1220	видит в	1	1
1221	только к	1	1
1222	отношения между	2	1
1223	впрочем здесь	1	1
1224	о возможности	1	1
1225	его девушке	1	1
1226	мне на	3	1
1227	их своими	1	1
1228	наконец не	2	1
1229	полным правом	2	1
1230	рассказ является	1	1
1231	и строится	1	1
1232	давая ему	1	1
1233	вещей и	2	1
1234	вопрос почему	1	1
1235	первый план	1	1
1236	была не	1	1
1237	в связи	4	1
1238	ясно что	12	1
1239	с отцом	4	1
1240	который попадает	1	1
1241	от альфы	1	1
1242	после появления	2	1
1243	с изображением	1	1
1244	иным как	1	1
1245	кажется в	1	1
1246	и жизнь	2	1
1247	должно было	3	1
1248	того он	1	1
1249	в двух	7	1
1250	в существенном	1	1
1251	как раньше	1	1
1252	своего возраста	1	1
1253	к мысли	2	1
1254	в бой	1	1
1255	ним а	1	1
1256	прямо противоположных	1	1
1257	человек действует	1	1
1258	менее и	1	1
1259	из другого	1	1
1260	отрывки из	2	1
1261	его любовь	1	1
1262	я на	2	1
1263	не знаешь	1	1
1264	с новой	1	1
1265	от их	1	1
1266	же все	1	1
1267	апеллирует к	1	1
1268	вошел в	1	1
1269	от героев	1	1
1270	еще меньше	1	1
1271	она на	1	1
1272	я тебе	1	1
1273	с матерью	1	1
1274	говорил о	1	1
1275	он его	1	1
1276	сцену в	2	1
1277	три раза	1	1
1278	сюда же	1	1
1279	у них	1	1
1280	вместо того	1	1
1281	так быстро	1	1
1282	чтобы он	1	1
1283	гостя если	1	1
1284	в случае	2	1
1285	является его	2	1
1286	действующих лиц	7	1
1287	было только	1	1
1288	и тем	4	1
1289	идет в	1	1
1290	как это	5	1
1291	не будет	2	1
1292	можно сделать	1	1
1293	остаться в	1	1
1294	можно скорее	1	1
1295	еще из	1	1
1296	не были	1	1
1297	не приходится	5	1
1298	никто не	2	1
1299	хотя в	3	1
1300	противоречия между	1	1
1301	в тех	4	1
1302	и тот	6	1
1303	знает по	1	1
1304	и хотя	3	1
1305	даже не	5	1
1306	дела и	1	1
1307	чтобы их	1	1
1308	в нее	1	1
1309	это может	1	1
1310	отношения с	1	1
1311	но тут	1	1
1312	собой две	1	1
1313	понимает что	2	1
1314	конце третьего	1	1
1315	он еще	1	1
1316	могла бы	1	1
1317	того кто	2	1
1318	так называемого	1	1
1319	выходят за	2	1
