N	2gram	Vygotskiy_	Dialekti
290	тут не	1	9
291	и от	4	9
292	смысл и	2	9
293	а если	1	9
294	между собою	1	9
295	как он	4	9
296	та или	1	9
297	тому как	10	9
298	от него	2	8
299	или других	1	8
300	даже в	2	8
301	вещи и	1	8
302	в разных	1	8
303	и говорить	2	8
304	в отношении	3	8
305	но все	1	8
306	при условии	1	8
307	вот почему	1	8
308	уже и	2	8
309	то как	4	8
310	всегда и	2	8
311	так то	1	8
312	нет и	1	8
313	все время	6	8
314	с одной	6	8
315	ни от	1	8
316	это мы	2	8
317	или иная	1	8
318	не будет	4	8
319	что эта	4	8
320	этом смысле	3	8
321	в этой	5	8
322	что есть	3	8
323	в одной	3	8
324	один из	6	8
325	и из	7	8
326	науки и	1	8
327	не на	2	8
328	но вот	1	8
329	как не	2	8
330	когда мы	4	8
331	у меня	3	8
332	при помощи	27	8
333	в сфере	1	8
334	в поэзии	5	8
335	одна и	1	8
336	у нас	4	8
337	на самом	6	8
338	бы и	5	8
339	как нечто	3	8
340	как таковая	1	8
341	и без	3	8
342	только и	1	8
343	того или	2	8
344	бы только	1	8
345	но она	1	8
346	если она	2	8
347	все что	4	7
348	мы и	1	7
349	как она	4	7
350	тем что	7	7
351	зависимости от	7	7
352	мы получаем	4	7
353	но он	3	7
354	мира и	1	7
355	не всегда	2	7
356	об отношении	1	7
357	точно так	6	7
358	как на	6	7
359	он сам	1	7
360	от себя	4	7
361	грань между	2	7
362	что уже	1	7
363	связи с	2	7
364	во внимание	4	7
365	но для	1	7
366	в конце	6	7
367	в связи	3	7
368	в мире	1	7
369	а только	4	7
370	то ни	2	7
371	его как	1	7
372	и ничего	1	7
373	его с	3	7
374	и при	3	7
375	из которых	5	7
376	сами по	4	7
377	заключается в	15	7
378	как в	17	7
379	со стороны	5	7
380	только одно	1	7
381	и больше	2	7
382	для меня	1	7
383	и об	2	7
384	говорят что	1	7
385	не потому	3	7
386	что здесь	2	7
387	без всякого	2	7
388	с его	3	7
389	он должен	1	7
390	и всякий	2	7
391	на что	1	7
392	очень много	1	7
393	понимать как	1	7
394	что этот	3	7
395	думать что	3	7
396	и их	4	7
397	она должна	2	7
398	из этих	6	7
399	так чтобы	1	7
400	тем самым	2	7
401	нуждается в	3	7
402	эти два	1	7
403	религии и	1	6
404	можно и	1	6
405	о чем	2	6
406	то не	1	6
407	говорить что	1	6
408	у пушкина	4	6
409	более или	3	6
410	уже в	3	6
411	я вижу	1	6
412	одной стороны	7	6
413	в другом	1	6
414	в себя	3	6
415	когда она	6	6
416	образ и	2	6
417	в зависимости	6	6
418	одна из	5	6
419	коем случае	1	6
420	во всех	4	6
421	она и	1	6
422	она в	2	6
423	в которой	6	6
424	как таковое	2	6
425	быть только	1	6
426	от самого	1	6
427	во что	1	6
428	а она	1	6
429	можно было	4	6
430	смысла и	1	6
431	того кто	1	6
432	всякого другого	1	6
433	от всякого	1	6
434	тогда есть	1	6
435	с тем	11	6
436	вместе с	10	6
437	никто не	1	6
438	себя и	3	6
439	может не	1	6
440	еще и	1	6
441	того чтобы	13	6
442	это все	3	6
443	не быть	2	6
444	но лишь	1	6
445	из сферы	1	6
446	на основании	7	6
447	имеет никакого	1	6
448	всяком случае	7	6
449	для него	1	6
450	о нем	2	6
451	они не	1	6
452	в коем	1	6
453	того как	5	6
454	того и	3	6
455	то мы	1	6
456	с их	1	6
457	но с	1	6
458	по существу	6	6
459	вообще не	1	6
460	по своему	2	6
461	его в	3	6
462	или менее	3	6
463	бы ни	2	6
464	мере в	2	6
465	показывает что	6	6
466	дело не	1	6
467	но я	1	6
468	личности на	1	6
469	в науке	2	6
470	оказывается что	5	6
471	стороны и	3	6
472	при всем	3	6
473	и часто	2	6
474	идет речь	1	6
475	этой точки	7	6
476	отношение к	3	6
477	для этого	1	6
478	и совершенно	7	6
479	больше того	1	6
480	в той	2	5
481	есть прежде	1	5
482	потом уже	1	5
483	а есть	2	5
484	до сих	8	5
485	в своих	12	5
486	именно о	1	5
487	например в	5	5
488	что по	5	5
489	их в	4	5
490	тем или	2	5
491	в это	1	5
492	речь идет	4	5
493	но мы	3	5
494	но даже	4	5
495	и той	5	5
496	одной и	6	5
497	как таковую	1	5
498	я думаю	2	5
499	и еще	1	5
500	от смысла	2	5
501	к этому	5	5
502	нет никаких	1	5
503	и становится	1	5
504	едва ли	5	5
505	гораздо более	2	5
506	все в	2	5
507	все его	1	5
508	что у	8	5
509	в качестве	3	5
510	тому же	4	5
511	есть еще	1	5
512	что его	5	5
513	что под	1	5
514	тот кто	2	5
515	в понятии	1	5
516	на другую	1	5
517	в свете	3	5
518	есть своя	1	5
519	и у	6	5
520	сих пор	8	5
521	ли это	3	5
522	на нем	2	5
523	но так	2	5
524	почему же	1	5
525	мы всегда	1	5
526	все остальное	2	5
527	чаще всего	1	5
528	же мы	2	5
529	независимо от	3	5
530	в него	4	5
531	одного и	2	5
532	были бы	2	5
533	даны в	2	5
534	если в	2	5
535	то я	2	5
536	из того	2	5
537	же что	2	5
538	что поэзия	2	5
539	или другого	1	5
540	учения о	2	5
541	если это	2	5
542	одинаковой мере	2	5
543	и так	7	5
544	состоит из	2	5
545	том смысле	1	5
546	сравнению с	3	5
547	которая не	2	5
548	это может	2	5
549	не является	5	5
550	я должен	1	5
551	это понятие	1	5
552	учение об	2	5
553	только мы	2	5
554	по сравнению	3	5
555	тех пор	2	5
556	только один	2	5
557	для нее	1	5
558	со всей	1	5
559	отношении к	3	5
560	и во	3	5
561	форма и	1	5
562	говорил что	2	5
563	он может	1	5
564	мы еще	1	5
565	точку зрения	3	5
566	зависит от	2	5
567	а это	1	5
568	он и	1	5
569	что с	5	5
570	без этого	1	5
571	ведь это	1	5
572	же не	1	5
573	виду что	1	5
574	с той	2	5
575	есть все	1	5
576	из этого	5	5
577	и другого	4	5
578	в области	12	5
579	когда он	11	5
580	говоря о	2	5
581	или как	2	5
582	он просто	1	5
583	конце концов	6	5
584	и наконец	2	5
585	что на	4	5
586	вплоть до	3	5
587	что всякая	2	4
588	и очень	2	4
589	еще более	2	4
590	не зависит	1	4
591	что человек	1	4
592	нас в	2	4
593	из ее	1	4
594	и само	1	4
595	как они	2	4
596	и самые	1	4
597	жизнь в	1	4
598	из нее	1	4
599	из самых	2	4
600	из всего	1	4
601	представление о	6	4
602	его на	1	4
603	в собственном	4	4
604	к чувственному	2	4
605	поэтому если	1	4
606	и должно	1	4
607	поэтического образа	1	4
608	к ним	4	4
609	эти вопросы	1	4
610	есть по	3	4
611	и науки	1	4
612	что даже	3	4
613	и искусство	2	4
614	о ней	4	4
615	представить себе	5	4
616	бы то	3	4
617	д все	1	4
618	от поэтического	1	4
619	время и	1	4
620	в состоянии	4	4
621	мы знаем	8	4
622	у него	4	4
623	к чему	2	4
624	сказал что	1	4
625	но совершенно	4	4
626	будто бы	2	4
627	вещи не	1	4
628	но ведь	1	4
629	сводится на	1	4
630	и вместе	2	4
631	точек зрения	3	4
632	чтобы понять	4	4
633	в каждом	5	4
634	о себе	1	4
635	если оно	3	4
636	людей и	2	4
637	или же	2	4
638	хотя в	1	4
639	и является	1	4
640	из двух	1	4
641	что бы	2	4
642	очень мало	1	4
643	т п	24	4
644	главным образом	3	4
645	мы будем	2	4
646	а как	2	4
647	себе как	1	4
648	иначе не	1	4
649	а потому	5	4
650	взгляд на	2	4
651	это время	1	4
652	и здесь	3	4
653	был бы	6	4
654	есть для	2	4
655	со всеми	5	4
656	почти всегда	3	4
657	мы начинаем	1	4
658	в нас	3	4
659	выйти из	2	4
660	же тогда	2	4
661	явлений и	3	4
662	поэзии и	8	4
663	который не	2	4
664	том как	2	4
665	сейчас же	5	4
666	мало ли	1	4
667	чем же	2	4
668	видим что	5	4
669	не знаю	1	4
670	это только	4	4
671	быть не	1	4
672	для всякого	1	4
673	как например	2	4
674	потому и	1	4
675	заметить что	3	4
676	чтобы все	1	4
677	у них	2	4
678	когда они	2	4
679	смысле что	1	4
680	данном случае	1	4
681	этом отношении	7	4
682	то он	1	4
683	здесь в	1	4
684	нечто совершенно	1	4
685	что ни	2	4
686	и слова	1	4
687	в общем	2	4
688	и эта	1	4
689	говорят о	1	4
690	меньше всего	3	4
691	на все	6	4
692	или что	4	4
693	бы мы	3	4
694	то ясно	1	4
695	как результат	2	4
696	к жизни	2	4
697	что эти	3	4
698	и эти	2	4
699	как ни	1	4
700	эти последние	1	4
701	что нужно	2	4
702	образа в	2	4
703	человека и	3	4
704	и всякая	1	4
705	же самое	8	4
706	же можно	1	4
707	же в	1	4
708	не самое	1	4
709	такой же	9	4
710	в одинаковой	2	4
711	говорить об	1	4
712	своим собственным	1	4
713	ведь и	1	4
714	не можем	3	4
715	себе а	4	4
716	что было	1	3
717	но потому	1	3
718	мы воспринимаем	1	3
719	для всех	5	3
720	очевидно что	7	3
721	со всем	1	3
722	ней не	2	3
723	к этой	2	3
724	мысли и	2	3
725	не бывает	1	3
726	нас к	1	3
727	вещей как	1	3
728	в первом	1	3
729	от одного	1	3
730	именно и	2	3
731	форму и	4	3
732	из чего	1	3
733	в корне	1	3
734	ни было	2	3
735	но почему	1	3
736	от поэзии	1	3
737	на точку	1	3
738	искусство и	5	3
739	свой смысл	1	3
740	чем заключается	1	3
741	понятно что	3	3
742	только благодаря	1	3
743	на природу	1	3
744	всего и	1	3
745	не могли	4	3
746	как принцип	1	3
747	сам не	1	3
748	что всякое	7	3
749	но то	1	3
750	сознания в	1	3
751	если так	1	3
752	не имеем	1	3
753	говорит что	10	3
754	самого начала	1	3
755	от своего	1	3
756	он чувствовал	1	3
757	в основу	3	3
758	на него	2	3
759	во всей	1	3
760	не умеет	1	3
761	это что	1	3
762	исходит из	5	3
763	нужно для	1	3
764	если хотите	1	3
765	раз на	1	3
766	содержится в	1	3
767	до степени	1	3
768	к природе	2	3
769	указать на	1	3
770	такая же	1	3
771	от всякой	1	3
772	имеем дело	2	3
773	с другими	2	3
774	есть такая	1	3
775	совершенно ясно	22	3
776	и субъект	1	3
777	изменения и	1	3
778	судить о	1	3
779	смотря по	1	3
780	же самой	3	3
781	и которые	2	3
782	следовательно и	1	3
783	от обычного	1	3
784	зрения и	2	3
785	что наука	2	3
786	что как	1	3
787	но к	3	3
788	которая есть	1	3
789	понятий и	3	3
790	или его	3	3
791	здесь как	1	3
792	только от	1	3
793	поэтическое произведение	2	3
794	быть так	1	3
795	сами не	1	3
796	а с	2	3
797	принять во	2	3
798	данный момент	1	3
799	не содержится	1	3
800	сюда же	1	3
801	не дает	3	3
802	совсем не	3	3
803	между тем	6	3
804	не так	2	3
805	и чтобы	1	3
806	зрения в	1	3
807	только через	1	3
808	не приходится	1	3
809	самое что	2	3
810	суть не	1	3
811	она была	1	3
812	возможно что	1	3
813	культуры и	1	3
814	найти в	2	3
815	всю жизнь	2	3
816	в данный	1	3
817	чувств и	1	3
818	или иного	1	3
819	для чего	1	3
820	и чем	1	3
821	понятия и	1	3
822	а более	1	3
823	значит ли	2	3
824	против этого	1	3
825	и смысл	1	3
826	образом и	4	3
827	и этот	3	3
828	и сейчас	4	3
829	между искусством	2	3
830	как нельзя	5	3
831	для себя	2	3
832	на почве	3	3
833	и философии	2	3
834	фактов и	2	3
835	стороны в	1	3
836	мы в	3	3
837	утверждает что	5	3
838	и делает	2	3
839	чувства и	4	3
840	то на	2	3
841	однако что	1	3
842	от идеи	1	3
843	в слове	3	3
844	я хочу	2	3
845	от его	1	3
846	в которых	5	3
847	все решительно	7	3
848	чтобы убедиться	2	3
849	к другому	1	3
850	которую не	1	3
851	бы не	1	3
852	всем этом	1	3
853	раз все	1	3
854	может осуществиться	1	3
855	в очень	2	3
856	тех же	2	3
857	почти все	3	3
858	чем именно	1	3
859	наукой и	1	3
860	с которой	1	3
861	не меньше	1	3
862	или иных	2	3
863	мы получим	2	3
864	о своем	1	3
865	вслед за	10	3
866	мы хотим	1	3
867	целый ряд	12	3
868	знаем что	4	3
869	процесс и	1	3
870	и потом	1	3
871	и явлений	1	3
872	видим в	1	3
873	тем же	4	3
874	по преимуществу	2	3
875	одной из	1	3
876	даже о	1	3
877	не знаем	2	3
878	в сознании	6	3
879	только с	2	3
880	не должна	1	3
881	тот же	8	3
882	формы проявления	1	3
883	в свое	1	3
884	форм и	3	3
885	с своей	1	3
886	ее на	2	3
887	нас не	2	3
888	итак в	1	3
889	и которая	1	3
890	всех возможных	1	3
891	тому чтобы	3	3
892	и сознание	1	3
893	такое же	3	3
894	как у	1	3
895	для нас	5	3
896	чтобы получить	1	3
897	место в	1	3
898	однако не	1	3
899	именно так	1	3
900	когда оно	2	3
901	и показать	1	3
902	и вы	1	3
903	а то	1	3
904	вот это	2	3
905	знаем но	1	3
906	есть обязательно	1	3
907	указывает на	6	3
908	в какой	6	3
909	является не	1	3
910	не дают	1	3
911	при таком	5	3
912	так в	1	3
913	к своему	2	3
914	когда же	1	3
915	и оно	1	3
916	лежит в	2	3
917	должен быть	2	3
918	в разной	1	3
919	с самого	1	3
920	отличие от	6	3
921	или иную	1	3
922	что сущность	1	3
923	если наконец	1	3
924	церкви и	1	3
925	ту или	2	3
926	в свою	3	3
927	в искусстве	24	3
928	искусством и	3	3
929	хорошо но	1	3
930	далеко не	7	3
931	как чисто	1	3
932	можно найти	1	3
933	и всегда	2	3
934	идет о	2	3
935	как из	1	3
936	и вне	1	3
937	это можно	3	3
938	науке как	1	3
939	не важно	1	3
940	утверждают что	2	3
941	же может	1	3
942	именно это	1	3
943	он с	1	3
944	не к	2	3
945	меньше чем	1	3
946	раз мы	1	2
947	это утверждение	2	2
948	сколько и	1	2
949	или хотя	1	2
950	к другу	1	2
951	случае в	3	2
952	еще раз	1	2
953	человеческой жизни	1	2
954	здесь же	1	2
955	если его	1	2
956	сама собой	1	2
957	чтобы дать	1	2
958	выводу что	2	2
959	как здесь	1	2
960	в последнее	4	2
961	которые не	3	2
962	мы все	3	2
963	новой точки	2	2
964	пока мы	3	2
965	следует что	1	2
966	строго говоря	1	2
967	искусство с	1	2
968	что то	2	2
969	те же	9	2
970	на нас	2	2
971	остановиться на	2	2
972	почему мы	1	2
973	его от	2	2
974	исторического развития	1	2
975	действовать и	1	2
976	ко всем	1	2
977	встречается в	1	2
978	как образ	1	2
979	в духе	1	2
980	вот что	2	2
981	собственном смысле	3	2
982	и сам	3	2
983	и опять	1	2
984	мысль о	1	2
985	которое и	1	2
986	чем его	1	2
987	она является	3	2
988	это привело	1	2
989	друг к	1	2
990	ряд таких	3	2
991	том или	1	2
992	имеет место	2	2
993	есть совершенно	1	2
994	всегда в	1	2
995	образ его	1	2
996	роль в	4	2
997	внимание что	2	2
998	почему это	1	2
999	как более	1	2
1000	может дать	2	2
1001	он является	1	2
1002	когда в	1	2
1003	поскольку он	2	2
1004	широком смысле	1	2
1005	всем его	1	2
1006	связано с	1	2
1007	самой же	1	2
1008	сам же	1	2
1009	он исходит	1	2
1010	знаем и	2	2
1011	во все	2	2
1012	всю его	1	2
1013	которые мы	4	2
1014	она же	1	2
1015	совершенно в	1	2
1016	было в	1	2
1017	что мне	1	2
1018	своей природе	1	2
1019	мы увидим	4	2
1020	представления о	2	2
1021	всего что	1	2
1022	быть взята	1	2
1023	жизнь а	1	2
1024	это его	1	2
1025	искусства и	24	2
1026	одной общей	1	2
1027	во многих	1	2
1028	в условиях	1	2
1029	из их	2	2
1030	уже было	1	2
1031	нечего и	1	2
1032	смысле слова	4	2
1033	а когда	1	2
1034	природе как	1	2
1035	о них	1	2
1036	не об	1	2
1037	указать что	1	2
1038	в различных	1	2
1039	существу своему	2	2
1040	а между	1	2
1041	ни одного	1	2
1042	науку и	1	2
1043	не вполне	1	2
1044	как оно	2	2
1045	свою очередь	3	2
1046	так мы	1	2
1047	в вопросе	1	2
1048	в глаза	2	2
1049	убедиться в	2	2
1050	мере не	1	2
1051	и формы	1	2
1052	на одну	1	2
1053	ней и	1	2
1054	в голове	2	2
1055	что отношение	1	2
1056	наряду с	3	2
1057	духа и	1	2
1058	формы или	1	2
1059	в нашем	1	2
1060	к которому	1	2
1061	находится в	1	2
1062	с этими	1	2
1063	ли она	1	2
1064	для понимания	2	2
1065	вопросе о	1	2
1066	и всякого	1	2
1067	именно с	1	2
1068	самые основные	1	2
1069	того есть	1	2
1070	нем не	1	2
1071	и чувства	1	2
1072	на котором	2	2
1073	поведение и	2	2
1074	понятие о	2	2
1075	в пользу	1	2
1076	ни стало	1	2
1077	в системе	1	2
1078	где все	1	2
1079	с первого	1	2
1080	жизни с	4	2
1081	что обычно	1	2
1082	или иным	2	2
1083	а самое	1	2
1084	новые и	1	2
1085	охватывает и	1	2
1086	вот эта	1	2
1087	он только	1	2
1088	первого взгляда	1	2
1089	ее и	2	2
1090	оно совершенно	2	2
1091	как такового	1	2
1092	этой идее	1	2
1093	на том	2	2
1094	но еще	1	2
1095	явления но	1	2
1096	есть форма	1	2
1097	происходит это	1	2
1098	и основной	1	2
1099	потому не	4	2
1100	то для	1	2
1101	ее можно	1	2
1102	поскольку речь	1	2
1103	значит не	1	2
1104	себе так	1	2
1105	идее и	1	2
1106	общества в	1	2
1107	и физика	1	2
1108	бы что	2	2
1109	показал как	1	2
1110	как можно	3	2
1111	вокруг себя	1	2
1112	чем в	2	2
1113	и других	4	2
1114	мы на	2	2
1115	в полной	1	2
1116	на этот	2	2
1117	столько же	4	2
1118	в разные	2	2
1119	от тех	1	2
1120	не очень	1	2
1121	ее от	4	2
1122	и говорит	1	2
1123	которое в	2	2
1124	сходство с	3	2
1125	не остается	2	2
1126	теми или	1	2
1127	самому смыслу	3	2
1128	между ними	2	2
1129	эти три	1	2
1130	прибавить что	1	2
1131	и оказывается	1	2
1132	она на	1	2
1133	научных теорий	1	2
1134	не даны	1	2
1135	больше и	2	2
1136	его жизни	3	2
1137	образ есть	1	2
1138	моментов и	1	2
1139	в сторону	1	2
1140	мы допустим	1	2
1141	в других	3	2
1142	так всякий	1	2
1143	а для	1	2
1144	вопроса о	1	2
1145	этом совершенно	2	2
1146	всех своих	1	2
1147	и мир	1	2
1148	творчества и	3	2
1149	не имея	1	2
1150	науки но	1	2
1151	человек как	1	2
1152	из предыдущего	1	2
1153	понимание есть	1	2
1154	все наиболее	1	2
1155	и понимает	1	2
1156	отличен от	1	2
1157	но при	1	2
1158	есть так	1	2
1159	и судьба	1	2
1160	и специфическое	1	2
1161	жизни мы	1	2
1162	он также	1	2
1163	самого же	2	2
1164	такого что	1	2
1165	хочу сказать	1	2
1166	в тех	2	2
1167	не могла	1	2
1168	следовательно нельзя	1	2
1169	а во-вторых	1	2
1170	который мы	1	2
1171	этот вопрос	2	2
1172	совершенно неверно	1	2
1173	как некая	1	2
1174	это вопрос	1	2
1175	ни одной	1	2
1176	функций и	1	2
1177	принципов и	1	2
1178	однако в	2	2
1179	всегда имеет	1	2
1180	оба они	1	2
1181	его полная	1	2
1182	ни наконец	1	2
1183	и др	1	2
1184	но ничего	1	2
1185	образом в	3	2
1186	своего существования	1	2
1187	заключается только	2	2
1188	не ее	1	2
1189	которые были	1	2
1190	идеи или	1	2
1191	учением о	1	2
1192	она конечно	1	2
1193	другой точки	1	2
1194	бы я	1	2
1195	понять что	1	2
1196	и самый	1	2
1197	и сами	1	2
1198	к сожалению	1	2
1199	в анализе	1	2
1200	на деле	11	2
1201	во втором	1	2
1202	нашего исследования	4	2
1203	произведение и	2	2
1204	и какая	1	2
1205	внести в	1	2
1206	они и	2	2
1207	этот закон	1	2
1208	чувство и	1	2
1209	же самая	2	2
1210	то есть	44	2
1211	убедиться что	3	2
1212	этого и	1	2
1213	двери и	3	2
1214	между обеими	2	2
1215	с такой	1	2
1216	в фактах	1	2
1217	и далее	2	2
1218	лишь тогда	1	2
1219	что бывает	1	2
1220	заключается не	2	2
1221	он на	1	2
1222	принцип как	1	2
1223	в другой	3	2
1224	в область	3	2
1225	от этой	2	2
1226	равным образом	3	2
1227	все те	1	2
1228	что отнюдь	1	2
1229	к выводу	2	2
1230	не зависящего	1	2
1231	яснее это	1	2
1232	предмета с	2	2
1233	или к	1	2
1234	кто не	1	2
1235	о законах	1	2
1236	все то	4	2
1237	сознание не	1	2
1238	прошлое и	1	2
1239	имеет значение	1	2
1240	их и	1	2
1241	показать что	12	2
1242	понимать не	1	2
1243	в точном	1	2
1244	содержание и	1	2
1245	только такой	1	2
1246	на месте	1	2
1247	ничего такого	1	2
1248	совершенно правильно	7	2
1249	в процессе	7	2
1250	физика и	1	2
1251	из тех	1	2
1252	если принять	1	2
1253	с простой	1	2
1254	которые могут	2	2
1255	и просто	1	2
1256	показали что	2	2
1257	жизни в	1	2
1258	предметы в	1	2
1259	в механизме	1	2
1260	по самому	7	2
1261	эта последняя	1	2
1262	знает что	1	2
1263	есть она	1	2
1264	природе своей	1	2
1265	только он	1	2
1266	везде и	1	2
1267	видели мы	1	2
1268	части если	1	2
1269	и эстетика	1	2
1270	показать как	2	2
1271	по этим	1	2
1272	и состоит	2	2
1273	от прочих	1	2
1274	не имеют	1	2
1275	искусство только	1	2
1276	и заключается	4	2
1277	совпадает с	4	2
1278	и между	1	2
1279	связана с	1	2
1280	наконец в	2	2
1281	относится к	4	2
1282	это то	1	2
1283	земли и	1	2
1284	могла бы	1	2
1285	слово которое	1	2
1286	и поэтому	3	2
1287	с научной	1	2
1288	которое не	1	2
1289	человека от	1	2
1290	слова и	1	2
1291	сознание которое	2	2
1292	и теперь	2	2
1293	именно на	1	2
1294	не понимает	2	2
1295	вещей из	1	2
1296	и ему	1	2
1297	а о	1	2
1298	и до	2	2
1299	идеи в	1	2
1300	взгляда на	1	2
1301	и земли	1	2
1302	друг от	1	2
1303	я хотел	2	2
1304	почему не	1	2
1305	он дает	3	2
1306	вещь а	1	2
1307	к науке	1	2
1308	художественное произведение	16	2
1309	ее не	1	2
1310	может оказаться	1	2
1311	только при	4	2
1312	именно то	1	2
1313	совершенно без	1	2
1314	еще дальше	1	2
1315	и проч	1	2
1316	от науки	1	2
1317	этому надо	1	2
1318	на примерах	1	2
1319	это одно	1	2
