N	2gram	Tiupa_Narr	RusskieA
286	по происхождению	1	3
287	в другое	1	3
288	говорилось выше	1	3
289	и то	1	3
290	нас нет	1	3
291	это и	3	3
292	же не	4	3
293	ее к	1	3
294	с другими	1	3
295	о воскресении	2	3
296	и воскресающего	1	3
297	этом не	1	3
298	по его	1	3
299	или менее	2	3
300	церкви и	1	3
301	быть и	1	3
302	когда он	3	3
303	что касается	2	3
304	отношению к	6	3
305	место в	1	3
306	и его	5	3
307	слова в	1	3
308	как символ	1	3
309	от него	1	2
310	христа в	1	2
311	исходя из	2	2
312	с этой	1	2
313	не как	2	2
314	это пока	1	2
315	нас в	1	2
316	его от	1	2
317	другой стороны	4	2
318	по себе	5	2
319	на свой	2	2
320	от одного	2	2
321	ни одна	1	2
322	из нее	1	2
323	в ноги	1	2
324	принадлежат к	1	2
325	необходимо указать	1	2
326	собой не	2	2
327	когда в	1	2
328	во вторник	1	2
329	представляла собой	1	2
330	было не	1	2
331	можно сказать	5	2
332	и позднейшей	1	2
333	в античности	1	2
334	одной стороны	7	2
335	и должна	1	2
336	между двумя	5	2
337	а когда	1	2
338	говорить о	2	2
339	и когда	2	2
340	в прошлом	3	2
341	пока еще	4	2
342	сказать что	4	2
343	в сказке	1	2
344	который в	2	2
345	друг с	1	2
346	к этим	1	2
347	точка зрения	6	2
348	в церкви	4	2
349	и он	3	2
350	не противоречит	1	2
351	к их	1	2
352	но еще	1	2
353	и за	1	2
354	или иную	2	2
355	там и	1	2
356	у него	4	2
357	одним из	2	2
358	быть только	1	2
359	в конце	1	2
360	между ними	2	2
361	или до	1	2
362	вербное воскресенье	1	2
363	с античности	1	2
364	в двух	2	2
365	в чем	1	2
366	мы можем	1	2
367	не составляет	1	2
368	и даже	3	2
369	не дает	1	2
370	человека который	1	2
371	он не	3	2
372	и тем	4	2
373	в развитии	1	2
374	и является	1	2
375	иметь в	1	2
376	также не	1	2
377	следует признать	2	2
378	равной степени	1	2
379	когда мы	2	2
380	как известно	2	2
381	на некоторые	1	2
382	его как	2	2
383	в себе	8	2
384	в силу	4	2
385	в него	1	2
386	не случайно	2	2
387	в один	1	2
388	и сами	1	2
389	не так	1	2
390	в состав	1	2
391	над ними	1	2
392	не всякий	1	2
393	в область	2	2
394	оно не	2	2
395	все то	2	2
396	самом деле	2	2
397	вокруг него	2	2
398	о своей	2	2
399	если это	1	2
400	обращается к	1	2
401	дела и	1	2
402	как не	1	2
403	себя и	2	2
404	при всех	2	2
405	перед нами	4	2
406	совершенно не	2	2
407	не является	8	2
408	вытекает из	1	2
409	быть не	1	2
410	что если	1	2
411	не могло	2	2
412	например на	1	2
413	к другому	2	2
414	за пределами	1	2
415	с нею	1	2
416	в ряд	1	2
417	который по	3	2
418	с его	6	2
419	смерть и	1	2
420	ответ на	1	2
421	но на	1	2
422	они не	2	2
423	ни с	1	2
424	всего комплекса	1	2
425	на что	1	2
426	для него	2	2
427	этом отношении	3	2
428	как у	1	2
429	здесь в	1	2
430	что каждый	1	2
431	силу и	1	2
432	в церковь	1	2
433	дело в	1	2
434	это еще	1	2
435	в равной	1	2
436	случаях когда	1	2
437	с другом	1	2
438	а он	1	2
439	встречаются в	1	2
440	особенно в	3	2
441	и вообще	1	2
442	тем более	2	2
443	чтобы сделать	1	2
444	может иметь	1	2
445	а как	1	2
446	в четверг	2	2
447	ту или	2	2
448	в частности	14	2
449	не оставляет	1	2
450	в начале	1	2
451	в пределах	2	2
452	время они	1	2
453	отношение к	2	2
454	для обозначения	1	2
455	для такого	1	2
456	этом и	1	2
457	дело здесь	1	2
458	и наконец	1	2
459	на ту	1	2
460	в той	6	1
461	что было	1	1
462	с которыми	1	1
463	в самом	1	1
464	под сомнение	1	1
465	относиться и	1	1
466	по поведению	1	1
467	формы их	1	1
468	еще раз	1	1
469	и сестер	1	1
470	всю ночь	1	1
471	рассказ о	1	1
472	формы в	1	1
473	не мигая	1	1
474	этот момент	1	1
475	в общую	1	1
476	те же	4	1
477	по-видимому не	1	1
478	не являются	2	1
479	но смысл	1	1
480	уже была	1	1
481	быть может	2	1
482	не бывает	1	1
483	как таковых	1	1
484	переходит к	1	1
485	границы между	1	1
486	быть признана	1	1
487	в первом	3	1
488	достаточных оснований	1	1
489	и сам	1	1
490	все благополучно	2	1
491	на свою	1	1
492	в некотором	1	1
493	зато в	1	1
494	мы и	1	1
495	этот очень	1	1
496	последние дни	1	1
497	но далеко	1	1
498	в собственном	2	1
499	всегда в	1	1
500	это бывает	1	1
501	при крещении	1	1
502	ничего а	1	1
503	обращения к	1	1
504	в иной	2	1
505	которое не	1	1
506	различные формы	1	1
507	не удается	1	1
508	первый взгляд	2	1
509	имеется ряд	1	1
510	и того	2	1
511	одного и	1	1
512	в первую	1	1
513	было в	2	1
514	не могли	1	1
515	в какой-нибудь	1	1
516	число таких	1	1
517	хотя бы	4	1
518	в другом	1	1
519	стоят в	1	1
520	по в	2	1
521	из жизни	1	1
522	но может	1	1
523	солнце и	1	1
524	изучались в	1	1
525	этом ряду	2	1
526	идет по	2	1
527	может служить	1	1
528	за собой	4	1
529	точно так	2	1
530	приходит к	2	1
531	очевидным и	1	1
532	из церкви	1	1
533	не обязательно	3	1
534	значительной степени	2	1
535	его по	2	1
536	отметить что	1	1
537	> в	3	1
538	за рамки	2	1
539	с длинной	1	1
540	ни одного	1	1
541	у себя	1	1
542	здесь пока	1	1
543	жизни как	3	1
544	наряду с	2	1
545	в мировом	1	1
546	к которому	2	1
547	место для	1	1
548	как от	1	1
549	на будущее	3	1
550	все время	1	1
551	приобщения к	1	1
552	символ бессмертия	1	1
553	она может	2	1
554	не мог	4	1
555	к ее	1	1
556	того же	1	1
557	едва ли	1	1
558	иные но	1	1
559	образом на	1	1
560	даже если	1	1
561	весенний и	1	1
562	мировом фольклоре	1	1
563	указать на	1	1
564	в состоянии	1	1
565	первый раз	1	1
566	а далее	1	1
567	первые три	1	1
568	но от	2	1
569	почему в	1	1
570	аналогии с	1	1
571	и сама	1	1
572	братьев и	1	1
573	они в	2	1
574	выступает в	2	1
575	забыт и	1	1
576	не от	2	1
577	не ограничивается	1	1
578	в третьем	3	1
579	это воскресение	1	1
580	в результате	2	1
581	на разных	1	1
582	не знает	1	1
583	имел место	1	1
584	не о	3	1
585	по аналогии	1	1
586	интересующие нас	1	1
587	что не	4	1
588	смысла но	2	1
589	восходящей к	2	1
590	каждый день	1	1
591	на путь	1	1
592	а до	3	1
593	в последние	2	1
594	не есть	3	1
595	сказывается и	1	1
596	даже не	3	1
597	> и	1	1
598	выступать в	1	1
599	так сказать	1	1
600	с некоторой	1	1
601	представляется нам	1	1
602	точек зрения	2	1
603	хотя оно	1	1
604	за другой	1	1
605	жизни то	1	1
606	несут в	1	1
607	вверх и	1	1
608	проявляет себя	1	1
609	фрэзером при	1	1
610	в эпическом	1	1
611	лица и	2	1
612	ему в	2	1
613	к зиме	1	1
614	до нас	1	1
615	очень часто	1	1
616	от конца	1	1
617	оснований для	1	1
618	в случае	7	1
619	не будет	3	1
620	в детстве	5	1
621	если же	1	1
622	при такой	1	1
623	не могла	1	1
624	и некоторое	1	1
625	а третий	1	1
626	усопших в	1	1
627	по своей	3	1
628	от страха	1	1
629	березы и	1	1
630	как когда-то	1	1
631	также как	1	1
632	однако в	2	1
633	оно имеет	1	1
634	о его	1	1
635	приводят к	1	1
636	и есть	2	1
637	с которым	1	1
638	или может	1	1
639	теми же	1	1
640	такая организация	1	1
641	в общем	1	1
642	ей не	2	1
643	до наших	1	1
644	собственно о	1	1
645	для общей	1	1
646	его смерти	1	1
647	чем и	1	1
648	сливаются в	1	1
649	в пространстве	4	1
650	не отличается	2	1
651	старые и	1	1
652	в специальных	1	1
653	первую очередь	1	1
654	за иконой	1	1
655	однако и	1	1
656	ее а	1	1
657	во втором	4	1
658	образом и	1	1
659	он уже	2	1
660	однако эта	1	1
661	которым можно	2	1
662	через посредство	1	1
663	и который	1	1
664	античности и	1	1
665	должна быть	2	1
666	для себя	1	1
667	образа и	1	1
668	говорит и	2	1
669	дает следующую	1	1
670	понимал и	1	1
671	человек с	1	1
672	это вызвано	1	1
673	что бывает	1	1
674	сам по	1	1
675	истории в	3	1
676	времени когда	1	1
677	и женские	1	1
678	в работах	1	1
679	с природой	1	1
680	того кого	1	1
681	ни в	3	1
682	однако он	1	1
683	перед ними	1	1
684	не могут	1	1
685	один человек	2	1
686	со всеми	1	1
687	поэтому и	1	1
688	приходится на	1	1
689	если не	4	1
690	что когда-то	1	1
691	значении этого	3	1
692	только там	1	1
693	одна деталь	1	1
694	как о	1	1
695	в современной	1	1
696	о любви	1	1
697	о котором	1	1
698	различные и	1	1
699	со стороны	9	1
700	всей своей	2	1
701	во сне	1	1
702	редко и	1	1
703	не входит	1	1
704	в своего	1	1
705	вспоминать о	1	1
706	ни на	1	1
707	что мы	2	1
708	совершенно иной	2	1
709	в роли	2	1
710	совпадает с	1	1
711	в значительной	2	1
712	на том	3	1
713	наконец в	2	1
714	это все	2	1
715	внимание на	1	1
716	а может	1	1
717	в значении	1	1
718	от других	1	1
719	или один	1	1
720	вслед за	4	1
721	был его	1	1
722	в совершенно	1	1
723	а во	3	1
724	известно в	1	1
725	в кольцо	1	1
726	в тексте	16	1
727	мог бы	3	1
728	в самую	2	1
729	одной из	4	1
730	что первое	1	1
731	человеческого существа	1	1
732	и народ	1	1
733	он может	1	1
734	характерное для	1	1
735	здесь и	2	1
736	свою силу	1	1
737	если первое	1	1
738	только потому	1	1
739	в самой	1	1
740	только о	2	1
741	точку зрения	4	1
742	обратиться к	1	1
743	смерти как	1	1
744	как раз	2	1
745	бывает в	1	1
746	не знают	1	1
747	одной только	1	1
748	фаза в	1	1
749	то они	2	1
750	или другому	1	1
751	ничем не	1	1
752	мир в	1	1
753	основе своей	4	1
754	может не	3	1
755	и было	1	1
756	свидетельствует о	1	1
757	по композиции	1	1
758	зависит от	2	1
759	принимает форму	1	1
760	это часто	1	1
761	однако здесь	1	1
762	он и	1	1
763	в литературе	2	1
764	о нем	4	1
765	нее как	1	1
766	истории как	1	1
767	и одна	1	1
768	место только	1	1
769	видеть в	1	1
770	заставить ее	1	1
771	день был	1	1
772	со смертью	2	1
773	слова а	1	1
774	о ее	1	1
775	таком случае	2	1
776	правильнее будет	1	1
777	есть уже	1	1
778	когда же	1	1
779	у всех	1	1
780	наших дней	1	1
781	и определяется	1	1
782	и где	1	1
783	солнца для	1	1
784	которого было	1	1
785	и эта	1	1
786	год а	2	1
787	понимать как	1	1
788	более что	1	1
789	но по	1	1
790	напротив они	1	1
791	к концу	1	1
792	по убеждению	1	1
793	церковной службе	1	1
794	и могут	1	1
795	и архаическая	1	1
796	и оно	1	1
797	это было	1	1
798	в меру	1	1
799	нельзя было	1	1
800	ему не	1	1
801	когда-то и	1	1
802	быть лучше	1	1
803	они все	2	1
804	того или	2	1
805	искать в	1	1
806	когда было	1	1
807	ей в	1	1
808	две стороны	1	1
809	ни один	1	1
810	может считаться	1	1
811	также и	1	1
812	одну из	2	1
813	не по	1	1
814	с совершенно	1	1
815	из древнейших	1	1
816	на другое	1	1
817	здесь это	1	1
818	во второй	2	1
819	и может	1	1
820	характерно для	1	1
821	а по	2	1
822	в нашей	1	1
823	в зеркало	1	1
824	он здесь	1	1
825	от того	1	1
826	человека с	1	1
827	при всем	2	1
828	первые два	2	1
829	он приходится	1	1
830	в отрыве	1	1
831	же самое	1	1
832	всякую связь	1	1
833	к изучению	1	1
834	в четвертом	1	1
835	случае с	1	1
836	жизни и	3	1
837	все еще	1	1
838	идет не	1	1
839	глазами и	1	1
840	нуждается в	5	1
841	на всем	1	1
842	являют собой	1	1
843	после нее	1	1
844	надо было	1	1
845	в мышлении	1	1
846	после смерти	2	1
847	хотя они	1	1
848	именно это	2	1
849	и совершенно	1	1
850	за городом	1	1
851	его новое	1	1
852	есть не	1	1
