N	2gram	Voloshinov	Freidism
105	более того	2	7
106	зрения на	1	6
107	индивидуальной психики	1	6
108	одно из	1	6
109	в корне	2	6
110	не менее	3	6
111	но мы	2	6
112	к тому	1	6
113	можно сказать	5	6
114	в основе	1	6
115	в свою	1	6
116	же время	1	6
117	внешнюю речь	1	6
118	высшей степени	1	6
119	мы имеем	2	6
120	протяжении всей	1	6
121	на самом	4	6
122	в таком	1	6
123	в психике	2	6
124	она не	2	6
125	и что	2	6
126	в пределах	3	6
127	и о	1	6
128	в высшей	1	6
129	и только	1	6
130	для этого	1	6
131	не можем	1	6
132	в индивидуальную	1	5
133	что это	1	5
134	в процессе	6	5
135	вместе с	2	5
136	того чтобы	1	5
137	сознание и	1	5
138	увидим что	1	5
139	и те	2	5
140	чем не	1	5
141	самого начала	1	5
142	что она	1	5
143	можем сказать	2	5
144	это не	2	5
145	в ее	1	5
146	что и	2	5
147	между ними	2	5
148	в этих	2	5
149	в себя	2	5
150	внутренней речи	3	5
151	и по	3	5
152	не было	1	5
153	не знает	1	5
154	как это	2	5
155	далеко не	1	5
156	только то	1	5
157	от того	4	5
158	в большинстве	1	5
159	ничего не	2	5
160	в общем	1	5
161	отнюдь не	5	5
162	внешней речи	1	5
163	все основные	1	4
164	в основном	2	4
165	всей жизни	1	4
166	сам по	1	4
167	характер и	1	4
168	в виду	5	4
169	сводится к	1	4
170	по себе	3	4
171	если бы	9	4
172	общения между	1	4
173	именно и	1	4
174	так называемый	1	4
175	именно в	1	4
176	может стать	2	4
177	подхода к	1	4
178	как в	5	4
179	себя и	2	4
180	зависимости от	4	4
181	ничего общего	1	4
182	это и	1	4
183	данном случае	2	4
184	в данном	2	4
185	в котором	3	4
186	мы увидим	1	4
187	только как	1	4
188	это только	1	4
189	и оно	1	4
190	не всегда	1	4
191	и т.п	1	4
192	слова и	6	4
193	только на	3	4
194	в истории	1	4
195	так же	3	4
196	отметить что	1	4
197	свою очередь	1	4
198	связанных с	1	4
199	на него	2	4
200	в своем	2	4
201	нигде не	1	4
202	все время	6	4
203	и внешней	1	4
204	но это	2	4
205	едва ли	2	4
206	влияние на	2	4
207	что оно	1	4
208	этом отношении	1	4
209	внутренней и	1	4
210	тем не	3	4
211	у него	1	4
212	не существует	1	4
213	в зависимости	2	4
214	между собой	2	4
215	и вообще	3	4
216	выражение в	2	4
217	это как	3	4
218	нашего сознания	2	4
219	то ни	3	4
220	должны быть	1	4
221	в другом	1	4
222	в области	1	4
223	его к	2	4
224	с ее	1	4
225	в целом	1	4
226	помощью которой	1	3
227	не так	2	3
228	до сих	3	3
229	часть его	1	3
230	это уже	1	3
231	мы в	2	3
232	для них	1	3
233	в результате	1	3
234	и тот	1	3
235	в них	3	3
236	оно не	2	3
237	все то	1	3
238	социальной группы	3	3
239	конечном счете	1	3
240	к его	2	3
241	жизни в	1	3
242	в обществе	1	3
243	что мы	5	3
244	ни на	2	3
245	на основе	1	3
246	имеет дело	1	3
247	в одном	1	3
248	уже в	2	3
249	как на	2	3
250	найдем в	1	3
251	тем же	1	3
252	так именно	1	3
253	в нашем	11	3
254	о том	3	3
255	словесное высказывание	1	3
256	какой степени	2	3
257	из него	2	3
258	и становится	1	3
259	выражение и	2	3
260	не найдем	1	3
261	бы то	3	3
262	и то	2	3
263	говорит о	1	3
264	они не	1	3
265	социального общения	4	3
266	у нас	1	3
267	социальной среды	2	3
268	в конечном	1	3
269	и притом	2	3
270	от всех	2	3
271	на себя	1	3
272	но для	3	3
273	такой же	2	3
274	не остается	2	3
275	во внутренней	1	3
276	и она	1	3
277	есть только	1	3
278	на все	2	3
279	и являются	1	3
280	один и	1	3
281	и следовательно	5	3
282	в условиях	2	3
283	себе и	1	3
284	которой он	1	3
285	единство и	1	3
286	и таким	1	3
287	сих пор	3	3
288	этих двух	2	3
289	остается в	1	3
290	и тех	1	3
291	между тем	3	3
292	в какой	2	3
293	в искусстве	1	3
294	когда он	3	3
295	и является	4	3
296	конечно в	2	3
297	как не	2	3
298	себя в	1	3
299	на другие	1	3
300	же мы	1	3
301	формы и	3	3
302	нуждается в	3	3
303	независимо от	2	3
304	ведь и	3	3
305	на это	2	3
306	и другие	2	2
307	социальной жизни	2	2
308	и самое	2	2
309	опирается на	1	2
310	в момент	2	2
311	должна быть	5	2
312	ровно ничего	1	2
313	тогда когда	2	2
314	и их	1	2
315	в некоторых	3	2
316	не как	1	2
317	окружающей его	1	2
318	в науке	1	2
319	для нас	7	2
320	самом же	1	2
321	в отношении	2	2
322	она становится	1	2
323	особого рода	1	2
324	но все	2	2
325	с таким	1	2
326	равно как	1	2
327	к другим	1	2
328	и так	2	2
329	только для	1	2
330	является для	2	2
331	да и	3	2
332	ли он	1	2
333	легче всего	1	2
334	при помощи	1	2
335	и было	1	2
336	свой смысл	1	2
337	все они	2	2
338	всей его	1	2
339	его и	1	2
340	в такой	3	2
341	психические силы	1	2
342	нами выше	1	2
343	должно быть	1	2
344	одной стороны	2	2
345	относится к	2	2
346	что осталось	1	2
347	и уже	3	2
348	для нее	1	2
349	в изучении	1	2
350	или может	1	2
351	точками зрения	1	2
352	и значение	2	2
353	к делу	1	2
354	той социальной	2	2
355	еще более	1	2
356	же самое	2	2
357	с другой	4	2
358	когда человек	1	2
359	и во	1	2
360	только одна	1	2
361	в самое	2	2
362	за пределами	1	2
363	вещи и	2	2
364	то она	1	2
365	это прежде	1	2
366	только его	1	2
367	этот внешний	2	2
368	друг друга	1	2
369	художественной формы	5	2
370	же он	1	2
371	конечно только	1	2
372	из этой	1	2
373	как к	3	2
374	мы могли	1	2
375	по преимуществу	1	2
376	выходит за	1	2
377	к попытке	1	2
378	эта группа	1	2
379	зависит от	2	2
380	с одной	2	2
381	вполне понятно	1	2
382	ни было	4	2
383	для всего	1	2
384	одного только	1	2
385	в качестве	1	2
386	то мы	1	2
387	на которой	1	2
388	них и	1	2
389	материал для	1	2
390	обратимся к	1	2
391	это один	1	2
392	не нуждается	1	2
393	которые мы	2	2
394	дело в	4	2
395	как его	1	2
396	слагается из	2	2
397	и всего	1	2
398	и поступки	1	2
399	это основное	1	2
400	можем мы	1	2
401	ясно что	3	2
402	эти три	1	2
403	же как	1	2
404	не есть	2	2
405	мы никогда	2	2
406	рядом с	1	2
407	этих явлений	1	2
408	разрыв между	2	2
409	дело и	1	2
410	в одной	1	2
411	с первого	1	2
412	на них	1	2
413	же деле	1	2
414	смысл и	2	2
415	не то	1	2
416	а с	1	2
417	на один	2	2
418	свое выражение	4	2
419	изолированно взятой	1	2
420	обстоит дело	1	2
421	с большим	1	2
422	и тем	1	2
423	если же	2	2
424	всех других	1	2
425	и та	2	2
426	входит в	1	2
427	этом смысле	1	2
428	к которой	1	2
429	думать что	1	2
430	когда мы	1	2
431	но эти	1	2
432	и явления	1	2
433	художественное творчество	1	2
434	всех сторон	1	2
435	речь и	1	2
436	но если	1	2
437	из этого	3	2
438	там где	2	2
439	социальное событие	1	2
440	тона в	1	2
441	то в	1	2
442	чтобы не	1	2
443	он должен	3	2
444	не к	3	2
445	в особенности	2	1
446	уже во	1	1
447	они являются	1	1
448	аналогии с	1	1
449	с уверенностью	1	1
450	бы они	1	1
451	в содержании	1	1
452	только из	1	1
453	его психологическая	1	1
454	при последовательном	1	1
455	и здесь	2	1
456	та же	1	1
457	идеологические образования	1	1
458	и типичное	1	1
459	же процессе	1	1
460	мы обратимся	1	1
461	сказано в	1	1
462	придерживаются и	1	1
463	то есть	1	1
464	должно рассматривать	1	1
465	себе оно	1	1
466	т.е к	1	1
467	группы к	1	1
468	конечно ни	1	1
469	социального целого	1	1
470	искусства этот	1	1
471	дело с	2	1
472	его содержание	1	1
473	само собою	1	1
474	и дает	2	1
475	была бы	2	1
476	самыми основами	1	1
477	художественного творчества	3	1
478	все зависит	1	1
479	отношении к	3	1
480	он определяется	1	1
481	оно становится	1	1
482	можно определить	1	1
483	константные устойчивые	1	1
484	но тем	2	1
485	нас за	1	1
486	правда это	1	1
487	методов так	1	1
488	пути в	1	1
489	потому не	1	1
490	намека на	1	1
491	его социальной	2	1
492	наконец к	1	1
493	и разнообразным	1	1
494	за вычетом	1	1
495	данной группы	1	1
496	не бывает	1	1
497	в рамки	1	1
498	жизненного высказывания	3	1
499	ко всем	2	1
500	ему но	1	1
501	читателя и	1	1
502	двух людей	1	1
503	время как	1	1
504	же определения	1	1
505	на примере	2	1
506	показать что	1	1
507	социального явления	1	1
508	человека для	1	1
509	форму и	2	1
510	в различные	1	1
511	он будет	1	1
512	стиля как	1	1
513	ближайший контекст	1	1
514	наиболее ясное	1	1
515	уже на	1	1
516	то время	1	1
517	например в	1	1
518	является выражением	1	1
519	экономической точки	1	1
520	случае нельзя	1	1
521	имеет место	2	1
522	это та	1	1
523	там же	1	1
524	быть понято	1	1
525	оценок и	2	1
526	выходят за	2	1
527	в слове	1	1
528	правовое и	1	1
529	бы не	2	1
530	так называемая	1	1
531	этот ближайший	1	1
532	для их	1	1
533	них в	1	1
534	сложным и	1	1
535	дальше и	1	1
536	конечно гораздо	1	1
537	менее всего	1	1
538	др и	1	1
539	но особенно	1	1
540	социальной ситуации	1	1
541	окружающей ее	1	1
542	по крайней	1	1
543	материале слова	2	1
544	серьезной попытки	1	1
545	здесь имеет	1	1
546	который и	1	1
547	вырастает из	1	1
548	зато эти	1	1
549	нет ничего	2	1
550	данной социальной	1	1
551	формальную структуру	1	1
552	и того	1	1
553	именно такой	1	1
554	нам не	1	1
555	даже совершенно	1	1
556	реальное явление	1	1
557	социальную оценку	1	1
558	в индивидуальной	1	1
559	человеческого тела	1	1
560	было в	1	1
561	проникают собою	1	1
562	отношения которые	1	1
563	социальному окружению	1	1
564	не имеют	1	1
565	ясное и	1	1
566	и политической	1	1
567	близкого к	1	1
568	со всех	2	1
569	это последнее	1	1
570	каждая вещь	1	1
571	идеологическое выражение	1	1
572	даже и	1	1
573	является продуктом	3	1
574	предмет в	1	1
575	путем анализа	1	1
576	именно этим	1	1
577	он еще	1	1
578	осталось в	1	1
579	может овладеть	1	1
580	во многих	1	1
581	он употребляет	1	1
582	и тогда	1	1
583	этот третий	1	1
584	не отражает	2	1
585	точно и	1	1
586	в руках	1	1
587	это же	1	1
588	обойтись без	1	1
589	с которой	1	1
590	но уже	1	1
591	социальных оценок	3	1
592	и больше	1	1
593	мы все	4	1
594	идеологического творчества	2	1
595	слов и	1	1
596	социально-экономической закономерности	1	1
597	не личного	2	1
598	находят свое	1	1
599	нечего делать	1	1
600	уже и	1	1
601	бы слова	1	1
602	нуждаются в	1	1
603	действия и	2	1
604	помимо всяких	1	1
605	этого общения	2	1
606	мы ни	5	1
607	имеем в	2	1
608	известной степени	2	1
609	на одну	1	1
610	основное требование	1	1
611	между людьми	1	1
612	в комнате	2	1
613	быть понята	1	1
614	настоящее время	2	1
615	же факторов	1	1
616	же где	1	1
617	говорящих и	1	1
618	следующим образом	1	1
619	а между	1	1
620	форма и	1	1
621	к которому	1	1
622	эти вопросы	1	1
623	между говорящими	1	1
624	политической жизни	1	1
625	в жесте	1	1
626	взаимоотношения двух	1	1
627	без того	1	1
628	и умирает	1	1
629	социальная среда	1	1
630	том же	1	1
631	его для	1	1
632	к целому	1	1
633	в атмосфере	2	1
634	момент в	1	1
635	до известной	2	1
636	только внешней	1	1
637	его место	1	1
638	формы то	2	1
639	перед нами	1	1
640	коем случае	1	1
641	чувства в	1	1
642	же относится	2	1
643	является только	1	1
644	же степени	1	1
645	мы берем	1	1
646	в особом	1	1
647	него не	1	1
648	мы еще	1	1
649	в настоящее	2	1
650	крайней мере	1	1
651	моментов в	1	1
652	два основных	1	1
653	но есть	1	1
654	не поймем	2	1
655	к содержанию	6	1
656	может конечно	1	1
657	все в	1	1
658	непосредственно и	1	1
659	моментах определяется	1	1
660	принимают участие	1	1
661	что они	1	1
662	не зная	1	1
663	ее и	3	1
664	и он	1	1
665	без внутренней	1	1
666	содержанию т.е	1	1
667	контекст высказывания	1	1
668	общения в	1	1
669	какие именно	1	1
670	все элементы	1	1
671	от его	1	1
672	в коем	1	1
673	первого же	1	1
674	те оценки	1	1
675	права и	1	1
676	переводе с	1	1
677	бы сценарий	1	1
678	но из	1	1
679	нас не	1	1
680	ненависть к	1	1
681	она в	1	1
682	нашей работы	1	1
683	довлеет себе	2	1
684	другими моментами	1	1
685	является попытка	2	1
686	ним в	1	1
687	это часто	1	1
688	других областей	1	1
689	обычно не	1	1
690	хотя и	1	1
691	речи так	1	1
692	близка к	1	1
693	нам совершенно	1	1
694	и соответствующие	1	1
695	социальное происхождение	1	1
696	не изолирована	1	1
697	не хочет	1	1
698	это ни	1	1
699	высказывания с	2	1
700	ситуации в	1	1
701	есть в	1	1
702	очень распространенное	1	1
703	не способен	2	1
704	взаимоотношения и	1	1
705	отказывается от	1	1
706	но что	2	1
707	идеологические оценки	1	1
708	слово в	3	1
709	и художественное	1	1
710	участие в	1	1
711	в формах	2	1
712	мы убедились	1	1
713	и свободно	1	1
714	в виде	1	1
715	указывали что	1	1
716	же не	1	1
717	их но	1	1
718	с чисто	2	1
719	что является	1	1
720	уже отсюда	1	1
721	к некоторому	1	1
722	в свои	1	1
723	подвести итоги	1	1
724	и ценности	1	1
725	но эта	1	1
726	к определенным	1	1
727	это мы	1	1
728	метод может	1	1
729	позицию по	1	1
730	и эта	1	1
731	в изолированно	1	1
732	выражение этого	1	1
733	или хотя	1	1
734	дано в	1	1
735	и форму	1	1
736	последующем мы	1	1
737	и без	1	1
738	лежит на	2	1
739	смысла слова	1	1
740	в переводе	1	1
741	поймем в	1	1
742	различные стороны	1	1
743	даже тогда	1	1
744	и которые	1	1
745	возможного слушателя	1	1
746	при таком	1	1
747	а эта	1	1
748	на события	1	1
749	можно только	1	1
750	зрения не	1	1
751	не на	1	1
752	именно эту	1	1
753	зрения и	1	1
754	следовательно только	2	1
755	здесь не	3	1
756	и историческая	1	1
757	в двух	1	1
758	теряет свой	1	1
759	этих переживаний	1	1
760	большим трудом	1	1
761	точек зрения	3	1
762	и это	1	1
763	в смысле	1	1
764	на границе	3	1
765	из одного	1	1
766	делает его	2	1
767	частной жизни	2	1
768	тем более	1	1
769	дана в	1	1
770	поддается точному	1	1
771	понята и	1	1
772	и развивает	1	1
773	и другого	1	1
774	а из	1	1
775	совершенно ясно	1	1
776	но конечно	2	1
777	для анализа	1	1
778	жизнь и	1	1
779	все стороны	1	1
780	мы указывали	1	1
781	наиболее яркое	2	1
782	уже сказали	1	1
783	в русской	1	1
784	изолированно взятого	1	1
785	только ему	3	1
786	но можно	1	1
787	убедились что	1	1
788	находит свое	3	1
789	того в	1	1
790	а к	2	1
791	уже сказано	1	1
792	яркое выражение	1	1
793	остается места	1	1
794	овладеть этим	1	1
795	каких бы	1	1
796	при чтении	1	1
797	мы воспринимаем	1	1
798	связи с	1	1
799	все остальные	1	1
800	так называемой	3	1
801	но при	1	1
802	начинает сближаться	1	1
803	так мы	1	1
804	греческого значит	1	1
805	и почти	1	1
806	как уже	2	1
807	ту же	1	1
808	социальной группе	1	1
809	или не	3	1
810	тому как	1	1
811	субъективного сознания	1	1
812	что всякий	1	1
813	в теории	1	1
814	степени не	1	1
815	образом только	1	1
816	характерны для	1	1
817	оставаясь в	1	1
818	это по	1	1
819	кажется что	1	1
820	с греческого	1	1
821	но зато	2	1
822	одно и	2	1
823	пор не	1	1
824	можно с	1	1
825	можно было	1	1
826	в форме	2	1
827	составная часть	1	1
828	кто не	1	1
829	себя на	1	1
830	стороны его	1	1
831	что нам	1	1
832	содержание но	1	1
833	стороны и	2	1
834	в современной	1	1
835	остаются за	1	1
836	можно найти	2	1
837	для других	2	1
838	как же	2	1
839	и единство	1	1
840	но этот	2	1
841	этой группы	1	1
842	не перестает	1	1
843	основе своей	1	1
844	рассматривать как	1	1
845	и совершенно	2	1
846	и особенности	1	1
847	значение и	1	1
848	сближаться с	1	1
849	нем и	1	1
850	ни одной	1	1
851	говорящего а	1	1
852	тем как	2	1
853	другая форма	1	1
854	что можно	1	1
855	которой можно	1	1
856	в высшую	1	1
857	общего с	2	1
858	ибо нет	1	1
859	которые в	1	1
860	она находит	1	1
861	двух направлениях	3	1
862	это делает	1	1
863	но прежде	1	1
864	материала в	1	1
865	по аналогии	1	1
866	содержания и	2	1
867	т.е как	1	1
868	бытия и	1	1
869	к пониманию	1	1
870	всем тем	1	1
871	воздействует на	3	1
872	как будто	1	1
873	отдельные моменты	1	1
874	каком направлении	1	1
875	человека или	1	1
876	определить как	1	1
877	здесь мы	1	1
878	теперь остается	1	1
879	каждый момент	2	1
880	или иного	1	1
881	может и	1	1
882	себе как	1	1
883	в последующем	1	1
884	длинный ряд	1	1
885	оно начинает	1	1
886	определяется в	1	1
887	от всего	1	1
888	отражает в	3	1
889	нам кажется	1	1
890	им не	2	1
891	в лице	1	1
892	устойчивые моменты	1	1
893	с соответствующими	1	1
894	представления мысли	1	1
895	искусства в	1	1
896	конкретное высказывание	1	1
897	и самый	1	1
898	чрезвычайно важным	1	1
899	оценки этого	1	1
900	с этих	1	1
