N	2gram	Tiupa_Hudo	Freidism
339	которой он	2	3
340	и таким	1	3
341	сих пор	3	3
342	следующей главе	3	3
343	этих двух	2	3
344	читателя в	6	3
345	и тех	3	3
346	в г	3	3
347	выйти за	1	3
348	в самых	1	3
349	ни один	1	3
350	между тем	14	3
351	в какой	1	3
352	в искусстве	1	3
353	когда он	2	3
354	человека с	1	3
355	или как	1	3
356	себя в	11	3
357	природы и	1	3
358	в поведении	1	3
359	бы он	1	3
360	и от	6	3
361	на другие	1	3
362	периода в	1	3
363	же мы	1	3
364	формы и	1	3
365	нуждается в	2	3
366	на всем	1	3
367	а как	2	3
368	независимо от	1	3
369	ведь и	1	3
370	на это	2	3
371	остается от	1	3
372	однако и	5	2
373	и другие	5	2
374	и духовную	1	2
375	и этот	1	2
376	в момент	1	2
377	или только	1	2
378	к этой	4	2
379	его с	1	2
380	которых мы	1	2
381	для себя	9	2
382	не чем	1	2
383	на работу	1	2
384	другого человека	2	2
385	оказывается не	1	2
386	воспоминания о	1	2
387	вот как	1	2
388	из которых	1	2
389	не как	3	2
390	не исчерпывается	1	2
391	в науке	1	2
392	по-видимому не	2	2
393	нас в	2	2
394	для нас	4	2
395	не меняется	1	2
396	самом же	1	2
397	и об	3	2
398	в отношении	1	2
399	же что	1	2
400	нас к	2	2
401	в я	4	2
402	их не	1	2
403	в предыдущей	3	2
404	этого процесса	1	2
405	по пути	1	2
406	в первом	2	2
407	но все	2	2
408	ведь все	1	2
409	относится и	1	2
410	с таким	1	2
411	жизнь в	3	2
412	не позволяет	1	2
413	учения о	1	2
414	теми же	1	2
415	из всего	1	2
416	к другим	1	2
417	отношения к	1	2
418	чем иным	1	2
419	в мире	10	2
420	и они	1	2
421	только через	1	2
422	они и	2	2
423	приходит в	2	2
424	а именно	1	2
425	в широком	1	2
426	и так	3	2
427	человека на	1	2
428	его высшей	1	2
429	явлений и	1	2
430	только для	4	2
431	не имеет	2	2
432	является для	1	2
433	стороны этого	1	2
434	отличается от	1	2
435	да и	5	2
436	роли в	2	2
437	ли он	1	2
438	легче всего	1	2
439	себе самой	1	2
440	матери и	2	2
441	и было	2	2
442	и смерти	4	2
443	в дальнейшем	2	2
444	все они	2	2
445	всей его	1	2
446	его и	2	2
447	в такой	2	2
448	бы и	2	2
449	должно быть	2	2
450	можно не	1	2
451	вопрос о	2	2
452	произведение искусства	1	2
453	совершенно иной	2	2
454	во внешнюю	1	2
455	отсюда и	2	2
456	личность не	2	2
457	принципиально не	1	2
458	в течение	1	2
459	связана с	1	2
460	одной стороны	4	2
461	относится к	1	2
462	представляет собой	1	2
463	время в	1	2
464	и уже	3	2
465	и теперь	1	2
466	для нее	6	2
467	в различных	1	2
468	превращается в	6	2
469	еще более	1	2
470	к объекту	1	2
471	в глаза	1	2
472	же самое	4	2
473	мы полагаем	1	2
474	с другой	4	2
475	в прошлом	1	2
476	в отличие	1	2
477	которого они	1	2
478	заметить что	2	2
479	мог бы	1	2
480	но именно	3	2
481	за пределами	1	2
482	воли и	1	2
483	всех людей	1	2
484	это прежде	3	2
485	друг друга	5	2
486	же он	1	2
487	бы в	2	2
488	но так	1	2
489	только о	2	2
490	из этой	1	2
491	жизни но	1	2
492	как к	4	2
493	на языке	1	2
494	по преимуществу	6	2
495	ничем не	3	2
496	отцу и	1	2
497	и всей	1	2
498	что остается	1	2
499	и служит	1	2
500	своему содержанию	1	2
501	с одной	4	2
502	такого рода	4	2
503	в состоянии	3	2
504	и через	1	2
505	личной жизни	2	2
506	еще больше	1	2
507	душевные переживания	1	2
508	для всего	3	2
509	он и	2	2
510	что при	3	2
511	полагаем что	1	2
512	такое же	1	2
513	для своего	2	2
514	о нем	4	2
515	и сама	3	2
516	в качестве	13	2
517	но как	3	2
518	нет это	1	2
519	каждого человека	3	2
520	же такое	1	2
521	того момента	1	2
522	весь мир	1	2
523	в следующем	3	2
524	них и	1	2
525	внешнего мира	1	2
526	в их	2	2
527	вспомнить о	1	2
528	сказать не	1	2
529	от матери	1	2
530	этого сознания	1	2
531	обратимся к	2	2
532	мотивы поведения	1	2
533	как по	2	2
534	а также	4	2
535	не нуждается	1	2
536	будто бы	6	2
537	и которая	1	2
538	дело в	2	2
539	как его	3	2
540	в конце	5	2
541	вообще не	1	2
542	между собою	1	2
543	противоречие с	4	2
544	ясно что	2	2
545	он в	2	2
546	также в	2	2
547	же как	4	2
548	рядом с	5	2
549	но когда	2	2
550	разрыв между	1	2
551	к своему	2	2
552	как ее	1	2
553	от этого	2	2
554	личности не	3	2
555	века в	2	2
556	к личности	2	2
557	о которых	2	2
558	это было	2	2
559	не стали	1	2
560	жизни то	3	2
561	в одной	3	2
562	на них	2	2
563	же деле	1	2
564	смысл и	1	2
565	а с	5	2
566	страх перед	2	2
567	же из	2	2
568	не укладывается	1	2
569	отличие от	1	2
570	а его	3	2
571	предыдущей главе	3	2
572	в поле	1	2
573	этого ряда	1	2
574	страх и	1	2
575	его не	1	2
576	на другой	1	2
577	также и	1	2
578	вся жизнь	3	2
579	дело не	2	2
580	является его	1	2
581	и тем	2	2
582	если же	1	2
583	есть и	3	2
584	и та	1	2
585	в нашей	1	2
586	входит в	1	2
587	не следует	2	2
588	этом смысле	1	2
589	проникнуть в	3	2
590	к которой	1	2
591	что бы	2	2
592	то или	1	2
593	на всю	1	2
594	или иное	1	2
595	нам о	2	2
596	когда мы	2	2
597	и поэтому	2	2
598	во многом	1	2
599	личность в	4	2
600	ли мы	1	2
601	любви в	1	2
602	образом в	1	2
603	или иной	2	2
604	всю жизнь	1	2
605	говорить об	2	2
606	из этого	1	2
607	там где	2	2
608	человек не	1	2
609	то в	6	2
610	конце концов	1	2
611	в него	2	2
612	только одну	1	2
613	чтобы не	3	2
614	три года	1	2
615	он должен	1	2
616	как для	1	2
617	в особенности	1	1
618	что было	3	1
619	к сожалению	1	1
620	жизни о	2	1
621	всего это	1	1
622	с уверенностью	1	1
623	недосягаемыми для	1	1
624	о личности	2	1
625	человеческой личности	1	1
626	образом и	1	1
627	только из	1	1
628	в ком	2	1
629	оно все	1	1
630	например это	1	1
631	по существу	1	1
632	в настоящем	2	1
633	мышления не	1	1
634	можно говорить	1	1
635	и здесь	1	1
636	та же	5	1
637	он предполагает	1	1
638	всего на	1	1
639	длительные и	1	1
640	индивидуальной жизни	2	1
641	то есть	1	1
642	принимает на	1	1
643	исходя из	1	1
644	и прочих	1	1
645	вопрос который	1	1
646	на ее	3	1
647	внешнего и	1	1
648	оно было	2	1
649	искусства он	1	1
650	теперь в	1	1
651	дело с	2	1
652	любовь к	1	1
653	говорит нам	1	1
654	даже в	4	1
655	была бы	3	1
656	истории его	1	1
657	а у	1	1
658	реальной жизни	1	1
659	эта новая	1	1
660	все зависит	1	1
661	этом случае	1	1
662	в разных	1	1
663	отношении к	1	1
664	по выражению	3	1
665	ни стало	1	1
666	бытия на	3	1
667	самого важного	1	1
668	никак не	3	1
669	но тем	2	1
670	человек есть	1	1
671	ее поведение	1	1
672	в другой	2	1
673	личности это	1	1
674	его собственные	1	1
675	существенно для	1	1
676	его во	1	1
677	что человек	1	1
678	интерес к	5	1
679	это нужно	1	1
680	потому не	1	1
681	остановиться на	1	1
682	извне и	1	1
683	в личности	1	1
684	переживания и	1	1
685	его от	1	1
686	себе во	1	1
687	литературного произведения	1	1
688	иной социальный	1	1
689	поэтому она	2	1
690	быть может	7	1
691	не бывает	3	1
692	его ни	1	1
693	с собой	2	1
694	ни слова	1	1
695	и внутреннего	1	1
696	этом как	1	1
697	только еще	1	1
698	в плоскости	1	1
699	в рамки	1	1
700	за что	1	1
701	на смену	2	1
702	чтобы в	1	1
703	что нет	1	1
704	так выразиться	1	1
705	начинается с	2	1
706	во что	1	1
707	двух людей	1	1
708	себе то	1	1
709	не более	3	1
710	на которых	1	1
711	на примере	2	1
712	именно оно	1	1
713	их и	1	1
714	это состояние	1	1
715	в мыслях	2	1
716	она встречает	1	1
717	вопрос этот	1	1
718	с похорон	1	1
719	есть именно	1	1
720	своей души	2	1
721	он будет	3	1
722	тем что	6	1
723	какая же	2	1
724	на месте	2	1
725	уже на	1	1
726	например в	3	1
727	с тем	1	1
728	когда это	1	1
729	с не	1	1
730	отдельного человека	2	1
731	мы встречаемся	1	1
732	там же	2	1
733	оставляет места	1	1
734	с такими	2	1
735	ли не	1	1
736	поводу последнего	1	1
737	с собою	1	1
738	в слове	1	1
739	было жалко	1	1
740	он ей	1	1
741	и т	15	1
742	бы не	3	1
743	только себя	1	1
744	человека есть	2	1
745	неожиданное и	1	1
746	мы имели	1	1
747	который не	1	1
748	время это	1	1
749	если можно	3	1
750	в это	4	1
751	на мать	1	1
752	различные формы	1	1
753	в ряду	3	1
754	не его	1	1
755	развития личности	1	1
756	выраженное в	1	1
757	представляется в	3	1
758	из области	1	1
759	мы с	3	1
760	на одном	2	1
761	к той	3	1
762	который и	1	1
763	нам представляется	3	1
764	свое время	2	1
765	г в	1	1
766	первый взгляд	1	1
767	это был	1	1
768	который он	1	1
769	нет ничего	4	1
770	и того	1	1
771	легли в	1	1
772	что сознание	1	1
773	остановимся на	3	1
774	ответить на	2	1
775	достоинства действительно	1	1
776	во все	1	1
777	сна с	1	1
778	на три	1	1
779	ничего в	1	1
780	истории не	1	1
781	похож на	1	1
782	гораздо большей	1	1
783	она же	1	1
784	можно считать	1	1
785	что этот	1	1
786	о чем-то	1	1
787	в землю	2	1
788	своей собственной	2	1
789	не согласиться	2	1
790	не имеют	3	1
791	так остро	1	1
792	и политической	1	1
793	к элементарному	1	1
794	тотчас же	1	1
795	то и	5	1
796	была его	1	1
797	именно этим	2	1
798	к нелепому	2	1
799	не говорящий	1	1
800	что можем	1	1
801	решающее значение	1	1
802	периода мы	1	1
803	наконец в	2	1
804	к чужой	5	1
805	это его	1	1
806	следил за	1	1
807	быть не	1	1
808	характер не	1	1
809	представлял себе	1	1
810	к каждому	1	1
811	и другой	1	1
812	во многих	1	1
813	глава третья	1	1
814	современной ему	1	1
815	человека от	1	1
816	и тогда	2	1
817	в руках	1	1
818	это же	1	1
819	узнаем о	2	1
820	обойтись без	1	1
821	наконец рождается	1	1
822	последнее слово	1	1
823	но уже	1	1
824	именно на	2	1
825	только один	1	1
826	об отношении	1	1
827	ряд с	1	1
828	к своим	2	1
829	в которую	1	1
830	себе сам	1	1
831	борьбе с	1	1
832	глава первая	1	1
833	может служить	1	1
834	в противоречие	2	1
835	за собой	1	1
836	слов и	1	1
837	как небо	1	1
838	в строгом	1	1
839	и когда	4	1
840	приходит к	3	1
841	него было	1	1
842	о своем	2	1
843	главным героем	1	1
844	людей и	1	1
845	этим не	1	1
846	человека что	1	1
847	мы считаем	1	1
848	времени и	2	1
849	ее по	2	1
850	душу и	2	1
851	что произведение	1	1
852	и внутренней	3	1
853	второй главе	3	1
854	что когда	2	1
855	существовании но	1	1
856	перед глазами	1	1
857	же его	1	1
858	и определенности	1	1
859	любви к	2	1
860	а во	1	1
861	еще большей	1	1
862	так называемых	1	1
863	его оно	1	1
864	и начинает	1	1
865	о нашей	1	1
866	новое качество	1	1
867	всего что	1	1
868	и тоже	1	1
869	нашей жизни	3	1
870	сообщает об	1	1
871	мы привыкли	1	1
872	известной степени	1	1
873	из виду	1	1
874	разные стороны	1	1
875	чувства а	1	1
876	но ни	1	1
877	и там	1	1
878	между людьми	1	1
879	в точности	1	1
880	нем еще	1	1
881	в комнате	1	1
882	настоящее время	1	1
883	которых он	1	1
884	пародия на	4	1
885	в сфере	2	1
886	говорит об	1	1
887	во внешней	3	1
888	жизни как	7	1
889	в объекте	1	1
890	семейных отношений	1	1
891	ведь от	1	1
892	жизни еще	2	1
893	в контексте	2	1
894	когда тот	2	1
895	в самую	1	1
896	мы о	1	1
897	момента когда	1	1
898	еще ничего	1	1
899	обстояло дело	1	1
900	одной из	5	1
901	следующим образом	3	1
902	общие черты	1	1
903	а между	4	1
904	к которому	1	1
905	с нею	2	1
906	же она	1	1
907	лучше всего	1	1
908	без того	1	1
909	и умирает	1	1
910	природы не	1	1
911	противоречие в	2	1
912	том же	1	1
913	не умеет	3	1
914	обнаруживает себя	1	1
915	они сами	1	1
916	который по	1	1
917	для объективной	1	1
918	русской литературы	1	1
919	в атмосфере	1	1
920	который в	2	1
921	так обстояло	1	1
922	до известной	1	1
923	вероятно уже	1	1
924	сон и	1	1
925	что говорит	2	1
926	и внутренняя	1	1
927	именно с	1	1
928	однако в	4	1
929	ко всей	1	1
930	перед нами	13	1
931	что даже	2	1
932	чувства в	2	1
933	друг с	1	1
934	одну сторону	1	1
935	каким был	1	1
936	как симптом	1	1
937	нет что	1	1
938	имели бы	1	1
939	от раннего	1	1
940	только потому	2	1
941	не мог	1	1
942	все с	1	1
943	она есть	1	1
944	большей степени	1	1
945	к ее	1	1
946	так у	1	1
947	где все	1	1
948	о связи	1	1
949	мы еще	1	1
950	в настоящее	1	1
951	прибегает к	3	1
952	он входит	1	1
953	жизни с	3	1
954	с того	4	1
955	вне пределов	1	1
956	жизни которые	1	1
957	к содержанию	1	1
958	гораздо более	1	1
959	удивительного в	1	1
960	какие были	1	1
961	рождается и	1	1
962	все в	2	1
963	ближе к	2	1
964	им как	1	1
965	имели дело	1	1
966	и весь	1	1
967	оно в	1	1
968	что они	4	1
969	в свое	1	1
970	служит в	1	1
971	не зная	2	1
972	ее и	2	1
973	но на	1	1
974	еще одну	1	1
975	в гораздо	1	1
976	и прямо	1	1
977	и он	6	1
978	далее к	1	1
979	только одно	1	1
980	ему в	3	1
981	больной в	1	1
982	хотелось бы	1	1
983	личности мы	1	1
984	от его	1	1
985	хочет быть	1	1
986	своей любви	1	1
987	различие между	1	1
988	похожи на	1	1
989	на тех	3	1
990	на вопрос	2	1
991	но из	1	1
992	исчерпывается мы	1	1
993	главы его	1	1
994	второй половине	2	1
995	при всей	3	1
996	только у	1	1
997	мы ничего	1	1
998	например между	1	1
999	она в	5	1
1000	но еще	3	1
1001	внимание на	3	1
1002	общение с	1	1
1003	довольно распространенное	1	1
1004	всякого человека	1	1
1005	это я	1	1
1006	упускать из	1	1
1007	ним в	1	1
1008	личности именно	1	1
1009	это часто	1	1
1010	или с	2	1
1011	имеется и	1	1
1012	внешней и	1	1
1013	бы на	2	1
1014	хотя и	3	1
1015	трудно не	3	1
1016	рождается в	1	1
1017	этих своих	1	1
1018	не соответствует	1	1
1019	для искусства	1	1
1020	лучше чем	1	1
1021	и выявляется	1	1
1022	как объективно	1	1
1023	жизни каждое	1	1
1024	в специальных	1	1
1025	способность к	2	1
1026	есть в	1	1
1027	и точно	1	1
1028	со своим	5	1
1029	сне когда	1	1
1030	отказывается от	1	1
1031	главы мы	1	1
1032	уже знакомый	1	1
1033	из форм	1	1
1034	не обладает	1	1
1035	многих отношениях	1	1
1036	это именно	1	1
1037	души а	1	1
1038	все той	1	1
1039	я процесс	1	1
1040	системы и	1	1
1041	не знаем	2	1
1042	участие в	3	1
1043	для его	1	1
1044	читателю в	1	1
1045	в виде	2	1
1046	однако не	1	1
1047	чем в	1	1
1048	же не	3	1
1049	века и	1	1
1050	бы для	1	1
1051	становится первым	1	1
1052	или в	3	1
1053	жизни представляется	1	1
1054	у всех	3	1
1055	жизни это	1	1
1056	когда оно	1	1
1057	в свои	2	1
1058	к чему	1	1
1059	прежде чем	2	1
1060	что его	1	1
1061	которого она	2	1
1062	именно ему	1	1
1063	у толстого	2	1
1064	про себя	2	1
1065	который как	1	1
1066	на нее	1	1
1067	осведомленность и	1	1
1068	а три	1	1
1069	можно так	1	1
1070	и эта	3	1
1071	его среды	1	1
1072	по адресу	2	1
1073	ничего удивительного	1	1
1074	о смерти	1	1
1075	он один	1	1
1076	и своего	1	1
1077	он берет	1	1
1078	человека она	3	1
1079	по теории	2	1
1080	и совсем	1	1
1081	с той	2	1
1082	и без	1	1
1083	как видим	1	1
1084	долгое время	2	1
1085	он теперь	1	1
1086	чтобы ответить	1	1
1087	поведения и	1	1
1088	человек в	3	1
1089	лежит на	2	1
1090	одно только	1	1
1091	эти две	1	1
1092	при таком	1	1
1093	души в	2	1
1094	бытия с	1	1
1095	поэтому лишь	1	1
1096	на фоне	5	1
1097	того и	1	1
1098	не на	1	1
1099	он позволяет	1	1
1100	зрения и	1	1
1101	здесь не	2	1
1102	бесконечной и	1	1
1103	в двух	2	1
1104	не знала	2	1
1105	и это	7	1
1106	так а	2	1
1107	в сторону	2	1
1108	с другом	1	1
1109	в смысле	1	1
1110	в каждой	2	1
1111	не принимает	1	1
1112	делает его	1	1
1113	бы совершенно	1	1
1114	полагает что	1	1
1115	с себя	1	1
1116	на себе	3	1
1117	ним а	1	1
1118	это так	3	1
1119	особенно в	3	1
1120	нельзя не	1	1
1121	тем более	1	1
1122	и обе	1	1
1123	личности для	2	1
1124	вопросе о	1	1
1125	не все	2	1
1126	и другого	1	1
1127	той или	1	1
1128	людей в	1	1
1129	жизнь и	2	1
1130	глава вторая	1	1
1131	в русской	4	1
1132	в каждом	1	1
1133	от первого	1	1
1134	еще начинает	1	1
1135	точкой зрения	2	1
1136	того или	4	1
1137	имеет своей	1	1
1138	поэтому и	2	1
1139	него уже	2	1
1140	находит свое	1	1
1141	и быть	4	1
1142	за то	1	1
1143	того в	1	1
1144	сознания а	1	1
1145	и других	1	1
1146	рождения и	1	1
1147	отнестись к	1	1
1148	этот взгляд	1	1
1149	бы лишены	1	1
1150	на свои	2	1
1151	связи с	4	1
1152	говорил о	1	1
1153	молодой человек	1	1
1154	картины мира	4	1
1155	может даже	1	1
1156	третьей главы	3	1
1157	на страницах	1	1
1158	и подробно	1	1
1159	называет его	1	1
1160	вклад в	1	1
1161	первая половина	2	1
1162	душу но	1	1
1163	но при	3	1
1164	зрения в	1	1
1165	и чувства	2	1
1166	другом и	1	1
1167	порывает с	1	1
1168	как уже	3	1
1169	т д	5	1
1170	можно назвать	2	1
1171	тело а	1	1
1172	или не	3	1
1173	тому как	4	1
1174	не по	2	1
1175	бы включить	1	1
1176	души на	1	1
1177	взглянуть на	1	1
1178	самосознания и	1	1
1179	это по	1	1
1180	высказывания а	1	1
1181	не будет	1	1
1182	с ужасом	1	1
1183	не оставляет	1	1
1184	но зато	1	1
1185	но она	1	1
1186	реакции на	1	1
1187	их с	1	1
1188	не с	2	1
1189	что эта	1	1
1190	плана в	1	1
1191	даже самой	1	1
1192	как он	4	1
1193	отказ от	2	1
1194	для человека	1	1
1195	глава четвертая	1	1
1196	можно было	6	1
1197	в форме	2	1
1198	целого в	1	1
1199	себя на	1	1
1200	в начале	3	1
1201	говоря о	2	1
1202	еще в	4	1
1203	и хотя	1	1
1204	даже не	1	1
1205	стороны и	1	1
1206	другом человеке	1	1
1207	для других	5	1
1208	как же	1	1
1209	в нее	1	1
1210	говорили что	1	1
1211	его я	3	1
1212	как вообще	1	1
1213	на свое	1	1
1214	сталкивается с	1	1
1215	и т.д	3	1
1216	у которого	2	1
1217	мысль о	2	1
1218	могла бы	2	1
1219	за нею	2	1
1220	но теперь	1	1
1221	например не	1	1
1222	я это	2	1
1223	в направлении	1	1
1224	нем и	1	1
1225	о ней	1	1
1226	я в	2	1
1227	истории и	1	1
1228	тем как	2	1
1229	никакого отношения	1	1
1230	что можно	2	1
1231	его внешнего	1	1
1232	похожа на	1	1
1233	внешних обстоятельств	2	1
1234	тот или	1	1
1235	все дело	1	1
1236	считаем необходимым	1	1
1237	что если	1	1
1238	него и	2	1
1239	со своими	1	1
1240	одного из	1	1
1241	может во	1	1
1242	но вероятно	1	1
1243	общего с	1	1
1244	и никогда	1	1
1245	и самого	1	1
1246	этом пути	1	1
1247	и глубокое	1	1
1248	друг другу	1	1
1249	не похожи	1	1
1250	и каждый	2	1
1251	с самых	1	1
1252	к человеческому	1	1
1253	это делает	1	1
1254	сна и	1	1
1255	ему глубоко	1	1
1256	анализа и	1	1
1257	о других	1	1
1258	и протекает	1	1
1259	появилось новое	1	1
1260	по аналогии	1	1
1261	слова в	2	1
1262	не замечать	1	1
1263	человеку в	2	1
1264	в первой	6	1
1265	это означает	1	1
1266	творчества к	1	1
1267	в человеческой	1	1
1268	же в	3	1
1269	бытия и	4	1
1270	не сразу	1	1
1271	сведения о	1	1
1272	общества и	1	1
1273	путь и	1	1
1274	иной раз	1	1
1275	как будто	7	1
1276	на то	4	1
1277	себе самому	4	1
1278	и первая	1	1
1279	нее нет	1	1
1280	на мир	1	1
1281	же это	2	1
1282	сознания другого	1	1
1283	ли может	1	1
1284	за себя	1	1
1285	жизни каждого	1	1
1286	или иного	4	1
1287	может и	3	1
1288	растворяется в	1	1
1289	себе как	1	1
1290	длинный ряд	1	1
1291	как ему	1	1
1292	таким же	1	1
1293	человека но	1	1
1294	и чем	1	1
1295	означает что	1	1
1296	в один	1	1
1297	нам кажется	1	1
1298	каждого из	3	1
1299	в лице	3	1
1300	происходит в	1	1
1301	и целостности	1	1
1302	дело здесь	2	1
1303	что на	4	1
