N	2gram	Propp_Isto	EvropaiC
251	мы будем	5	3
252	чтобы все	1	3
253	образом в	2	3
254	но не	7	3
255	в эти	1	3
256	таким же	1	3
257	бы в	2	3
258	тот же	3	3
259	и наконец	5	3
260	не то	4	3
261	это представление	3	3
262	все в	2	2
263	с которыми	1	2
264	от нее	1	2
265	лишь тогда	1	2
266	что они	13	2
267	только не	1	2
268	образом и	1	2
269	но на	1	2
270	что у	3	2
271	что эти	5	2
272	них в	1	2
273	то в	1	2
274	в свет	1	2
275	или нескольких	1	2
276	на том	1	2
277	стоят в	1	2
278	из таких	2	2
279	от которого	1	2
280	для него	2	2
281	а это	1	2
282	тем как	1	2
283	те черты	1	2
284	те же	1	2
285	а затем	4	2
286	то и	2	2
287	в общей	1	2
288	невозможно и	1	2
289	к таким	2	2
290	но как	2	2
291	более детально	1	2
292	и из	2	2
293	борьбы с	2	2
294	в виду	2	2
295	сводится к	1	2
296	совершенно ясно	3	2
297	приобщиться к	1	2
298	но с	3	2
299	не было	3	2
300	быть признана	1	2
301	не знает	7	2
302	и некоторые	1	2
303	другой вид	1	2
304	помнить что	1	2
305	все дело	1	2
306	на нее	3	2
307	теперь мы	1	2
308	вовсе не	3	2
309	что такой	1	2
310	такой же	2	2
311	в один	1	2
312	и будет	1	2
313	то время	3	2
314	в процессе	1	2
315	если он	1	2
316	тому что	1	2
317	я не	5	2
318	между ними	2	2
319	с ними	2	2
320	их в	7	2
321	между прочим	3	2
322	которые могут	3	2
323	и так	3	2
324	в одно	1	2
325	при таком	2	2
326	в которых	2	2
327	никто не	3	2
328	есть только	3	2
329	однако это	3	2
330	можно ли	1	2
331	они не	8	2
332	себя и	2	2
333	высшей степени	1	2
334	со своей	1	2
335	ему и	1	2
336	зависимости от	3	2
337	в себя	2	2
338	более как	1	2
339	нет в	2	2
340	должен быть	3	2
341	в эту	3	2
342	верно то	1	2
343	на себе	1	2
344	по его	3	2
345	вопросе о	1	2
346	быть вполне	1	2
347	в них	2	2
348	и народов	1	2
349	вступают в	1	2
350	во всяком	1	2
351	европейцы и	1	2
352	и состоит	1	2
353	этого явления	4	2
354	ответить на	1	2
355	а для	2	2
356	в основе	4	2
357	и более	3	2
358	в котором	5	2
359	до тех	1	2
360	и только	4	2
361	на этом	3	2
362	совершенно иной	1	2
363	эти примеры	1	2
364	и социальной	3	2
365	она не	6	2
366	другими словами	8	2
367	эту черту	1	2
368	не играет	1	2
369	к нему	3	2
370	именно потому	2	2
371	одной стороны	7	2
372	на друга	1	2
373	также и	3	2
374	ту же	1	2
375	одну из	1	2
376	только мы	1	2
377	в другом	6	2
378	не более	2	2
379	же касается	1	2
380	и уже	1	2
381	только тогда	1	2
382	к тем	1	2
383	говорить о	1	2
384	о них	1	2
385	тех же	1	2
386	же что	2	2
387	для всякого	1	2
388	так чтобы	3	2
389	такой народ	1	2
390	только то	1	2
391	этот вопрос	7	2
392	но вместе	1	2
393	это может	2	2
394	над всеми	1	2
395	очень мало	2	2
396	рассматривать как	2	2
397	друг на	1	2
398	что же	4	2
399	к ним	4	2
400	что под	1	2
401	в японии	1	2
402	культуры но	1	2
403	со своими	1	2
404	на путь	1	2
405	это конечно	3	2
406	к двум	1	2
407	тех пор	1	2
408	о которой	1	2
409	той же	1	2
410	том чтобы	2	2
411	такой форме	1	2
412	в высшей	1	2
413	на него	7	2
414	современной европейской	1	2
415	на первый	2	2
416	только при	1	2
417	по этому	2	2
418	на более	6	2
419	во всей	2	2
420	показывают что	7	2
421	что она	10	2
422	в частности	3	2
423	одна из	4	2
424	этого слова	1	2
425	в сущности	2	2
426	но если	4	2
427	и его	5	2
428	всех народов	1	2
429	мы видели	4	2
430	от себя	1	2
431	это впечатление	1	2
432	отнюдь не	2	2
433	в ту	2	2
434	не будут	1	2
435	независимо от	1	2
436	для этой	1	2
437	с ее	2	2
438	тем же	1	2
439	но так	3	2
440	которой мы	1	2
441	в самой	1	2
442	пришлось бы	1	2
443	дальнейшего развития	1	2
444	точку зрения	3	2
445	если это	3	2
446	и ее	3	2
447	что на	1	2
448	друг друга	2	2
449	гораздо более	1	2
450	он должен	3	2
451	поставленный в	1	1
452	на время	1	1
453	только тех	1	1
454	этого уклада	1	1
455	к сожалению	3	1
456	всего в	2	1
457	были бы	2	1
458	же часто	1	1
459	степени культуры	1	1
460	не происходит	1	1
461	в состояние	1	1
462	она имеет	1	1
463	и другие	7	1
464	науки на	1	1
465	которую они	1	1
466	можем сделать	1	1
467	в другой	4	1
468	видели что	5	1
469	стоит на	2	1
470	чтобы это	1	1
471	она к	1	1
472	из возможных	1	1
473	для всех	2	1
474	времени все	1	1
475	мы видим	16	1
476	более высокой	1	1
477	в более	2	1
478	надо знать	2	1
479	один из	10	1
480	никакого сомнения	1	1
481	собой и	1	1
482	правила и	1	1
483	оно может	2	1
484	это делает	2	1
485	за ним	1	1
486	говоря уже	1	1
487	к их	1	1
488	она и	2	1
489	они и	1	1
490	же и	3	1
491	составные части	2	1
492	но из	1	1
493	самую жалкую	1	1
494	вопрос поставленный	1	1
495	свидетельствует о	1	1
496	ее на	2	1
497	рассказ о	1	1
498	того как	6	1
499	эта не	1	1
500	нас не	3	1
501	народов у	1	1
502	зависит от	3	1
503	и пр	11	1
504	несколько иной	1	1
505	забота о	1	1
506	уже в	2	1
507	мы не	12	1
508	но еще	1	1
509	ним и	1	1
510	время в	2	1
511	нам удалось	1	1
512	оно было	1	1
513	случае мы	1	1
514	вывод что	2	1
515	и кто	1	1
516	мало и	1	1
517	есть общая	1	1
518	именно как	1	1
519	по всему	1	1
520	еще более	1	1
521	который ему	1	1
522	была бы	2	1
523	тогда и	3	1
524	считать не	1	1
525	а у	1	1
526	или с	1	1
527	этой мысли	2	1
528	чтобы ни	2	1
529	естественно что	1	1
530	бы на	1	1
531	вопрос мы	2	1
532	в своей	2	1
533	социальная жизнь	1	1
534	человек с	1	1
535	здесь гораздо	1	1
536	на этих	1	1
537	он и	3	1
538	или нет	1	1
539	кроме того	3	1
540	строго говоря	1	1
541	в ее	2	1
542	своем пути	1	1
543	никак не	1	1
544	неизменно оказывается	1	1
545	следить за	1	1
546	от начала	2	1
547	что такое	3	1
548	ее в	7	1
549	в меньшей	2	1
550	не исчерпывается	1	1
551	в область	4	1
552	в качестве	8	1
553	общения с	1	1
554	ее нет	1	1
555	тут только	1	1
556	в тот	3	1
557	от традиции	1	1
558	народы в	1	1
559	только все	1	1
560	остается при	1	1
561	в прошлом	2	1
562	а есть	2	1
563	на которой	2	1
564	родину и	1	1
565	живут в	1	1
566	из своих	1	1
567	и другими	1	1
568	с другими	2	1
569	то не	3	1
570	от этих	2	1
571	а все	1	1
572	самое что	3	1
573	этом направлении	1	1
574	смысле этого	2	1
575	чтобы я	1	1
576	к жизни	2	1
577	основана на	1	1
578	в отношении	1	1
579	же эти	2	1
580	как с	1	1
581	в центре	1	1
582	тем больше	1	1
583	однако не	2	1
584	а на	1	1
585	мыслится как	1	1
586	огнем и	1	1
587	или для	1	1
588	в зависимости	3	1
589	и притом	1	1
590	как объяснить	1	1
591	надо иметь	2	1
592	и многие	1	1
593	детей из	1	1
594	по пути	2	1
595	отказаться от	2	1
596	здесь мы	9	1
597	степени их	1	1
598	в первом	1	1
599	когда их	1	1
600	на звание	1	1
601	в народных	1	1
602	у всех	1	1
603	этого не	6	1
604	из приведенных	1	1
605	попасть в	4	1
606	некоторые другие	1	1
607	с такими	2	1
608	ее с	1	1
609	с ней	2	1
610	этом не	1	1
611	самые разнообразные	1	1
612	будто бы	4	1
613	во многих	2	1
614	к телу	1	1
615	этот факт	1	1
616	дело в	3	1
617	мысль о	2	1
618	зато в	1	1
619	этих существ	1	1
620	о своей	1	1
621	раз навсегда	1	1
622	эти две	2	1
623	на себя	2	1
624	и эта	1	1
625	из моих	1	1
626	это кажется	1	1
627	вещи не	1	1
628	тем что	7	1
629	культуры чем	1	1
630	за тем	1	1
631	есть признак	1	1
632	и другое	2	1
633	чтобы узнать	2	1
634	а то	2	1
635	приведенных выше	2	1
636	из всего	1	1
637	связанными с	1	1
638	или через	1	1
639	же еще	1	1
640	например в	7	1
641	требует доказательств	1	1
642	отношения к	2	1
643	стремятся к	1	1
644	мы получаем	1	1
645	к историческим	1	1
646	и должен	3	1
647	так это	1	1
648	народов мы	1	1
649	факт не	1	1
650	но почти	1	1
651	то сразу	1	1
652	будут сделаны	1	1
653	и как	3	1
654	как о	2	1
655	этой религии	1	1
656	но он	5	1
657	есть нечто	1	1
658	имелись в	1	1
659	время как	3	1
660	этой цели	1	1
661	их от	1	1
662	себя как	1	1
663	а именно	5	1
664	эту точку	2	1
665	его мнению	2	1
666	здесь дело	1	1
667	уже о	1	1
668	не дают	1	1
669	же остается	1	1
670	бы нам	1	1
671	выйти из	1	1
672	на эту	3	1
673	много но	2	1
674	но когда	1	1
675	как в	7	1
676	стремление к	1	1
677	первобытных народов	2	1
678	дело идет	1	1
679	народов это	1	1
680	так в	7	1
681	что ни	1	1
682	другом месте	2	1
683	к концу	1	1
684	к своему	3	1
685	невыгодное положение	1	1
686	последнее время	1	1
687	от этого	2	1
688	приводит к	3	1
689	только для	3	1
690	друга и	1	1
691	и со	2	1
692	сливаются в	1	1
693	весь ход	2	1
694	необходимо сделать	1	1
695	и я	1	1
696	бы не	1	1
697	них мы	1	1
698	может рассматриваться	1	1
699	да и	3	1
700	предположим что	2	1
701	народов в	1	1
702	более сложные	1	1
703	у одного	1	1
704	можно рассматривать	1	1
705	и следовательно	1	1
706	здесь будет	3	1
707	в психологическом	1	1
708	это было	2	1
709	несколько ниже	1	1
710	встречается у	1	1
711	на точку	1	1
712	роль в	3	1
713	со стороны	3	1
714	или их	1	1
715	на его	2	1
716	чтобы оградить	1	1
717	знает что	1	1
718	всей своей	1	1
719	на своем	2	1
720	отсюда вытекает	2	1
721	свет на	4	1
722	раз когда	1	1
723	много и	1	1
724	но мы	2	1
725	эти частности	1	1
726	смысл этого	1	1
727	в других	3	1
728	уже не	3	1
729	а так	2	1
730	не трудно	1	1
731	относиться к	1	1
732	как должен	1	1
733	перед нами	5	1
734	все члены	1	1
735	дальнейшем же	1	1
736	науки в	1	1
737	из области	1	1
738	связаны с	1	1
739	так если	2	1
740	который и	1	1
741	на всю	1	1
742	не лучше	1	1
743	высокой ступени	1	1
744	а потом	4	1
745	наоборот все	1	1
746	первый взгляд	2	1
747	помощи ее	1	1
748	происхождение этого	1	1
749	иметь в	2	1
750	стоит и	1	1
751	остается в	1	1
752	права и	1	1
753	нет ничего	2	1
754	долго ли	1	1
755	не говоря	1	1
756	это и	1	1
757	еще и	2	1
758	присмотреться к	2	1
759	всем их	1	1
760	его семьи	1	1
761	приходится ограничиваться	1	1
762	впечатление что	2	1
763	искать в	1	1
764	на природу	2	1
765	все остальное	1	1
766	и эти	4	1
767	что от	2	1
768	за то	3	1
769	бы к	1	1
770	вытекает из	1	1
771	примеры показывают	1	1
772	этнографический материал	1	1
773	с самого	4	1
774	образом мы	3	1
775	после этого	5	1
776	а если	2	1
777	и народы	2	1
778	то это	9	1
779	бы с	1	1
780	и история	1	1
781	и понимает	1	1
782	что этот	5	1
783	все три	1	1
784	и всеми	1	1
785	и русской	1	1
786	что ей	1	1
787	идет по	2	1
788	в целях	3	1
789	видим что	13	1
790	которую мы	1	1
791	ясно показывает	1	1
792	играет роль	1	1
793	и нам	1	1
794	с каким-нибудь	1	1
795	одно целое	1	1
796	и даже	4	1
797	случаев в	1	1
798	чистом виде	2	1
799	у австралийцев	2	1
800	что этому	2	1
801	стоит в	3	1
802	но кто	1	1
803	и между	3	1
804	такие люди	1	1
805	эти слова	3	1
806	материал но	1	1
807	и вот	2	1
808	это нам	1	1
809	в значительной	1	1
810	входит в	1	1
811	на котором	5	1
812	народов так	1	1
813	дело когда	1	1
814	имеются и	1	1
815	на ступени	3	1
816	часто в	1	1
817	нет но	1	1
818	это все	1	1
819	всем этим	1	1
820	совсем не	1	1
821	или не	1	1
822	вместо того	2	1
823	хочет чтобы	1	1
824	мы всегда	1	1
825	постепенно и	1	1
826	подошел к	1	1
827	а может	2	1
828	еще менее	1	1
829	утверждают что	1	1
830	что вопрос	2	1
831	из его	1	1
832	как из	1	1
833	низкой ступени	1	1
834	в этот	1	1
835	действительно так	1	1
836	на которых	1	1
837	окажется что	1	1
838	обстоит дело	4	1
839	когда этот	1	1
840	кажется что	1	1
841	поэтому мы	1	1
842	явствует что	1	1
843	с которой	2	1
844	можно но	1	1
845	должна была	1	1
846	которой он	1	1
847	когда она	3	1
848	об отношении	1	1
849	увидим что	8	1
850	только на	2	1
851	ясно показывают	1	1
852	а во-вторых	1	1
853	вступает в	2	1
854	и та	1	1
855	все части	1	1
856	точно так	8	1
857	он признает	1	1
858	видеть что	2	1
859	стоять на	1	1
860	говорят что	5	1
861	на пути	2	1
862	не могла	2	1
863	связь между	4	1
864	взглядов на	1	1
865	приходит к	2	1
866	на основании	1	1
867	к делу	2	1
868	в нашей	2	1
869	стороны его	2	1
870	шли и	1	1
871	и хотя	1	1
872	для своей	1	1
873	говорит за	1	1
874	и затем	1	1
875	и жизни	1	1
876	проникнуть в	3	1
877	а только	3	1
878	что ее	2	1
879	как оно	3	1
880	можно найти	2	1
881	играет роли	1	1
882	можно было	8	1
883	перед этими	2	1
884	не раньше	3	1
885	в семье	1	1
886	себя от	1	1
887	говорили что	3	1
888	я буду	4	1
889	самого начала	4	1
890	еще один	3	1
891	и определить	1	1
892	этому поводу	2	1
893	на первых	2	1
894	и часто	4	1
895	в силе	1	1
896	и всех	1	1
897	уже очень	1	1
898	вопрос можно	1	1
899	эти вещи	2	1
900	непонятными и	2	1
901	с оружием	1	1
902	точке зрения	1	1
903	в чистом	2	1
904	есть продукт	1	1
905	же самое	3	1
906	всего что	1	1
907	встать на	1	1
908	состоит в	1	1
909	затем уже	1	1
910	с большой	1	1
911	не по	2	1
912	на одну	1	1
913	центр тяжести	1	1
914	видели выше	1	1
915	может ли	1	1
916	образом они	1	1
917	этого нужно	1	1
918	переход из	1	1
919	это сближение	1	1
920	большей частью	2	1
921	и еще	1	1
922	пока еще	1	1
923	быть не	2	1
924	вопрос в	2	1
925	как человек	1	1
926	он в	5	1
927	к ней	3	1
928	заметить что	2	1
929	а а	1	1
930	возможно что	3	1
931	не совсем	5	1
932	животные в	1	1
933	это потому	1	1
934	ней и	2	1
935	еще нет	1	1
936	из русской	1	1
937	однако в	2	1
938	или конца	1	1
939	главным образом	2	1
940	мы дадим	1	1
941	к результату	1	1
942	ноги и	1	1
943	наряду с	6	1
944	тех случаях	1	1
945	этот путь	1	1
946	по другим	1	1
947	при котором	1	1
948	могут быть	5	1
949	мы бы	1	1
950	на второй	1	1
951	бы он	1	1
952	а сам	3	1
953	только по	2	1
954	через которую	2	1
955	всмотреться в	2	1
956	всех сторон	4	1
957	в семью	1	1
958	эти изменения	2	1
959	ниже все	1	1
960	до конца	1	1
961	были те	1	1
962	в большей	1	1
963	к которому	5	1
964	находится в	6	1
965	уже знаем	3	1
966	более позднее	1	1
967	лучше всего	2	1
968	зрения что	1	1
969	не знаем	3	1
970	на куски	5	1
971	культуры народа	1	1
972	и вдруг	1	1
973	такие которые	1	1
974	он может	2	1
975	к пониманию	1	1
976	исходит из	3	1
977	такое представление	1	1
978	если они	1	1
979	чаще всего	1	1
980	и обыкновенно	1	1
981	надо сказать	4	1
982	что именно	1	1
983	было невозможно	1	1
984	в современной	3	1
985	из самой	1	1
986	только после	3	1
987	именно с	1	1
988	и подобных	1	1
989	сказать что	7	1
990	он сам	1	1
991	этого нельзя	1	1
992	очень редко	2	1
993	всем мире	1	1
994	у этих	1	1
995	все более	1	1
996	себе еще	1	1
997	а как	2	1
998	что во	1	1
999	при встрече	1	1
1000	это сделать	1	1
1001	только с	4	1
1002	они так	1	1
1003	которое на	1	1
1004	надо было	1	1
1005	не своего	1	1
1006	народов не	1	1
1007	к этим	1	1
1008	ведь и	1	1
1009	иначе как	1	1
1010	не мог	4	1
1011	себе как	1	1
1012	есть ли	1	1
1013	а не	18	1
1014	если она	1	1
1015	и оно	2	1
1016	их через	1	1
1017	роль этого	1	1
1018	быть поставлены	1	1
1019	стоящих на	1	1
1020	имеет свою	2	1
1021	заботе о	1	1
1022	приведет к	1	1
1023	очень многие	1	1
1024	в который	1	1
1025	сделать это	3	1
1026	иногда в	1	1
1027	здесь не	5	1
1028	с соответствующими	1	1
1029	ставит его	1	1
1030	и тем	2	1
1031	ничего не	6	1
1032	есть не	2	1
1033	раньше чем	6	1
1034	он умер	3	1
1035	они были	1	1
1036	иное как	3	1
1037	друг другу	1	1
1038	на них	2	1
1039	вся эта	1	1
1040	последствия которые	1	1
1041	к каким	1	1
1042	не получится	1	1
1043	можно только	1	1
