N	3gram	Vinokur_Ku	VeschiIm
176	того или другого	1	1
177	т е она	1	1
178	того чтобы мы	1	1
179	как можно было	1	1
180	потому что мне	1	1
181	и не потому	1	1
182	об этом в	1	1
183	и в самом	4	1
184	весьма и весьма	1	1
185	меньше чем в	1	1
186	дело не в	3	1
187	в себе и	1	1
188	однако не только	1	1
189	какой бы то	1	1
190	языка как специфической	1	1
191	оставаясь на почве	1	1
192	которых идет речь	1	1
193	для себя и	1	1
194	а не иное	1	1
195	которое было бы	1	1
196	ли в самом	1	1
197	не может уже	1	1
198	по сравнению со	2	1
199	что все это	2	1
200	в результате этого	1	1
201	есть в сущности	1	1
202	на себе печать	1	1
203	и пр но	2	1
204	только в том	5	1
205	имеющая ничего общего	1	1
206	не значит что	1	1
207	когда мы говорим	1	1
208	что и в	1	1
209	не в том	5	1
210	потому что она	2	1
211	и мы увидим	1	1
212	не нуждается в	1	1
213	и в сфере	1	1
214	т е то	2	1
215	общения и понимания	1	1
216	сущности уже не	1	1
217	а в отношении	1	1
218	мы увидим как	1	1
219	первым и вторым	1	1
220	и пр и	2	1
221	брать на себя	1	1
222	во втором случае	1	1
223	вопрос об отношении	1	1
224	почему это так	1	1
225	вовсе еще не	1	1
226	что было в	1	1
227	себе по крайней	1	1
228	если бы было	1	1
229	что она понимает	1	1
230	до сих пор	5	1
231	одно из самых	1	1
232	одного и того	2	1
233	у нас есть	2	1
234	на точку зрения	1	1
235	а только в	2	1
236	но что это	1	1
237	того что в	2	1
238	и здесь мы	1	1
239	неразрывно связан с	1	1
240	смысле этого слова	2	1
241	у нас все	2	1
242	потому что он	1	1
243	бы и не	1	1
244	принципиально может быть	1	1
245	этот вопрос как	1	1
246	что все эти	2	1
247	как раз эта	1	1
248	т д словом	1	1
249	речь идет о	3	1
250	нужно для того	1	1
251	со стороны ее	1	1
252	она все же	1	1
253	можно ли в	2	1
254	т е как	5	1
255	важное и существенное	1	1
256	слов а не	1	1
257	можно только в	1	1
258	мы не знаем	1	1
259	и ничего не	1	1
260	вовсе не потому	2	1
261	и вместе с	1	1
262	этого слова есть	1	1
263	но только в	1	1
264	да и то	1	1
265	утверждать что явление	1	1
266	но можно ли	1	1
267	не могла бы	1	1
268	только потому что	11	1
269	это уже не	1	1
270	то ни другое	1	1
271	не только потому	3	1
272	и того же	2	1
273	потому что оно	2	1
274	но также и	2	1
275	в этом случае	4	1
276	в таком понимании	1	1
277	том что я	1	1
278	и что такое	1	1
279	о которых идет	1	1
280	а в том	2	1
281	в научной литературе	1	1
282	содержат в себе	1	1
283	к этому сводится	1	1
284	нуждается в том	1	1
285	стоит в связи	1	1
286	и в той	1	1
287	в зависимости от	7	1
288	и есть в	2	1
289	также и то	1	1
290	полный и абсолютный	1	1
291	ли в этом	1	1
292	по себе и	1	1
293	с тем что	1	1
294	ни то ни	1	1
295	уже в самой	1	1
296	том что и	1	1
297	я позволю себе	2	1
298	и все же	1	1
299	и всякой иной	1	1
300	с тех пор	1	1
301	потому что у	1	1
302	и говорить о	1	1
303	что с точки	1	1
304	та или иная	1	1
305	то обстоятельство что	15	1
306	в сущности и	1	1
307	что несмотря на	1	1
308	несмотря на все	1	1
309	вместо того чтобы	1	1
310	тех пор как	1	1
311	свой смысл и	1	1
312	и пр это	1	1
313	еще и с	1	1
314	это потому что	1	1
315	говорить о таком	1	1
316	не при чем	1	1
317	одном и том	1	1
318	вбирая в себя	1	1
319	не то что	1	1
320	по его мнению	1	1
321	д все это	1	1
322	вопросом о том	1	1
323	т е уже	1	1
324	тот или иной	1	1
325	но и для	1	1
326	это было бы	1	1
327	те или иные	2	1
328	было бы считать	1	1
329	еще и потому	1	1
330	новые и новые	1	1
331	вовсе не в	1	1
332	внутренняя форма слова	1	1
333	а также и	1	1
334	может быть и	1	1
