N	2gram	Vinokur_St	Formalny
178	и до	2	9
179	здесь не	1	9
180	но это	9	9
181	ничего не	6	9
182	от всех	1	9
183	является лишь	1	9
184	у нас	12	9
185	быть и	2	9
186	и к	5	8
187	без исключения	1	8
188	в них	2	8
189	и те	4	8
190	в данном	16	8
191	одной стороны	2	8
192	была бы	10	8
193	с одной	3	8
194	ясно что	10	8
195	же как	5	8
196	между собой	1	8
197	в сторону	2	8
198	в других	2	8
199	сих пор	12	8
200	и речи	3	8
201	и является	1	8
202	из этого	1	8
203	всех этих	2	8
204	до сих	13	8
205	что это	5	8
206	с этим	6	8
207	литературных явлений	1	8
208	роль в	1	8
209	в конкретном	1	8
210	на основе	1	8
211	это не	8	8
212	должен быть	3	8
213	не следует	1	8
214	для того	15	8
215	в области	16	8
216	для этого	2	8
217	в той	9	7
218	можно говорить	1	7
219	же и	4	7
220	его от	1	7
221	более или	2	7
222	но все	9	7
223	является для	1	7
224	применении к	3	7
225	даже и	2	7
226	в применении	3	7
227	сказать что	9	7
228	что именно	2	7
229	к этому	4	7
230	вот как	1	7
231	в сущности	2	7
232	из них	11	7
233	время в	1	7
234	говорит в	3	7
235	от этого	2	7
236	в себе	3	7
237	столь же	5	7
238	бы быть	1	7
239	в особенности	1	7
240	во втором	5	7
241	в содержании	1	7
242	не на	3	7
243	сами по	2	7
244	том что	49	7
245	что бы	1	7
246	чем же	1	7
247	а вовсе	1	7
248	высшей степени	1	7
249	он и	1	7
250	и более	4	7
251	в какой	4	7
252	и понимания	1	7
253	только и	1	7
254	или менее	2	7
255	в одной	3	7
256	того или	4	7
257	стороны и	1	7
258	как их	1	7
259	в понимании	1	7
260	как к	3	7
261	в высшей	1	7
262	и только	3	7
263	своей статье	4	6
264	литературы а	1	6
265	кроме того	3	6
266	те же	1	6
267	в этих	5	6
268	как она	1	6
269	если он	1	6
270	например в	8	6
271	их в	2	6
272	при таком	2	6
273	отличается от	2	6
274	о том	30	6
275	действительности в	1	6
276	он был	5	6
277	только не	2	6
278	от его	2	6
279	именно так	1	6
280	и других	1	6
281	в которой	13	6
282	но для	3	6
283	в конце	5	6
284	и это	4	6
285	на этом	1	6
286	и тем	3	6
287	должны быть	4	6
288	за пределы	2	6
289	в статье	9	6
290	один из	1	6
291	они и	1	6
292	на ее	1	6
293	сам по	1	6
294	к его	2	6
295	в россии	7	6
296	литературная критика	2	6
297	его и	1	6
298	из этих	7	6
299	художественных произведений	1	6
300	именно на	1	6
301	и лишь	2	6
302	нет и	1	6
303	той же	5	6
304	этого слова	2	6
305	у них	1	6
306	данном случае	7	6
307	уже в	3	6
308	к истории	2	6
309	ее в	2	6
310	смысле этого	2	6
311	по их	1	6
312	так в	1	6
313	нисколько не	3	6
314	особенно в	2	6
315	его не	3	6
316	не по	5	6
317	в частности	6	6
318	тем самым	2	6
319	искусства и	1	6
320	отношение к	3	6
321	такой же	6	6
322	тому что	8	6
323	случае в	4	5
324	за исключением	1	5
325	с этой	5	5
326	даже в	5	5
327	какой бы	1	5
328	от этих	1	5
329	в виду	6	5
330	значительной степени	3	5
331	правда в	1	5
332	так например	12	5
333	можно сказать	2	5
334	в котором	11	5
335	то это	3	5
336	вопрос о	9	5
337	должно было	5	5
338	связь между	1	5
339	как на	10	5
340	в нашем	1	5
341	к которому	4	5
342	к нему	2	5
343	то в	3	5
344	на язык	1	5
345	время и	1	5
346	хотя и	4	5
347	не столько	6	5
348	проблем и	1	5
349	что не	3	5
350	а только	1	5
351	в эту	3	5
352	могло бы	3	5
353	слово как	1	5
354	мы можем	1	5
355	или же	3	5
356	в роман	1	5
357	ни была	2	5
358	не приходится	5	5
359	и что	8	5
360	не могла	2	5
361	этом смысле	2	5
362	и по	6	5
363	а как	5	5
364	и самый	2	5
365	не так	2	5
366	если в	2	5
367	в отношении	11	5
368	должен был	5	5
369	что оно	4	5
370	ни о	1	5
371	показать что	1	5
372	даже не	5	5
373	не имеет	5	5
374	да и	4	5
375	ни на	3	5
376	бы и	4	5
377	то и	1	5
378	в значительной	2	5
379	как например	2	5
380	о языке	2	5
381	в отличие	1	5
382	одной из	4	5
383	языка а	1	5
384	и то	6	5
385	значение в	1	5
386	для нас	7	5
387	в эпоху	3	5
388	виду что	1	5
389	на все	2	5
390	в такой	2	5
391	в условиях	1	5
392	без всякой	3	5
393	отличие от	1	5
394	одни и	1	5
395	борьба с	2	5
396	еще в	3	5
397	от того	1	5
398	произведения не	1	5
399	слова в	1	5
400	же в	1	5
401	что было	3	4
402	от него	1	4
403	и другие	3	4
404	является в	1	4
405	к этой	1	4
406	ни стало	1	4
407	не являются	3	4
408	исходить из	1	4
409	является не	4	4
410	он является	1	4
411	но даже	1	4
412	в каких	1	4
413	должна была	6	4
414	превращается в	2	4
415	самого начала	3	4
416	себе в	2	4
417	чтобы показать	1	4
418	она ни	1	4
419	в основу	5	4
420	на него	3	4
421	во всей	1	4
422	одна из	1	4
423	на котором	1	4
424	того же	4	4
425	едва ли	1	4
426	все в	2	4
427	в некоторых	3	4
428	на протяжении	1	4
429	тем не	4	4
430	что такое	2	4
431	и этим	1	4
432	нигде не	2	4
433	научной работы	4	4
434	нового и	1	4
435	очевидно что	1	4
436	в таком	4	4
437	конце концов	2	4
438	тогда когда	1	4
439	место и	1	4
440	в целях	1	4
441	бы она	1	4
442	в лучшем	1	4
443	не будет	1	4
444	нужно было	2	4
445	этот вопрос	6	4
446	должны были	1	4
447	или иное	3	4
448	могла бы	1	4
449	истории и	2	4
450	он в	1	4
451	что для	4	4
452	не значит	3	4
453	чтобы не	1	4
454	в романе	4	4
455	однако и	2	4
456	в последнем	1	4
457	не ради	1	4
458	был бы	1	4
459	в литературной	1	4
460	героя в	1	4
461	романа в	1	4
462	как не	1	4
463	вместо того	1	4
464	е как	2	4
465	это положение	2	4
466	мы говорим	1	4
467	ближайшим образом	2	4
468	и действительно	1	4
469	значения и	1	4
470	это время	3	4
471	нет в	1	4
472	к другому	1	4
473	думать что	2	4
474	впечатление что	1	4
475	совпадает с	3	4
476	идет о	3	4
477	наконец в	2	4
478	так чтобы	1	4
479	каждой из	1	4
480	со всей	1	4
481	отношении к	3	4
482	данного произведения	1	4
483	целый ряд	3	4
484	никаких оснований	2	4
485	им в	2	4
486	и во	3	4
487	но именно	3	4
488	только при	1	4
489	для всего	1	4
490	в литературном	3	4
491	и о	4	4
492	литература в	1	4
493	но если	5	4
494	он должен	2	4
495	не для	3	4
496	о нем	1	4
497	здесь в	1	4
498	чем он	3	4
499	слово в	1	4
500	в ином	1	4
501	зрения его	1	4
502	а на	4	4
503	реальной действительности	1	4
504	или в	1	4
505	или иначе	3	4
506	но эта	1	4
507	исторической действительности	1	4
508	и тех	1	4
509	а к	2	4
510	наука о	1	4
511	с самого	4	4
512	и притом	1	4
513	но при	1	4
514	п в	4	4
515	тех же	1	4
516	как он	3	4
517	только то	1	4
518	ведь если	2	4
519	к ней	1	4
520	одним из	2	4
521	и тогда	2	4
522	б м	1	4
523	лучшем случае	1	4
524	не к	2	4
525	какого бы	1	3
526	к сожалению	4	3
527	и очень	5	3
528	зрения их	2	3
529	дело с	2	3
530	же степени	1	3
531	время не	1	3
532	в году	3	3
533	в социальной	1	3
534	остановиться на	1	3
535	в одном	7	3
536	языка который	1	3
537	но что	2	3
538	предисловии к	2	3
539	значения в	1	3
540	притом в	1	3
541	а именно	3	3
542	к работам	1	3
543	в это	3	3
544	связано с	1	3
545	а что	1	3
546	было в	2	3
547	убедиться в	2	3
548	не должен	2	3
549	не всегда	2	3
550	это было	2	3
551	но они	3	3
552	ни одного	4	3
553	для поэтического	1	3
554	они должны	1	3
555	том чтобы	1	3
556	порою и	1	3
557	к этим	1	3
558	для этой	1	3
559	точка зрения	1	3
560	языка к	1	3
561	не то	1	3
562	еще одну	1	3
563	внимание на	5	3
564	проявляется в	1	3
565	что при	3	3
566	в качестве	7	3
567	но как	1	3
568	не была	2	3
569	является и	1	3
570	о возможности	1	3
571	но он	5	3
572	xviii века	1	3
573	и именно	2	3
574	совсем другое	1	3
575	же касается	3	3
576	в чем	4	3
577	что как	3	3
578	вопроса о	3	3
579	от них	1	3
580	материалом для	1	3
581	от характера	1	3
582	не дает	2	3
583	ту же	1	3
584	в работе	1	3
585	так что	8	3
586	кажется что	5	3
587	в развитии	2	3
588	что эта	5	3
589	и тот	1	3
590	в форме	2	3
591	тем и	1	3
592	стиля и	1	3
593	не просто	2	3
594	ведь на	1	3
595	она была	2	3
596	приходим к	1	3
597	но вовсе	1	3
598	бы оно	1	3
599	который был	2	3
600	каждого из	3	3
601	можно только	1	3
602	и этот	1	3
603	и конечно	1	3
604	к одной	1	3
605	с такой	1	3
606	смысле слова	1	3
607	и при	1	3
608	романа и	1	3
609	и из	1	3
610	фактов и	1	3
611	никак не	1	3
612	поэтому в	4	3
613	борьбы с	3	3
614	со всеми	2	3
615	так или	3	3
616	во что	1	3
617	имеет значение	1	3
618	эстетики и	1	3
619	если это	3	3
620	можно назвать	3	3
621	вряд ли	8	3
622	в которых	5	3
623	том смысле	4	3
624	ведь именно	1	3
625	бы не	2	3
626	том как	4	3
627	вследствие этого	1	3
628	от всей	1	3
629	чтобы убедиться	1	3
630	быть конечно	1	3
631	в каком	4	3
632	на своем	1	3
633	пр но	1	3
634	ничего общего	3	3
635	перед нами	1	3
636	но оно	1	3
637	вытекает из	2	3
638	время оно	1	3
639	не дают	1	3
640	абсолютно никаких	1	3
641	том числе	3	3
642	это то	1	3
643	этой работы	2	3
644	это только	1	3
645	так называемым	2	3
646	ни были	2	3
647	только тем	2	3
648	каждый из	1	3
649	и приемов	1	3
650	критика и	1	3
651	образом не	2	3
652	непосредственно из	1	3
653	в данной	2	3
654	из истории	3	3
655	исследовательской работы	1	3
656	являются лишь	1	3
657	в сознании	2	3
658	на материале	1	3
659	то или	3	3
660	об эволюции	2	3
661	пришлось бы	1	3
662	тот же	2	3
663	литературного языка	1	3
664	нас не	3	3
665	таком положении	2	3
666	что собственно	1	3
667	с их	2	3
668	материал для	6	3
669	или иной	1	3
670	этом не	1	3
671	на нее	3	3
672	дело в	9	3
673	о каком	1	3
674	места в	3	3
675	и другое	1	3
676	вообще не	5	3
677	в плоскость	1	3
678	есть только	2	3
679	к своему	3	3
680	но уже	1	3
681	на его	2	3
682	действительностью в	1	3
683	тем более	4	3
684	значение для	2	3
685	к одному	1	3
686	и снова	1	3
687	в предисловии	3	3
688	на один	1	3
689	что является	1	3
690	иногда и	2	3
691	во второй	10	3
692	когда он	1	3
693	е в	3	3
694	не с	1	3
695	в науке	1	3
696	эпохи и	3	3
697	статье о	3	3
698	числе и	2	3
699	в плане	1	3
700	изучения и	1	3
701	что о	3	3
702	идет не	1	3
703	в современной	1	3
704	на то	5	3
705	нуждается в	2	3
706	и обратно	1	3
707	и совершенно	1	3
708	что на	3	3
709	в чисто	2	3
710	а н	1	3
711	и иные	2	3
712	это утверждение	1	2
713	все что	1	2
714	связан с	3	2
715	е с	3	2
716	говоря уже	2	2
717	только один	1	2
718	в историческую	2	2
719	равнодушен к	1	2
720	или нет	1	2
721	о чем	4	2
722	литература и	1	2
723	говорит о	5	2
724	связь с	1	2
725	их не	1	2
726	о необходимости	1	2
727	о мире	2	2
728	для поэтической	1	2
729	из нее	3	2
730	представление о	5	2
731	принадлежат к	1	2
732	само собою	2	2
733	работы в	3	2
734	вещей в	1	2
735	здесь дело	2	2
736	что такая	1	2
737	кого не	1	2
738	языка на	1	2
739	своей статьи	4	2
740	тем или	3	2
741	ни для	2	2
742	при помощи	4	2
743	только теперь	1	2
744	относиться к	1	2
745	является их	1	2
746	этой социальной	1	2
747	этот прием	1	2
748	не могли	1	2
749	по тем	1	2
750	не создает	1	2
751	и другой	1	2
752	уже о	6	2
753	исторического значения	1	2
754	в руках	2	2
755	не встречается	1	2
756	особое место	1	2
757	его первоначальном	1	2
758	совершенно неправильно	2	2
759	отметить что	4	2
760	без труда	1	2
761	так то	1	2
762	они делают	1	2
763	его собственной	3	2
764	с другим	1	2
765	языка не	2	2
766	системы а	1	2
767	правильной постановке	1	2
768	реагировать на	1	2
769	в самое	1	2
770	научного изучения	4	2
771	и историческими	1	2
772	эти вопросы	3	2
773	с этими	1	2
774	в научном	1	2
775	без того	1	2
776	что она	5	2
777	мысли в	1	2
778	который в	1	2
779	иначе и	2	2
780	согласиться с	1	2
781	работа в	1	2
782	нет никаких	2	2
783	себя в	1	2
784	доступ к	1	2
785	свое собственное	1	2
786	той мере	2	2
787	является результатом	1	2
788	указать на	1	2
789	что человек	1	2
790	лишь о	1	2
791	несмотря на	4	2
792	тогда и	1	2
793	традиция в	1	2
794	обычно не	1	2
795	отношении чрезвычайно	1	2
796	господствующей в	1	2
797	разница между	3	2
798	эволюции но	1	2
799	и нужно	3	2
800	не выходя	1	2
801	есть еще	1	2
802	чем в	3	2
803	не знает	2	2
804	прежде чем	1	2
805	но совершенно	1	2
806	в категорию	1	2
807	и всю	1	2
808	выходя за	1	2
809	в виноградова	1	2
810	в последних	1	2
811	лишь на	1	2
812	указывает что	1	2
813	оценок и	1	2
814	в ряду	1	2
815	этого прежде	1	2
816	и теми	1	2
817	в двух	4	2
818	ведь в	1	2
819	к вопросу	1	2
820	как материал	1	2
821	полагает что	1	2
822	и некоторые	1	2
823	не был	1	2
824	той или	1	2
825	таким путем	2	2
826	выражение в	2	2
827	а с	6	2
828	того в	1	2
829	вообще в	1	2
830	принципов и	2	2
831	чтобы он	1	2
832	что его	1	2
833	именно потому	1	2
834	приводит и	1	2
835	лишь что	1	2
836	объясняется и	1	2
837	действующих лиц	1	2
838	на нем	1	2
839	одно и	1	2
840	нужно сказать	6	2
841	и та	1	2
842	можно было	14	2
843	но только	2	2
844	иметь в	2	2
845	произведение не	1	2
846	как известно	2	2
847	в школе	1	2
848	ни одной	2	2
849	направлением в	1	2
850	однако в	1	2
851	общего с	3	2
852	и философской	1	2
853	особенностей и	1	2
854	только так	1	2
855	эпохи в	3	2
856	о ней	1	2
857	в первой	12	2
858	и есть	1	2
859	иной раз	1	2
860	же мы	1	2
861	при всем	1	2
862	значит что	3	2
863	для чего	1	2
864	из этой	2	2
865	в какой-то	1	2
866	для самого	1	2
867	совершенно независимо	1	2
868	различных художественных	1	2
869	были бы	2	2
870	основе этой	1	2
871	и возможно	1	2
872	мы приходим	1	2
873	почти не	1	2
874	этого понятия	1	2
875	на первом	1	2
876	поэтического искусства	1	2
877	тогда он	1	2
878	уже говорить	1	2
879	в другой	1	2
880	мы в	1	2
881	из того	2	2
882	в тех	5	2
883	нет никакого	3	2
884	целом ряде	1	2
885	очень много	1	2
886	и вполне	4	2
887	с ними	1	2
888	конечно и	5	2
889	то на	1	2
890	форм как	1	2
891	их и	2	2
892	на какой-то	1	2
893	заключается в	5	2
894	значения как	2	2
895	допустим что	2	2
896	по истории	2	2
897	быть даже	1	2
898	времени не	5	2
899	евгения онегина	6	2
900	в одних	1	2
901	далеко не	1	2
902	и так	3	2
903	и просто	1	2
904	правда не	1	2
905	можно утверждать	1	2
906	к какому	1	2
907	никто не	4	2
908	была та	1	2
909	положений в	1	2
910	художественного изображения	1	2
911	в стихах	2	2
912	друг от	1	2
913	работы его	1	2
914	перестали быть	1	2
915	одним и	2	2
916	ни к	1	2
917	всей его	1	2
918	а если	2	2
919	где нет	2	2
920	и вот	1	2
921	его исторического	1	2
922	не должно	1	2
923	с приемами	1	2
924	не должны	1	2
925	из его	3	2
926	он просто	1	2
927	и вся	2	2
928	говорят что	2	2
929	ко времени	2	2
930	не потому	3	2
931	слова с	1	2
932	времени и	4	2
933	к ним	1	2
934	в деревне	1	2
935	быть абсолютно	1	2
936	своеобразия и	1	2
937	на этот	5	2
938	него самого	2	2
939	и исключительно	1	2
940	языка но	1	2
941	только с	4	2
942	только потому	2	2
943	в м	2	2
944	к началу	1	2
945	положение вещей	1	2
946	этом случае	3	2
947	одних и	1	2
948	в более	1	2
949	смысле что	2	2
950	связанных с	1	2
951	ни с	3	2
952	то я	1	2
953	при таких	1	2
954	мы имеем	2	2
955	и принципиально	1	2
956	или с	2	2
957	естественно что	2	2
958	на произведение	2	2
959	они даже	1	2
960	как у	1	2
961	истории как	1	2
962	отделить от	1	2
963	и смысл	1	2
964	в виде	3	2
965	ведь это	1	2
966	но с	7	2
967	что ни	2	2
968	говорим о	1	2
969	от друга	1	2
970	что будет	1	2
971	который как	2	2
972	и начинается	1	2
973	с теми	1	2
974	не те	1	2
975	на тему	2	2
976	что этот	3	2
977	такого понимания	1	2
978	и без	4	2
979	и вовсе	1	2
980	говорят о	1	2
981	что мы	5	2
982	а иногда	2	2
983	последнее время	1	2
984	с историей	2	2
985	были не	2	2
986	именно эта	1	2
987	в каждой	1	2
988	и литературного	1	2
989	бы совершенно	1	2
990	за его	1	2
991	не знают	1	2
992	мере в	3	2
993	отношения между	1	2
994	чтобы сделать	2	2
995	этих двух	4	2
996	не говоря	2	2
997	конечно это	2	2
998	это объясняется	2	2
999	том случае	1	2
1000	работы но	1	2
1001	и эти	2	2
1002	только к	2	2
1003	в полной	1	2
1004	пр в	1	2
1005	же это	3	2
1006	свое выражение	2	2
1007	в наши	2	2
1008	всю свою	1	2
1009	и почти	1	2
1010	ту или	1	2
1011	значение то	1	2
1012	дело не	4	2
1013	эти утверждения	1	2
1014	существуют в	1	2
1015	в характере	1	2
1016	выйти за	1	2
1017	отказ от	1	2
1018	с нею	3	2
1019	их разрешении	1	2
1020	и жизни	1	2
1021	и всякая	1	2
1022	в другом	5	2
1023	в истолковании	1	2
1024	эпохи как	3	2
1025	это казалось	1	2
1026	рассматривать как	1	2
1027	мысли об	1	2
1028	в лице	1	2
1029	явление в	1	2
1030	во многом	3	2
1031	к изучению	1	2
1032	все содержание	1	2
1033	это можно	3	2
1034	по этому	5	2
1035	как увидим	1	2
1036	это в	4	2
1037	и глубокая	2	2
1038	пишет в	2	2
1039	ведь и	3	2
1040	если она	1	2
1041	с которыми	3	1
1042	получает свое	1	1
1043	всего это	1	1
1044	истории русского	1	1
1045	пушкина было	1	1
1046	дают в	1	1
1047	и уже	3	1
1048	еще раз	1	1
1049	зрения на	1	1
1050	новой форме	1	1
1051	этого в	1	1
1052	слова здесь	1	1
1053	в момент	1	1
1054	о каких-то	1	1
1055	судить о	1	1
1056	этому явлению	1	1
1057	до него	3	1
1058	приемы для	1	1
1059	осложняет и	1	1
1060	и имеет	1	1
1061	каждого отдельного	1	1
1062	степени как	1	1
1063	в ряде	1	1
1064	оказывается не	1	1
1065	с самим	1	1
1066	нее в	1	1
1067	в разных	1	1
1068	др но	1	1
1069	что многие	1	1
1070	сколько и	1	1
1071	по праву	1	1
1072	начале своей	1	1
1073	потому не	1	1
1074	намека на	1	1
1075	быть указаны	1	1
1076	только тот	1	1
1077	одно из	3	1
1078	как своего	2	1
1079	поэта как	1	1
1080	философской критики	1	1
1081	говорить что	1	1
1082	с собой	1	1
1083	внешней формы	1	1
1084	что слово	1	1
1085	а частью	1	1
1086	и против	1	1
1087	чтобы в	1	1
1088	критика должна	4	1
1089	в борьбе	1	1
1090	всякой научной	1	1
1091	в духе	2	1
1092	с требованиями	1	1
1093	на свой	2	1
1094	кто и	3	1
1095	то было	1	1
1096	вот что	3	1
1097	и сам	4	1
1098	некоторые другие	1	1
1099	этом от	1	1
1100	жизнь в	1	1
1101	им по	1	1
1102	для осуществления	1	1
1103	каким образом	1	1
1104	не хотят	1	1
1105	их концепции	1	1
1106	но нельзя	1	1
1107	это стремление	1	1
1108	и абсолютно	1	1
1109	года в	3	1
1110	форму и	1	1
1111	просторечия и	2	1
1112	качестве мотивировки	1	1
1113	в построении	1	1
1114	третьего отделения	1	1
1115	по мысли	1	1
1116	не составляют	1	1
1117	том же	3	1
1118	или другие	1	1
1119	наука а	1	1
1120	между прочим	10	1
1121	форме в	1	1
1122	показаться что	1	1
1123	стороны в	2	1
1124	чтобы можно	2	1
1125	материал должен	1	1
1126	делу не	1	1
1127	там же	1	1
1128	существует лишь	1	1
1129	похож на	1	1
1130	и внутренне	1	1
1131	является первой	1	1
1132	и вместе	1	1
1133	на эти	7	1
1134	свои выводы	1	1
1135	ему по	1	1
1136	одновременно и	1	1
1137	на эту	5	1
1138	научная работа	1	1
1139	историей и	1	1
1140	прошлого века	1	1
1141	стремление к	3	1
1142	или во	1	1
1143	прочим и	1	1
1144	лежать в	1	1
1145	почти все	2	1
1146	очень велика	1	1
1147	исключения в	1	1
1148	трудом можно	1	1
1149	когда в	1	1
1150	этой стороны	1	1
1151	свою собственную	3	1
1152	культуры в	3	1
1153	произведений с	1	1
1154	и впредь	1	1
1155	частный вопрос	1	1
1156	совершенно по-новому	1	1
1157	материала для	3	1
1158	где оно	1	1
1159	было быть	1	1
1160	это очень	5	1
1161	понять как	1	1
1162	и грубой	1	1
1163	тем в	1	1
1164	и дело	2	1
1165	было не	3	1
1166	те противоречия	1	1
1167	в первую	2	1
1168	вырастал в	1	1
1169	на человека	1	1
1170	не существует	4	1
1171	более широком	1	1
1172	говорить как	1	1
1173	всего и	1	1
1174	при условии	1	1
1175	которые мы	1	1
1176	и такие	2	1
1177	бы отрицать	1	1
1178	существование и	1	1
1179	именно такое	2	1
1180	и который	3	1
1181	данный знак	1	1
1182	нельзя было	1	1
1183	сам не	1	1
1184	отсюда и	1	1
1185	трудно было	1	1
1186	и пушкин	3	1
1187	уйти от	1	1
1188	материал но	1	1
1189	все свои	1	1
1190	сюжет и	1	1
1191	почти исключительно	1	1
1192	но эти	2	1
1193	существенным и	1	1
1194	вот почему	1	1
1195	больше того	1	1
1196	времени в	1	1
1197	которыми он	3	1
1198	к своей	1	1
1199	случае сделать	1	1
1200	и той	1	1
1201	для себя	3	1
1202	и литературная	2	1
1203	о них	3	1
1204	борьбе с	1	1
1205	за собой	1	1
1206	видеть что	1	1
1207	раз ту	1	1
1208	и когда	1	1
1209	пушкина то	1	1
1210	как материала	1	1
1211	а между	2	1
1212	и была	2	1
1213	которых так	1	1
1214	нужно быть	1	1
1215	так а	2	1
1216	в пушкинском	2	1
1217	уже и	1	1
1218	не вполне	1	1
1219	то как	1	1
1220	можно ли	5	1
1221	области можно	1	1
1222	научной работе	1	1
1223	наукой она	1	1
1224	указания на	1	1
1225	но этот	1	1
1226	всегда и	1	1
1227	второй половины	1	1
1228	и научное	1	1
1229	определенном стиле	1	1
1230	слов о	1	1
1231	не становится	1	1
1232	случайным обстоятельствам	1	1
1233	во всякой	1	1
1234	выбирает не	1	1
1235	без всякого	2	1
1236	будет зависеть	1	1
1237	для всей	1	1
1238	которые стали	1	1
1239	первостепенное значение	1	1
1240	все-таки не	1	1
1241	и научной	2	1
1242	только во	1	1
1243	что все	3	1
1244	не умеет	1	1
1245	исходит из	1	1
1246	каждое из	1	1
1247	иным как	1	1
1248	к вопросам	1	1
1249	с сюжетом	1	1
1250	по поводу	13	1
1251	были в	1	1
1252	трагедии и	1	1
1253	какой степени	1	1
1254	в отдельных	2	1
1255	и чувства	1	1
1256	являются для	1	1
1257	не мог	3	1
1258	вопрос и	1	1
1259	следует еще	1	1
1260	как будто	5	1
1261	широкой и	1	1
1262	но там	1	1
1263	крайней мере	2	1
1264	же сколько	1	1
1265	смысле как	1	1
1266	не поняли	1	1
1267	речи а	1	1
1268	материальной организации	1	1
1269	цельное и	1	1
1270	ближе к	1	1
1271	представить себе	1	1
1272	несколько слов	1	1
1273	действительно ли	1	1
1274	не зная	2	1
1275	эпохи не	3	1
1276	классики и	1	1
1277	все здесь	1	1
1278	отношении в	1	1
1279	элемент в	1	1
1280	никакой связи	1	1
1281	как нам	1	1
1282	своим источником	1	1
1283	смыслового движения	1	1
1284	здесь нет	1	1
1285	а затем	1	1
1286	и всей	2	1
1287	следует однако	1	1
1288	чем на	1	1
1289	такого рода	2	1
1290	следует сказать	1	1
1291	такой литературы	1	1
1292	теории в	1	1
1293	самый язык	1	1
1294	обратить внимание	4	1
1295	у каждого	1	1
1296	по случайным	1	1
1297	пушкинской эпохи	14	1
1298	узком смысле	1	1
1299	объясняется тем	1	1
1300	методов в	1	1
1301	отметить еще	1	1
1302	условием для	1	1
1303	важны не	1	1
1304	смысл если	1	1
1305	тот который	1	1
1306	ряда поколений	1	1
