N	3gram	Losev_Vesc	Istorich
146	а в том	1	2
147	но в чем	2	2
148	то и другое	6	2
149	же как он	1	2
150	сама по себе	7	2
151	только указать на	1	2
152	не знаю что	1	2
153	самом же деле	1	2
154	на самом же	1	2
155	из того что	3	2
156	а не только	2	2
157	уже не может	3	2
158	мы имеем дело	2	2
159	в ней нет	1	2
160	и потому что	1	2
161	т е для	1	2
162	ясно что это	1	2
163	этот вопрос не	1	2
164	что не только	1	2
165	на первый план	1	2
166	не говорит о	2	2
167	может быть речи	1	2
168	и что это	1	2
169	то что как	1	2
170	только в том	1	2
171	т е если	2	2
172	в этом и	2	2
173	и один из	1	2
174	не было ни	2	2
175	том что и	1	2
176	вместо того чтобы	1	2
177	у него нет	1	2
178	и в нем	1	2
179	может быть и	1	2
180	это уже не	1	2
181	но если это	3	2
182	т е на	2	2
183	это одна из	1	2
184	вовсе не в	1	2
185	в которое попадает	1	2
186	не значит что	1	2
187	и по смыслу	1	2
188	на вопрос о	1	2
189	но и то	1	2
190	все новые и	1	2
191	может быть только	6	2
192	но уже сейчас	2	2
193	и в конце	1	2
194	еще не знаем	1	2
195	хотя бы в	2	2
196	как мы видим	1	2
197	и прежде всего	1	2
198	что они не	1	2
199	и то и	1	2
200	с полной ясностью	1	2
201	не вдаваясь в	1	2
202	а не в	2	2
203	на то чтобы	1	2
204	со всем что	1	2
205	с тех пор	1	2
206	как только он	1	2
207	и не может	1	2
208	не просто как	1	2
209	в свою очередь	5	2
210	т е не	5	2
211	равно как и	4	2
212	же она не	1	2
213	мы не знаем	1	2
214	здесь как и	1	2
215	и не потому	1	2
216	не потому что	5	2
217	имеет в качестве	1	2
218	ничего не говорит	1	2
219	эти две стороны	1	2
220	одно и то	5	2
221	очень много и	1	2
222	и ничего не	1	2
223	таким образом что	1	2
224	только потому что	1	2
225	том что он	2	2
226	мы видим таким	1	2
227	то обстоятельство что	1	2
228	новые и новые	1	2
229	от всех других	1	2
230	это было бы	1	2
231	потому что оно	1	1
232	же как она	1	1
233	что у нас	1	1
234	о ней а	1	1
235	оно и есть	1	1
236	что она не	1	1
237	и что их	1	1
238	вопросом о том	1	1
239	и больше ничего	12	1
240	что уже не	1	1
241	таким образом между	1	1
242	что в ней	3	1
243	по одному этому	1	1
244	по вопросу о	1	1
245	при каких условиях	1	1
246	с вопросом о	1	1
247	как можно было	1	1
248	д и т	10	1
249	что у данного	1	1
250	что на нем	1	1
251	то что уже	1	1
252	которых идет речь	1	1
253	еще почти не	1	1
254	в результате мы	1	1
255	только о том	2	1
256	т е становится	1	1
257	отличает его от	1	1
258	то что есть	1	1
259	она и не	1	1
260	у него и	1	1
261	свидетельствует о том	3	1
262	вот у меня	1	1
263	в руки палку	1	1
264	существу и по	1	1
265	кроме того что	1	1
266	в ней не	1	1
267	почему это так	1	1
268	ли сказать что	3	1
269	из них в	1	1
270	сейчас мы можем	1	1
271	только один из	2	1
272	речь идет о	1	1
273	очень интересный и	1	1
274	нельзя сказать что	2	1
275	они превратились в	1	1
276	не могла бы	1	1
277	в отдельности и	2	1
278	можно говорить о	2	1
279	она не могла	1	1
280	что они находятся	1	1
281	только в виде	1	1
282	т е более	1	1
283	но в этом	1	1
284	то что у	2	1
285	к самому себе	1	1
286	не имеют никакого	1	1
287	ни к какому	1	1
288	и с другой	2	1
289	исключительно только с	1	1
290	и пр это	1	1
291	оно все же	1	1
292	с ними в	1	1
293	явление и не	1	1
294	д все это	1	1
295	необходимо не только	2	1
296	она не содержит	1	1
297	имеем дело не	2	1
298	что когда я	1	1
299	явление как таковое	1	1
300	и у нас	1	1
301	том как эта	1	1
302	быть с этой	1	1
303	по существу своему	1	1
304	дело не с	2	1
305	было то что	1	1
306	и оно же	1	1
307	как мы знаем	1	1
308	как и вся	1	1
309	в чем же	5	1
310	не только это	3	1
311	не имеет никакого	2	1
312	ее не только	1	1
313	результате мы получим	1	1
314	не есть ли	3	1
315	может быть окончательным	1	1
316	главным образом на	1	1
317	в себе и	1	1
318	в этом смысле	2	1
319	и относится к	2	1
320	совершенно ясно и	1	1
321	по той же	1	1
322	в свое время	2	1
323	и кроме того	2	1
324	и новые формы	1	1
325	так как будто	1	1
326	в ней самой	1	1
327	что есть еще	1	1
328	тому как в	1	1
329	надо не просто	1	1
330	а потом уже	1	1
331	все к чему	1	1
332	и в частности	2	1
333	вовсе не есть	6	1
334	и другие виды	1	1
335	на связь между	1	1
336	и в котором	1	1
337	когда он говорит	1	1
338	у нас в	2	1
339	мы должны отвергнуть	1	1
340	она и есть	1	1
341	из него самого	1	1
342	оно совершенно не	1	1
343	и пр также	1	1
344	что оно есть	5	1
345	содержат в себе	1	1
346	ничего не видит	1	1
347	с ним и	1	1
348	для тех кто	1	1
349	не мог бы	2	1
350	может быть двояким	1	1
351	как бы его	2	1
352	и наличие в	1	1
353	что может быть	1	1
354	по тем же	1	1
355	то что мы	3	1
356	дерево и пр	1	1
357	вы говорите что	2	1
358	ни на какие	1	1
359	по этому предмету	1	1
360	еще и потому	1	1
361	и никем не	1	1
362	мы все же	1	1
363	об этом по	1	1
364	т е и	2	1
365	в самом начале	1	1
366	из всего предыдущего	1	1
367	тем более не	1	1
368	есть ли это	1	1
369	в начале ее	1	1
370	от них и	1	1
371	со стороны ее	1	1
372	он думает что	1	1
373	т д а	1	1
374	в себе в	4	1
375	же не хватает	1	1
376	и даже не	3	1
377	это значило бы	3	1
378	том смысле что	1	1
379	того что они	1	1
380	т д на	1	1
381	не содержит в	1	1
382	что это значит?	4	1
383	или ничем не	1	1
384	имеется в виду	1	1
385	она должна быть	2	1
386	здесь не только	1	1
387	понимание того что	1	1
388	то или иное	1	1
389	есть как бы	3	1
390	того или другого	1	1
391	т е она	1	1
392	той же причине	1	1
393	ни с какими	1	1
394	должно было бы	1	1
395	к его пониманию	1	1
396	так что в	3	1
397	и эта сторона	1	1
398	для этого нужно	2	1
399	что все это	1	1
400	и пр но	1	1
401	есть только в	1	1
402	но мы не	1	1
403	и есть то	2	1
404	уже по одному	1	1
405	в этом отношении	2	1
406	в себе не	1	1
407	на огромные трудности	1	1
408	возникает другой вопрос	1	1
409	можно формулировать так	1	1
410	именно потому что	1	1
411	нужно было бы	2	1
412	может исходить и	1	1
413	а есть только	2	1
414	у нас все	1	1
415	проник и в	1	1
416	один из самых	1	1
417	может быть подтверждено	1	1
418	еще не был	1	1
419	существования и что	1	1
420	тогда когда уже	1	1
421	думают что если	1	1
422	тех или иных	2	1
423	вопрос еще не	1	1
424	понимать как это	1	1
425	и что такое	1	1
426	что между ними	1	1
427	то или другое	2	1
428	в этом он	1	1
429	как таковой совершенно	1	1
430	то что не	2	1
431	е то что	1	1
432	что как бы	1	1
433	во всех видах	1	1
434	которая была бы	2	1
435	по сравнению со	1	1
436	мы видим как	1	1
437	быть речи о	1	1
438	они должны быть	1	1
439	нее т е	1	1
440	а в свете	1	1
441	несмотря на все	1	1
442	и так что	1	1
443	так пусть я	1	1
444	то же время	4	1
445	превращаем их в	1	1
446	и в этом	2	1
447	есть выражение его	1	1
448	в себя из	2	1
449	в определенном направлении	2	1
450	он должен быть	1	1
451	можно ли сказать	3	1
452	мы находим в	2	1
453	есть один из	1	1
454	так как по	1	1
455	от того что	4	1
456	как в результате	1	1
457	имени или слова	1	1
458	не есть нечто	1	1
459	так как мы	2	1
460	в одно целое	1	1
461	значит что она	4	1
462	здесь мы не	1	1
463	не может и	2	1
464	один из моментов	1	1
465	не пытается объяснить	1	1
466	ту или иную	3	1
467	продавал и покупал	1	1
468	какой бы то	1	1
469	и не в	3	1
470	но тут же	1	1
471	именно на этой	1	1
472	не только становится	1	1
473	в то же	5	1
474	о которых идет	1	1
475	того что в	1	1
476	независимо от других	1	1
477	не могу найти	1	1
478	итак мы имеем	1	1
479	заключается в том	3	1
480	в первом случае	2	1
481	который уже не	1	1
482	они находятся в	1	1
483	я не могу	1	1
484	но в то	1	1
485	т е как	1	1
486	при более подробном	1	1
487	и почему это	1	1
488	да и то	1	1
489	между ними существует	1	1
490	ее но и	1	1
491	другой стороны как	1	1
492	ней должен быть	1	1
493	т д до	2	1
494	по существу и	1	1
495	это отнюдь не	1	1
496	не то что	1	1
497	он говорит о	1	1
498	т е то	1	1
499	и все эти	1	1
500	это потому что	1	1
501	где нет ни	1	1
502	уже сейчас мы	1	1
503	в параллель к	2	1
504	но из его	1	1
505	в основе своей	2	1
506	потому что они	4	1
