N	2gram	Ircho_Kome	Tvorches
217	что его	1	4
218	времени у	1	4
219	который в	2	4
220	же как	3	4
221	сих пор	3	4
222	не был	1	4
223	в каждом	2	4
224	тут же	2	4
225	не означает	2	4
226	не мог	4	4
227	как это	7	4
228	и я	2	4
229	на стороне	1	4
230	считал что	1	4
231	ту же	2	4
232	как известно	4	4
233	но без	1	4
234	себя в	2	4
235	однако в	4	4
236	могут быть	3	4
237	о его	5	4
238	ведет к	1	4
239	до сих	3	4
240	известно что	4	4
241	в действии	2	4
242	в область	1	4
243	утверждает что	1	4
244	с ними	2	4
245	и одновременно	3	4
246	в в	8	4
247	у читателя	1	4
248	в которых	1	4
249	года и	1	4
250	перед нами	1	4
251	в основе	1	4
252	и более	2	4
253	эта мысль	1	4
254	на землю	3	4
255	времени и	2	4
256	между людьми	2	4
257	в отличие	3	4
258	той же	3	4
259	того что	1	4
260	чуть ли	2	4
261	это был	1	4
262	же не	2	4
263	он же	1	4
264	отказаться от	2	4
265	было в	1	4
266	к жизни	1	4
267	г к	1	4
268	особенно в	1	4
269	с самого	3	4
270	отличие от	4	4
271	но он	2	4
272	в частности	7	4
273	еще в	9	4
274	далеко не	1	4
275	у нее	2	4
276	х годов	5	4
277	из жизни	1	4
278	такой же	2	4
279	что на	4	4
280	и к	2	3
281	от него	1	3
282	в настоящем	2	3
283	только что	2	3
284	в виду	2	3
285	другой стороны	6	3
286	во главе	1	3
287	по себе	2	3
288	связь с	2	3
289	людей и	1	3
290	в первом	2	3
291	в жизни	1	3
292	к самому	1	3
293	только для	1	3
294	отличается от	1	3
295	так например	1	3
296	к тому	15	3
297	на все	3	3
298	во всяком	4	3
299	года до	1	3
300	больше чем	5	3
301	всегда с	1	3
302	в этот	1	3
303	особое место	1	3
304	может служить	2	3
305	точно так	1	3
306	в одном	10	3
307	и еще	5	3
308	сказать что	1	3
309	воли и	1	3
310	едва ли	16	3
311	то в	1	3
312	на протяжении	14	3
313	к человеку	2	3
314	собой в	2	3
315	к себе	1	3
316	время в	1	3
317	мы знаем	5	3
318	несмотря на	5	3
319	к которому	4	3
320	иными словами	1	3
321	г а	2	3
322	тому же	14	3
323	как по	2	3
324	для того	3	3
325	на себя	5	3
326	герой в	1	3
327	в себя	3	3
328	и мир	2	3
329	на этом	3	3
330	в философии	2	3
331	всяком случае	4	3
332	эти слова	1	3
333	совсем не	2	3
334	идей и	1	3
335	и тем	2	3
336	но зато	1	3
337	и что	2	3
338	как уже	1	3
339	даже не	4	3
340	вот в	1	3
341	что для	1	3
342	оба они	1	3
343	его как	1	3
344	и др	1	3
345	его к	1	3
346	там где	1	3
347	от ее	1	3
348	гораздо более	2	3
349	в один	2	3
350	и особенно	7	3
351	в искусстве	1	3
352	вплоть до	1	3
353	во второй	4	3
354	если в	3	3
355	на западе	1	3
356	его с	2	3
357	для себя	2	3
358	критики и	1	3
359	сводится к	1	3
360	евгения онегина	1	3
361	не считать	1	3
362	никто не	3	3
363	да и	5	3
364	о котором	1	3
365	со стороны	3	3
366	не является	2	3
367	году он	1	3
368	и если	2	3
369	автора и	1	3
370	трагедии в	3	3
371	и тогда	1	3
372	в которую	1	3
373	идеи в	1	3
374	к людям	2	3
375	действия и	1	3
376	е а	2	3
377	автора в	1	3
378	нет и	2	3
379	как мы	5	3
380	на этот	5	3
381	друг друга	2	3
382	во времени	1	3
383	прибегает к	1	3
384	жизни но	1	3
385	в любви	2	3
386	нет ни	1	3
387	действительности в	1	3
388	и вот	4	3
389	ее в	2	3
390	на самом	1	3
391	у нас	3	3
392	мы находим	2	3
393	или в	5	3
394	но уже	1	3
395	для которого	1	3
396	не все	2	3
397	человека к	1	3
398	тут и	1	3
399	он чувствует	1	3
400	не по	5	3
401	нельзя не	2	3
402	в ней	2	3
403	мы узнаем	1	3
404	из этих	5	3
405	а по	1	3
406	и их	3	3
407	не с	1	3
408	с ее	2	3
409	в начале	7	3
410	несколько раз	2	3
411	в другом	5	3
412	отношение к	3	3
413	к ней	2	3
414	одного из	7	3
415	в ходе	1	3
416	бы он	1	3
417	жизни и	4	3
418	а н	1	3
419	в области	3	3
420	и только	1	3
421	это в	1	3
422	человек может	1	2
423	является в	1	2
424	было показано	1	2
425	все что	3	2
426	еще раз	1	2
427	на эти	1	2
428	вообще говоря	2	2
429	познания и	1	2
430	думается что	1	2
431	в биографии	1	2
432	человек есть	1	2
433	сам автор	3	2
434	время не	1	2
435	же году	1	2
436	в результате	5	2
437	ясно что	9	2
438	как было	1	2
439	это такое?	1	2
440	вслед за	4	2
441	жизнь в	1	2
442	но вполне	1	2
443	перекликается с	1	2
444	было очень	1	2
445	с тем	5	2
446	одном из	4	2
447	приходит в	1	2
448	их в	1	2
449	и очень	2	2
450	в одно	1	2
451	в художественном	1	2
452	когда в	3	2
453	для их	3	2
454	связанного с	1	2
455	и нет	1	2
456	всякого рода	1	2
457	г в	5	2
458	сам же	1	2
459	в жизнь	2	2
460	его перед	1	2
461	в первую	5	2
462	в данном	1	2
463	из других	3	2
464	века с	1	2
465	не могли	2	2
466	то это	3	2
467	в действительности	4	2
468	следовало бы	1	2
469	которой он	2	2
470	он был	4	2
471	имеет в	2	2
472	только как	1	2
473	своим собственным	1	2
474	из себя	1	2
475	а между	1	2
476	чем его	1	2
477	так мы	1	2
478	жизни он	1	2
479	в глаза	1	2
480	но ни	1	2
481	как на	2	2
482	однако эти	1	2
483	это отношение	1	2
484	у а	1	2
485	по поводу	7	2
486	и поступков	1	2
487	уже по	1	2
488	о чем	2	2
489	того же	4	2
490	раз на	3	2
491	намек на	1	2
492	его идеи	1	2
493	жизнь и	2	2
494	во всех	4	2
495	не зная	1	2
496	не противоречит	1	2
497	здесь нет	1	2
498	х гг	1	2
499	с одной	5	2
500	на том	1	2
501	внимание на	1	2
502	начала и	1	2
503	как раз	4	2
504	тем не	3	2
505	которого он	1	2
506	после этого	3	2
507	в качестве	8	2
508	в тот	1	2
509	мировоззрения и	1	2
510	к достижению	1	2
511	и притом	2	2
512	связи с	3	2
513	не говорит	1	2
514	м п	1	2
515	действительности к	1	2
516	тому что	4	2
517	в связи	3	2
518	между прочим	2	2
519	рядом с	1	2
520	в двух	6	2
521	в эту	2	2
522	морали и	1	2
523	комический эффект	3	2
524	войне и	1	2
525	времени а	2	2
526	его творчестве	2	2
527	права на	1	2
528	в устах	1	2
529	ли это	2	2
530	мы уже	1	2
531	для ее	3	2
532	не дает	1	2
533	действующих лиц	8	2
534	для этой	3	2
535	и та	1	2
536	и является	1	2
537	в тех	5	2
538	признание в	1	2
539	себя на	1	2
540	в комедии	36	2
541	критического реализма	1	2
542	по своей	2	2
543	говорили что	1	2
544	он еще	1	2
545	было бы	8	2
546	восходят к	2	2
547	человека его	1	2
548	культуры и	1	2
549	что во	1	2
550	протяжении всего	3	2
551	но прежде	1	2
552	в доме	6	2
553	даже если	3	2
554	с которым	1	2
555	в силу	4	2
556	чаще всего	3	2
557	из этого	2	2
558	время он	1	2
559	о войне	1	2
560	бы ни	1	2
561	которые были	2	2
562	а как	1	2
563	его времени	1	2
564	нет не	1	2
565	означает что	2	2
566	первую очередь	6	2
567	и против	1	2
568	и здесь	6	2
569	эффект в	1	2
570	его из	1	2
571	с такой	2	2
572	брак с	2	2
573	в сущности	3	2
574	о которой	1	2
575	для них	2	2
576	в отношении	6	2
577	ни в	9	2
578	человека если	1	2
579	целом ряде	1	2
580	и страх	1	2
581	не могут	1	2
582	должен был	1	2
583	здесь мы	3	2
584	этот факт	1	2
585	одновременно с	3	2
586	столь же	9	2
587	еще с	1	2
588	и будет	1	2
589	к его	3	2
590	это время	5	2
591	не имеет	1	2
592	ли он	1	2
593	у одного	1	2
594	в известном	2	2
595	в диалоге	1	2
596	то он	1	2
597	родился в	1	2
598	и гоголь	1	2
599	с трагедией	1	2
600	признает себя	1	2
601	наконец в	3	2
602	того чтобы	4	2
603	и поэтому	2	2
604	а может	1	2
605	свою вину	2	2
606	и уже	2	2
607	и теперь	3	2
608	сомнений что	1	2
609	отношении к	1	2
610	от других	1	2
611	числе и	1	2
612	выступает против	2	2
613	если у	2	2
614	н а	1	2
615	что же	2	2
616	он в	1	2
617	событий в	2	2
618	мог бы	3	2
619	к миру	1	2
620	высшей степени	1	2
621	ответ на	2	2
622	мир в	1	2
623	этой области	2	2
624	данном случае	1	2
625	нас не	2	2
626	том числе	4	2
627	времени это	2	2
628	где он	2	2
629	не достигает	1	2
630	о нем	1	2
631	во время	11	2
632	в честь	3	2
633	со своим	6	2
634	с их	4	2
635	когда же	5	2
636	непосредственно в	1	2
637	ты мне	1	2
638	и скорбь	1	2
639	образом в	2	2
640	темы и	1	2
641	за этим	1	2
642	в эпоху	1	2
643	всю жизнь	1	2
644	указывает на	2	2
645	очень много	1	2
646	в сферу	1	2
647	в ряде	1	2
648	в стороне	1	2
649	и давно	1	2
650	мира а	1	2
651	при таком	1	2
652	не столь	2	2
653	сразу же	5	2
654	и без	3	2
655	характеров в	2	2
656	путь к	2	2
657	должен быть	1	2
658	отсюда же	1	2
659	к одному	1	2
660	ко всему	2	2
661	отказа от	1	2
662	нуждается в	2	2
663	за то	4	2
664	а к	2	2
665	действительности но	1	2
666	его произведениях	1	2
667	же это	1	2
668	в руки	1	2
669	но при	1	2
670	способен на	1	2
671	сочувствия к	1	2
672	от всех	1	2
673	отказ от	1	2
674	и и	3	2
675	по всей	1	2
676	со своими	1	2
677	в большой	1	2
678	и о	3	2
679	говорилось выше	1	2
680	дня и	1	2
681	в высшей	1	2
682	современной ему	1	2
683	это еще	2	2
684	же в	7	2
685	в создании	1	2
686	конфликт в	1	2
687	все более	4	2
688	надо было	3	2
689	может и	1	2
690	конце концов	4	2
691	он с	1	2
692	мира в	5	2
693	не к	2	2
694	чем любой	1	2
695	они являются	1	1
696	к действительности	1	1
697	должна была	3	1
698	для всех	5	1
699	тем меньше	1	1
700	этого случая	1	1
701	и мира	1	1
702	мы и	1	1
703	ее основных	1	1
704	бы искать	2	1
705	античных времен	1	1
706	от имени	1	1
707	к этой	1	1
708	в применении	1	1
709	любовь к	1	1
710	не знающих	1	1
711	в а	1	1
712	прекрасно знал	1	1
713	ссылаясь на	2	1
714	сатира на	1	1
715	тем как	2	1
716	или нет	1	1
717	с презрением	1	1
718	и опирается	1	1
719	нас в	3	1
720	не являются	2	1
721	самый сильный	1	1
722	одно из	1	1
723	тогда же	1	1
724	отношений в	1	1
725	которую он	3	1
726	по времени	1	1
727	вопрос об	1	1
728	люди и	1	1
729	а напротив	1	1
730	всю историю	1	1
731	на которых	1	1
732	стороне от	1	1
733	но все	4	1
734	можно говорить	1	1
735	представляется ему	1	1
736	о мире	1	1
737	снова сталкиваемся	1	1
738	из самых	2	1
739	большей частью	3	1
740	она является	1	1
741	или на	2	1
742	уже на	1	1
743	из всего	2	1
744	в ноги	1	1
745	места и	1	1
746	в наиболее	4	1
747	т i	1	1
748	похож на	1	1
749	в собственном	1	1
750	его отец	1	1
751	что по	3	1
752	из шедевров	1	1
753	борьбе и	1	1
754	спускается в	1	1
755	дома и	1	1
756	в речах	1	1
757	один ряд	1	1
758	же после	1	1
759	за ней	1	1
760	свои руки	3	1
761	поскольку он	1	1
762	к своим	1	1
763	речь идет	6	1
764	из героев	1	1
765	мира сего	1	1
766	современная наука	1	1
767	а вместе	1	1
768	нашу задачу	1	1
769	сцена с	1	1
770	поражение от	1	1
771	природы в	1	1
772	как носитель	1	1
773	в бытовом	1	1
774	на этой	1	1
775	героя или	1	1
776	от традиционного	1	1
777	вопрос о	5	1
778	были с	1	1
779	применении к	1	1
780	человека не	1	1
781	человек стремится	1	1
782	вышла за	1	1
783	сам не	1	1
784	человек из	1	1
785	даже и	1	1
786	представления о	2	1
787	комизм положений	2	1
788	в противоположность	2	1
789	всего этого	2	1
790	в моменты	1	1
791	по возможности	1	1
792	не должен	1	1
793	одной стороны	5	1
794	л и	1	1
795	нам по	1	1
796	почти за	1	1
797	а нередко	1	1
798	отрыве от	1	1
799	и другой	1	1
800	миф о	1	1
801	с развитием	1	1
802	уже о	4	1
803	вопроса об	1	1
804	в руках	4	1
805	поэтому мы	2	1
806	таким же	1	1
807	с помощью	1	1
808	между двумя	1	1
809	об отношении	2	1
810	однако до	1	1
811	но они	2	1
812	не приходит	1	1
813	в различных	1	1
814	предисловии к	1	1
815	и ассоциаций	1	1
816	была борьба	1	1
817	производительных сил	1	1
818	из вариантов	1	1
819	и те	1	1
820	сил в	1	1
821	не что	1	1
822	случайному совпадению	1	1
823	к традициям	1	1
824	является как	1	1
825	же его	1	1
826	себе в	1	1
827	до того	1	1
828	было сказано	1	1
829	искусстве и	1	1
830	всегда и	1	1
831	смысл на	1	1
832	друг на	1	1
833	мало чем	2	1
834	и новая	2	1
835	то чтобы	1	1
836	его восприятие	1	1
837	среди них	1	1
838	ничего этого	1	1
839	совершенно ясна	1	1
840	в углу	1	1
841	достижения цели	1	1
842	дает нам	1	1
843	тезис о	1	1
844	него не	1	1
845	ее как	1	1
846	а сам	2	1
847	а только	1	1
848	в основу	1	1
849	быть в	1	1
850	на сцене	5	1
851	в нашем	2	1
852	и идеологические	1	1
853	под названием	2	1
854	человек совершает	1	1
855	и самим	1	1
856	как от	1	1
857	есть по	1	1
858	те и	1	1
859	исходит из	1	1
860	и опасность	1	1
861	стремлением к	1	1
862	в помине	1	1
863	от них	3	1
864	под именем	3	1
865	трагедии и	1	1
866	прямо указывает	1	1
867	человеку и	2	1
868	что само	1	1
869	даже у	1	1
870	а мы	2	1
871	давно умершего	1	1
872	нет никаких	1	1
873	к этим	3	1
874	общих чертах	1	1
875	чем это	2	1
876	быта и	1	1
877	он считал	1	1
878	чем острее	1	1
879	тоской и	1	1
880	другие выводы	1	1
881	время для	1	1
882	бы то	4	1
883	д все	1	1
884	в самую	1	1
885	признать человека	1	1
886	все его	1	1
887	событий а	1	1
888	реки в	1	1
889	к их	2	1
890	человеку не	1	1
891	поскольку в	1	1
892	а наоборот	1	1
893	от его	1	1
894	что иное	1	1
895	толстого и	1	1
896	не слишком	1	1
897	жизни так	2	1
898	вскоре после	2	1
899	одной лишь	1	1
900	такого рода	6	1
901	вызвано тем	1	1
902	что уже	1	1
903	в поисках	1	1
904	этом фоне	1	1
905	героев которые	1	1
906	проявляется в	1	1
907	а и	1	1
908	была большая	1	1
909	ни было	4	1
910	элементов и	1	1
911	обвинение в	1	1
912	него самого	1	1
913	т е	14	1
914	эти детали	1	1
915	это человек	2	1
916	о принципиальной	1	1
917	от начала	1	1
918	старшего из	1	1
919	и за	3	1
920	отнести и	1	1
921	всегда является	1	1
922	был применен	1	1
923	из названных	1	1
924	ли можно	3	1
925	как видно	4	1
926	как результат	1	1
927	человек а	1	1
928	именно здесь	1	1
929	сказал что	1	1
930	будто бы	2	1
931	до года	2	1
932	цитаты из	2	1
933	следует рассматривать	1	1
934	всем что	1	1
935	из уст	1	1
936	о смерти	1	1
937	государства и	2	1
938	же для	1	1
939	на чьей	1	1
940	восходящего к	1	1
941	здесь же	1	1
942	эта сцена	1	1
943	из трех	2	1
944	ссылки на	1	1
945	как видим	2	1
946	встречается в	1	1
947	время как	6	1
948	которой была	1	1
949	и она	1	1
950	совпадающее с	1	1
951	цивилизации и	1	1
952	большинстве случаев	2	1
953	вошедшая в	1	1
954	лишь несколько	1	1
955	сделать его	1	1
956	на площадях	1	1
957	по традиционной	1	1
958	примеров этого	1	1
959	незадолго до	1	1
960	о которых	6	1
961	больше всего	2	1
962	в последнем	1	1
963	же касается	1	1
964	в первые	2	1
965	внес в	1	1
966	сильной и	1	1
967	в хронологии	1	1
968	на себе	1	1
969	что их	1	1
970	могло бы	1	1
971	в других	3	1
972	в реалистическом	1	1
973	чтобы его	1	1
974	той или	1	1
975	же направлении	1	1
976	говорится в	1	1
977	были в	2	1
978	мы можем	6	1
979	его появления	1	1
980	за основу	1	1
981	суровый приговор	1	1
982	для создания	1	1
983	для развития	1	1
984	действия в	1	1
985	с матерью	1	1
986	был назван	1	1
987	не хочешь	1	1
988	молодой человек	9	1
989	действие в	1	1
990	с х	1	1
991	взаимоотношения в	1	1
992	с традициями	1	1
993	именно потому	2	1
994	всего лишь	1	1
995	то ни	4	1
996	том где	1	1
997	его творчества	4	1
998	оснований для	1	1
999	объясняется и	1	1
1000	на правах	1	1
1001	на весь	1	1
1002	в ответ	1	1
1003	в развитии	2	1
1004	идет в	1	1
1005	на чем	2	1
1006	и право	2	1
1007	в городе	2	1
1008	конца х	1	1
1009	бурные события	1	1
1010	силой как	1	1
1011	всей этой	1	1
1012	своего времени	2	1
1013	от которых	1	1
1014	за ними	1	1
1015	моральных норм	1	1
1016	в идеологическом	1	1
1017	что эта	1	1
1018	и чувством	1	1
1019	хотя в	1	1
1020	один раз	1	1
1021	укладывается ни	1	1
1022	можно было	5	1
1023	и чуть	1	1
1024	в форме	2	1
1025	потребность в	1	1
1026	i с	4	1
1027	дело обстояло	1	1
1028	почти всегда	2	1
1029	который мы	1	1
1030	была не	1	1
1031	перед лицом	5	1
1032	от своего	1	1
1033	чтобы проверить	1	1
1034	также и	1	1
1035	над ним	1	1
1036	как один	1	1
1037	следует признать	2	1
1038	должны были	9	1
1039	этот период	1	1
1040	своего поведения	1	1
1041	не раз	3	1
1042	знаешь ли	1	1
1043	занимает в	1	1
1044	почему же	1	1
1045	его поведение	1	1
1046	с людьми	1	1
1047	возможно что	4	1
1048	конца и	1	1
1049	это вовсе	1	1
1050	главным образом	4	1
1051	бы его	1	1
1052	женился на	1	1
1053	условия для	1	1
1054	всех сторон	1	1
1055	основу сюжета	1	1
1056	что только	1	1
1057	не заметить	1	1
1058	даже самого	1	1
1059	конкретные и	1	1
1060	что граф	1	1
1061	в жанре	1	1
1062	если они	3	1
1063	повседневной жизни	1	1
1064	на подобные	1	1
1065	сказать о	2	1
1066	отца или	1	1
1067	и толстой	1	1
1068	речи о	1	1
1069	или иного	1	1
1070	до начала	5	1
1071	со ii	1	1
1072	чтобы не	1	1
1073	в какой-то	3	1
1074	каждого из	2	1
1075	не остается	1	1
1076	взят из	1	1
1077	еще одно	1	1
1078	раннего творчества	1	1
1079	можно только	1	1
1080	из окна	1	1
1081	в особенности	1	1
1082	к сожалению	2	1
1083	при жизни	2	1
1084	не делает	1	1
1085	к целому	1	1
1086	однако и	1	1
1087	в стремлении	1	1
1088	то время	8	1
1089	и этот	1	1
1090	можно понять	1	1
1091	с первоначальным	1	1
1092	ими же	1	1
1093	по всем	2	1
1094	обнаруживает что	1	1
1095	средствами но	1	1
1096	впечатление не	1	1
1097	с и	5	1
1098	через восприятие	1	1
1099	теперь в	2	1
1100	мы получаем	1	1
1101	не находим	1	1
1102	связанное с	1	1
1103	и из	2	1
1104	его собственным	1	1
1105	по адресу	18	1
1106	нашего времени	1	1
1107	и художественные	1	1
1108	он действует	1	1
1109	разного рода	1	1
1110	в живых	1	1
1111	к выводу	2	1
1112	человека во	1	1
1113	европейской культуры	2	1
1114	нередко и	1	1
1115	что после	3	1
1116	сравнение двух	1	1
1117	и вполне	1	1
1118	более активный	1	1
1119	не на	1	1
1120	такой силой	1	1
1121	его образ	1	1
1122	идет от	1	1
1123	каждый раз	1	1
1124	точнее не	1	1
1125	от их	1	1
1126	к уже	1	1
1127	включается в	1	1
1128	собой и	2	1
1129	с ней	1	1
1130	так называемый	1	1
1131	из составных	1	1
1132	в мыслях	1	1
1133	с г	2	1
1134	на великих	3	1
1135	эстетики и	1	1
1136	обращается к	1	1
1137	с женой	1	1
1138	времени не	1	1
1139	о первой	1	1
1140	на дорогу	1	1
1141	из тех	1	1
1142	который сам	1	1
1143	и они	1	1
1144	трудно дать	1	1
1145	молодого человека	3	1
1146	связанные с	2	1
1147	них он	1	1
1148	все по	1	1
1149	мать семейства	1	1
1150	из действующих	3	1
1151	в золотых	1	1
1152	сцены и	1	1
1153	уважение к	1	1
1154	именно поэтому	1	1
1155	человеческой натуры	1	1
1156	при всех	1	1
1157	этот образ	1	1
1158	в душу	1	1
1159	ничего нет	1	1
1160	нет в	1	1
1161	дающая ему	1	1
1162	свое завершение	1	1
1163	намеков на	1	1
1164	который видит	1	1
1165	огромную роль	1	1
1166	выступает как	1	1
1167	замуж за	1	1
1168	из области	2	1
1169	к комическому	1	1
1170	бросается в	1	1
1171	художественный образ	2	1
1172	еще и	2	1
1173	принимают за	1	1
1174	материальной жизни	1	1
1175	со временем	2	1
1176	чем же	2	1
1177	бы и	1	1
1178	мог не	1	1
1179	полностью и	1	1
1180	бы с	1	1
1181	в отчаянии	1	1
1182	тех же	4	1
1183	более чем	4	1
1184	со всех	1	1
1185	то и	3	1
1186	в течение	5	1
1187	да еще	2	1
1188	в дело	1	1
1189	десять лет	1	1
1190	фрагмент из	4	1
1191	убеждение в	1	1
1192	на основе	1	1
1193	поле зрения	2	1
1194	и независимо	1	1
1195	из его	6	1
1196	слова и	1	1
1197	в середине	5	1
1198	развития и	1	1
1199	факты из	1	1
1200	влияние в	1	1
1201	в мирное	1	1
1202	ряд с	1	1
1203	понимании слова	1	1
1204	совпадают с	1	1
1205	вывод что	3	1
1206	какую бы	1	1
1207	его герои	2	1
1208	народ в	1	1
1209	на столе	1	1
1210	люди не	1	1
1211	у других	4	1
1212	целый ряд	2	1
1213	чем не	1	1
1214	не без	1	1
1215	не заметил	1	1
1216	в древности	2	1
1217	почти одновременно	1	1
1218	в обоих	3	1
1219	было и	1	1
1220	например на	1	1
1221	состоит в	1	1
1222	он дает	1	1
1223	был прав	1	1
1224	на которые	3	1
1225	и а	1	1
1226	мне не	1	1
1227	элемента в	1	1
1228	идеал в	1	1
1229	с так	1	1
1230	произвел на	1	1
1231	размышляя о	1	1
1232	следит за	1	1
1233	нравов и	1	1
1234	заметить что	1	1
1235	в споре	2	1
1236	как человека	2	1
1237	ее не	1	1
1238	основное содержание	1	1
1239	пародия на	1	1
1240	о соотношении	2	1
1241	если мы	1	1
1242	принадлежит к	2	1
1243	за сорок	1	1
1244	и платон	2	1
1245	и нежная	1	1
1246	vii в	2	1
1247	на первый	1	1
1248	по случайному	1	1
1249	лучше всего	1	1
1250	общества в	1	1
1251	возвращении в	1	1
1252	разве я	1	1
1253	в сознании	4	1
1254	его для	1	1
1255	маска и	1	1
1256	этого слова	1	1
1257	были особенно	1	1
1258	содержатся в	1	1
1259	говоря не	1	1
1260	будь то	1	1
1261	из столкновения	1	1
1262	нападает на	1	1
1263	его падение	1	1
1264	месте в	1	1
1265	только потому	2	1
1266	и для	4	1
1267	в самой	2	1
1268	реального прототипа	1	1
1269	в трагедии	3	1
1270	иногда в	1	1
1271	они были	1	1
1272	в самих	1	1
1273	поэтому он	1	1
1274	которому он	1	1
1275	на поверхность	1	1
1276	сравнительно редко	1	1
1277	что автор	1	1
1278	им как	1	1
1279	такое же	1	1
1280	главного персонажа	1	1
1281	в положение	3	1
1282	разговоре с	1	1
1283	литературе нового	1	1
1284	тогда в	1	1
1285	в более	4	1
1286	имя которого	1	1
1287	чьей стороне	1	1
1288	эти годы	2	1
1289	ему в	2	1
1290	из дома	1	1
1291	к году	2	1
1292	хоть и	7	1
1293	они не	1	1
1294	любой из	1	1
1295	№ в	1	1
1296	на вопрос	1	1
1297	повседневного быта	1	1
1298	сделать и	1	1
1299	нравственности и	3	1
1300	он выступает	2	1
1301	эта ситуация	2	1
1302	того как	3	1
1303	за которую	1	1
1304	в последней	1	1
1305	наглядно демонстрируют	1	1
1306	ненависть к	1	1
1307	предположение что	1	1
1308	одна и	1	1
