N	2gram	Voloshinov	Hudozhes
107	речи и	1	4
108	и тем	2	4
109	и что	1	4
110	далеко не	1	4
111	и о	1	4
112	художественного произведения	5	4
113	или иного	2	4
114	и к	2	3
115	с этой	2	3
116	литературы как	1	3
117	подобно тому	1	3
118	если бы	2	3
119	одно слово	1	3
120	имеет место	2	3
121	как и	3	3
122	их в	1	3
123	никто не	1	3
124	себя и	1	3
125	тем не	1	3
126	художественное произведение	2	3
127	сводятся к	1	3
128	к нему	1	3
129	потому что	1	3
130	одной стороны	2	3
131	в одном	3	3
132	о литературе	1	3
133	мог бы	2	3
134	во всей	2	3
135	в структуре	2	3
136	и для	3	3
137	в системе	1	3
138	таким образом	6	3
139	произведения как	4	3
140	с одной	2	3
141	в произведении	2	3
142	в художественной	1	3
143	с точки	5	3
144	связи с	1	3
145	объекта и	1	3
146	в контексте	1	3
147	в связи	2	3
148	или даже	1	3
149	его эстетической	1	3
150	картины мира	1	3
151	однако если	1	3
152	тому как	1	3
153	с языком	1	3
154	в которой	3	3
155	одно и	3	3
156	автора и	1	3
157	в пределах	3	3
158	того же	1	3
159	в узком	1	3
160	воспринимающее сознание	1	3
161	в целом	2	3
162	и ее	2	3
163	один из	1	2
164	и который	1	2
165	языкового знака	1	2
166	не как	3	2
167	одно из	1	2
168	по себе	1	2
169	в них	2	2
170	этой точки	1	2
171	самом деле	3	2
172	заключается в	1	2
173	все эти	2	2
174	к более	1	2
175	взаимодействия людей	1	2
176	с ними	2	2
177	как в	2	2
178	роль в	2	2
179	говоря и	1	2
180	вследствие этого	1	2
181	всей своей	2	2
182	к другому	1	2
183	не входит	1	2
184	это и	1	2
185	еще и	4	2
186	ними и	1	2
187	при наличии	1	2
188	высказывания и	1	2
189	на основе	1	2
190	времени в	1	2
191	не всегда	1	2
192	слова и	2	2
193	воздействия на	1	2
194	или иных	1	2
195	вступает в	1	2
196	вслед за	2	2
197	и это	1	2
198	превращается в	3	2
199	не вполне	1	2
200	так же	2	2
201	и наоборот	1	2
202	об этом	1	2
203	для понимания	1	2
204	который в	1	2
205	одна из	1	2
206	этого слова	1	2
207	он и	1	2
208	в самой	1	2
209	только о	1	2
210	никогда не	3	2
211	этого термина	1	2
212	истории литературы	2	2
213	художественного высказывания	1	2
214	одной из	1	2
215	теории литературы	1	2
216	несмотря на	2	2
217	повести гоголя	1	2
218	что такое	1	2
219	ее в	2	2
220	все это	4	2
221	или иную	1	2
222	с их	1	2
223	от всех	2	2
224	или в	1	2
225	и более	1	2
226	в организации	1	2
227	одним из	1	2
228	что она	1	2
229	тому что	1	2
230	только и	4	2
231	в чем	2	2
232	вовсе не	2	2
233	встречаются в	1	2
234	тем более	1	2
235	как система	1	2
236	на этом	1	2
237	ту или	1	2
238	в значительной	1	2
239	быть и	1	2
240	и может	2	2
241	за пределы	3	2
242	ни одно	2	2
243	от своего	2	2
244	человека и	1	2
245	собственно говоря	2	2
246	в этой	1	2
247	и особенно	1	2
248	и др	2	2
249	материала в	4	2
250	столь же	1	2
251	включает в	1	2
252	тех или	1	2
253	отнюдь не	1	2
254	не сумеет	1	2
255	в особенности	1	1
256	от него	1	1
257	для всех	1	1
258	произведение и	1	1
259	можно говорить	1	1
260	и здесь	1	1
261	бы несколько	1	1
262	одном случае	1	1
263	в хх	1	1
264	эстетическим объектом	1	1
265	иных произведений	1	1
266	с вещами	1	1
267	и дает	1	1
268	его за	1	1
269	своем составе	1	1
270	следует иметь	1	1
271	что основной	1	1
272	событии художественного	1	1
273	тем как	1	1
274	в другой	1	1
275	те же	2	1
276	и лучше	1	1
277	из того	1	1
278	из существеннейших	1	1
279	быть может	1	1
280	и вполне	1	1
281	позиции в	1	1
282	понимается как	1	1
283	для данного	1	1
284	со всеми	1	1
285	если не	1	1
286	все то	1	1
287	мы понимаем	2	1
288	от одного	1	1
289	в собственном	1	1
290	и делают	2	1
291	выбор слова	1	1
292	если говорить	1	1
293	вещами как	1	1
294	языкового сознания	1	1
295	тем что	2	1
296	если он	1	1
297	между индивидуальными	1	1
298	мира это	1	1
299	для своей	1	1
300	синтаксической конструкции	1	1
301	вместе с	1	1
302	все же	5	1
303	не имеет	2	1
304	речь в	1	1
305	но у	1	1
306	да и	3	1
307	зависимости от	2	1
308	эта возможность	1	1
309	но мы	4	1
310	с этим	3	1
311	состоит не	1	1
312	разница в	1	1
313	этот результат	1	1
314	не существует	1	1
315	в действительности	2	1
316	и пр	7	1
317	языка и	5	1
318	жизни когда	1	1
319	представляется не	1	1
320	содержания в	1	1
321	искусства есть	1	1
322	наконец в	2	1
323	можно лишь	1	1
324	ее восприятия	1	1
325	не должно	1	1
326	и иных	1	1
327	художественных произведений	2	1
328	быть не	1	1
329	своей ценностной	1	1
330	эстетической функции	2	1
331	время в	1	1
332	точно и	1	1
333	хх веке	1	1
334	только на	1	1
335	в которую	2	1
336	к одному	3	1
337	этим словом	1	1
338	в различных	1	1
339	и наиболее	2	1
340	не что	2	1
341	в совершенно	1	1
342	в истории	1	1
343	и находит	1	1
344	три стороны	1	1
345	каждый из	1	1
346	быть это	1	1
347	себе в	1	1
348	до того	1	1
349	между людьми	1	1
350	и эстетического	1	1
351	есть его	1	1
352	из наиболее	1	1
353	отношений и	1	1
354	рассчитана на	1	1
355	соответствии с	2	1
356	носителем и	1	1
357	мышления но	1	1
358	впервые в	1	1
359	звука и	1	1
360	него не	1	1
361	по которым	1	1
362	из проявлений	1	1
363	до конца	1	1
364	этому содержанию	1	1
365	объект и	2	1
366	в сознании	4	1
367	и внутренняя	2	1
368	но если	1	1
369	здесь и	1	1
370	и синтаксические	1	1
371	по поводу	1	1
372	что говоря	1	1
373	к предмету	2	1
374	общем виде	1	1
375	литературное произведение	2	1
376	не объективно	1	1
377	то или	1	1
378	и становится	1	1
379	едва ли	1	1
380	тот же	2	1
381	революции в	1	1
382	его можно	1	1
383	всего в	1	1
384	что они	2	1
385	значимым и	1	1
386	этой внутренней	1	1
387	мы видим	2	1
388	произведения является	2	1
389	общения в	1	1
390	так как	3	1
391	что иное	2	1
392	они не	1	1
393	автору и	1	1
394	статье о	1	1
395	на язык	2	1
396	в поэзии	5	1
397	должно быть	1	1
398	это особенно	1	1
399	внимание на	1	1
400	материала и	3	1
401	однако этот	1	1
402	художественной формы	1	1
403	нее как	1	1
404	с системой	1	1
405	и через	1	1
406	вечного и	1	1
407	сознания и	2	1
408	в широком	1	1
409	слово в	3	1
410	и есть	1	1
411	и систематизации	1	1
412	замысла и	1	1
413	поэтому не	1	1
414	не было	1	1
415	является таким	1	1
416	звучит один	1	1
417	и реализуется	1	1
418	существует как	1	1
419	слова могут	1	1
420	протопопа аввакума	1	1
421	но одно	2	1
422	виду что	1	1
423	но для	3	1
424	в совокупности	1	1
425	сознания но	1	1
426	в конце	1	1
427	или иная	1	1
428	отношений здесь	1	1
429	такого понимания	1	1
430	за которым	1	1
431	типа и	1	1
432	всякое высказывание	1	1
433	же как	1	1
434	всем своем	1	1
435	членения и	1	1
436	является не	1	1
437	же точно	1	1
438	при таком	1	1
439	на фоне	4	1
440	ли не	1	1
441	от этого	2	1
442	особенности в	1	1
443	языка но	2	1
444	в такой	1	1
445	зрения и	1	1
446	больше и	1	1
447	комплексов в	1	1
448	в условиях	1	1
449	в каждой	1	1
450	которого только	1	1
451	языка наиболее	1	1
452	ценностная активность	1	1
453	в одной	1	1
454	бы в	2	1
455	в каждом	4	1
456	становится эстетическим	1	1
457	может иметь	2	1
458	только к	1	1
459	как ни	1	1
460	он говорит	1	1
461	в своих	2	1
462	строф в	1	1
463	разрыв между	2	1
464	с первых	1	1
465	поэтики в	1	1
466	поэт не	1	1
467	стиля в	1	1
468	в современных	1	1
469	также и	1	1
470	ту же	1	1
471	средств и	1	1
472	или же	1	1
473	и помимо	2	1
474	что касается	1	1
475	для этого	1	1
476	и является	2	1
477	отношений между	2	1
478	иметь в	1	1
479	интонации и	1	1
480	только то	1	1
481	они хотят	1	1
482	или иное	1	1
483	когда мы	1	1
484	художественного слова	1	1
485	было бы	4	1
486	из нее	1	1
487	произведения есть	1	1
488	же самое	1	1
489	выбора все	1	1
490	своей полноте	1	1
491	общего с	3	1
492	в понимании	1	1
493	та или	1	1
494	в зависимости	2	1
495	произведения не	1	1
496	обратимся к	1	1
497	свести к	1	1
498	лишь путем	2	1
499	косвенной речи	1	1
500	бы быть	1	1
501	говорить об	2	1
502	на то	1	1
503	нуждается в	2	1
504	а как	2	1
505	здесь мы	3	1
506	может и	1	1
507	как несомненно	1	1
508	лишь одного	1	1
509	есть не	2	1
510	кажется что	2	1
511	иное как	2	1
512	себе а	1	1
513	более того	2	1
514	т.д как	1	1
515	в статье	1	1
